"","date","AXS"
"1","2007-01-03",33.509998
"2","2007-01-04",33.029999
"3","2007-01-05",32.450001
"4","2007-01-08",32.799999
"5","2007-01-09",32.990002
"6","2007-01-10",33.189999
"7","2007-01-11",33.209999
"8","2007-01-12",33.639999
"9","2007-01-16",32.759998
"10","2007-01-17",32.900002
"11","2007-01-18",32.919998
"12","2007-01-19",32.5
"13","2007-01-22",32.25
"14","2007-01-23",32.869999
"15","2007-01-24",32.689999
"16","2007-01-25",32.360001
"17","2007-01-26",32.720001
"18","2007-01-29",32.810001
"19","2007-01-30",32.880001
"20","2007-01-31",32.950001
"21","2007-02-01",33.57
"22","2007-02-02",33.759998
"23","2007-02-05",33.389999
"24","2007-02-06",34.459999
"25","2007-02-07",34.459999
"26","2007-02-08",33.650002
"27","2007-02-09",33.540001
"28","2007-02-12",33.880001
"29","2007-02-13",34.299999
"30","2007-02-14",34.73
"31","2007-02-15",34.73
"32","2007-02-16",34.759998
"33","2007-02-20",34.860001
"34","2007-02-21",34.959999
"35","2007-02-22",34.880001
"36","2007-02-23",34.59
"37","2007-02-26",34.68
"38","2007-02-27",33.599998
"39","2007-02-28",33.77
"40","2007-03-01",34.580002
"41","2007-03-02",34.200001
"42","2007-03-05",33.450001
"43","2007-03-06",33.580002
"44","2007-03-07",33.27
"45","2007-03-08",33.259998
"46","2007-03-09",34.07
"47","2007-03-12",34.209999
"48","2007-03-13",33.900002
"49","2007-03-14",33.240002
"50","2007-03-15",33.490002
"51","2007-03-16",33.07
"52","2007-03-19",32.91
"53","2007-03-20",33
"54","2007-03-21",33.57
"55","2007-03-22",33.5
"56","2007-03-23",33.290001
"57","2007-03-26",33.490002
"58","2007-03-27",34.099998
"59","2007-03-28",33.73
"60","2007-03-29",33.669998
"61","2007-03-30",33.860001
"62","2007-04-02",33.470001
"63","2007-04-03",34.150002
"64","2007-04-04",34.200001
"65","2007-04-05",34.400002
"66","2007-04-09",34.369999
"67","2007-04-10",34.470001
"68","2007-04-11",35
"69","2007-04-12",35.09
"70","2007-04-13",35.43
"71","2007-04-16",35.869999
"72","2007-04-17",35.950001
"73","2007-04-18",35.939999
"74","2007-04-19",35.75
"75","2007-04-20",35.75
"76","2007-04-23",35.849998
"77","2007-04-24",36.810001
"78","2007-04-25",37.25
"79","2007-04-26",37.080002
"80","2007-04-27",37.509998
"81","2007-04-30",37.099998
"82","2007-05-01",37.43
"83","2007-05-02",37.900002
"84","2007-05-03",37.82
"85","2007-05-04",37.700001
"86","2007-05-07",37.709999
"87","2007-05-08",37.740002
"88","2007-05-09",37.549999
"89","2007-05-10",38.040001
"90","2007-05-11",38.450001
"91","2007-05-14",38.419998
"92","2007-05-15",38.889999
"93","2007-05-16",38.880001
"94","2007-05-17",38.84
"95","2007-05-18",39.080002
"96","2007-05-21",38.959999
"97","2007-05-22",39.029999
"98","2007-05-23",38.880001
"99","2007-05-24",37.970001
"100","2007-05-25",37.950001
"101","2007-05-29",37.75
"102","2007-05-30",38.639999
"103","2007-05-31",39.57
"104","2007-06-01",39.16
"105","2007-06-04",38.68
"106","2007-06-05",38.970001
"107","2007-06-06",38.25
"108","2007-06-07",37.830002
"109","2007-06-08",38.029999
"110","2007-06-11",38.5
"111","2007-06-12",38.93
"112","2007-06-13",39.040001
"113","2007-06-14",38.91
"114","2007-06-15",38.889999
"115","2007-06-18",39.02
"116","2007-06-19",40.16
"117","2007-06-20",39.98
"118","2007-06-21",39.34
"119","2007-06-22",39.5
"120","2007-06-25",40.049999
"121","2007-06-26",40
"122","2007-06-27",39.790001
"123","2007-06-28",40.330002
"124","2007-06-29",40.650002
"125","2007-07-02",41
"126","2007-07-03",40.860001
"127","2007-07-05",41.080002
"128","2007-07-06",40.790001
"129","2007-07-09",40.599998
"130","2007-07-10",40.299999
"131","2007-07-11",40.700001
"132","2007-07-12",40.48
"133","2007-07-13",40.669998
"134","2007-07-16",40.32
"135","2007-07-17",39.799999
"136","2007-07-18",39.200001
"137","2007-07-19",38.619999
"138","2007-07-20",38.200001
"139","2007-07-23",38.040001
"140","2007-07-24",37.5
"141","2007-07-25",37.540001
"142","2007-07-26",37.240002
"143","2007-07-27",37.48
"144","2007-07-30",37.080002
"145","2007-07-31",36.849998
"146","2007-08-01",37.599998
"147","2007-08-02",37.049999
"148","2007-08-03",36
"149","2007-08-06",36.639999
"150","2007-08-07",36.349998
"151","2007-08-08",36.110001
"152","2007-08-09",35.119999
"153","2007-08-10",36.400002
"154","2007-08-13",36.07
"155","2007-08-14",35.419998
"156","2007-08-15",34.939999
"157","2007-08-16",34.990002
"158","2007-08-17",35.34
"159","2007-08-20",36.279999
"160","2007-08-21",36.490002
"161","2007-08-22",36.700001
"162","2007-08-23",36.189999
"163","2007-08-24",36.389999
"164","2007-08-27",36.040001
"165","2007-08-28",35.970001
"166","2007-08-29",36.360001
"167","2007-08-30",36.169998
"168","2007-08-31",36.099998
"169","2007-09-04",36.849998
"170","2007-09-05",36.549999
"171","2007-09-06",36.599998
"172","2007-09-07",36.310001
"173","2007-09-10",36.18
"174","2007-09-11",36.5
"175","2007-09-12",36.439999
"176","2007-09-13",36.93
"177","2007-09-14",37.57
"178","2007-09-17",37.380001
"179","2007-09-18",37.369999
"180","2007-09-19",37.639999
"181","2007-09-20",37.5
"182","2007-09-21",37.82
"183","2007-09-24",37.529999
"184","2007-09-25",37.43
"185","2007-09-26",37.689999
"186","2007-09-27",38.389999
"187","2007-09-28",38.91
"188","2007-10-01",39.450001
"189","2007-10-02",39.25
"190","2007-10-03",39.040001
"191","2007-10-04",39.209999
"192","2007-10-05",39.52
"193","2007-10-08",39.810001
"194","2007-10-09",39.619999
"195","2007-10-10",40.68
"196","2007-10-11",40.950001
"197","2007-10-12",41.330002
"198","2007-10-15",40.619999
"199","2007-10-16",40.490002
"200","2007-10-17",39.700001
