"","date","PLXP"
"1","2014-03-13",112.32
"2","2014-03-14",107.199997
"3","2014-03-17",107.199997
"4","2014-03-18",103.839996
"5","2014-03-19",100.720001
"6","2014-03-20",92.400002
"7","2014-03-21",86.800003
"8","2014-03-24",79.599998
"9","2014-03-25",80.400002
"10","2014-03-26",80.239998
"11","2014-03-27",80.160004
"12","2014-03-28",80
"13","2014-03-31",80.639999
"14","2014-04-01",83.279999
"15","2014-04-02",85.760002
"16","2014-04-03",78.800003
"17","2014-04-04",73.279999
"18","2014-04-07",71.199997
"19","2014-04-08",71.519997
"20","2014-04-09",83.199997
"21","2014-04-10",83.199997
"22","2014-04-11",80.080002
"23","2014-04-14",79.440002
"24","2014-04-15",76.160004
"25","2014-04-16",73.199997
"26","2014-04-17",74.239998
"27","2014-04-21",77.599998
"28","2014-04-22",83.120003
"29","2014-04-23",83.279999
"30","2014-04-24",79.599998
"31","2014-04-25",77.199997
"32","2014-04-28",78.800003
"33","2014-04-29",75.519997
"34","2014-04-30",78
"35","2014-05-01",78.400002
"36","2014-05-02",79.407997
"37","2014-05-05",82
"38","2014-05-06",79.919998
"39","2014-05-07",80.32
"40","2014-05-08",79.839996
"41","2014-05-09",79.360001
"42","2014-05-12",77.760002
"43","2014-05-13",80.800003
"44","2014-05-14",76.400002
"45","2014-05-15",70.879997
"46","2014-05-16",73.199997
"47","2014-05-19",72.080002
"48","2014-05-20",72
"49","2014-05-21",71.199997
"50","2014-05-22",68.879997
"51","2014-05-23",70.800003
"52","2014-05-27",71.199997
"53","2014-05-28",71.599998
"54","2014-05-29",75.199997
"55","2014-05-30",73.440002
"56","2014-06-02",73.519997
"57","2014-06-03",76.959999
"58","2014-06-04",73.760002
"59","2014-06-05",73.839996
"60","2014-06-06",72.080002
"61","2014-06-09",74.959999
"62","2014-06-10",75.199997
"63","2014-06-11",79.839996
"64","2014-06-12",85.760002
"65","2014-06-13",89.199997
"66","2014-06-16",85.519997
"67","2014-06-17",90.32
"68","2014-06-18",88.400002
"69","2014-06-19",89.440002
"70","2014-06-20",76.559998
"71","2014-06-23",75.279999
"72","2014-06-24",75.919998
"73","2014-06-25",78.559998
"74","2014-06-26",77.279999
"75","2014-06-27",75.519997
"76","2014-06-30",77.599998
"77","2014-07-01",72.480003
"78","2014-07-02",71.879997
"79","2014-07-03",73.360001
"80","2014-07-07",71.760002
"81","2014-07-08",72.080002
"82","2014-07-09",73.199997
"83","2014-07-10",72.239998
"84","2014-07-11",76.639999
"85","2014-07-14",74.400002
"86","2014-07-15",73.440002
"87","2014-07-16",75.199997
"88","2014-07-17",74.239998
"89","2014-07-18",75.440002
"90","2014-07-21",80.480003
"91","2014-07-22",79.440002
"92","2014-07-23",80.800003
"93","2014-07-24",79.68
"94","2014-07-25",78.160004
"95","2014-07-28",78.800003
"96","2014-07-29",78.32
"97","2014-07-30",78.080002
"98","2014-07-31",78.239998
"99","2014-08-01",75.919998
"100","2014-08-04",76
"101","2014-08-05",73.760002
"102","2014-08-06",70.639999
"103","2014-08-07",69.040001
"104","2014-08-08",70.720001
"105","2014-08-11",69.919998
"106","2014-08-12",71.760002
"107","2014-08-13",73.440002
"108","2014-08-14",73.599998
"109","2014-08-15",72.879997
"110","2014-08-18",73.68
"111","2014-08-19",71.839996
"112","2014-08-20",73.599998
"113","2014-08-21",72.400002
"114","2014-08-22",72.080002
"115","2014-08-25",72
"116","2014-08-26",77.120003
"117","2014-08-27",75.120003
"118","2014-08-28",74.559998
"119","2014-08-29",80.400002
"120","2014-09-02",74.32
"121","2014-09-03",76.800003
"122","2014-09-04",76.480003
"123","2014-09-05",76
"124","2014-09-08",77.839996
"125","2014-09-09",79.040001
"126","2014-09-10",77.519997
"127","2014-09-11",80
"128","2014-09-12",82.400002
"129","2014-09-15",81.279999
"130","2014-09-16",82.32
"131","2014-09-17",81.839996
"132","2014-09-18",81.440002
"133","2014-09-19",82
"134","2014-09-22",82.239998
"135","2014-09-23",81.360001
"136","2014-09-24",81.760002
"137","2014-09-25",81.839996
"138","2014-09-26",81.839996
"139","2014-09-29",81.760002
"140","2014-09-30",79.599998
"141","2014-10-01",79.68
"142","2014-10-02",80
"143","2014-10-03",81.839996
"144","2014-10-06",79.919998
"145","2014-10-07",78.720001
"146","2014-10-08",78.400002
"147","2014-10-09",79.120003
"148","2014-10-10",79.120003
"149","2014-10-13",79.440002
"150","2014-10-14",81.040001
"151","2014-10-15",79.760002
"152","2014-10-16",79.127998
"153","2014-10-17",78.400002
"154","2014-10-20",80.160004
"155","2014-10-21",81.32
"156","2014-10-22",81.760002
"157","2014-10-23",83.839996
"158","2014-10-24",88.800003
"159","2014-10-27",88
"160","2014-10-28",88.559998
"161","2014-10-29",86.959999
"162","2014-10-30",84.720001
"163","2014-10-31",87.599998
"164","2014-11-03",87.199997
"165","2014-11-04",87.199997
"166","2014-11-05",93.360001
"167","2014-11-06",92
"168","2014-11-07",92.239998
"169","2014-11-10",89.199997
"170","2014-11-11",87.839996
"171","2014-11-12",84.559998
"172","2014-11-13",83.919998
"173","2014-11-14",82.239998
"174","2014-11-17",83.919998
"175","2014-11-18",82
"176","2014-11-19",81.440002
"177","2014-11-20",83.919998
"178","2014-11-21",83.68
"179","2014-11-24",81.040001
"180","2014-11-25",79.040001
"181","2014-11-26",81.919998
"182","2014-11-28",83.519997
"183","2014-12-01",82.879997
"184","2014-12-02",83.839996
"185","2014-12-03",81.919998
"186","2014-12-04",83.040001
"187","2014-12-05",81.760002
"188","2014-12-08",84.639999
"189","2014-12-09",85.120003
"190","2014-12-10",91.760002
"191","2014-12-11",91.599998
"192","2014-12-12",92.559998
"193","2014-12-15",91.519997
"194","2014-12-16",90.879997
"195","2014-12-17",90.959999
"196","2014-12-18",90.080002
"197","2014-12-19",88.879997
"198","2014-12-22",90.160004
"199","2014-12-23",90.559998
"200","2014-12-24",90
"201","2014-12-26",89.68
"202","2014-12-29",91.199997
"203","2014-12-30",91.599998
"204","2014-12-31",91.080002
"205","2015-01-02",99.040001
"206","2015-01-05",104.760002
"207","2015-01-06",103.68
"208","2015-01-07",102.080002
"209","2015-01-08",107.599998
"210","2015-01-09",104
"211","2015-01-12",105.440002
"212","2015-01-13",106.919998
"213","2015-01-14",103.279999
"214","2015-01-15",99.919998
"215","2015-01-16",98
"216","2015-01-20",100
"217","2015-01-21",94
"218","2015-01-22",95
"219","2015-01-23",92
"220","2015-01-26",92.879997
"221","2015-01-27",92
"222","2015-01-28",88.959999
"223","2015-01-29",86.800003
"224","2015-01-30",88.080002
"225","2015-02-02",85.68
"226","2015-02-03",89.360001
"227","2015-02-04",89.440002
"228","2015-02-05",87.839996
"229","2015-02-06",89.199997
"230","2015-02-09",89.599998
"231","2015-02-10",89.760002
"232","2015-02-11",95.839996
"233","2015-02-12",100
"234","2015-02-13",102.080002
"235","2015-02-17",104.400002
"236","2015-02-18",109.599998
"237","2015-02-19",105.519997
"238","2015-02-20",109.040001
"239","2015-02-23",107.279999
"240","2015-02-24",108.559998
"241","2015-02-25",106.400002
"242","2015-02-26",111.199997
"243","2015-02-27",113.839996
"244","2015-03-02",111.199997
"245","2015-03-03",109.360001
"246","2015-03-04",111.199997
"247","2015-03-05",109.120003
"248","2015-03-06",111.68
"249","2015-03-09",110.879997
"250","2015-03-10",107.919998
"251","2015-03-11",101.440002
"252","2015-03-12",103.503998
"253","2015-03-13",101.199997
"254","2015-03-16",103.760002
"255","2015-03-17",101.919998
"256","2015-03-18",104
"257","2015-03-19",108.080002
"258","2015-03-20",112
"259","2015-03-23",109.040001
"260","2015-03-24",112.800003
"261","2015-03-25",111.839996
"262","2015-03-26",110.879997
"263","2015-03-27",113.279999
"264","2015-03-30",112.959999
"265","2015-03-31",109.120003
"266","2015-04-01",107.919998
"267","2015-04-02",103.120003
"268","2015-04-06",102.800003
"269","2015-04-07",102.879997
"270","2015-04-08",101.519997
"271","2015-04-09",101.440002
"272","2015-04-10",102.639999
"273","2015-04-13",101.760002
"274","2015-04-14",101.599998
"275","2015-04-15",97.199997
"276","2015-04-16",98.639999
"277","2015-04-17",101.760002
"278","2015-04-20",100
"279","2015-04-21",100.800003
"280","2015-04-22",101.839996
"281","2015-04-23",100.639999
"282","2015-04-24",102.800003
"283","2015-04-27",100.879997
"284","2015-04-28",100.400002
"285","2015-04-29",94.800003
"286","2015-04-30",95.120003
"287","2015-05-01",95.599998
"288","2015-05-04",92.32
"289","2015-05-05",93.599998
"290","2015-05-06",93.519997
"291","2015-05-07",93.599998
"292","2015-05-08",100.959999
"293","2015-05-11",100.800003
"294","2015-05-12",100.800003
"295","2015-05-13",99.199997
"296","2015-05-14",95.760002
"297","2015-05-15",98.239998
"298","2015-05-18",98.959999
"299","2015-05-19",94.800003
"300","2015-05-20",95.599998
"301","2015-05-21",92
"302","2015-05-22",94.400002
"303","2015-05-26",94.400002
"304","2015-05-27",95.199997
"305","2015-05-28",99.68
"306","2015-05-29",102.32
"307","2015-06-01",103.68
"308","2015-06-02",111.199997
"309","2015-06-03",111.199997
"310","2015-06-04",115.440002
"311","2015-06-05",116
"312","2015-06-08",119.919998
"313","2015-06-09",115.440002
"314","2015-06-10",117.760002
"315","2015-06-11",115.519997
"316","2015-06-12",117.68
"317","2015-06-15",116.400002
"318","2015-06-16",115.68
"319","2015-06-17",115.279999
"320","2015-06-18",115.839996
"321","2015-06-19",112.080002
"322","2015-06-22",111.944
"323","2015-06-23",109.440002
"324","2015-06-24",110.800003
"325","2015-06-25",107.279999
"326","2015-06-26",102.239998
"327","2015-06-29",103.519997
"328","2015-06-30",101.760002
"329","2015-07-01",112.32
"330","2015-07-02",104.879997
"331","2015-07-06",103.599998
"332","2015-07-07",112
"333","2015-07-08",109.120003
"334","2015-07-09",111.68
"335","2015-07-10",106.639999
"336","2015-07-13",113.199997
