"","date","PCB"
"136","2019-02-26",17.129999
"137","2019-02-27",16.92
"138","2019-02-28",17
"139","2019-03-01",16.9
"140","2019-03-04",17.52
"141","2019-03-05",17.379999
"142","2019-03-06",16.969999
"143","2019-03-07",16.940001
"144","2019-03-08",17.23
"145","2019-03-11",17.4
"146","2019-03-12",17.360001
"147","2019-03-13",16.719999
"148","2019-03-14",16.540001
"149","2019-03-15",17
"150","2019-03-18",17.209999
"151","2019-03-19",17.389999
"152","2019-03-20",17.309999
"153","2019-03-21",17.26
"154","2019-03-22",17.049999
"155","2019-03-25",17.040001
"156","2019-03-26",17.360001
"157","2019-03-27",17.17
"158","2019-03-28",17.469999
"159","2019-03-29",17.450001
"160","2019-04-01",17.6
"161","2019-04-02",17.75
"162","2019-04-03",17.83
"163","2019-04-04",17.870001
"164","2019-04-05",18.190001
"165","2019-04-08",17.84
"166","2019-04-09",17.540001
"167","2019-04-10",17.950001
"168","2019-04-11",18.15
"169","2019-04-12",18.459999
"170","2019-04-15",18.290001
"171","2019-04-16",18.280001
"172","2019-04-17",18.18
"173","2019-04-18",18.08
"174","2019-04-22",18.43
"175","2019-04-23",18.66
"176","2019-04-24",18.059999
"177","2019-04-25",18.110001
"178","2019-04-26",18.299999
"179","2019-04-29",18.23
"180","2019-04-30",18.32
"181","2019-05-01",17.969999
"182","2019-05-02",18.17
"183","2019-05-03",18.190001
"184","2019-05-06",17.870001
"185","2019-05-07",17.440001
"186","2019-05-08",17.629999
"187","2019-05-09",17.27
"188","2019-05-10",17.41
"189","2019-05-13",17.1
"190","2019-05-14",17.120001
"191","2019-05-15",17.1
"192","2019-05-16",17.280001
"193","2019-05-17",17.08
"194","2019-05-20",17.08
"195","2019-05-21",17.049999
"196","2019-05-22",16.879999
"197","2019-05-23",16.67
"198","2019-05-24",16.940001
"199","2019-05-28",16.9
"200","2019-05-29",17.01
"201","2019-05-30",16.82
"202","2019-05-31",17.07
"203","2019-06-03",17
"204","2019-06-04",17.139999
"205","2019-06-05",17.1
"206","2019-06-06",17.120001
"207","2019-06-07",17.15
"208","2019-06-10",17.209999
"209","2019-06-11",17.030001
"210","2019-06-12",16.969999
"211","2019-06-13",17.030001
"212","2019-06-14",16.99
"213","2019-06-17",17.040001
"214","2019-06-18",16.98
"215","2019-06-19",17.1
"216","2019-06-20",17.17
"217","2019-06-21",17
"218","2019-06-24",16.959999
"219","2019-06-25",17.129999
"220","2019-06-26",16.99
"221","2019-06-27",16.969999
"222","2019-06-28",17.040001
"223","2019-07-01",17.049999
"224","2019-07-02",17.040001
"225","2019-07-03",16.99
"226","2019-07-05",16.950001
"227","2019-07-08",17.08
"228","2019-07-09",16.889999
"229","2019-07-10",16.52
"230","2019-07-11",16.780001
"231","2019-07-12",16.91
"232","2019-07-15",16.99
"233","2019-07-16",17.049999
"234","2019-07-17",16.91
"235","2019-07-18",17.01
"236","2019-07-19",16.85
"237","2019-07-22",16.93
"238","2019-07-23",16.84
"239","2019-07-24",16.780001
"240","2019-07-25",16.549999
"241","2019-07-26",16.93
"242","2019-07-29",16.65
"243","2019-07-30",16.780001
"244","2019-07-31",16.6
"245","2019-08-01",16.389999
"246","2019-08-02",15.74
"247","2019-08-05",15.8
"248","2019-08-06",15.85
"249","2019-08-07",16.200001
"250","2019-08-08",16.17
"251","2019-08-09",16.15
"252","2019-08-12",16.030001
"253","2019-08-13",16.27
"254","2019-08-14",16.01
"255","2019-08-15",16.15
"256","2019-08-16",16.379999
"257","2019-08-19",16.51
"258","2019-08-20",16.49
"259","2019-08-21",16.48
"260","2019-08-22",16.389999
"261","2019-08-23",15.92
"262","2019-08-26",16.23
"263","2019-08-27",16.27
"264","2019-08-28",16.34
"265","2019-08-29",16.379999
"266","2019-08-30",16.469999
"267","2019-09-03",16.35
"268","2019-09-04",16.360001
"269","2019-09-05",16.5
"270","2019-09-06",16.280001
"271","2019-09-09",16.469999
"272","2019-09-10",16.469999
"273","2019-09-11",16.5
"274","2019-09-12",16.469999
"275","2019-09-13",16.43
"276","2019-09-16",16.610001
"277","2019-09-17",16.77
"278","2019-09-18",17.09
"279","2019-09-19",17.34
"280","2019-09-20",16.790001
"281","2019-09-23",16.700001
"282","2019-09-24",16.559999
"283","2019-09-25",17.370001
"284","2019-09-26",16.83
"285","2019-09-27",16.85
"286","2019-09-30",16.450001
"287","2019-10-01",16.41
"288","2019-10-02",16.26
"289","2019-10-03",16.139999
"290","2019-10-04",16.450001
"291","2019-10-07",16.52
"292","2019-10-08",16.290001
"293","2019-10-09",16.34
"294","2019-10-10",16.5
"295","2019-10-11",16.68
"296","2019-10-14",16.52
"297","2019-10-15",16.59
"298","2019-10-16",16.6
"299","2019-10-17",16.549999
"300","2019-10-18",16.6
"301","2019-10-21",16.73
"302","2019-10-22",16.780001
"303","2019-10-23",16.85
"304","2019-10-24",16.870001
"305","2019-10-25",16.93
"306","2019-10-28",16.99
"307","2019-10-29",16.719999
"308","2019-10-30",16.65
"309","2019-10-31",16.73
"310","2019-11-01",16.93
"311","2019-11-04",16.969999
"312","2019-11-05",17
"313","2019-11-06",16.940001
"314","2019-11-07",17.07
"315","2019-11-08",17.120001
"316","2019-11-11",17.18
"317","2019-11-12",17.09
"318","2019-11-13",17.200001
"319","2019-11-14",17.1
"320","2019-11-15",17.049999
"321","2019-11-18",17.049999
"322","2019-11-19",17.15
"323","2019-11-20",17.07
"324","2019-11-21",17.18
"325","2019-11-22",17.110001
"326","2019-11-25",17.26
"327","2019-11-26",17.1
"328","2019-11-27",17.09
"329","2019-11-29",17.120001
"330","2019-12-02",16.959999
"331","2019-12-03",16.549999
"332","2019-12-04",16.15
"333","2019-12-05",16.01
"334","2019-12-06",16.26
"335","2019-12-09",16.07
"336","2019-12-10",16.5
"337","2019-12-11",16.33
"338","2019-12-12",16.59
"339","2019-12-13",16.73
"340","2019-12-16",16.969999
"341","2019-12-17",16.870001
"342","2019-12-18",16.84
"343","2019-12-19",16.719999
"344","2019-12-20",17.549999
"345","2019-12-23",17.120001
"346","2019-12-24",17.309999
"347","2019-12-26",17.280001
"348","2019-12-27",17.02
"349","2019-12-30",17.27
"350","2019-12-31",17.280001
"351","2020-01-02",17.129999
"352","2020-01-03",16.879999
"353","2020-01-06",16.870001
"354","2020-01-07",16.42
"355","2020-01-08",16.57
"356","2020-01-09",16.23
"357","2020-01-10",16.1
"358","2020-01-13",16.07
"359","2020-01-14",15.55
"360","2020-01-15",15.27
"361","2020-01-16",15.63
"362","2020-01-17",15.68
"363","2020-01-21",15.52
"364","2020-01-22",15.17
"365","2020-01-23",15.47
"366","2020-01-24",14.81
"367","2020-01-27",15.13
"368","2020-01-28",15.63
"369","2020-01-29",15.55
"370","2020-01-30",15.57
"371","2020-01-31",15.21
"372","2020-02-03",15.06
"373","2020-02-04",15
"374","2020-02-05",15.14
"375","2020-02-06",15.15
"376","2020-02-07",15.17
"377","2020-02-10",15.19
"378","2020-02-11",15.2
"379","2020-02-12",15.25
"380","2020-02-13",15.2
"381","2020-02-14",15.08
"382","2020-02-18",15.1
"383","2020-02-19",15.14
"384","2020-02-20",15.44
"385","2020-02-21",15.45
"386","2020-02-24",15.11
"387","2020-02-25",14.51
"388","2020-02-26",14.9
"389","2020-02-27",13.72
"390","2020-02-28",13.37
"391","2020-03-02",14.32
"392","2020-03-03",13.63
"393","2020-03-04",14.2
"394","2020-03-05",13.08
"395","2020-03-06",12.48
"396","2020-03-09",11.01
"397","2020-03-10",11.44
"398","2020-03-11",11.32
"399","2020-03-12",9.73
"400","2020-03-13",10.93
"401","2020-03-16",9.86
"402","2020-03-17",11.32
"403","2020-03-18",9.64
"404","2020-03-19",9.97
"405","2020-03-20",9.73
"406","2020-03-23",8.65
"407","2020-03-24",8.95
"408","2020-03-25",9.69
"409","2020-03-26",10.14
"410","2020-03-27",9.11
"411","2020-03-30",9.73
"412","2020-03-31",9.78
"413","2020-04-01",8.59
"414","2020-04-02",8.64
"415","2020-04-03",8.35
"416","2020-04-06",9.02
"417","2020-04-07",8.66
"418","2020-04-08",9
"419","2020-04-09",9.42
"420","2020-04-13",9.11
"421","2020-04-14",9.02
"422","2020-04-15",8.3
"423","2020-04-16",8.16
"424","2020-04-17",8.98
"425","2020-04-20",8.22
"426","2020-04-21",8.01
"427","2020-04-22",8.23
"428","2020-04-23",7.97
"429","2020-04-24",8.28
"430","2020-04-27",8.22
"431","2020-04-28",8.2
"432","2020-04-29",9.85
"433","2020-04-30",9.38
"434","2020-05-01",9.19
"435","2020-05-04",9.18
"436","2020-05-05",9
"437","2020-05-06",9
"438","2020-05-07",9.07
"439","2020-05-08",9.37
"440","2020-05-11",9.29
"441","2020-05-12",9
"442","2020-05-13",8.57
"443","2020-05-14",8.75
"444","2020-05-15",8.79
"445","2020-05-18",9.23
"446","2020-05-19",8.57
"447","2020-05-20",8.91
"448","2020-05-21",8.79
"449","2020-05-22",9.06
"450","2020-05-26",9.45
"451","2020-05-27",9.74
"452","2020-05-28",9.44
"453","2020-05-29",9.02
"454","2020-06-01",8.96
"455","2020-06-02",9.2
"456","2020-06-03",9.32
"457","2020-06-04",9.42
"458","2020-06-05",9.94
"459","2020-06-08",10.54
"460","2020-06-09",10.06
"461","2020-06-10",9.54
"462","2020-06-11",9.07
"463","2020-06-12",9.18
"464","2020-06-15",9.06
"465","2020-06-16",9.39
"466","2020-06-17",9.02
"467","2020-06-18",9.07
"468","2020-06-19",9.23
"469","2020-06-22",9.25
"470","2020-06-23",9.17
"471","2020-06-24",9.09
"472","2020-06-25",9.24
"473","2020-06-26",9.7
"474","2020-06-29",10
"475","2020-06-30",10.3
"476","2020-07-01",10.21
"477","2020-07-02",10.05
"478","2020-07-06",9.9
"479","2020-07-07",9.34
"480","2020-07-08",9.37
"481","2020-07-09",9.16
"482","2020-07-10",9.55
"483","2020-07-13",9.76
"484","2020-07-14",9.48
"485","2020-07-15",9.83
"486","2020-07-16",9.63
"487","2020-07-17",9.4
"488","2020-07-20",9.58
"489","2020-07-21",10.04
"490","2020-07-22",9.76
"491","2020-07-23",9.77
"492","2020-07-24",9.65
"493","2020-07-27",9.79
"494","2020-07-28",9.65
"495","2020-07-29",9.9
"496","2020-07-30",9.59
"497","2020-07-31",9.2
"498","2020-08-03",9.16
"499","2020-08-04",9.2
"500","2020-08-05",9.38
"501","2020-08-06",9.27
"502","2020-08-07",9.61
"503","2020-08-10",9.93
"504","2020-08-11",9.68
"505","2020-08-12",9.9
"506","2020-08-13",9.65
"507","2020-08-14",9.81
"508","2020-08-17",9.78
"509","2020-08-18",9.57
"510","2020-08-19",9.7
"511","2020-08-20",9.49
"512","2020-08-21",9.34
"513","2020-08-24",9.41
"514","2020-08-25",9.53
"515","2020-08-26",9.58
"516","2020-08-27",9.74
"517","2020-08-28",9.68
"518","2020-08-31",9.55
"519","2020-09-01",9.61
"520","2020-09-02",9.75
"521","2020-09-03",9.52
"522","2020-09-04",9.65
"523","2020-09-08",9.35
"524","2020-09-09",9.28
"525","2020-09-10",9.26
"526","2020-09-11",9.35
"527","2020-09-14",9.46
"528","2020-09-15",9.32
"529","2020-09-16",9.36
"530","2020-09-17",9.46
"531","2020-09-18",9.33
"532","2020-09-21",8.95
"533","2020-09-22",8.62
"534","2020-09-23",8.29
"535","2020-09-24",8.41
"536","2020-09-25",8.6
"537","2020-09-28",8.98
"538","2020-09-29",8.91
"539","2020-09-30",8.79
"540","2020-10-01",8.9
"541","2020-10-02",8.82
"542","2020-10-05",9.16
"543","2020-10-06",8.95
"544","2020-10-07",9.41
"545","2020-10-08",9.47
"546","2020-10-09",9.24
"547","2020-10-12",9.23
"548","2020-10-13",9.43
"549","2020-10-14",9.38
"550","2020-10-15",9.49
"551","2020-10-16",9.39
"552","2020-10-19",9.18
"553","2020-10-20",9.33
"554","2020-10-21",9.32
"555","2020-10-22",9.57
"556","2020-10-23",9.6
"557","2020-10-26",9.4
"558","2020-10-27",9.07
"559","2020-10-28",8.98
"560","2020-10-29",9.18
"561","2020-10-30",9.4
"562","2020-11-02",9.8
"563","2020-11-03",9.98
"564","2020-11-04",9.77
"565","2020-11-05",9.75
"566","2020-11-06",9.74
"567","2020-11-09",10.75
"568","2020-11-10",11.58
"569","2020-11-11",11.1
"570","2020-11-12",10.6
"571","2020-11-13",11.27
"572","2020-11-16",11.55
"573","2020-11-17",11.26
"574","2020-11-18",11.05
"575","2020-11-19",10.97
"576","2020-11-20",11.1
"577","2020-11-23",11.05
"578","2020-11-24",11.34
"579","2020-11-25",11.13
"580","2020-11-27",11.09
