"","date","VRNA"
"183","2018-01-18",12.84
"184","2018-01-19",12.84
"185","2018-01-22",13.25
"186","2018-01-23",13.027
"187","2018-01-24",13.1
"188","2018-01-25",12.8
"189","2018-01-26",12.5
"190","2018-01-29",12.8
"191","2018-01-30",12.8
"192","2018-01-31",12.45
"193","2018-02-01",12.1
"194","2018-02-02",12.1
"195","2018-02-05",11.95
"196","2018-02-06",11.693
"197","2018-02-07",11.853
"198","2018-02-08",11.853
"199","2018-02-09",11.853
"200","2018-02-12",11.853
"201","2018-02-13",12.121
"202","2018-02-14",12.09
"203","2018-02-15",12.75
"204","2018-02-16",12.8
"205","2018-02-20",12.6
"206","2018-02-21",12.6
"207","2018-02-22",13.861
"208","2018-02-23",14.997
"209","2018-02-26",15.031
"210","2018-02-27",14.5
"211","2018-02-28",14.5
"212","2018-03-01",14.17
"213","2018-03-02",15
"214","2018-03-05",15.5
"215","2018-03-06",15.6
"216","2018-03-07",16.504999
"217","2018-03-08",16.6
"218","2018-03-09",16.6
"219","2018-03-12",15.9
"220","2018-03-13",15.8
"221","2018-03-14",15.85
"222","2018-03-15",17
"223","2018-03-16",15.95
"224","2018-03-19",16.753
"225","2018-03-20",17.377001
"226","2018-03-21",17.299999
"227","2018-03-22",16
"228","2018-03-23",16
"229","2018-03-26",20.969999
"230","2018-03-27",20.559999
"231","2018-03-28",20.299999
"232","2018-03-29",20
"233","2018-04-02",18.76
"234","2018-04-03",19.450001
"235","2018-04-04",21
"236","2018-04-05",19.98
"237","2018-04-06",19.99
"238","2018-04-09",20
"239","2018-04-10",20.34
"240","2018-04-11",19.23
"241","2018-04-12",17.51
"242","2018-04-13",18.028
"243","2018-04-16",17.198999
"244","2018-04-17",17.200001
"245","2018-04-18",17.26
"246","2018-04-19",16.799999
"247","2018-04-20",16.610001
"248","2018-04-23",16.649
"249","2018-04-24",16.389
"250","2018-04-25",16.299999
"251","2018-04-26",17.084
"252","2018-04-27",17.299999
"253","2018-04-30",17.667
"254","2018-05-01",17.24
"255","2018-05-02",16.709999
"256","2018-05-03",16.291
"257","2018-05-04",17.261999
"258","2018-05-07",17
"259","2018-05-08",16.1
"260","2018-05-09",16.695
"261","2018-05-10",16.48
"262","2018-05-11",16.219999
"263","2018-05-14",15.8
"264","2018-05-15",16.57
"265","2018-05-16",16.82
"266","2018-05-17",16.450001
"267","2018-05-18",15.88
"268","2018-05-21",15.96
"269","2018-05-22",16.23
"270","2018-05-23",16.24
"271","2018-05-24",16.120001
"272","2018-05-25",16.07
"273","2018-05-29",16.784
"274","2018-05-30",16
"275","2018-05-31",16.26
"276","2018-06-01",16.65
"277","2018-06-04",16.209999
"278","2018-06-05",16.540001
"279","2018-06-06",16.200001
"280","2018-06-07",15.839
"281","2018-06-08",16.5
"282","2018-06-11",16.25
"283","2018-06-12",16.25
"284","2018-06-13",16.299999
"285","2018-06-14",16.959999
"286","2018-06-15",16.1
"287","2018-06-18",15.965
"288","2018-06-19",15.76
"289","2018-06-20",15.36
"290","2018-06-21",15.37
"291","2018-06-22",15.45
"292","2018-06-25",15.17
"293","2018-06-26",16.01
"294","2018-06-27",16.1
"295","2018-06-28",15.43
"296","2018-06-29",13.66
"297","2018-07-02",13.8
"298","2018-07-03",14.069
"299","2018-07-05",14.1
"300","2018-07-06",13.75
"301","2018-07-09",13.75
"302","2018-07-10",14
"303","2018-07-11",13.69
"304","2018-07-12",13.99
"305","2018-07-13",13.95
"306","2018-07-16",13.95
"307","2018-07-17",13.527
"308","2018-07-18",13.527
"309","2018-07-19",13.5
"310","2018-07-20",13.2
"311","2018-07-23",12.18
"312","2018-07-24",12.5
"313","2018-07-25",12.68
"314","2018-07-26",13.31
"315","2018-07-27",13.55
"316","2018-07-30",13.115
"317","2018-07-31",13.277
"318","2018-08-01",13.169
"319","2018-08-02",13.487
"320","2018-08-03",13.223
"321","2018-08-06",13.223
"322","2018-08-07",13.4
"323","2018-08-08",13.107
"324","2018-08-09",13.2
"325","2018-08-10",13.9
"326","2018-08-13",13.4
"327","2018-08-14",12.985
"328","2018-08-15",12.5
"329","2018-08-16",11.65
"330","2018-08-17",11.8
"331","2018-08-20",11.9
"332","2018-08-21",11.926
"333","2018-08-22",11.75
"334","2018-08-23",11.965
"335","2018-08-24",11.67
"336","2018-08-27",12
"337","2018-08-28",11.831
"338","2018-08-29",11.83
"339","2018-08-30",11.956
"340","2018-08-31",12.65
"341","2018-09-04",13.047
"342","2018-09-05",13.31
"343","2018-09-06",13.3
"344","2018-09-07",12.95
"345","2018-09-10",13
"346","2018-09-11",13.342
"347","2018-09-12",12.99
"348","2018-09-13",13.1
"349","2018-09-14",12.5
"350","2018-09-17",12.99
"351","2018-09-18",12.7
"352","2018-09-19",12.39
"353","2018-09-20",12
"354","2018-09-21",12.5
"355","2018-09-24",13.152
"356","2018-09-25",13.152
"357","2018-09-26",12.45
"358","2018-09-27",12.5
"359","2018-09-28",12.51
"360","2018-10-01",12.75
"361","2018-10-02",12.5
"362","2018-10-03",12.75
"363","2018-10-04",12.75
"364","2018-10-05",13.47
"365","2018-10-08",12.93
"366","2018-10-09",12.6
"367","2018-10-10",12.35
"368","2018-10-11",12
"369","2018-10-12",12.17
"370","2018-10-15",12.17
"371","2018-10-16",12.09
"372","2018-10-17",12.05
"373","2018-10-18",11.753
"374","2018-10-19",11.753
"375","2018-10-22",11.77
"376","2018-10-23",11.819
"377","2018-10-24",11.75
"378","2018-10-25",11.75
"379","2018-10-26",12.1
"380","2018-10-29",12
"381","2018-10-30",12
"382","2018-10-31",12
"383","2018-11-01",12.25
"384","2018-11-02",12.25
"385","2018-11-05",11.85
"386","2018-11-06",12.477
"387","2018-11-07",12.1
"388","2018-11-08",11.75
"389","2018-11-09",11.75
"390","2018-11-12",10.515
"391","2018-11-13",11.041
"392","2018-11-14",11.059
"393","2018-11-15",10.48
"394","2018-11-16",11.07
"395","2018-11-19",11.01
"396","2018-11-20",11.29
"397","2018-11-21",11.45
"398","2018-11-23",11.45
"399","2018-11-26",12.5
"400","2018-11-27",11.17
"401","2018-11-28",11
"402","2018-11-29",10.931
"403","2018-11-30",10.9
"404","2018-12-03",11.668
"405","2018-12-04",11.668
"406","2018-12-06",10.9
"407","2018-12-07",11
"408","2018-12-10",10.55
"409","2018-12-11",10.33
"410","2018-12-12",10.989
"411","2018-12-13",10.989
"412","2018-12-14",10.989
"413","2018-12-17",10.22
"414","2018-12-18",9.178
"415","2018-12-19",9.1
"416","2018-12-20",9.045
"417","2018-12-21",9
"418","2018-12-24",9
"419","2018-12-26",9.38
"420","2018-12-27",9.12
"421","2018-12-28",9.65
"422","2018-12-31",9.65
"423","2019-01-02",9.65
"424","2019-01-03",9
"425","2019-01-04",9.99
"426","2019-01-07",9.273
"427","2019-01-08",9.65
"428","2019-01-09",9.55
"429","2019-01-10",9.99
"430","2019-01-11",10
"431","2019-01-14",6.97
"432","2019-01-15",6.48
"433","2019-01-16",6.8
"434","2019-01-17",6.73
"435","2019-01-18",6.25
"436","2019-01-22",6.284
"437","2019-01-23",6.25
"438","2019-01-24",6.39
"439","2019-01-25",5.965
"440","2019-01-28",6.025
"441","2019-01-29",5.99
"442","2019-01-30",5.973
"443","2019-01-31",5.816
"444","2019-02-01",5.952
"445","2019-02-04",6.201
"446","2019-02-05",6
"447","2019-02-06",5.657
"448","2019-02-07",5.94
"449","2019-02-08",5.72
"450","2019-02-11",5.9
"451","2019-02-12",5.883
"452","2019-02-13",5.84
"453","2019-02-14",5.991
"454","2019-02-15",5.906
"455","2019-02-19",5.96
"456","2019-02-20",5.98
"457","2019-02-21",5.8
"458","2019-02-22",5.739
"459","2019-02-25",5.79
"460","2019-02-26",5.52
"461","2019-02-27",5.602
"462","2019-02-28",5.75
"463","2019-03-01",5.76
"464","2019-03-04",5.81
"465","2019-03-05",5.83
"466","2019-03-06",5.783
"467","2019-03-07",6.062
"468","2019-03-08",6.478
"469","2019-03-11",6.51
"470","2019-03-12",6.12
"471","2019-03-13",6.04
"472","2019-03-14",6.133
"473","2019-03-15",6.141
"474","2019-03-18",6.14
"475","2019-03-19",6.1
"476","2019-03-20",6.086
"477","2019-03-21",6.55
"478","2019-03-22",6.718
"479","2019-03-25",6.75
"480","2019-03-26",6.34
"481","2019-03-27",6.1
"482","2019-03-28",6.41
"483","2019-03-29",6.5
"484","2019-04-01",6.426
"485","2019-04-02",6.91
"486","2019-04-03",6.533
"487","2019-04-04",6.65
"488","2019-04-05",6.26
"489","2019-04-08",6.26
"490","2019-04-09",6.47
"491","2019-04-10",6.5
"492","2019-04-11",6.325
"493","2019-04-12",6.23
"494","2019-04-15",6.4
"495","2019-04-16",6.12
"496","2019-04-17",6.13
"497","2019-04-18",6.42
"498","2019-04-22",6.3
"499","2019-04-23",6.42
"500","2019-04-24",6.35
"501","2019-04-25",6.29
"502","2019-04-26",6.35
"503","2019-04-29",6.35
"504","2019-04-30",6.35
"505","2019-05-01",6.4
"506","2019-05-02",6.25
"507","2019-05-03",6.6
"508","2019-05-06",6.3
"509","2019-05-07",6.63
"510","2019-05-08",6.45
"511","2019-05-09",6.3
"512","2019-05-10",6.334
"513","2019-05-13",6.37
"514","2019-05-14",6.16
"515","2019-05-15",6.02
"516","2019-05-16",6.141
"517","2019-05-17",5.92
"518","2019-05-20",5.95
"519","2019-05-21",6.17
"520","2019-05-22",6.11
"521","2019-05-23",5.91
"522","2019-05-24",6.23
"523","2019-05-28",6.166
"524","2019-05-29",6
"525","2019-05-30",5.9
"526","2019-05-31",5.978
"527","2019-06-03",5.8
"528","2019-06-04",5.75
"529","2019-06-05",5.918
"530","2019-06-06",6.01
"531","2019-06-07",5.75
"532","2019-06-10",5.7
"533","2019-06-11",5.7
"534","2019-06-12",5.89
"535","2019-06-13",5.65
"536","2019-06-14",5.65
"537","2019-06-17",5.55
"538","2019-06-18",5.65
"539","2019-06-19",5.56
"540","2019-06-20",5.86
"541","2019-06-21",5.55
"542","2019-06-24",5.86
"543","2019-06-25",5.86
"544","2019-06-26",5.75
"545","2019-06-27",5.26
"546","2019-06-28",5.1
"547","2019-07-01",5.1
"548","2019-07-02",5.437
"549","2019-07-03",5.437
"550","2019-07-05",5.23
"551","2019-07-08",5.253
"552","2019-07-09",5.15
"553","2019-07-10",4.85
"554","2019-07-11",5.1
"555","2019-07-12",4.933
"556","2019-07-15",4.248
"557","2019-07-16",4.4
"558","2019-07-17",4.55
"559","2019-07-18",4.03
"560","2019-07-19",4.03
"561","2019-07-22",4.12
"562","2019-07-23",4.03
"563","2019-07-24",4.05
"564","2019-07-25",4.46
"565","2019-07-26",4.46
"566","2019-07-29",4.23
"567","2019-07-30",4.32
"568","2019-07-31",4.2
"569","2019-08-01",4.2
"570","2019-08-02",4.42
"571","2019-08-05",4.126
"572","2019-08-06",4.225
"573","2019-08-07",4.6
"574","2019-08-08",4.52
"575","2019-08-09",4.41
"576","2019-08-12",4.4
"577","2019-08-13",4.19
"578","2019-08-14",4.025
"579","2019-08-15",4.277
"580","2019-08-16",4.16
"581","2019-08-19",4.17
"582","2019-08-20",4.45
"583","2019-08-21",4.409
"584","2019-08-22",4.4
"585","2019-08-23",4.35
"586","2019-08-26",4.489
"587","2019-08-27",4.517
"588","2019-08-28",4.83
"589","2019-08-29",4.327
"590","2019-08-30",4.14
"591","2019-09-03",4.5
"592","2019-09-04",4.45
"593","2019-09-05",4.2
"594","2019-09-06",4.5
"595","2019-09-09",4.3
"596","2019-09-10",4.6
"597","2019-09-11",4.36
"598","2019-09-12",4.5
"599","2019-09-13",4.5
"600","2019-09-16",4.5
"601","2019-09-17",4.45
"602","2019-09-18",4.7
"603","2019-09-19",4.738
"604","2019-09-20",4.72
"605","2019-09-23",4.72
"606","2019-09-24",4.35
"607","2019-09-25",4.71
"608","2019-09-26",4.52
"609","2019-09-27",4.47
"610","2019-09-30",4.57
"611","2019-10-01",4.28
"612","2019-10-02",4.05
"613","2019-10-03",4
"614","2019-10-04",4.02
"615","2019-10-07",4.04
"616","2019-10-08",4.04
"617","2019-10-09",4.04
"618","2019-10-10",4.04
"619","2019-10-11",4.243
"620","2019-10-14",4.057
"621","2019-10-15",4.07
"622","2019-10-16",3.95
"623","2019-10-17",4.25
"624","2019-10-18",4.25
"625","2019-10-21",4.61
"626","2019-10-22",4.54
"627","2019-10-23",4.595
"628","2019-10-24",4.71
"629","2019-10-25",4.4
"630","2019-10-28",4.4
"631","2019-10-29",4.4
"632","2019-10-30",4.44
"633","2019-10-31",4.27
"634","2019-11-01",4.4
"635","2019-11-04",4.517
"636","2019-11-05",4.48
"637","2019-11-06",4.49
"638","2019-11-07",4.49
"639","2019-11-08",4.5
"640","2019-11-11",4.631
"641","2019-11-12",4.53
"642","2019-11-13",4.468
"643","2019-11-14",4.346
"644","2019-11-15",4.25
"645","2019-11-18",4.542
"646","2019-11-19",4.41
"647","2019-11-20",4.16
"648","2019-11-21",3.7
"649","2019-11-22",3.8
"650","2019-11-25",3.99
"651","2019-11-26",4.175
"652","2019-11-27",4
"653","2019-11-29",4.1
"654","2019-12-02",3.9
"655","2019-12-03",3.95
"656","2019-12-04",3.98
"657","2019-12-05",4.02
"658","2019-12-06",3.82
"659","2019-12-09",3.92
"660","2019-12-10",4
"661","2019-12-11",4.01
"662","2019-12-12",3.95
"663","2019-12-13",3.99
"664","2019-12-16",3.99
"665","2019-12-17",4.4
"666","2019-12-18",4.383
"667","2019-12-19",4.31
"668","2019-12-20",4.439
"669","2019-12-23",4.55
"670","2019-12-24",4.55
"671","2019-12-26",6.58
"672","2019-12-27",6.51
"673","2019-12-30",5.98
"674","2019-12-31",5.75
"675","2020-01-02",5.675
"676","2020-01-03",5.3
"677","2020-01-06",5.739
"678","2020-01-07",6.09
"679","2020-01-08",6.17
"680","2020-01-09",5.64
"681","2020-01-10",5.96
"682","2020-01-13",7.23
"683","2020-01-14",6.31
"684","2020-01-15",5.95
"685","2020-01-16",5.91
"686","2020-01-17",5.75
"687","2020-01-21",6.42
"688","2020-01-22",6.45
"689","2020-01-23",6.06
"690","2020-01-24",5.8
"691","2020-01-27",6.09
"692","2020-01-28",5.88
"693","2020-01-29",5.75
"694","2020-01-30",5.575
"695","2020-01-31",5.5
"696","2020-02-03",5.38
"697","2020-02-04",5.24
"698","2020-02-05",5.69
"699","2020-02-06",6
"700","2020-02-07",6.24
"701","2020-02-10",6.65
"702","2020-02-11",6.85
"703","2020-02-12",6.83
"704","2020-02-13",6.988
"705","2020-02-14",7.28
"706","2020-02-18",6.99
"707","2020-02-19",6.8
"708","2020-02-20",6.7
"709","2020-02-21",6.79
"710","2020-02-24",6.51
"711","2020-02-25",6.19
"712","2020-02-26",6.74
"713","2020-02-27",6.23
"714","2020-02-28",5.75
"715","2020-03-02",5.76
"716","2020-03-03",5.99
"717","2020-03-04",6.11
"718","2020-03-05",5.97
"719","2020-03-06",5.92
"720","2020-03-09",5.17
"721","2020-03-10",5
"722","2020-03-11",4.84
"723","2020-03-12",3.91
"724","2020-03-13",4.09
"725","2020-03-16",2.82
"726","2020-03-17",2.91
"727","2020-03-18",2.16
"728","2020-03-19",2.96
"729","2020-03-20",3.36
"730","2020-03-23",2.9
"731","2020-03-24",3.61
"732","2020-03-25",4.11
"733","2020-03-26",4.15
"734","2020-03-27",3.66
"735","2020-03-30",3.65
"736","2020-03-31",4.12
"737","2020-04-01",3.85
"738","2020-04-02",3.97
"739","2020-04-03",3.605
"740","2020-04-06",4.07
"741","2020-04-07",3.92
"742","2020-04-08",3.93
"743","2020-04-09",3.87
"744","2020-04-13",4.09
"745","2020-04-14",4.35
"746","2020-04-15",3.971
"747","2020-04-16",4.16
"748","2020-04-17",4.28
"749","2020-04-20",4.519
"750","2020-04-21",5.04
"751","2020-04-22",5.33
"752","2020-04-23",5.052
"753","2020-04-24",6.01
"754","2020-04-27",6.123
"755","2020-04-28",5.99
"756","2020-04-29",5.91
"757","2020-04-30",4.24
"758","2020-05-01",3.85
"759","2020-05-04",4.01
"760","2020-05-05",4
"761","2020-05-06",3.94
"762","2020-05-07",3.952
"763","2020-05-08",3.91
"764","2020-05-11",3.9
"765","2020-05-12",3.97
"766","2020-05-13",3.75
"767","2020-05-14",4.38
"768","2020-05-15",4.21
"769","2020-05-18",4.22
"770","2020-05-19",4.2
"771","2020-05-20",4.17
"772","2020-05-21",4.3
"773","2020-05-22",4.25
"774","2020-05-26",4.33
"775","2020-05-27",4.4
"776","2020-05-28",4.77
"777","2020-05-29",4.76
"778","2020-06-01",4.65
"779","2020-06-02",4.83
"780","2020-06-03",4.784
"781","2020-06-04",4.65
"782","2020-06-05",4.79
"783","2020-06-08",5.61
"784","2020-06-09",5.76
"785","2020-06-10",5.55
"786","2020-06-11",5.205
"787","2020-06-12",5.1
"788","2020-06-15",5.2
"789","2020-06-16",5.19
"790","2020-06-17",5.14
"791","2020-06-18",5.16
"792","2020-06-19",5.385
"793","2020-06-22",5.36
"794","2020-06-23",5.35
"795","2020-06-24",5.11
"796","2020-06-25",5.06
"797","2020-06-26",5.06
"798","2020-06-29",4.54
"799","2020-06-30",4.68
"800","2020-07-01",4.99
"801","2020-07-02",4.78
"802","2020-07-06",4.92
"803","2020-07-07",5
"804","2020-07-08",4.88
"805","2020-07-09",4.6
"806","2020-07-10",4.725
"807","2020-07-13",4.72
"808","2020-07-14",4.45
"809","2020-07-15",4.72
"810","2020-07-16",4.73
"811","2020-07-17",10.2
"812","2020-07-20",9.47
"813","2020-07-21",8.5
"814","2020-07-22",8.68
"815","2020-07-23",8.45
"816","2020-07-24",8
"817","2020-07-27",7.2
"818","2020-07-28",7.46
"819","2020-07-29",7.12
"820","2020-07-30",7.14
"821","2020-07-31",6.82
"822","2020-08-03",6.66
"823","2020-08-04",7
"824","2020-08-05",7.04
"825","2020-08-06",6.94
"826","2020-08-07",7.83
"827","2020-08-10",8.5
"828","2020-08-11",7.75
"829","2020-08-12",7.78
"830","2020-08-13",7.18
"831","2020-08-14",8.25
"832","2020-08-17",7.92
"833","2020-08-18",8.2
"834","2020-08-19",8.35
"835","2020-08-20",8.26
"836","2020-08-21",7.75
"837","2020-08-24",7.67
"838","2020-08-25",7.65
"839","2020-08-26",7.49
"840","2020-08-27",7.38
"841","2020-08-28",7.18
"842","2020-08-31",7.01
"843","2020-09-01",7.14
"844","2020-09-02",6.92
"845","2020-09-03",6.69
"846","2020-09-04",6.55
"847","2020-09-08",6.85
"848","2020-09-09",7.13
"849","2020-09-10",6.99
"850","2020-09-11",6.84
"851","2020-09-14",7.05
"852","2020-09-15",6.93
"853","2020-09-16",6.94
"854","2020-09-17",6.8
"855","2020-09-18",6.66
"856","2020-09-21",6.57
"857","2020-09-22",6.5
"858","2020-09-23",6.33
"859","2020-09-24",6.22
"860","2020-09-25",6.43
"861","2020-09-28",6.39
"862","2020-09-29",6.61
"863","2020-09-30",6.24
"864","2020-10-01",6.32
"865","2020-10-02",6.08
"866","2020-10-05",6.12
"867","2020-10-06",6.06
"868","2020-10-07",6.14
"869","2020-10-08",6.09
"870","2020-10-09",6.05
"871","2020-10-12",5.64
"872","2020-10-13",5.86
"873","2020-10-14",5.63
"874","2020-10-15",5.51
"875","2020-10-16",5.63
"876","2020-10-19",5.83
"877","2020-10-20",5.77
"878","2020-10-21",5.7
"879","2020-10-22",5.9
"880","2020-10-23",6.11
"881","2020-10-26",5.83
"882","2020-10-27",6.01
"883","2020-10-28",5.81
"884","2020-10-29",5.77
"885","2020-10-30",5.87
"886","2020-11-02",5.73
"887","2020-11-03",5.9
"888","2020-11-04",6
"889","2020-11-05",5.83
"890","2020-11-06",5.99
"891","2020-11-09",6.52
"892","2020-11-10",6.46
"893","2020-11-11",6.85
"894","2020-11-12",6.85
"895","2020-11-13",6.7
"896","2020-11-16",6.79
"897","2020-11-17",7.2
"898","2020-11-18",7.55
"899","2020-11-19",7.34
"900","2020-11-20",7.05
"901","2020-11-23",7.02
"902","2020-11-24",7.24
"903","2020-11-25",7.26
"904","2020-11-27",7.25
