"","date","FIVE"
"1","2012-07-19",26.5
"2","2012-07-20",27.27
"3","2012-07-23",27.549999
"4","2012-07-24",27.6
"5","2012-07-25",27.049999
"6","2012-07-26",27.889999
"7","2012-07-27",29.65
"8","2012-07-30",29.809999
"9","2012-07-31",29.34
"10","2012-08-01",29.139999
"11","2012-08-02",29.42
"12","2012-08-03",29.790001
"13","2012-08-06",31.16
"14","2012-08-07",32.43
"15","2012-08-08",32.880001
"16","2012-08-09",33.130001
"17","2012-08-10",32.709999
"18","2012-08-13",32.110001
"19","2012-08-14",32.509998
"20","2012-08-15",33.25
"21","2012-08-16",32.299999
"22","2012-08-17",31.26
"23","2012-08-20",30.15
"24","2012-08-21",29.959999
"25","2012-08-22",31.190001
"26","2012-08-23",30.219999
"27","2012-08-24",30.9
"28","2012-08-27",31
"29","2012-08-28",32.150002
"30","2012-08-29",31.549999
"31","2012-08-30",32.419998
"32","2012-08-31",32.139999
"33","2012-09-04",33.200001
"34","2012-09-05",32.889999
"35","2012-09-06",35.880001
"36","2012-09-07",35.380001
"37","2012-09-10",34.799999
"38","2012-09-11",33.549999
"39","2012-09-12",33.5
"40","2012-09-13",33.919998
"41","2012-09-14",36
"42","2012-09-17",35.799999
"43","2012-09-18",35.07
"44","2012-09-19",35.330002
"45","2012-09-20",34.349998
"46","2012-09-21",35.900002
"47","2012-09-24",37.130001
"48","2012-09-25",38.790001
"49","2012-09-26",38.799999
"50","2012-09-27",39.150002
"51","2012-09-28",39.080002
"52","2012-10-01",38.73
"53","2012-10-02",37.759998
"54","2012-10-03",37.369999
"55","2012-10-04",38.169998
"56","2012-10-05",36.799999
"57","2012-10-08",35.77
"58","2012-10-09",34.93
"59","2012-10-10",34.93
"60","2012-10-11",35.049999
"61","2012-10-12",34.18
"62","2012-10-15",34.970001
"63","2012-10-16",35
"64","2012-10-17",36.150002
"65","2012-10-18",35.830002
"66","2012-10-19",35.040001
"67","2012-10-22",33.82
"68","2012-10-23",34.040001
"69","2012-10-24",33.380001
"70","2012-10-25",33.150002
"71","2012-10-26",33.400002
"72","2012-10-31",33.139999
"73","2012-11-01",33.57
"74","2012-11-02",32.860001
"75","2012-11-05",32.32
"76","2012-11-06",31.57
"77","2012-11-07",30.23
"78","2012-11-08",30.190001
"79","2012-11-09",28.549999
"80","2012-11-12",29.66
"81","2012-11-13",29.709999
"82","2012-11-14",29.08
"83","2012-11-15",28.620001
"84","2012-11-16",29.01
"85","2012-11-19",29.280001
"86","2012-11-20",28.99
"87","2012-11-21",28.77
"88","2012-11-23",28.66
"89","2012-11-26",28.190001
"90","2012-11-27",28.110001
"91","2012-11-28",30.549999
"92","2012-11-29",31.389999
"93","2012-11-30",37.150002
"94","2012-12-03",35.040001
"95","2012-12-04",35.049999
"96","2012-12-05",34.400002
"97","2012-12-06",34.709999
"98","2012-12-07",34.490002
"99","2012-12-10",34.380001
"100","2012-12-11",34.950001
"101","2012-12-12",34.09
"102","2012-12-13",34.259998
"103","2012-12-14",34.549999
"104","2012-12-17",34.790001
"105","2012-12-18",34.549999
"106","2012-12-19",33.099998
"107","2012-12-20",33.77
"108","2012-12-21",33.299999
"109","2012-12-24",32.759998
"110","2012-12-26",32.52
"111","2012-12-27",32.560001
"112","2012-12-28",31.98
"113","2012-12-31",32.040001
"114","2013-01-02",33.810001
"115","2013-01-03",33.18
"116","2013-01-04",33.09
"117","2013-01-07",32.77
"118","2013-01-08",32.849998
"119","2013-01-09",33.110001
"120","2013-01-10",32.52
"121","2013-01-11",32
"122","2013-01-14",31.139999
"123","2013-01-15",31.83
"124","2013-01-16",34.400002
"125","2013-01-17",35.919998
"126","2013-01-18",34.990002
"127","2013-01-22",34.380001
"128","2013-01-23",34.93
"129","2013-01-24",34.869999
"130","2013-01-25",34.5
"131","2013-01-28",35.139999
"132","2013-01-29",35.900002
"133","2013-01-30",37.25
"134","2013-01-31",37
"135","2013-02-01",37.099998
"136","2013-02-04",36.509998
"137","2013-02-05",37.830002
"138","2013-02-06",38.299999
"139","2013-02-07",38.130001
"140","2013-02-08",38.349998
"141","2013-02-11",37.93
"142","2013-02-12",37.860001
"143","2013-02-13",37.419998
"144","2013-02-14",37.75
"145","2013-02-15",37.16
"146","2013-02-19",37.380001
"147","2013-02-20",37.279999
"148","2013-02-21",37.220001
"149","2013-02-22",38.060001
"150","2013-02-25",38.880001
"151","2013-02-26",39.540001
"152","2013-02-27",40.209999
"153","2013-02-28",39.799999
"154","2013-03-01",41
"155","2013-03-04",41.029999
"156","2013-03-05",41.360001
"157","2013-03-06",42.5
"158","2013-03-07",42.029999
"159","2013-03-08",42.040001
"160","2013-03-11",41.880001
"161","2013-03-12",41.470001
"162","2013-03-13",41.220001
"163","2013-03-14",41.93
"164","2013-03-15",41.07
"165","2013-03-18",41.82
"166","2013-03-19",41.02
"167","2013-03-20",41.779999
"168","2013-03-21",41.360001
"169","2013-03-22",41.57
"170","2013-03-25",41.549999
"171","2013-03-26",39.869999
"172","2013-03-27",39.16
"173","2013-03-28",37.889999
"174","2013-04-01",37.98
"175","2013-04-02",37.240002
"176","2013-04-03",35.740002
"177","2013-04-04",36.970001
"178","2013-04-05",35.439999
"179","2013-04-08",35.689999
"180","2013-04-09",35.57
"181","2013-04-10",36.139999
"182","2013-04-11",37
"183","2013-04-12",36.939999
"184","2013-04-15",35.25
