"","date","PBI"
"1","2007-01-03",46.369999
"2","2007-01-04",46.32
"3","2007-01-05",46.400002
"4","2007-01-08",46.860001
"5","2007-01-09",47.389999
"6","2007-01-10",47.700001
"7","2007-01-11",48.080002
"8","2007-01-12",47.799999
"9","2007-01-16",48.32
"10","2007-01-17",48.279999
"11","2007-01-18",48.060001
"12","2007-01-19",47.939999
"13","2007-01-22",47.939999
"14","2007-01-23",48.310001
"15","2007-01-24",48.279999
"16","2007-01-25",48.130001
"17","2007-01-26",47.619999
"18","2007-01-29",47.610001
"19","2007-01-30",47.900002
"20","2007-01-31",47.869999
"21","2007-02-01",48.09
"22","2007-02-02",48.220001
"23","2007-02-05",47.799999
"24","2007-02-06",48.529999
"25","2007-02-07",48.5
"26","2007-02-08",48.470001
"27","2007-02-09",48.34
"28","2007-02-12",47.830002
"29","2007-02-13",48.029999
"30","2007-02-14",48.080002
"31","2007-02-15",47.990002
"32","2007-02-16",47.91
"33","2007-02-20",48.119999
"34","2007-02-21",47.790001
"35","2007-02-22",47.860001
"36","2007-02-23",47.970001
"37","2007-02-26",48.32
"38","2007-02-27",47.5
"39","2007-02-28",47.709999
"40","2007-03-01",47.419998
"41","2007-03-02",46.639999
"42","2007-03-05",46.490002
"43","2007-03-06",46.880001
"44","2007-03-07",46.419998
"45","2007-03-08",46.560001
"46","2007-03-09",46.490002
"47","2007-03-12",46.360001
"48","2007-03-13",45.73
"49","2007-03-14",45.439999
"50","2007-03-15",45.32
"51","2007-03-16",45.18
"52","2007-03-19",45.299999
"53","2007-03-20",45.369999
"54","2007-03-21",46.040001
"55","2007-03-22",46.07
"56","2007-03-23",46.060001
"57","2007-03-26",46.119999
"58","2007-03-27",45.639999
"59","2007-03-28",45.360001
"60","2007-03-29",45.439999
"61","2007-03-30",45.389999
"62","2007-04-02",45.349998
"63","2007-04-03",45.830002
"64","2007-04-04",45.889999
"65","2007-04-05",46.119999
"66","2007-04-09",46.119999
"67","2007-04-10",46.290001
"68","2007-04-11",46.119999
"69","2007-04-12",46.459999
"70","2007-04-13",46.689999
"71","2007-04-16",47.549999
"72","2007-04-17",47.450001
"73","2007-04-18",47.68
"74","2007-04-19",47.830002
"75","2007-04-20",48.34
"76","2007-04-23",48.529999
"77","2007-04-24",48.139999
"78","2007-04-25",48.66
"79","2007-04-26",48.41
"80","2007-04-27",48.5
"81","2007-04-30",48
"82","2007-05-01",47.619999
"83","2007-05-02",47.009998
"84","2007-05-03",47.540001
"85","2007-05-04",47.75
"86","2007-05-07",48.02
"87","2007-05-08",48
"88","2007-05-09",48.279999
"89","2007-05-10",47.91
"90","2007-05-11",46.990002
"91","2007-05-14",47.419998
"92","2007-05-15",47.09
"93","2007-05-16",47.369999
"94","2007-05-17",47.509998
"95","2007-05-18",47.389999
"96","2007-05-21",47.07
"97","2007-05-22",47.389999
"98","2007-05-23",47.669998
"99","2007-05-24",47.509998
"100","2007-05-25",47.830002
"101","2007-05-29",47.950001
"102","2007-05-30",47.98
"103","2007-05-31",47.75
"104","2007-06-01",47.970001
"105","2007-06-04",47.98
"106","2007-06-05",48.02
"107","2007-06-06",47.709999
"108","2007-06-07",46.470001
"109","2007-06-08",46.889999
"110","2007-06-11",46.849998
"111","2007-06-12",46.169998
"112","2007-06-13",46.150002
"113","2007-06-14",45.779999
"114","2007-06-15",45.990002
"115","2007-06-18",46.75
"116","2007-06-19",46.880001
"117","2007-06-20",46.490002
"118","2007-06-21",46.599998
"119","2007-06-22",46.330002
"120","2007-06-25",46.490002
"121","2007-06-26",46.360001
"122","2007-06-27",46.299999
"123","2007-06-28",46.509998
"124","2007-06-29",46.82
"125","2007-07-02",47.029999
"126","2007-07-03",47.209999
"127","2007-07-05",47.439999
"128","2007-07-06",47.48
"129","2007-07-09",47.310001
"130","2007-07-10",46.459999
"131","2007-07-11",46.470001
"132","2007-07-12",46.950001
"133","2007-07-13",46.810001
"134","2007-07-16",46.540001
"135","2007-07-17",47.34
"136","2007-07-18",47.529999
"137","2007-07-19",48.299999
"138","2007-07-20",47.799999
"139","2007-07-23",47.889999
"140","2007-07-24",47.09
"141","2007-07-25",46.689999
"142","2007-07-26",45.919998
"143","2007-07-27",45.200001
"144","2007-07-30",46
"145","2007-07-31",46.099998
"146","2007-08-01",46.799999
"147","2007-08-02",47.299999
"148","2007-08-03",45.73
"149","2007-08-06",46.57
"150","2007-08-07",46.700001
"151","2007-08-08",47.41
"152","2007-08-09",47.48
"153","2007-08-10",46.279999
"154","2007-08-13",45.110001
"155","2007-08-14",44.860001
"156","2007-08-15",43.75
"157","2007-08-16",44.110001
"158","2007-08-17",45
"159","2007-08-20",44.400002
"160","2007-08-21",43.990002
"161","2007-08-22",44.09
"162","2007-08-23",44.369999
"163","2007-08-24",44.720001
"164","2007-08-27",44.310001
"165","2007-08-28",43.689999
"166","2007-08-29",44.490002
"167","2007-08-30",43.959999
"168","2007-08-31",44.669998
"169","2007-09-04",45.27
"170","2007-09-05",45.310001
"171","2007-09-06",45.470001
"172","2007-09-07",45.470001
"173","2007-09-10",45.080002
"174","2007-09-11",45.110001
"175","2007-09-12",44.849998
"176","2007-09-13",44.959999
"177","2007-09-14",45.080002
"178","2007-09-17",44.630001
"179","2007-09-18",45.09
"180","2007-09-19",45.740002
"181","2007-09-20",45.790001
"182","2007-09-21",45.919998
"183","2007-09-24",45.07
"184","2007-09-25",45.110001
"185","2007-09-26",45.509998
"186","2007-09-27",45.5
"187","2007-09-28",45.419998
"188","2007-10-01",45.98
"189","2007-10-02",45.759998
"190","2007-10-03",45.759998
"191","2007-10-04",45.57
"192","2007-10-05",46.049999
"193","2007-10-08",45.740002
"194","2007-10-09",45.66
"195","2007-10-10",45.389999
"196","2007-10-11",45.18
"197","2007-10-12",45.360001
"198","2007-10-15",45.32
"199","2007-10-16",46.02
"200","2007-10-17",46.369999
"201","2007-10-18",46.52
"202","2007-10-19",45.259998
"203","2007-10-22",45.68
"204","2007-10-23",45.880001
"205","2007-10-24",45.779999
"206","2007-10-25",45.740002
"207","2007-10-26",46
"208","2007-10-29",46.990002
"209","2007-10-30",39.93
"210","2007-10-31",40.040001
"211","2007-11-01",39.59
"212","2007-11-02",38.970001
"213","2007-11-05",38.34
"214","2007-11-06",38.150002
"215","2007-11-07",37.509998
"216","2007-11-08",37.220001
"217","2007-11-09",36.939999
"218","2007-11-12",37.75
"219","2007-11-13",38.380001
"220","2007-11-14",37.84
"221","2007-11-15",38
"222","2007-11-16",38.119999
"223","2007-11-19",38.5
"224","2007-11-20",37.75
"225","2007-11-21",37.299999
"226","2007-11-23",37.73
"227","2007-11-26",37.060001
"228","2007-11-27",38.029999
"229","2007-11-28",38.48
"230","2007-11-29",38.57
"231","2007-11-30",38.5
"232","2007-12-03",38.080002
"233","2007-12-04",37.990002
"234","2007-12-05",38.700001
"235","2007-12-06",38.700001
"236","2007-12-07",38.610001
"237","2007-12-10",38.389999
"238","2007-12-11",37.82
"239","2007-12-12",37.799999
"240","2007-12-13",37.560001
"241","2007-12-14",37.139999
"242","2007-12-17",37.349998
"243","2007-12-18",37.57
"244","2007-12-19",37.84
"245","2007-12-20",38.18
"246","2007-12-21",38.580002
"247","2007-12-24",38.330002
"248","2007-12-26",38.380001
"249","2007-12-27",38.369999
"250","2007-12-28",38.459999
"251","2007-12-31",38.040001
"252","2008-01-02",37.720001
"253","2008-01-03",37.700001
"254","2008-01-04",36.57
"255","2008-01-07",36.939999
"256","2008-01-08",37.110001
"257","2008-01-09",37.09
"258","2008-01-10",37.080002
"259","2008-01-11",35.939999
"260","2008-01-14",36.419998
"261","2008-01-15",35.43
"262","2008-01-16",35.490002
"263","2008-01-17",34.48
"264","2008-01-18",34.110001
"265","2008-01-22",34.060001
"266","2008-01-23",34.290001
"267","2008-01-24",35.200001
"268","2008-01-25",34.869999
"269","2008-01-28",35.279999
"270","2008-01-29",36.529999
"271","2008-01-30",36.689999
"272","2008-01-31",36.689999
"273","2008-02-01",38.220001
"274","2008-02-04",37.580002
"275","2008-02-05",36.349998
"276","2008-02-06",36.470001
"277","2008-02-07",36.610001
"278","2008-02-08",36.880001
"279","2008-02-11",36.959999
"280","2008-02-12",37.169998
"281","2008-02-13",38.060001
"282","2008-02-14",37.34
"283","2008-02-15",37.290001
"284","2008-02-19",37.509998
"285","2008-02-20",37.400002
"286","2008-02-21",36.490002
"287","2008-02-22",36.73
"288","2008-02-25",37.299999
"289","2008-02-26",37.82
"290","2008-02-27",37.57
"291","2008-02-28",36.619999
"292","2008-02-29",35.779999
"293","2008-03-03",35.860001
"294","2008-03-04",35.560001
"295","2008-03-05",35.540001
"296","2008-03-06",34.669998
"297","2008-03-07",34.720001
"298","2008-03-10",34.68
"299","2008-03-11",35.77
"300","2008-03-12",35.889999
"301","2008-03-13",36.189999
"302","2008-03-14",35.259998
"303","2008-03-17",34.650002
"304","2008-03-18",35.75
"305","2008-03-19",35.330002
"306","2008-03-20",35.27
"307","2008-03-24",36.060001
"308","2008-03-25",36.169998
"309","2008-03-26",35.779999
"310","2008-03-27",35.380001
"311","2008-03-28",35.02
"312","2008-03-31",35.02
"313","2008-04-01",36.259998
"314","2008-04-02",36.450001
"315","2008-04-03",36.790001
"316","2008-04-04",36.68
"317","2008-04-07",36.709999
"318","2008-04-08",36.400002
"319","2008-04-09",35.799999
"320","2008-04-10",35.959999
"321","2008-04-11",34.75
"322","2008-04-14",34.110001
"323","2008-04-15",34.189999
"324","2008-04-16",34.549999
"325","2008-04-17",34.740002
"326","2008-04-18",35.52
"327","2008-04-21",35.59
"328","2008-04-22",35.529999
"329","2008-04-23",35.75
"330","2008-04-24",36.240002
"331","2008-04-25",36.389999
"332","2008-04-28",36.25
"333","2008-04-29",36.740002
"334","2008-04-30",36.110001
"335","2008-05-01",36.189999
"336","2008-05-02",36.07
"337","2008-05-05",36.32
"338","2008-05-06",36.650002
"339","2008-05-07",38.16
"340","2008-05-08",37.990002
"341","2008-05-09",37.540001
"342","2008-05-12",37.150002
"343","2008-05-13",37.349998
"344","2008-05-14",37.799999
"345","2008-05-15",38.549999
"346","2008-05-16",38.139999
"347","2008-05-19",37.700001
"348","2008-05-20",37.369999
"349","2008-05-21",36.73
"350","2008-05-22",36.77
"351","2008-05-23",36.310001
"352","2008-05-27",36.759998
"353","2008-05-28",36.369999
"354","2008-05-29",36.299999
"355","2008-05-30",36.310001
"356","2008-06-02",36.099998
"357","2008-06-03",36.290001
"358","2008-06-04",36.59
"359","2008-06-05",37.07
"360","2008-06-06",36.080002
"361","2008-06-09",36.18
"362","2008-06-10",36.220001
"363","2008-06-11",35.720001
"364","2008-06-12",36.150002
"365","2008-06-13",36.580002
"366","2008-06-16",36.68
"367","2008-06-17",36.77
"368","2008-06-18",35.77
"369","2008-06-19",36.07
"370","2008-06-20",35.240002
"371","2008-06-23",34.810001
"372","2008-06-24",34.27
"373","2008-06-25",34.84
"374","2008-06-26",33.889999
"375","2008-06-27",33.790001
"376","2008-06-30",34.099998
"377","2008-07-01",33.830002
"378","2008-07-02",33.189999
"379","2008-07-03",33.349998
"380","2008-07-07",32.810001
"381","2008-07-08",33.34
"382","2008-07-09",32.860001
"383","2008-07-10",32.25
"384","2008-07-11",32.34
"385","2008-07-14",31.59
"386","2008-07-15",31.82
"387","2008-07-16",32.040001
"388","2008-07-17",32.450001
"389","2008-07-18",32.380001
"390","2008-07-21",32.02
"391","2008-07-22",32.459999
"392","2008-07-23",32.849998
"393","2008-07-24",32.669998
"394","2008-07-25",32.150002
"395","2008-07-28",31.68
"396","2008-07-29",31.57
"397","2008-07-30",31.92
"398","2008-07-31",31.690001
"399","2008-08-01",31.620001
"400","2008-08-04",31.799999
"401","2008-08-05",35.040001
"402","2008-08-06",34.599998
"403","2008-08-07",34.41
"404","2008-08-08",35.080002
"405","2008-08-11",36.18
"406","2008-08-12",35.59
"407","2008-08-13",35.389999
"408","2008-08-14",35.48
"409","2008-08-15",35.040001
"410","2008-08-18",34.529999
"411","2008-08-19",33.93
"412","2008-08-20",33.880001
"413","2008-08-21",33.810001
"414","2008-08-22",34.360001
"415","2008-08-25",33.790001
"416","2008-08-26",33.93
"417","2008-08-27",33.91
"418","2008-08-28",34.549999
"419","2008-08-29",34.150002
"420","2008-09-02",34.52
"421","2008-09-03",35.049999
"422","2008-09-04",34.970001
"423","2008-09-05",35.110001
"424","2008-09-08",36.360001
"425","2008-09-09",36.07
"426","2008-09-10",35.830002
"427","2008-09-11",36.43
"428","2008-09-12",36.599998
"429","2008-09-15",35.810001
"430","2008-09-16",35.540001
"431","2008-09-17",34.18
"432","2008-09-18",35.84
"433","2008-09-19",35.48
"434","2008-09-22",34.150002
"435","2008-09-23",33.950001
"436","2008-09-24",33.810001
"437","2008-09-25",34
"438","2008-09-26",33.48
"439","2008-09-29",31.629999
"440","2008-09-30",33.259998
"441","2008-10-01",33.049999
"442","2008-10-02",32.540001
"443","2008-10-03",32
"444","2008-10-06",30.559999
"445","2008-10-07",28.33
"446","2008-10-08",27.1
"447","2008-10-09",25.48
"448","2008-10-10",23.549999
"449","2008-10-13",25.809999
"450","2008-10-14",26.93
"451","2008-10-15",24.639999
"452","2008-10-16",23.18
"453","2008-10-17",22.389999
"454","2008-10-20",23.16
"455","2008-10-21",23.16
"456","2008-10-22",22.48
"457","2008-10-23",22.26
"458","2008-10-24",21.639999
"459","2008-10-27",21.52
"460","2008-10-28",23.690001
"461","2008-10-29",23.559999
