"","date","ALE"
"1","2007-01-03",46.709999
"2","2007-01-04",47.060001
"3","2007-01-05",46.029999
"4","2007-01-08",46.41
"5","2007-01-09",46.68
"6","2007-01-10",46.84
"7","2007-01-11",47.5
"8","2007-01-12",47.720001
"9","2007-01-16",47.700001
"10","2007-01-17",47.43
"11","2007-01-18",47.48
"12","2007-01-19",47.490002
"13","2007-01-22",47.43
"14","2007-01-23",47.560001
"15","2007-01-24",48.119999
"16","2007-01-25",47.720001
"17","2007-01-26",47.900002
"18","2007-01-29",48.029999
"19","2007-01-30",48.360001
"20","2007-01-31",48.09
"21","2007-02-01",48.650002
"22","2007-02-02",48.68
"23","2007-02-05",48.799999
"24","2007-02-06",49.02
"25","2007-02-07",48.959999
"26","2007-02-08",49.259998
"27","2007-02-09",49.369999
"28","2007-02-12",49.02
"29","2007-02-13",48.900002
"30","2007-02-14",48.619999
"31","2007-02-15",48.599998
"32","2007-02-16",48.93
"33","2007-02-20",49.220001
"34","2007-02-21",48.450001
"35","2007-02-22",48
"36","2007-02-23",48.169998
"37","2007-02-26",48.369999
"38","2007-02-27",46.98
"39","2007-02-28",46.830002
"40","2007-03-01",47.16
"41","2007-03-02",46.32
"42","2007-03-05",45.5
"43","2007-03-06",46.290001
"44","2007-03-07",45.91
"45","2007-03-08",46.150002
"46","2007-03-09",46.23
"47","2007-03-12",46.630001
"48","2007-03-13",45.599998
"49","2007-03-14",45.889999
"50","2007-03-15",46.029999
"51","2007-03-16",45.700001
"52","2007-03-19",45.59
"53","2007-03-20",45.869999
"54","2007-03-21",47.040001
"55","2007-03-22",47.009998
"56","2007-03-23",47.099998
"57","2007-03-26",47.48
"58","2007-03-27",47.200001
"59","2007-03-28",47.150002
"60","2007-03-29",47.049999
"61","2007-03-30",46.619999
"62","2007-04-02",46.619999
"63","2007-04-03",47.259998
"64","2007-04-04",47.299999
"65","2007-04-05",47.669998
"66","2007-04-09",48.25
"67","2007-04-10",48.52
"68","2007-04-11",47.880001
"69","2007-04-12",48.07
"70","2007-04-13",48.290001
"71","2007-04-16",48.900002
"72","2007-04-17",49.360001
"73","2007-04-18",49.400002
"74","2007-04-19",49.560001
"75","2007-04-20",49.849998
"76","2007-04-23",50.110001
"77","2007-04-24",50.18
"78","2007-04-25",50.380001
"79","2007-04-26",50.200001
"80","2007-04-27",49.790001
"81","2007-04-30",48.41
"82","2007-05-01",49.009998
"83","2007-05-02",49.400002
"84","2007-05-03",49.52
"85","2007-05-04",49.73
"86","2007-05-07",49.990002
"87","2007-05-08",49.619999
"88","2007-05-09",49.57
"89","2007-05-10",48.700001
"90","2007-05-11",49.279999
"91","2007-05-14",49.580002
"92","2007-05-15",49.139999
"93","2007-05-16",49.299999
"94","2007-05-17",49.049999
"95","2007-05-18",49.200001
"96","2007-05-21",49.68
"97","2007-05-22",49.689999
"98","2007-05-23",48.740002
"99","2007-05-24",47.75
"100","2007-05-25",47.880001
"101","2007-05-29",47.889999
"102","2007-05-30",48.130001
"103","2007-05-31",48
"104","2007-06-01",47.509998
"105","2007-06-04",47.639999
"106","2007-06-05",47.189999
"107","2007-06-06",46.700001
"108","2007-06-07",46.23
"109","2007-06-08",46.560001
"110","2007-06-11",46.82
"111","2007-06-12",46.509998
"112","2007-06-13",47.119999
"113","2007-06-14",46.900002
"114","2007-06-15",47.599998
"115","2007-06-18",47.169998
"116","2007-06-19",47.189999
"117","2007-06-20",46.27
"118","2007-06-21",46.709999
"119","2007-06-22",46.200001
"120","2007-06-25",47
"121","2007-06-26",47.139999
"122","2007-06-27",47.48
"123","2007-06-28",47.07
"124","2007-06-29",47.049999
"125","2007-07-02",47.509998
"126","2007-07-03",47.650002
"127","2007-07-05",47.25
"128","2007-07-06",47.290001
"129","2007-07-09",47.950001
"130","2007-07-10",47.68
"131","2007-07-11",47.889999
"132","2007-07-12",49.07
"133","2007-07-13",49.540001
"134","2007-07-16",48.91
"135","2007-07-17",48.889999
"136","2007-07-18",49.07
"137","2007-07-19",49.889999
"138","2007-07-20",49.709999
"139","2007-07-23",49.27
"140","2007-07-24",47.68
"141","2007-07-25",48.029999
"142","2007-07-26",46.889999
"143","2007-07-27",44.279999
"144","2007-07-30",44.439999
"145","2007-07-31",43.84
"146","2007-08-01",44.139999
"147","2007-08-02",44.310001
"148","2007-08-03",42.540001
"149","2007-08-06",43.119999
"150","2007-08-07",43.799999
"151","2007-08-08",44.360001
"152","2007-08-09",41.939999
"153","2007-08-10",42.540001
"154","2007-08-13",41.34
"155","2007-08-14",40.57
"156","2007-08-15",40.43
"157","2007-08-16",40.380001
"158","2007-08-17",41.650002
"159","2007-08-20",42.200001
"160","2007-08-21",41.869999
"161","2007-08-22",42.349998
"162","2007-08-23",42.150002
"163","2007-08-24",42.240002
"164","2007-08-27",41.860001
"165","2007-08-28",41.68
"166","2007-08-29",42.43
"167","2007-08-30",42.299999
"168","2007-08-31",42.110001
"169","2007-09-04",42.93
"170","2007-09-05",42.130001
"171","2007-09-06",42.91
"172","2007-09-07",42.400002
"173","2007-09-10",42.66
"174","2007-09-11",43.02
"175","2007-09-12",42.740002
"176","2007-09-13",42.650002
"177","2007-09-14",43.310001
"178","2007-09-17",42.029999
"179","2007-09-18",43.720001
"180","2007-09-19",45.029999
"181","2007-09-20",44.32
"182","2007-09-21",44.34
"183","2007-09-24",44.099998
"184","2007-09-25",44.009998
"185","2007-09-26",45.07
"186","2007-09-27",44.810001
"187","2007-09-28",44.759998
"188","2007-10-01",45.740002
"189","2007-10-02",45.450001
"190","2007-10-03",45.040001
"191","2007-10-04",44.43
"192","2007-10-05",45.599998
"193","2007-10-08",45.25
"194","2007-10-09",46.150002
"195","2007-10-10",45.48
"196","2007-10-11",45.240002
"197","2007-10-12",45.810001
"198","2007-10-15",44.419998
"199","2007-10-16",44.209999
"200","2007-10-17",43.720001
"201","2007-10-18",43.259998
"202","2007-10-19",42.830002
"203","2007-10-22",43.75
"204","2007-10-23",44.290001
"205","2007-10-24",44.52
"206","2007-10-25",45.799999
"207","2007-10-26",45.5
"208","2007-10-29",44.02
"209","2007-10-30",43.790001
"210","2007-10-31",43.689999
"211","2007-11-01",42.029999
"212","2007-11-02",42.25
"213","2007-11-05",42.310001
"214","2007-11-06",42.139999
"215","2007-11-07",41.150002
"216","2007-11-08",41.279999
"217","2007-11-09",41.07
"218","2007-11-12",41.400002
"219","2007-11-13",41.580002
"220","2007-11-14",41.93
"221","2007-11-15",42.080002
"222","2007-11-16",41.669998
"223","2007-11-19",41.849998
"224","2007-11-20",42.360001
"225","2007-11-21",42.029999
"226","2007-11-23",42.389999
"227","2007-11-26",41.02
"228","2007-11-27",40.990002
"229","2007-11-28",41.470001
"230","2007-11-29",40.610001
"231","2007-11-30",40.959999
"232","2007-12-03",40.759998
"233","2007-12-04",40.889999
"234","2007-12-05",41.34
"235","2007-12-06",41.549999
"236","2007-12-07",41.060001
"237","2007-12-10",41.189999
"238","2007-12-11",40.34
"239","2007-12-12",40.16
"240","2007-12-13",39.790001
"241","2007-12-14",38.990002
"242","2007-12-17",38.650002
"243","2007-12-18",39.639999
"244","2007-12-19",39.900002
"245","2007-12-20",40.110001
"246","2007-12-21",40.91
"247","2007-12-24",41.200001
"248","2007-12-26",40.48
"249","2007-12-27",39.759998
"250","2007-12-28",40.130001
"251","2007-12-31",39.580002
"252","2008-01-02",38.43
"253","2008-01-03",37.720001
"254","2008-01-04",37.799999
"255","2008-01-07",38.82
"256","2008-01-08",38.27
"257","2008-01-09",38.330002
"258","2008-01-10",38.259998
"259","2008-01-11",38.150002
"260","2008-01-14",38.099998
"261","2008-01-15",37.360001
"262","2008-01-16",37.400002
"263","2008-01-17",36.549999
"264","2008-01-18",35.560001
"265","2008-01-22",35
"266","2008-01-23",37.290001
"267","2008-01-24",35.73
"268","2008-01-25",36.119999
"269","2008-01-28",37.09
"270","2008-01-29",37.049999
"271","2008-01-30",37.009998
"272","2008-01-31",38.360001
"273","2008-02-01",39.099998
"274","2008-02-04",39.610001
"275","2008-02-05",38.299999
"276","2008-02-06",38.189999
"277","2008-02-07",38.610001
"278","2008-02-08",38.060001
"279","2008-02-11",37.919998
"280","2008-02-12",38.009998
"281","2008-02-13",37.77
"282","2008-02-14",37.099998
"283","2008-02-15",37.939999
"284","2008-02-19",37.330002
"285","2008-02-20",38.110001
"286","2008-02-21",37.07
"287","2008-02-22",37.07
"288","2008-02-25",37.5
"289","2008-02-26",37.900002
"290","2008-02-27",37.470001
"291","2008-02-28",37.279999
"292","2008-02-29",36.040001
"293","2008-03-03",36.290001
"294","2008-03-04",36.349998
"295","2008-03-05",36.119999
"296","2008-03-06",35.389999
"297","2008-03-07",35.02
"298","2008-03-10",35.5
"299","2008-03-11",36.27
"300","2008-03-12",35.689999
"301","2008-03-13",36.07
"302","2008-03-14",35.759998
"303","2008-03-17",36.200001
"304","2008-03-18",37.259998
"305","2008-03-19",37.189999
"306","2008-03-20",38.139999
"307","2008-03-24",38.049999
"308","2008-03-25",38.169998
"309","2008-03-26",38.150002
"310","2008-03-27",38.060001
"311","2008-03-28",38.27
"312","2008-03-31",38.619999
"313","2008-04-01",39.549999
"314","2008-04-02",39.66
"315","2008-04-03",39.939999
"316","2008-04-04",39.849998
"317","2008-04-07",39.860001
"318","2008-04-08",40.5
"319","2008-04-09",39.830002
"320","2008-04-10",40.459999
"321","2008-04-11",40.02
"322","2008-04-14",40.200001
"323","2008-04-15",41.049999
"324","2008-04-16",42.02
"325","2008-04-17",41.459999
"326","2008-04-18",42.080002
