"","date","SALM"
"83","2007-05-02",11.54
"84","2007-05-03",11.72
"85","2007-05-04",11.63
"86","2007-05-07",11.51
"87","2007-05-08",11.81
"88","2007-05-09",11.74
"89","2007-05-10",11.5
"90","2007-05-11",11.91
"91","2007-05-14",11.8
"92","2007-05-15",11.44
"93","2007-05-16",11.61
"94","2007-05-17",11.45
"95","2007-05-18",11.97
"96","2007-05-21",12.32
"97","2007-05-22",12.47
"98","2007-05-23",12.65
"99","2007-05-24",11.75
"100","2007-05-25",12.4
"101","2007-05-29",12.38
"102","2007-05-30",12.46
"103","2007-05-31",12.1
"104","2007-06-01",12.24
"105","2007-06-04",12.2
"106","2007-06-05",12
"107","2007-06-06",11.92
"108","2007-06-07",11.93
"109","2007-06-08",11.68
"110","2007-06-11",11.74
"111","2007-06-12",11.54
"112","2007-06-13",11.56
"113","2007-06-14",11.3
"114","2007-06-15",11.64
"115","2007-06-18",11.63
"116","2007-06-19",12.04
"117","2007-06-20",11.02
"118","2007-06-21",11.22
"119","2007-06-22",10.95
"120","2007-06-25",11.24
"121","2007-06-26",11.4
"122","2007-06-27",11.44
"123","2007-06-28",11.09
"124","2007-06-29",11.09
"125","2007-07-02",11.31
"126","2007-07-03",11.3
"127","2007-07-05",10.93
"128","2007-07-06",11.31
"129","2007-07-09",11
"130","2007-07-10",10.5
"131","2007-07-11",10.54
"132","2007-07-12",11
"133","2007-07-13",10.87
"134","2007-07-16",10.24
"135","2007-07-17",10.6
"136","2007-07-18",10.75
"137","2007-07-19",10.72
"138","2007-07-20",10.5
"139","2007-07-23",10.63
"140","2007-07-24",10.49
"141","2007-07-25",10.4
"142","2007-07-26",9.8
"143","2007-07-27",8.96
"144","2007-07-30",8.83
"145","2007-07-31",8.49
"146","2007-08-01",8.02
"147","2007-08-02",8.41
"148","2007-08-03",7.73
"149","2007-08-06",8.24
"150","2007-08-07",8.36
"151","2007-08-08",7.74
"152","2007-08-09",7.74
"153","2007-08-10",8.45
"154","2007-08-13",8.01
"155","2007-08-14",7.72
"156","2007-08-15",7.81
"157","2007-08-16",9.09
"158","2007-08-17",9.07
"159","2007-08-20",8.99
"160","2007-08-21",9.36
"161","2007-08-22",9.19
"162","2007-08-23",9.74
"163","2007-08-24",10.43
"164","2007-08-27",10.59
"165","2007-08-28",10.39
"166","2007-08-29",10.48
"167","2007-08-30",10.27
"168","2007-08-31",10.27
"169","2007-09-04",10.47
"170","2007-09-05",10.15
"171","2007-09-06",9.86
"172","2007-09-07",10.05
"173","2007-09-10",9.59
"174","2007-09-11",9.23
"175","2007-09-12",8.92
"176","2007-09-13",9.06
"177","2007-09-14",8.9
"178","2007-09-17",8.57
"179","2007-09-18",9.66
"180","2007-09-19",9.9
"181","2007-09-20",9.04
"182","2007-09-21",8.61
"183","2007-09-24",8.4
"184","2007-09-25",8.21
"185","2007-09-26",8.1
"186","2007-09-27",8.13
"187","2007-09-28",8
"188","2007-10-01",8.53
"189","2007-10-02",8.37
"190","2007-10-03",8.06
"191","2007-10-04",8.34
"192","2007-10-05",8.31
"193","2007-10-08",8.43
"194","2007-10-09",8.28
"195","2007-10-10",8.12
"196","2007-10-11",8.15
"197","2007-10-12",8.09
"198","2007-10-15",8.08
"199","2007-10-16",8.34
"200","2007-10-17",8.11
"201","2007-10-18",8.23
"202","2007-10-19",7.96
"203","2007-10-22",8.33
"204","2007-10-23",8.51
"205","2007-10-24",8.28
"206","2007-10-25",8.56
"207","2007-10-26",8.67
"208","2007-10-29",8.55
"209","2007-10-30",8.03
"210","2007-10-31",8
"211","2007-11-01",7.85
"212","2007-11-02",7.72
"213","2007-11-05",7.56
"214","2007-11-06",7.78
"215","2007-11-07",7.54
"216","2007-11-08",8.01
"217","2007-11-09",7.56
"218","2007-11-12",7.92
"219","2007-11-13",7.99
"220","2007-11-14",7.78
"221","2007-11-15",7.48
"222","2007-11-16",7.67
"223","2007-11-19",7.49
"224","2007-11-20",7.77
"225","2007-11-21",7.77
"226","2007-11-23",8
"227","2007-11-26",7.73
"228","2007-11-27",7.79
"229","2007-11-28",7.88
"230","2007-11-29",7.71
"231","2007-11-30",8
"232","2007-12-03",7.79
"233","2007-12-04",7.08
"234","2007-12-05",6.77
"235","2007-12-06",7.12
"236","2007-12-07",6.78
"237","2007-12-10",6.94
"238","2007-12-11",6.72
"239","2007-12-12",6.94
"240","2007-12-13",7.01
"241","2007-12-14",6.7
"242","2007-12-17",6.72
"243","2007-12-18",7
"244","2007-12-19",7.07
"245","2007-12-20",7.01
"246","2007-12-21",7
"247","2007-12-24",7.08
"248","2007-12-26",7
"249","2007-12-27",6.85
"250","2007-12-28",6.85
"251","2007-12-31",6.59
"252","2008-01-02",6.76
"253","2008-01-03",6.27
"254","2008-01-04",5.76
"255","2008-01-07",5.74
"256","2008-01-08",5.02
"257","2008-01-09",4.63
"258","2008-01-10",4.36
"259","2008-01-11",4.2
"260","2008-01-14",4.11
"261","2008-01-15",4.05
"262","2008-01-16",4.13
"263","2008-01-17",3.98
"264","2008-01-18",3.94
"265","2008-01-22",3.93
"266","2008-01-23",3.9
"267","2008-01-24",3.9
"268","2008-01-25",3.86
"269","2008-01-28",3.74
"270","2008-01-29",3.85
"271","2008-01-30",3.78
"272","2008-01-31",3.77
"273","2008-02-01",3.98
"274","2008-02-04",4.05
"275","2008-02-05",4
"276","2008-02-06",4.01
"277","2008-02-07",4.04
"278","2008-02-08",3.86
"279","2008-02-11",3.91
"280","2008-02-12",3.94
"281","2008-02-13",3.9
"282","2008-02-14",4.01
"283","2008-02-15",3.75
"284","2008-02-19",3.54
"285","2008-02-20",3.51
"286","2008-02-21",3.51
"287","2008-02-22",3.46
"288","2008-02-25",3.53
"289","2008-02-26",3.53
"290","2008-02-27",3.52
"291","2008-02-28",3.42
"292","2008-02-29",3.3
"293","2008-03-03",3.32
"294","2008-03-04",3.22
"295","2008-03-05",3.22
"296","2008-03-06",2.93
"297","2008-03-07",2.97
"298","2008-03-10",2.94
"299","2008-03-11",3.41
"300","2008-03-12",3.38
"301","2008-03-13",3.38
"302","2008-03-14",3.18
"303","2008-03-17",3.25
"304","2008-03-18",3.46
"305","2008-03-19",3.56
"306","2008-03-20",3.85
"307","2008-03-24",4.39
"308","2008-03-25",4.41
"309","2008-03-26",4.3
"310","2008-03-27",4.28
"311","2008-03-28",4.18
"312","2008-03-31",4.01
"313","2008-04-01",4.22
"314","2008-04-02",4.72
"315","2008-04-03",4.45
"316","2008-04-04",4.28
"317","2008-04-07",4.17
"318","2008-04-08",4.13
"319","2008-04-09",4.15
"320","2008-04-10",4.31
"321","2008-04-11",4.04
"322","2008-04-14",3.52
"323","2008-04-15",3.35
"324","2008-04-16",3.42
"325","2008-04-17",3.66
"326","2008-04-18",3.8
"327","2008-04-21",3.83
"328","2008-04-22",3.38
"329","2008-04-23",3.38
"330","2008-04-24",3.39
"331","2008-04-25",3.43
"332","2008-04-28",3.39
"333","2008-04-29",3.37
"334","2008-04-30",3.4
"335","2008-05-01",3.35
"336","2008-05-02",3.23
"337","2008-05-05",3.27
"338","2008-05-06",3.26
"339","2008-05-07",3.12
"340","2008-05-08",3.11
"341","2008-05-09",3.16
"342","2008-05-12",3.22
"343","2008-05-13",3.02
"344","2008-05-14",2.97
"345","2008-05-15",3.01
"346","2008-05-16",2.88
"347","2008-05-19",2.75
"348","2008-05-20",2.69
"349","2008-05-21",2.6
"350","2008-05-22",2.62
"351","2008-05-23",2.42
"352","2008-05-27",2.62
"353","2008-05-28",2.64
"354","2008-05-29",2.64
"355","2008-05-30",2.47
"356","2008-06-02",2.37
"357","2008-06-03",2.31
"358","2008-06-04",2.4
"359","2008-06-05",2.67
"360","2008-06-06",2.42
"361","2008-06-09",2.35
"362","2008-06-10",2.32
"363","2008-06-11",2.16
"364","2008-06-12",2.2
"365","2008-06-13",2.38
"366","2008-06-16",2.31
"367","2008-06-17",2.35
"368","2008-06-18",2.16
"369","2008-06-19",2.21
"370","2008-06-20",2
"371","2008-06-23",2
"372","2008-06-24",1.94
"373","2008-06-25",1.86
"374","2008-06-26",1.99
"375","2008-06-27",1.95
"376","2008-06-30",1.97
"377","2008-07-01",1.53
"378","2008-07-02",1.93
"379","2008-07-03",1.65
"380","2008-07-07",1.54
"381","2008-07-08",1.65
"382","2008-07-09",1.53
"383","2008-07-10",1.53
"384","2008-07-11",1.58
"385","2008-07-14",1.53
"386","2008-07-15",1.52
"387","2008-07-16",1.45
"388","2008-07-17",1.38
"389","2008-07-18",1.44
"390","2008-07-21",1.51
"391","2008-07-22",1.55
"392","2008-07-23",1.78
"393","2008-07-24",1.63
"394","2008-07-25",1.62
"395","2008-07-28",1.59
"396","2008-07-29",1.68
"397","2008-07-30",1.61
"398","2008-07-31",1.56
"399","2008-08-01",1.56
"400","2008-08-04",1.73
"401","2008-08-05",1.71
"402","2008-08-06",1.65
"403","2008-08-07",1.65
"404","2008-08-08",1.7
"405","2008-08-11",1.56
"406","2008-08-12",1.61
"407","2008-08-13",1.67
"408","2008-08-14",1.84
"409","2008-08-15",1.94
"410","2008-08-18",2.02
"411","2008-08-19",2.02
"412","2008-08-20",1.9
"413","2008-08-21",1.85
"414","2008-08-22",1.83
"415","2008-08-25",1.84
"416","2008-08-26",1.83
"417","2008-08-27",1.65
"418","2008-08-28",1.75
"419","2008-08-29",1.9
"420","2008-09-02",1.87
"421","2008-09-03",1.8
"422","2008-09-04",1.8
"423","2008-09-05",1.74
"424","2008-09-08",1.72
"425","2008-09-09",1.72
"426","2008-09-10",1.64
"427","2008-09-11",1.62
"428","2008-09-12",1.58
"429","2008-09-15",1.56
"430","2008-09-16",1.65
"431","2008-09-17",1.46
"432","2008-09-18",1.48
"433","2008-09-19",1.61
"434","2008-09-22",1.89
"435","2008-09-23",1.9
"436","2008-09-24",1.74
"437","2008-09-25",1.41
"438","2008-09-26",1.4
"439","2008-09-29",1.4
"440","2008-09-30",1.25
"441","2008-10-01",1.18
"442","2008-10-02",1.05
"443","2008-10-03",1.02
"444","2008-10-06",1.19
"445","2008-10-07",1.11
"446","2008-10-08",1
"447","2008-10-09",1.02
"448","2008-10-10",1.01
"449","2008-10-13",1.17
"450","2008-10-14",1.15
"451","2008-10-15",1.1
"452","2008-10-16",1.02
"453","2008-10-17",1.11
"454","2008-10-20",1.12
"455","2008-10-21",1.06
"456","2008-10-22",0.97
"457","2008-10-23",0.9
"458","2008-10-24",0.88
"459","2008-10-27",0.97
"460","2008-10-28",0.93
"461","2008-10-29",0.86
"462","2008-10-30",0.97
"463","2008-10-31",1.05
"464","2008-11-03",1.06
"465","2008-11-04",1.06
"466","2008-11-05",1.07
"467","2008-11-06",0.96
"468","2008-11-07",1
"469","2008-11-10",1
"470","2008-11-11",0.88
"471","2008-11-12",0.83
"472","2008-11-13",0.87
"473","2008-11-14",0.9
"474","2008-11-17",0.86
"475","2008-11-18",0.86
"476","2008-11-19",0.88
"477","2008-11-20",0.62
"478","2008-11-21",0.75
"479","2008-11-24",0.92
"480","2008-11-25",0.7
"481","2008-11-26",0.72
"482","2008-11-28",0.82
"483","2008-12-01",0.83
"484","2008-12-02",0.92
"485","2008-12-03",0.97
"486","2008-12-04",0.96
"487","2008-12-05",0.95
"488","2008-12-08",0.93
"489","2008-12-09",1
"490","2008-12-10",0.96
"491","2008-12-11",0.99
"492","2008-12-12",0.9
"493","2008-12-15",0.82
"494","2008-12-16",1
"495","2008-12-17",0.93
"496","2008-12-18",0.86
"497","2008-12-19",0.65
"498","2008-12-22",0.68
"499","2008-12-23",0.66
"500","2008-12-24",0.65
"501","2008-12-26",0.74
"502","2008-12-29",0.72
"503","2008-12-30",0.69
"504","2008-12-31",0.75
"505","2009-01-02",0.95
"506","2009-01-05",1.01
"507","2009-01-06",1.3
"508","2009-01-07",1.07
"509","2009-01-08",1.07
"510","2009-01-09",1.08
"511","2009-01-12",1.04
"512","2009-01-13",1.04
"513","2009-01-14",1.12
"514","2009-01-15",1.18
"515","2009-01-16",1.11
"516","2009-01-20",1.09
"517","2009-01-21",1
"518","2009-01-22",0.97
"519","2009-01-23",0.97
"520","2009-01-26",1
"521","2009-01-27",1
"522","2009-01-28",1.06
"523","2009-01-29",0.99
"524","2009-01-30",0.96
"525","2009-02-02",0.83
"526","2009-02-03",0.91
"527","2009-02-04",0.83
"528","2009-02-05",0.93
"529","2009-02-06",0.85
"530","2009-02-09",0.77
"531","2009-02-10",0.71
"532","2009-02-11",0.74
"533","2009-02-12",0.75
"534","2009-02-13",0.75
"535","2009-02-17",0.73
"536","2009-02-18",0.7
"537","2009-02-19",0.62
"538","2009-02-20",0.57
"539","2009-02-23",0.55
"540","2009-02-24",0.56
"541","2009-02-25",0.59
"542","2009-02-26",0.52
"543","2009-02-27",0.52
"544","2009-03-02",0.56
"545","2009-03-03",0.48
"546","2009-03-04",0.41
"547","2009-03-05",0.37
"548","2009-03-06",0.34
"549","2009-03-09",0.3
"550","2009-03-10",0.33
"551","2009-03-11",0.36
"552","2009-03-12",0.38
"553","2009-03-13",0.35
"554","2009-03-16",0.34
"555","2009-03-17",0.35
"556","2009-03-18",0.58
"557","2009-03-19",0.47
"558","2009-03-20",0.78
"559","2009-03-23",0.51
"560","2009-03-24",0.53
"561","2009-03-25",0.5
"562","2009-03-26",0.5
"563","2009-03-27",0.48
"564","2009-03-30",0.47
"565","2009-03-31",0.56
"566","2009-04-01",0.51
"567","2009-04-02",0.54
"568","2009-04-03",0.53
"569","2009-04-06",0.51
"570","2009-04-07",0.55
"571","2009-04-08",0.56
"572","2009-04-09",0.48
"573","2009-04-13",0.49
"574","2009-04-14",0.58
"575","2009-04-15",0.57
"576","2009-04-16",0.58
"577","2009-04-17",0.67
"578","2009-04-20",0.64
"579","2009-04-21",0.6
"580","2009-04-22",0.6
"581","2009-04-23",0.59
"582","2009-04-24",0.67
"583","2009-04-27",0.71
"584","2009-04-28",0.63
"585","2009-04-29",0.64
"586","2009-04-30",0.63
"587","2009-05-01",0.7
"588","2009-05-04",0.67
"589","2009-05-05",0.67
"590","2009-05-06",0.64
"591","2009-05-07",0.8
"592","2009-05-08",0.88
"593","2009-05-11",1.01
"594","2009-05-12",1.16
"595","2009-05-13",0.83
"596","2009-05-14",1.09
"597","2009-05-15",0.85
"598","2009-05-18",0.87
"599","2009-05-19",0.93
"600","2009-05-20",0.98
"601","2009-05-21",0.9
"602","2009-05-22",0.97
"603","2009-05-26",1.05
"604","2009-05-27",1.05
"605","2009-05-28",1
"606","2009-05-29",0.98
"607","2009-06-01",0.93
"608","2009-06-02",0.98
"609","2009-06-03",0.94
"610","2009-06-04",1
"611","2009-06-05",1
"612","2009-06-08",1.01
"613","2009-06-09",1.02
"614","2009-06-10",1.02
"615","2009-06-11",1.03
"616","2009-06-12",1.03
"617","2009-06-15",1.03
"618","2009-06-16",1.01
"619","2009-06-17",0.95
"620","2009-06-18",0.97
"621","2009-06-19",1.01
"622","2009-06-22",0.95
"623","2009-06-23",1.01
"624","2009-06-24",0.83
"625","2009-06-25",1.03
"626","2009-06-26",0.76
"627","2009-06-29",0.92
"628","2009-06-30",0.96
"629","2009-07-01",0.94
"630","2009-07-02",0.9
"631","2009-07-06",0.9
"632","2009-07-07",0.83
"633","2009-07-08",0.78
"634","2009-07-09",0.73
"635","2009-07-10",0.65
"636","2009-07-13",0.68
"637","2009-07-14",0.71
"638","2009-07-15",0.85
"639","2009-07-16",0.84
"640","2009-07-17",0.84
"641","2009-07-20",0.82
"642","2009-07-21",0.82
"643","2009-07-22",0.82
"644","2009-07-23",0.89
"645","2009-07-24",0.92
"646","2009-07-27",0.88
"647","2009-07-28",0.9
"648","2009-07-29",0.91
"649","2009-07-30",0.9
"650","2009-07-31",0.86
"651","2009-08-03",1
"652","2009-08-04",1.09
"653","2009-08-05",1.45
"654","2009-08-06",1.45
"655","2009-08-07",1.35
"656","2009-08-10",1.66
"657","2009-08-11",1.88
"658","2009-08-12",2.05
"659","2009-08-13",1.85
"660","2009-08-14",1.85
"661","2009-08-17",1.77
"662","2009-08-18",2.01
"663","2009-08-19",2.02
"664","2009-08-20",2.05
"665","2009-08-21",2.06
"666","2009-08-24",2.4
"667","2009-08-25",2.8
"668","2009-08-26",2.62
"669","2009-08-27",2.79
"670","2009-08-28",2.65
"671","2009-08-31",2.65
"672","2009-09-01",2.72
"673","2009-09-02",2.75
"674","2009-09-03",2.8
"675","2009-09-04",2.98
"676","2009-09-08",3.1
"677","2009-09-09",3.01
"678","2009-09-10",3.12
"679","2009-09-11",3.07
"680","2009-09-14",3.4
"681","2009-09-15",3.07
"682","2009-09-16",2.71
"683","2009-09-17",2.64
"684","2009-09-18",2.84
"685","2009-09-21",2.7
"686","2009-09-22",2.65
"687","2009-09-23",2.51
"688","2009-09-24",2.3
"689","2009-09-25",2.32
"690","2009-09-28",2.22
"691","2009-09-29",2.24
"692","2009-09-30",2.26
"693","2009-10-01",2.34
"694","2009-10-02",2.32
"695","2009-10-05",2.6
"696","2009-10-06",2.63
"697","2009-10-07",2.71
"698","2009-10-08",3
"699","2009-10-09",3.5
"700","2009-10-12",3.51
"701","2009-10-13",3.57
"702","2009-10-14",3.63
"703","2009-10-15",3.82
"704","2009-10-16",3.84
"705","2009-10-19",3.95
"706","2009-10-20",4.05
"707","2009-10-21",3.68
"708","2009-10-22",4.07
"709","2009-10-23",3.92
"710","2009-10-26",4.03
"711","2009-10-27",3.89
"712","2009-10-28",3.7
"713","2009-10-29",3.41
"714","2009-10-30",3.07
"715","2009-11-02",2.98
"716","2009-11-03",3.38
"717","2009-11-04",3.21
"718","2009-11-05",3.85
"719","2009-11-06",3.71
"720","2009-11-09",4
"721","2009-11-10",3.96
"722","2009-11-11",3.95
"723","2009-11-12",3.88
"724","2009-11-13",3.89
"725","2009-11-16",4.19
"726","2009-11-17",4.94
"727","2009-11-18",4.95
"728","2009-11-19",5.04
"729","2009-11-20",5.3
"730","2009-11-23",5.09
"731","2009-11-24",5.19
"732","2009-11-25",5.2
"733","2009-11-27",4.99
"734","2009-11-30",4.88
"735","2009-12-01",4.61
"736","2009-12-02",4.65
"737","2009-12-03",4.18
"738","2009-12-04",4.07
"739","2009-12-07",3.99
"740","2009-12-08",4
"741","2009-12-09",4.19
"742","2009-12-10",4.49
"743","2009-12-11",4.44
"744","2009-12-14",4.5
"745","2009-12-15",4.57
"746","2009-12-16",4.6
"747","2009-12-17",4.49
"748","2009-12-18",4.91
"749","2009-12-21",4.85
"750","2009-12-22",4.8
"751","2009-12-23",4.83
"752","2009-12-24",4.9
"753","2009-12-28",5.36
"754","2009-12-29",5.52
"755","2009-12-30",5.65
"756","2009-12-31",5.99
"757","2010-01-04",5.79
"758","2010-01-05",5.72
"759","2010-01-06",5.35
"760","2010-01-07",5.27
"761","2010-01-08",5.4
"762","2010-01-11",5.35
"763","2010-01-12",5.18
"764","2010-01-13",5.36
"765","2010-01-14",5.21
"766","2010-01-15",5.32
"767","2010-01-19",5.44
"768","2010-01-20",5.45
"769","2010-01-21",5.28
"770","2010-01-22",5.4
"771","2010-01-25",5.43
"772","2010-01-26",5.12
"773","2010-01-27",5.37
"774","2010-01-28",5.34
"775","2010-01-29",5.35
"776","2010-02-01",5.18
"777","2010-02-02",4.95
"778","2010-02-03",5.2
"779","2010-02-04",4.96
"780","2010-02-05",4.84
"781","2010-02-08",4.83
"782","2010-02-09",4.99
"783","2010-02-10",5.04
"784","2010-02-11",4.77
"785","2010-02-12",4.92
"786","2010-02-16",5
"787","2010-02-17",4.92
"788","2010-02-18",4.99
"789","2010-02-19",5.17
"790","2010-02-22",4.97
"791","2010-02-23",4.96
"792","2010-02-24",5.08
"793","2010-02-25",4.95
"794","2010-02-26",5.06
"795","2010-03-01",5.44
"796","2010-03-02",5.3
"797","2010-03-03",5.48
"798","2010-03-04",5.67
"799","2010-03-05",5.5
"800","2010-03-08",5.2
"801","2010-03-09",5.1
"802","2010-03-10",5.3
"803","2010-03-11",5.23
"804","2010-03-12",5.25
"805","2010-03-15",4.91
"806","2010-03-16",4.97
"807","2010-03-17",5.01
"808","2010-03-18",4.92
"809","2010-03-19",3.99
"810","2010-03-22",3.91
"811","2010-03-23",3.97
"812","2010-03-24",3.98
"813","2010-03-25",4.03
"814","2010-03-26",3.95
"815","2010-03-29",3.99
"816","2010-03-30",3.82
"817","2010-03-31",3.58
"818","2010-04-01",3.49
"819","2010-04-05",3.4
"820","2010-04-06",3.42
"821","2010-04-07",3.63
"822","2010-04-08",3.97
"823","2010-04-09",4.68
"824","2010-04-12",4.98
"825","2010-04-13",4.98
"826","2010-04-14",5.17
"827","2010-04-15",5.27
"828","2010-04-16",5.24
"829","2010-04-19",5.23
"830","2010-04-20",5.27
"831","2010-04-21",5.42
"832","2010-04-22",5.46
"833","2010-04-23",5.47
"834","2010-04-26",5.08
"835","2010-04-27",4.99
"836","2010-04-28",4.99
"837","2010-04-29",4.98
"838","2010-04-30",4.68
"839","2010-05-03",4.39
"840","2010-05-04",4.19
"841","2010-05-05",4.14
"842","2010-05-06",4.5
"843","2010-05-07",4.38
"844","2010-05-10",4.6
"845","2010-05-11",4.44
"846","2010-05-12",4.47
"847","2010-05-13",4.48
"848","2010-05-14",4.39
"849","2010-05-17",4.38
"850","2010-05-18",4.3
"851","2010-05-19",4.2
"852","2010-05-20",4.05
"853","2010-05-21",4.07
"854","2010-05-24",4.04
"855","2010-05-25",4.01
"856","2010-05-26",4.11
"857","2010-05-27",4.19
"858","2010-05-28",4.21
"859","2010-06-01",4.23
"860","2010-06-02",4.04
"861","2010-06-03",4.17
"862","2010-06-04",4.01
"863","2010-06-07",3.93
"864","2010-06-08",3.81
"865","2010-06-09",3.94
"866","2010-06-10",3.99
"867","2010-06-11",4.05
"868","2010-06-14",3.91
"869","2010-06-15",3.88
"870","2010-06-16",3.89
"871","2010-06-17",4.11
"872","2010-06-18",4.19
"873","2010-06-21",3.92
"874","2010-06-22",3.9
"875","2010-06-23",4.02
"876","2010-06-24",4.09
"877","2010-06-25",3.9
"878","2010-06-28",3.89
"879","2010-06-29",3.71
"880","2010-06-30",3.71
"881","2010-07-01",3.61
"882","2010-07-02",3.49
"883","2010-07-06",3.25
"884","2010-07-07",3.25
"885","2010-07-08",3.09
"886","2010-07-09",3.17
"887","2010-07-12",3.08
"888","2010-07-13",3.13
"889","2010-07-14",3.1
"890","2010-07-15",3.02
"891","2010-07-16",2.82
"892","2010-07-19",2.79
"893","2010-07-20",3.07
"894","2010-07-21",2.81
"895","2010-07-22",3.23
"896","2010-07-23",3.39
"897","2010-07-26",3.31
"898","2010-07-27",3.96
"899","2010-07-28",3.77
"900","2010-07-29",3.66
"901","2010-07-30",3.41
"902","2010-08-02",3.66
"903","2010-08-03",3.58
"904","2010-08-04",3.58
"905","2010-08-05",3.54
"906","2010-08-06",3.42
"907","2010-08-09",3.26
"908","2010-08-10",3.13
"909","2010-08-11",3.19
"910","2010-08-12",3.11
"911","2010-08-13",3.11
"912","2010-08-16",2.86
"913","2010-08-17",3.44
"914","2010-08-18",2.98
"915","2010-08-19",2.91
"916","2010-08-20",2.99
"917","2010-08-23",2.86
"918","2010-08-24",2.41
"919","2010-08-25",2.37
"920","2010-08-26",2.64
"921","2010-08-27",2.59
"922","2010-08-30",2.59
"923","2010-08-31",2.7
"924","2010-09-01",2.54
"925","2010-09-02",2.65
"926","2010-09-03",2.74
"927","2010-09-07",2.62
"928","2010-09-08",2.63
"929","2010-09-09",2.71
"930","2010-09-10",2.76
"931","2010-09-13",2.7
"932","2010-09-14",2.68
"933","2010-09-15",2.63
"934","2010-09-16",2.81
"935","2010-09-17",2.77
"936","2010-09-20",2.8
"937","2010-09-21",2.7
"938","2010-09-22",2.65
"939","2010-09-23",2.65
"940","2010-09-24",2.61
"941","2010-09-27",2.71
"942","2010-09-28",2.86
"943","2010-09-29",3
"944","2010-09-30",2.98
"945","2010-10-01",2.98
"946","2010-10-04",3.02
"947","2010-10-05",2.92
"948","2010-10-06",2.95
"949","2010-10-07",2.86
"950","2010-10-08",2.86
"951","2010-10-11",2.9
"952","2010-10-12",2.8
"953","2010-10-13",2.9
"954","2010-10-14",3
"955","2010-10-15",3.28
"956","2010-10-18",3.24
"957","2010-10-19",3.16
"958","2010-10-20",3.15
"959","2010-10-21",3
"960","2010-10-22",3
"961","2010-10-25",3.17
"962","2010-10-26",3.14
"963","2010-10-27",3.14
"964","2010-10-28",3.14
"965","2010-10-29",3.22
"966","2010-11-01",3.21
"967","2010-11-02",3.06
"968","2010-11-03",3.02
"969","2010-11-04",2.99
"970","2010-11-05",3.06
"971","2010-11-08",3.05
"972","2010-11-09",2.99
"973","2010-11-10",2.9
"974","2010-11-11",3.08
"975","2010-11-12",3.08
"976","2010-11-15",2.9
"977","2010-11-16",2.82
"978","2010-11-17",3.22
"979","2010-11-18",3.36
"980","2010-11-19",3.31
"981","2010-11-22",3.5
"982","2010-11-23",3.5
"983","2010-11-24",3.7
"984","2010-11-26",3.59
"985","2010-11-29",3.66
"986","2010-11-30",3.34
"987","2010-12-01",3.32
"988","2010-12-02",3.36
"989","2010-12-03",3.28
"990","2010-12-06",3.3
"991","2010-12-07",3.16
"992","2010-12-08",3.12
"993","2010-12-09",3.14
"994","2010-12-10",3.12
"995","2010-12-13",3.11
"996","2010-12-14",3.09
"997","2010-12-15",3.02
"998","2010-12-16",3.06
"999","2010-12-17",3.27
"1000","2010-12-20",3.1
"1001","2010-12-21",3.19
"1002","2010-12-22",3.15
"1003","2010-12-23",3.17
