"","date","PSEC"
"1","2007-01-03",17.360001
"2","2007-01-04",17.440001
"3","2007-01-05",17.299999
"4","2007-01-08",17.280001
"5","2007-01-09",17.24
"6","2007-01-10",17.360001
"7","2007-01-11",17.459999
"8","2007-01-12",17.4
"9","2007-01-16",17.49
"10","2007-01-17",17.59
"11","2007-01-18",17.370001
"12","2007-01-19",17.610001
"13","2007-01-22",17.6
"14","2007-01-23",17.68
"15","2007-01-24",17.67
"16","2007-01-25",17.629999
"17","2007-01-26",17.65
"18","2007-01-29",17.58
"19","2007-01-30",17.629999
"20","2007-01-31",17.6
"21","2007-02-01",17.610001
"22","2007-02-02",17.6
"23","2007-02-05",17.6
"24","2007-02-06",17.6
"25","2007-02-07",17.18
"26","2007-02-08",17.1
"27","2007-02-09",17.190001
"28","2007-02-12",16.68
"29","2007-02-13",16.620001
"30","2007-02-14",17.01
"31","2007-02-15",17.200001
"32","2007-02-16",17.58
"33","2007-02-20",17.68
"34","2007-02-21",17.52
"35","2007-02-22",17.459999
"36","2007-02-23",17.52
"37","2007-02-26",17.52
"38","2007-02-27",17.25
"39","2007-02-28",17.440001
"40","2007-03-01",17.379999
"41","2007-03-02",17.370001
"42","2007-03-05",17.059999
"43","2007-03-06",16.93
"44","2007-03-07",16.950001
"45","2007-03-08",17.02
"46","2007-03-09",16.99
"47","2007-03-12",17.110001
"48","2007-03-13",16.719999
"49","2007-03-14",16.4
"50","2007-03-15",16.940001
"51","2007-03-16",16.98
"52","2007-03-19",17.049999
"53","2007-03-20",17.139999
"54","2007-03-21",16.73
"55","2007-03-22",17
"56","2007-03-23",17
"57","2007-03-26",16.84
"58","2007-03-27",16.85
"59","2007-03-28",16.99
"60","2007-03-29",17.120001
"61","2007-03-30",17.139999
"62","2007-04-02",16.969999
"63","2007-04-03",17.209999
"64","2007-04-04",17.440001
"65","2007-04-05",17.4
"66","2007-04-09",17.75
"67","2007-04-10",17.75
"68","2007-04-11",17.959999
"69","2007-04-12",17.879999
"70","2007-04-13",17.559999
"71","2007-04-16",17.24
"72","2007-04-17",17.42
"73","2007-04-18",17.629999
"74","2007-04-19",17.690001
"75","2007-04-20",17.559999
"76","2007-04-23",17.48
"77","2007-04-24",17.389999
"78","2007-04-25",17.33
"79","2007-04-26",17.34
"80","2007-04-27",17.309999
"81","2007-04-30",17.15
"82","2007-05-01",17.08
"83","2007-05-02",17.4
"84","2007-05-03",17.540001
"85","2007-05-04",17.5
"86","2007-05-07",17.76
"87","2007-05-08",17.440001
"88","2007-05-09",17.440001
"89","2007-05-10",17.43
"90","2007-05-11",17.25
"91","2007-05-14",17.379999
"92","2007-05-15",17.469999
"93","2007-05-16",17.51
"94","2007-05-17",17.43
"95","2007-05-18",17.459999
"96","2007-05-21",17.5
"97","2007-05-22",17.700001
"98","2007-05-23",17.780001
"99","2007-05-24",17.6
"100","2007-05-25",17.49
"101","2007-05-29",17.57
"102","2007-05-30",17.76
"103","2007-05-31",17.74
"104","2007-06-01",17.889999
"105","2007-06-04",18.209999
"106","2007-06-05",18.370001
"107","2007-06-06",18.65
"108","2007-06-07",18.24
"109","2007-06-08",18.209999
"110","2007-06-11",18.389999
"111","2007-06-12",18.120001
"112","2007-06-13",18.5
"113","2007-06-14",18.68
"114","2007-06-15",18.41
"115","2007-06-18",18.23
"116","2007-06-19",18.16
"117","2007-06-20",17.59
"118","2007-06-21",17.1
"119","2007-06-22",17.040001
"120","2007-06-25",16.91
"121","2007-06-26",17.120001
"122","2007-06-27",17.290001
"123","2007-06-28",17.889999
"124","2007-06-29",17.469999
"125","2007-07-02",17.58
"126","2007-07-03",17.5
"127","2007-07-05",17.780001
"128","2007-07-06",18.190001
"129","2007-07-09",18.16
"130","2007-07-10",18.34
"131","2007-07-11",18.68
"132","2007-07-12",18.379999
"133","2007-07-13",18.190001
"134","2007-07-16",18.49
"135","2007-07-17",18.360001
"136","2007-07-18",18.15
"137","2007-07-19",18.4
"138","2007-07-20",18.15
"139","2007-07-23",18.35
"140","2007-07-24",17.66
"141","2007-07-25",17.4
"142","2007-07-26",16.43
"143","2007-07-27",16.18
"144","2007-07-30",15.49
"145","2007-07-31",15.52
"146","2007-08-01",14.9
"147","2007-08-02",15.8
"148","2007-08-03",14.5
"149","2007-08-06",14.16
"150","2007-08-07",14.58
"151","2007-08-08",16.1
"152","2007-08-09",15.29
"153","2007-08-10",16.6
"154","2007-08-13",16.09
"155","2007-08-14",15.16
"156","2007-08-15",15.25
"157","2007-08-16",15.76
"158","2007-08-17",16.370001
"159","2007-08-20",15.85
"160","2007-08-21",15.92
"161","2007-08-22",16.57
"162","2007-08-23",16.620001
"163","2007-08-24",16.76
"164","2007-08-27",16.030001
"165","2007-08-28",15.9
"166","2007-08-29",16.18
"167","2007-08-30",16.48
"168","2007-08-31",16.74
"169","2007-09-04",16.700001
"170","2007-09-05",16.07
"171","2007-09-06",16.52
"172","2007-09-07",16.07
"173","2007-09-10",16.360001
"174","2007-09-11",16.77
"175","2007-09-12",16.889999
"176","2007-09-13",17.040001
"177","2007-09-14",17.24
"178","2007-09-17",16.200001
"179","2007-09-18",17.24
"180","2007-09-19",17.25
"181","2007-09-20",16.950001
"182","2007-09-21",17.190001
"183","2007-09-24",16.860001
"184","2007-09-25",16.610001
"185","2007-09-26",16.870001
"186","2007-09-27",16.870001
"187","2007-09-28",17.02
"188","2007-10-01",17.17
"189","2007-10-02",15.86
"190","2007-10-03",15.22
"191","2007-10-04",16.299999
"192","2007-10-05",16.34
"193","2007-10-08",16.540001
"194","2007-10-09",17.15
"195","2007-10-10",17.139999
"196","2007-10-11",16.34
"197","2007-10-12",16.219999
"198","2007-10-15",16.030001
"199","2007-10-16",16.09
"200","2007-10-17",15.91
"201","2007-10-18",15.89
"202","2007-10-19",15.22
"203","2007-10-22",15.03
"204","2007-10-23",15.02
"205","2007-10-24",14.92
"206","2007-10-25",14.91
"207","2007-10-26",15.02
"208","2007-10-29",14.64
"209","2007-10-30",14.5
"210","2007-10-31",14.64
"211","2007-11-01",14.33
"212","2007-11-02",14.03
"213","2007-11-05",14
"214","2007-11-06",14.56
"215","2007-11-07",13.57
"216","2007-11-08",13.3
"217","2007-11-09",13.97
"218","2007-11-12",13.65
"219","2007-11-13",14.3
"220","2007-11-14",14.45
"221","2007-11-15",13.5
"222","2007-11-16",14.52
"223","2007-11-19",14.06
"224","2007-11-20",14.29
"225","2007-11-21",13.81
"226","2007-11-23",14.41
"227","2007-11-26",13.4
"228","2007-11-27",13.89
"229","2007-11-28",14.34
"230","2007-11-29",14.2
"231","2007-11-30",14.02
"232","2007-12-03",14
"233","2007-12-04",13.94
"234","2007-12-05",13.66
"235","2007-12-06",14.08
"236","2007-12-07",13.74
"237","2007-12-10",13.8
"238","2007-12-11",13.56
"239","2007-12-12",13.19
"240","2007-12-13",12.89
"241","2007-12-14",12.54
"242","2007-12-17",11.22
"243","2007-12-18",13.68
"244","2007-12-19",14
"245","2007-12-20",13.81
"246","2007-12-21",14.46
"247","2007-12-24",15.13
"248","2007-12-26",13.95
"249","2007-12-27",13.29
"250","2007-12-28",12.9
"251","2007-12-31",13.05
"252","2008-01-02",13.75
"253","2008-01-03",13.98
"254","2008-01-04",13.56
"255","2008-01-07",14.05
"256","2008-01-08",13.55
"257","2008-01-09",13.7
"258","2008-01-10",14.08
"259","2008-01-11",14.06
"260","2008-01-14",14.33
"261","2008-01-15",13.88
"262","2008-01-16",14.23
"263","2008-01-17",13.81
"264","2008-01-18",13.82
"265","2008-01-22",13.63
"266","2008-01-23",14.23
"267","2008-01-24",14.03
"268","2008-01-25",13.99
"269","2008-01-28",14.47
"270","2008-01-29",14.48
"271","2008-01-30",14.39
"272","2008-01-31",14.48
"273","2008-02-01",14.96
"274","2008-02-04",15.25
"275","2008-02-05",14.33
"276","2008-02-06",14.55
"277","2008-02-07",15
"278","2008-02-08",15.16
"279","2008-02-11",14.88
"280","2008-02-12",14.02
"281","2008-02-13",14.86
"282","2008-02-14",14.64
"283","2008-02-15",15.07
"284","2008-02-19",15.24
"285","2008-02-20",15.5
"286","2008-02-21",15.73
"287","2008-02-22",15.54
"288","2008-02-25",15.58
"289","2008-02-26",15.84
"290","2008-02-27",15.82
"291","2008-02-28",15.74
"292","2008-02-29",15.05
"293","2008-03-03",14.68
"294","2008-03-04",14.25
"295","2008-03-05",13.87
"296","2008-03-06",13.78
"297","2008-03-07",14
"298","2008-03-10",14.01
"299","2008-03-11",14.49
"300","2008-03-12",13.92
"301","2008-03-13",14.24
"302","2008-03-14",13.94
"303","2008-03-17",13.94
"304","2008-03-18",14.23
"305","2008-03-19",14.35
"306","2008-03-20",15.07
"307","2008-03-24",15.69
"308","2008-03-25",16
"309","2008-03-26",15.9
"310","2008-03-27",15.05
"311","2008-03-28",15.09
"312","2008-03-31",15.22
"313","2008-04-01",15.32
"314","2008-04-02",15.07
"315","2008-04-03",15.22
"316","2008-04-04",15.14
"317","2008-04-07",15.2
"318","2008-04-08",15.3
"319","2008-04-09",15
"320","2008-04-10",15.09
"321","2008-04-11",15.01
"322","2008-04-14",14.15
"323","2008-04-15",14.4
"324","2008-04-16",14.91
"325","2008-04-17",14.76
"326","2008-04-18",15.05
"327","2008-04-21",14.89
"328","2008-04-22",14.5
"329","2008-04-23",15.01
"330","2008-04-24",15.1
"331","2008-04-25",15.21
"332","2008-04-28",15.31
"333","2008-04-29",15.1
"334","2008-04-30",14.84
"335","2008-05-01",15.3
"336","2008-05-02",15.23
"337","2008-05-05",15.32
"338","2008-05-06",15.11
"339","2008-05-07",14.6
"340","2008-05-08",14.44
"341","2008-05-09",14.4
"342","2008-05-12",15
"343","2008-05-13",14.84
"344","2008-05-14",15.08
"345","2008-05-15",15.38
"346","2008-05-16",15.56
"347","2008-05-19",15.76
"348","2008-05-20",15.99
"349","2008-05-21",16.01
"350","2008-05-22",16.120001
"351","2008-05-23",15.95
"352","2008-05-27",15.92
"353","2008-05-28",14.5
"354","2008-05-29",14.67
"355","2008-05-30",14.46
"356","2008-06-02",14.62
"357","2008-06-03",14.55
"358","2008-06-04",14.62
"359","2008-06-05",14.75
"360","2008-06-06",14.7
"361","2008-06-09",14.82
"362","2008-06-10",14.82
"363","2008-06-11",14.52
"364","2008-06-12",14.52
"365","2008-06-13",14.74
"366","2008-06-16",14.81
"367","2008-06-17",14.8
"368","2008-06-18",14.51
"369","2008-06-19",14.6
"370","2008-06-20",14.53
"371","2008-06-23",14.4
"372","2008-06-24",14.51
"373","2008-06-25",14.19
"374","2008-06-26",13.54
"375","2008-06-27",13.82
"376","2008-06-30",13.18
"377","2008-07-01",12.88
"378","2008-07-02",12.64
"379","2008-07-03",12.45
"380","2008-07-07",11.79
"381","2008-07-08",12.64
"382","2008-07-09",12.09
"383","2008-07-10",12.4
"384","2008-07-11",12.82
"385","2008-07-14",12.17
"386","2008-07-15",11.12
"387","2008-07-16",12.24
"388","2008-07-17",12.65
"389","2008-07-18",12.6
"390","2008-07-21",12.44
"391","2008-07-22",13.58
"392","2008-07-23",13.54
"393","2008-07-24",13.08
