"","date","GLUU"
"306","2008-06-06",4.84
"307","2008-06-09",4.92
"308","2008-06-10",5.7
"309","2008-06-11",5.44
"310","2008-06-12",5.37
"311","2008-06-13",5.14
"312","2008-06-16",5.1
"313","2008-06-17",5.15
"314","2008-06-18",4.68
"315","2008-06-19",5.08
"316","2008-06-20",4.92
"317","2008-06-23",4.99
"318","2008-06-24",4.88
"319","2008-06-25",4.7
"320","2008-06-26",4.62
"321","2008-06-27",4.69
"322","2008-06-30",4.83
"323","2008-07-01",4.39
"324","2008-07-02",4.43
"325","2008-07-03",4.05
"326","2008-07-07",4
"327","2008-07-08",3.94
"328","2008-07-09",4
"329","2008-07-10",3.94
"330","2008-07-11",3.76
"331","2008-07-14",3.76
"332","2008-07-15",3.76
"333","2008-07-16",3.9
"334","2008-07-17",4.03
"335","2008-07-18",4.13
"336","2008-07-21",4.02
"337","2008-07-22",4.12
"338","2008-07-23",4.26
"339","2008-07-24",4.41
"340","2008-07-25",4.03
"341","2008-07-28",3.92
"342","2008-07-29",3.9
"343","2008-07-30",4.06
"344","2008-07-31",3.92
"345","2008-08-01",3.89
"346","2008-08-04",3.79
"347","2008-08-05",3.75
"348","2008-08-06",3.02
"349","2008-08-07",3.43
"350","2008-08-08",3.54
"351","2008-08-11",3.45
"352","2008-08-12",3.47
"353","2008-08-13",3.51
"354","2008-08-14",3.56
"355","2008-08-15",3.47
"356","2008-08-18",3.5
"357","2008-08-19",3.5
"358","2008-08-20",3.7
"359","2008-08-21",3.52
"360","2008-08-22",3.68
"361","2008-08-25",3.59
"362","2008-08-26",3.48
"363","2008-08-27",3.58
"364","2008-08-28",3.54
"365","2008-08-29",3.57
"366","2008-09-02",3.55
"367","2008-09-03",3.39
"368","2008-09-04",3.24
"369","2008-09-05",2.95
"370","2008-09-08",2.93
"371","2008-09-09",2.83
"372","2008-09-10",2.75
"373","2008-09-11",2.58
"374","2008-09-12",2.39
"375","2008-09-15",2.36
"376","2008-09-16",2.13
"377","2008-09-17",2.15
"378","2008-09-18",2.11
"379","2008-09-19",2.08
"380","2008-09-22",2.06
"381","2008-09-23",2.05
"382","2008-09-24",2.05
"383","2008-09-25",2.11
"384","2008-09-26",2.02
"385","2008-09-29",1.98
"386","2008-09-30",1.95
"387","2008-10-01",2
"388","2008-10-02",1.85
"389","2008-10-03",1.77
"390","2008-10-06",1.47
"391","2008-10-07",1.34
"392","2008-10-08",1.18
"393","2008-10-09",1.08
"394","2008-10-10",1.04
"395","2008-10-13",1.36
"396","2008-10-14",1.34
"397","2008-10-15",1.39
"398","2008-10-16",1.32
"399","2008-10-17",1.22
"400","2008-10-20",1.26
"401","2008-10-21",1.25
"402","2008-10-22",1.21
"403","2008-10-23",1.18
"404","2008-10-24",1.15
"405","2008-10-27",1.12
"406","2008-10-28",1.05
"407","2008-10-29",1
"408","2008-10-30",0.96
"409","2008-10-31",0.89
"410","2008-11-03",0.85
"411","2008-11-04",0.81
"412","2008-11-05",0.63
"413","2008-11-06",0.39
"414","2008-11-07",0.36
"415","2008-11-10",0.35
"416","2008-11-11",0.42
"417","2008-11-12",0.39
"418","2008-11-13",0.39
"419","2008-11-14",0.39
"420","2008-11-17",0.32
"421","2008-11-18",0.3
"422","2008-11-19",0.29
"423","2008-11-20",0.25
"424","2008-11-21",0.24
"425","2008-11-24",0.23
"426","2008-11-25",0.23
"427","2008-11-26",0.23
"428","2008-11-28",0.25
"429","2008-12-01",0.24
"430","2008-12-02",0.24
"431","2008-12-03",0.35
"432","2008-12-04",0.4
"433","2008-12-05",0.37
"434","2008-12-08",0.38
"435","2008-12-09",0.43
"436","2008-12-10",0.46
"437","2008-12-11",0.5
"438","2008-12-12",0.5
"439","2008-12-15",0.46
"440","2008-12-16",0.46
"441","2008-12-17",0.47
"442","2008-12-18",0.43
"443","2008-12-19",0.37
"444","2008-12-22",0.47
"445","2008-12-23",0.44
"446","2008-12-24",0.4
"447","2008-12-26",0.38
"448","2008-12-29",0.35
"449","2008-12-30",0.39
"450","2008-12-31",0.5
"451","2009-01-02",0.49
"452","2009-01-05",0.5
"453","2009-01-06",0.76
"454","2009-01-07",0.7
"455","2009-01-08",0.7
"456","2009-01-09",0.81
"457","2009-01-12",0.81
"458","2009-01-13",0.82
"459","2009-01-14",0.79
"460","2009-01-15",0.66
"461","2009-01-16",0.62
"462","2009-01-20",0.59
"463","2009-01-21",0.61
"464","2009-01-22",0.6
"465","2009-01-23",0.58
"466","2009-01-26",0.57
"467","2009-01-27",0.55
"468","2009-01-28",0.54
"469","2009-01-29",0.51
"470","2009-01-30",0.51
"471","2009-02-02",0.55
"472","2009-02-03",0.5
"473","2009-02-04",0.56
"474","2009-02-05",0.51
"475","2009-02-06",0.59
"476","2009-02-09",0.65
"477","2009-02-10",0.62
"478","2009-02-11",0.56
"479","2009-02-12",0.6
"480","2009-02-13",0.56
"481","2009-02-17",0.5
"482","2009-02-18",0.54
"483","2009-02-19",0.57
"484","2009-02-20",0.54
"485","2009-02-23",0.52
"486","2009-02-24",0.51
"487","2009-02-25",0.5
"488","2009-02-26",0.5
"489","2009-02-27",0.49
"490","2009-03-02",0.46
"491","2009-03-03",0.46
"492","2009-03-04",0.58
"493","2009-03-05",0.49
"494","2009-03-06",0.46
"495","2009-03-09",0.5
"496","2009-03-10",0.52
"497","2009-03-11",0.55
"498","2009-03-12",0.6
"499","2009-03-13",0.66
"500","2009-03-16",0.53
"501","2009-03-17",0.56
"502","2009-03-18",0.58
"503","2009-03-19",0.57
"504","2009-03-20",0.5
"505","2009-03-23",0.5
"506","2009-03-24",0.51
"507","2009-03-25",0.5
"508","2009-03-26",0.51
"509","2009-03-27",0.46
"510","2009-03-30",0.44
"511","2009-03-31",0.48
"512","2009-04-01",0.53
"513","2009-04-02",0.61
"514","2009-04-03",0.66
"515","2009-04-06",0.73
"516","2009-04-07",0.78
"517","2009-04-08",0.79
"518","2009-04-09",0.78
"519","2009-04-13",0.77
"520","2009-04-14",0.71
"521","2009-04-15",0.77
"522","2009-04-16",0.82
"523","2009-04-17",0.65
"524","2009-04-20",0.57
"525","2009-04-21",0.6
"526","2009-04-22",0.59
"527","2009-04-23",0.59
"528","2009-04-24",0.6
"529","2009-04-27",0.61
"530","2009-04-28",0.59
"531","2009-04-29",0.56
"532","2009-04-30",0.58
"533","2009-05-01",0.62
"534","2009-05-04",0.67
"535","2009-05-05",0.71
"536","2009-05-06",0.73
"537","2009-05-07",0.7
"538","2009-05-08",0.7
"539","2009-05-11",0.74
"540","2009-05-12",0.76
"541","2009-05-13",0.77
"542","2009-05-14",0.73
"543","2009-05-15",0.72
"544","2009-05-18",0.8
"545","2009-05-19",0.82
"546","2009-05-20",0.81
"547","2009-05-21",0.78
"548","2009-05-22",0.78
"549","2009-05-26",0.8
"550","2009-05-27",0.8
"551","2009-05-28",0.8
"552","2009-05-29",0.76
"553","2009-06-01",0.83
"554","2009-06-02",0.87
"555","2009-06-03",0.82
"556","2009-06-04",0.87
"557","2009-06-05",0.79
"558","2009-06-08",0.81
"559","2009-06-09",0.83
"560","2009-06-10",0.88
"561","2009-06-11",0.96
"562","2009-06-12",1.22
"563","2009-06-15",1.49
"564","2009-06-16",1.6
"565","2009-06-17",1.27
"566","2009-06-18",1.18
"567","2009-06-19",1.25
"568","2009-06-22",1.13
"569","2009-06-23",1.14
"570","2009-06-24",1.19
"571","2009-06-25",1.17
"572","2009-06-26",1.3
"573","2009-06-29",1.26
"574","2009-06-30",1.25
"575","2009-07-01",1.18
"576","2009-07-02",1.17
"577","2009-07-06",1.16
"578","2009-07-07",1.02
"579","2009-07-08",0.94
"580","2009-07-09",0.99
"581","2009-07-10",0.95
"582","2009-07-13",0.96
"583","2009-07-14",0.99
"584","2009-07-15",0.87
"585","2009-07-16",0.86
"586","2009-07-17",0.79
"587","2009-07-20",0.94
"588","2009-07-21",1.05
"589","2009-07-22",1.07
"590","2009-07-23",1.05
"591","2009-07-24",1.11
"592","2009-07-27",1.03
"593","2009-07-28",0.99
"594","2009-07-29",1.02
"595","2009-07-30",1.06
"596","2009-07-31",1.08
"597","2009-08-03",1.08
"598","2009-08-04",1.11
"599","2009-08-05",1.05
"600","2009-08-06",0.98
"601","2009-08-07",1.07
"602","2009-08-10",1.08
"603","2009-08-11",0.97
"604","2009-08-12",1
"605","2009-08-13",0.98
"606","2009-08-14",0.93
"607","2009-08-17",0.84
"608","2009-08-18",0.88
"609","2009-08-19",0.87
"610","2009-08-20",0.88
"611","2009-08-21",0.91
"612","2009-08-24",0.86
"613","2009-08-25",0.9
"614","2009-08-26",0.86
"615","2009-08-27",1.05
"616","2009-08-28",1.25
"617","2009-08-31",1.34
"618","2009-09-01",1.27
"619","2009-09-02",1.17
"620","2009-09-03",1.06
"621","2009-09-04",1.13
"622","2009-09-08",1.18
"623","2009-09-09",1.16
"624","2009-09-10",1.13
"625","2009-09-11",1.23
"626","2009-09-14",1.2
"627","2009-09-15",1.16
"628","2009-09-16",1.15
"629","2009-09-17",1.18
"630","2009-09-18",1.21
"631","2009-09-21",1.22
"632","2009-09-22",1.19
"633","2009-09-23",1.18
"634","2009-09-24",1.14
"635","2009-09-25",1.15
"636","2009-09-28",1.16
"637","2009-09-29",1.14
"638","2009-09-30",1.17
"639","2009-10-01",1.18
"640","2009-10-02",1.27
"641","2009-10-05",1.44
"642","2009-10-06",1.26
"643","2009-10-07",1.24
"644","2009-10-08",1.27
"645","2009-10-09",1.28
"646","2009-10-12",1.29
"647","2009-10-13",1.27
"648","2009-10-14",1.27
"649","2009-10-15",1.25
"650","2009-10-16",1.24
"651","2009-10-19",1.29
"652","2009-10-20",1.19
"653","2009-10-21",1.02
"654","2009-10-22",1.1
"655","2009-10-23",1.15
"656","2009-10-26",1.1
"657","2009-10-27",1.07
"658","2009-10-28",1.06
"659","2009-10-29",1.04
"660","2009-10-30",1.04
"661","2009-11-02",0.99
"662","2009-11-03",0.95
"663","2009-11-04",1.05
"664","2009-11-05",1.05
"665","2009-11-06",1.01
"666","2009-11-09",1.06
"667","2009-11-10",1.17
"668","2009-11-11",1.16
"669","2009-11-12",1.13
"670","2009-11-13",1.09
"671","2009-11-16",1.01
"672","2009-11-17",1
"673","2009-11-18",0.99
"674","2009-11-19",1.01
"675","2009-11-20",1.02
"676","2009-11-23",1.07
"677","2009-11-24",1.03
"678","2009-11-25",1.05
"679","2009-11-27",1.04
"680","2009-11-30",1.09
"681","2009-12-01",1.05
"682","2009-12-02",1.08
"683","2009-12-03",1.05
"684","2009-12-04",1.06
"685","2009-12-07",1.08
"686","2009-12-08",1.16
"687","2009-12-09",1.1
"688","2009-12-10",1.1
"689","2009-12-11",1.08
"690","2009-12-14",1.07
"691","2009-12-15",1.05
"692","2009-12-16",1.06
"693","2009-12-17",1.09
"694","2009-12-18",1.06
"695","2009-12-21",1.1
"696","2009-12-22",1.1
"697","2009-12-23",1.11
"698","2009-12-24",1.12
"699","2009-12-28",1.1
"700","2009-12-29",1.12
"701","2009-12-30",1.14
"702","2009-12-31",1.15
"703","2010-01-04",1.21
"704","2010-01-05",1.27
"705","2010-01-06",1.27
"706","2010-01-07",1.31
"707","2010-01-08",1.45
"708","2010-01-11",1.43
"709","2010-01-12",1.38
"710","2010-01-13",1.36
"711","2010-01-14",1.43
"712","2010-01-15",1.44
"713","2010-01-19",1.38
"714","2010-01-20",1.44
"715","2010-01-21",1.47
"716","2010-01-22",1.44
"717","2010-01-25",1.45
"718","2010-01-26",1.4
"719","2010-01-27",1.43
"720","2010-01-28",1.42
"721","2010-01-29",1.46
"722","2010-02-01",1.4
"723","2010-02-02",1.4
"724","2010-02-03",1.4
"725","2010-02-04",1.4
"726","2010-02-05",1.3
"727","2010-02-08",1.32
"728","2010-02-09",1.32
"729","2010-02-10",1.25
"730","2010-02-11",1.06
"731","2010-02-12",1.05
"732","2010-02-16",1.08
"733","2010-02-17",1.05
"734","2010-02-18",1.04
"735","2010-02-19",1.03
"736","2010-02-22",0.97
"737","2010-02-23",0.92
"738","2010-02-24",0.93
"739","2010-02-25",0.92
"740","2010-02-26",0.92
"741","2010-03-01",0.92
"742","2010-03-02",0.91
"743","2010-03-03",0.85
"744","2010-03-04",0.89
"745","2010-03-05",0.91
"746","2010-03-08",0.93
"747","2010-03-09",0.98
"748","2010-03-10",1.03
"749","2010-03-11",1.02
"750","2010-03-12",0.97
"751","2010-03-15",0.96
"752","2010-03-16",0.98
"753","2010-03-17",0.97
"754","2010-03-18",1
"755","2010-03-19",1
"756","2010-03-22",1
"757","2010-03-23",0.99
"758","2010-03-24",1
"759","2010-03-25",1.01
"760","2010-03-26",1
"761","2010-03-29",1
"762","2010-03-30",0.99
"763","2010-03-31",0.98
"764","2010-04-01",1
"765","2010-04-05",1
"766","2010-04-06",1.04
"767","2010-04-07",1.05
"768","2010-04-08",0.99
"769","2010-04-09",1
"770","2010-04-12",1.17
"771","2010-04-13",1.19
"772","2010-04-14",1.19
"773","2010-04-15",1.11
"774","2010-04-16",1.03
"775","2010-04-19",1.01
"776","2010-04-20",1.01
"777","2010-04-21",1.04
"778","2010-04-22",1.09
"779","2010-04-23",1.43
"780","2010-04-26",1.66
"781","2010-04-27",1.55
"782","2010-04-28",1.4
"783","2010-04-29",1.28
"784","2010-04-30",1.55
"785","2010-05-03",1.44
"786","2010-05-04",1.39
"787","2010-05-05",1.35
"788","2010-05-06",1.23
"789","2010-05-07",1.24
"790","2010-05-10",1.27
"791","2010-05-11",1.38
"792","2010-05-12",1.37
"793","2010-05-13",1.42
"794","2010-05-14",1.37
"795","2010-05-17",1.32
"796","2010-05-18",1.35
"797","2010-05-19",1.29
"798","2010-05-20",1.17
"799","2010-05-21",1.18
"800","2010-05-24",1.2
"801","2010-05-25",1.14
"802","2010-05-26",1.32
"803","2010-05-27",1.28
"804","2010-05-28",1.26
"805","2010-06-01",1.39
"806","2010-06-02",1.41
"807","2010-06-03",1.51
"808","2010-06-04",1.55
"809","2010-06-07",1.25
"810","2010-06-08",1.32
"811","2010-06-09",1.37
"812","2010-06-10",1.4
"813","2010-06-11",1.4
"814","2010-06-14",1.46
"815","2010-06-15",1.35
"816","2010-06-16",1.31
"817","2010-06-17",1.26
"818","2010-06-18",1.23
"819","2010-06-21",1.25
"820","2010-06-22",1.33
"821","2010-06-23",1.36
"822","2010-06-24",1.22
"823","2010-06-25",1.28
"824","2010-06-28",1.28
"825","2010-06-29",1.28
"826","2010-06-30",1.33
"827","2010-07-01",1.28
"828","2010-07-02",1.3
"829","2010-07-06",1.2
"830","2010-07-07",1.09
"831","2010-07-08",1.11
"832","2010-07-09",1.18
"833","2010-07-12",1.16
"834","2010-07-13",1.14
"835","2010-07-14",1.23
"836","2010-07-15",1.3
"837","2010-07-16",1.29
"838","2010-07-19",1.35
"839","2010-07-20",1.31
"840","2010-07-21",1.31
"841","2010-07-22",1.28
"842","2010-07-23",1.33
"843","2010-07-26",1.37
"844","2010-07-27",1.4
"845","2010-07-28",1.33
"846","2010-07-29",1.3
"847","2010-07-30",1.3
"848","2010-08-02",1.26
"849","2010-08-03",1.25
"850","2010-08-04",1.28
"851","2010-08-05",1.23
"852","2010-08-06",1.26
"853","2010-08-09",1.19
"854","2010-08-10",1.16
"855","2010-08-11",1.14
"856","2010-08-12",1.11
"857","2010-08-13",1.17
"858","2010-08-16",1.2
"859","2010-08-17",1.22
"860","2010-08-18",1.15
"861","2010-08-19",1.18
"862","2010-08-20",1.18
"863","2010-08-23",1.16
"864","2010-08-24",1.15
"865","2010-08-25",1.15
"866","2010-08-26",1.14
"867","2010-08-27",1.09
"868","2010-08-30",1.13
"869","2010-08-31",1.13
"870","2010-09-01",1.16
"871","2010-09-02",1.18
"872","2010-09-03",1.16
"873","2010-09-07",1.11
"874","2010-09-08",1.12
"875","2010-09-09",1.16
"876","2010-09-10",1.14
"877","2010-09-13",1.2
"878","2010-09-14",1.17
"879","2010-09-15",1.16
"880","2010-09-16",1.21
"881","2010-09-17",1.25
"882","2010-09-20",1.17
"883","2010-09-21",1.16
"884","2010-09-22",1.16
"885","2010-09-23",1.1
"886","2010-09-24",1.24
"887","2010-09-27",1.32
"888","2010-09-28",1.34
"889","2010-09-29",1.45
"890","2010-09-30",1.41
"891","2010-10-01",1.39
"892","2010-10-04",1.39
"893","2010-10-05",1.44
"894","2010-10-06",1.43
"895","2010-10-07",1.4
"896","2010-10-08",1.43
"897","2010-10-11",1.42
"898","2010-10-12",1.48
"899","2010-10-13",1.55
"900","2010-10-14",1.61
"901","2010-10-15",1.55
"902","2010-10-18",1.65
"903","2010-10-19",1.65
"904","2010-10-20",1.68
"905","2010-10-21",1.77
"906","2010-10-22",1.76
"907","2010-10-25",1.67
"908","2010-10-26",1.7
"909","2010-10-27",1.7
"910","2010-10-28",1.71
"911","2010-10-29",1.71
"912","2010-11-01",1.71
"913","2010-11-02",1.6
"914","2010-11-03",1.63
"915","2010-11-04",1.74
"916","2010-11-05",1.73
"917","2010-11-08",1.69
"918","2010-11-09",1.83
"919","2010-11-10",2.24
"920","2010-11-11",2.41
"921","2010-11-12",2.32
"922","2010-11-15",2.26
"923","2010-11-16",2.1
"924","2010-11-17",2.32
"925","2010-11-18",2.3
"926","2010-11-19",2.22
"927","2010-11-22",2.27
"928","2010-11-23",2.18
"929","2010-11-24",2.21
"930","2010-11-26",2.35
"931","2010-11-29",2.25
"932","2010-11-30",2.21
"933","2010-12-01",2.2
"934","2010-12-02",2.07
"935","2010-12-03",2.06
"936","2010-12-06",2.08
"937","2010-12-07",2.06
"938","2010-12-08",2.04
"939","2010-12-09",2.02
"940","2010-12-10",1.92
"941","2010-12-13",1.9
"942","2010-12-14",1.9
"943","2010-12-15",1.95
"944","2010-12-16",1.93
"945","2010-12-17",1.99
"946","2010-12-20",1.94
"947","2010-12-21",2.04
"948","2010-12-22",2.07
"949","2010-12-23",2.09
"950","2010-12-27",2.02
"951","2010-12-28",2.1
"952","2010-12-29",2.19
"953","2010-12-30",2.07
"954","2010-12-31",2.07
"955","2011-01-03",2.03
"956","2011-01-04",2.22
"957","2011-01-05",2.68
"958","2011-01-06",2.72
"959","2011-01-07",2.62
"960","2011-01-10",2.34
"961","2011-01-11",2.16
"962","2011-01-12",2.24
"963","2011-01-13",2.16
"964","2011-01-14",2.28
"965","2011-01-18",2.25
"966","2011-01-19",2.06
"967","2011-01-20",2.09
"968","2011-01-21",2.17
"969","2011-01-24",2.31
"970","2011-01-25",2.8
"971","2011-01-26",2.67
"972","2011-01-27",3.11
"973","2011-01-28",2.94
"974","2011-01-31",3.15
"975","2011-02-01",2.99
"976","2011-02-02",3.15
"977","2011-02-03",3.19
"978","2011-02-04",3.35
"979","2011-02-07",3.47
"980","2011-02-08",3.39
"981","2011-02-09",3.31
"982","2011-02-10",3.63
"983","2011-02-11",3.5
"984","2011-02-14",3.76
"985","2011-02-15",3.68
"986","2011-02-16",3.52
"987","2011-02-17",3.68
"988","2011-02-18",4.11
"989","2011-02-22",4.15
"990","2011-02-23",4.23
"991","2011-02-24",4.1
"992","2011-02-25",4.71
"993","2011-02-28",4.53
"994","2011-03-01",4.25
"995","2011-03-02",4.24
"996","2011-03-03",4.22
"997","2011-03-04",3.97
"998","2011-03-07",3.9
"999","2011-03-08",3.97
"1000","2011-03-09",3.88
"1001","2011-03-10",3.58
