"","date","LOAN"
"173","2007-09-10",1.4
"174","2007-09-11",1.41
"175","2007-09-12",1.42
"176","2007-09-13",1.42
"177","2007-09-14",1.41
"178","2007-09-17",1.33
"179","2007-09-18",1.33
"180","2007-09-19",1.29
"181","2007-09-20",1.25
"182","2007-09-21",1.25
"183","2007-09-24",1.25
"184","2007-09-25",1.2
"185","2007-09-26",1.19
"186","2007-09-27",1.18
"187","2007-09-28",1.2
"188","2007-10-01",1.2
"189","2007-10-02",1.2
"190","2007-10-03",1.2
"191","2007-10-04",1.24
"192","2007-10-05",1.21
"193","2007-10-08",1.27
"194","2007-10-09",1.34
"195","2007-10-10",1.25
"196","2007-10-11",1.3
"197","2007-10-12",1.32
"198","2007-10-15",1.27
"199","2007-10-16",1.26
"200","2007-10-17",1.26
"201","2007-10-18",1.26
"202","2007-10-19",1.25
"203","2007-10-22",1.21
"204","2007-10-23",1.21
"205","2007-10-24",1.21
"206","2007-10-25",1.2
"207","2007-10-26",1.2
"208","2007-10-29",1.2
"209","2007-10-30",1.16
"210","2007-10-31",1.21
"211","2007-11-01",1.21
"212","2007-11-02",1.18
"213","2007-11-05",1.18
"214","2007-11-06",1.2
"215","2007-11-07",1.2
"216","2007-11-08",1.19
"217","2007-11-09",1.19
"218","2007-11-12",1.19
"219","2007-11-13",1.28
"220","2007-11-14",1.28
"221","2007-11-15",1.28
"222","2007-11-16",1.28
"223","2007-11-19",1.18
"224","2007-11-20",1.21
"225","2007-11-21",1.2
"226","2007-11-23",1.2
"227","2007-11-26",1.2
"228","2007-11-27",1.23
"229","2007-11-28",1.23
"230","2007-11-29",1.23
"231","2007-11-30",1.26
"232","2007-12-03",1.21
"233","2007-12-04",1.2
"234","2007-12-05",1.22
"235","2007-12-06",1.19
"236","2007-12-07",1.29
"237","2007-12-10",1.28
"238","2007-12-11",1.25
"239","2007-12-12",1.25
"240","2007-12-13",1.34
"241","2007-12-14",1.32
"242","2007-12-17",1.32
"243","2007-12-18",1.08
"244","2007-12-19",1.06
"245","2007-12-20",1.04
"246","2007-12-21",1.19
"247","2007-12-24",1.19
"248","2007-12-26",1.17
"249","2007-12-27",1.16
"250","2007-12-28",1.17
"251","2007-12-31",1.3
"252","2008-01-02",1.22
"253","2008-01-03",1.25
"254","2008-01-04",1.2
"255","2008-01-07",1.12
"256","2008-01-08",1.1
"257","2008-01-09",1.12
"258","2008-01-10",1.22
"259","2008-01-11",1.14
"260","2008-01-14",1.14
"261","2008-01-15",1.14
"262","2008-01-16",1.14
"263","2008-01-17",1.15
"264","2008-01-18",1.15
"265","2008-01-22",1.03
"266","2008-01-23",1.03
"267","2008-01-24",1.07
"268","2008-01-25",1.07
"269","2008-01-28",1.07
"270","2008-01-29",1.07
"271","2008-01-30",1.13
"272","2008-01-31",1.13
"273","2008-02-01",1.04
"274","2008-02-04",1.07
"275","2008-02-05",1.06
"276","2008-02-06",1.08
"277","2008-02-07",1.09
"278","2008-02-08",1.08
"279","2008-02-11",1.08
"280","2008-02-12",1.08
"281","2008-02-13",1.04
"282","2008-02-14",1.05
"283","2008-02-15",1.04
"284","2008-02-19",1.04
"285","2008-02-20",1.08
"286","2008-02-21",1.09
"287","2008-02-22",1.03
"288","2008-02-25",1.03
"289","2008-02-26",1.08
"290","2008-02-27",1.05
"291","2008-02-28",1.03
"292","2008-02-29",1.03
"293","2008-03-03",1.03
"294","2008-03-04",0.98
"295","2008-03-05",0.99
"296","2008-03-06",0.97
"297","2008-03-07",0.98
"298","2008-03-10",0.88
"299","2008-03-11",0.91
"300","2008-03-12",0.91
"301","2008-03-13",0.92
"302","2008-03-14",0.93
"303","2008-03-17",0.94
"304","2008-03-18",0.94
"305","2008-03-19",0.95
"306","2008-03-20",0.95
"307","2008-03-24",0.97
"308","2008-03-25",0.97
"309","2008-03-26",0.96
"310","2008-03-27",0.95
"311","2008-03-28",0.97
"312","2008-03-31",0.97
"313","2008-04-01",0.95
"314","2008-04-02",0.95
"315","2008-04-03",0.97
"316","2008-04-04",0.98
"317","2008-04-07",0.96
"318","2008-04-08",0.95
"319","2008-04-09",0.95
"320","2008-04-10",0.95
"321","2008-04-11",0.88
"322","2008-04-14",0.88
"323","2008-04-15",0.88
"324","2008-04-16",0.89
"325","2008-04-17",0.89
"326","2008-04-18",0.82
"327","2008-04-21",0.83
"328","2008-04-22",0.84
"329","2008-04-23",0.96
"330","2008-04-24",0.91
"331","2008-04-25",0.9
"332","2008-04-28",0.9
"333","2008-04-29",0.92
"334","2008-04-30",0.92
"335","2008-05-01",0.92
"336","2008-05-02",0.85
"337","2008-05-05",0.85
"338","2008-05-06",0.85
"339","2008-05-07",0.85
"340","2008-05-08",0.84
"341","2008-05-09",0.87
"342","2008-05-12",0.95
"343","2008-05-13",0.96
"344","2008-05-14",0.95
"345","2008-05-15",0.97
"346","2008-05-16",0.95
"347","2008-05-19",0.98
"348","2008-05-20",0.97
"349","2008-05-21",0.95
"350","2008-05-22",0.95
"351","2008-05-23",0.95
"352","2008-05-27",0.95
"353","2008-05-28",0.94
"354","2008-05-29",0.94
"355","2008-05-30",0.95
"356","2008-06-02",0.95
"357","2008-06-03",1
"358","2008-06-04",1.04
"359","2008-06-05",1.04
"360","2008-06-06",1.04
"361","2008-06-09",1
"362","2008-06-10",1
"363","2008-06-11",1
"364","2008-06-12",1
"365","2008-06-13",1
"366","2008-06-16",1
"367","2008-06-17",1
"368","2008-06-18",1
"369","2008-06-19",0.92
"370","2008-06-20",0.88
"371","2008-06-23",0.85
"372","2008-06-24",0.85
"373","2008-06-25",0.97
"374","2008-06-26",0.91
"375","2008-06-27",0.92
"376","2008-06-30",0.94
"377","2008-07-01",0.94
"378","2008-07-02",0.94
"379","2008-07-03",0.94
"380","2008-07-07",0.87
"381","2008-07-08",0.86
"382","2008-07-09",0.86
"383","2008-07-10",0.86
"384","2008-07-11",0.86
"385","2008-07-14",0.86
"386","2008-07-15",0.86
"387","2008-07-16",0.84
"388","2008-07-17",0.83
"389","2008-07-18",0.83
"390","2008-07-21",0.83
"391","2008-07-22",0.83
"392","2008-07-23",0.86
"393","2008-07-24",0.86
"394","2008-07-25",0.86
"395","2008-07-28",0.86
"396","2008-07-29",0.89
"397","2008-07-30",0.89
"398","2008-07-31",0.89
"399","2008-08-01",0.89
"400","2008-08-04",0.96
"401","2008-08-05",1.1
"402","2008-08-06",1.03
"403","2008-08-07",1.03
"404","2008-08-08",0.95
"405","2008-08-11",0.95
"406","2008-08-12",0.95
"407","2008-08-13",1.03
"408","2008-08-14",1.1
"409","2008-08-15",1.07
"410","2008-08-18",1.03
"411","2008-08-19",1.03
"412","2008-08-20",1.03
"413","2008-08-21",1.04
"414","2008-08-22",1.06
"415","2008-08-25",1.01
"416","2008-08-26",0.97
"417","2008-08-27",0.94
"418","2008-08-28",0.94
"419","2008-08-29",0.94
"420","2008-09-02",1
"421","2008-09-03",0.95
"422","2008-09-04",1.03
"423","2008-09-05",1.01
"424","2008-09-08",1.02
"425","2008-09-09",1.03
"426","2008-09-10",1.02
"427","2008-09-11",1.06
"428","2008-09-12",1.07
"429","2008-09-15",1.07
"430","2008-09-16",1.02
"431","2008-09-17",1.02
"432","2008-09-18",0.95
"433","2008-09-19",1.02
"434","2008-09-22",1.04
"435","2008-09-23",1.03
"436","2008-09-24",1
"437","2008-09-25",1.02
"438","2008-09-26",1.03
"439","2008-09-29",1.03
"440","2008-09-30",0.97
"441","2008-10-01",0.98
"442","2008-10-02",0.89
"443","2008-10-03",0.87
"444","2008-10-06",0.8
"445","2008-10-07",0.8
"446","2008-10-08",0.71
"447","2008-10-09",0.72
"448","2008-10-10",0.71
"449","2008-10-13",0.72
"450","2008-10-14",0.71
"451","2008-10-15",0.71
"452","2008-10-16",0.71
"453","2008-10-17",0.71
"454","2008-10-20",0.8
"455","2008-10-21",0.82
"456","2008-10-22",0.82
"457","2008-10-23",0.77
"458","2008-10-24",0.67
"459","2008-10-27",0.67
"460","2008-10-28",0.78
"461","2008-10-29",0.7
"462","2008-10-30",0.82
"463","2008-10-31",0.8
"464","2008-11-03",0.75
"465","2008-11-04",0.71
"466","2008-11-05",0.72
"467","2008-11-06",0.71
"468","2008-11-07",0.71
"469","2008-11-10",0.71
"470","2008-11-11",0.71
"471","2008-11-12",0.75
"472","2008-11-13",0.71
"473","2008-11-14",0.68
"474","2008-11-17",0.61
"475","2008-11-18",0.61
"476","2008-11-19",0.61
"477","2008-11-20",0.52
"478","2008-11-21",0.62
"479","2008-11-24",0.62
"480","2008-11-25",0.54
"481","2008-11-26",0.67
"482","2008-11-28",0.67
"483","2008-12-01",0.55
"484","2008-12-02",0.66
"485","2008-12-03",0.66
"486","2008-12-04",0.66
"487","2008-12-05",0.66
"488","2008-12-08",0.66
"489","2008-12-09",0.66
"490","2008-12-10",0.71
"491","2008-12-11",0.71
"492","2008-12-12",0.73
"493","2008-12-15",0.7
"494","2008-12-16",0.84
"495","2008-12-17",0.84
"496","2008-12-18",0.84
"497","2008-12-19",0.63
"498","2008-12-22",0.65
"499","2008-12-23",0.69
"500","2008-12-24",0.69
"501","2008-12-26",0.69
"502","2008-12-29",0.58
"503","2008-12-30",0.71
"504","2008-12-31",0.71
"505","2009-01-02",0.71
"506","2009-01-05",0.73
"507","2009-01-06",0.74
"508","2009-01-07",0.71
"509","2009-01-08",0.69
"510","2009-01-09",0.69
"511","2009-01-12",0.71
"512","2009-01-13",0.71
"513","2009-01-14",0.65
"514","2009-01-15",0.65
"515","2009-01-16",0.65
"516","2009-01-20",0.65
"517","2009-01-21",0.69
"518","2009-01-22",0.69
"519","2009-01-23",0.69
"520","2009-01-26",0.69
"521","2009-01-27",0.61
"522","2009-01-28",0.61
"523","2009-01-29",0.66
"524","2009-01-30",0.69
"525","2009-02-02",0.74
"526","2009-02-03",0.74
"527","2009-02-04",0.74
"528","2009-02-05",0.74
"529","2009-02-06",0.74
"530","2009-02-09",0.74
"531","2009-02-10",0.69
"532","2009-02-11",0.69
"533","2009-02-12",0.69
"534","2009-02-13",0.61
"535","2009-02-17",0.61
"536","2009-02-18",0.69
"537","2009-02-19",0.69
"538","2009-02-20",0.69
"539","2009-02-23",0.69
"540","2009-02-24",0.69
"541","2009-02-25",0.69
"542","2009-02-26",0.69
"543","2009-02-27",0.69
"544","2009-03-02",0.61
"545","2009-03-03",0.65
"546","2009-03-04",0.65
"547","2009-03-05",0.55
"548","2009-03-06",0.55
"549","2009-03-09",0.55
"550","2009-03-10",0.6
"551","2009-03-11",0.6
"552","2009-03-12",0.6
"553","2009-03-13",0.61
"554","2009-03-16",0.61
"555","2009-03-17",0.61
"556","2009-03-18",0.67
"557","2009-03-19",0.67
"558","2009-03-20",0.67
"559","2009-03-23",0.67
"560","2009-03-24",0.67
"561","2009-03-25",0.79
"562","2009-03-26",0.65
"563","2009-03-27",0.55
"564","2009-03-30",0.55
"565","2009-03-31",0.55
"566","2009-04-01",0.61
"567","2009-04-02",0.61
"568","2009-04-03",0.61
"569","2009-04-06",0.61
"570","2009-04-07",0.54
"571","2009-04-08",0.54
"572","2009-04-09",0.75
"573","2009-04-13",0.77
"574","2009-04-14",0.77
"575","2009-04-15",0.72
"576","2009-04-16",0.72
"577","2009-04-17",0.72
"578","2009-04-20",0.72
"579","2009-04-21",0.56
"580","2009-04-22",0.68
"581","2009-04-23",0.63
"582","2009-04-24",0.7
"583","2009-04-27",0.63
"584","2009-04-28",0.64
"585","2009-04-29",0.64
"586","2009-04-30",0.64
"587","2009-05-01",0.64
"588","2009-05-04",0.71
"589","2009-05-05",0.86
"590","2009-05-06",0.99
"591","2009-05-07",0.99
"592","2009-05-08",0.99
"593","2009-05-11",0.99
"594","2009-05-12",0.76
"595","2009-05-13",0.76
"596","2009-05-14",0.85
"597","2009-05-15",0.9
"598","2009-05-18",0.85
"599","2009-05-19",0.85
"600","2009-05-20",0.85
"601","2009-05-21",0.83
"602","2009-05-22",0.87
"603","2009-05-26",0.87
"604","2009-05-27",0.87
"605","2009-05-28",0.87
"606","2009-05-29",0.85
"607","2009-06-01",0.8
"608","2009-06-02",0.85
"609","2009-06-03",0.85
"610","2009-06-04",0.85
"611","2009-06-05",0.83
"612","2009-06-08",0.81
"613","2009-06-09",0.93
"614","2009-06-10",0.93
"615","2009-06-11",0.94
"616","2009-06-12",0.94
"617","2009-06-15",1.05
"618","2009-06-16",1.05
"619","2009-06-17",1.05
"620","2009-06-18",1.05
"621","2009-06-19",1.05
"622","2009-06-22",0.93
"623","2009-06-23",0.93
"624","2009-06-24",0.86
"625","2009-06-25",0.86
"626","2009-06-26",0.86
"627","2009-06-29",0.86
"628","2009-06-30",0.86
"629","2009-07-01",0.86
"630","2009-07-02",0.86
"631","2009-07-06",0.86
"632","2009-07-07",0.86
"633","2009-07-08",0.99
"634","2009-07-09",0.98
"635","2009-07-10",0.94
"636","2009-07-13",0.89
"637","2009-07-14",0.8
"638","2009-07-15",0.9
"639","2009-07-16",0.9
"640","2009-07-17",0.9
"641","2009-07-20",0.9
"642","2009-07-21",0.9
"643","2009-07-22",0.84
"644","2009-07-23",0.84
"645","2009-07-24",0.84
"646","2009-07-27",0.9
"647","2009-07-28",0.95
"648","2009-07-29",0.95
"649","2009-07-30",0.95
"650","2009-07-31",1
"651","2009-08-03",1
"652","2009-08-04",1
"653","2009-08-05",1
"654","2009-08-06",1
"655","2009-08-07",0.99
"656","2009-08-10",0.9
"657","2009-08-11",0.9
"658","2009-08-12",0.9
"659","2009-08-13",0.9
"660","2009-08-14",0.9
"661","2009-08-17",0.92
"662","2009-08-18",0.92
"663","2009-08-19",0.9
"664","2009-08-20",0.9
"665","2009-08-21",0.88
"666","2009-08-24",0.84
"667","2009-08-25",0.84
"668","2009-08-26",0.9
"669","2009-08-27",0.9
"670","2009-08-28",0.9
"671","2009-08-31",0.9
"672","2009-09-01",0.9
"673","2009-09-02",0.9
"674","2009-09-03",0.9
"675","2009-09-04",0.9
"676","2009-09-08",0.9
"677","2009-09-09",0.9
"678","2009-09-10",0.95
"679","2009-09-11",0.95
"680","2009-09-14",0.95
"681","2009-09-15",1
"682","2009-09-16",1.02
"683","2009-09-17",1.02
"684","2009-09-18",1
"685","2009-09-21",1
"686","2009-09-22",1.01
"687","2009-09-23",1
"688","2009-09-24",1
"689","2009-09-25",1
"690","2009-09-28",1
"691","2009-09-29",0.95
"692","2009-09-30",0.95
"693","2009-10-01",0.95
"694","2009-10-02",0.95
"695","2009-10-05",0.95
"696","2009-10-06",1.05
"697","2009-10-07",1.05
"698","2009-10-08",0.95
"699","2009-10-09",0.95
"700","2009-10-12",0.95
"701","2009-10-13",0.95
"702","2009-10-14",1
"703","2009-10-15",1.03
"704","2009-10-16",1.05
"705","2009-10-19",1.05
"706","2009-10-20",1.07
"707","2009-10-21",1.15
"708","2009-10-22",1.05
"709","2009-10-23",1.05
"710","2009-10-26",1.05
"711","2009-10-27",1.05
"712","2009-10-28",1.04
"713","2009-10-29",1.01
"714","2009-10-30",1.01
"715","2009-11-02",1.08
"716","2009-11-03",1.01
"717","2009-11-04",1
"718","2009-11-05",1
"719","2009-11-06",1.05
"720","2009-11-09",1.01
"721","2009-11-10",1.01
"722","2009-11-11",1.01
"723","2009-11-12",1.01
"724","2009-11-13",1.02
"725","2009-11-16",1.01
"726","2009-11-17",1.01
"727","2009-11-18",1.01
"728","2009-11-19",1
"729","2009-11-20",1
"730","2009-11-23",1.03
"731","2009-11-24",1.03
"732","2009-11-25",1.05
"733","2009-11-27",1
"734","2009-11-30",1
"735","2009-12-01",1.04
"736","2009-12-02",1.04
"737","2009-12-03",1.04
"738","2009-12-04",1
"739","2009-12-07",1.03
"740","2009-12-08",1
"741","2009-12-09",1
"742","2009-12-10",1
"743","2009-12-11",0.98
"744","2009-12-14",0.98
"745","2009-12-15",1.05
"746","2009-12-16",1.06
"747","2009-12-17",1.06
"748","2009-12-18",1.06
"749","2009-12-21",0.98
"750","2009-12-22",0.96
"751","2009-12-23",1.02
"752","2009-12-24",1.02
"753","2009-12-28",1.04
"754","2009-12-29",1.04
"755","2009-12-30",1
"756","2009-12-31",1
"757","2010-01-04",1.05
"758","2010-01-05",1.05
"759","2010-01-06",1.05
"760","2010-01-07",1.01
"761","2010-01-08",1
"762","2010-01-11",1
"763","2010-01-12",1.02
"764","2010-01-13",1.02
"765","2010-01-14",1.02
"766","2010-01-15",1.01
"767","2010-01-19",1.01
"768","2010-01-20",1
"769","2010-01-21",1.03
"770","2010-01-22",1.1
"771","2010-01-25",1.1
"772","2010-01-26",1.1
"773","2010-01-27",1.1
"774","2010-01-28",1.08
"775","2010-01-29",1.09
"776","2010-02-01",1.09
"777","2010-02-02",1.14
"778","2010-02-03",1.1
"779","2010-02-04",1.12
"780","2010-02-05",1.1
"781","2010-02-08",1.1
"782","2010-02-09",1.1
"783","2010-02-10",1.17
"784","2010-02-11",1.18
"785","2010-02-12",1.18
"786","2010-02-16",1.36
"787","2010-02-17",1.42
"788","2010-02-18",1.48
"789","2010-02-19",1.5
"790","2010-02-22",1.45
"791","2010-02-23",1.38
"792","2010-02-24",1.38
"793","2010-02-25",1.42
"794","2010-02-26",1.35
"795","2010-03-01",1.38
"796","2010-03-02",1.32
"797","2010-03-03",1.38
"798","2010-03-04",1.4
"799","2010-03-05",1.4
"800","2010-03-08",1.42
"801","2010-03-09",1.42
"802","2010-03-10",1.41
"803","2010-03-11",1.41
"804","2010-03-12",1.38
"805","2010-03-15",1.42
"806","2010-03-16",1.3
"807","2010-03-17",1.32
"808","2010-03-18",1.4
"809","2010-03-19",1.39
"810","2010-03-22",1.4
"811","2010-03-23",1.4
"812","2010-03-24",1.43
"813","2010-03-25",1.35
"814","2010-03-26",1.35
"815","2010-03-29",1.3
"816","2010-03-30",1.35
"817","2010-03-31",1.35
"818","2010-04-01",1.34
"819","2010-04-05",1.38
"820","2010-04-06",1.36
"821","2010-04-07",1.32
"822","2010-04-08",1.31
"823","2010-04-09",1.29
"824","2010-04-12",1.29
"825","2010-04-13",1.29
"826","2010-04-14",1.29
"827","2010-04-15",1.29
"828","2010-04-16",1.28
"829","2010-04-19",1.29
"830","2010-04-20",1.25
"831","2010-04-21",1.24
"832","2010-04-22",1.24
"833","2010-04-23",1.25
"834","2010-04-26",1.34
"835","2010-04-27",1.33
"836","2010-04-28",1.3
"837","2010-04-29",1.27
"838","2010-04-30",1.25
"839","2010-05-03",1.34
"840","2010-05-04",1.22
"841","2010-05-05",1.25
"842","2010-05-06",1.23
"843","2010-05-07",1.26
"844","2010-05-10",1.27
"845","2010-05-11",1.31
"846","2010-05-12",1.3
"847","2010-05-13",1.34
"848","2010-05-14",1.3
"849","2010-05-17",1.34
"850","2010-05-18",1.35
"851","2010-05-19",1.29
"852","2010-05-20",1.25
"853","2010-05-21",1.32
"854","2010-05-24",1.28
"855","2010-05-25",1.25
"856","2010-05-26",1.31
"857","2010-05-27",1.34
"858","2010-05-28",1.23
"859","2010-06-01",1.23
"860","2010-06-02",1.34
"861","2010-06-03",1.33
"862","2010-06-04",1.31
"863","2010-06-07",1.32
"864","2010-06-08",1.31
"865","2010-06-09",1.35
"866","2010-06-10",1.32
"867","2010-06-11",1.34
"868","2010-06-14",1.34
"869","2010-06-15",1.35
"870","2010-06-16",1.35
"871","2010-06-17",1.37
"872","2010-06-18",1.36
"873","2010-06-21",1.34
"874","2010-06-22",1.36
"875","2010-06-23",1.37
"876","2010-06-24",1.37
"877","2010-06-25",1.37
"878","2010-06-28",1.36
"879","2010-06-29",1.37
"880","2010-06-30",1.37
"881","2010-07-01",1.37
"882","2010-07-02",1.27
"883","2010-07-06",1.28
"884","2010-07-07",1.37
"885","2010-07-08",1.36
"886","2010-07-09",1.38
"887","2010-07-12",1.46
"888","2010-07-13",1.6
"889","2010-07-14",1.6
"890","2010-07-15",1.55
"891","2010-07-16",1.5
"892","2010-07-19",1.44
"893","2010-07-20",1.4
"894","2010-07-21",1.48
"895","2010-07-22",1.55
"896","2010-07-23",1.45
"897","2010-07-26",1.55
"898","2010-07-27",1.55
"899","2010-07-28",1.45
"900","2010-07-29",1.5
"901","2010-07-30",1.5
"902","2010-08-02",1.5
"903","2010-08-03",1.5
"904","2010-08-04",1.5
"905","2010-08-05",1.52
"906","2010-08-06",1.53
"907","2010-08-09",1.46
"908","2010-08-10",1.49
"909","2010-08-11",1.55
"910","2010-08-12",1.46
"911","2010-08-13",1.46
"912","2010-08-16",1.46
"913","2010-08-17",1.45
"914","2010-08-18",1.5
"915","2010-08-19",1.5
"916","2010-08-20",1.45
"917","2010-08-23",1.42
"918","2010-08-24",1.45
"919","2010-08-25",1.35
"920","2010-08-26",1.39
"921","2010-08-27",1.33
"922","2010-08-30",1.45
"923","2010-08-31",1.45
"924","2010-09-01",1.45
"925","2010-09-02",1.35
"926","2010-09-03",1.36
"927","2010-09-07",1.36
"928","2010-09-08",1.4
"929","2010-09-09",1.4
"930","2010-09-10",1.4
"931","2010-09-13",1.4
"932","2010-09-14",1.4
"933","2010-09-15",1.4
"934","2010-09-16",1.39
"935","2010-09-17",1.45
"936","2010-09-20",1.48
"937","2010-09-21",1.48
"938","2010-09-22",1.41
"939","2010-09-23",1.41
"940","2010-09-24",1.39
"941","2010-09-27",1.44
"942","2010-09-28",1.42
"943","2010-09-29",1.43
"944","2010-09-30",1.43
"945","2010-10-01",1.43
"946","2010-10-04",1.4
"947","2010-10-05",1.41
"948","2010-10-06",1.41
"949","2010-10-07",1.36
"950","2010-10-08",1.39
"951","2010-10-11",1.4
"952","2010-10-12",1.35
"953","2010-10-13",1.4
"954","2010-10-14",1.4
"955","2010-10-15",1.35
"956","2010-10-18",1.4
"957","2010-10-19",1.32
"958","2010-10-20",1.31
"959","2010-10-21",1.31
"960","2010-10-22",1.4
"961","2010-10-25",1.35
"962","2010-10-26",1.4
"963","2010-10-27",1.43
"964","2010-10-28",1.38
"965","2010-10-29",1.38
"966","2010-11-01",1.3
"967","2010-11-02",1.3
"968","2010-11-03",1.39
"969","2010-11-04",1.5
"970","2010-11-05",1.38
"971","2010-11-08",1.43
"972","2010-11-09",1.48
"973","2010-11-10",1.45
"974","2010-11-11",1.44
"975","2010-11-12",1.44
"976","2010-11-15",1.45
"977","2010-11-16",1.39
"978","2010-11-17",1.44
"979","2010-11-18",1.45
"980","2010-11-19",1.45
"981","2010-11-22",1.39
"982","2010-11-23",1.4
"983","2010-11-24",1.34
"984","2010-11-26",1.37
"985","2010-11-29",1.36
"986","2010-11-30",1.34
"987","2010-12-01",1.36
"988","2010-12-02",1.31
"989","2010-12-03",1.26
"990","2010-12-06",1.28
"991","2010-12-07",1.28
"992","2010-12-08",1.35
"993","2010-12-09",1.35
"994","2010-12-10",1.35
"995","2010-12-13",1.34
"996","2010-12-14",1.31
"997","2010-12-15",1.35
"998","2010-12-16",1.35
"999","2010-12-17",1.33
"1000","2010-12-20",1.34
"1001","2010-12-21",1.32
"1002","2010-12-22",1.28
"1003","2010-12-23",1.33
