"","date","PLMR"
"1","2019-04-17",18.99
"2","2019-04-18",18.5
"3","2019-04-22",18.790001
"4","2019-04-23",19.49
"5","2019-04-24",18.98
"6","2019-04-25",19.110001
"7","2019-04-26",19.16
"8","2019-04-29",19.98
"9","2019-04-30",19.98
"10","2019-05-01",20
"11","2019-05-02",19.879999
"12","2019-05-03",19.889999
"13","2019-05-06",19.799999
"14","2019-05-07",19.389999
"15","2019-05-08",19.65
"16","2019-05-09",19.290001
"17","2019-05-10",19.110001
"18","2019-05-13",19.33
"19","2019-05-14",20
"20","2019-05-15",20.190001
"21","2019-05-16",19.77
"22","2019-05-17",22.299999
"23","2019-05-20",23.379999
"24","2019-05-21",23.459999
"25","2019-05-22",23.620001
"26","2019-05-23",22.73
"27","2019-05-24",24.360001
"28","2019-05-28",23.75
"29","2019-05-29",24.129999
"30","2019-05-30",23.700001
"31","2019-05-31",23.200001
"32","2019-06-03",23.389999
"33","2019-06-04",23.709999
"34","2019-06-05",23.74
"35","2019-06-06",23.41
"36","2019-06-07",22.91
"37","2019-06-10",23.41
"38","2019-06-11",23.209999
"39","2019-06-12",23.5
"40","2019-06-13",24.67
"41","2019-06-14",24.700001
"42","2019-06-17",24.799999
"43","2019-06-18",24.83
"44","2019-06-19",23.84
"45","2019-06-20",23.549999
"46","2019-06-21",23.35
"47","2019-06-24",24.35
"48","2019-06-25",23.33
"49","2019-06-26",24.459999
"50","2019-06-27",24.83
"51","2019-06-28",24.040001
"52","2019-07-01",23.83
"53","2019-07-02",24.059999
"54","2019-07-03",24.190001
"55","2019-07-05",24.200001
"56","2019-07-08",24.370001
"57","2019-07-09",24.57
"58","2019-07-10",25.16
"59","2019-07-11",25.190001
"60","2019-07-12",25.6
"61","2019-07-15",25.76
"62","2019-07-16",25.42
"63","2019-07-17",24.84
"64","2019-07-18",25.360001
"65","2019-07-19",26.450001
"66","2019-07-22",26.389999
"67","2019-07-23",27
"68","2019-07-24",27.17
"69","2019-07-25",26.84
"70","2019-07-26",27.08
"71","2019-07-29",27.190001
"72","2019-07-30",28.610001
"73","2019-07-31",28.65
"74","2019-08-01",28.83
"75","2019-08-02",28.75
"76","2019-08-05",28.120001
"77","2019-08-06",29.34
"78","2019-08-07",29.42
"79","2019-08-08",29.219999
"80","2019-08-09",29.73
"81","2019-08-12",29.84
"82","2019-08-13",34.330002
"83","2019-08-14",34.09
"84","2019-08-15",35.130001
"85","2019-08-16",36.529999
"86","2019-08-19",36.860001
"87","2019-08-20",34.950001
"88","2019-08-21",35.099998
"89","2019-08-22",34.279999
"90","2019-08-23",33.830002
"91","2019-08-26",33.889999
"92","2019-08-27",33.310001
"93","2019-08-28",32.799999
"94","2019-08-29",34.560001
"95","2019-08-30",34.029999
"96","2019-09-03",33.98
"97","2019-09-04",35.040001
"98","2019-09-05",34.919998
"99","2019-09-06",34.77
"100","2019-09-09",35.389999
"101","2019-09-10",34.959999
"102","2019-09-11",34.77
"103","2019-09-12",34.540001
"104","2019-09-13",35.040001
"105","2019-09-16",34.32
"106","2019-09-17",34.299999
"107","2019-09-18",34.66
"108","2019-09-19",35.919998
"109","2019-09-20",37.939999
"110","2019-09-23",38.009998
"111","2019-09-24",35.580002
"112","2019-09-25",36.799999
"113","2019-09-26",36.5
"114","2019-09-27",36.540001
"115","2019-09-30",39.419998
"116","2019-10-01",38.540001
"117","2019-10-02",37.610001
"118","2019-10-03",37.709999
"119","2019-10-04",38.450001
"120","2019-10-07",38.990002
"121","2019-10-08",38.02
"122","2019-10-09",38
"123","2019-10-10",38.75
"124","2019-10-11",39.41
"125","2019-10-14",40.900002
"126","2019-10-15",40.66
"127","2019-10-16",41.779999
"128","2019-10-17",42.16
"129","2019-10-18",43.48
"130","2019-10-21",45.09
"131","2019-10-22",46.619999
"132","2019-10-23",43.009998
"133","2019-10-24",42.959999
"134","2019-10-25",44.119999
"135","2019-10-28",44.919998
"136","2019-10-29",45.439999
"137","2019-10-30",44.84
"138","2019-10-31",45.150002
"139","2019-11-01",44.099998
"140","2019-11-04",40.82
"141","2019-11-05",43.049999
"142","2019-11-06",44
"143","2019-11-07",44.84
"144","2019-11-08",45.119999
"145","2019-11-11",44.860001
"146","2019-11-12",44.610001
"147","2019-11-13",45.240002
"148","2019-11-14",45.549999
"149","2019-11-15",46.5
"150","2019-11-18",47.869999
"151","2019-11-19",48.16
"152","2019-11-20",50.32
"153","2019-11-21",50.709999
"154","2019-11-22",48.849998
"155","2019-11-25",50.759998
"156","2019-11-26",52.189999
"157","2019-11-27",53.77
"158","2019-11-29",54.57
"159","2019-12-02",52.970001
"160","2019-12-03",50.25
"161","2019-12-04",50.560001
"162","2019-12-05",50.799999
"163","2019-12-06",51.75
"164","2019-12-09",53.029999
"165","2019-12-10",54.110001
"166","2019-12-11",54.32
"167","2019-12-12",51.119999
"168","2019-12-13",50.759998
"169","2019-12-16",53.880001
"170","2019-12-17",53.77
"171","2019-12-18",53.450001
"172","2019-12-19",53.490002
"173","2019-12-20",55.509998
"174","2019-12-23",52.279999
"175","2019-12-24",52.369999
"176","2019-12-26",51.98
"177","2019-12-27",50.639999
"178","2019-12-30",48.599998
"179","2019-12-31",50.490002
"180","2020-01-02",48.43
"181","2020-01-03",48.720001
"182","2020-01-06",51.75
"183","2020-01-07",50.040001
"184","2020-01-08",50.799999
"185","2020-01-09",50.529999
"186","2020-01-10",48.540001
"187","2020-01-13",49.68
"188","2020-01-14",48.419998
"189","2020-01-15",48
"190","2020-01-16",48.73
"191","2020-01-17",48.560001
"192","2020-01-21",48.720001
"193","2020-01-22",51.009998
"194","2020-01-23",51.759998
"195","2020-01-24",51.91
"196","2020-01-27",52.310001
"197","2020-01-28",54.529999
"198","2020-01-29",52.759998
"199","2020-01-30",53.689999
"200","2020-01-31",53.450001
"201","2020-02-03",53.860001
"202","2020-02-04",54.700001
"203","2020-02-05",54.25
"204","2020-02-06",53.610001
"205","2020-02-07",53.950001
"206","2020-02-10",58.279999
"207","2020-02-11",58.09
"208","2020-02-12",58.060001
"209","2020-02-13",58.869999
"210","2020-02-14",57.830002
"211","2020-02-18",56.619999
"212","2020-02-19",57.619999
"213","2020-02-20",61.48
"214","2020-02-21",60.02
"215","2020-02-24",57.849998
"216","2020-02-25",54.619999
"217","2020-02-26",53.040001
"218","2020-02-27",51.779999
"219","2020-02-28",50.810001
"220","2020-03-02",52.639999
"221","2020-03-03",54.07
"222","2020-03-04",55.919998
"223","2020-03-05",55.810001
"224","2020-03-06",54.360001
"225","2020-03-09",50.93
"226","2020-03-10",51.119999
"227","2020-03-11",47.509998
"228","2020-03-12",42.509998
"229","2020-03-13",47.110001
"230","2020-03-16",41.959999
"231","2020-03-17",47.25
"232","2020-03-18",42.610001
"233","2020-03-19",43.610001
"234","2020-03-20",47.93
"235","2020-03-23",46.150002
"236","2020-03-24",50.990002
"237","2020-03-25",50.84
"238","2020-03-26",56.299999
"239","2020-03-27",55.540001
"240","2020-03-30",59.259998
"241","2020-03-31",58.16
"242","2020-04-01",54.720001
"243","2020-04-02",54.459999
"244","2020-04-03",48.990002
"245","2020-04-06",52.549999
"246","2020-04-07",50.419998
"247","2020-04-08",53.610001
"248","2020-04-09",56.639999
"249","2020-04-13",51.830002
"250","2020-04-14",56.52
"251","2020-04-15",55.869999
"252","2020-04-16",55.240002
"253","2020-04-17",58.189999
"254","2020-04-20",63.349998
"255","2020-04-21",55.16
"256","2020-04-22",58.974998
"257","2020-04-23",56.27
"258","2020-04-24",56.27
"259","2020-04-27",56.299999
"260","2020-04-28",56.330002
"261","2020-04-29",60.419998
"262","2020-04-30",58.5
"263","2020-05-01",53.790001
"264","2020-05-04",53.869999
"265","2020-05-05",57.560001
"266","2020-05-06",56.25
"267","2020-05-07",60.540001
"268","2020-05-08",59.799999
"269","2020-05-11",59.709999
"270","2020-05-12",57.869999
"271","2020-05-13",56.540001
"272","2020-05-14",56.240002
"273","2020-05-15",57.849998
"274","2020-05-18",60.299999
"275","2020-05-19",64.019997
"276","2020-05-20",62.25
"277","2020-05-21",61.779999
"278","2020-05-22",62.310001
"279","2020-05-26",63.470001
"280","2020-05-27",65.510002
"281","2020-05-28",74.760002
"282","2020-05-29",74.419998
"283","2020-06-01",76.419998
"284","2020-06-02",76.529999
"285","2020-06-03",81.75
"286","2020-06-04",82.809998
"287","2020-06-05",82.620003
"288","2020-06-08",79.980003
"289","2020-06-09",80.879997
"290","2020-06-10",78.800003
"291","2020-06-11",78.010002
"292","2020-06-12",78
"293","2020-06-15",81.419998
"294","2020-06-16",82.650002
"295","2020-06-17",84.300003
"296","2020-06-18",81.68
"297","2020-06-19",83.199997
"298","2020-06-22",83.610001
"299","2020-06-23",83.610001
"300","2020-06-24",84
"301","2020-06-25",83.230003
"302","2020-06-26",78.599998
"303","2020-06-29",81.970001
"304","2020-06-30",85.760002
"305","2020-07-01",87.970001
"306","2020-07-02",87.510002
"307","2020-07-06",88.43
"308","2020-07-07",87.440002
"309","2020-07-08",90.809998
"310","2020-07-09",90.459999
"311","2020-07-10",90.730003
"312","2020-07-13",87.129997
"313","2020-07-14",85.730003
"314","2020-07-15",82.470001
"315","2020-07-16",80.349998
"316","2020-07-17",81.199997
"317","2020-07-20",83.120003
"318","2020-07-21",84.919998
"319","2020-07-22",86.419998
"320","2020-07-23",84.529999
"321","2020-07-24",82.300003
"322","2020-07-27",84.160004
"323","2020-07-28",85.550003
"324","2020-07-29",88.110001
"325","2020-07-30",87.510002
"326","2020-07-31",91.339996
"327","2020-08-03",97.230003
"328","2020-08-04",95.449997
