"","date","PS"
"1","2018-05-17",20
"2","2018-05-18",20.879999
"3","2018-05-21",20.01
"4","2018-05-22",19.950001
"5","2018-05-23",21.299999
"6","2018-05-24",21.25
"7","2018-05-25",21.440001
"8","2018-05-29",21.57
"9","2018-05-30",22.040001
"10","2018-05-31",21.52
"11","2018-06-01",22.049999
"12","2018-06-04",23.76
"13","2018-06-05",23.129999
"14","2018-06-06",24.65
"15","2018-06-07",25.33
"16","2018-06-08",25.440001
"17","2018-06-11",27.32
"18","2018-06-12",26.450001
"19","2018-06-13",26.41
"20","2018-06-14",27.91
"21","2018-06-15",28.389999
"22","2018-06-18",28.27
"23","2018-06-19",26.27
"24","2018-06-20",24.91
"25","2018-06-21",24.92
"26","2018-06-22",26.26
"27","2018-06-25",25.41
"28","2018-06-26",25.059999
"29","2018-06-27",24.120001
"30","2018-06-28",24.190001
"31","2018-06-29",24.450001
"32","2018-07-02",24.48
"33","2018-07-03",25.82
"34","2018-07-05",25.780001
"35","2018-07-06",25.860001
"36","2018-07-09",22.969999
"37","2018-07-10",23.620001
"38","2018-07-11",23.68
"39","2018-07-12",24.09
"40","2018-07-13",23.790001
"41","2018-07-16",24.469999
"42","2018-07-17",25.76
"43","2018-07-18",26.43
"44","2018-07-19",24.860001
"45","2018-07-20",24.469999
"46","2018-07-23",24.639999
"47","2018-07-24",24.4
"48","2018-07-25",24.379999
"49","2018-07-26",23.99
"50","2018-07-27",22.219999
"51","2018-07-30",22.5
"52","2018-07-31",23.209999
"53","2018-08-01",23.709999
"54","2018-08-02",26.85
"55","2018-08-03",26.5
"56","2018-08-06",27.049999
"57","2018-08-07",27.02
"58","2018-08-08",27.01
"59","2018-08-09",27.120001
"60","2018-08-10",28.200001
"61","2018-08-13",28.620001
"62","2018-08-14",30.110001
"63","2018-08-15",29.24
"64","2018-08-16",31.450001
"65","2018-08-17",30.51
"66","2018-08-20",31.040001
"67","2018-08-21",32.27
"68","2018-08-22",32.84
"69","2018-08-23",31.959999
"70","2018-08-24",33.259998
"71","2018-08-27",33.450001
"72","2018-08-28",33.23
"73","2018-08-29",33.599998
"74","2018-08-30",33.599998
"75","2018-08-31",34.169998
"76","2018-09-04",34.91
"77","2018-09-05",34.709999
"78","2018-09-06",34.919998
"79","2018-09-07",35.349998
"80","2018-09-10",36.43
"81","2018-09-11",37.389999
"82","2018-09-12",36.5
"83","2018-09-13",36.049999
"84","2018-09-14",36.720001
"85","2018-09-17",33.549999
"86","2018-09-18",33.299999
"87","2018-09-19",32.07
"88","2018-09-20",32.77
"89","2018-09-21",33.02
"90","2018-09-24",32.68
"91","2018-09-25",31.540001
"92","2018-09-26",31.99
"93","2018-09-27",31.969999
"94","2018-09-28",32
"95","2018-10-01",31.1
"96","2018-10-02",29.209999
"97","2018-10-03",28.99
"98","2018-10-04",26.809999
"99","2018-10-05",26.48
"100","2018-10-08",25.93
"101","2018-10-09",25.440001
"102","2018-10-10",23.73
"103","2018-10-11",23.02
"104","2018-10-12",24.120001
"105","2018-10-15",23.549999
"106","2018-10-16",25.48
"107","2018-10-17",25.74
"108","2018-10-18",24.360001
"109","2018-10-19",23.41
"110","2018-10-22",23.209999
"111","2018-10-23",24.27
"112","2018-10-24",23.23
"113","2018-10-25",22.389999
"114","2018-10-26",22.120001
"115","2018-10-29",21.16
"116","2018-10-30",22.09
"117","2018-10-31",22.41
"118","2018-11-01",22.450001
"119","2018-11-02",21.84
"120","2018-11-05",21.469999
"121","2018-11-06",20.450001
"122","2018-11-07",22.530001
"123","2018-11-08",22.389999
"124","2018-11-09",21.23
"125","2018-11-12",20.219999
"126","2018-11-13",20.73
"127","2018-11-14",19.950001
"128","2018-11-15",21.66
"129","2018-11-16",22.07
"130","2018-11-19",19.780001
"131","2018-11-20",19.15
"132","2018-11-21",20.26
"133","2018-11-23",20.450001
"134","2018-11-26",21.33
"135","2018-11-27",20.49
"136","2018-11-28",22.379999
"137","2018-11-29",24.040001
"138","2018-11-30",24.09
"139","2018-12-03",25.65
"140","2018-12-04",24.1
"141","2018-12-06",25.25
"142","2018-12-07",23.540001
"143","2018-12-10",24.280001
"144","2018-12-11",24.07
"145","2018-12-12",24.74
"146","2018-12-13",24.34
"147","2018-12-14",23.889999
"148","2018-12-17",21.129999
"149","2018-12-18",21.969999
"150","2018-12-19",22.049999
"151","2018-12-20",21.360001
"152","2018-12-21",19.610001
"153","2018-12-24",19.01
"154","2018-12-26",21.559999
"155","2018-12-27",22.35
"156","2018-12-28",22.74
"157","2018-12-31",23.549999
"158","2019-01-02",22.450001
"159","2019-01-03",22.709999
"160","2019-01-04",24.950001
"161","2019-01-07",25.66
"162","2019-01-08",25.82
"163","2019-01-09",26.459999
"164","2019-01-10",26.99
"165","2019-01-11",27.459999
"166","2019-01-14",27.52
"167","2019-01-15",28.049999
"168","2019-01-16",28.15
"169","2019-01-17",28.67
"170","2019-01-18",28.99
"171","2019-01-22",28.6
"172","2019-01-23",28.790001
"173","2019-01-24",29.139999
"174","2019-01-25",29.43
"175","2019-01-28",29.450001
"176","2019-01-29",29.24
"177","2019-01-30",28.59
"178","2019-01-31",29.98
"179","2019-02-01",30.33
"180","2019-02-04",31.27
"181","2019-02-05",31.459999
"182","2019-02-06",31.25
"183","2019-02-07",31.440001
"184","2019-02-08",31.6
"185","2019-02-11",31.4
"186","2019-02-12",31.940001
"187","2019-02-13",31.610001
"188","2019-02-14",31.190001
"189","2019-02-15",29.99
"190","2019-02-19",29.200001
"191","2019-02-20",29.65
"192","2019-02-21",29.6
"193","2019-02-22",29.469999
"194","2019-02-25",29.540001
"195","2019-02-26",30.549999
"196","2019-02-27",31.17
"197","2019-02-28",32.509998
"198","2019-03-01",34.130001
"199","2019-03-04",32.990002
"200","2019-03-05",30.940001
"201","2019-03-06",29.6
"202","2019-03-07",28.950001
"203","2019-03-08",28.809999
"204","2019-03-11",28.870001
"205","2019-03-12",28.799999
"206","2019-03-13",29.18
"207","2019-03-14",29.02
"208","2019-03-15",29.41
"209","2019-03-18",29.950001
"210","2019-03-19",31.07
"211","2019-03-20",31.700001
"212","2019-03-21",32.41
"213","2019-03-22",31.27
"214","2019-03-25",31.01
"215","2019-03-26",31.690001
"216","2019-03-27",30.85
"217","2019-03-28",31.040001
"218","2019-03-29",31.74
"219","2019-04-01",31.459999
"220","2019-04-02",31.940001
"221","2019-04-03",32.049999
"222","2019-04-04",30.16
"223","2019-04-05",30.1
"224","2019-04-08",29.84
"225","2019-04-09",29.969999
"226","2019-04-10",30.450001
"227","2019-04-11",32.060001
"228","2019-04-12",32.049999
"229","2019-04-15",32.66
"230","2019-04-16",33.330002
"231","2019-04-17",32.330002
"232","2019-04-18",31.799999
"233","2019-04-22",32.380001
"234","2019-04-23",33.619999
"235","2019-04-24",33.25
"236","2019-04-25",33.849998
"237","2019-04-26",33.950001
"238","2019-04-29",34.48
"239","2019-04-30",35.490002
"240","2019-05-01",35.34
"241","2019-05-02",34.540001
"242","2019-05-03",34.34
"243","2019-05-06",33.98
"244","2019-05-07",32.709999
"245","2019-05-08",32.139999
"246","2019-05-09",32.509998
"247","2019-05-10",32.740002
"248","2019-05-13",30.719999
"249","2019-05-14",32.68
"250","2019-05-15",33.150002
"251","2019-05-16",34.41
"252","2019-05-17",33.830002
"253","2019-05-20",33.290001
"254","2019-05-21",33.990002
"255","2019-05-22",33.490002
"256","2019-05-23",33.09
"257","2019-05-24",33.23
"258","2019-05-28",33.540001
"259","2019-05-29",33.189999
"260","2019-05-30",33.540001
"261","2019-05-31",31.860001
"262","2019-06-03",29.76
"263","2019-06-04",30.440001
"264","2019-06-05",30.049999
"265","2019-06-06",30.91
"266","2019-06-07",31.18
"267","2019-06-10",31.120001
"268","2019-06-11",30.969999
"269","2019-06-12",29.780001
"270","2019-06-13",30.360001
"271","2019-06-14",29.99
"272","2019-06-17",31.200001
"273","2019-06-18",31.93
"274","2019-06-19",32.32
"275","2019-06-20",32.709999
"276","2019-06-21",31.940001
"277","2019-06-24",30.280001
"278","2019-06-25",29.370001
"279","2019-06-26",29.07
"280","2019-06-27",29.83
"281","2019-06-28",30.32
"282","2019-07-01",30.98
"283","2019-07-02",31.219999
"284","2019-07-03",31.57
"285","2019-07-05",31.299999
"286","2019-07-08",31.120001
"287","2019-07-09",31.75
"288","2019-07-10",32.310001
"289","2019-07-11",31.83
"290","2019-07-12",32.049999
"291","2019-07-15",31.379999
"292","2019-07-16",30.65
"293","2019-07-17",31.450001
"294","2019-07-18",30.709999
"295","2019-07-19",29.57
"296","2019-07-22",29.799999
"297","2019-07-23",29.77
"298","2019-07-24",30.35
"299","2019-07-25",30.02
"300","2019-07-26",30.73
"301","2019-07-29",30.99
"302","2019-07-30",31.780001
"303","2019-07-31",30.690001
"304","2019-08-01",18.559999
"305","2019-08-02",18.620001
"306","2019-08-05",17.639999
"307","2019-08-06",16.950001
"308","2019-08-07",16.129999
"309","2019-08-08",16.969999
"310","2019-08-09",16.629999
"311","2019-08-12",15.89
"312","2019-08-13",16.559999
"313","2019-08-14",16.32
"314","2019-08-15",15.63
"315","2019-08-16",15.69
"316","2019-08-19",15.75
"317","2019-08-20",15.72
"318","2019-08-21",16.030001
"319","2019-08-22",16
"320","2019-08-23",15.55
"321","2019-08-26",15.41
"322","2019-08-27",15.25
"323","2019-08-28",15.23
"324","2019-08-29",16.459999
"325","2019-08-30",16.1
"326","2019-09-03",15.87
"327","2019-09-04",15.25
"328","2019-09-05",15.4
"329","2019-09-06",15.9
"330","2019-09-09",15.64
"331","2019-09-10",16.049999
"332","2019-09-11",16.9
"333","2019-09-12",17.26
"334","2019-09-13",16.85
"335","2019-09-16",17.52
"336","2019-09-17",18.1
"337","2019-09-18",18.41
"338","2019-09-19",18.049999
"339","2019-09-20",18.23
"340","2019-09-23",17.59
"341","2019-09-24",17.25
"342","2019-09-25",17.08
"343","2019-09-26",16.655001
"344","2019-09-27",16.280001
"345","2019-09-30",16.795
"346","2019-10-01",16.690001
"347","2019-10-02",16.27
"348","2019-10-03",16.42
"349","2019-10-04",16.09
"350","2019-10-07",16.02
"351","2019-10-08",15.55
"352","2019-10-09",15.79
"353","2019-10-10",15.62
"354","2019-10-11",16.385
"355","2019-10-14",16.549999
"356","2019-10-15",16.514999
"357","2019-10-16",17.014999
"358","2019-10-17",17.219999
"359","2019-10-18",16.790001
"360","2019-10-21",17.09
"361","2019-10-22",16.969999
"362","2019-10-23",17.389999
"363","2019-10-24",17.66
"364","2019-10-25",18.32
"365","2019-10-28",18.57
"366","2019-10-29",17.809999
"367","2019-10-30",18.315001
"368","2019-10-31",18.08
"369","2019-11-01",17.35
"370","2019-11-04",18.23
"371","2019-11-05",17.860001
"372","2019-11-06",17.690001
"373","2019-11-07",17.639999
"374","2019-11-08",17.620001
"375","2019-11-11",17.440001
"376","2019-11-12",17.4
"377","2019-11-13",17.360001
"378","2019-11-14",17.709999
"379","2019-11-15",17.99
"380","2019-11-18",17.48
"381","2019-11-19",17.290001
"382","2019-11-20",17.639999
"383","2019-11-21",17.780001
"384","2019-11-22",17.84
"385","2019-11-25",17.23
"386","2019-11-26",16.434999
"387","2019-11-27",16.620001
"388","2019-11-29",16.99
"389","2019-12-02",16.200001
"390","2019-12-03",16.200001
"391","2019-12-04",16.35
"392","2019-12-05",16.139999
"393","2019-12-06",16.49
"394","2019-12-09",16.459999
"395","2019-12-10",16.440001
"396","2019-12-11",15.96
"397","2019-12-12",16.129999
"398","2019-12-13",16.02
"399","2019-12-16",16.440001
"400","2019-12-17",16.76
"401","2019-12-18",17.040001
"402","2019-12-19",17.209999
"403","2019-12-20",17.280001
"404","2019-12-23",17.370001
"405","2019-12-24",17.17
"406","2019-12-26",17.59
"407","2019-12-27",17.190001
"408","2019-12-30",16.700001
"409","2019-12-31",17.209999
"410","2020-01-02",17
"411","2020-01-03",16.92
"412","2020-01-06",17.26
"413","2020-01-07",17.15
"414","2020-01-08",17.43
"415","2020-01-09",17.799999
"416","2020-01-10",17.895
"417","2020-01-13",18.02
"418","2020-01-14",19.059999
"419","2020-01-15",19.75
"420","2020-01-16",20.08
"421","2020-01-17",19.76
"422","2020-01-21",19.715
"423","2020-01-22",19.41
"424","2020-01-23",19.92
"425","2020-01-24",19.77
"426","2020-01-27",19.459999
"427","2020-01-28",20.01
"428","2020-01-29",19.940001
"429","2020-01-30",19.76
"430","2020-01-31",19.389999
"431","2020-02-03",19.68
"432","2020-02-04",19.790001
"433","2020-02-05",19.035
"434","2020-02-06",19.73
"435","2020-02-07",19.469999
"436","2020-02-10",19.98
"437","2020-02-11",19.92
"438","2020-02-12",20.639999
"439","2020-02-13",18.73
"440","2020-02-14",18.66
"441","2020-02-18",19.02
"442","2020-02-19",20.059999
"443","2020-02-20",20.34
"444","2020-02-21",19.18
"445","2020-02-24",18.950001
"446","2020-02-25",18.450001
"447","2020-02-26",18.41
"448","2020-02-27",17.25
"449","2020-02-28",17.83
"450","2020-03-02",17.26
"451","2020-03-03",16.799999
"452","2020-03-04",17.309999
"453","2020-03-05",16.209999
"454","2020-03-06",15.48
"455","2020-03-09",13.78
"456","2020-03-10",14.06
"457","2020-03-11",12.68
"458","2020-03-12",12.07
"459","2020-03-13",11.57
"460","2020-03-16",9.15
"461","2020-03-17",8.62
"462","2020-03-18",7.66
"463","2020-03-19",9.41
"464","2020-03-20",9.05
"465","2020-03-23",8.7
"466","2020-03-24",11.01
"467","2020-03-25",11.28
"468","2020-03-26",13
"469","2020-03-27",12.6
"470","2020-03-30",11.51
"471","2020-03-31",10.98
"472","2020-04-01",10.13
"473","2020-04-02",9.5
"474","2020-04-03",9.83
"475","2020-04-06",11.05
"476","2020-04-07",11.11
"477","2020-04-08",11.52
"478","2020-04-09",12.34
"479","2020-04-13",12.13
"480","2020-04-14",13.14
"481","2020-04-15",13.28
"482","2020-04-16",13.34
"483","2020-04-17",14.39
"484","2020-04-20",13.73
"485","2020-04-21",13.19
"486","2020-04-22",14.37
"487","2020-04-23",14.32
"488","2020-04-24",14.77
"489","2020-04-27",16.08
"490","2020-04-28",15.65
"491","2020-04-29",16.99
"492","2020-04-30",16.440001
"493","2020-05-01",15.51
"494","2020-05-04",15.04
"495","2020-05-05",15.99
"496","2020-05-06",17.33
"497","2020-05-07",18.33
"498","2020-05-08",18.379999
"499","2020-05-11",18.52
"500","2020-05-12",17.73
"501","2020-05-13",17.969999
"502","2020-05-14",18.790001
"503","2020-05-15",19.049999
"504","2020-05-18",18.57
"505","2020-05-19",18.77
"506","2020-05-20",20.174999
"507","2020-05-21",20.299999
"508","2020-05-22",21.59
"509","2020-05-26",20.860001
"510","2020-05-27",20.709999
"511","2020-05-28",20.49
"512","2020-05-29",20.83
"513","2020-06-01",21.35
"514","2020-06-02",20.860001
"515","2020-06-03",20.76
"516","2020-06-04",20.65
"517","2020-06-05",21.01
"518","2020-06-08",22.139999
"519","2020-06-09",20.030001
"520","2020-06-10",19.450001
"521","2020-06-11",17.99
"522","2020-06-12",17.950001
"523","2020-06-15",17.27
"524","2020-06-16",18.25
"525","2020-06-17",17.41
"526","2020-06-18",17.299999
"527","2020-06-19",17.709999
"528","2020-06-22",18.459999
"529","2020-06-23",17.99
"530","2020-06-24",17.08
"531","2020-06-25",17.299999
"532","2020-06-26",17.5
"533","2020-06-29",17.35
"534","2020-06-30",18.049999
"535","2020-07-01",18.82
"536","2020-07-02",19.030001
"537","2020-07-06",18.889999
"538","2020-07-07",18.48
"539","2020-07-08",19.02
"540","2020-07-09",19.4
"541","2020-07-10",18.969999
"542","2020-07-13",17.709999
"543","2020-07-14",18.51
"544","2020-07-15",18.700001
"545","2020-07-16",18.280001
"546","2020-07-17",18.84
"547","2020-07-20",19.459999
"548","2020-07-21",19.459999
"549","2020-07-22",19.15
"550","2020-07-23",18.799999
"551","2020-07-24",18.26
"552","2020-07-27",19.450001
"553","2020-07-28",19.209999
"554","2020-07-29",19.66
"555","2020-07-30",21.5
"556","2020-07-31",21.17
"557","2020-08-03",21.65
"558","2020-08-04",21.82
"559","2020-08-05",22.360001
"560","2020-08-06",21.84
