"","date","GSK"
"1","2007-01-03",53.810001
"2","2007-01-04",54.720001
"3","2007-01-05",53.959999
"4","2007-01-08",52.66
"5","2007-01-09",52.669998
"6","2007-01-10",52.73
"7","2007-01-11",53.07
"8","2007-01-12",53.75
"9","2007-01-16",54.540001
"10","2007-01-17",55.23
"11","2007-01-18",55.75
"12","2007-01-19",55.950001
"13","2007-01-22",55.59
"14","2007-01-23",55.580002
"15","2007-01-24",55.630001
"16","2007-01-25",54.849998
"17","2007-01-26",54.610001
"18","2007-01-29",54.52
"19","2007-01-30",54.599998
"20","2007-01-31",54.130001
"21","2007-02-01",54.709999
"22","2007-02-02",55.810001
"23","2007-02-05",55.139999
"24","2007-02-06",55.560001
"25","2007-02-07",55.349998
"26","2007-02-08",55.84
"27","2007-02-09",56.380001
"28","2007-02-12",56.740002
"29","2007-02-13",57.82
"30","2007-02-14",58.369999
"31","2007-02-15",57.650002
"32","2007-02-16",57.779999
"33","2007-02-20",58
"34","2007-02-21",57.099998
"35","2007-02-22",56.360001
"36","2007-02-23",56.919998
"37","2007-02-26",56.91
"38","2007-02-27",55.700001
"39","2007-02-28",56.139999
"40","2007-03-01",55.869999
"41","2007-03-02",54.610001
"42","2007-03-05",53.970001
"43","2007-03-06",54.990002
"44","2007-03-07",55.07
"45","2007-03-08",55.630001
"46","2007-03-09",55.59
"47","2007-03-12",56
"48","2007-03-13",55.25
"49","2007-03-14",54.830002
"50","2007-03-15",54.720001
"51","2007-03-16",54.549999
"52","2007-03-19",54.790001
"53","2007-03-20",55.619999
"54","2007-03-21",56.25
"55","2007-03-22",55.48
"56","2007-03-23",54.84
"57","2007-03-26",55.16
"58","2007-03-27",54.630001
"59","2007-03-28",54.040001
"60","2007-03-29",54.549999
"61","2007-03-30",55.259998
"62","2007-04-02",55.189999
"63","2007-04-03",55.73
"64","2007-04-04",56.099998
"65","2007-04-05",56.240002
"66","2007-04-09",56.119999
"67","2007-04-10",55.950001
"68","2007-04-11",55.93
"69","2007-04-12",57.07
"70","2007-04-13",58.099998
"71","2007-04-16",58.830002
"72","2007-04-17",58.959999
"73","2007-04-18",58.68
"74","2007-04-19",59.099998
"75","2007-04-20",59.349998
"76","2007-04-23",58.490002
"77","2007-04-24",58.810001
"78","2007-04-25",58.790001
"79","2007-04-26",58.419998
"80","2007-04-27",57.939999
"81","2007-04-30",57.779999
"82","2007-05-01",57.509998
"83","2007-05-02",57.68
"84","2007-05-03",57.439999
"85","2007-05-04",57.900002
"86","2007-05-07",58.119999
"87","2007-05-08",57.82
"88","2007-05-09",57.389999
"89","2007-05-10",56.419998
"90","2007-05-11",56.810001
"91","2007-05-14",56.66
"92","2007-05-15",56.810001
"93","2007-05-16",56.799999
"94","2007-05-17",57.349998
"95","2007-05-18",57.709999
"96","2007-05-21",53.18
"97","2007-05-22",53.93
"98","2007-05-23",53.32
"99","2007-05-24",52.59
"100","2007-05-25",52.43
"101","2007-05-29",52.060001
"102","2007-05-30",52.720001
"103","2007-05-31",52.18
"104","2007-06-01",51.279999
"105","2007-06-04",51.810001
"106","2007-06-05",51.900002
"107","2007-06-06",51.459999
"108","2007-06-07",51.34
"109","2007-06-08",51.57
"110","2007-06-11",52.419998
"111","2007-06-12",52.040001
"112","2007-06-13",52.369999
"113","2007-06-14",52.139999
"114","2007-06-15",52.75
"115","2007-06-18",52.48
"116","2007-06-19",52.599998
"117","2007-06-20",52.400002
"118","2007-06-21",52.25
"119","2007-06-22",51.830002
"120","2007-06-25",51.66
"121","2007-06-26",52.169998
"122","2007-06-27",52.669998
"123","2007-06-28",52.450001
"124","2007-06-29",52.369999
"125","2007-07-02",52.369999
"126","2007-07-03",52.560001
"127","2007-07-05",52.110001
"128","2007-07-06",51.799999
"129","2007-07-09",51.68
"130","2007-07-10",51.540001
"131","2007-07-11",51.709999
"132","2007-07-12",52.639999
"133","2007-07-13",52.540001
"134","2007-07-16",53.389999
"135","2007-07-17",53.119999
"136","2007-07-18",52.290001
"137","2007-07-19",52.970001
"138","2007-07-20",52.639999
"139","2007-07-23",52.080002
"140","2007-07-24",51.299999
"141","2007-07-25",52.630001
"142","2007-07-26",51.23
"143","2007-07-27",49.630001
"144","2007-07-30",49.43
"145","2007-07-31",51.080002
"146","2007-08-01",51.610001
"147","2007-08-02",51.860001
"148","2007-08-03",51.009998
"149","2007-08-06",52.290001
"150","2007-08-07",52.48
"151","2007-08-08",52.759998
"152","2007-08-09",52.450001
"153","2007-08-10",52.060001
"154","2007-08-13",51.549999
"155","2007-08-14",50.509998
"156","2007-08-15",49.720001
"157","2007-08-16",49.799999
"158","2007-08-17",50.689999
"159","2007-08-20",50.790001
"160","2007-08-21",50.990002
"161","2007-08-22",51.48
"162","2007-08-23",51.580002
"163","2007-08-24",52.220001
"164","2007-08-27",52.169998
"165","2007-08-28",51.23
"166","2007-08-29",51.599998
"167","2007-08-30",51.220001
"168","2007-08-31",52.220001
"169","2007-09-04",53.02
"170","2007-09-05",53.150002
"171","2007-09-06",53.459999
"172","2007-09-07",53.07
"173","2007-09-10",53.049999
"174","2007-09-11",54.009998
"175","2007-09-12",53.720001
"176","2007-09-13",54.080002
"177","2007-09-14",53.41
"178","2007-09-17",52.869999
"179","2007-09-18",53.349998
"180","2007-09-19",53.48
"181","2007-09-20",53.639999
"182","2007-09-21",54.23
"183","2007-09-24",53.650002
"184","2007-09-25",53.5
"185","2007-09-26",53.23
"186","2007-09-27",53.18
"187","2007-09-28",53.200001
"188","2007-10-01",53.75
"189","2007-10-02",53.810001
"190","2007-10-03",53.889999
"191","2007-10-04",54.139999
"192","2007-10-05",54.07
"193","2007-10-08",53.619999
"194","2007-10-09",53.599998
"195","2007-10-10",53.360001
"196","2007-10-11",52.259998
"197","2007-10-12",52.220001
"198","2007-10-15",52.349998
"199","2007-10-16",51.810001
"200","2007-10-17",51.549999
"201","2007-10-18",51.259998
"202","2007-10-19",50.759998
"203","2007-10-22",50.75
"204","2007-10-23",52.080002
"205","2007-10-24",51.310001
"206","2007-10-25",50.75
"207","2007-10-26",50.52
"208","2007-10-29",51.040001
"209","2007-10-30",51.200001
"210","2007-10-31",51.25
"211","2007-11-01",50.810001
"212","2007-11-02",50.82
"213","2007-11-05",50.639999
"214","2007-11-06",50.98
"215","2007-11-07",50.110001
"216","2007-11-08",50.900002
"217","2007-11-09",49.720001
"218","2007-11-12",48.950001
"219","2007-11-13",50.599998
"220","2007-11-14",49.990002
"221","2007-11-15",49.279999
"222","2007-11-16",48.950001
"223","2007-11-19",48
"224","2007-11-20",48.209999
"225","2007-11-21",47.869999
"226","2007-11-23",50.790001
"227","2007-11-26",50.189999
"228","2007-11-27",50.349998
"229","2007-11-28",51.48
"230","2007-11-29",52.220001
"231","2007-11-30",52.68
"232","2007-12-03",53.169998
"233","2007-12-04",52.540001
"234","2007-12-05",52.73
"235","2007-12-06",52.849998
"236","2007-12-07",53.27
"237","2007-12-10",53.27
"238","2007-12-11",52.41
"239","2007-12-12",53.43
"240","2007-12-13",53.93
"241","2007-12-14",53
"242","2007-12-17",51.599998
"243","2007-12-18",50.889999
"244","2007-12-19",51.029999
"245","2007-12-20",50.73
"246","2007-12-21",50.91
"247","2007-12-24",51.240002
"248","2007-12-26",51.009998
"249","2007-12-27",51.32
"250","2007-12-28",50.75
"251","2007-12-31",50.389999
"252","2008-01-02",50.169998
"253","2008-01-03",50.77
"254","2008-01-04",50.290001
"255","2008-01-07",52.75
"256","2008-01-08",53.439999
"257","2008-01-09",54.360001
"258","2008-01-10",54.169998
"259","2008-01-11",53.139999
"260","2008-01-14",52.75
"261","2008-01-15",52.27
"262","2008-01-16",51.610001
"263","2008-01-17",50.700001
"264","2008-01-18",50.43
"265","2008-01-22",48.84
"266","2008-01-23",48.349998
"267","2008-01-24",47.950001
"268","2008-01-25",46.919998
"269","2008-01-28",47.630001
"270","2008-01-29",47.540001
"271","2008-01-30",46.77
"272","2008-01-31",47.380001
"273","2008-02-01",47.009998
"274","2008-02-04",46.869999
"275","2008-02-05",45.610001
"276","2008-02-06",45.880001
"277","2008-02-07",42.389999
"278","2008-02-08",42.16
"279","2008-02-11",42.900002
"280","2008-02-12",44.080002
"281","2008-02-13",43.66
"282","2008-02-14",43.32
"283","2008-02-15",44.189999
"284","2008-02-19",44.75
"285","2008-02-20",44.310001
"286","2008-02-21",44.5
"287","2008-02-22",44.080002
"288","2008-02-25",44.950001
"289","2008-02-26",45.849998
"290","2008-02-27",45.470001
"291","2008-02-28",45.049999
"292","2008-02-29",43.91
"293","2008-03-03",44.5
"294","2008-03-04",43.66
"295","2008-03-05",42.400002
"296","2008-03-06",42.110001
"297","2008-03-07",42.41
"298","2008-03-10",41.360001
"299","2008-03-11",41.860001
"300","2008-03-12",42.119999
"301","2008-03-13",41.439999
"302","2008-03-14",40.849998
"303","2008-03-17",41.029999
"304","2008-03-18",42.32
"305","2008-03-19",41.540001
"306","2008-03-20",41.990002
"307","2008-03-24",42.139999
"308","2008-03-25",43.07
"309","2008-03-26",41.970001
"310","2008-03-27",42.580002
"311","2008-03-28",42.279999
"312","2008-03-31",42.43
"313","2008-04-01",44.200001
"314","2008-04-02",44.509998
"315","2008-04-03",44.720001
"316","2008-04-04",45.330002
"317","2008-04-07",45.029999
"318","2008-04-08",43.240002
"319","2008-04-09",43.41
"320","2008-04-10",43.84
"321","2008-04-11",42.549999
"322","2008-04-14",42.34
"323","2008-04-15",42.209999
"324","2008-04-16",42.610001
"325","2008-04-17",42.66
"326","2008-04-18",43.32
"327","2008-04-21",43.400002
"328","2008-04-22",43.73
"329","2008-04-23",44.610001
"330","2008-04-24",44.119999
"331","2008-04-25",45.119999
"332","2008-04-28",44.82
"333","2008-04-29",44.419998
"334","2008-04-30",44.110001
"335","2008-05-01",44.919998
"336","2008-05-02",45.360001
"337","2008-05-05",44.889999
"338","2008-05-06",44.75
"339","2008-05-07",43.700001
"340","2008-05-08",44.389999
"341","2008-05-09",43.900002
"342","2008-05-12",44.130001
"343","2008-05-13",43.689999
"344","2008-05-14",43.610001
"345","2008-05-15",43.990002
"346","2008-05-16",44.459999
"347","2008-05-19",44.919998
"348","2008-05-20",45.299999
"349","2008-05-21",44.57
"350","2008-05-22",44.849998
"351","2008-05-23",44.490002
"352","2008-05-27",43.889999
"353","2008-05-28",44.029999
"354","2008-05-29",43.98
"355","2008-05-30",44.529999
"356","2008-06-02",43.650002
"357","2008-06-03",43.709999
"358","2008-06-04",42.939999
"359","2008-06-05",43.220001
"360","2008-06-06",42.330002
"361","2008-06-09",42.400002
"362","2008-06-10",41.720001
"363","2008-06-11",41.389999
"364","2008-06-12",41.599998
"365","2008-06-13",42.040001
"366","2008-06-16",42.849998
"367","2008-06-17",42.119999
"368","2008-06-18",42.950001
"369","2008-06-19",43.639999
"370","2008-06-20",43.32
