"","date","MNSB"
"1","2007-01-03",12.752381
"2","2007-01-04",12.752381
"3","2007-01-05",12.752381
"4","2007-01-08",12.752381
"5","2007-01-09",12.752381
"6","2007-01-10",12.857142
"7","2007-01-11",12.619047
"8","2007-01-12",12.380953
"9","2007-01-16",12.142858
"10","2007-01-17",12.142858
"11","2007-01-18",12.142858
"12","2007-01-19",12.857142
"13","2007-01-22",12.857142
"14","2007-01-23",11.714286
"15","2007-01-24",11.904762
"16","2007-01-25",11.904762
"17","2007-01-26",13.047619
"18","2007-01-29",13.047619
"19","2007-01-30",12.285714
"20","2007-01-31",12.285714
"21","2007-02-01",12.285714
"22","2007-02-02",12.285714
"23","2007-02-05",12.285714
"24","2007-02-06",12.285714
"25","2007-02-07",12.285714
"26","2007-02-08",12.476191
"27","2007-02-09",12.476191
"28","2007-02-12",12.476191
"29","2007-02-13",12.476191
"30","2007-02-14",12.476191
"31","2007-02-15",12.476191
"32","2007-02-16",12.476191
"33","2007-02-20",12.476191
"34","2007-02-21",12.476191
"35","2007-02-22",12.857142
"36","2007-02-23",12.857142
"37","2007-02-26",12.857142
"38","2007-02-27",12.857142
"39","2007-02-28",12.857142
"40","2007-03-01",12.857142
"41","2007-03-02",12.857142
"42","2007-03-05",12.857142
"43","2007-03-06",12.857142
"44","2007-03-07",12.619047
"45","2007-03-08",12.619047
"46","2007-03-09",12.523809
"47","2007-03-12",12.523809
"48","2007-03-13",12.523809
"49","2007-03-14",12.304762
"50","2007-03-15",12.304762
"51","2007-03-16",12.304762
"52","2007-03-19",12.304762
"53","2007-03-20",12.304762
"54","2007-03-21",12.304762
"55","2007-03-22",12.304762
"56","2007-03-23",11.952381
"57","2007-03-26",11.952381
"58","2007-03-27",12.142858
"59","2007-03-28",12.142858
"60","2007-03-29",12.142858
"61","2007-03-30",12.142858
"62","2007-04-02",12
"63","2007-04-03",12
"64","2007-04-04",11.809524
"65","2007-04-05",11.904762
"66","2007-04-09",11.904762
"67","2007-04-10",11.761905
"68","2007-04-11",11.761905
"69","2007-04-12",11.761905
"70","2007-04-13",11.761905
"71","2007-04-16",11.761905
"72","2007-04-17",11.761905
"73","2007-04-18",11.904762
"74","2007-04-19",11.523809
"75","2007-04-20",11.238095
"76","2007-04-23",11.238095
"77","2007-04-24",11.238095
"78","2007-04-25",11.238095
"79","2007-04-26",11.285714
"80","2007-04-27",11.238095
"81","2007-04-30",11.285714
"82","2007-05-01",11.142858
"83","2007-05-02",10.952381
"84","2007-05-03",10.809524
"85","2007-05-04",10.761905
"86","2007-05-07",10.761905
"87","2007-05-08",10.761905
"88","2007-05-09",10.2
"89","2007-05-10",10.476191
"90","2007-05-11",10.476191
"91","2007-05-14",10.380953
"92","2007-05-15",10.380953
"93","2007-05-16",10.380953
"94","2007-05-17",10.380953
"95","2007-05-18",10.380953
"96","2007-05-21",10.333333
"97","2007-05-22",10.209524
"98","2007-05-23",10.095238
"99","2007-05-24",10.095238
"100","2007-05-25",10.380953
"101","2007-05-29",10.380953
"102","2007-05-30",10.857142
"103","2007-05-31",10.857142
"104","2007-06-01",10.857142
"105","2007-06-04",10.495238
"106","2007-06-05",10.495238
"107","2007-06-06",10.495238
"108","2007-06-07",10.495238
"109","2007-06-08",10.495238
"110","2007-06-11",10.666667
"111","2007-06-12",10.514286
"112","2007-06-13",10.514286
"113","2007-06-14",10.514286
"114","2007-06-15",10.714286
"115","2007-06-18",10.714286
"116","2007-06-19",10.666667
"117","2007-06-20",10.571428
"118","2007-06-21",10.476191
"119","2007-06-22",10.380953
"120","2007-06-25",10.285714
"121","2007-06-26",10.285714
"122","2007-06-27",10.095238
"123","2007-06-28",10.095238
"124","2007-06-29",10.047619
"125","2007-07-02",10.142858
"126","2007-07-03",10.047619
"127","2007-07-05",10.047619
"128","2007-07-06",10.047619
"129","2007-07-09",10.285714
"130","2007-07-10",10.285714
"131","2007-07-11",10.285714
"132","2007-07-12",10.285714
"133","2007-07-13",10.190476
"134","2007-07-16",10.190476
"135","2007-07-17",10.190476
"136","2007-07-18",10.190476
"137","2007-07-19",10.190476
"138","2007-07-20",9.761905
"139","2007-07-23",9.761905
"140","2007-07-24",9.761905
"141","2007-07-25",9.761905
"142","2007-07-26",9.761905
"143","2007-07-27",9.761905
"144","2007-07-30",9.761905
"145","2007-07-31",9.761905
"146","2007-08-01",9.714286
"147","2007-08-02",9.857142
"148","2007-08-03",9.523809
"149","2007-08-06",9.523809
"150","2007-08-07",9.523809
"151","2007-08-08",9.047619
"152","2007-08-09",9.285714
"153","2007-08-10",9.095238
"154","2007-08-13",9.095238
"155","2007-08-14",9.095238
"156","2007-08-15",9.190476
"157","2007-08-16",9.190476
"158","2007-08-17",9.190476
"159","2007-08-20",9.190476
"160","2007-08-21",9.190476
"161","2007-08-22",9.190476
"162","2007-08-23",9.190476
"163","2007-08-24",9.190476
"164","2007-08-27",9.190476
"165","2007-08-28",9.380953
"166","2007-08-29",9.380953
"167","2007-08-30",9.380953
"168","2007-08-31",9.380953
"169","2007-09-04",9.380953
"170","2007-09-05",9.142858
"171","2007-09-06",9.142858
"172","2007-09-07",9.142858
"173","2007-09-10",9.142858
"174","2007-09-11",9.142858
"175","2007-09-12",9.142858
"176","2007-09-13",9.142858
"177","2007-09-14",9.285714
"178","2007-09-17",9.619047
"179","2007-09-18",9.619047
"180","2007-09-19",9.619047
"181","2007-09-20",9.619047
"182","2007-09-21",9.809524
"183","2007-09-24",9.809524
"184","2007-09-25",9.714286
"185","2007-09-26",9.714286
"186","2007-09-27",9.714286
"187","2007-09-28",9.380953
"188","2007-10-01",9.380953
"189","2007-10-02",9.380953
"190","2007-10-03",9.380953
"191","2007-10-04",9.238095
"192","2007-10-05",9.238095
"193","2007-10-08",9.238095
"194","2007-10-09",9.238095
"195","2007-10-10",9.238095
"196","2007-10-11",9.352381
"197","2007-10-12",9.352381
"198","2007-10-15",9.380953
"199","2007-10-16",9.380953
"200","2007-10-17",9.380953
"201","2007-10-18",9.380953
"202","2007-10-19",9.476191
"203","2007-10-22",8.904762
"204","2007-10-23",8.904762
"205","2007-10-24",8.571428
"206","2007-10-25",8.571428
"207","2007-10-26",8.571428
"208","2007-10-29",8.571428
"209","2007-10-30",8.571428
"210","2007-10-31",8.571428
"211","2007-11-01",8.571428
"212","2007-11-02",8.047619
"213","2007-11-05",8.047619
"214","2007-11-06",8.047619
"215","2007-11-07",8.047619
"216","2007-11-08",8.047619
"217","2007-11-09",8.047619
"218","2007-11-12",8.047619
"219","2007-11-13",8.047619
"220","2007-11-14",8.047619
"221","2007-11-15",8.047619
"222","2007-11-16",8.047619
"223","2007-11-19",7.838095
"224","2007-11-20",7.952381
"225","2007-11-21",7.952381
"226","2007-11-23",7.952381
"227","2007-11-26",7.952381
"228","2007-11-27",7.952381
"229","2007-11-28",7.952381
"230","2007-11-29",7.952381
"231","2007-11-30",7.952381
"232","2007-12-03",6.714286
"233","2007-12-04",7.142857
"234","2007-12-05",7.476191
"235","2007-12-06",7.476191
"236","2007-12-07",7.380952
"237","2007-12-10",7.380952
"238","2007-12-11",7.285714
"239","2007-12-12",7.838095
"240","2007-12-13",7.857143
"241","2007-12-14",7.857143
"242","2007-12-17",7.857143
"243","2007-12-18",7.857143
"244","2007-12-19",7.857143
"245","2007-12-20",7.628572
"246","2007-12-21",7.285714
"247","2007-12-24",7.380952
"248","2007-12-26",7.142857
"249","2007-12-27",7.142857
"250","2007-12-28",6.809524
"251","2007-12-31",7.857143
"252","2008-01-02",7.857143
"253","2008-01-03",7.857143
"254","2008-01-04",7.857143
"255","2008-01-07",7.857143
"256","2008-01-08",7.857143
"257","2008-01-09",7.047619
"258","2008-01-10",7.047619
"259","2008-01-11",7.047619
"260","2008-01-14",7.047619
"261","2008-01-15",7.047619
"262","2008-01-16",7.047619
"263","2008-01-17",7.047619
"264","2008-01-18",7.047619
"265","2008-01-22",6.952381
"266","2008-01-23",6.952381
"267","2008-01-24",6.952381
"268","2008-01-25",6.952381
"269","2008-01-28",6.952381
"270","2008-01-29",6.952381
"271","2008-01-30",6.952381
"272","2008-01-31",6.952381
"273","2008-02-01",6.952381
"274","2008-02-04",6.952381
"275","2008-02-05",6.952381
"276","2008-02-06",6.952381
"277","2008-02-07",6.761905
"278","2008-02-08",6.761905
"279","2008-02-11",6.771429
"280","2008-02-12",6.771429
"281","2008-02-13",6.771429
"282","2008-02-14",6.771429
"283","2008-02-15",6.771429
"284","2008-02-19",6.914286
"285","2008-02-20",6.92381
"286","2008-02-21",7
"287","2008-02-22",7
"288","2008-02-25",7
"289","2008-02-26",7
"290","2008-02-27",7
"291","2008-02-28",7.095238
"292","2008-02-29",7.095238
"293","2008-03-03",7.047619
"294","2008-03-04",7.047619
"295","2008-03-05",7.095238
"296","2008-03-06",7.095238
"297","2008-03-07",7.047619
"298","2008-03-10",7.047619
"299","2008-03-11",7.047619
"300","2008-03-12",6.952381
"301","2008-03-13",6.952381
"302","2008-03-14",6.952381
"303","2008-03-17",6.761905
"304","2008-03-18",6.761905
"305","2008-03-19",6.761905
"306","2008-03-20",6.761905
"307","2008-03-24",6.761905
"308","2008-03-25",6.761905
"309","2008-03-26",6.761905
"310","2008-03-27",6.761905
"311","2008-03-28",6.761905
"312","2008-03-31",7.142857
"313","2008-04-01",7.523809
"314","2008-04-02",7.523809
"315","2008-04-03",7.523809
"316","2008-04-04",7.523809
"317","2008-04-07",7.523809
"318","2008-04-08",7.523809
"319","2008-04-09",7.523809
"320","2008-04-10",7.523809
"321","2008-04-11",7.523809
"322","2008-04-14",7.523809
"323","2008-04-15",7.523809
"324","2008-04-16",7.523809
"325","2008-04-17",7.523809
"326","2008-04-18",7.523809
"327","2008-04-21",7.523809
"328","2008-04-22",7.523809
"329","2008-04-23",7.523809
"330","2008-04-24",7.857143
"331","2008-04-25",7.857143
"332","2008-04-28",7.857143
"333","2008-04-29",7.857143
"334","2008-04-30",7.857143
"335","2008-05-01",7.857143
"336","2008-05-02",7.857143
"337","2008-05-05",7.857143
"338","2008-05-06",7.857143
"339","2008-05-07",7.857143
"340","2008-05-08",7.857143
"341","2008-05-09",7.628572
"342","2008-05-12",7.628572
"343","2008-05-13",7.609524
"344","2008-05-14",7.609524
"345","2008-05-15",7.619048
"346","2008-05-16",7.619048
"347","2008-05-19",7.619048
"348","2008-05-20",7.619048
"349","2008-05-21",7.619048
"350","2008-05-22",7.619048
"351","2008-05-23",7.619048
"352","2008-05-27",7.619048
"353","2008-05-28",7.619048
"354","2008-05-29",7.619048
"355","2008-05-30",7.428571
"356","2008-06-02",7.380952
"357","2008-06-03",7.380952
"358","2008-06-04",7.142857
"359","2008-06-05",7.095238
"360","2008-06-06",6.952381
"361","2008-06-09",6.952381
"362","2008-06-10",7.190476
"363","2008-06-11",6.952381
