"","date","DOC"
"156","2014-03-03",13.47
"157","2014-03-04",13.81
"158","2014-03-05",13.64
"159","2014-03-06",13.39
"160","2014-03-07",13.25
"161","2014-03-10",13.1
"162","2014-03-11",13.25
"163","2014-03-12",13.38
"164","2014-03-13",13.22
"165","2014-03-14",13.15
"166","2014-03-17",13.22
"167","2014-03-18",13.25
"168","2014-03-19",13.27
"169","2014-03-20",13.25
"170","2014-03-21",13.37
"171","2014-03-24",13.55
"172","2014-03-25",13.7
"173","2014-03-26",13.47
"174","2014-03-27",13.51
"175","2014-03-28",13.64
"176","2014-03-31",13.92
"177","2014-04-01",13.84
"178","2014-04-02",13.94
"179","2014-04-03",13.72
"180","2014-04-04",13.63
"181","2014-04-07",13.6
"182","2014-04-08",13.59
"183","2014-04-09",13.49
"184","2014-04-10",13.29
"185","2014-04-11",13.28
"186","2014-04-14",13.31
"187","2014-04-15",13.24
"188","2014-04-16",13.46
"189","2014-04-17",13.38
"190","2014-04-21",13.62
"191","2014-04-22",13.52
"192","2014-04-23",13.32
"193","2014-04-24",13.38
"194","2014-04-25",13.4
"195","2014-04-28",13.74
"196","2014-04-29",13.77
"197","2014-04-30",13.72
"198","2014-05-01",13.55
"199","2014-05-02",13.8
"200","2014-05-05",13.72
"201","2014-05-06",13.75
"202","2014-05-07",12.98
"203","2014-05-08",13.02
"204","2014-05-09",13.29
"205","2014-05-12",13.08
"206","2014-05-13",12.95
"207","2014-05-14",12.98
"208","2014-05-15",12.89
"209","2014-05-16",12.95
"210","2014-05-19",12.95
"211","2014-05-20",12.58
"212","2014-05-21",12.76
"213","2014-05-22",12.84
"214","2014-05-23",12.99
"215","2014-05-27",13.38
"216","2014-05-28",13.42
"217","2014-05-29",13.47
"218","2014-05-30",13.81
"219","2014-06-02",13.86
"220","2014-06-03",13.98
"221","2014-06-04",14.25
"222","2014-06-05",14.52
"223","2014-06-06",14.4
"224","2014-06-09",14.32
"225","2014-06-10",14.14
"226","2014-06-11",14.19
"227","2014-06-12",14.2
"228","2014-06-13",14.25
"229","2014-06-16",14.19
"230","2014-06-17",14.18
"231","2014-06-18",14.18
"232","2014-06-19",14.2
"233","2014-06-20",14.42
"234","2014-06-23",14.2
"235","2014-06-24",14.19
"236","2014-06-25",14.17
"237","2014-06-26",14.24
"238","2014-06-27",14.5
"239","2014-06-30",14.39
"240","2014-07-01",14.49
"241","2014-07-02",14.4
"242","2014-07-03",14.26
"243","2014-07-07",14.13
"244","2014-07-08",14.2
"245","2014-07-09",14.62
"246","2014-07-10",14.44
"247","2014-07-11",14.35
"248","2014-07-14",14.4
"249","2014-07-15",14.4
"250","2014-07-16",14.22
"251","2014-07-17",14.34
"252","2014-07-18",14.68
"253","2014-07-21",14.72
"254","2014-07-22",14.63
"255","2014-07-23",14.59
"256","2014-07-24",14.49
"257","2014-07-25",14.15
"258","2014-07-28",14.43
"259","2014-07-29",14.14
"260","2014-07-30",14.08
"261","2014-07-31",14.08
"262","2014-08-01",14.12
"263","2014-08-04",14.07
"264","2014-08-05",14.1
"265","2014-08-06",14.33
"266","2014-08-07",14.3
"267","2014-08-08",14.34
"268","2014-08-11",14.34
"269","2014-08-12",14.34
"270","2014-08-13",14.17
"271","2014-08-14",14.36
"272","2014-08-15",14.42
"273","2014-08-18",14.44
"274","2014-08-19",14.38
"275","2014-08-20",14.59
"276","2014-08-21",14.52
"277","2014-08-22",14.7
"278","2014-08-25",14.9
"279","2014-08-26",14.75
"280","2014-08-27",14.74
"281","2014-08-28",14.66
"282","2014-08-29",14.81
"283","2014-09-02",14.81
"284","2014-09-03",14.56
"285","2014-09-04",14.38
"286","2014-09-05",14.47
"287","2014-09-08",14.57
"288","2014-09-09",14.28
"289","2014-09-10",14.25
"290","2014-09-11",14.23
"291","2014-09-12",14
"292","2014-09-15",13.83
"293","2014-09-16",13.92
"294","2014-09-17",13.84
"295","2014-09-18",13.81
"296","2014-09-19",13.89
"297","2014-09-22",13.81
"298","2014-09-23",13.76
"299","2014-09-24",13.76
"300","2014-09-25",13.74
"301","2014-09-26",14.05
"302","2014-09-29",13.88
"303","2014-09-30",13.72
"304","2014-10-01",13.79
"305","2014-10-02",13.78
"306","2014-10-03",13.76
"307","2014-10-06",13.89
"308","2014-10-07",13.7
"309","2014-10-08",14.07
"310","2014-10-09",13.98
"311","2014-10-10",13.79
"312","2014-10-13",13.91
"313","2014-10-14",14.19
"314","2014-10-15",14
"315","2014-10-16",14.33
"316","2014-10-17",14.23
"317","2014-10-20",14.34
"318","2014-10-21",14.4
"319","2014-10-22",14.43
"320","2014-10-23",14.76
"321","2014-10-24",14.87
"322","2014-10-27",14.98
"323","2014-10-28",14.98
"324","2014-10-29",14.94
"325","2014-10-30",15
"326","2014-10-31",15.34
"327","2014-11-03",15.49
"328","2014-11-04",15.4
"329","2014-11-05",15.33
"330","2014-11-06",15.5
"331","2014-11-07",15.47
"332","2014-11-10",15.46
"333","2014-11-11",15.34
"334","2014-11-12",15.31
"335","2014-11-13",15.69
"336","2014-11-14",15.96
"337","2014-11-17",15.68
"338","2014-11-18",15.88
"339","2014-11-19",15.42
"340","2014-11-20",15.53
"341","2014-11-21",15.4
"342","2014-11-24",15.44
"343","2014-11-25",15.4
"344","2014-11-26",15.53
"345","2014-11-28",15.46
"346","2014-12-01",15.23
"347","2014-12-02",15.44
"348","2014-12-03",15.46
"349","2014-12-04",15.57
"350","2014-12-05",15.6
"351","2014-12-08",15.72
"352","2014-12-09",15.67
"353","2014-12-10",15.64
"354","2014-12-11",15.69
"355","2014-12-12",15.68
"356","2014-12-15",15.65
"357","2014-12-16",15.71
"358","2014-12-17",16.200001
"359","2014-12-18",16.42
"360","2014-12-19",16.49
"361","2014-12-22",16.83
"362","2014-12-23",16.67
"363","2014-12-24",16.67
"364","2014-12-26",16.790001
"365","2014-12-29",16.790001
"366","2014-12-30",16.67
"367","2014-12-31",16.6
"368","2015-01-02",16.75
"369","2015-01-05",16.91
"370","2015-01-06",16.92
"371","2015-01-07",17.16
"372","2015-01-08",17
"373","2015-01-09",17.1
"374","2015-01-12",17.24
"375","2015-01-13",16.9
"376","2015-01-14",16.639999
"377","2015-01-15",16.84
"378","2015-01-16",16.99
"379","2015-01-20",17.040001
"380","2015-01-21",16.93
"381","2015-01-22",17.15
"382","2015-01-23",16.98
"383","2015-01-26",17.290001
"384","2015-01-27",17.85
"385","2015-01-28",17.67
"386","2015-01-29",17.74
"387","2015-01-30",17.639999
"388","2015-02-02",17.24
"389","2015-02-03",17.25
"390","2015-02-04",16.99
"391","2015-02-05",16.99
"392","2015-02-06",16.709999
"393","2015-02-09",16.51
"394","2015-02-10",16.440001
"395","2015-02-11",16.33
"396","2015-02-12",16.610001
"397","2015-02-13",16.85
"398","2015-02-17",16.5
"399","2015-02-18",16.58
"400","2015-02-19",16.389999
"401","2015-02-20",16.530001
"402","2015-02-23",16.530001
"403","2015-02-24",16.379999
"404","2015-02-25",16.4
"405","2015-02-26",16.42
"406","2015-02-27",16.450001
"407","2015-03-02",16.6
"408","2015-03-03",16.35
"409","2015-03-04",16.43
"410","2015-03-05",16.360001
"411","2015-03-06",15.87
"412","2015-03-09",15.89
"413","2015-03-10",16.120001
"414","2015-03-11",16.09
"415","2015-03-12",16.379999
"416","2015-03-13",16.559999
"417","2015-03-16",16.799999
"418","2015-03-17",16.799999
"419","2015-03-18",17.030001
"420","2015-03-19",17.110001
"421","2015-03-20",17.76
"422","2015-03-23",17.74
"423","2015-03-24",17.690001
"424","2015-03-25",17.370001
"425","2015-03-26",17.34
"426","2015-03-27",17.459999
"427","2015-03-30",17.700001
"428","2015-03-31",17.610001
"429","2015-04-01",17.66
"430","2015-04-02",17.620001
"431","2015-04-06",17.719999
"432","2015-04-07",17.610001
"433","2015-04-08",17.85
"434","2015-04-09",17.700001
"435","2015-04-10",17.530001
"436","2015-04-13",17.35
"437","2015-04-14",17.360001
"438","2015-04-15",17.15
"439","2015-04-16",17.360001
"440","2015-04-17",17.17
"441","2015-04-20",17.200001
"442","2015-04-21",17.58
"443","2015-04-22",17.65
"444","2015-04-23",17.52
"445","2015-04-24",17.6
"446","2015-04-27",17.549999
"447","2015-04-28",17.57
"448","2015-04-29",17
"449","2015-04-30",16.6
"450","2015-05-01",16.610001
"451","2015-05-04",16.74
"452","2015-05-05",16.530001
"453","2015-05-06",16.309999
"454","2015-05-07",16.549999
"455","2015-05-08",16.59
"456","2015-05-11",16.43
"457","2015-05-12",16.440001
"458","2015-05-13",16.299999
"459","2015-05-14",16.59
"460","2015-05-15",16.66
"461","2015-05-18",16.67
"462","2015-05-19",16.690001
"463","2015-05-20",16.74
"464","2015-05-21",16.610001
"465","2015-05-22",16.5
"466","2015-05-26",16.5
"467","2015-05-27",16.559999
"468","2015-05-28",16.24
"469","2015-05-29",16.059999
"470","2015-06-01",16.290001
"471","2015-06-02",16.209999
"472","2015-06-03",16.24
"473","2015-06-04",16.209999
"474","2015-06-05",16.09
"475","2015-06-08",16.08
"476","2015-06-09",16
"477","2015-06-10",16.049999
"478","2015-06-11",15.97
"479","2015-06-12",15.98
"480","2015-06-15",15.65
"481","2015-06-16",15.76
"482","2015-06-17",15.76
"483","2015-06-18",15.86
"484","2015-06-19",15.89
"485","2015-06-22",15.81
"486","2015-06-23",15.47
"487","2015-06-24",15.31
"488","2015-06-25",15.12
"489","2015-06-26",15.03
"490","2015-06-29",15.08
"491","2015-06-30",15.36
"492","2015-07-01",15.58
"493","2015-07-02",15.74
"494","2015-07-06",15.96
"495","2015-07-07",16.08
"496","2015-07-08",16.15
"497","2015-07-09",15.92
"498","2015-07-10",16.08
"499","2015-07-13",16.120001
"500","2015-07-14",16.07
"501","2015-07-15",15.73
"502","2015-07-16",16.09
"503","2015-07-17",16.139999
"504","2015-07-20",16.129999
"505","2015-07-21",16.059999
"506","2015-07-22",16.190001
"507","2015-07-23",16.059999
"508","2015-07-24",15.96
"509","2015-07-27",15.97
"510","2015-07-28",15.91
"511","2015-07-29",16.01
"512","2015-07-30",15.88
"513","2015-07-31",16.040001
"514","2015-08-03",16.08
"515","2015-08-04",15.93
"516","2015-08-05",15.78
"517","2015-08-06",15.64
"518","2015-08-07",15.7
"519","2015-08-10",15.19
"520","2015-08-11",15.42
"521","2015-08-12",15.38
"522","2015-08-13",15.29
"523","2015-08-14",15.52
"524","2015-08-17",15.7
"525","2015-08-18",15.99
"526","2015-08-19",15.95
"527","2015-08-20",15.95
"528","2015-08-21",15.58
"529","2015-08-24",14.49
"530","2015-08-25",14.44
"531","2015-08-26",14.5
"532","2015-08-27",14.64
"533","2015-08-28",14.6
"534","2015-08-31",14.5
"535","2015-09-01",14.4
"536","2015-09-02",14.47
"537","2015-09-03",14.37
"538","2015-09-04",14.06
"539","2015-09-08",14.26
"540","2015-09-09",14.12
"541","2015-09-10",14.07
"542","2015-09-11",14.14
"543","2015-09-14",14.23
"544","2015-09-15",14.42
"545","2015-09-16",14.59
"546","2015-09-17",14.98
"547","2015-09-18",15.37
"548","2015-09-21",15.37
"549","2015-09-22",15.3
"550","2015-09-23",15.43
"551","2015-09-24",15.3
"552","2015-09-25",15.28
"553","2015-09-28",14.96
"554","2015-09-29",15.03
"555","2015-09-30",15.09
"556","2015-10-01",15.04
"557","2015-10-02",15.17
"558","2015-10-05",15.35
"559","2015-10-06",15.3
"560","2015-10-07",15.55
"561","2015-10-08",15.77
"562","2015-10-09",15.81
"563","2015-10-12",15.9
"564","2015-10-13",15.78
"565","2015-10-14",15.22
"566","2015-10-15",15.67
"567","2015-10-16",15.87
"568","2015-10-19",16.17
"569","2015-10-20",16.23
"570","2015-10-21",16.15
"571","2015-10-22",16.33
"572","2015-10-23",15.98
"573","2015-10-26",16.07
"574","2015-10-27",16.24
"575","2015-10-28",16.190001
"576","2015-10-29",16.059999
"577","2015-10-30",15.98
"578","2015-11-02",15.94
"579","2015-11-03",15.85
"580","2015-11-04",15.82
"581","2015-11-05",15.92
"582","2015-11-06",15.63
"583","2015-11-09",15.29
"584","2015-11-10",15.55
"585","2015-11-11",15.35
"586","2015-11-12",15.23
"587","2015-11-13",15.16
"588","2015-11-16",15.35
"589","2015-11-17",15.47
"590","2015-11-18",15.5
"591","2015-11-19",15.57
"592","2015-11-20",15.88
"593","2015-11-23",15.94
"594","2015-11-24",15.94
"595","2015-11-25",16.040001
"596","2015-11-27",16.15
"597","2015-11-30",16.01
"598","2015-12-01",16.209999
"599","2015-12-02",15.92
"600","2015-12-03",15.6
"601","2015-12-04",15.87
"602","2015-12-07",15.71
"603","2015-12-08",16
"604","2015-12-09",15.84
"605","2015-12-10",15.75
"606","2015-12-11",15.76
"607","2015-12-14",15.78
"608","2015-12-15",15.95
"609","2015-12-16",16.129999
"610","2015-12-17",16.42
"611","2015-12-18",16.34
"612","2015-12-21",16.370001
"613","2015-12-22",16.66
"614","2015-12-23",16.76
"615","2015-12-24",16.610001
"616","2015-12-28",16.780001
"617","2015-12-29",16.950001
"618","2015-12-30",16.969999
"619","2015-12-31",16.860001
"620","2016-01-04",16.66
"621","2016-01-05",17.09
"622","2016-01-06",16.74
"623","2016-01-07",16.370001
"624","2016-01-08",16.26
"625","2016-01-11",16.58
"626","2016-01-12",16.559999
"627","2016-01-13",16.15
"628","2016-01-14",16.08
"629","2016-01-15",15.99
"630","2016-01-19",16.379999
"631","2016-01-20",15.86
"632","2016-01-21",16.290001
"633","2016-01-22",16.74
"634","2016-01-25",16.76
"635","2016-01-26",17.120001
"636","2016-01-27",16.99
"637","2016-01-28",16.809999
"638","2016-01-29",17.07
"639","2016-02-01",17.219999
"640","2016-02-02",17.200001
"641","2016-02-03",17.459999
"642","2016-02-04",17.459999
"643","2016-02-05",17.299999
"644","2016-02-08",17.139999
"645","2016-02-09",16.41
"646","2016-02-10",16.530001
"647","2016-02-11",16.379999
"648","2016-02-12",16.51
"649","2016-02-16",16.809999
"650","2016-02-17",16.780001
"651","2016-02-18",16.66
"652","2016-02-19",17.200001
"653","2016-02-22",17.290001
"654","2016-02-23",17.42
"655","2016-02-24",17.32
"656","2016-02-25",17.73
"657","2016-02-26",17.610001
"658","2016-02-29",17.18
"659","2016-03-01",17.41
"660","2016-03-02",17.639999
"661","2016-03-03",17.67
"662","2016-03-04",17.799999
"663","2016-03-07",17.84
"664","2016-03-08",17.360001
"665","2016-03-09",17.540001
"666","2016-03-10",17.309999
"667","2016-03-11",17.440001
"668","2016-03-14",17.9
"669","2016-03-15",17.969999
"670","2016-03-16",18.24
"671","2016-03-17",18.33
"672","2016-03-18",18.190001
"673","2016-03-21",18.200001
"674","2016-03-22",18.26
"675","2016-03-23",18.030001
"676","2016-03-24",18.24
"677","2016-03-28",18.27
"678","2016-03-29",18.860001
"679","2016-03-30",18.33
"680","2016-03-31",18.58
"681","2016-04-01",18.35
"682","2016-04-04",18.6
"683","2016-04-05",18.459999
"684","2016-04-06",18.34
"685","2016-04-07",18.299999
"686","2016-04-08",18.52
"687","2016-04-11",18.58
"688","2016-04-12",18.709999
"689","2016-04-13",18.440001
"690","2016-04-14",18.4
"691","2016-04-15",18.5
"692","2016-04-18",18.559999
"693","2016-04-19",18.77
"694","2016-04-20",18.26
"695","2016-04-21",17.870001
"696","2016-04-22",18.059999
"697","2016-04-25",18.26
"698","2016-04-26",18.26
"699","2016-04-27",18.25
"700","2016-04-28",18.299999
"701","2016-04-29",18.129999
"702","2016-05-02",18.34
"703","2016-05-03",18.4
"704","2016-05-04",18.879999
"705","2016-05-05",18.879999
"706","2016-05-06",19.32
"707","2016-05-09",19.559999
"708","2016-05-10",19.4
"709","2016-05-11",19.200001
"710","2016-05-12",19.049999
"711","2016-05-13",19.24
"712","2016-05-16",19.25
"713","2016-05-17",18.969999
"714","2016-05-18",18.74
"715","2016-05-19",18.610001
"716","2016-05-20",18.77
"717","2016-05-23",18.799999
"718","2016-05-24",18.93
"719","2016-05-25",18.75
"720","2016-05-26",18.950001
"721","2016-05-27",19.049999
"722","2016-05-31",18.99
"723","2016-06-01",19.309999
"724","2016-06-02",19.51
"725","2016-06-03",19.77
"726","2016-06-06",19.4
"727","2016-06-07",19.49
"728","2016-06-08",19.51
"729","2016-06-09",19.780001
"730","2016-06-10",19.870001
"731","2016-06-13",19.959999
"732","2016-06-14",19.84
"733","2016-06-15",20.129999
"734","2016-06-16",20.24
"735","2016-06-17",20.379999
"736","2016-06-20",20.33
"737","2016-06-21",20.299999
"738","2016-06-22",20.09
"739","2016-06-23",20.200001
"740","2016-06-24",20.549999
"741","2016-06-27",20.92
"742","2016-06-28",21.24
"743","2016-06-29",21.110001
"744","2016-06-30",21.01
"745","2016-07-01",21.200001
"746","2016-07-05",21.280001
"747","2016-07-06",21.16
"748","2016-07-07",21
"749","2016-07-08",21.389999
"750","2016-07-11",21.459999
"751","2016-07-12",21.110001
"752","2016-07-13",21.190001
"753","2016-07-14",20.870001
"754","2016-07-15",20.9
"755","2016-07-18",20.98
"756","2016-07-19",21.1
"757","2016-07-20",21.1
"758","2016-07-21",21.02
"759","2016-07-22",21.290001
"760","2016-07-25",21.059999
"761","2016-07-26",21.09
"762","2016-07-27",21.049999
"763","2016-07-28",21.5
"764","2016-07-29",21.719999
"765","2016-08-01",21.65
"766","2016-08-02",21.48
"767","2016-08-03",20.860001
"768","2016-08-04",21.059999
"769","2016-08-05",21.049999
"770","2016-08-08",20.65
"771","2016-08-09",20.950001
"772","2016-08-10",21.209999
"773","2016-08-11",21
"774","2016-08-12",21.370001
"775","2016-08-15",20.98
"776","2016-08-16",20.67
"777","2016-08-17",20.860001
"778","2016-08-18",20.950001
"779","2016-08-19",20.799999
"780","2016-08-22",21.110001
"781","2016-08-23",21.32
"782","2016-08-24",21.280001
"783","2016-08-25",21.49
"784","2016-08-26",20.92
"785","2016-08-29",21.41
"786","2016-08-30",21.370001
"787","2016-08-31",21.41
"788","2016-09-01",21.360001
"789","2016-09-02",21.26
"790","2016-09-06",21.77
"791","2016-09-07",22.02
"792","2016-09-08",21.73
"793","2016-09-09",20.27
"794","2016-09-12",20.4
"795","2016-09-13",19.9
"796","2016-09-14",19.9
"797","2016-09-15",20.110001
"798","2016-09-16",20.290001
"799","2016-09-19",20.77
"800","2016-09-20",20.98
"801","2016-09-21",21.41
"802","2016-09-22",21.780001
"803","2016-09-23",21.799999
"804","2016-09-26",21.77
"805","2016-09-27",21.51
"806","2016-09-28",21.700001
"807","2016-09-29",21.65
"808","2016-09-30",21.540001
"809","2016-10-03",21.02
"810","2016-10-04",20.34
"811","2016-10-05",19.620001
"812","2016-10-06",19.629999
"813","2016-10-07",19.66
"814","2016-10-10",19.82
"815","2016-10-11",19.66
"816","2016-10-12",19.950001
"817","2016-10-13",20.309999
"818","2016-10-14",20.16
"819","2016-10-17",20.209999
"820","2016-10-18",20.469999
"821","2016-10-19",20.290001
"822","2016-10-20",20.34
"823","2016-10-21",20.4
"824","2016-10-24",20.540001
"825","2016-10-25",20.52
"826","2016-10-26",19.959999
"827","2016-10-27",19.440001
"828","2016-10-28",19.4
"829","2016-10-31",19.77
"830","2016-11-01",19.26
"831","2016-11-02",18.5
"832","2016-11-03",18.16
"833","2016-11-04",18.549999
"834","2016-11-07",19.16
"835","2016-11-08",19.139999
"836","2016-11-09",18.120001
"837","2016-11-10",17.469999
"838","2016-11-11",17.76
"839","2016-11-14",18.09
"840","2016-11-15",17.92
"841","2016-11-16",17.99
"842","2016-11-17",17.84
"843","2016-11-18",17.950001
"844","2016-11-21",18
"845","2016-11-22",18.16
"846","2016-11-23",18.309999
"847","2016-11-25",18.49
"848","2016-11-28",18.360001
"849","2016-11-29",18.530001
"850","2016-11-30",18.120001
"851","2016-12-01",17.559999
"852","2016-12-02",17.790001
"853","2016-12-05",17.93
"854","2016-12-06",18.08
"855","2016-12-07",18.549999
"856","2016-12-08",18.84
"857","2016-12-09",18.91
"858","2016-12-12",18.959999
"859","2016-12-13",18.9
"860","2016-12-14",18.26
"861","2016-12-15",18.02
"862","2016-12-16",18.450001
"863","2016-12-19",18.889999
"864","2016-12-20",18.790001
"865","2016-12-21",18.49
"866","2016-12-22",18.34
"867","2016-12-23",18.469999
"868","2016-12-27",18.6
"869","2016-12-28",18.450001
"870","2016-12-29",18.799999
"871","2016-12-30",18.959999
"872","2017-01-03",18.74
"873","2017-01-04",19.07
"874","2017-01-05",19.110001
"875","2017-01-06",18.92
"876","2017-01-09",18.719999
"877","2017-01-10",18.58
"878","2017-01-11",18.51
"879","2017-01-12",18.780001
"880","2017-01-13",18.77
"881","2017-01-17",19.040001
"882","2017-01-18",19.02
"883","2017-01-19",18.719999
"884","2017-01-20",18.77
"885","2017-01-23",19.02
"886","2017-01-24",19.01
"887","2017-01-25",18.85
"888","2017-01-26",18.700001
"889","2017-01-27",18.610001
"890","2017-01-30",18.48
"891","2017-01-31",18.549999
"892","2017-02-01",18.209999
"893","2017-02-02",18.65
"894","2017-02-03",18.76
"895","2017-02-06",18.690001
"896","2017-02-07",18.67
"897","2017-02-08",18.77
"898","2017-02-09",18.799999
"899","2017-02-10",19.049999
"900","2017-02-13",19.08
"901","2017-02-14",18.870001
"902","2017-02-15",18.91
"903","2017-02-16",19.33
"904","2017-02-17",19.4
"905","2017-02-21",19.59
"906","2017-02-22",19.68
"907","2017-02-23",19.91
"908","2017-02-24",20.09
"909","2017-02-27",20.09
"910","2017-02-28",19.92
"911","2017-03-01",19.790001
"912","2017-03-02",19.790001
"913","2017-03-03",19.799999
"914","2017-03-06",19.639999
"915","2017-03-07",19.620001
"916","2017-03-08",19.08
"917","2017-03-09",18.780001
"918","2017-03-10",18.9
"919","2017-03-13",18.9
"920","2017-03-14",18.41
"921","2017-03-15",18.780001
"922","2017-03-16",18.809999
"923","2017-03-17",19.02
"924","2017-03-20",18.889999
"925","2017-03-21",18.85
"926","2017-03-22",19.07
"927","2017-03-23",19.290001
"928","2017-03-24",19.459999
"929","2017-03-27",19.559999
"930","2017-03-28",19.75
"931","2017-03-29",19.76
"932","2017-03-30",19.77
"933","2017-03-31",19.870001
"934","2017-04-03",19.82
"935","2017-04-04",19.6
"936","2017-04-05",19.540001
"937","2017-04-06",19.65
"938","2017-04-07",19.959999
"939","2017-04-10",20.030001
"940","2017-04-11",20.190001
"941","2017-04-12",20.09
"942","2017-04-13",19.98
"943","2017-04-17",20.23
"944","2017-04-18",20.360001
"945","2017-04-19",20.33
"946","2017-04-20",20.32
"947","2017-04-21",20.309999
"948","2017-04-24",19.98
"949","2017-04-25",20.110001
"950","2017-04-26",19.9
"951","2017-04-27",19.870001
"952","2017-04-28",19.639999
"953","2017-05-01",19.629999
"954","2017-05-02",19.25
"955","2017-05-03",19.030001
"956","2017-05-04",19.01
"957","2017-05-05",19.27
"958","2017-05-08",19.209999
"959","2017-05-09",19.07
"960","2017-05-10",19.34
"961","2017-05-11",19.559999
"962","2017-05-12",19.790001
"963","2017-05-15",20.02
"964","2017-05-16",19.879999
"965","2017-05-17",19.950001
"966","2017-05-18",20.17
"967","2017-05-19",20.389999
"968","2017-05-22",20.52
"969","2017-05-23",20.549999
"970","2017-05-24",20.57
"971","2017-05-25",20.48
"972","2017-05-26",20.25
"973","2017-05-30",20.209999
"974","2017-05-31",20.34
"975","2017-06-01",20.629999
"976","2017-06-02",20.98
"977","2017-06-05",20.940001
"978","2017-06-06",20.74
"979","2017-06-07",20.719999
"980","2017-06-08",20.6
"981","2017-06-09",20.73
"982","2017-06-12",21.09
"983","2017-06-13",21
