"","date","LII"
"1","2007-01-03",30.110001
"2","2007-01-04",29.610001
"3","2007-01-05",29.41
"4","2007-01-08",29.5
"5","2007-01-09",29.469999
"6","2007-01-10",29.65
"7","2007-01-11",29.469999
"8","2007-01-12",29.959999
"9","2007-01-16",29.58
"10","2007-01-17",29.67
"11","2007-01-18",29.690001
"12","2007-01-19",29.959999
"13","2007-01-22",29.85
"14","2007-01-23",30.139999
"15","2007-01-24",30.35
"16","2007-01-25",29.799999
"17","2007-01-26",29.879999
"18","2007-01-29",29.48
"19","2007-01-30",29.860001
"20","2007-01-31",30.34
"21","2007-02-01",31.299999
"22","2007-02-02",31.43
"23","2007-02-05",31.709999
"24","2007-02-06",31.42
"25","2007-02-07",31.440001
"26","2007-02-08",35.450001
"27","2007-02-09",35.25
"28","2007-02-12",34.900002
"29","2007-02-13",35.189999
"30","2007-02-14",35.34
"31","2007-02-15",35.439999
"32","2007-02-16",35.59
"33","2007-02-20",35.720001
"34","2007-02-21",35.700001
"35","2007-02-22",35.700001
"36","2007-02-23",35.5
"37","2007-02-26",35.48
"38","2007-02-27",34.279999
"39","2007-02-28",34.32
"40","2007-03-01",34.32
"41","2007-03-02",34.189999
"42","2007-03-05",33.799999
"43","2007-03-06",34.84
"44","2007-03-07",35
"45","2007-03-08",35.200001
"46","2007-03-09",35.700001
"47","2007-03-12",35.459999
"48","2007-03-13",33.900002
"49","2007-03-14",34.27
"50","2007-03-15",35.09
"51","2007-03-16",35.23
"52","2007-03-19",35.509998
"53","2007-03-20",36.450001
"54","2007-03-21",36.560001
"55","2007-03-22",36.91
"56","2007-03-23",37.639999
"57","2007-03-26",37.169998
"58","2007-03-27",36.73
"59","2007-03-28",35.740002
"60","2007-03-29",35.720001
"61","2007-03-30",35.700001
"62","2007-04-02",35.990002
"63","2007-04-03",35.529999
"64","2007-04-04",35.900002
"65","2007-04-05",35.66
"66","2007-04-09",35.619999
"67","2007-04-10",35.580002
"68","2007-04-11",34.990002
"69","2007-04-12",35.189999
"70","2007-04-13",35.580002
"71","2007-04-16",36.099998
"72","2007-04-17",36.619999
"73","2007-04-18",36.349998
"74","2007-04-19",36.52
"75","2007-04-20",36.41
"76","2007-04-23",36.75
"77","2007-04-24",33.91
"78","2007-04-25",33.580002
"79","2007-04-26",34.18
"80","2007-04-27",34.209999
"81","2007-04-30",33.810001
"82","2007-05-01",33.200001
"83","2007-05-02",33.68
"84","2007-05-03",33.889999
"85","2007-05-04",33.919998
"86","2007-05-07",33.790001
"87","2007-05-08",34.130001
"88","2007-05-09",34.200001
"89","2007-05-10",33.919998
"90","2007-05-11",33.950001
"91","2007-05-14",33.75
"92","2007-05-15",33.16
"93","2007-05-16",33.57
"94","2007-05-17",34.099998
"95","2007-05-18",34.240002
"96","2007-05-21",34.419998
"97","2007-05-22",34.810001
"98","2007-05-23",35.009998
"99","2007-05-24",34.389999
"100","2007-05-25",34.669998
"101","2007-05-29",34.209999
"102","2007-05-30",34.07
"103","2007-05-31",34.25
"104","2007-06-01",34.939999
"105","2007-06-04",34.68
"106","2007-06-05",33.889999
"107","2007-06-06",32.630001
"108","2007-06-07",31.790001
"109","2007-06-08",31.780001
"110","2007-06-11",32.169998
"111","2007-06-12",31.790001
"112","2007-06-13",31.76
"113","2007-06-14",32.16
"114","2007-06-15",32.110001
"115","2007-06-18",34.84
"116","2007-06-19",34.619999
"117","2007-06-20",34.849998
"118","2007-06-21",34.380001
"119","2007-06-22",34
"120","2007-06-25",33.279999
"121","2007-06-26",32.889999
"122","2007-06-27",33.830002
"123","2007-06-28",34.139999
"124","2007-06-29",34.23
"125","2007-07-02",34.299999
"126","2007-07-03",34.009998
"127","2007-07-05",34.200001
"128","2007-07-06",34.25
"129","2007-07-09",33.919998
"130","2007-07-10",33.110001
"131","2007-07-11",33.080002
"132","2007-07-12",33.669998
"133","2007-07-13",33.970001
"134","2007-07-16",34.220001
"135","2007-07-17",34.57
"136","2007-07-18",34.099998
"137","2007-07-19",34.5
"138","2007-07-20",33.799999
"139","2007-07-23",33.470001
"140","2007-07-24",32.740002
"141","2007-07-25",37
"142","2007-07-26",37
"143","2007-07-27",37.09
"144","2007-07-30",37.700001
"145","2007-07-31",38.299999
"146","2007-08-01",37.18
"147","2007-08-02",37.389999
"148","2007-08-03",35.43
"149","2007-08-06",35
"150","2007-08-07",34.27
"151","2007-08-08",33.18
"152","2007-08-09",31.549999
"153","2007-08-10",33.880001
"154","2007-08-13",34.419998
"155","2007-08-14",33.610001
"156","2007-08-15",32.75
"157","2007-08-16",32.709999
"158","2007-08-17",33.560001
"159","2007-08-20",33.990002
"160","2007-08-21",35.169998
"161","2007-08-22",35.009998
"162","2007-08-23",34.5
"163","2007-08-24",34.529999
"164","2007-08-27",35.349998
"165","2007-08-28",35.119999
"166","2007-08-29",35.5
"167","2007-08-30",35.139999
"168","2007-08-31",35.970001
"169","2007-09-04",35.73
"170","2007-09-05",35.220001
"171","2007-09-06",34.900002
"172","2007-09-07",34.59
"173","2007-09-10",33.709999
"174","2007-09-11",33.549999
"175","2007-09-12",33.25
"176","2007-09-13",32.98
"177","2007-09-14",32.939999
"178","2007-09-17",32.799999
"179","2007-09-18",33.779999
"180","2007-09-19",33.990002
"181","2007-09-20",34.349998
"182","2007-09-21",33.830002
"183","2007-09-24",33.700001
"184","2007-09-25",33.700001
"185","2007-09-26",33.799999
"186","2007-09-27",33.880001
"187","2007-09-28",33.799999
"188","2007-10-01",35.09
"189","2007-10-02",34.279999
"190","2007-10-03",33.98
"191","2007-10-04",34.25
"192","2007-10-05",34.939999
"193","2007-10-08",34.98
"194","2007-10-09",34.639999
"195","2007-10-10",34.290001
"196","2007-10-11",34.200001
"197","2007-10-12",34.459999
"198","2007-10-15",34.68
"199","2007-10-16",32.950001
"200","2007-10-17",32.259998
"201","2007-10-18",30.6
"202","2007-10-19",30.51
"203","2007-10-22",31.83
"204","2007-10-23",32.02
"205","2007-10-24",33.740002
"206","2007-10-25",34.610001
"207","2007-10-26",34.509998
"208","2007-10-29",34.720001
"209","2007-10-30",34.810001
"210","2007-10-31",35.700001
"211","2007-11-01",34.77
"212","2007-11-02",34.82
"213","2007-11-05",34.720001
"214","2007-11-06",35.48
"215","2007-11-07",34.049999
"216","2007-11-08",35.049999
"217","2007-11-09",35.049999
"218","2007-11-12",34.57
"219","2007-11-13",35.689999
"220","2007-11-14",35.490002
"221","2007-11-15",35.98
"222","2007-11-16",35.139999
"223","2007-11-19",34.830002
"224","2007-11-20",33.040001
"225","2007-11-21",32.169998
"226","2007-11-23",33.369999
"227","2007-11-26",32.299999
"228","2007-11-27",33.310001
"229","2007-11-28",34.68
"230","2007-11-29",33.73
"231","2007-11-30",33.84
"232","2007-12-03",32.880001
"233","2007-12-04",33.759998
"234","2007-12-05",33.880001
"235","2007-12-06",35.060001
"236","2007-12-07",35.389999
"237","2007-12-10",36.310001
"238","2007-12-11",34.82
"239","2007-12-12",34.93
"240","2007-12-13",35.48
"241","2007-12-14",34.720001
"242","2007-12-17",35.599998
"243","2007-12-18",36.400002
"244","2007-12-19",36.57
"245","2007-12-20",37.849998
"246","2007-12-21",38.889999
"247","2007-12-24",39.700001
"248","2007-12-26",41.5
"249","2007-12-27",40.259998
"250","2007-12-28",41.009998
