"","date","CTIC"
"396","2008-07-29",1050
"397","2008-07-30",1020
"398","2008-07-31",1020
"399","2008-08-01",1050
"400","2008-08-04",1020
"401","2008-08-05",1110
"402","2008-08-06",1140
"403","2008-08-07",1050
"404","2008-08-08",1050
"405","2008-08-11",1050
"406","2008-08-12",1110
"407","2008-08-13",960
"408","2008-08-14",990
"409","2008-08-15",990
"410","2008-08-18",990
"411","2008-08-19",870
"412","2008-08-20",870
"413","2008-08-21",780
"414","2008-08-22",810
"415","2008-08-25",720
"416","2008-08-26",810
"417","2008-08-27",780
"418","2008-08-28",750
"419","2008-08-29",690
"420","2008-09-02",696
"421","2008-09-03",633
"422","2008-09-04",597
"423","2008-09-05",570
"424","2008-09-08",474
"425","2008-09-09",465
"426","2008-09-10",402
"427","2008-09-11",387
"428","2008-09-12",384
"429","2008-09-15",315
"430","2008-09-16",300
"431","2008-09-17",300
"432","2008-09-18",279
"433","2008-09-19",282
"434","2008-09-22",387
"435","2008-09-23",318
"436","2008-09-24",276
"437","2008-09-25",237
"438","2008-09-26",231
"439","2008-09-29",252
"440","2008-09-30",219
"441","2008-10-01",222
"442","2008-10-02",207
"443","2008-10-03",186
"444","2008-10-06",177
"445","2008-10-07",159
"446","2008-10-08",165
"447","2008-10-09",162
"448","2008-10-10",144
"449","2008-10-13",144
"450","2008-10-14",132
"451","2008-10-15",99
"452","2008-10-16",114
"453","2008-10-17",114
"454","2008-10-20",138
"455","2008-10-21",114
"456","2008-10-22",114
"457","2008-10-23",120
"458","2008-10-24",117
"459","2008-10-27",105
"460","2008-10-28",93
"461","2008-10-29",90
"462","2008-10-30",90
"463","2008-10-31",93
"464","2008-11-03",99
"465","2008-11-04",108
"466","2008-11-05",99
"467","2008-11-06",93
"468","2008-11-07",96
"469","2008-11-10",99
"470","2008-11-11",105
"471","2008-11-12",96
"472","2008-11-13",84
"473","2008-11-14",72
"474","2008-11-17",63
"475","2008-11-18",57
"476","2008-11-19",51
"477","2008-11-20",51
"478","2008-11-21",51
"479","2008-11-24",45
"480","2008-11-25",45
"481","2008-11-26",48
"482","2008-11-28",48
"483","2008-12-01",48
"484","2008-12-02",42
"485","2008-12-03",39
"486","2008-12-04",42
"487","2008-12-05",39
"488","2008-12-08",45
"489","2008-12-09",45
"490","2008-12-10",63
"491","2008-12-11",51
"492","2008-12-12",48
"493","2008-12-15",48
"494","2008-12-16",48
"495","2008-12-17",54
"496","2008-12-18",45
"497","2008-12-19",39
"498","2008-12-22",39
"499","2008-12-23",39
"500","2008-12-24",39
"501","2008-12-26",39
"502","2008-12-29",39
"503","2008-12-30",42
"504","2008-12-31",42
"505","2009-01-02",39
"506","2009-01-05",36
"507","2009-01-06",39
"508","2009-01-07",36
"509","2009-01-08",36
"510","2009-01-09",33
"511","2009-01-12",33
"512","2009-01-13",30
"513","2009-01-14",33
"514","2009-01-15",30
"515","2009-01-16",27
"516","2009-01-20",21
"517","2009-01-21",21
"518","2009-01-22",18
"519","2009-01-23",18
"520","2009-01-26",21
"521","2009-01-27",33
"522","2009-01-28",33
"523","2009-01-29",27
"524","2009-01-30",24
"525","2009-02-02",24
"526","2009-02-03",24
"527","2009-02-04",24
"528","2009-02-05",24
"529","2009-02-06",24
"530","2009-02-09",24
"531","2009-02-10",24
"532","2009-02-11",24
"533","2009-02-12",24
"534","2009-02-13",24
"535","2009-02-17",24
"536","2009-02-18",21
"537","2009-02-19",18
"538","2009-02-20",15
"539","2009-02-23",15
"540","2009-02-24",21
"541","2009-02-25",21
"542","2009-02-26",21
"543","2009-02-27",18
"544","2009-03-02",15
"545","2009-03-03",18
"546","2009-03-04",18
"547","2009-03-05",15
"548","2009-03-06",18
"549","2009-03-09",18
"550","2009-03-10",18
"551","2009-03-11",18
"552","2009-03-12",24
"553","2009-03-13",24
"554","2009-03-16",33
"555","2009-03-17",27
"556","2009-03-18",33
"557","2009-03-19",36
"558","2009-03-20",36
"559","2009-03-23",42
"560","2009-03-24",63
"561","2009-03-25",72
"562","2009-03-26",195
"563","2009-03-27",105
"564","2009-03-30",138
"565","2009-03-31",114
"566","2009-04-01",108
"567","2009-04-02",102
"568","2009-04-03",117
"569","2009-04-06",120
"570","2009-04-07",108
"571","2009-04-08",108
"572","2009-04-09",114
"573","2009-04-13",93
"574","2009-04-14",105
"575","2009-04-15",96
"576","2009-04-16",90
"577","2009-04-17",93
"578","2009-04-20",93
"579","2009-04-21",90
"580","2009-04-22",117
"581","2009-04-23",108
"582","2009-04-24",105
"583","2009-04-27",114
"584","2009-04-28",114
"585","2009-04-29",120
"586","2009-04-30",120
"587","2009-05-01",144
"588","2009-05-04",141
"589","2009-05-05",189
"590","2009-05-06",381
"591","2009-05-07",321
"592","2009-05-08",345
"593","2009-05-11",486
"594","2009-05-12",417
"595","2009-05-13",381
"596","2009-05-14",339
"597","2009-05-15",357
"598","2009-05-18",378
"599","2009-05-19",393
"600","2009-05-20",384
"601","2009-05-21",366
"602","2009-05-22",372
"603","2009-05-26",366
"604","2009-05-27",366
"605","2009-05-28",366
"606","2009-05-29",429
"607","2009-06-01",630
"608","2009-06-02",516
"609","2009-06-03",534
"610","2009-06-04",528
"611","2009-06-05",489
"612","2009-06-08",513
"613","2009-06-09",501
"614","2009-06-10",498
"615","2009-06-11",462
"616","2009-06-12",429
"617","2009-06-15",483
"618","2009-06-16",465
"619","2009-06-17",423
"620","2009-06-18",393
"621","2009-06-19",456
"622","2009-06-22",447
"623","2009-06-23",423
"624","2009-06-24",447
"625","2009-06-25",471
"626","2009-06-26",555
"627","2009-06-29",534
"628","2009-06-30",516
"629","2009-07-01",504
"630","2009-07-02",480
"631","2009-07-06",462
"632","2009-07-07",438
"633","2009-07-08",396
"634","2009-07-09",411
"635","2009-07-10",405
"636","2009-07-13",414
"637","2009-07-14",408
"638","2009-07-15",426
"639","2009-07-16",423
"640","2009-07-17",414
"641","2009-07-20",438
"642","2009-07-21",453
"643","2009-07-22",489
"644","2009-07-23",423
"645","2009-07-24",441
"646","2009-07-27",432
"647","2009-07-28",426
"648","2009-07-29",450
"649","2009-07-30",447
"650","2009-07-31",444
"651","2009-08-03",450
"652","2009-08-04",486
"653","2009-08-05",483
"654","2009-08-06",465
"655","2009-08-07",459
"656","2009-08-10",447
"657","2009-08-11",438
"658","2009-08-12",483
"659","2009-08-13",468
"660","2009-08-14",474
"661","2009-08-17",471
"662","2009-08-18",471
"663","2009-08-19",522
"664","2009-08-20",495
"665","2009-08-21",507
"666","2009-08-24",492
"667","2009-08-25",489
"668","2009-08-26",477
"669","2009-08-27",465
"670","2009-08-28",468
"671","2009-08-31",495
"672","2009-09-01",450
"673","2009-09-02",450
"674","2009-09-03",459
"675","2009-09-04",447
"676","2009-09-08",432
"677","2009-09-09",438
"678","2009-09-10",447
"679","2009-09-11",426
"680","2009-09-14",411
"681","2009-09-15",417
"682","2009-09-16",432
"683","2009-09-17",426
"684","2009-09-18",465
"685","2009-09-21",441
"686","2009-09-22",426
"687","2009-09-23",408
"688","2009-09-24",396
"689","2009-09-25",372
"690","2009-09-28",381
"691","2009-09-29",372
"692","2009-09-30",369
"693","2009-10-01",363
"694","2009-10-02",342
"695","2009-10-05",327
"696","2009-10-06",294
"697","2009-10-07",342
"698","2009-10-08",324
"699","2009-10-09",333
"700","2009-10-12",345
"701","2009-10-13",336
"702","2009-10-14",345
"703","2009-10-15",339
"704","2009-10-16",327
"705","2009-10-19",336
"706","2009-10-20",321
"707","2009-10-21",333
"708","2009-10-22",333
"709","2009-10-23",321
"710","2009-10-26",306
"711","2009-10-27",306
"712","2009-10-28",276
"713","2009-10-29",303
"714","2009-10-30",285
"715","2009-11-02",294
"716","2009-11-03",291
"717","2009-11-04",291
"718","2009-11-05",306
"719","2009-11-06",297
"720","2009-11-09",303
"721","2009-11-10",297
"722","2009-11-11",297
"723","2009-11-12",291
"724","2009-11-13",297
"725","2009-11-16",303
"726","2009-11-17",321
"727","2009-11-18",339
"728","2009-11-19",333
"729","2009-11-20",324
"730","2009-11-23",336
"731","2009-11-24",336
"732","2009-11-25",330
"733","2009-11-27",333
"734","2009-11-30",309
"735","2009-12-01",327
"736","2009-12-02",336
"737","2009-12-03",342
"738","2009-12-04",354
"739","2009-12-07",381
"740","2009-12-08",375
"741","2009-12-09",369
"742","2009-12-10",339
"743","2009-12-11",339
"744","2009-12-14",333
"745","2009-12-15",318
"746","2009-12-16",336
"747","2009-12-17",315
"748","2009-12-18",342
"749","2009-12-21",354
"750","2009-12-22",342
"751","2009-12-23",342
"752","2009-12-24",345
"753","2009-12-28",351
"754","2009-12-29",351
"755","2009-12-30",345
"756","2009-12-31",342
"757","2010-01-04",360
"758","2010-01-05",357
"759","2010-01-06",351
"760","2010-01-07",357
"761","2010-01-08",357
"762","2010-01-11",357
"763","2010-01-12",351
"764","2010-01-13",402
"765","2010-01-14",357
"766","2010-01-15",345
"767","2010-01-19",348
"768","2010-01-20",342
"769","2010-01-21",321
"770","2010-01-22",330
"771","2010-01-25",327
"772","2010-01-26",324
"773","2010-01-27",321
"774","2010-01-28",330
"775","2010-01-29",333
"776","2010-02-01",336
"777","2010-02-02",336
"778","2010-02-03",354
"779","2010-02-04",330
"780","2010-02-05",318
"781","2010-02-08",192
"782","2010-02-09",231
"783","2010-02-10",234
"784","2010-02-11",231
"785","2010-02-12",216
"786","2010-02-16",201
"787","2010-02-17",207
"788","2010-02-18",210
"789","2010-02-19",213
"790","2010-02-22",213
"791","2010-02-23",207
"792","2010-02-24",207
"793","2010-02-25",207
"794","2010-02-26",201
"795","2010-03-01",210
"796","2010-03-02",204
"797","2010-03-03",207
"798","2010-03-04",237
"799","2010-03-05",270
"800","2010-03-08",345
"801","2010-03-09",324
"802","2010-03-10",327
"803","2010-03-11",300
"804","2010-03-12",291
"805","2010-03-15",303
"806","2010-03-16",318
"807","2010-03-17",309
"808","2010-03-18",306
"809","2010-03-19",273
"810","2010-03-22",141
"811","2010-03-23",192
"812","2010-03-24",195
"813","2010-03-25",201
"814","2010-03-26",192
"815","2010-03-29",180
"816","2010-03-30",183
"817","2010-03-31",162
"818","2010-04-01",159
"819","2010-04-05",156
"820","2010-04-06",162
"821","2010-04-07",180
"822","2010-04-08",192
"823","2010-04-09",189
"824","2010-04-12",192
"825","2010-04-13",192
"826","2010-04-14",198
"827","2010-04-15",198
"828","2010-04-16",192
"829","2010-04-19",198
"830","2010-04-20",195
"831","2010-04-21",201
"832","2010-04-22",195
"833","2010-04-23",195
"834","2010-04-26",189
"835","2010-04-27",177
"836","2010-04-28",177
"837","2010-04-29",189
"838","2010-04-30",186
"839","2010-05-03",177
"840","2010-05-04",165
"841","2010-05-05",159
"842","2010-05-06",144
"843","2010-05-07",147
"844","2010-05-10",162
"845","2010-05-11",156
"846","2010-05-12",162
"847","2010-05-13",159
"848","2010-05-14",150
"849","2010-05-17",138
"850","2010-05-18",138
"851","2010-05-19",147
"852","2010-05-20",132
"853","2010-05-21",135
"854","2010-05-24",102
"855","2010-05-25",105
"856","2010-05-26",105
"857","2010-05-27",114
"858","2010-05-28",108
"859","2010-06-01",102
"860","2010-06-02",108
"861","2010-06-03",111
"862","2010-06-04",102
"863","2010-06-07",102
"864","2010-06-08",99
"865","2010-06-09",99
"866","2010-06-10",108
"867","2010-06-11",135
"868","2010-06-14",150
"869","2010-06-15",141
"870","2010-06-16",141
"871","2010-06-17",141
"872","2010-06-18",144
"873","2010-06-21",135
"874","2010-06-22",132
"875","2010-06-23",129
"876","2010-06-24",123
"877","2010-06-25",96
"878","2010-06-28",120
"879","2010-06-29",111
"880","2010-06-30",114
"881","2010-07-01",126
"882","2010-07-02",117
"883","2010-07-06",114
"884","2010-07-07",120
"885","2010-07-08",117
"886","2010-07-09",120
"887","2010-07-12",123
"888","2010-07-13",126
"889","2010-07-14",132
"890","2010-07-15",129
"891","2010-07-16",126
"892","2010-07-19",123
"893","2010-07-20",129
"894","2010-07-21",123
"895","2010-07-22",126
"896","2010-07-23",126
"897","2010-07-26",120
"898","2010-07-27",120
"899","2010-07-28",123
"900","2010-07-29",120
"901","2010-07-30",117
"902","2010-08-02",120
"903","2010-08-03",123
"904","2010-08-04",123
"905","2010-08-05",123
"906","2010-08-06",123
"907","2010-08-09",120
"908","2010-08-10",120
"909","2010-08-11",117
"910","2010-08-12",114
"911","2010-08-13",111
"912","2010-08-16",117
"913","2010-08-17",117
"914","2010-08-18",114
"915","2010-08-19",114
"916","2010-08-20",114
"917","2010-08-23",114
"918","2010-08-24",111
"919","2010-08-25",108
"920","2010-08-26",108
"921","2010-08-27",111
"922","2010-08-30",111
"923","2010-08-31",111
"924","2010-09-01",114
"925","2010-09-02",114
"926","2010-09-03",117
"927","2010-09-07",117
"928","2010-09-08",114
"929","2010-09-09",117
"930","2010-09-10",114
"931","2010-09-13",117
"932","2010-09-14",111
"933","2010-09-15",114
"934","2010-09-16",114
"935","2010-09-17",105
"936","2010-09-20",108
"937","2010-09-21",111
"938","2010-09-22",114
"939","2010-09-23",117
"940","2010-09-24",114
"941","2010-09-27",111
"942","2010-09-28",111
"943","2010-09-29",114
"944","2010-09-30",117
"945","2010-10-01",114
"946","2010-10-04",114
"947","2010-10-05",117
"948","2010-10-06",114
"949","2010-10-07",114
"950","2010-10-08",117
"951","2010-10-11",114
"952","2010-10-12",114
"953","2010-10-13",117
"954","2010-10-14",135
"955","2010-10-15",129
"956","2010-10-18",123
"957","2010-10-19",132
"958","2010-10-20",114
"959","2010-10-21",117
"960","2010-10-22",123
"961","2010-10-25",117
"962","2010-10-26",114
"963","2010-10-27",114
"964","2010-10-28",111
"965","2010-10-29",114
"966","2010-11-01",120
"967","2010-11-02",117
"968","2010-11-03",114
"969","2010-11-04",114
"970","2010-11-05",117
"971","2010-11-08",120
"972","2010-11-09",117
"973","2010-11-10",120
"974","2010-11-11",117
"975","2010-11-12",117
"976","2010-11-15",117
"977","2010-11-16",111
"978","2010-11-17",117
"979","2010-11-18",117
"980","2010-11-19",114
"981","2010-11-22",117
"982","2010-11-23",114
"983","2010-11-24",111
"984","2010-11-26",111
"985","2010-11-29",114
"986","2010-11-30",117
"987","2010-12-01",111
"988","2010-12-02",111
"989","2010-12-03",114
"990","2010-12-06",114
"991","2010-12-07",114
"992","2010-12-08",114
"993","2010-12-09",114
"994","2010-12-10",111
"995","2010-12-13",114
"996","2010-12-14",111
"997","2010-12-15",108
"998","2010-12-16",108
"999","2010-12-17",111
"1000","2010-12-20",111
"1001","2010-12-21",111
"1002","2010-12-22",111
"1003","2010-12-23",111
"1004","2010-12-27",108
"1005","2010-12-28",111
"1006","2010-12-29",111
"1007","2010-12-30",111
"1008","2010-12-31",111
"1009","2011-01-03",111
"1010","2011-01-04",114
"1011","2011-01-05",111
"1012","2011-01-06",111
"1013","2011-01-07",120
"1014","2011-01-10",117
"1015","2011-01-11",117
"1016","2011-01-12",117
"1017","2011-01-13",114
"1018","2011-01-14",114
"1019","2011-01-18",114
"1020","2011-01-19",114
"1021","2011-01-20",111
"1022","2011-01-21",108
"1023","2011-01-24",108
"1024","2011-01-25",108
"1025","2011-01-26",108
"1026","2011-01-27",108
"1027","2011-01-28",105
"1028","2011-01-31",105
"1029","2011-02-01",102
"1030","2011-02-02",102
"1031","2011-02-03",102
"1032","2011-02-04",102
"1033","2011-02-07",108
"1034","2011-02-08",105
"1035","2011-02-09",108
"1036","2011-02-10",102
"1037","2011-02-11",105
"1038","2011-02-14",102
"1039","2011-02-15",102
"1040","2011-02-16",102
"1041","2011-02-17",102
"1042","2011-02-18",99
"1043","2011-02-22",87
"1044","2011-02-23",87
"1045","2011-02-24",81
"1046","2011-02-25",84
"1047","2011-02-28",84
"1048","2011-03-01",81
"1049","2011-03-02",81
"1050","2011-03-03",84
"1051","2011-03-04",78
"1052","2011-03-07",69
"1053","2011-03-08",72
"1054","2011-03-09",66
"1055","2011-03-10",63
"1056","2011-03-11",90
"1057","2011-03-14",96
"1058","2011-03-15",90
"1059","2011-03-16",102
"1060","2011-03-17",132
"1061","2011-03-18",132
"1062","2011-03-21",132
"1063","2011-03-22",138
"1064","2011-03-23",129
"1065","2011-03-24",129
"1066","2011-03-25",114
"1067","2011-03-28",105
"1068","2011-03-29",114
"1069","2011-03-30",114
"1070","2011-03-31",111
"1071","2011-04-01",114
"1072","2011-04-04",123
"1073","2011-04-05",117
"1074","2011-04-06",117
"1075","2011-04-07",114
"1076","2011-04-08",117
"1077","2011-04-11",120
"1078","2011-04-12",117
"1079","2011-04-13",114
"1080","2011-04-14",111
"1081","2011-04-15",111
"1082","2011-04-18",105
"1083","2011-04-19",117
"1084","2011-04-20",117
"1085","2011-04-21",117
"1086","2011-04-25",114
"1087","2011-04-26",117
"1088","2011-04-27",114
"1089","2011-04-28",105
"1090","2011-04-29",102
"1091","2011-05-02",105
"1092","2011-05-03",102
"1093","2011-05-04",102
"1094","2011-05-05",102
"1095","2011-05-06",90
"1096","2011-05-09",87
"1097","2011-05-10",87
"1098","2011-05-11",84
"1099","2011-05-12",84
"1100","2011-05-13",81
"1101","2011-05-16",79.5
"1102","2011-05-17",76.5
"1103","2011-05-18",88
"1104","2011-05-19",84
"1105","2011-05-20",104
"1106","2011-05-23",113
"1107","2011-05-24",108.5
"1108","2011-05-25",104.5
"1109","2011-05-26",110
"1110","2011-05-27",108
"1111","2011-05-31",110
"1112","2011-06-01",107
"1113","2011-06-02",111
"1114","2011-06-03",108
"1115","2011-06-06",109.5
"1116","2011-06-07",111
"1117","2011-06-08",107.5
"1118","2011-06-09",106.5
"1119","2011-06-10",107
