"","date","LFACU"
"173","2019-02-27",10.31
"174","2019-02-28",10.31
"175","2019-03-01",10.31
"176","2019-03-04",10.267
"177","2019-03-05",10.267
"178","2019-03-06",10.267
"179","2019-03-07",10.267
"180","2019-03-08",10.4
"181","2019-03-11",10.4
"182","2019-03-12",10.4
"183","2019-03-13",10.4
"184","2019-03-14",10.4
"185","2019-03-15",10.2
"186","2019-03-18",10.2
"187","2019-03-19",10.2
"188","2019-03-20",10.2
"189","2019-03-21",10.35
"190","2019-03-22",10.35
"191","2019-03-25",10.35
"192","2019-03-26",10.35
"193","2019-03-27",10.35
"194","2019-03-28",10.37
"195","2019-03-29",10.37
"196","2019-04-01",10.45
"197","2019-04-02",10.45
"198","2019-04-03",10.45
"199","2019-04-04",10.45
"200","2019-04-05",10.45
"201","2019-04-08",10.35
"202","2019-04-09",10.46
"203","2019-04-10",10.46
"204","2019-04-11",10.46
"205","2019-04-12",10.46
"206","2019-04-15",10.35
"207","2019-04-16",10.35
"208","2019-04-17",10.35
"209","2019-04-18",10.35
"210","2019-04-22",10.35
"211","2019-04-23",10.35
"212","2019-04-24",10.35
"213","2019-04-25",10.35
"214","2019-04-26",10.35
"215","2019-04-29",10.3
"216","2019-04-30",10.3
"217","2019-05-01",10.38
"218","2019-05-02",10.38
"219","2019-05-03",10.38
"220","2019-05-06",10.38
"221","2019-05-07",10.34
"222","2019-05-08",10.34
"223","2019-05-09",10.35
"224","2019-05-10",10.35
"225","2019-05-13",10.35
"226","2019-05-14",10.35
"227","2019-05-15",10.35
"228","2019-05-16",10.35
"229","2019-05-17",10.35
"230","2019-05-20",10.35
"231","2019-05-21",10.35
"232","2019-05-22",10.35
"233","2019-05-23",10.35
"234","2019-05-24",10.35
"235","2019-05-28",10.35
"236","2019-05-29",10.35
"237","2019-05-30",10.35
"238","2019-05-31",10.48
"239","2019-06-03",10.48
"240","2019-06-04",10.48
"241","2019-06-05",10.48
"242","2019-06-06",10.48
"243","2019-06-07",10.48
"244","2019-06-10",10.48
"245","2019-06-11",10.48
"246","2019-06-12",10.48
"247","2019-06-13",10.48
"248","2019-06-14",10.48
"249","2019-06-17",10.48
"250","2019-06-18",10.48
"251","2019-06-19",10.38
"252","2019-06-20",10.38
"253","2019-06-21",10.4
"254","2019-06-24",10.4
"255","2019-06-25",10.4
"256","2019-06-26",10.4
"257","2019-06-27",10.4
"258","2019-06-28",10.42
"259","2019-07-01",10.36
"260","2019-07-02",10.42
"261","2019-07-03",10.37
"262","2019-07-05",10.37
"263","2019-07-08",10.37
"264","2019-07-09",10.37
"265","2019-07-10",10.37
"266","2019-07-11",10.37
"267","2019-07-12",10.37
"268","2019-07-15",10.37
"269","2019-07-16",10.37
"270","2019-07-17",10.37
"271","2019-07-18",10.37
"272","2019-07-19",10.37
"273","2019-07-22",10.37
"274","2019-07-23",10.37
"275","2019-07-24",10.36
"276","2019-07-25",10.36
"277","2019-07-26",10.36
"278","2019-07-29",10.36
"279","2019-07-30",10.36
"280","2019-07-31",10.36
"281","2019-08-01",10.36
"282","2019-08-02",10.36
"283","2019-08-05",10.36
"284","2019-08-06",10.36
"285","2019-08-07",10.36
"286","2019-08-08",10.36
"287","2019-08-09",10.36
"288","2019-08-12",10.36
"289","2019-08-13",10.36
"290","2019-08-14",10.45
"291","2019-08-15",10.45
"292","2019-08-16",10.45
"293","2019-08-19",10.45
"294","2019-08-20",10.45
"295","2019-08-21",10.45
"296","2019-08-22",10.54
"297","2019-08-23",10.54
"298","2019-08-26",10.54
"299","2019-08-27",10.54
"300","2019-08-28",10.54
"301","2019-08-29",10.54
"302","2019-08-30",10.54
"303","2019-09-03",10.54
"304","2019-09-04",10.54
"305","2019-09-05",10.54
"306","2019-09-06",10.54
"307","2019-09-09",10.54
"308","2019-09-10",10.54
"309","2019-09-11",10.54
"310","2019-09-12",10.54
"311","2019-09-13",10.54
"312","2019-09-16",10.524
"313","2019-09-17",10.524
"314","2019-09-18",10.499
"315","2019-09-19",10.499
"316","2019-09-20",10.499
"317","2019-09-23",10.499
"318","2019-09-24",10.499
"319","2019-09-25",10.499
"320","2019-09-26",10.55
"321","2019-09-27",10.55
"322","2019-09-30",10.587
"323","2019-10-01",10.587
"324","2019-10-02",10.587
"325","2019-10-03",10.587
"326","2019-10-04",10.587
"327","2019-10-07",10.587
"328","2019-10-08",10.587
"329","2019-10-09",10.587
"330","2019-10-10",10.45
"331","2019-10-11",10.99
"332","2019-10-14",10.82
"333","2019-10-15",10.7
"334","2019-10-16",10.7
"335","2019-10-17",10.7
"336","2019-10-18",10.7
"337","2019-10-21",10.47
"338","2019-10-22",10.47
"339","2019-10-23",10.57
"340","2019-10-24",10.57
"341","2019-10-25",10.57
"342","2019-10-28",10.57
"343","2019-10-29",10.57
"344","2019-10-30",10.57
"345","2019-10-31",10.74
"346","2019-11-01",10.733
"347","2019-11-04",10.733
"348","2019-11-05",10.733
"349","2019-11-06",10.733
"350","2019-11-07",10.733
"351","2019-11-08",10.733
"352","2019-11-11",10.733
"353","2019-11-12",10.733
"354","2019-11-13",10.733
"355","2019-11-14",10.733
"356","2019-11-15",10.733
"357","2019-11-18",10.733
"358","2019-11-19",10.733
"359","2019-11-20",10.733
"360","2019-11-21",10.733
"361","2019-11-22",10.6
"362","2019-11-25",10.6
"363","2019-11-26",10.6
"364","2019-11-27",10.6
"365","2019-11-29",11.08
"366","2019-12-02",11.08
"367","2019-12-03",11.08
"368","2019-12-04",11.08
"369","2019-12-05",11.08
"370","2019-12-06",11.08
"371","2019-12-09",11.08
"372","2019-12-10",11.08
"373","2019-12-11",11.08
"374","2019-12-12",11.08
"375","2019-12-13",11.08
"376","2019-12-16",11.08
"377","2019-12-17",11.08
"378","2019-12-18",11.08
"379","2019-12-19",11.08
"380","2019-12-20",10.58
"381","2019-12-23",10.601
"382","2019-12-24",10.601
"383","2019-12-26",10.601
"384","2019-12-27",10.601
"385","2019-12-30",10.601
"386","2019-12-31",10.601
"387","2020-01-02",10.601
"388","2020-01-03",10.601
"389","2020-01-06",10.601
"390","2020-01-07",10.601
"391","2020-01-08",10.601
"392","2020-01-09",10.601
"393","2020-01-10",10.601
"394","2020-01-13",10.601
"395","2020-01-14",10.601
"396","2020-01-15",10.601
"397","2020-01-16",10.601
"398","2020-01-17",10.601
"399","2020-01-21",10.601
"400","2020-01-22",10.601
"401","2020-01-23",10.601
"402","2020-01-24",10.601
"403","2020-01-27",10.601
"404","2020-01-28",10.601
"405","2020-01-29",10.601
"406","2020-01-30",10.601
"407","2020-01-31",10.601
"408","2020-02-03",10.601
"409","2020-02-04",10.601
"410","2020-02-05",10.601
"411","2020-02-06",10.601
"412","2020-02-07",10.601
"413","2020-02-10",10.601
"414","2020-02-11",10.601
"415","2020-02-12",10.601
"416","2020-02-13",10.601
"417","2020-02-14",10.601
"418","2020-02-18",10.601
"419","2020-02-19",10.601
"420","2020-02-20",10.601
"421","2020-02-21",10.601
"422","2020-02-24",10.601
"423","2020-02-25",10.601
"424","2020-02-26",10.7
"425","2020-02-27",10.65
"426","2020-02-28",10.65
"427","2020-03-02",10.65
"428","2020-03-03",10.65
"429","2020-03-04",10.65
"430","2020-03-05",10.65
"431","2020-03-06",10.65
"432","2020-03-09",10.65
"433","2020-03-10",10.65
"434","2020-03-11",10.69
"435","2020-03-12",11.062
"436","2020-03-13",11.062
"437","2020-03-16",11.142
"438","2020-03-17",11.142
"439","2020-03-18",11.142
"440","2020-03-19",10.4
"441","2020-03-20",10.4
"442","2020-03-23",10.271
"443","2020-03-24",10.271
"444","2020-03-25",10.271
"445","2020-03-26",10.271
"446","2020-03-27",10.271
"447","2020-03-30",10.271
"448","2020-03-31",10.271
"449","2020-04-01",10.271
"450","2020-04-02",10.271
"451","2020-04-03",10.271
"452","2020-04-06",10.271
"453","2020-04-07",10.271
"454","2020-04-08",10.271
"455","2020-04-09",10.271
"456","2020-04-13",10.271
"457","2020-04-14",10.271
"458","2020-04-15",10.271
"459","2020-04-16",10.271
"460","2020-04-17",10.271
"461","2020-04-20",10.271
"462","2020-04-21",10.271
"463","2020-04-22",10.271
"464","2020-04-23",10.271
"465","2020-04-24",10.271
"466","2020-04-27",10.271
"467","2020-04-28",10.271
"468","2020-04-29",10.528
"469","2020-04-30",10.528
"470","2020-05-01",10.5
"471","2020-05-04",10.5
"472","2020-05-05",10.5
"473","2020-05-06",10.5
"474","2020-05-07",10.5
"475","2020-05-08",10.5
"476","2020-05-11",10.5
"477","2020-05-12",10.5
"478","2020-05-13",10.5
"479","2020-05-14",10.5
"480","2020-05-15",10.5
"481","2020-05-18",10.5
"482","2020-05-19",10.5
"483","2020-05-20",10.5
"484","2020-05-21",10.5
"485","2020-05-22",10.5
"486","2020-05-26",10.5
"487","2020-05-27",10.5
"488","2020-05-28",10.5
"489","2020-05-29",10.5
"490","2020-06-01",10.5
"491","2020-06-02",10.5
"492","2020-06-03",10.5
"493","2020-06-04",10.5
"494","2020-06-05",10.5
"495","2020-06-08",10.5
"496","2020-06-09",10.5
"497","2020-06-10",11.23
"498","2020-06-11",11.23
"499","2020-06-12",11.23
"500","2020-06-15",11.23
"501","2020-06-16",11.23
"502","2020-06-17",12.27
"503","2020-06-18",11.28
"504","2020-06-19",12.48
"505","2020-06-22",12.48
"506","2020-06-23",13.25
"507","2020-06-24",12.84
"508","2020-06-25",12.84
"509","2020-06-26",12.84
"510","2020-06-29",12.84
"511","2020-06-30",12.84
"512","2020-07-01",13
"513","2020-07-02",13
"514","2020-07-06",12.588
"515","2020-07-07",12.588
"516","2020-07-08",12.588
"517","2020-07-09",12.588
"518","2020-07-10",12.588
"519","2020-07-13",12.588
"520","2020-07-14",12.588
"521","2020-07-15",12.588
"522","2020-07-16",12.588
"523","2020-07-17",12.588
"524","2020-07-20",12.925
"525","2020-07-21",12.925
"526","2020-07-22",12.925
"527","2020-07-23",12.65
"528","2020-07-24",12.65
"529","2020-07-27",12.545
"530","2020-07-28",12.545
"531","2020-07-29",12.545
"532","2020-07-30",12.545
"533","2020-07-31",12.545
"534","2020-08-03",12.545
"535","2020-08-04",12.545
"536","2020-08-05",12.545
"537","2020-08-06",11.7
"538","2020-08-07",11.7
"539","2020-08-10",11.7
"540","2020-08-11",11.1
"541","2020-08-12",11.1
"542","2020-08-13",11.1
"543","2020-08-14",11.1
"544","2020-08-17",11.1
"545","2020-08-18",11.1
"546","2020-08-19",11.1
"547","2020-08-20",10.95
"548","2020-08-21",10.95
"549","2020-08-24",10.95
"550","2020-08-25",11.05
"551","2020-08-26",11.05
"552","2020-08-27",11.05
"553","2020-08-28",11.05
"554","2020-08-31",12
"555","2020-09-01",12.445
"556","2020-09-02",12.445
"557","2020-09-03",12.445
"558","2020-09-04",12.445
"559","2020-09-08",13.21
"560","2020-09-09",13.21
"561","2020-09-10",12.74
"562","2020-09-11",12.74
"563","2020-09-14",12.74
"564","2020-09-15",12.74
"565","2020-09-16",12.74
"566","2020-09-17",12.2
"567","2020-09-18",12.2
"568","2020-09-21",12.2
"569","2020-09-22",12.2
"570","2020-09-23",12.2
"571","2020-09-24",12.2
"572","2020-09-25",12.2
"573","2020-09-28",12.2
"574","2020-09-29",12.2
"575","2020-09-30",12.2
"576","2020-10-01",12.2
"577","2020-10-02",12.2
"578","2020-10-05",12.2
"579","2020-10-06",12.2
"580","2020-10-07",12.2
"581","2020-10-08",12.2
"582","2020-10-09",12.2
"583","2020-10-12",12.2
"584","2020-10-13",12.2
"585","2020-10-14",12.2
"586","2020-10-15",12.2
"587","2020-10-16",12
"588","2020-10-19",12
"589","2020-10-20",12
"590","2020-10-21",12
"591","2020-10-22",12
"592","2020-10-23",12
"593","2020-10-26",12
"594","2020-10-27",12
"595","2020-10-28",12
"596","2020-10-29",12
"597","2020-10-30",12
"598","2020-11-02",12
"599","2020-11-03",11.5
"600","2020-11-04",11.5
"601","2020-11-05",11.5
"602","2020-11-06",11.5
"603","2020-11-09",11.5
"604","2020-11-10",11.5
"605","2020-11-11",11.5
"606","2020-11-12",11.5
"607","2020-11-13",11.5
"608","2020-11-16",11.5
"609","2020-11-17",11.5
"610","2020-11-18",11.5
"611","2020-11-19",11.5
"612","2020-11-20",11.5
"613","2020-11-23",11.5
"614","2020-11-24",11.5
"615","2020-11-25",11.5
"616","2020-11-27",11.5
