"","date","BERY"
"1","2012-10-04",15.2
"2","2012-10-05",15
"3","2012-10-08",14.75
"4","2012-10-09",14.55
"5","2012-10-10",14.16
"6","2012-10-11",14
"7","2012-10-12",14.2
"8","2012-10-15",14.37
"9","2012-10-16",14.36
"10","2012-10-17",14.47
"11","2012-10-18",14.68
"12","2012-10-19",14.47
"13","2012-10-22",14.47
"14","2012-10-23",14.37
"15","2012-10-24",14.27
"16","2012-10-25",14.28
"17","2012-10-26",14.2
"18","2012-10-31",14.17
"19","2012-11-01",14.35
"20","2012-11-02",14.18
"21","2012-11-05",13.98
"22","2012-11-06",14.1
"23","2012-11-07",13.63
"24","2012-11-08",13.48
"25","2012-11-09",13.65
"26","2012-11-12",13.88
"27","2012-11-13",14.15
"28","2012-11-14",14.25
"29","2012-11-15",14.01
"30","2012-11-16",14.06
"31","2012-11-19",14.16
"32","2012-11-20",14.3
"33","2012-11-21",14.74
"34","2012-11-23",14.7
"35","2012-11-26",14.87
"36","2012-11-27",14.75
"37","2012-11-28",14.74
"38","2012-11-29",15
"39","2012-11-30",14.91
"40","2012-12-03",14.75
"41","2012-12-04",14.75
"42","2012-12-05",14.8
"43","2012-12-06",14.8
"44","2012-12-07",14.8
"45","2012-12-10",14.81
"46","2012-12-11",15
"47","2012-12-12",14.99
"48","2012-12-13",15.38
"49","2012-12-14",15.51
"50","2012-12-17",15.35
"51","2012-12-18",15.5
"52","2012-12-19",15.57
"53","2012-12-20",15.74
"54","2012-12-21",16.01
"55","2012-12-24",15.79
"56","2012-12-26",15.72
"57","2012-12-27",15.84
"58","2012-12-28",15.98
"59","2012-12-31",16.08
"60","2013-01-02",16.17
"61","2013-01-03",16.15
"62","2013-01-04",16.49
"63","2013-01-07",16.15
"64","2013-01-08",16.280001
"65","2013-01-09",16.34
"66","2013-01-10",16.67
"67","2013-01-11",16.540001
"68","2013-01-14",16.719999
"69","2013-01-15",17.110001
"70","2013-01-16",16.879999
"71","2013-01-17",17.360001
"72","2013-01-18",17.440001
"73","2013-01-22",17.59
"74","2013-01-23",17.469999
"75","2013-01-24",17.59
"76","2013-01-25",17.700001
"77","2013-01-28",17.719999
"78","2013-01-29",17.75
"79","2013-01-30",17.709999
"80","2013-01-31",17.58
"81","2013-02-01",18.040001
"82","2013-02-04",18.02
"83","2013-02-05",18.35
"84","2013-02-06",18.24
"85","2013-02-07",18.26
"86","2013-02-08",18.379999
"87","2013-02-11",18.34
"88","2013-02-12",18.6
"89","2013-02-13",18.610001
"90","2013-02-14",18.690001
"91","2013-02-15",18.809999
"92","2013-02-19",19.469999
"93","2013-02-20",19.440001
"94","2013-02-21",18.940001
"95","2013-02-22",18.709999
"96","2013-02-25",18.92
"97","2013-02-26",19.389999
"98","2013-02-27",19.389999
"99","2013-02-28",19.219999
"100","2013-03-01",19.18
"101","2013-03-04",19.040001
"102","2013-03-05",19.17
"103","2013-03-06",19.26
"104","2013-03-07",19.51
"105","2013-03-08",19.75
"106","2013-03-11",19.77
"107","2013-03-12",19.41
"108","2013-03-13",19.43
"109","2013-03-14",19.309999
"110","2013-03-15",19.34
"111","2013-03-18",19.25
"112","2013-03-19",19.1
"113","2013-03-20",19.27
"114","2013-03-21",19.01
"115","2013-03-22",19.16
"116","2013-03-25",19.42
"117","2013-03-26",19.379999
"118","2013-03-27",19.15
"119","2013-03-28",19.049999
"120","2013-04-01",19.040001
"121","2013-04-02",19.08
"122","2013-04-03",18.469999
"123","2013-04-04",18.73
"124","2013-04-05",17.73
"125","2013-04-08",18
"126","2013-04-09",17.91
"127","2013-04-10",18.65
"128","2013-04-11",18.58
"129","2013-04-12",18.530001
"130","2013-04-15",17.950001
"131","2013-04-16",18.309999
"132","2013-04-17",17.290001
"133","2013-04-18",17.02
"134","2013-04-19",17.5
"135","2013-04-22",18.440001
"136","2013-04-23",18.57
"137","2013-04-24",18.27
"138","2013-04-25",18.290001
"139","2013-04-26",18.27
"140","2013-04-29",18.6
"141","2013-04-30",19
"142","2013-05-01",19.16
"143","2013-05-02",19.200001
"144","2013-05-03",19.639999
"145","2013-05-06",20.110001
"146","2013-05-07",20.139999
"147","2013-05-08",19.969999
"148","2013-05-09",19.98
"149","2013-05-10",20.74
"150","2013-05-13",20.82
"151","2013-05-14",21.139999
"152","2013-05-15",21.049999
"153","2013-05-16",21.24
"154","2013-05-17",21.25
"155","2013-05-20",21.25
"156","2013-05-21",21.27
"157","2013-05-22",20.719999
"158","2013-05-23",20.709999
"159","2013-05-24",20.780001
"160","2013-05-28",21.15
"161","2013-05-29",20.959999
"162","2013-05-30",21.15
"163","2013-05-31",21.01
"164","2013-06-03",21.18
"165","2013-06-04",21.299999
"166","2013-06-05",21.52
"167","2013-06-06",22.91
"168","2013-06-07",23.4
"169","2013-06-10",23.67
"170","2013-06-11",22.91
"171","2013-06-12",22.25
"172","2013-06-13",23.190001
"173","2013-06-14",23.440001
"174","2013-06-17",24.15
"175","2013-06-18",23.84
"176","2013-06-19",23.65
"177","2013-06-20",23.040001
"178","2013-06-21",22.959999
"179","2013-06-24",22.27
"180","2013-06-25",22.299999
"181","2013-06-26",22.030001
"182","2013-06-27",22.120001
"183","2013-06-28",22.07
"184","2013-07-01",22.690001
"185","2013-07-02",22.389999
"186","2013-07-03",22.07
"187","2013-07-05",22.799999
"188","2013-07-08",22.870001
"189","2013-07-09",22.85
"190","2013-07-10",22.17
"191","2013-07-11",22.51
"192","2013-07-12",22.209999
"193","2013-07-15",22.26
"194","2013-07-16",21.01
"195","2013-07-17",21.629999
"196","2013-07-18",23.99
"197","2013-07-19",23.07
"198","2013-07-22",23.34
"199","2013-07-23",23.18
"200","2013-07-24",23.33
"201","2013-07-25",23.190001
"202","2013-07-26",23.209999
"203","2013-07-29",23.07
"204","2013-07-30",23.030001
"205","2013-07-31",23.059999
"206","2013-08-01",23.35
"207","2013-08-02",23.299999
"208","2013-08-05",23.620001
"209","2013-08-06",23.200001
"210","2013-08-07",23.1
"211","2013-08-08",23.129999
"212","2013-08-09",23.08
"213","2013-08-12",23.25
"214","2013-08-13",22.950001
"215","2013-08-14",22.950001
"216","2013-08-15",22.83
"217","2013-08-16",23.02
"218","2013-08-19",22.9
"219","2013-08-20",23.08
"220","2013-08-21",22.950001
"221","2013-08-22",22.959999
"222","2013-08-23",23.35
"223","2013-08-26",23.41
"224","2013-08-27",22.969999
"225","2013-08-28",22.780001
"226","2013-08-29",22.83
"227","2013-08-30",23.01
"228","2013-09-03",22.92
"229","2013-09-04",23.129999
"230","2013-09-05",23.1
"231","2013-09-06",23.209999
"232","2013-09-09",23.5
"233","2013-09-10",23.91
"234","2013-09-11",24.040001
"235","2013-09-12",24.040001
"236","2013-09-13",24.26
"237","2013-09-16",24.99
"238","2013-09-17",21.870001
"239","2013-09-18",21.040001
"240","2013-09-19",20.610001
"241","2013-09-20",20.790001
"242","2013-09-23",19.84
"243","2013-09-24",20.790001
"244","2013-09-25",20.84
"245","2013-09-26",19.709999
"246","2013-09-27",20.48
"247","2013-09-30",19.969999
"248","2013-10-01",20.110001
"249","2013-10-02",20
"250","2013-10-03",19.870001
"251","2013-10-04",19.450001
"252","2013-10-07",18.879999
"253","2013-10-08",18.85
"254","2013-10-09",18.67
"255","2013-10-10",18.379999
"256","2013-10-11",18.42
"257","2013-10-14",18.66
"258","2013-10-15",18.120001
"259","2013-10-16",18.540001
"260","2013-10-17",18.940001
"261","2013-10-18",18.889999
"262","2013-10-21",19.120001
"263","2013-10-22",19.41
"264","2013-10-23",19.629999
"265","2013-10-24",19.870001
"266","2013-10-25",19.73
"267","2013-10-28",20.02
"268","2013-10-29",20.030001
"269","2013-10-30",19.809999
"270","2013-10-31",20.08
"271","2013-11-01",19.870001
"272","2013-11-04",20.24
"273","2013-11-05",20.120001
"274","2013-11-06",20.059999
"275","2013-11-07",19.719999
"276","2013-11-08",19.77
"277","2013-11-11",20.209999
"278","2013-11-12",20.6
"279","2013-11-13",21.059999
"280","2013-11-14",20.75
"281","2013-11-15",20.74
"282","2013-11-18",20.969999
"283","2013-11-19",20.59
"284","2013-11-20",20.16
"285","2013-11-21",20.32
"286","2013-11-22",21.459999
"287","2013-11-25",21.450001
"288","2013-11-26",21
"289","2013-11-27",21.549999
"290","2013-11-29",21.450001
"291","2013-12-02",21.690001
"292","2013-12-03",21.790001
"293","2013-12-04",22.15
"294","2013-12-05",22.01
"295","2013-12-06",22.32
"296","2013-12-09",22
"297","2013-12-10",21.99
"298","2013-12-11",21.950001
"299","2013-12-12",21.809999
"300","2013-12-13",21.74
"301","2013-12-16",21.6
"302","2013-12-17",21.459999
"303","2013-12-18",21.940001
"304","2013-12-19",21.99
"305","2013-12-20",22.870001
"306","2013-12-23",22.82
"307","2013-12-24",23.209999
"308","2013-12-26",23.51
"309","2013-12-27",23.57
"310","2013-12-30",23.940001
"311","2013-12-31",23.790001
"312","2014-01-02",23.959999
"313","2014-01-03",24.049999
"314","2014-01-06",23.6
"315","2014-01-07",23.35
"316","2014-01-08",23.6
"317","2014-01-09",23.209999
"318","2014-01-10",23.57
"319","2014-01-13",23.290001
"320","2014-01-14",23.549999
"321","2014-01-15",23.24
"322","2014-01-16",23.059999
"323","2014-01-17",22.860001
"324","2014-01-21",22.93
"325","2014-01-22",22.969999
"326","2014-01-23",22.74
"327","2014-01-24",22.1
"328","2014-01-27",21.879999
"329","2014-01-28",22.370001
"330","2014-01-29",21.99
"331","2014-01-30",22.91
"332","2014-01-31",22.299999
"333","2014-02-03",22.030001
"334","2014-02-04",22.469999
"335","2014-02-05",22.32
"336","2014-02-06",22.32
"337","2014-02-07",22.68
"338","2014-02-10",22.700001
"339","2014-02-11",22.790001
"340","2014-02-12",22.940001
"341","2014-02-13",23.5
"342","2014-02-14",23.780001
"343","2014-02-18",24.040001
"344","2014-02-19",23.32
"345","2014-02-20",23.51
"346","2014-02-21",23.91
"347","2014-02-24",23.84
"348","2014-02-25",23.91
"349","2014-02-26",24.15
"350","2014-02-27",24.33
"351","2014-02-28",24.33
"352","2014-03-03",24.68
"353","2014-03-04",24.73
"354","2014-03-05",24.75
"355","2014-03-06",24.66
"356","2014-03-07",24.43
"357","2014-03-10",24.389999
"358","2014-03-11",24.110001
"359","2014-03-12",23.76
"360","2014-03-13",23.17
"361","2014-03-14",23.48
"362","2014-03-17",23.379999
"363","2014-03-18",23.450001
"364","2014-03-19",23.17
"365","2014-03-20",23.09
"366","2014-03-21",23.190001
"367","2014-03-24",22.959999
"368","2014-03-25",23.09
"369","2014-03-26",22.559999
"370","2014-03-27",22.530001
"371","2014-03-28",22.459999
"372","2014-03-31",23.15
"373","2014-04-01",23.370001
"374","2014-04-02",23.83
"375","2014-04-03",23.43
"376","2014-04-04",22.870001
"377","2014-04-07",22.379999
"378","2014-04-08",22.65
"379","2014-04-09",23.85
"380","2014-04-10",23.139999
"381","2014-04-11",22.280001
"382","2014-04-14",22.129999
"383","2014-04-15",22.450001
"384","2014-04-16",22.959999
"385","2014-04-17",22.99
"386","2014-04-21",23.040001
"387","2014-04-22",23.110001
"388","2014-04-23",22.99
"389","2014-04-24",22.76
"390","2014-04-25",22.5
"391","2014-04-28",22.469999
"392","2014-04-29",22.309999
"393","2014-04-30",22.49
"394","2014-05-01",22.41
"395","2014-05-02",22.75
"396","2014-05-05",23
"397","2014-05-06",22.950001
"398","2014-05-07",23.09
"399","2014-05-08",23.709999
"400","2014-05-09",23.780001
"401","2014-05-12",24.16
"402","2014-05-13",23.82
"403","2014-05-14",23.379999
"404","2014-05-15",23.209999
"405","2014-05-16",23.450001
"406","2014-05-19",23.83
"407","2014-05-20",23.52
"408","2014-05-21",23.74
"409","2014-05-22",23.969999
"410","2014-05-23",24.17
"411","2014-05-27",24.42
"412","2014-05-28",23.969999
"413","2014-05-29",23.76
"414","2014-05-30",23.610001
"415","2014-06-02",23.84
"416","2014-06-03",23.48
"417","2014-06-04",23.85
"418","2014-06-05",24.209999
"419","2014-06-06",24.120001
"420","2014-06-09",24.35
"421","2014-06-10",24.549999
"422","2014-06-11",24.77
"423","2014-06-12",24.309999
"424","2014-06-13",24.76
"425","2014-06-16",25.24
"426","2014-06-17",25.41
"427","2014-06-18",25.530001
"428","2014-06-19",25.66
"429","2014-06-20",25.690001
"430","2014-06-23",25.84
