"","date","STAG"
"113","2011-09-26",10.78
"114","2011-09-27",10.95
"115","2011-09-28",10.35
"116","2011-09-29",10.25
"117","2011-09-30",10.2
"118","2011-10-03",10.1
"119","2011-10-04",11.08
"120","2011-10-05",10.48
"121","2011-10-06",10.57
"122","2011-10-07",10.07
"123","2011-10-10",10.42
"124","2011-10-11",10.76
"125","2011-10-12",10.77
"126","2011-10-13",10.88
"127","2011-10-14",10.81
"128","2011-10-17",10.58
"129","2011-10-18",10.78
"130","2011-10-19",10.45
"131","2011-10-20",10.37
"132","2011-10-21",10.7
"133","2011-10-24",10.9
"134","2011-10-25",10.59
"135","2011-10-26",10.69
"136","2011-10-27",11.2
"137","2011-10-28",10.95
"138","2011-10-31",10.74
"139","2011-11-01",10.49
"140","2011-11-02",10.62
"141","2011-11-03",10.79
"142","2011-11-04",10.58
"143","2011-11-07",10.47
"144","2011-11-08",10.58
"145","2011-11-09",10.29
"146","2011-11-10",10.45
"147","2011-11-11",10.55
"148","2011-11-14",10.39
"149","2011-11-15",10.52
"150","2011-11-16",10.46
"151","2011-11-17",10.41
"152","2011-11-18",10.47
"153","2011-11-21",10.28
"154","2011-11-22",10.3
"155","2011-11-23",10.04
"156","2011-11-25",10.19
"157","2011-11-28",10.53
"158","2011-11-29",10.46
"159","2011-11-30",10.49
"160","2011-12-01",10.42
"161","2011-12-02",10.71
"162","2011-12-05",10.78
"163","2011-12-06",10.59
"164","2011-12-07",10.68
"165","2011-12-08",10.82
"166","2011-12-09",11.02
"167","2011-12-12",10.95
"168","2011-12-13",10.91
"169","2011-12-14",11.27
"170","2011-12-15",11.25
"171","2011-12-16",11.15
"172","2011-12-19",10.89
"173","2011-12-20",11.14
"174","2011-12-21",11.4
"175","2011-12-22",11.58
"176","2011-12-23",11.73
"177","2011-12-27",11.79
"178","2011-12-28",11.5
"179","2011-12-29",11.13
"180","2011-12-30",11.47
"181","2012-01-03",11.89
"182","2012-01-04",11.77
"183","2012-01-05",11.81
"184","2012-01-06",11.61
"185","2012-01-09",11.48
"186","2012-01-10",11.68
"187","2012-01-11",11.72
"188","2012-01-12",11.72
"189","2012-01-13",11.54
"190","2012-01-17",11.7
"191","2012-01-18",11.83
"192","2012-01-19",11.74
"193","2012-01-20",11.69
"194","2012-01-23",11.9
"195","2012-01-24",11.98
"196","2012-01-25",12.12
"197","2012-01-26",12.27
"198","2012-01-27",12.27
"199","2012-01-30",12.21
"200","2012-01-31",11.98
"201","2012-02-01",12.2
"202","2012-02-02",12.18
"203","2012-02-03",12.54
"204","2012-02-06",12.49
"205","2012-02-07",12.23
"206","2012-02-08",12.43
"207","2012-02-09",12.3
"208","2012-02-10",12
"209","2012-02-13",12.3
"210","2012-02-14",12.21
"211","2012-02-15",12.28
"212","2012-02-16",12.26
"213","2012-02-17",12.19
"214","2012-02-21",12.32
"215","2012-02-22",12.34
"216","2012-02-23",12.41
"217","2012-02-24",12.45
"218","2012-02-27",12.44
"219","2012-02-28",12.38
"220","2012-02-29",12.29
"221","2012-03-01",12.42
"222","2012-03-02",12.78
"223","2012-03-05",12.95
"224","2012-03-06",12.94
"225","2012-03-07",13.05
"226","2012-03-08",13.38
"227","2012-03-09",13.25
"228","2012-03-12",13.29
"229","2012-03-13",13.49
"230","2012-03-14",13.4
"231","2012-03-15",13.61
"232","2012-03-16",13.52
"233","2012-03-19",13.7
"234","2012-03-20",13.75
"235","2012-03-21",13.83
"236","2012-03-22",13.56
"237","2012-03-23",13.97
"238","2012-03-26",13.87
"239","2012-03-27",13.83
"240","2012-03-28",13.6
"241","2012-03-29",13.76
"242","2012-03-30",13.96
"243","2012-04-02",14.1
"244","2012-04-03",13.98
"245","2012-04-04",13.79
"246","2012-04-05",13.9
"247","2012-04-09",13.44
"248","2012-04-10",12.98
"249","2012-04-11",13.23
"250","2012-04-12",13.42
"251","2012-04-13",13.22
"252","2012-04-16",13.62
"253","2012-04-17",13.88
"254","2012-04-18",13.55
"255","2012-04-19",13.41
"256","2012-04-20",13.85
"257","2012-04-23",13.81
"258","2012-04-24",14.06
"259","2012-04-25",14.09
"260","2012-04-26",14.08
"261","2012-04-27",14.09
"262","2012-04-30",13.92
"263","2012-05-01",14.06
"264","2012-05-02",13.95
"265","2012-05-03",13.88
"266","2012-05-04",13.42
"267","2012-05-07",13.59
"268","2012-05-08",14.16
"269","2012-05-09",14.34
"270","2012-05-10",14.47
"271","2012-05-11",14.38
"272","2012-05-14",14.14
"273","2012-05-15",14.21
"274","2012-05-16",14.09
"275","2012-05-17",13.85
"276","2012-05-18",13.66
"277","2012-05-21",13.77
"278","2012-05-22",12.88
"279","2012-05-23",13.14
"280","2012-05-24",13.51
"281","2012-05-25",13.56
"282","2012-05-29",13.7
"283","2012-05-30",13.68
"284","2012-05-31",13.75
"285","2012-06-01",13.45
"286","2012-06-04",13.51
"287","2012-06-05",13.67
"288","2012-06-06",13.81
"289","2012-06-07",13.59
"290","2012-06-08",13.9
"291","2012-06-11",13.9
"292","2012-06-12",14.02
"293","2012-06-13",14.03
"294","2012-06-14",14.25
"295","2012-06-15",14.26
"296","2012-06-18",14.31
"297","2012-06-19",14.77
"298","2012-06-20",14.81
"299","2012-06-21",14.47
"300","2012-06-22",14.64
"301","2012-06-25",14.36
"302","2012-06-26",14.53
"303","2012-06-27",14.3
"304","2012-06-28",14.12
"305","2012-06-29",14.58
"306","2012-07-02",14.75
"307","2012-07-03",14.97
"308","2012-07-05",15
"309","2012-07-06",14.94
"310","2012-07-09",14.85
"311","2012-07-10",14.61
"312","2012-07-11",14.65
"313","2012-07-12",14.71
"314","2012-07-13",14.76
"315","2012-07-16",14.88
"316","2012-07-17",15.09
"317","2012-07-18",15.11
"318","2012-07-19",14.72
"319","2012-07-20",14.59
"320","2012-07-23",14.34
"321","2012-07-24",14.48
"322","2012-07-25",14.6
"323","2012-07-26",14.38
"324","2012-07-27",14.47
"325","2012-07-30",14.49
"326","2012-07-31",14.46
"327","2012-08-01",14.43
"328","2012-08-02",14.4
"329","2012-08-03",14.63
"330","2012-08-06",14.77
"331","2012-08-07",14.65
"332","2012-08-08",14.63
"333","2012-08-09",14.76
"334","2012-08-10",14.35
"335","2012-08-13",14.59
"336","2012-08-14",14.67
"337","2012-08-15",14.91
"338","2012-08-16",15.16
"339","2012-08-17",15.14
"340","2012-08-20",15.21
"341","2012-08-21",15.3
"342","2012-08-22",15.48
"343","2012-08-23",15.48
"344","2012-08-24",15.4
"345","2012-08-27",15.39
"346","2012-08-28",15.5
"347","2012-08-29",15.75
"348","2012-08-30",15.44
"349","2012-08-31",15.39
"350","2012-09-04",15.69
"351","2012-09-05",15.72
"352","2012-09-06",15.77
"353","2012-09-07",15.95
"354","2012-09-10",15.59
"355","2012-09-11",16
"356","2012-09-12",16.370001
"357","2012-09-13",16.049999
"358","2012-09-14",16.1
"359","2012-09-17",16.23
"360","2012-09-18",16.27
"361","2012-09-19",16.190001
"362","2012-09-20",16.24
"363","2012-09-21",16.450001
"364","2012-09-24",16.23
"365","2012-09-25",16.18
"366","2012-09-26",15.87
"367","2012-09-27",16.190001
"368","2012-09-28",16.26
"369","2012-10-01",16.17
"370","2012-10-02",16.459999
"371","2012-10-03",16.99
"372","2012-10-04",17.08
"373","2012-10-05",17.02
"374","2012-10-08",16.98
"375","2012-10-09",16.950001
"376","2012-10-10",17.01
"377","2012-10-11",16.940001
"378","2012-10-12",16.790001
"379","2012-10-15",16.969999
"380","2012-10-16",17.040001
"381","2012-10-17",16.879999
"382","2012-10-18",17.15
"383","2012-10-19",16.959999
"384","2012-10-22",16.889999
"385","2012-10-23",17.139999
"386","2012-10-24",17.200001
"387","2012-10-25",17.16
"388","2012-10-26",17.23
"389","2012-10-31",17.32
"390","2012-11-01",17.219999
"391","2012-11-02",17.200001
"392","2012-11-05",17.41
"393","2012-11-06",17.469999
"394","2012-11-07",17.120001
"395","2012-11-08",16.84
"396","2012-11-09",17.08
"397","2012-11-12",17.25
"398","2012-11-13",17.73
"399","2012-11-14",17.209999
"400","2012-11-15",16.5
"401","2012-11-16",16.629999
"402","2012-11-19",17.6
"403","2012-11-20",17.719999
"404","2012-11-21",17.950001
"405","2012-11-23",18.290001
"406","2012-11-26",18.35
"407","2012-11-27",18.35
"408","2012-11-28",18.76
"409","2012-11-29",18.620001
"410","2012-11-30",18.85
"411","2012-12-03",18.799999
"412","2012-12-04",18.799999
"413","2012-12-05",18.110001
"414","2012-12-06",17.99
"415","2012-12-07",18.01
"416","2012-12-10",17.969999
"417","2012-12-11",18.01
"418","2012-12-12",17.889999
"419","2012-12-13",17.75
"420","2012-12-14",17.719999
"421","2012-12-17",17.93
"422","2012-12-18",17.950001
"423","2012-12-19",18.02
"424","2012-12-20",18.23
"425","2012-12-21",17.99
"426","2012-12-24",17.799999
"427","2012-12-26",17.799999
"428","2012-12-27",17.700001
"429","2012-12-28",17.790001
"430","2012-12-31",17.969999
"431","2013-01-02",18.26
"432","2013-01-03",18.110001
"433","2013-01-04",18.120001
"434","2013-01-07",18.219999
"435","2013-01-08",18.6
"436","2013-01-09",18.540001
"437","2013-01-10",18.620001
"438","2013-01-11",18.68
"439","2013-01-14",18.85
"440","2013-01-15",18.85
"441","2013-01-16",19.219999
"442","2013-01-17",19.610001
"443","2013-01-18",19.959999
"444","2013-01-22",20.16
"445","2013-01-23",19.879999
"446","2013-01-24",19.82
"447","2013-01-25",19.68
"448","2013-01-28",19.639999
"449","2013-01-29",19.690001
"450","2013-01-30",19.75
"451","2013-01-31",19.719999
"452","2013-02-01",20.32
"453","2013-02-04",20.459999
"454","2013-02-05",20.200001
"455","2013-02-06",20.34
"456","2013-02-07",20.200001
"457","2013-02-08",20.190001
"458","2013-02-11",20.190001
"459","2013-02-12",20.540001
"460","2013-02-13",20.59
"461","2013-02-14",20.299999
"462","2013-02-15",20.58
"463","2013-02-19",20.959999
"464","2013-02-20",20.43
"465","2013-02-21",20.629999
"466","2013-02-22",20.870001
"467","2013-02-25",20.610001
"468","2013-02-26",20.530001
"469","2013-02-27",20.889999
"470","2013-02-28",21.209999
"471","2013-03-01",21.299999
"472","2013-03-04",21.809999
"473","2013-03-05",21.700001
"474","2013-03-06",21.549999
"475","2013-03-07",21.6
"476","2013-03-08",21.6
"477","2013-03-11",21.65
"478","2013-03-12",21.58
"479","2013-03-13",21.620001
"480","2013-03-14",21.610001
"481","2013-03-15",22.059999
"482","2013-03-18",21.969999
"483","2013-03-19",21.59
"484","2013-03-20",21.559999
"485","2013-03-21",21.370001
"486","2013-03-22",21.469999
"487","2013-03-25",21.469999
"488","2013-03-26",21.190001
"489","2013-03-27",21.32
"490","2013-03-28",21.27
"491","2013-04-01",21.26
"492","2013-04-02",21.43
"493","2013-04-03",21.58
"494","2013-04-04",21.610001
"495","2013-04-05",21.360001
"496","2013-04-08",21.48
"497","2013-04-09",21.370001
"498","2013-04-10",21.73
"499","2013-04-11",22.120001
"500","2013-04-12",22.15
"501","2013-04-15",21.629999
"502","2013-04-16",22.09
"503","2013-04-17",21.440001
"504","2013-04-18",21.360001
"505","2013-04-19",22.440001
"506","2013-04-22",22.280001
"507","2013-04-23",22.440001
"508","2013-04-24",22.16
"509","2013-04-25",22.17
"510","2013-04-26",21.83
"511","2013-04-29",21.91
"512","2013-04-30",22.040001
"513","2013-05-01",21.68
"514","2013-05-02",21.860001
"515","2013-05-03",22.16
"516","2013-05-06",22.09
"517","2013-05-07",22.540001
"518","2013-05-08",22.530001
"519","2013-05-09",22.700001
"520","2013-05-10",23
"521","2013-05-13",23.08
"522","2013-05-14",23.219999
"523","2013-05-15",23.75
"524","2013-05-16",23.92
"525","2013-05-17",23.59
"526","2013-05-20",23.4
"527","2013-05-21",23.620001
"528","2013-05-22",23.27
"529","2013-05-23",23.059999
"530","2013-05-24",23.049999
"531","2013-05-28",23.25
"532","2013-05-29",22.639999
"533","2013-05-30",22.790001
"534","2013-05-31",22
"535","2013-06-03",21.84
"536","2013-06-04",21.709999
"537","2013-06-05",21.370001
"538","2013-06-06",21.67
"539","2013-06-07",21.639999
"540","2013-06-10",21.49
"541","2013-06-11",21.120001
"542","2013-06-12",20.42
"543","2013-06-13",20.799999
"544","2013-06-14",21.17
"545","2013-06-17",21.25
"546","2013-06-18",21.379999
"547","2013-06-19",20.690001
"548","2013-06-20",20
"549","2013-06-21",19.84
"550","2013-06-24",19.57
"551","2013-06-25",19.690001
"552","2013-06-26",19.969999
"553","2013-06-27",19.99
"554","2013-06-28",19.950001
"555","2013-07-01",19.940001
"556","2013-07-02",20.43
"557","2013-07-03",20.01
"558","2013-07-05",19.85
"559","2013-07-08",19.799999
"560","2013-07-09",19.9
"561","2013-07-10",19.49
"562","2013-07-11",20.030001
"563","2013-07-12",20.200001
"564","2013-07-15",20.440001
"565","2013-07-16",20.450001
"566","2013-07-17",20.65
"567","2013-07-18",21.23
"568","2013-07-19",21.049999
"569","2013-07-22",21.15
"570","2013-07-23",21.309999
"571","2013-07-24",21.09
"572","2013-07-25",21.940001
"573","2013-07-26",21.860001
"574","2013-07-29",21.34
"575","2013-07-30",21.209999
"576","2013-07-31",20.73
"577","2013-08-01",20.290001
"578","2013-08-02",20.41
"579","2013-08-05",20.65
"580","2013-08-06",20.83
"581","2013-08-07",20.74
"582","2013-08-08",20.870001
"583","2013-08-09",20.84
"584","2013-08-12",20.690001
"585","2013-08-13",20.35
"586","2013-08-14",20.18
"587","2013-08-15",20.02
"588","2013-08-16",19.35
"589","2013-08-19",18.84
"590","2013-08-20",19.780001
"591","2013-08-21",19.74
"592","2013-08-22",19.98
"593","2013-08-23",20.16
"594","2013-08-26",20.09
"595","2013-08-27",20.049999
"596","2013-08-28",19.99
"597","2013-08-29",20.040001
"598","2013-08-30",20
"599","2013-09-03",19.93
"600","2013-09-04",20.110001
"601","2013-09-05",19.879999
"602","2013-09-06",19.780001
"603","2013-09-09",20.09
"604","2013-09-10",20.139999
"605","2013-09-11",20.42
"606","2013-09-12",20.41
"607","2013-09-13",20.209999
"608","2013-09-16",20.629999
"609","2013-09-17",20.709999
"610","2013-09-18",21.200001
"611","2013-09-19",21.110001
"612","2013-09-20",21.049999
"613","2013-09-23",20.940001
"614","2013-09-24",20.77
"615","2013-09-25",20.99
"616","2013-09-26",20.540001
"617","2013-09-27",20.35
"618","2013-09-30",20.120001
"619","2013-10-01",20.24
"620","2013-10-02",19.790001
"621","2013-10-03",19.610001
"622","2013-10-04",19.58
"623","2013-10-07",19.76
"624","2013-10-08",19.41
"625","2013-10-09",19.68
"626","2013-10-10",20.219999
"627","2013-10-11",20.469999
"628","2013-10-14",20.57
"629","2013-10-15",20.379999
"630","2013-10-16",20.49
"631","2013-10-17",20.719999
"632","2013-10-18",20.85
"633","2013-10-21",20.82
"634","2013-10-22",21.27
"635","2013-10-23",21.41
"636","2013-10-24",21.709999
"637","2013-10-25",21.93
"638","2013-10-28",21.690001
"639","2013-10-29",21.610001
"640","2013-10-30",21.379999
"641","2013-10-31",20.91
"642","2013-11-01",21.440001
"643","2013-11-04",21.799999
"644","2013-11-05",21.75
"645","2013-11-06",21.85
"646","2013-11-07",21.85
"647","2013-11-08",21.5
"648","2013-11-11",21.280001
"649","2013-11-12",21.35
"650","2013-11-13",21.49
"651","2013-11-14",22.02
"652","2013-11-15",22.24
"653","2013-11-18",21.73
"654","2013-11-19",21.57
"655","2013-11-20",21.639999
"656","2013-11-21",21.85
"657","2013-11-22",21.809999
"658","2013-11-25",21.58
"659","2013-11-26",21.530001
"660","2013-11-27",21.76
"661","2013-11-29",21.68
"662","2013-12-02",21.07
"663","2013-12-03",21.35
"664","2013-12-04",21.1
"665","2013-12-05",21.33
"666","2013-12-06",21.15
"667","2013-12-09",20.469999
"668","2013-12-10",20.17
"669","2013-12-11",19.629999
"670","2013-12-12",19.33
"671","2013-12-13",19.389999
"672","2013-12-16",19.639999
"673","2013-12-17",19.870001
"674","2013-12-18",20
"675","2013-12-19",19.66
"676","2013-12-20",19.73
"677","2013-12-23",20.219999
"678","2013-12-24",20.290001
"679","2013-12-26",20.27
"680","2013-12-27",20.24
"681","2013-12-30",20.51
"682","2013-12-31",20.389999
"683","2014-01-02",20.129999
"684","2014-01-03",20.41
"685","2014-01-06",20.6
"686","2014-01-07",20.790001
"687","2014-01-08",20.190001
"688","2014-01-09",20.1
"689","2014-01-10",20.200001
"690","2014-01-13",20.030001
"691","2014-01-14",20.07
"692","2014-01-15",20.51
"693","2014-01-16",21.18
"694","2014-01-17",21.450001
"695","2014-01-21",21.940001
"696","2014-01-22",21.98
"697","2014-01-23",22.01
"698","2014-01-24",21.870001
"699","2014-01-27",21.440001
"700","2014-01-28",21.860001
"701","2014-01-29",21.209999
"702","2014-01-30",21.6
"703","2014-01-31",21.459999
"704","2014-02-03",20.82
"705","2014-02-04",21.41
"706","2014-02-05",21.370001
"707","2014-02-06",21.940001
"708","2014-02-07",22.440001
"709","2014-02-10",22.280001
"710","2014-02-11",22.370001
"711","2014-02-12",22.68
"712","2014-02-13",23.5
"713","2014-02-14",23.18
"714","2014-02-18",23.32
"715","2014-02-19",22.969999
"716","2014-02-20",23.23
"717","2014-02-21",23.07
"718","2014-02-24",22.98
"719","2014-02-25",22.969999
"720","2014-02-26",23.049999
"721","2014-02-27",23.049999
"722","2014-02-28",23.309999
"723","2014-03-03",23.59
"724","2014-03-04",24.120001
"725","2014-03-05",23.860001
"726","2014-03-06",23.6
"727","2014-03-07",23.24
"728","2014-03-10",23.15
"729","2014-03-11",23.309999
"730","2014-03-12",23.48
"731","2014-03-13",23.290001
"732","2014-03-14",23.040001
"733","2014-03-17",23.16
"734","2014-03-18",23.040001
"735","2014-03-19",22.82
"736","2014-03-20",22.629999
"737","2014-03-21",22.629999
"738","2014-03-24",23.219999
"739","2014-03-25",23.450001
"740","2014-03-26",23.58
"741","2014-03-27",23.49
"742","2014-03-28",23.629999
"743","2014-03-31",24.1
"744","2014-04-01",24.1
"745","2014-04-02",24.15
"746","2014-04-03",24.27
"747","2014-04-04",23.860001
"748","2014-04-07",23.85
"749","2014-04-08",23.85
"750","2014-04-09",23.84
"751","2014-04-10",23.639999
"752","2014-04-11",23.34
"753","2014-04-14",23.459999
"754","2014-04-15",24.030001
"755","2014-04-16",24.299999
"756","2014-04-17",24.530001
"757","2014-04-21",24.76
"758","2014-04-22",24.99
"759","2014-04-23",24.1
"760","2014-04-24",24.139999
"761","2014-04-25",23.700001
"762","2014-04-28",23.57
"763","2014-04-29",23.57
"764","2014-04-30",23.530001
"765","2014-05-01",23.440001
"766","2014-05-02",23.440001
"767","2014-05-05",23.4
"768","2014-05-06",23.51
"769","2014-05-07",23.84
"770","2014-05-08",23.629999
"771","2014-05-09",23.85
"772","2014-05-12",24.09
"773","2014-05-13",23.98
"774","2014-05-14",23.93
"775","2014-05-15",23.83
"776","2014-05-16",23.59
"777","2014-05-19",23.610001
"778","2014-05-20",23.5
"779","2014-05-21",23.49
"780","2014-05-22",23.639999
"781","2014-05-23",23.82
"782","2014-05-27",23.84
"783","2014-05-28",23.709999
"784","2014-05-29",23.9
"785","2014-05-30",23.950001
"786","2014-06-02",24
"787","2014-06-03",24.139999
"788","2014-06-04",24.200001
"789","2014-06-05",24.84
"790","2014-06-06",25.01
"791","2014-06-09",24.6
"792","2014-06-10",24.190001
"793","2014-06-11",24
"794","2014-06-12",23.92
"795","2014-06-13",23.969999
"796","2014-06-16",23.780001
"797","2014-06-17",23.709999
"798","2014-06-18",24.110001
"799","2014-06-19",24.280001
"800","2014-06-20",24.52
"801","2014-06-23",23.93
"802","2014-06-24",23.82
"803","2014-06-25",24.120001
"804","2014-06-26",23.98
"805","2014-06-27",24.120001
"806","2014-06-30",24.01
"807","2014-07-01",24.030001
"808","2014-07-02",24.1
"809","2014-07-03",23.9
"810","2014-07-07",23.620001
"811","2014-07-08",23.74
"812","2014-07-09",23.73
"813","2014-07-10",23.9
"814","2014-07-11",23.860001
"815","2014-07-14",23.9
"816","2014-07-15",23.879999
"817","2014-07-16",24.129999
"818","2014-07-17",23.77
"819","2014-07-18",23.950001
"820","2014-07-21",24.110001
"821","2014-07-22",24.370001
"822","2014-07-23",24.219999
"823","2014-07-24",24.35
"824","2014-07-25",24.01
"825","2014-07-28",23.809999
"826","2014-07-29",23.76
"827","2014-07-30",23.559999
"828","2014-07-31",22.84
"829","2014-08-01",22.629999
"830","2014-08-04",22.6
"831","2014-08-05",22.620001
"832","2014-08-06",22.65
"833","2014-08-07",22.91
"834","2014-08-08",22.700001
"835","2014-08-11",22.780001
"836","2014-08-12",22.530001
"837","2014-08-13",22.709999
"838","2014-08-14",22.75
"839","2014-08-15",22.799999
"840","2014-08-18",23.26
"841","2014-08-19",23.559999
"842","2014-08-20",23.799999
"843","2014-08-21",23.76
"844","2014-08-22",23.4
"845","2014-08-25",23.549999
"846","2014-08-26",23.709999
"847","2014-08-27",23.389999
"848","2014-08-28",23.4
"849","2014-08-29",23.43
"850","2014-09-02",23.49
"851","2014-09-03",23.620001
"852","2014-09-04",23.549999
"853","2014-09-05",23.620001
"854","2014-09-08",23.549999
"855","2014-09-09",23.379999
"856","2014-09-10",23.01
"857","2014-09-11",23.16
"858","2014-09-12",22.24
"859","2014-09-15",21.780001
"860","2014-09-16",21.719999
"861","2014-09-17",21.75
"862","2014-09-18",21.57
"863","2014-09-19",21.629999
"864","2014-09-22",21.35
"865","2014-09-23",21.049999
"866","2014-09-24",20.85
"867","2014-09-25",20.76
"868","2014-09-26",21.07
"869","2014-09-29",21.18
"870","2014-09-30",20.709999
"871","2014-10-01",20.889999
"872","2014-10-02",20.75
"873","2014-10-03",20.84
"874","2014-10-06",20.93
"875","2014-10-07",20.82
"876","2014-10-08",21.4
"877","2014-10-09",21.15
"878","2014-10-10",21.17
"879","2014-10-13",21.24
"880","2014-10-14",22.040001
"881","2014-10-15",22.110001
"882","2014-10-16",22.34
"883","2014-10-17",22.35
"884","2014-10-20",22.780001
"885","2014-10-21",23.25
"886","2014-10-22",23.299999
"887","2014-10-23",23.59
"888","2014-10-24",23.610001
"889","2014-10-27",23.790001
"890","2014-10-28",23.940001
"891","2014-10-29",23.940001
"892","2014-10-30",24.200001
"893","2014-10-31",24.4
"894","2014-11-03",24.76
"895","2014-11-04",24.940001
"896","2014-11-05",24.99
"897","2014-11-06",25
"898","2014-11-07",24.65
"899","2014-11-10",24.290001
"900","2014-11-11",24.15
"901","2014-11-12",23.950001
"902","2014-11-13",23.889999
"903","2014-11-14",23.73
"904","2014-11-17",23.59
"905","2014-11-18",23.76
"906","2014-11-19",23.469999
"907","2014-11-20",23.67
"908","2014-11-21",23.51
"909","2014-11-24",23.52
"910","2014-11-25",23.92
"911","2014-11-26",24.02
"912","2014-11-28",23.84
"913","2014-12-01",23.719999
"914","2014-12-02",23.940001
"915","2014-12-03",23.82
"916","2014-12-04",24.01
"917","2014-12-05",23.73
"918","2014-12-08",23.74
"919","2014-12-09",24.01
"920","2014-12-10",24.42
"921","2014-12-11",24.549999
"922","2014-12-12",24.65
"923","2014-12-15",24.139999
"924","2014-12-16",24.290001
"925","2014-12-17",25.059999
"926","2014-12-18",24.690001
"927","2014-12-19",24.629999
"928","2014-12-22",24.950001
"929","2014-12-23",24.950001
"930","2014-12-24",24.790001
"931","2014-12-26",25
"932","2014-12-29",25
"933","2014-12-30",24.860001
"934","2014-12-31",24.5
"935","2015-01-02",24.639999
"936","2015-01-05",24.84
"937","2015-01-06",24.780001
"938","2015-01-07",25.290001
"939","2015-01-08",25.790001
"940","2015-01-09",25.959999
"941","2015-01-12",26.17
"942","2015-01-13",26.209999
"943","2015-01-14",26.549999
"944","2015-01-15",26.309999
"945","2015-01-16",26.860001
"946","2015-01-20",26.15
"947","2015-01-21",26.41
"948","2015-01-22",26.950001
"949","2015-01-23",26.950001
"950","2015-01-26",27.049999
"951","2015-01-27",27.25
"952","2015-01-28",26.9
"953","2015-01-29",27
"954","2015-01-30",26.200001
"955","2015-02-02",25.959999
"956","2015-02-03",26.65
"957","2015-02-04",26.799999
"958","2015-02-05",27.1
"959","2015-02-06",25.76
"960","2015-02-09",25.440001
"961","2015-02-10",25.35
"962","2015-02-11",25.16
"963","2015-02-12",25.6
"964","2015-02-13",25.49
"965","2015-02-17",25.49
"966","2015-02-18",25.5
"967","2015-02-19",25.41
"968","2015-02-20",25.51
"969","2015-02-23",25.809999
"970","2015-02-24",25.09
"971","2015-02-25",24.67
"972","2015-02-26",24.700001
"973","2015-02-27",24.950001
"974","2015-03-02",24.950001
"975","2015-03-03",24.459999
"976","2015-03-04",23.9
"977","2015-03-05",23.67
"978","2015-03-06",22.92
"979","2015-03-09",22.940001
