"","date","MBOT"
"465","2008-11-04",30780
"466","2008-11-05",25596
"467","2008-11-06",29160
"468","2008-11-07",28350
"469","2008-11-10",37098
"470","2008-11-11",33858
"471","2008-11-12",19764
"472","2008-11-13",19116
"473","2008-11-14",22032
"474","2008-11-17",19926
"475","2008-11-18",18306
"476","2008-11-19",17334
"477","2008-11-20",15876
"478","2008-11-21",14580
"479","2008-11-24",16038
"480","2008-11-25",17010
"481","2008-11-26",17172
"482","2008-11-28",17172
"483","2008-12-01",15228
"484","2008-12-02",15876
"485","2008-12-03",15552
"486","2008-12-04",15228
"487","2008-12-05",15066
"488","2008-12-08",16038
"489","2008-12-09",18954
"490","2008-12-10",18792
"491","2008-12-11",17982
"492","2008-12-12",18630
"493","2008-12-15",17982
"494","2008-12-16",18954
"495","2008-12-17",21384
"496","2008-12-18",21060
"497","2008-12-19",20898
"498","2008-12-22",20250
"499","2008-12-23",19764
"500","2008-12-24",20736
"501","2008-12-26",22518
"502","2008-12-29",21708
"503","2008-12-30",21222
"504","2008-12-31",22032
"505","2009-01-02",23166
"506","2009-01-05",24300
"507","2009-01-06",25920
"508","2009-01-07",25272
"509","2009-01-08",25596
"510","2009-01-09",25920
"511","2009-01-12",23814
"512","2009-01-13",24138
"513","2009-01-14",24624
"514","2009-01-15",24624
"515","2009-01-16",25758
"516","2009-01-20",28026
"517","2009-01-21",30618
"518","2009-01-22",34830
"519","2009-01-23",40986
"520","2009-01-26",48276
"521","2009-01-27",39366
"522","2009-01-28",38556
"523","2009-01-29",43416
"524","2009-01-30",43416
"525","2009-02-02",40662
"526","2009-02-03",38880
"527","2009-02-04",38556
"528","2009-02-05",39690
"529","2009-02-06",40824
"530","2009-02-09",40824
"531","2009-02-10",38070
"532","2009-02-11",37584
"533","2009-02-12",38070
"534","2009-02-13",34344
"535","2009-02-17",40338
"536","2009-02-18",35802
"537","2009-02-19",34668
"538","2009-02-20",31428
"539","2009-02-23",29484
"540","2009-02-24",31590
"541","2009-02-25",29160
"542","2009-02-26",27216
"543","2009-02-27",25272
"544","2009-03-02",22842
"545","2009-03-03",23328
"546","2009-03-04",22680
"547","2009-03-05",22356
"548","2009-03-06",22356
"549","2009-03-09",32076
"550","2009-03-10",27702
"551","2009-03-11",28026
"552","2009-03-12",28188
"553","2009-03-13",26730
"554","2009-03-16",23976
"555","2009-03-17",27702
"556","2009-03-18",26730
"557","2009-03-19",25434
"558","2009-03-20",24300
"559","2009-03-23",25920
"560","2009-03-24",26892
"561","2009-03-25",26730
"562","2009-03-26",28026
"563","2009-03-27",29322
"564","2009-03-30",26406
"565","2009-03-31",27054
"566","2009-04-01",27054
"567","2009-04-02",27216
"568","2009-04-03",26892
"569","2009-04-06",27540
"570","2009-04-07",26082
"571","2009-04-08",26082
"572","2009-04-09",25434
"573","2009-04-13",26082
"574","2009-04-14",27054
"575","2009-04-15",26244
"576","2009-04-16",27540
"577","2009-04-17",27378
"578","2009-04-20",25920
"579","2009-04-21",25920
"580","2009-04-22",26568
"581","2009-04-23",26082
"582","2009-04-24",26244
"583","2009-04-27",26568
"584","2009-04-28",27702
"585","2009-04-29",27216
"586","2009-04-30",27378
"587","2009-05-01",26892
"588","2009-05-04",28188
"589","2009-05-05",28188
"590","2009-05-06",28026
"591","2009-05-07",28188
"592","2009-05-08",27540
"593","2009-05-11",28026
"594","2009-05-12",28026
"595","2009-05-13",27054
"596","2009-05-14",27702
"597","2009-05-15",28350
"598","2009-05-18",27864
"599","2009-05-19",28026
"600","2009-05-20",27864
"601","2009-05-21",27540
"602","2009-05-22",27216
"603","2009-05-26",27540
"604","2009-05-27",27054
"605","2009-05-28",26406
"606","2009-05-29",26406
"607","2009-06-01",26406
"608","2009-06-02",26244
"609","2009-06-03",28188
"610","2009-06-04",28836
"611","2009-06-05",28350
"612","2009-06-08",27540
"613","2009-06-09",27054
"614","2009-06-10",26568
"615","2009-06-11",26892
"616","2009-06-12",26892
"617","2009-06-15",26730
"618","2009-06-16",25920
"619","2009-06-17",26244
"620","2009-06-18",26730
"621","2009-06-19",26568
"622","2009-06-22",25434
"623","2009-06-23",24300
"624","2009-06-24",25110
"625","2009-06-25",26730
"626","2009-06-26",28998
"627","2009-06-29",27216
"628","2009-06-30",27540
"629","2009-07-01",27864
"630","2009-07-02",27378
"631","2009-07-06",27378
"632","2009-07-07",26568
"633","2009-07-08",25434
"634","2009-07-09",25596
"635","2009-07-10",25434
"636","2009-07-13",25596
"637","2009-07-14",26082
"638","2009-07-15",26892
"639","2009-07-16",26568
"640","2009-07-17",25758
"641","2009-07-20",27054
"642","2009-07-21",26406
"643","2009-07-22",26730
"644","2009-07-23",27378
"645","2009-07-24",27054
"646","2009-07-27",28998
"647","2009-07-28",29322
"648","2009-07-29",28188
"649","2009-07-30",28188
"650","2009-07-31",27378
"651","2009-08-03",27540
"652","2009-08-04",28350
"653","2009-08-05",27378
"654","2009-08-06",26406
"655","2009-08-07",26892
"656","2009-08-10",26406
"657","2009-08-11",26244
"658","2009-08-12",26730
"659","2009-08-13",26406
"660","2009-08-14",25920
"661","2009-08-17",26244
"662","2009-08-18",26082
"663","2009-08-19",26568
"664","2009-08-20",26406
"665","2009-08-21",26406
"666","2009-08-24",26730
"667","2009-08-25",26244
"668","2009-08-26",27540
"669","2009-08-27",26892
"670","2009-08-28",26406
"671","2009-08-31",26406
"672","2009-09-01",26568
"673","2009-09-02",26568
"674","2009-09-03",26730
"675","2009-09-04",27378
"676","2009-09-08",27216
"677","2009-09-09",27540
"678","2009-09-10",28188
"679","2009-09-11",27216
"680","2009-09-14",28026
"681","2009-09-15",27702
"682","2009-09-16",27702
"683","2009-09-17",27378
"684","2009-09-18",28188
"685","2009-09-21",27540
"686","2009-09-22",28026
"687","2009-09-23",27540
"688","2009-09-24",26568
"689","2009-09-25",26568
"690","2009-09-28",26568
"691","2009-09-29",26730
"692","2009-09-30",26406
"693","2009-10-01",25596
"694","2009-10-02",25110
"695","2009-10-05",24948
"696","2009-10-06",25596
"697","2009-10-07",25596
"698","2009-10-08",25596
"699","2009-10-09",25272
"700","2009-10-12",25272
"701","2009-10-13",25110
"702","2009-10-14",25272
"703","2009-10-15",26730
"704","2009-10-16",25920
"705","2009-10-19",25920
"706","2009-10-20",25272
"707","2009-10-21",24948
"708","2009-10-22",24624
"709","2009-10-23",24462
"710","2009-10-26",23328
"711","2009-10-27",23004
"712","2009-10-28",18954
"713","2009-10-29",18792
"714","2009-10-30",18468
"715","2009-11-02",17820
"716","2009-11-03",18630
"717","2009-11-04",18306
"718","2009-11-05",18468
"719","2009-11-06",18306
"720","2009-11-09",18468
"721","2009-11-10",17982
"722","2009-11-11",17982
"723","2009-11-12",17982
"724","2009-11-13",17982
"725","2009-11-16",18468
"726","2009-11-17",18306
"727","2009-11-18",18306
"728","2009-11-19",17658
"729","2009-11-20",17658
"730","2009-11-23",17334
"731","2009-11-24",17982
"732","2009-11-25",17658
"733","2009-11-27",17334
"734","2009-11-30",16848
"735","2009-12-01",17496
"736","2009-12-02",23976
"737","2009-12-03",21060
"738","2009-12-04",21870
"739","2009-12-07",21708
"740","2009-12-08",22194
"741","2009-12-09",21384
"742","2009-12-10",21870
"743","2009-12-11",21222
"744","2009-12-14",21222
"745","2009-12-15",20736
"746","2009-12-16",20736
"747","2009-12-17",20088
"748","2009-12-18",19926
"749","2009-12-21",20898
"750","2009-12-22",22032
"751","2009-12-23",22194
"752","2009-12-24",22194
"753","2009-12-28",21222
"754","2009-12-29",20736
"755","2009-12-30",20736
"756","2009-12-31",20412
"757","2010-01-04",22842
"758","2010-01-05",21546
"759","2010-01-06",21870
"760","2010-01-07",22194
"761","2010-01-08",23328
"762","2010-01-11",22842
"763","2010-01-12",23328
"764","2010-01-13",22842
"765","2010-01-14",22842
"766","2010-01-15",22032
"767","2010-01-19",22032
"768","2010-01-20",21870
"769","2010-01-21",21060
"770","2010-01-22",20574
"771","2010-01-25",20412
"772","2010-01-26",20412
"773","2010-01-27",20412
"774","2010-01-28",19764
"775","2010-01-29",19926
"776","2010-02-01",19440
"777","2010-02-02",19764
"778","2010-02-03",20574
"779","2010-02-04",19764
"780","2010-02-05",19278
"781","2010-02-08",18792
"782","2010-02-09",18954
"783","2010-02-10",19764
"784","2010-02-11",20250
"785","2010-02-12",19764
"786","2010-02-16",19764
"787","2010-02-17",19440
"788","2010-02-18",19278
"789","2010-02-19",19926
"790","2010-02-22",19440
"791","2010-02-23",19116
"792","2010-02-24",19116
"793","2010-02-25",19278
"794","2010-02-26",19116
"795","2010-03-01",19116
"796","2010-03-02",19440
"797","2010-03-03",20088
"798","2010-03-04",19764
"799","2010-03-05",19926
"800","2010-03-08",19926
"801","2010-03-09",19602
"802","2010-03-10",19764
"803","2010-03-11",19602
"804","2010-03-12",19278
"805","2010-03-15",19278
"806","2010-03-16",19602
"807","2010-03-17",19764
"808","2010-03-18",19602
"809","2010-03-19",19116
"810","2010-03-22",19278
"811","2010-03-23",19278
"812","2010-03-24",19116
"813","2010-03-25",18792
"814","2010-03-26",18954
"815","2010-03-29",18630
"816","2010-03-30",18792
"817","2010-03-31",18792
"818","2010-04-01",18630
"819","2010-04-05",18792
"820","2010-04-06",18792
"821","2010-04-07",18630
"822","2010-04-08",18954
"823","2010-04-09",18792
"824","2010-04-12",19116
"825","2010-04-13",19440
"826","2010-04-14",19440
"827","2010-04-15",19278
"828","2010-04-16",18954
"829","2010-04-19",18630
"830","2010-04-20",18954
"831","2010-04-21",19116
"832","2010-04-22",19116
"833","2010-04-23",19440
"834","2010-04-26",19278
"835","2010-04-27",18954
"836","2010-04-28",18954
"837","2010-04-29",18954
"838","2010-04-30",18792
"839","2010-05-03",19278
"840","2010-05-04",18630
"841","2010-05-05",18792
"842","2010-05-06",17658
"843","2010-05-07",17658
"844","2010-05-10",18306
"845","2010-05-11",18306
"846","2010-05-12",18468
"847","2010-05-13",18630
"848","2010-05-14",17658
"849","2010-05-17",17496
"850","2010-05-18",17010
"851","2010-05-19",16362
"852","2010-05-20",15228
"853","2010-05-21",16038
"854","2010-05-24",15876
"855","2010-05-25",15714
"856","2010-05-26",16038
"857","2010-05-27",16362
"858","2010-05-28",16524
"859","2010-06-01",16524
"860","2010-06-02",17172
"861","2010-06-03",16362
"862","2010-06-04",15876
"863","2010-06-07",15228
"864","2010-06-08",14904
"865","2010-06-09",14580
"866","2010-06-10",15552
"867","2010-06-11",15552
"868","2010-06-14",16038
"869","2010-06-15",16200
"870","2010-06-16",16362
"871","2010-06-17",16200
"872","2010-06-18",16524
"873","2010-06-21",15876
"874","2010-06-22",15714
"875","2010-06-23",16038
"876","2010-06-24",16524
"877","2010-06-25",17010
"878","2010-06-28",16848
"879","2010-06-29",16038
"880","2010-06-30",15228
"881","2010-07-01",14742
"882","2010-07-02",14742
"883","2010-07-06",14418
"884","2010-07-07",14256
"885","2010-07-08",15552
"886","2010-07-09",15876
"887","2010-07-12",15066
"888","2010-07-13",15228
"889","2010-07-14",15552
"890","2010-07-15",15228
"891","2010-07-16",14580
"892","2010-07-19",14580
"893","2010-07-20",14742
"894","2010-07-21",14580
"895","2010-07-22",14580
"896","2010-07-23",14904
"897","2010-07-26",15066
"898","2010-07-27",15066
"899","2010-07-28",14742
"900","2010-07-29",14580
"901","2010-07-30",14742
"902","2010-08-02",15228
"903","2010-08-03",14742
"904","2010-08-04",14904
"905","2010-08-05",14904
"906","2010-08-06",14742
"907","2010-08-09",14904
"908","2010-08-10",14580
"909","2010-08-11",14256
"910","2010-08-12",14094
"911","2010-08-13",14094
"912","2010-08-16",13932
"913","2010-08-17",14094
"914","2010-08-18",14094
"915","2010-08-19",14742
"916","2010-08-20",14580
"917","2010-08-23",13770
"918","2010-08-24",12960
"919","2010-08-25",13122
"920","2010-08-26",13122
"921","2010-08-27",13122
"922","2010-08-30",12312
"923","2010-08-31",12150
"924","2010-09-01",12960
"925","2010-09-02",12636
"926","2010-09-03",12636
"927","2010-09-07",12636
"928","2010-09-08",12636
"929","2010-09-09",12960
"930","2010-09-10",12960
"931","2010-09-13",12960
"932","2010-09-14",12960
"933","2010-09-15",12960
"934","2010-09-16",12474
"935","2010-09-17",12474
"936","2010-09-20",12636
"937","2010-09-21",12636
"938","2010-09-22",12474
"939","2010-09-23",12636
"940","2010-09-24",12474
"941","2010-09-27",12636
"942","2010-09-28",12474
"943","2010-09-29",13284
"944","2010-09-30",13446
"945","2010-10-01",13122
"946","2010-10-04",12636
"947","2010-10-05",13122
"948","2010-10-06",13122
"949","2010-10-07",13122
"950","2010-10-08",13284
"951","2010-10-11",13446
"952","2010-10-12",15390
"953","2010-10-13",14904
"954","2010-10-14",14256
"955","2010-10-15",14256
"956","2010-10-18",14742
"957","2010-10-19",14418
"958","2010-10-20",14580
"959","2010-10-21",14418
"960","2010-10-22",14418
"961","2010-10-25",14418
"962","2010-10-26",14256
"963","2010-10-27",14418
"964","2010-10-28",15066
"965","2010-10-29",14418
"966","2010-11-01",14256
"967","2010-11-02",14580
"968","2010-11-03",14094
"969","2010-11-04",14418
"970","2010-11-05",14256
"971","2010-11-08",14904
"972","2010-11-09",16362
"973","2010-11-10",18306
"974","2010-11-11",17010
"975","2010-11-12",16524
"976","2010-11-15",17010
"977","2010-11-16",17172
"978","2010-11-17",19440
"979","2010-11-18",18306
"980","2010-11-19",18468
"981","2010-11-22",18630
"982","2010-11-23",17658
"983","2010-11-24",17982
"984","2010-11-26",17658
"985","2010-11-29",17658
"986","2010-11-30",17172
"987","2010-12-01",18144
"988","2010-12-02",17820
"989","2010-12-03",17982
"990","2010-12-06",18954
"991","2010-12-07",18630
"992","2010-12-08",18468
"993","2010-12-09",18306
"994","2010-12-10",17820
"995","2010-12-13",17820
"996","2010-12-14",17334
"997","2010-12-15",17334
"998","2010-12-16",17334
"999","2010-12-17",17658
"1000","2010-12-20",17496
"1001","2010-12-21",17982
"1002","2010-12-22",17658
"1003","2010-12-23",17496
"1004","2010-12-27",17658
"1005","2010-12-28",17982
"1006","2010-12-29",17982
"1007","2010-12-30",17982
"1008","2010-12-31",17496
"1009","2011-01-03",17982
"1010","2011-01-04",17982
"1011","2011-01-05",18144
"1012","2011-01-06",17982
"1013","2011-01-07",15876
"1014","2011-01-10",15876
"1015","2011-01-11",16038
"1016","2011-01-12",16200
"1017","2011-01-13",16200
"1018","2011-01-14",16524
"1019","2011-01-18",16200
"1020","2011-01-19",16038
"1021","2011-01-20",15876
"1022","2011-01-21",15876
"1023","2011-01-24",15876
"1024","2011-01-25",15714
"1025","2011-01-26",15876
"1026","2011-01-27",15876
"1027","2011-01-28",15066
"1028","2011-01-31",15066
"1029","2011-02-01",15066
"1030","2011-02-02",15390
"1031","2011-02-03",15552
"1032","2011-02-04",15714
"1033","2011-02-07",15552
"1034","2011-02-08",15390
"1035","2011-02-09",15552
"1036","2011-02-10",15714
"1037","2011-02-11",15714
"1038","2011-02-14",15552
"1039","2011-02-15",15390
"1040","2011-02-16",15552
"1041","2011-02-17",15552
"1042","2011-02-18",15552
"1043","2011-02-22",15066
"1044","2011-02-23",14418
"1045","2011-02-24",14580
"1046","2011-02-25",14742
"1047","2011-02-28",15066
"1048","2011-03-01",15066
"1049","2011-03-02",14904
"1050","2011-03-03",14742
"1051","2011-03-04",14904
"1052","2011-03-07",12960
"1053","2011-03-08",14256
"1054","2011-03-09",13932
"1055","2011-03-10",13284
"1056","2011-03-11",13122
"1057","2011-03-14",13608
"1058","2011-03-15",13284
"1059","2011-03-16",13284
"1060","2011-03-17",13284
"1061","2011-03-18",13446
"1062","2011-03-21",13770
"1063","2011-03-22",13932
"1064","2011-03-23",13770
"1065","2011-03-24",13770
"1066","2011-03-25",13932
"1067","2011-03-28",13932
"1068","2011-03-29",14418
"1069","2011-03-30",14580
