"","date","CULP"
"265","2008-01-22",6.63
"266","2008-01-23",6.73
"267","2008-01-24",6.74
"268","2008-01-25",7.47
"269","2008-01-28",7.62
"270","2008-01-29",7.61
"271","2008-01-30",6.78
"272","2008-01-31",6.82
"273","2008-02-01",7.09
"274","2008-02-04",7.44
"275","2008-02-05",6.9
"276","2008-02-06",6.94
"277","2008-02-07",6.75
"278","2008-02-08",6.72
"279","2008-02-11",6.8
"280","2008-02-12",6.63
"281","2008-02-13",6.8
"282","2008-02-14",6.89
"283","2008-02-15",7.01
"284","2008-02-19",6.83
"285","2008-02-20",7.35
"286","2008-02-21",7.34
"287","2008-02-22",7.07
"288","2008-02-25",7.06
"289","2008-02-26",6.84
"290","2008-02-27",6.95
"291","2008-02-28",7.35
"292","2008-02-29",7.3
"293","2008-03-03",7.2
"294","2008-03-04",7.13
"295","2008-03-05",7.16
"296","2008-03-06",7.35
"297","2008-03-07",7.3
"298","2008-03-10",7.1
"299","2008-03-11",7.14
"300","2008-03-12",7.22
"301","2008-03-13",7.4
"302","2008-03-14",7.32
"303","2008-03-17",7.36
"304","2008-03-18",7.17
"305","2008-03-19",7.42
"306","2008-03-20",7.27
"307","2008-03-24",7.34
"308","2008-03-25",7.73
"309","2008-03-26",7.69
"310","2008-03-27",7.44
"311","2008-03-28",7.35
"312","2008-03-31",7.52
"313","2008-04-01",7.67
"314","2008-04-02",7.72
"315","2008-04-03",7.71
"316","2008-04-04",7.71
"317","2008-04-07",7.87
"318","2008-04-08",7.95
"319","2008-04-09",8.19
"320","2008-04-10",8.1
"321","2008-04-11",8.01
"322","2008-04-14",7.7
"323","2008-04-15",7.7
"324","2008-04-16",7.6
"325","2008-04-17",7.7
"326","2008-04-18",7.8
"327","2008-04-21",7.7
"328","2008-04-22",7.59
"329","2008-04-23",7.52
"330","2008-04-24",7.53
"331","2008-04-25",7.53
"332","2008-04-28",7.5
"333","2008-04-29",7.1
"334","2008-04-30",7.03
"335","2008-05-01",7.25
"336","2008-05-02",7.7
"337","2008-05-05",7.48
"338","2008-05-06",7.54
"339","2008-05-07",7.65
"340","2008-05-08",7.62
"341","2008-05-09",7.61
"342","2008-05-12",7.7
"343","2008-05-13",7.84
"344","2008-05-14",7.85
"345","2008-05-15",7.86
"346","2008-05-16",7.73
"347","2008-05-19",7.19
"348","2008-05-20",7.18
"349","2008-05-21",7.01
"350","2008-05-22",7.13
"351","2008-05-23",7.17
"352","2008-05-27",7.37
"353","2008-05-28",6.98
"354","2008-05-29",6.9
"355","2008-05-30",7.2
"356","2008-06-02",6.82
"357","2008-06-03",6.7
"358","2008-06-04",6.92
"359","2008-06-05",7.01
"360","2008-06-06",7.01
"361","2008-06-09",7.21
"362","2008-06-10",6.83
"363","2008-06-11",6.89
"364","2008-06-12",6.85
"365","2008-06-13",7.1
"366","2008-06-16",7.11
"367","2008-06-17",7.08
"368","2008-06-18",7.06
"369","2008-06-19",7.23
"370","2008-06-20",7.04
"371","2008-06-23",7.08
"372","2008-06-24",7.04
"373","2008-06-25",7.05
"374","2008-06-26",6.97
"375","2008-06-27",7
"376","2008-06-30",7.02
"377","2008-07-01",7.08
"378","2008-07-02",7.51
"379","2008-07-03",7.7
"380","2008-07-07",7.53
"381","2008-07-08",7.28
"382","2008-07-09",6.94
"383","2008-07-10",6.82
"384","2008-07-11",6.81
"385","2008-07-14",6.62
"386","2008-07-15",6.63
"387","2008-07-16",6.79
"388","2008-07-17",6.64
"389","2008-07-18",6.62
"390","2008-07-21",6.55
"391","2008-07-22",6.69
"392","2008-07-23",6.75
"393","2008-07-24",6.51
"394","2008-07-25",6.56
"395","2008-07-28",6.4
"396","2008-07-29",6.12
"397","2008-07-30",6.24
"398","2008-07-31",6.2
"399","2008-08-01",6.15
"400","2008-08-04",6.06
"401","2008-08-05",6
"402","2008-08-06",6.05
"403","2008-08-07",6.08
"404","2008-08-08",6.35
"405","2008-08-11",6.28
"406","2008-08-12",6.79
"407","2008-08-13",7.03
"408","2008-08-14",7.05
"409","2008-08-15",7.1
"410","2008-08-18",6.99
"411","2008-08-19",6.84
"412","2008-08-20",7.06
"413","2008-08-21",6.99
"414","2008-08-22",7.09
"415","2008-08-25",6.88
"416","2008-08-26",6.93
"417","2008-08-27",6.96
"418","2008-08-28",7.14
"419","2008-08-29",7.46
"420","2008-09-02",7.29
"421","2008-09-03",7.52
"422","2008-09-04",7.04
"423","2008-09-05",7.16
"424","2008-09-08",7.31
"425","2008-09-09",7.1
"426","2008-09-10",7.22
"427","2008-09-11",7.15
"428","2008-09-12",7.13
"429","2008-09-15",7.1
"430","2008-09-16",6.85
"431","2008-09-17",6.5
"432","2008-09-18",6.69
"433","2008-09-19",6.77
"434","2008-09-22",6.69
"435","2008-09-23",6.79
"436","2008-09-24",6.7
"437","2008-09-25",6.73
"438","2008-09-26",6.29
"439","2008-09-29",5.9
"440","2008-09-30",5.92
"441","2008-10-01",5.56
"442","2008-10-02",4.99
"443","2008-10-03",5.05
"444","2008-10-06",4.69
"445","2008-10-07",5
"446","2008-10-08",4.64
"447","2008-10-09",4
"448","2008-10-10",4.15
"449","2008-10-13",3.93
"450","2008-10-14",4.98
"451","2008-10-15",4.22
"452","2008-10-16",4.7
"453","2008-10-17",4.93
"454","2008-10-20",4.3
"455","2008-10-21",4.91
"456","2008-10-22",4.2
"457","2008-10-23",4.18
"458","2008-10-24",3.65
"459","2008-10-27",3.66
"460","2008-10-28",3.31
"461","2008-10-29",3.03
"462","2008-10-30",3.11
"463","2008-10-31",2.88
"464","2008-11-03",2.89
"465","2008-11-04",3.14
"466","2008-11-05",3.53
"467","2008-11-06",3.12
"468","2008-11-07",3
"469","2008-11-10",3
"470","2008-11-11",3.07
"471","2008-11-12",3.01
"472","2008-11-13",2.95
"473","2008-11-14",2.91
"474","2008-11-17",2.68
"475","2008-11-18",3
"476","2008-11-19",2.87
"477","2008-11-20",2.75
"478","2008-11-21",2.63
"479","2008-11-24",2.6
"480","2008-11-25",2.59
"481","2008-11-26",2.35
"482","2008-11-28",2.32
"483","2008-12-01",1.9
"484","2008-12-02",1.82
"485","2008-12-03",1.8
"486","2008-12-04",1.81
"487","2008-12-05",1.52
"488","2008-12-08",1.63
"489","2008-12-09",1.79
"490","2008-12-10",2.26
"491","2008-12-11",2.37
"492","2008-12-12",2.37
"493","2008-12-15",2.21
"494","2008-12-16",2.1
"495","2008-12-17",2.01
"496","2008-12-18",2.01
"497","2008-12-19",2.3
"498","2008-12-22",2.19
"499","2008-12-23",2.1
"500","2008-12-24",2
"501","2008-12-26",1.97
"502","2008-12-29",2.01
"503","2008-12-30",2
"504","2008-12-31",1.98
"505","2009-01-02",1.9
"506","2009-01-05",1.9
"507","2009-01-06",1.96
"508","2009-01-07",1.88
"509","2009-01-08",1.87
"510","2009-01-09",2
"511","2009-01-12",2
"512","2009-01-13",1.9
"513","2009-01-14",1.85
"514","2009-01-15",1.73
"515","2009-01-16",1.7
"516","2009-01-20",1.63
"517","2009-01-21",1.72
"518","2009-01-22",1.75
"519","2009-01-23",2
"520","2009-01-26",1.9
"521","2009-01-27",1.96
"522","2009-01-28",1.88
"523","2009-01-29",1.9
"524","2009-01-30",1.88
"525","2009-02-02",1.95
"526","2009-02-03",1.96
"527","2009-02-04",1.85
"528","2009-02-05",1.95
"529","2009-02-06",1.9
"530","2009-02-09",2.04
"531","2009-02-10",2
"532","2009-02-11",2
"533","2009-02-12",2.02
"534","2009-02-13",2
"535","2009-02-17",2.01
"536","2009-02-18",2
"537","2009-02-19",2
"538","2009-02-20",2.03
"539","2009-02-23",2
"540","2009-02-24",2.05
"541","2009-02-25",2.07
"542","2009-02-26",2.06
"543","2009-02-27",2.05
"544","2009-03-02",2.01
"545","2009-03-03",2.08
"546","2009-03-04",2.26
"547","2009-03-05",2.4
"548","2009-03-06",2.79
"549","2009-03-09",2.9
"550","2009-03-10",2.85
"551","2009-03-11",2.92
"552","2009-03-12",2.9
"553","2009-03-13",3.16
"554","2009-03-16",3.1
"555","2009-03-17",3.18
"556","2009-03-18",3.2
"557","2009-03-19",3.5
"558","2009-03-20",3.45
"559","2009-03-23",3.87
"560","2009-03-24",3.49
"561","2009-03-25",3.44
"562","2009-03-26",3.28
"563","2009-03-27",3.02
"564","2009-03-30",3.2
"565","2009-03-31",3.08
"566","2009-04-01",3.25
"567","2009-04-02",3.25
"568","2009-04-03",3.15
"569","2009-04-06",3.32
"570","2009-04-07",3.11
"571","2009-04-08",3.25
"572","2009-04-09",3.2
"573","2009-04-13",3.5
"574","2009-04-14",3.24
"575","2009-04-15",3.41
"576","2009-04-16",3.38
"577","2009-04-17",3.7
"578","2009-04-20",3.56
"579","2009-04-21",3.6
"580","2009-04-22",3.9
"581","2009-04-23",4.07
"582","2009-04-24",4.45
"583","2009-04-27",4.43
"584","2009-04-28",4.45
"585","2009-04-29",4.55
"586","2009-04-30",4.5
"587","2009-05-01",4.4
"588","2009-05-04",4.2
"589","2009-05-05",4.32
"590","2009-05-06",4.25
"591","2009-05-07",4.4
"592","2009-05-08",4.3
"593","2009-05-11",4.08
"594","2009-05-12",4
"595","2009-05-13",3.7
"596","2009-05-14",3.5
"597","2009-05-15",3.54
"598","2009-05-18",3.69
"599","2009-05-19",4.1
"600","2009-05-20",4.08
"601","2009-05-21",3.6
"602","2009-05-22",3.82
"603","2009-05-26",3.81
"604","2009-05-27",3.61
"605","2009-05-28",3.6
"606","2009-05-29",3.82
"607","2009-06-01",3.76
"608","2009-06-02",3.75
"609","2009-06-03",3.88
"610","2009-06-04",4.18
"611","2009-06-05",4.15
"612","2009-06-08",4.33
"613","2009-06-09",4.52
"614","2009-06-10",4.29
"615","2009-06-11",4.5
"616","2009-06-12",4.46
"617","2009-06-15",4.42
"618","2009-06-16",4.5
"619","2009-06-17",4.5
"620","2009-06-18",4.41
"621","2009-06-19",4.42
"622","2009-06-22",4.2
"623","2009-06-23",4.2
"624","2009-06-24",4.68
"625","2009-06-25",4.36
"626","2009-06-26",4.7
"627","2009-06-29",4.9
"628","2009-06-30",5
"629","2009-07-01",5.08
"630","2009-07-02",4.83
"631","2009-07-06",5.26
"632","2009-07-07",5.04
"633","2009-07-08",4.9
"634","2009-07-09",5.06
"635","2009-07-10",5.34
"636","2009-07-13",5.45
"637","2009-07-14",5.51
"638","2009-07-15",5.51
"639","2009-07-16",5.6
"640","2009-07-17",5.83
"641","2009-07-20",6.17
"642","2009-07-21",6.39
"643","2009-07-22",6.39
"644","2009-07-23",6.45
"645","2009-07-24",6.45
"646","2009-07-27",6.55
"647","2009-07-28",6.64
"648","2009-07-29",6.64
"649","2009-07-30",6.64
"650","2009-07-31",6.59
"651","2009-08-03",6.93
"652","2009-08-04",6.88
"653","2009-08-05",6.8
"654","2009-08-06",6.77
"655","2009-08-07",6.98
"656","2009-08-10",6.97
"657","2009-08-11",6.7
"658","2009-08-12",6.35
"659","2009-08-13",6.21
"660","2009-08-14",5.98
"661","2009-08-17",5.61
"662","2009-08-18",5.25
"663","2009-08-19",5.31
"664","2009-08-20",5.35
"665","2009-08-21",5.76
"666","2009-08-24",5.47
"667","2009-08-25",5.41
"668","2009-08-26",5.45
"669","2009-08-27",5.37
"670","2009-08-28",6.24
"671","2009-08-31",5.85
"672","2009-09-01",5.95
"673","2009-09-02",5.46
"674","2009-09-03",6.09
"675","2009-09-04",5.8
"676","2009-09-08",5.7
"677","2009-09-09",5.94
"678","2009-09-10",5.76
"679","2009-09-11",5.64
"680","2009-09-14",5.53
"681","2009-09-15",5.6
"682","2009-09-16",5.72
"683","2009-09-17",5.93
"684","2009-09-18",5.69
"685","2009-09-21",5.63
"686","2009-09-22",5.6
"687","2009-09-23",5.85
"688","2009-09-24",5.8
"689","2009-09-25",5.89
"690","2009-09-28",5.83
"691","2009-09-29",6
"692","2009-09-30",5.57
"693","2009-10-01",5.79
"694","2009-10-02",5.75
"695","2009-10-05",5.9
"696","2009-10-06",6
"697","2009-10-07",5.95
"698","2009-10-08",5.86
"699","2009-10-09",5.62
"700","2009-10-12",5.64
"701","2009-10-13",5.64
"702","2009-10-14",5.63
"703","2009-10-15",5.7
"704","2009-10-16",5.75
"705","2009-10-19",5.65
"706","2009-10-20",5.65
"707","2009-10-21",5.76
"708","2009-10-22",5.78
"709","2009-10-23",5.8
"710","2009-10-26",5.55
"711","2009-10-27",5.4
"712","2009-10-28",5.4
"713","2009-10-29",5.36
"714","2009-10-30",5.75
"715","2009-11-02",6.02
"716","2009-11-03",6.13
"717","2009-11-04",6
"718","2009-11-05",5.98
"719","2009-11-06",5.87
"720","2009-11-09",6.1
"721","2009-11-10",6.08
"722","2009-11-11",6
"723","2009-11-12",6
"724","2009-11-13",5.96
"725","2009-11-16",5.97
"726","2009-11-17",6
"727","2009-11-18",5.97
"728","2009-11-19",5.78
"729","2009-11-20",5.88
"730","2009-11-23",5.91
"731","2009-11-24",5.97
"732","2009-11-25",6.17
"733","2009-11-27",6.14
"734","2009-11-30",6.3
"735","2009-12-01",6.77
"736","2009-12-02",7.55
"737","2009-12-03",7.43
"738","2009-12-04",7.55
"739","2009-12-07",8.74
"740","2009-12-08",8.91
"741","2009-12-09",8.59
"742","2009-12-10",8.2
"743","2009-12-11",8.07
"744","2009-12-14",9.02
"745","2009-12-15",8.9
"746","2009-12-16",9.01
"747","2009-12-17",8.87
"748","2009-12-18",8.45
"749","2009-12-21",8.9
"750","2009-12-22",8.87
"751","2009-12-23",8.93
"752","2009-12-24",9.03
"753","2009-12-28",9.59
"754","2009-12-29",9.8
"755","2009-12-30",9.84
"756","2009-12-31",9.98
"757","2010-01-04",10.72
"758","2010-01-05",11.25
"759","2010-01-06",11.19
"760","2010-01-07",11.07
"761","2010-01-08",11.29
"762","2010-01-11",12.19
"763","2010-01-12",11.65
"764","2010-01-13",12.22
"765","2010-01-14",12.35
"766","2010-01-15",11.75
"767","2010-01-19",11.9
"768","2010-01-20",12.03
"769","2010-01-21",11.44
"770","2010-01-22",11.35
"771","2010-01-25",11.5
"772","2010-01-26",11.98
"773","2010-01-27",12.07
"774","2010-01-28",12.37
"775","2010-01-29",13.01
"776","2010-02-01",13.05
"777","2010-02-02",13.17
"778","2010-02-03",13.27
"779","2010-02-04",13.36
"780","2010-02-05",11.28
"781","2010-02-08",12.37
"782","2010-02-09",12.16
"783","2010-02-10",12.63
"784","2010-02-11",13.07
"785","2010-02-12",13.2
"786","2010-02-16",14.68
"787","2010-02-17",15.5
"788","2010-02-18",16
"789","2010-02-19",16.110001
"790","2010-02-22",16.98
"791","2010-02-23",16.4
"792","2010-02-24",12.97
"793","2010-02-25",13.73
"794","2010-02-26",13.02
"795","2010-03-01",13.92
"796","2010-03-02",13.65
"797","2010-03-03",13.62
"798","2010-03-04",12.96
"799","2010-03-05",12.74
"800","2010-03-08",12.89
"801","2010-03-09",12.49
"802","2010-03-10",12.04
"803","2010-03-11",12.06
"804","2010-03-12",12
"805","2010-03-15",11.76
"806","2010-03-16",11.98
"807","2010-03-17",11.73
"808","2010-03-18",11.74
"809","2010-03-19",11.66
"810","2010-03-22",11.48
"811","2010-03-23",11.67
"812","2010-03-24",11.7
"813","2010-03-25",11.71
"814","2010-03-26",11.7
"815","2010-03-29",11.88
"816","2010-03-30",12.03
"817","2010-03-31",11.99
"818","2010-04-01",11.69
"819","2010-04-05",12.47
"820","2010-04-06",12.69
"821","2010-04-07",12.74
"822","2010-04-08",12.29
"823","2010-04-09",12.6
"824","2010-04-12",12.57
"825","2010-04-13",12.37
"826","2010-04-14",12.13
"827","2010-04-15",11.7
"828","2010-04-16",11.53
"829","2010-04-19",11.15
"830","2010-04-20",11.13
"831","2010-04-21",11.25
"832","2010-04-22",11.88
"833","2010-04-23",12.13
"834","2010-04-26",12.43
"835","2010-04-27",11.95
"836","2010-04-28",11.97
"837","2010-04-29",11.97
"838","2010-04-30",11.94
"839","2010-05-03",12.14
"840","2010-05-04",12.84
"841","2010-05-05",12.94
"842","2010-05-06",12.89
"843","2010-05-07",11.74
"844","2010-05-10",12.39
"845","2010-05-11",12.76
"846","2010-05-12",13.46
"847","2010-05-13",14
"848","2010-05-14",13.38
"849","2010-05-17",13.06
"850","2010-05-18",13.19
"851","2010-05-19",13.87
"852","2010-05-20",12.89
"853","2010-05-21",13.17
"854","2010-05-24",13.14
"855","2010-05-25",12.84
"856","2010-05-26",12.62
"857","2010-05-27",12.99
"858","2010-05-28",13.1
"859","2010-06-01",12.73
"860","2010-06-02",12.94
"861","2010-06-03",12.81
"862","2010-06-04",12.37
"863","2010-06-07",11.16
"864","2010-06-08",10.9
"865","2010-06-09",11.05
"866","2010-06-10",11.44
"867","2010-06-11",11.99
"868","2010-06-14",11.95
"869","2010-06-15",12.4
"870","2010-06-16",12.94
"871","2010-06-17",12.91
"872","2010-06-18",12.93
"873","2010-06-21",12.24
"874","2010-06-22",12.16
"875","2010-06-23",12.07
"876","2010-06-24",12.35
"877","2010-06-25",12.28
"878","2010-06-28",12.09
"879","2010-06-29",11.29
"880","2010-06-30",10.96
"881","2010-07-01",11.35
"882","2010-07-02",11.16
"883","2010-07-06",10.93
"884","2010-07-07",11.19
"885","2010-07-08",11.38
"886","2010-07-09",11.85
"887","2010-07-12",11.44
"888","2010-07-13",11.98
"889","2010-07-14",12.01
"890","2010-07-15",11.65
"891","2010-07-16",11.13
"892","2010-07-19",10.79
"893","2010-07-20",11.13
"894","2010-07-21",10.8
"895","2010-07-22",11.09
"896","2010-07-23",11.19
"897","2010-07-26",11.04
"898","2010-07-27",11.04
"899","2010-07-28",10.61
"900","2010-07-29",10.44
"901","2010-07-30",10.42
"902","2010-08-02",10.96
"903","2010-08-03",11.02
"904","2010-08-04",11.07
"905","2010-08-05",11.06
"906","2010-08-06",11.04
"907","2010-08-09",11.57
"908","2010-08-10",11.32
"909","2010-08-11",10.76
"910","2010-08-12",10.91
"911","2010-08-13",10.51
"912","2010-08-16",10.64
"913","2010-08-17",11.4
"914","2010-08-18",11.38
"915","2010-08-19",10.6
"916","2010-08-20",10.64
"917","2010-08-23",10.08
"918","2010-08-24",9.6
"919","2010-08-25",9.31
"920","2010-08-26",9.32
"921","2010-08-27",9.39
"922","2010-08-30",9.45
"923","2010-08-31",9.27
"924","2010-09-01",9.06
"925","2010-09-02",9.09
"926","2010-09-03",9.22
"927","2010-09-07",9.11
"928","2010-09-08",9.07
"929","2010-09-09",9.11
"930","2010-09-10",9
"931","2010-09-13",9.06
"932","2010-09-14",9.12
"933","2010-09-15",9.11
"934","2010-09-16",9.16
"935","2010-09-17",9.32
"936","2010-09-20",9.18
"937","2010-09-21",9.23
"938","2010-09-22",9.27
"939","2010-09-23",9.48
"940","2010-09-24",9.83
"941","2010-09-27",9.9
"942","2010-09-28",9.77
"943","2010-09-29",9.77
"944","2010-09-30",9.8
"945","2010-10-01",10.02
"946","2010-10-04",9.5
"947","2010-10-05",9.95
"948","2010-10-06",9.93
"949","2010-10-07",10.13
"950","2010-10-08",10.43
"951","2010-10-11",10.31
"952","2010-10-12",10.47
"953","2010-10-13",10.42
"954","2010-10-14",10.35
"955","2010-10-15",10.34
"956","2010-10-18",10.59
"957","2010-10-19",10.29
"958","2010-10-20",10.57
"959","2010-10-21",10.25
"960","2010-10-22",10.14
"961","2010-10-25",10.39
"962","2010-10-26",10.46
"963","2010-10-27",10.27
"964","2010-10-28",10.62
"965","2010-10-29",10.14
"966","2010-11-01",10
"967","2010-11-02",10.39
"968","2010-11-03",10.85
"969","2010-11-04",11.41
"970","2010-11-05",11.33
"971","2010-11-08",11.21
"972","2010-11-09",10.85
"973","2010-11-10",10.92
"974","2010-11-11",10.65
"975","2010-11-12",10.24
"976","2010-11-15",10.31
"977","2010-11-16",10.14
"978","2010-11-17",10.07
"979","2010-11-18",10.21
"980","2010-11-19",10.5
"981","2010-11-22",10.36
"982","2010-11-23",10.36
"983","2010-11-24",10.58
"984","2010-11-26",10.33
"985","2010-11-29",10.55
"986","2010-11-30",10.3
"987","2010-12-01",10.39
"988","2010-12-02",10.3
"989","2010-12-03",10.37
"990","2010-12-06",10.43
"991","2010-12-07",10.59
"992","2010-12-08",10.59
"993","2010-12-09",10.67
"994","2010-12-10",10.83
"995","2010-12-13",10.83
"996","2010-12-14",10.72
"997","2010-12-15",10.55
"998","2010-12-16",10.65
"999","2010-12-17",10.78
"1000","2010-12-20",10.74
"1001","2010-12-21",10.72
"1002","2010-12-22",10.77
"1003","2010-12-23",10.73
"1004","2010-12-27",10.68
"1005","2010-12-28",10.7
