"","date","GTT"
"1","2007-01-03",3.48
"2","2007-01-04",3.4
"3","2007-01-05",3.4
"4","2007-01-08",3.35
"5","2007-01-09",3.33
"6","2007-01-10",3.3
"7","2007-01-11",3.3
"8","2007-01-12",3.3
"9","2007-01-16",3.3
"10","2007-01-17",3.25
"11","2007-01-18",3.25
"12","2007-01-19",3.25
"13","2007-01-22",3.45
"14","2007-01-23",3.3
"15","2007-01-24",3.43
"16","2007-01-25",3.43
"17","2007-01-26",3.3
"18","2007-01-29",3.3
"19","2007-01-30",3.3
"20","2007-01-31",3.35
"21","2007-02-01",3.25
"22","2007-02-02",3.25
"23","2007-02-05",3.25
"24","2007-02-06",3.25
"25","2007-02-07",3.25
"26","2007-02-08",3.25
"27","2007-02-09",3.35
"28","2007-02-12",3.1
"29","2007-02-13",3
"30","2007-02-14",2.85
"31","2007-02-15",2.9
"32","2007-02-16",2.85
"33","2007-02-20",2.85
"34","2007-02-21",2.85
"35","2007-02-22",2.8
"36","2007-02-23",2.17
"37","2007-02-26",2.3
"38","2007-02-27",2.35
"39","2007-02-28",2.36
"40","2007-03-01",2.24
"41","2007-03-02",2.24
"42","2007-03-05",2.05
"43","2007-03-06",2
"44","2007-03-07",2
"45","2007-03-08",2
"46","2007-03-09",1.96
"47","2007-03-12",1.95
"48","2007-03-13",1.9
"49","2007-03-14",1.85
"50","2007-03-15",1.85
"51","2007-03-16",1.8
"52","2007-03-19",1.8
"53","2007-03-20",1.81
"54","2007-03-21",1.81
"55","2007-03-22",1.81
"56","2007-03-23",1.81
"57","2007-03-26",1.75
"58","2007-03-27",1.75
"59","2007-03-28",1.78
"60","2007-03-29",1.9
"61","2007-03-30",1.9
"62","2007-04-02",1.9
"63","2007-04-03",1.9
"64","2007-04-04",1.69
"65","2007-04-05",1.8
"66","2007-04-09",1.9
"67","2007-04-10",2
"68","2007-04-11",2.05
"69","2007-04-12",2.14
"70","2007-04-13",2.1
"71","2007-04-16",2.1
"72","2007-04-17",2.05
"73","2007-04-18",2.02
"74","2007-04-19",1.95
"75","2007-04-20",1.95
"76","2007-04-23",1.78
"77","2007-04-24",1.82
"78","2007-04-25",1.8
"79","2007-04-26",1.92
"80","2007-04-27",1.95
"81","2007-04-30",2
"82","2007-05-01",1.95
"83","2007-05-02",1.99
"84","2007-05-03",2
"85","2007-05-04",2
"86","2007-05-07",2
"87","2007-05-08",2
"88","2007-05-09",1.9
"89","2007-05-10",1.95
"90","2007-05-11",1.99
"91","2007-05-14",1.99
"92","2007-05-15",1.99
"93","2007-05-16",1.97
"94","2007-05-17",2
"95","2007-05-18",2.15
"96","2007-05-21",2.25
"97","2007-05-22",2.3
"98","2007-05-23",2.35
"99","2007-05-24",2.3
"100","2007-05-25",2.3
"101","2007-05-29",2.35
"102","2007-05-30",2.33
"103","2007-05-31",2.33
"104","2007-06-01",2.33
"105","2007-06-04",2.3
"106","2007-06-05",2.29
"107","2007-06-06",2.27
"108","2007-06-07",2.25
"109","2007-06-08",2.21
"110","2007-06-11",2.3
"111","2007-06-12",2.3
"112","2007-06-13",2.45
"113","2007-06-14",2.41
"114","2007-06-15",2.47
"115","2007-06-18",2.5
"116","2007-06-19",2.5
"117","2007-06-20",2.5
"118","2007-06-21",2.35
"119","2007-06-22",2.35
"120","2007-06-25",2.32
"121","2007-06-26",2.32
"122","2007-06-27",2.32
"123","2007-06-28",2.32
"124","2007-06-29",2.28
"125","2007-07-02",2.35
"126","2007-07-03",2.3
"127","2007-07-05",2.3
"128","2007-07-06",2.3
"129","2007-07-09",2.3
"130","2007-07-10",2.25
"131","2007-07-11",2.3
"132","2007-07-12",2.3
"133","2007-07-13",2.3
"134","2007-07-16",2.2
"135","2007-07-17",2.2
"136","2007-07-18",2.15
"137","2007-07-19",2.15
"138","2007-07-20",2.15
"139","2007-07-23",2.1
"140","2007-07-24",2.1
"141","2007-07-25",2.08
"142","2007-07-26",2.05
"143","2007-07-27",2.05
"144","2007-07-30",2.01
"145","2007-07-31",1.99
"146","2007-08-01",1.9
"147","2007-08-02",1.9
"148","2007-08-03",1.7
"149","2007-08-06",1.64
"150","2007-08-07",1.55
"151","2007-08-08",1.55
"152","2007-08-09",1.57
"153","2007-08-10",1.41
"154","2007-08-13",1.7
"155","2007-08-14",1.7
"156","2007-08-15",1.55
"157","2007-08-16",1.55
"158","2007-08-17",1.62
"159","2007-08-20",1.7
"160","2007-08-21",1.6
"161","2007-08-22",1.5
"162","2007-08-23",1.51
"163","2007-08-24",1.4
"164","2007-08-27",1.4
"165","2007-08-28",1.31
"166","2007-08-29",1.7
"167","2007-08-30",1.75
"168","2007-08-31",1.69
"169","2007-09-04",1.6
"170","2007-09-05",1.5
"171","2007-09-06",1.5
"172","2007-09-07",1.6
"173","2007-09-10",1.5
"174","2007-09-11",1.45
"175","2007-09-12",1.45
"176","2007-09-13",1.46
"177","2007-09-14",1.46
"178","2007-09-17",1.42
"179","2007-09-18",1.41
"180","2007-09-19",1.38
"181","2007-09-20",1.4
"182","2007-09-21",1.4
"183","2007-09-24",1.35
"184","2007-09-25",1.3
"185","2007-09-26",1.2
"186","2007-09-27",1.2
"187","2007-09-28",1.37
"188","2007-10-01",1.37
"189","2007-10-02",1.37
"190","2007-10-03",1.31
"191","2007-10-04",1.7
"192","2007-10-05",1.57
"193","2007-10-08",1.56
"194","2007-10-09",1.56
"195","2007-10-10",1.56
"196","2007-10-11",1.42
"197","2007-10-12",1.5
"198","2007-10-15",1.5
"199","2007-10-16",1.42
"200","2007-10-17",1.15
"201","2007-10-18",1.2
"202","2007-10-19",1.14
"203","2007-10-22",1.14
"204","2007-10-23",1.14
"205","2007-10-24",1.3
"206","2007-10-25",1.3
"207","2007-10-26",1.31
"208","2007-10-29",1.31
"209","2007-10-30",1.31
"210","2007-10-31",1.31
"211","2007-11-01",1.31
"212","2007-11-02",1.31
"213","2007-11-05",1.32
"214","2007-11-06",1.19
"215","2007-11-07",1.2
"216","2007-11-08",1.14
"217","2007-11-09",1.14
"218","2007-11-12",1.14
"219","2007-11-13",1.05
"220","2007-11-14",1.08
"221","2007-11-15",1.15
"222","2007-11-16",1.12
"223","2007-11-19",1.16
"224","2007-11-20",1.13
"225","2007-11-21",1.05
"226","2007-11-23",1.05
"227","2007-11-26",1.1
"228","2007-11-27",1.35
"229","2007-11-28",1.25
"230","2007-11-29",1.34
"231","2007-11-30",1.3
"232","2007-12-03",1.3
"233","2007-12-04",1.3
"234","2007-12-05",1.27
"235","2007-12-06",1.2
"236","2007-12-07",1.2
"237","2007-12-10",1.2
"238","2007-12-11",1.15
"239","2007-12-12",1.17
"240","2007-12-13",1.2
"241","2007-12-14",1.3
"242","2007-12-17",1.15
"243","2007-12-18",1.25
"244","2007-12-19",1.12
"245","2007-12-20",1.15
"246","2007-12-21",1.15
"247","2007-12-24",1.18
"248","2007-12-26",1.15
"249","2007-12-27",1.12
"250","2007-12-28",1.12
"251","2007-12-31",1.05
"252","2008-01-02",1.05
"253","2008-01-03",1.05
"254","2008-01-04",1.05
"255","2008-01-07",1.05
"256","2008-01-08",1.03
"257","2008-01-09",1.03
"258","2008-01-10",1.1
"259","2008-01-11",1.1
"260","2008-01-14",1.1
"261","2008-01-15",1.1
"262","2008-01-16",1.1
"263","2008-01-17",1.1
"264","2008-01-18",1.1
"265","2008-01-22",1.07
"266","2008-01-23",1
"267","2008-01-24",0.92
"268","2008-01-25",0.92
"269","2008-01-28",0.8
"270","2008-01-29",0.8
"271","2008-01-30",0.8
"272","2008-01-31",0.75
"273","2008-02-01",0.71
"274","2008-02-04",0.71
"275","2008-02-05",0.64
"276","2008-02-06",0.62
"277","2008-02-07",0.62
"278","2008-02-08",0.6
"279","2008-02-11",0.6
"280","2008-02-12",0.55
"281","2008-02-13",0.59
"282","2008-02-14",0.58
"283","2008-02-15",0.58
"284","2008-02-19",0.55
"285","2008-02-20",0.58
"286","2008-02-21",0.58
"287","2008-02-22",0.55
"288","2008-02-25",0.55
"289","2008-02-26",0.54
"290","2008-02-27",0.54
"291","2008-02-28",0.5
"292","2008-02-29",0.5
"293","2008-03-03",0.49
"294","2008-03-04",0.49
"295","2008-03-05",0.49
"296","2008-03-06",0.49
"297","2008-03-07",0.49
"298","2008-03-10",0.46
"299","2008-03-11",0.43
"300","2008-03-12",0.43
"301","2008-03-13",0.43
"302","2008-03-14",0.35
"303","2008-03-17",0.35
"304","2008-03-18",0.4
"305","2008-03-19",0.4
"306","2008-03-20",0.43
"307","2008-03-24",0.45
"308","2008-03-25",0.35
"309","2008-03-26",0.45
"310","2008-03-27",0.42
"311","2008-03-28",0.38
"312","2008-03-31",0.38
"313","2008-04-01",0.43
"314","2008-04-02",0.43
"315","2008-04-03",0.5
"316","2008-04-04",0.49
"317","2008-04-07",0.5
"318","2008-04-08",0.51
"319","2008-04-09",0.65
"320","2008-04-10",0.7
"321","2008-04-11",0.7
"322","2008-04-14",0.7
"323","2008-04-15",0.67
"324","2008-04-16",0.67
"325","2008-04-17",0.6
"326","2008-04-18",0.69
"327","2008-04-21",0.69
"328","2008-04-22",0.67
"329","2008-04-23",0.6
"330","2008-04-24",0.6
"331","2008-04-25",0.6
"332","2008-04-28",0.62
"333","2008-04-29",0.6
"334","2008-04-30",0.6
"335","2008-05-01",0.6
"336","2008-05-02",0.6
"337","2008-05-05",0.6
"338","2008-05-06",0.6
"339","2008-05-07",0.6
"340","2008-05-08",0.6
"341","2008-05-09",0.6
"342","2008-05-12",0.6
"343","2008-05-13",0.6
"344","2008-05-14",0.64
"345","2008-05-15",0.6
"346","2008-05-16",0.6
"347","2008-05-19",0.6
"348","2008-05-20",0.6
"349","2008-05-21",0.6
"350","2008-05-22",0.62
"351","2008-05-23",0.6
"352","2008-05-27",0.69
"353","2008-05-28",0.65
"354","2008-05-29",0.6
"355","2008-05-30",0.6
"356","2008-06-02",0.6
"357","2008-06-03",0.6
"358","2008-06-04",0.58
"359","2008-06-05",0.58
"360","2008-06-06",0.58
"361","2008-06-09",0.55
"362","2008-06-10",0.55
"363","2008-06-11",0.55
"364","2008-06-12",0.56
"365","2008-06-13",0.56
"366","2008-06-16",0.56
"367","2008-06-17",0.56
"368","2008-06-18",0.56
"369","2008-06-19",0.56
"370","2008-06-20",0.56
"371","2008-06-23",0.56
"372","2008-06-24",0.56
"373","2008-06-25",0.56
"374","2008-06-26",0.6
"375","2008-06-27",0.56
"376","2008-06-30",0.56
"377","2008-07-01",0.52
"378","2008-07-02",0.52
"379","2008-07-03",0.52
"380","2008-07-07",0.52
"381","2008-07-08",0.52
"382","2008-07-09",0.52
"383","2008-07-10",0.52
"384","2008-07-11",0.52
"385","2008-07-14",0.52
"386","2008-07-15",0.52
"387","2008-07-16",0.42
"388","2008-07-17",0.42
"389","2008-07-18",0.42
"390","2008-07-21",0.42
"391","2008-07-22",0.42
"392","2008-07-23",0.42
"393","2008-07-24",0.42
"394","2008-07-25",0.42
"395","2008-07-28",0.42
"396","2008-07-29",0.43
"397","2008-07-30",0.43
"398","2008-07-31",0.43
"399","2008-08-01",0.47
"400","2008-08-04",0.47
"401","2008-08-05",0.47
"402","2008-08-06",0.47
"403","2008-08-07",0.5
"404","2008-08-08",0.5
"405","2008-08-11",0.5
"406","2008-08-12",0.5
"407","2008-08-13",0.45
"408","2008-08-14",0.33
"409","2008-08-15",0.33
"410","2008-08-18",0.33
"411","2008-08-19",0.4
"412","2008-08-20",0.43
"413","2008-08-21",0.43
"414","2008-08-22",0.45
"415","2008-08-25",0.45
"416","2008-08-26",0.6
"417","2008-08-27",0.57
"418","2008-08-28",0.57
"419","2008-08-29",0.57
"420","2008-09-02",0.57
"421","2008-09-03",0.57
"422","2008-09-04",0.57
"423","2008-09-05",0.62
"424","2008-09-08",0.6
"425","2008-09-09",0.6
"426","2008-09-10",0.59
"427","2008-09-11",0.59
"428","2008-09-12",0.59
"429","2008-09-15",0.59
"430","2008-09-16",0.59
"431","2008-09-17",0.59
"432","2008-09-18",0.59
"433","2008-09-19",0.54
"434","2008-09-22",0.54
"435","2008-09-23",0.54
"436","2008-09-24",0.54
"437","2008-09-25",0.54
"438","2008-09-26",0.54
"439","2008-09-29",0.51
"440","2008-09-30",0.51
"441","2008-10-01",0.51
"442","2008-10-02",0.51
"443","2008-10-03",0.51
