"","date","AUB"
"1","2007-01-03",30
"2","2007-01-04",29.77
"3","2007-01-05",29.34
"4","2007-01-08",29
"5","2007-01-09",29
"6","2007-01-10",28.98
"7","2007-01-11",29.5
"8","2007-01-12",29.9
"9","2007-01-16",29.059999
"10","2007-01-17",28.59
"11","2007-01-18",27.780001
"12","2007-01-19",28.280001
"13","2007-01-22",27.610001
"14","2007-01-23",28.120001
"15","2007-01-24",28.6
"16","2007-01-25",27.6
"17","2007-01-26",27.98
"18","2007-01-29",28.299999
"19","2007-01-30",28.9
"20","2007-01-31",28.91
"21","2007-02-01",29.030001
"22","2007-02-02",28.889999
"23","2007-02-05",28.65
"24","2007-02-06",28.83
"25","2007-02-07",28.82
"26","2007-02-08",28.75
"27","2007-02-09",28.15
"28","2007-02-12",28.18
"29","2007-02-13",27.84
"30","2007-02-14",27.290001
"31","2007-02-15",26.74
"32","2007-02-16",26.57
"33","2007-02-20",27.040001
"34","2007-02-21",27.15
"35","2007-02-22",27.620001
"36","2007-02-23",27.690001
"37","2007-02-26",27.870001
"38","2007-02-27",26.879999
"39","2007-02-28",26.469999
"40","2007-03-01",26.59
"41","2007-03-02",25.93
"42","2007-03-05",25.85
"43","2007-03-06",26.4
"44","2007-03-07",25.15
"45","2007-03-08",24.91
"46","2007-03-09",24.799999
"47","2007-03-12",25.190001
"48","2007-03-13",24.049999
"49","2007-03-14",24.73
"50","2007-03-15",25.459999
"51","2007-03-16",24.950001
"52","2007-03-19",25.959999
"53","2007-03-20",26.299999
"54","2007-03-21",27.190001
"55","2007-03-22",26.75
"56","2007-03-23",26.49
"57","2007-03-26",26.41
"58","2007-03-27",26.27
"59","2007-03-28",26.17
"60","2007-03-29",26.23
"61","2007-03-30",25.940001
"62","2007-04-02",25.959999
"63","2007-04-03",27.01
"64","2007-04-04",26.620001
"65","2007-04-05",26.219999
"66","2007-04-09",26.129999
"67","2007-04-10",26.049999
"68","2007-04-11",25.4
"69","2007-04-12",25.33
"70","2007-04-13",25.219999
"71","2007-04-16",25.700001
"72","2007-04-17",25.299999
"73","2007-04-18",24.620001
"74","2007-04-19",24.08
"75","2007-04-20",24.790001
"76","2007-04-23",23.059999
"77","2007-04-24",23.93
"78","2007-04-25",24.57
"79","2007-04-26",23.709999
"80","2007-04-27",23.68
"81","2007-04-30",23.459999
"82","2007-05-01",23.93
"83","2007-05-02",24.629999
"84","2007-05-03",24.4
"85","2007-05-04",24.219999
"86","2007-05-07",24.209999
"87","2007-05-08",23.969999
"88","2007-05-09",24.24
"89","2007-05-10",23.34
"90","2007-05-11",23.98
"91","2007-05-14",23.35
"92","2007-05-15",22.92
"93","2007-05-16",22.959999
"94","2007-05-17",22.879999
"95","2007-05-18",23.07
"96","2007-05-21",23.200001
"97","2007-05-22",23.219999
"98","2007-05-23",23.07
"99","2007-05-24",22.92
"100","2007-05-25",23.08
"101","2007-05-29",23.389999
"102","2007-05-30",23.67
"103","2007-05-31",23.51
"104","2007-06-01",24.129999
"105","2007-06-04",24.07
"106","2007-06-05",23.299999
"107","2007-06-06",23.049999
"108","2007-06-07",23.059999
"109","2007-06-08",23.09
"110","2007-06-11",23
"111","2007-06-12",22.91
"112","2007-06-13",23.290001
"113","2007-06-14",23.07
"114","2007-06-15",23.24
"115","2007-06-18",23.17
"116","2007-06-19",23.34
"117","2007-06-20",22.98
"118","2007-06-21",23.77
"119","2007-06-22",23.690001
"120","2007-06-25",23.23
"121","2007-06-26",23.15
"122","2007-06-27",23.389999
"123","2007-06-28",23.690001
"124","2007-06-29",23.200001
"125","2007-07-02",23.530001
"126","2007-07-03",23.6
"127","2007-07-05",23.360001
"128","2007-07-06",23.24
"129","2007-07-09",22.84
"130","2007-07-10",21.92
"131","2007-07-11",21.83
"132","2007-07-12",22.1
"133","2007-07-13",22.200001
"134","2007-07-16",21.67
"135","2007-07-17",22.059999
"136","2007-07-18",21.959999
"137","2007-07-19",21.65
"138","2007-07-20",20.610001
"139","2007-07-23",20.84
"140","2007-07-24",19.700001
"141","2007-07-25",19.620001
"142","2007-07-26",19.440001
"143","2007-07-27",19.49
"144","2007-07-30",19.9
"145","2007-07-31",19.41
"146","2007-08-01",20.700001
"147","2007-08-02",20.700001
"148","2007-08-03",19.4
"149","2007-08-06",19.950001
"150","2007-08-07",19.9
"151","2007-08-08",22.059999
"152","2007-08-09",21.42
"153","2007-08-10",23.440001
"154","2007-08-13",21.530001
"155","2007-08-14",21.6
"156","2007-08-15",21.18
"157","2007-08-16",23.299999
"158","2007-08-17",23
"159","2007-08-20",22.67
"160","2007-08-21",22.5
"161","2007-08-22",22.610001
"162","2007-08-23",22.24
"163","2007-08-24",22.02
"164","2007-08-27",22.389999
"165","2007-08-28",21.889999
"166","2007-08-29",22.6
"167","2007-08-30",22.9
"168","2007-08-31",23.200001
"169","2007-09-04",23.190001
"170","2007-09-05",22.59
"171","2007-09-06",23.030001
"172","2007-09-07",22.26
"173","2007-09-10",22.209999
"174","2007-09-11",23.27
"175","2007-09-12",22.5
"176","2007-09-13",22.74
"177","2007-09-14",22.709999
"178","2007-09-17",22.709999
"179","2007-09-18",23.85
"180","2007-09-19",24.93
"181","2007-09-20",24.75
"182","2007-09-21",24.209999
"183","2007-09-24",23.43
"184","2007-09-25",23.940001
"185","2007-09-26",23.879999
"186","2007-09-27",23.99
"187","2007-09-28",22.709999
"188","2007-10-01",24.26
"189","2007-10-02",23.98
"190","2007-10-03",23.08
"191","2007-10-04",23.110001
"192","2007-10-05",24.35
"193","2007-10-08",24.280001
"194","2007-10-09",24.02
"195","2007-10-10",23.99
"196","2007-10-11",23.709999
"197","2007-10-12",23.889999
"198","2007-10-15",23.879999
"199","2007-10-16",23.879999
"200","2007-10-17",23.629999
"201","2007-10-18",23.76
"202","2007-10-19",20.98
"203","2007-10-22",22.860001
"204","2007-10-23",22.959999
"205","2007-10-24",22.51
"206","2007-10-25",22.940001
"207","2007-10-26",23.09
"208","2007-10-29",22.4
"209","2007-10-30",22.200001
"210","2007-10-31",21.370001
"211","2007-11-01",18.870001
"212","2007-11-02",19.200001
"213","2007-11-05",18.860001
"214","2007-11-06",19.700001
"215","2007-11-07",18.040001
"216","2007-11-08",19.32
"217","2007-11-09",20.290001
"218","2007-11-12",20.68
"219","2007-11-13",20.93
"220","2007-11-14",20.93
"221","2007-11-15",20.6
"222","2007-11-16",20.610001
"223","2007-11-19",19.809999
"224","2007-11-20",20.799999
"225","2007-11-21",20.950001
"226","2007-11-23",21.65
"227","2007-11-26",20
"228","2007-11-27",20.42
"229","2007-11-28",22.219999
"230","2007-11-29",21.540001
"231","2007-11-30",20.709999
"232","2007-12-03",19.959999
"233","2007-12-04",19.51
"234","2007-12-05",19.77
"235","2007-12-06",21.34
"236","2007-12-07",21.389999
"237","2007-12-10",21.5
"238","2007-12-11",20.129999
"239","2007-12-12",20.1
"240","2007-12-13",20.129999
"241","2007-12-14",19.49
"242","2007-12-17",18.93
"243","2007-12-18",20.76
"244","2007-12-19",20.51
"245","2007-12-20",21.139999
"246","2007-12-21",22.52
"247","2007-12-24",23
"248","2007-12-26",23.129999
"249","2007-12-27",21.549999
"250","2007-12-28",21
"251","2007-12-31",21.139999
"252","2008-01-02",20.41
"253","2008-01-03",20.110001
"254","2008-01-04",19.85
"255","2008-01-07",19.91
"256","2008-01-08",19.5
"257","2008-01-09",19.809999
"258","2008-01-10",20.68
"259","2008-01-11",19.51
"260","2008-01-14",19.52
"261","2008-01-15",18.93
"262","2008-01-16",19.379999
"263","2008-01-17",19.16
"264","2008-01-18",18.309999
"265","2008-01-22",19.299999
"266","2008-01-23",21.9
"267","2008-01-24",20.41
"268","2008-01-25",20.17
"269","2008-01-28",19.219999
"270","2008-01-29",18.77
"271","2008-01-30",18.639999
"272","2008-01-31",19.309999
"273","2008-02-01",19.49
"274","2008-02-04",18.91
"275","2008-02-05",18.6
"276","2008-02-06",17.99
"277","2008-02-07",18.43
"278","2008-02-08",18.139999
"279","2008-02-11",17.92
"280","2008-02-12",18.030001
"281","2008-02-13",18.969999
"282","2008-02-14",18.15
"283","2008-02-15",17.969999
"284","2008-02-19",18.02
"285","2008-02-20",18.360001
"286","2008-02-21",17.9
"287","2008-02-22",17.780001
"288","2008-02-25",18.379999
"289","2008-02-26",18.15
"290","2008-02-27",17.98
"291","2008-02-28",18.01
"292","2008-02-29",17.49
"293","2008-03-03",16.950001
"294","2008-03-04",16.870001
"295","2008-03-05",16.65
"296","2008-03-06",16.049999
"297","2008-03-07",16.57
"298","2008-03-10",16.15
"299","2008-03-11",17.57
"300","2008-03-12",18.219999
"301","2008-03-13",18.469999
"302","2008-03-14",17.700001
"303","2008-03-17",18.07
"304","2008-03-18",18.51
"305","2008-03-19",17.889999
"306","2008-03-20",18.5
"307","2008-03-24",19.030001
"308","2008-03-25",19.459999
"309","2008-03-26",19.700001
"310","2008-03-27",19.17
"311","2008-03-28",19.379999
"312","2008-03-31",19.370001
"313","2008-04-01",19.969999
"314","2008-04-02",19.940001
"315","2008-04-03",19.440001
"316","2008-04-04",19.5
"317","2008-04-07",19.93
"318","2008-04-08",19.6
"319","2008-04-09",18.76
"320","2008-04-10",19.379999
"321","2008-04-11",18.01
"322","2008-04-14",17.870001
"323","2008-04-15",17.940001
"324","2008-04-16",18.879999
"325","2008-04-17",18.879999
"326","2008-04-18",19.299999
"327","2008-04-21",19.120001
"328","2008-04-22",18.120001
"329","2008-04-23",18
"330","2008-04-24",18.559999
"331","2008-04-25",18.620001
"332","2008-04-28",19.43
"333","2008-04-29",19.9
"334","2008-04-30",19.16
"335","2008-05-01",19.85
"336","2008-05-02",19.120001
"337","2008-05-05",18.98
"338","2008-05-06",19.25
"339","2008-05-07",18.02
"340","2008-05-08",18.34
"341","2008-05-09",18.129999
"342","2008-05-12",18.98
"343","2008-05-13",19.25
"344","2008-05-14",18.629999
"345","2008-05-15",18.860001
"346","2008-05-16",18.610001
"347","2008-05-19",18.33
"348","2008-05-20",18.120001
"349","2008-05-21",18.01
"350","2008-05-22",18.67
"351","2008-05-23",18.59
"352","2008-05-27",18.85
"353","2008-05-28",19.09
"354","2008-05-29",19.76
"355","2008-05-30",20.049999
"356","2008-06-02",19.4
"357","2008-06-03",19.209999
"358","2008-06-04",19.59
"359","2008-06-05",20.379999
"360","2008-06-06",19.6
"361","2008-06-09",19.059999
"362","2008-06-10",19.4
"363","2008-06-11",18.450001
"364","2008-06-12",18.83
"365","2008-06-13",19.190001
"366","2008-06-16",19.950001
"367","2008-06-17",18.5
"368","2008-06-18",17.93
"369","2008-06-19",17.879999
"370","2008-06-20",16.66
"371","2008-06-23",16.07
"372","2008-06-24",16.07
"373","2008-06-25",16.219999
"374","2008-06-26",15.11
"375","2008-06-27",15.2
"376","2008-06-30",14.89
"377","2008-07-01",15.06
"378","2008-07-02",14.67
"379","2008-07-03",14.4
"380","2008-07-07",14.25
"381","2008-07-08",16.549999
"382","2008-07-09",15.51
"383","2008-07-10",15.65
"384","2008-07-11",16.889999
"385","2008-07-14",16.440001
"386","2008-07-15",16.01
"387","2008-07-16",18.25
"388","2008-07-17",19.040001
"389","2008-07-18",19.01
"390","2008-07-21",18.799999
"391","2008-07-22",20.43
"392","2008-07-23",19.92
"393","2008-07-24",20.25
"394","2008-07-25",20.52
"395","2008-07-28",20.57
"396","2008-07-29",20.82
"397","2008-07-30",22
"398","2008-07-31",21.84
"399","2008-08-01",22.09
"400","2008-08-04",21.940001
"401","2008-08-05",21.42
"402","2008-08-06",21.25
"403","2008-08-07",20.700001
"404","2008-08-08",21.940001
"405","2008-08-11",23.52
"406","2008-08-12",23.85
"407","2008-08-13",24.549999
"408","2008-08-14",24.389999
"409","2008-08-15",23.209999
"410","2008-08-18",22.41
"411","2008-08-19",21.940001
"412","2008-08-20",21.299999
"413","2008-08-21",21.85
"414","2008-08-22",22.870001
"415","2008-08-25",21.9
"416","2008-08-26",22
"417","2008-08-27",22.389999
"418","2008-08-28",23.17
"419","2008-08-29",22.709999
"420","2008-09-02",22.27
"421","2008-09-03",22.57
"422","2008-09-04",22.02
"423","2008-09-05",21.709999
"424","2008-09-08",22.4
"425","2008-09-09",21.639999
"426","2008-09-10",22.959999
"427","2008-09-11",23.049999
"428","2008-09-12",23.690001
"429","2008-09-15",22.059999
"430","2008-09-16",24.1
"431","2008-09-17",23.200001
"432","2008-09-18",24.129999
"433","2008-09-19",29.200001
"434","2008-09-22",25.9
"435","2008-09-23",24.870001
"436","2008-09-24",24.68
"437","2008-09-25",25.5
"438","2008-09-26",25.48
"439","2008-09-29",24
"440","2008-09-30",24
"441","2008-10-01",23.68
"442","2008-10-02",24.110001
"443","2008-10-03",23.01
"444","2008-10-06",23.950001
"445","2008-10-07",23
"446","2008-10-08",23.4
"447","2008-10-09",19.1
"448","2008-10-10",23.950001
"449","2008-10-13",25
"450","2008-10-14",22.780001
"451","2008-10-15",21.120001
"452","2008-10-16",24.5
"453","2008-10-17",23.76
"454","2008-10-20",23.57
"455","2008-10-21",22.17
"456","2008-10-22",21.32
"457","2008-10-23",21.99
"458","2008-10-24",21.030001
"459","2008-10-27",19.51
"460","2008-10-28",22.41
"461","2008-10-29",22.41
"462","2008-10-30",23.549999
"463","2008-10-31",23.83
"464","2008-11-03",23.620001
"465","2008-11-04",24.57
"466","2008-11-05",22.450001
"467","2008-11-06",21.75
"468","2008-11-07",22.280001
"469","2008-11-10",21.790001
"470","2008-11-11",22.01
"471","2008-11-12",20.379999
"472","2008-11-13",22.68
"473","2008-11-14",20.370001
"474","2008-11-17",19.85
"475","2008-11-18",19.719999
"476","2008-11-19",17.42
"477","2008-11-20",16.02
"478","2008-11-21",16.26
"479","2008-11-24",20
"480","2008-11-25",20
"481","2008-11-26",21.1
"482","2008-11-28",22.74
"483","2008-12-01",18.25
"484","2008-12-02",19.799999
"485","2008-12-03",21.530001
"486","2008-12-04",21.16
"487","2008-12-05",21.75
"488","2008-12-08",23.389999
"489","2008-12-09",23.059999
"490","2008-12-10",23.65
"491","2008-12-11",21.42
"492","2008-12-12",23.389999
"493","2008-12-15",22.219999
"494","2008-12-16",23.24
"495","2008-12-17",23.190001
"496","2008-12-18",22.530001
"497","2008-12-19",23.34
"498","2008-12-22",23.709999
"499","2008-12-23",23.9
"500","2008-12-24",23.85
"501","2008-12-26",23.870001
"502","2008-12-29",23.43
"503","2008-12-30",24
"504","2008-12-31",24.799999
"505","2009-01-02",24.709999
"506","2009-01-05",23.860001
"507","2009-01-06",23.969999
"508","2009-01-07",22.75
"509","2009-01-08",23.9
"510","2009-01-09",21.469999
"511","2009-01-12",20.58
"512","2009-01-13",21.389999
"513","2009-01-14",19.76
"514","2009-01-15",20.450001
"515","2009-01-16",19.65
"516","2009-01-20",17.02
"517","2009-01-21",18.799999
"518","2009-01-22",17.17
"519","2009-01-23",16.75
"520","2009-01-26",16.690001
"521","2009-01-27",16.780001
"522","2009-01-28",17.25
"523","2009-01-29",16.120001
"524","2009-01-30",15.63
"525","2009-02-02",17.139999
"526","2009-02-03",17.15
"527","2009-02-04",16.58
"528","2009-02-05",17.49
"529","2009-02-06",16.950001
"530","2009-02-09",17.209999
"531","2009-02-10",16.15
"532","2009-02-11",15.36
"533","2009-02-12",14.87
"534","2009-02-13",15.12
"535","2009-02-17",14.03
"536","2009-02-18",13.38
"537","2009-02-19",13
"538","2009-02-20",12.67
"539","2009-02-23",12.12
"540","2009-02-24",12.59
"541","2009-02-25",12.75
"542","2009-02-26",12.86
"543","2009-02-27",12.45
"544","2009-03-02",11.72
"545","2009-03-03",11.27
"546","2009-03-04",10.85
"547","2009-03-05",9.01
"548","2009-03-06",10.41
"549","2009-03-09",10.5
"550","2009-03-10",12.3
"551","2009-03-11",11.96
"552","2009-03-12",14.75
"553","2009-03-13",13.99
"554","2009-03-16",13.29
"555","2009-03-17",15.01
"556","2009-03-18",16.76
"557","2009-03-19",15.6
"558","2009-03-20",14.39
"559","2009-03-23",15.6
"560","2009-03-24",13.92
"561","2009-03-25",14.35
"562","2009-03-26",15.74
"563","2009-03-27",14.23
"564","2009-03-30",13.43
"565","2009-03-31",13.85
"566","2009-04-01",14.63
"567","2009-04-02",16.870001
"568","2009-04-03",17.030001
"569","2009-04-06",17.049999
"570","2009-04-07",16.84
"571","2009-04-08",17.34
"572","2009-04-09",19.940001
"573","2009-04-13",18.99
"574","2009-04-14",17.200001
"575","2009-04-15",18.379999
"576","2009-04-16",19.77
"577","2009-04-17",20.700001
"578","2009-04-20",17.25
"579","2009-04-21",20.27
"580","2009-04-22",19.290001
"581","2009-04-23",17.879999
"582","2009-04-24",19.219999
"583","2009-04-27",17.16
"584","2009-04-28",16.940001
"585","2009-04-29",18
"586","2009-04-30",17.09
"587","2009-05-01",15.7
"588","2009-05-04",16.98
"589","2009-05-05",16.469999
"590","2009-05-06",16.77
"591","2009-05-07",16.309999
"592","2009-05-08",18
"593","2009-05-11",16.34
"594","2009-05-12",15.72
"595","2009-05-13",14.75
"596","2009-05-14",16.02
"597","2009-05-15",14.34
"598","2009-05-18",16.4
"599","2009-05-19",16.25
"600","2009-05-20",16.440001
"601","2009-05-21",15.25
"602","2009-05-22",15.03
"603","2009-05-26",16.49
"604","2009-05-27",15.65
"605","2009-05-28",14.79
"606","2009-05-29",14.48
"607","2009-06-01",16.5
"608","2009-06-02",16.709999
"609","2009-06-03",16.43
"610","2009-06-04",16.889999
"611","2009-06-05",16.440001
"612","2009-06-08",16.68
"613","2009-06-09",16.360001
"614","2009-06-10",15.07
"615","2009-06-11",15.71
"616","2009-06-12",16.030001
"617","2009-06-15",15.1
"618","2009-06-16",15.1
"619","2009-06-17",15.54
"620","2009-06-18",15.81
"621","2009-06-19",15.61
"622","2009-06-22",15.31
"623","2009-06-23",15.08
"624","2009-06-24",14.96
"625","2009-06-25",15.6
"626","2009-06-26",16
"627","2009-06-29",15.5
"628","2009-06-30",14.97
"629","2009-07-01",15.32
"630","2009-07-02",14.48
"631","2009-07-06",13.8
"632","2009-07-07",13.63
"633","2009-07-08",13.17
"634","2009-07-09",13.05
"635","2009-07-10",12.76
"636","2009-07-13",13.34
"637","2009-07-14",13.14
"638","2009-07-15",14.3
"639","2009-07-16",14.41
"640","2009-07-17",14.84
"641","2009-07-20",15.08
"642","2009-07-21",14.97
"643","2009-07-22",15.51
"644","2009-07-23",15.95
"645","2009-07-24",16.030001
"646","2009-07-27",15.89
"647","2009-07-28",15.8
"648","2009-07-29",14.84
"649","2009-07-30",16.139999
"650","2009-07-31",15.52
"651","2009-08-03",15.96
"652","2009-08-04",16.290001
"653","2009-08-05",15.35
"654","2009-08-06",15.05
"655","2009-08-07",16.200001
"656","2009-08-10",15.84
"657","2009-08-11",15.63
"658","2009-08-12",15.69
