"","date","BECN"
"1","2007-01-03",18.68
"2","2007-01-04",18.9
"3","2007-01-05",18.6
"4","2007-01-08",18.49
"5","2007-01-09",18.48
"6","2007-01-10",18.49
"7","2007-01-11",19.23
"8","2007-01-12",19.530001
"9","2007-01-16",19.690001
"10","2007-01-17",19.74
"11","2007-01-18",19.4
"12","2007-01-19",19.549999
"13","2007-01-22",19.139999
"14","2007-01-23",20.01
"15","2007-01-24",20.530001
"16","2007-01-25",20.07
"17","2007-01-26",20.32
"18","2007-01-29",20.469999
"19","2007-01-30",20.370001
"20","2007-01-31",20.84
"21","2007-02-01",20.99
"22","2007-02-02",21.24
"23","2007-02-05",21.200001
"24","2007-02-06",21
"25","2007-02-07",20.950001
"26","2007-02-08",18.639999
"27","2007-02-09",18.4
"28","2007-02-12",18.08
"29","2007-02-13",17.99
"30","2007-02-14",17.950001
"31","2007-02-15",17.82
"32","2007-02-16",17.48
"33","2007-02-20",17.6
"34","2007-02-21",17.610001
"35","2007-02-22",17.5
"36","2007-02-23",17.27
"37","2007-02-26",17.26
"38","2007-02-27",16.98
"39","2007-02-28",16.629999
"40","2007-03-01",17.209999
"41","2007-03-02",16.5
"42","2007-03-05",16.27
"43","2007-03-06",16.639999
"44","2007-03-07",15.99
"45","2007-03-08",16.77
"46","2007-03-09",16.49
"47","2007-03-12",16.17
"48","2007-03-13",15.5
"49","2007-03-14",15.56
"50","2007-03-15",15.5
"51","2007-03-16",15.25
"52","2007-03-19",15.35
"53","2007-03-20",15.4
"54","2007-03-21",16.09
"55","2007-03-22",15.94
"56","2007-03-23",16.719999
"57","2007-03-26",16.51
"58","2007-03-27",16.35
"59","2007-03-28",16.209999
"60","2007-03-29",16.16
"61","2007-03-30",16.18
"62","2007-04-02",15.87
"63","2007-04-03",15.82
"64","2007-04-04",16.01
"65","2007-04-05",16.389999
"66","2007-04-09",16.459999
"67","2007-04-10",16.6
"68","2007-04-11",16.459999
"69","2007-04-12",16.51
"70","2007-04-13",16.67
"71","2007-04-16",17.07
"72","2007-04-17",16.99
"73","2007-04-18",17.75
"74","2007-04-19",17.9
"75","2007-04-20",18.469999
"76","2007-04-23",18.370001
"77","2007-04-24",18.120001
"78","2007-04-25",18
"79","2007-04-26",18.110001
"80","2007-04-27",16.35
"81","2007-04-30",15.73
"82","2007-05-01",15.78
"83","2007-05-02",15.78
"84","2007-05-03",15.59
"85","2007-05-04",15.97
"86","2007-05-07",16.26
"87","2007-05-08",16.16
"88","2007-05-09",16.040001
"89","2007-05-10",15.95
"90","2007-05-11",16.049999
"91","2007-05-14",16.09
"92","2007-05-15",15.99
"93","2007-05-16",16.15
"94","2007-05-17",16.15
"95","2007-05-18",16.389999
"96","2007-05-21",16.889999
"97","2007-05-22",17.110001
"98","2007-05-23",17.76
"99","2007-05-24",17.09
"100","2007-05-25",17.200001
"101","2007-05-29",17.780001
"102","2007-05-30",17.98
"103","2007-05-31",17.9
"104","2007-06-01",18.129999
"105","2007-06-04",18.08
"106","2007-06-05",17.629999
"107","2007-06-06",18.01
"108","2007-06-07",17.360001
"109","2007-06-08",17.34
"110","2007-06-11",17.42
"111","2007-06-12",17.290001
"112","2007-06-13",17.620001
"113","2007-06-14",17.360001
"114","2007-06-15",17.780001
"115","2007-06-18",17.98
"116","2007-06-19",17.889999
"117","2007-06-20",17.610001
"118","2007-06-21",17.48
"119","2007-06-22",17.24
"120","2007-06-25",17.059999
"121","2007-06-26",16.950001
"122","2007-06-27",17.26
"123","2007-06-28",17.26
"124","2007-06-29",16.99
"125","2007-07-02",16.76
"126","2007-07-03",16.32
"127","2007-07-05",16.690001
"128","2007-07-06",16.360001
"129","2007-07-09",16.17
"130","2007-07-10",16.190001
"131","2007-07-11",16.129999
"132","2007-07-12",16.379999
"133","2007-07-13",16.58
"134","2007-07-16",16.41
"135","2007-07-17",16.559999
"136","2007-07-18",16.07
"137","2007-07-19",16.209999
"138","2007-07-20",16.280001
"139","2007-07-23",16.110001
"140","2007-07-24",15.67
"141","2007-07-25",15.28
"142","2007-07-26",15.09
"143","2007-07-27",14.99
"144","2007-07-30",14.96
"145","2007-07-31",14.96
"146","2007-08-01",14.61
"147","2007-08-02",14.89
"148","2007-08-03",14.35
"149","2007-08-06",13.86
"150","2007-08-07",14.26
"151","2007-08-08",14.11
"152","2007-08-09",14
"153","2007-08-10",13.03
"154","2007-08-13",12.07
"155","2007-08-14",11.72
"156","2007-08-15",11.69
"157","2007-08-16",11.61
"158","2007-08-17",12.56
"159","2007-08-20",12.41
"160","2007-08-21",12.17
"161","2007-08-22",12.07
"162","2007-08-23",11.33
"163","2007-08-24",11
"164","2007-08-27",11.01
"165","2007-08-28",11.06
"166","2007-08-29",11.26
"167","2007-08-30",11.15
"168","2007-08-31",11.65
"169","2007-09-04",11.59
"170","2007-09-05",11.33
"171","2007-09-06",11.26
"172","2007-09-07",10.85
"173","2007-09-10",10.65
"174","2007-09-11",10.64
"175","2007-09-12",10.46
"176","2007-09-13",10.5
"177","2007-09-14",10.5
"178","2007-09-17",10.65
"179","2007-09-18",11.44
"180","2007-09-19",11.42
"181","2007-09-20",11.21
"182","2007-09-21",11.19
"183","2007-09-24",10.98
"184","2007-09-25",9.94
"185","2007-09-26",9.92
"186","2007-09-27",10.04
"187","2007-09-28",10.22
"188","2007-10-01",10.31
"189","2007-10-02",10.69
"190","2007-10-03",11.22
"191","2007-10-04",11.28
"192","2007-10-05",12.17
"193","2007-10-08",11.05
"194","2007-10-09",11.18
"195","2007-10-10",10.76
"196","2007-10-11",10.63
"197","2007-10-12",10.72
"198","2007-10-15",10.43
"199","2007-10-16",10.38
"200","2007-10-17",9.83
"201","2007-10-18",9.53
"202","2007-10-19",9.26
"203","2007-10-22",9.5
"204","2007-10-23",9.46
"205","2007-10-24",9.19
"206","2007-10-25",9
"207","2007-10-26",8.82
"208","2007-10-29",9.13
"209","2007-10-30",9.02
"210","2007-10-31",8.99
"211","2007-11-01",8.54
"212","2007-11-02",8.73
"213","2007-11-05",8.5
"214","2007-11-06",8.56
"215","2007-11-07",7.86
"216","2007-11-08",8.12
"217","2007-11-09",8.54
"218","2007-11-12",8.88
"219","2007-11-13",8.93
"220","2007-11-14",8.98
"221","2007-11-15",8.7
"222","2007-11-16",8.59
"223","2007-11-19",8.04
"224","2007-11-20",7.7
"225","2007-11-21",7.6
"226","2007-11-23",7.55
"227","2007-11-26",7.48
"228","2007-11-27",7.03
"229","2007-11-28",8.45
"230","2007-11-29",8.64
"231","2007-11-30",9.21
"232","2007-12-03",8.87
"233","2007-12-04",8.99
"234","2007-12-05",9.09
"235","2007-12-06",9.52
"236","2007-12-07",10.3
"237","2007-12-10",10.54
"238","2007-12-11",10.36
"239","2007-12-12",10.27
"240","2007-12-13",9.8
"241","2007-12-14",9.38
"242","2007-12-17",8.47
"243","2007-12-18",8.49
"244","2007-12-19",8.39
"245","2007-12-20",8.38
"246","2007-12-21",8.27
"247","2007-12-24",8.24
"248","2007-12-26",8.9
"249","2007-12-27",8.47
"250","2007-12-28",8.5
"251","2007-12-31",8.42
"252","2008-01-02",7.9
"253","2008-01-03",7.63
"254","2008-01-04",7.46
"255","2008-01-07",7.54
"256","2008-01-08",7.33
"257","2008-01-09",7.3
"258","2008-01-10",7.95
"259","2008-01-11",7.7
"260","2008-01-14",7.5
"261","2008-01-15",7.35
"262","2008-01-16",7.53
"263","2008-01-17",7.37
"264","2008-01-18",7.49
"265","2008-01-22",7.37
"266","2008-01-23",8.63
"267","2008-01-24",8.5
"268","2008-01-25",8.11
"269","2008-01-28",8.75
"270","2008-01-29",9.09
"271","2008-01-30",8.57
"272","2008-01-31",9.28
"273","2008-02-01",9.79
"274","2008-02-04",9.25
"275","2008-02-05",8.95
"276","2008-02-06",8.63
"277","2008-02-07",8.87
"278","2008-02-08",8.92
"279","2008-02-11",9
"280","2008-02-12",9.38
"281","2008-02-13",9.5
"282","2008-02-14",9.11
"283","2008-02-15",8.96
"284","2008-02-19",9.16
"285","2008-02-20",9.38
"286","2008-02-21",8.9
"287","2008-02-22",9.03
"288","2008-02-25",9.21
"289","2008-02-26",9.52
"290","2008-02-27",9.13
"291","2008-02-28",8.84
"292","2008-02-29",8.56
"293","2008-03-03",7.93
"294","2008-03-04",8.04
"295","2008-03-05",8.29
"296","2008-03-06",7.9
"297","2008-03-07",7.6
"298","2008-03-10",7.74
"299","2008-03-11",8.48
"300","2008-03-12",8.06
"301","2008-03-13",8.19
"302","2008-03-14",7.87
"303","2008-03-17",7.77
"304","2008-03-18",8.02
"305","2008-03-19",7.92
"306","2008-03-20",8.01
"307","2008-03-24",9
"308","2008-03-25",9.44
"309","2008-03-26",9.64
"310","2008-03-27",9.5
"311","2008-03-28",9.66
"312","2008-03-31",10
