"","date","DTSS"
"1","2018-03-05",18.48
"2","2018-03-06",18.6
"3","2018-03-07",18.57
"4","2018-03-08",18.57
"5","2018-03-09",18
"6","2018-03-12",18
"7","2018-03-13",17.700001
"8","2018-03-14",17.49
"9","2018-03-15",17.52
"10","2018-03-16",17.49
"11","2018-03-19",17.549999
"12","2018-03-20",17.52
"13","2018-03-21",17.549999
"14","2018-03-22",17.549999
"15","2018-03-23",17.49
"16","2018-03-26",17.549999
"17","2018-03-27",17.459999
"18","2018-03-28",17.52
"19","2018-03-29",17.58
"20","2018-04-02",17.639999
"21","2018-04-03",17.67
"22","2018-04-04",17.67
"23","2018-04-05",17.639999
"24","2018-04-06",17.700001
"25","2018-04-09",17.700001
"26","2018-04-10",17.67
"27","2018-04-11",17.639999
"28","2018-04-12",17.67
"29","2018-04-13",17.67
"30","2018-04-16",17.73
"31","2018-04-17",17.76
"32","2018-04-18",17.76
"33","2018-04-19",17.700001
"34","2018-04-20",17.76
"35","2018-04-23",17.34
"36","2018-04-24",17.1
"37","2018-04-25",16.799999
"38","2018-04-26",16.5
"39","2018-04-27",16.799999
"40","2018-04-30",16.5
"41","2018-05-01",16.5
"42","2018-05-02",17.34
"43","2018-05-03",16.6
"44","2018-05-04",17
"45","2018-05-07",17.5
"46","2018-05-08",17.6
"47","2018-05-09",17.99
"48","2018-05-10",18
"49","2018-05-11",18
"50","2018-05-14",17.799999
"51","2018-05-15",14.75
"52","2018-05-16",15.55
"53","2018-05-17",17
"54","2018-05-18",16.99
"55","2018-05-21",17.1
"56","2018-05-22",17.200001
"57","2018-05-23",17.5
"58","2018-05-24",17.799999
"59","2018-05-25",17.799999
"60","2018-05-29",17.700001
"61","2018-05-30",17.74
"62","2018-05-31",17.75
"63","2018-06-01",17.700001
"64","2018-06-04",17.75
"65","2018-06-05",17.780001
"66","2018-06-06",17.780001
"67","2018-06-07",17.780001
"68","2018-06-08",17.799999
"69","2018-06-11",17.799999
"70","2018-06-12",17.85
"71","2018-06-13",17.9
"72","2018-06-14",17.9
"73","2018-06-15",17.940001
"74","2018-06-18",17.91
"75","2018-06-19",17.91
"76","2018-06-20",17.93
"77","2018-06-21",17.950001
"78","2018-06-22",17.950001
"79","2018-06-25",17.950001
"80","2018-06-26",17.950001
"81","2018-06-27",17.950001
"82","2018-06-28",17.950001
"83","2018-06-29",17.959999
"84","2018-07-02",17.959999
"85","2018-07-03",17.969999
"86","2018-07-05",17.950001
"87","2018-07-06",15.01
"88","2018-07-09",16.5
"89","2018-07-10",17
"90","2018-07-11",16.98
"91","2018-07-12",16
"92","2018-07-13",16.49
"93","2018-07-16",16.5
"94","2018-07-17",16.6
"95","2018-07-18",16.6
"96","2018-07-19",17
"97","2018-07-20",17
"98","2018-07-23",16.99
"99","2018-07-24",16.99
"100","2018-07-25",17.5
"101","2018-07-26",17.49
"102","2018-07-27",17.49
"103","2018-07-30",17.5
"104","2018-07-31",17.5
"105","2018-08-01",17.49
"106","2018-08-02",17.49
"107","2018-08-03",17.49
"108","2018-08-06",17.49
"109","2018-08-07",17.459999
"110","2018-08-08",17.459999
"111","2018-08-09",17.5
"112","2018-08-10",17.5
"113","2018-08-13",17.459999
"114","2018-08-14",17.459999
"115","2018-08-15",17.49
"116","2018-08-16",17.49
"117","2018-08-17",17.49
"118","2018-08-20",17.5
"119","2018-08-21",17.5
"120","2018-08-22",17.5
"121","2018-08-23",17.5
"122","2018-08-24",17.49
"123","2018-08-27",17.49
"124","2018-08-28",17.49
"125","2018-08-29",17.5
"126","2018-08-30",17.5
"127","2018-08-31",17.549999
"128","2018-09-04",17.59
"129","2018-09-05",17.6
"130","2018-09-06",17.5
"131","2018-09-07",17.5
"132","2018-09-10",17.5
"133","2018-09-11",17.49
"134","2018-09-12",17.49
"135","2018-09-13",17.49
"136","2018-09-14",17.49
"137","2018-09-17",17.49
"138","2018-09-18",17.49
"139","2018-09-19",17.49
"140","2018-09-20",17.5
"141","2018-09-21",17.700001
"142","2018-09-24",17.65
"143","2018-09-25",17.700001
"144","2018-09-26",17.700001
"145","2018-09-27",17.67
"146","2018-09-28",17.700001
"147","2018-10-01",17.700001
"148","2018-10-02",17.700001
"149","2018-10-03",17
"150","2018-10-04",17.25
"151","2018-10-05",17.5
"152","2018-10-08",16.969999
"153","2018-10-09",17.49
"154","2018-10-10",17.49
"155","2018-10-11",17.35
"156","2018-10-12",17.09
"157","2018-10-15",17.49
"158","2018-10-16",17.49
"159","2018-10-17",17.49
"160","2018-10-18",17.5
"161","2018-10-19",17.34
"162","2018-10-22",17.190001
"163","2018-10-23",17.190001
"164","2018-10-24",17.190001
"165","2018-10-25",17.190001
"166","2018-10-26",17.190001
"167","2018-10-29",17.049999
"168","2018-10-30",17
"169","2018-10-31",17
"170","2018-11-01",17
"171","2018-11-02",17
"172","2018-11-05",17
"173","2018-11-06",17
"174","2018-11-07",17
"175","2018-11-08",17
"176","2018-11-09",17
"177","2018-11-12",17
"178","2018-11-13",17
"179","2018-11-14",17
"180","2018-11-15",17
"181","2018-11-16",17
"182","2018-11-19",17
"183","2018-11-20",17
"184","2018-11-21",17
"185","2018-11-23",17
"186","2018-11-26",17
"187","2018-11-27",17
"188","2018-11-28",17
"189","2018-11-29",17
"190","2018-11-30",17
"191","2018-12-03",17
"192","2018-12-04",17
"193","2018-12-06",17
"194","2018-12-07",17
"195","2018-12-10",17
"196","2018-12-11",17
"197","2018-12-12",17
"198","2018-12-13",17
"199","2018-12-14",17
"200","2018-12-17",17
"201","2018-12-18",17
"202","2018-12-19",3.9
"203","2018-12-20",4.1
"204","2018-12-21",4.1
"205","2018-12-24",4.126
"206","2018-12-26",4.196
"207","2018-12-27",4.25
"208","2018-12-28",4.1
"209","2018-12-31",4.05
"210","2019-01-02",4.1
"211","2019-01-03",3.6
"212","2019-01-04",3.6
"213","2019-01-07",3.361
"214","2019-01-08",3.8
"215","2019-01-09",3.78
"216","2019-01-10",4.09
"217","2019-01-11",4.098
"218","2019-01-14",4.097
"219","2019-01-15",3.94
"220","2019-01-16",3.82
"221","2019-01-17",3.888
"222","2019-01-18",3.54
"223","2019-01-22",3.56
"224","2019-01-23",3.85
"225","2019-01-24",3.3
"226","2019-01-25",3.59
"227","2019-01-28",3.59
"228","2019-01-29",3.834
"229","2019-01-30",3.834
"230","2019-01-31",3.74
"231","2019-02-01",3.33
"232","2019-02-04",3.329
"233","2019-02-05",3.29
"234","2019-02-06",3.782
"235","2019-02-07",3.74
"236","2019-02-08",3.8
"237","2019-02-11",3.405
"238","2019-02-12",3.8
"239","2019-02-13",3.75
"240","2019-02-14",3.75
"241","2019-02-15",3.54
"242","2019-02-19",3.68
"243","2019-02-20",4.35
"244","2019-02-21",3.62
"245","2019-02-22",3.4
"246","2019-02-25",3.31
"247","2019-02-26",3.29
"248","2019-02-27",3.291
"249","2019-02-28",3.03
"250","2019-03-01",3.297
"251","2019-03-04",3.2
"252","2019-03-05",3.149
"253","2019-03-06",3.138
"254","2019-03-07",3.23
"255","2019-03-08",3.1
"256","2019-03-11",3.333
"257","2019-03-12",3.39
"258","2019-03-13",2.66
"259","2019-03-14",2.637
"260","2019-03-15",2.325
"261","2019-03-18",2.38
"262","2019-03-19",2.379
"263","2019-03-20",2.44
"264","2019-03-21",2.45
"265","2019-03-22",2.31
"266","2019-03-25",2.198
"267","2019-03-26",2.18
"268","2019-03-27",2.09
"269","2019-03-28",2.109
"270","2019-03-29",2.135
"271","2019-04-01",2.2
"272","2019-04-02",2.063
"273","2019-04-03",2.07
"274","2019-04-04",2.17
"275","2019-04-05",2.15
"276","2019-04-08",2.139
"277","2019-04-09",2.12
"278","2019-04-10",2.15
"279","2019-04-11",2.6
"280","2019-04-12",2.23
"281","2019-04-15",2.02
"282","2019-04-16",2.188
"283","2019-04-17",2.23
"284","2019-04-18",2.08
"285","2019-04-22",2.18
"286","2019-04-23",2.248
"287","2019-04-24",2.168
"288","2019-04-25",1.92
"289","2019-04-26",2.07
"290","2019-04-29",2
"291","2019-04-30",2.1
"292","2019-05-01",2.1
"293","2019-05-02",2.086
"294","2019-05-03",2.13
"295","2019-05-06",2.11
"296","2019-05-07",1.981
"297","2019-05-08",2
"298","2019-05-09",2.06
"299","2019-05-10",1.999
"300","2019-05-13",1.97
"301","2019-05-14",1.978
"302","2019-05-15",1.978
"303","2019-05-16",1.75
"304","2019-05-17",1.68
"305","2019-05-20",1.81
"306","2019-05-21",1.94
"307","2019-05-22",1.85
"308","2019-05-23",1.91
"309","2019-05-24",1.93
"310","2019-05-28",1.92
"311","2019-05-29",1.68
"312","2019-05-30",1.79
"313","2019-05-31",1.75
"314","2019-06-03",1.66
"315","2019-06-04",1.67
"316","2019-06-05",1.55
"317","2019-06-06",1.86
"318","2019-06-07",1.63
"319","2019-06-10",1.61
"320","2019-06-11",1.88
"321","2019-06-12",1.88
"322","2019-06-13",1.88
"323","2019-06-14",1.48
"324","2019-06-17",1.48
"325","2019-06-18",1.48
"326","2019-06-19",1.45
"327","2019-06-20",1.483
"328","2019-06-21",1.45
"329","2019-06-24",1.65
"330","2019-06-25",1.73
"331","2019-06-26",1.73
"332","2019-06-27",1.73
"333","2019-06-28",1.6
"334","2019-07-01",1.3
"335","2019-07-02",1.32
"336","2019-07-03",1.327
"337","2019-07-05",1.3
"338","2019-07-08",1.3
"339","2019-07-09",1.24
"340","2019-07-10",1.22
"341","2019-07-11",1.32
"342","2019-07-12",1.34
"343","2019-07-15",1.3
"344","2019-07-16",1.3
"345","2019-07-17",1.34
"346","2019-07-18",1.16
"347","2019-07-19",1.22
"348","2019-07-22",1.27
"349","2019-07-23",1.33
"350","2019-07-24",1.27
"351","2019-07-25",1.35
"352","2019-07-26",1.166
"353","2019-07-29",1.375
"354","2019-07-30",1.318
"355","2019-07-31",1.32
"356","2019-08-01",1.195
"357","2019-08-02",1.29
"358","2019-08-05",1.085
"359","2019-08-06",1.136
"360","2019-08-07",1.35
"361","2019-08-08",1.09
"362","2019-08-09",1.06
"363","2019-08-12",1.25
"364","2019-08-13",1.2
"365","2019-08-14",1.1
"366","2019-08-15",1.12
"367","2019-08-16",1.05
"368","2019-08-19",1.1
"369","2019-08-20",1.015
"370","2019-08-21",0.98
"371","2019-08-22",1.05
"372","2019-08-23",1.15
"373","2019-08-26",1.1
"374","2019-08-27",1
"375","2019-08-28",1.07
"376","2019-08-29",1.008
"377","2019-08-30",1.079
"378","2019-09-03",1.01
"379","2019-09-04",0.995
"380","2019-09-05",0.99
"381","2019-09-06",0.99
"382","2019-09-09",1
"383","2019-09-10",1
"384","2019-09-11",1.04
"385","2019-09-12",1.01
"386","2019-09-13",1.049
"387","2019-09-16",1.03
"388","2019-09-17",0.99
"389","2019-09-18",1.02
"390","2019-09-19",1.01
"391","2019-09-20",1.022
"392","2019-09-23",1.01
"393","2019-09-24",0.99
"394","2019-09-25",0.952
"395","2019-09-26",0.97
"396","2019-09-27",0.935
"397","2019-09-30",0.94
"398","2019-10-01",0.88
"399","2019-10-02",0.882
"400","2019-10-03",0.845
"401","2019-10-04",0.85
"402","2019-10-07",0.91
"403","2019-10-08",0.9
"404","2019-10-09",0.9
"405","2019-10-10",0.861
"406","2019-10-11",0.9
"407","2019-10-14",0.892
"408","2019-10-15",3.34
"409","2019-10-16",2.98
"410","2019-10-17",2.1
"411","2019-10-18",2.42
"412","2019-10-21",2.33
"413","2019-10-22",2.04
"414","2019-10-23",2.23
"415","2019-10-24",2.07
"416","2019-10-25",2.201
"417","2019-10-28",2.529
"418","2019-10-29",2.64
"419","2019-10-30",2.61
"420","2019-10-31",2.57
"421","2019-11-01",2.73
"422","2019-11-04",2.83
"423","2019-11-05",2.77
