"","date","NPTN"
"222","2011-12-16",4.9
"223","2011-12-19",4.89
"224","2011-12-20",4.99
"225","2011-12-21",5.02
"226","2011-12-22",4.94
"227","2011-12-23",4.88
"228","2011-12-27",4.8
"229","2011-12-28",4.73
"230","2011-12-29",4.54
"231","2011-12-30",4.58
"232","2012-01-03",4.62
"233","2012-01-04",4.62
"234","2012-01-05",4.74
"235","2012-01-06",4.82
"236","2012-01-09",4.84
"237","2012-01-10",4.89
"238","2012-01-11",4.89
"239","2012-01-12",5.04
"240","2012-01-13",5.02
"241","2012-01-17",5.11
"242","2012-01-18",5.16
"243","2012-01-19",5.24
"244","2012-01-20",5.48
"245","2012-01-23",5.61
"246","2012-01-24",5.75
"247","2012-01-25",5.76
"248","2012-01-26",5.67
"249","2012-01-27",5.65
"250","2012-01-30",5.48
"251","2012-01-31",5.5
"252","2012-02-01",5.58
"253","2012-02-02",5.71
"254","2012-02-03",5.82
"255","2012-02-06",5.72
"256","2012-02-07",5.74
"257","2012-02-08",5.78
"258","2012-02-09",5.95
"259","2012-02-10",6.03
"260","2012-02-13",6.12
"261","2012-02-14",5.73
"262","2012-02-15",5.51
"263","2012-02-16",5.44
"264","2012-02-17",5.47
"265","2012-02-21",5.4
"266","2012-02-22",5.5
"267","2012-02-23",5.52
"268","2012-02-24",5.53
"269","2012-02-27",5.48
"270","2012-02-28",5.38
"271","2012-02-29",5.33
"272","2012-03-01",5.33
"273","2012-03-02",5.29
"274","2012-03-05",4.93
"275","2012-03-06",4.7
"276","2012-03-07",4.76
"277","2012-03-08",4.83
"278","2012-03-09",4.82
"279","2012-03-12",4.71
"280","2012-03-13",4.98
"281","2012-03-14",4.94
"282","2012-03-15",4.97
"283","2012-03-16",5
"284","2012-03-19",5.04
"285","2012-03-20",4.97
"286","2012-03-21",5.01
"287","2012-03-22",4.84
"288","2012-03-23",4.77
"289","2012-03-26",4.73
"290","2012-03-27",4.89
"291","2012-03-28",4.81
"292","2012-03-29",4.72
"293","2012-03-30",4.73
"294","2012-04-02",4.62
"295","2012-04-03",4.46
"296","2012-04-04",4.3
"297","2012-04-05",4.29
"298","2012-04-09",4.26
"299","2012-04-10",4.24
"300","2012-04-11",4.55
"301","2012-04-12",4.48
"302","2012-04-13",4.27
"303","2012-04-16",4.31
"304","2012-04-17",4.34
"305","2012-04-18",4.22
"306","2012-04-19",4.22
"307","2012-04-20",4.28
"308","2012-04-23",4.22
"309","2012-04-24",4.45
"310","2012-04-25",4.83
"311","2012-04-26",4.63
"312","2012-04-27",4.49
"313","2012-04-30",4.73
"314","2012-05-01",4.5
"315","2012-05-02",4.46
"316","2012-05-03",4.27
"317","2012-05-04",4.39
"318","2012-05-07",4.43
"319","2012-05-08",4.3
"320","2012-05-09",4.27
"321","2012-05-10",4.48
"322","2012-05-11",4.5
"323","2012-05-14",4.67
"324","2012-05-15",4.75
"325","2012-05-16",4.25
"326","2012-05-17",4.32
"327","2012-05-18",4.24
"328","2012-05-21",4.29
"329","2012-05-22",4.26
"330","2012-05-23",4.28
"331","2012-05-24",4.26
"332","2012-05-25",4.27
"333","2012-05-29",4.03
"334","2012-05-30",4
"335","2012-05-31",4.11
"336","2012-06-01",4.1
"337","2012-06-04",4.16
"338","2012-06-05",4.18
"339","2012-06-06",4.23
"340","2012-06-07",4.28
"341","2012-06-08",4.27
"342","2012-06-11",4.75
"343","2012-06-12",4.85
"344","2012-06-13",5.19
"345","2012-06-14",5.12
"346","2012-06-15",4.95
"347","2012-06-18",4.98
"348","2012-06-19",5
"349","2012-06-20",4.98
"350","2012-06-21",4.89
"351","2012-06-22",4.94
"352","2012-06-25",4.95
"353","2012-06-26",4.71
"354","2012-06-27",4.82
"355","2012-06-28",4.59
"356","2012-06-29",4.94
"357","2012-07-02",5.1
"358","2012-07-03",5
"359","2012-07-05",4.96
"360","2012-07-06",4.82
"361","2012-07-09",4.76
"362","2012-07-10",4.99
"363","2012-07-11",5
"364","2012-07-12",4.94
"365","2012-07-13",5.04
"366","2012-07-16",4.95
"367","2012-07-17",5
"368","2012-07-18",5
"369","2012-07-19",4.97
"370","2012-07-20",4.85
"371","2012-07-23",4.87
"372","2012-07-24",4.82
"373","2012-07-25",4.91
"374","2012-07-26",4.98
"375","2012-07-27",5
"376","2012-07-30",4.9
"377","2012-07-31",4.96
"378","2012-08-01",4.89
"379","2012-08-02",4.97
"380","2012-08-03",4.84
"381","2012-08-06",4.92
"382","2012-08-07",5.2
"383","2012-08-08",5.18
"384","2012-08-09",5.13
"385","2012-08-10",5
"386","2012-08-13",4.91
"387","2012-08-14",4.95
"388","2012-08-15",5.1
"389","2012-08-16",5.2
"390","2012-08-17",5.51
"391","2012-08-20",5.51
"392","2012-08-21",5.48
"393","2012-08-22",5.8
"394","2012-08-23",5.6
"395","2012-08-24",5.71
"396","2012-08-27",5.6
"397","2012-08-28",5.8
"398","2012-08-29",5.73
"399","2012-08-30",5.49
"400","2012-08-31",5.55
"401","2012-09-04",5.58
"402","2012-09-05",5.55
"403","2012-09-06",5.77
"404","2012-09-07",5.69
"405","2012-09-10",5.62
"406","2012-09-11",5.48
"407","2012-09-12",5.59
"408","2012-09-13",5.5
"409","2012-09-14",5.62
"410","2012-09-17",5.6
"411","2012-09-18",5.65
"412","2012-09-19",5.96
"413","2012-09-20",5.98
"414","2012-09-21",5.82
"415","2012-09-24",5.98
"416","2012-09-25",5.91
"417","2012-09-26",5.76
"418","2012-09-27",5.98
"419","2012-09-28",5.84
"420","2012-10-01",5.85
"421","2012-10-02",5.74
"422","2012-10-03",5.81
"423","2012-10-04",5.91
"424","2012-10-05",5.89
"425","2012-10-08",5.77
"426","2012-10-09",5.5
"427","2012-10-10",5.45
"428","2012-10-11",5.46
"429","2012-10-12",5.82
"430","2012-10-15",5.8
"431","2012-10-16",5.8
"432","2012-10-17",5.74
"433","2012-10-18",5.55
"434","2012-10-19",5.3
"435","2012-10-22",5.54
"436","2012-10-23",5.63
"437","2012-10-24",5.13
"438","2012-10-25",5.25
"439","2012-10-26",5.15
"440","2012-10-31",5.25
"441","2012-11-01",5.22
"442","2012-11-02",5.23
"443","2012-11-05",5.16
"444","2012-11-06",5.38
"445","2012-11-07",5.11
"446","2012-11-08",5.14
"447","2012-11-09",5.23
"448","2012-11-12",5.38
"449","2012-11-13",5.38
"450","2012-11-14",5.35
"451","2012-11-15",5.31
"452","2012-11-16",5.2
"453","2012-11-19",5.33
"454","2012-11-20",5.2
"455","2012-11-21",5.38
"456","2012-11-23",5.45
"457","2012-11-26",5.55
"458","2012-11-27",5.39
"459","2012-11-28",5.43
"460","2012-11-29",5.41
"461","2012-11-30",5.37
"462","2012-12-03",5.36
"463","2012-12-04",5.55
"464","2012-12-05",5.27
"465","2012-12-06",5.31
"466","2012-12-07",5.3
"467","2012-12-10",5.16
"468","2012-12-11",5.21
"469","2012-12-12",5.11
"470","2012-12-13",5.17
"471","2012-12-14",5.17
"472","2012-12-17",5.38
"473","2012-12-18",5.7
"474","2012-12-19",5.72
"475","2012-12-20",5.52
"476","2012-12-21",5.47
"477","2012-12-24",5.5
"478","2012-12-26",5.44
"479","2012-12-27",5.43
"480","2012-12-28",5.46
"481","2012-12-31",5.74
"482","2013-01-02",5.79
"483","2013-01-03",5.61
"484","2013-01-04",5.63
"485","2013-01-07",5.6
"486","2013-01-08",5.7
"487","2013-01-09",5.66
"488","2013-01-10",5.45
"489","2013-01-11",5.65
"490","2013-01-14",5.72
"491","2013-01-15",5.76
"492","2013-01-16",5.62
"493","2013-01-17",5.76
"494","2013-01-18",5.74
"495","2013-01-22",5.51
"496","2013-01-23",5.54
"497","2013-01-24",5.61
"498","2013-01-25",5.57
"499","2013-01-28",5.67
"500","2013-01-29",5.73
"501","2013-01-30",5.63
"502","2013-01-31",5.79
"503","2013-02-01",5.98
"504","2013-02-04",5.85
"505","2013-02-05",5.84
"506","2013-02-06",5.95
"507","2013-02-07",5.86
"508","2013-02-08",5.85
"509","2013-02-11",5.78
"510","2013-02-12",5.8
"511","2013-02-13",5.82
"512","2013-02-14",5.65
"513","2013-02-15",5.87
"514","2013-02-19",5.91
"515","2013-02-20",5.51
"516","2013-02-21",5.62
"517","2013-02-22",5.35
"518","2013-02-25",4.99
"519","2013-02-26",5
"520","2013-02-27",5.06
"521","2013-02-28",5.02
"522","2013-03-01",5.06
"523","2013-03-04",4.82
"524","2013-03-05",4.99
"525","2013-03-06",5.1
"526","2013-03-07",5.16
"527","2013-03-08",5.31
"528","2013-03-11",5.21
"529","2013-03-12",5.11
"530","2013-03-13",5.12
"531","2013-03-14",5.3
"532","2013-03-15",5.31
"533","2013-03-18",5.25
"534","2013-03-19",5.4
"535","2013-03-20",5.5
"536","2013-03-21",5.45
"537","2013-03-22",5.51
"538","2013-03-25",5.47
"539","2013-03-26",5.34
"540","2013-03-27",5.16
"541","2013-03-28",5.11
"542","2013-04-01",4.99
"543","2013-04-02",4.86
"544","2013-04-03",4.8
"545","2013-04-04",4.86
"546","2013-04-05",4.91
"547","2013-04-08",5.25
"548","2013-04-09",5.08
"549","2013-04-10",5.19
"550","2013-04-11",5.24
"551","2013-04-12",5.19
"552","2013-04-15",4.79
"553","2013-04-16",5.15
"554","2013-04-17",5.03
"555","2013-04-18",5
"556","2013-04-19",5.33
"557","2013-04-22",5.31
"558","2013-04-23",5.49
"559","2013-04-24",5.46
"560","2013-04-25",5.44
"561","2013-04-26",5.39
"562","2013-04-29",5.42
"563","2013-04-30",5.51
"564","2013-05-01",5.4
"565","2013-05-02",5.63
"566","2013-05-03",5.99
"567","2013-05-06",6
"568","2013-05-07",5.91
"569","2013-05-08",6
"570","2013-05-09",5.84
"571","2013-05-10",6.09
"572","2013-05-13",6.14
"573","2013-05-14",6.35
"574","2013-05-15",6.67
"575","2013-05-16",6.4
"576","2013-05-17",6.58
"577","2013-05-20",6.88
"578","2013-05-21",6.72
"579","2013-05-22",6.39
"580","2013-05-23",6.39
"581","2013-05-24",6.36
"582","2013-05-28",6.67
"583","2013-05-29",6.48
"584","2013-05-30",6.69
"585","2013-05-31",6.43
"586","2013-06-03",7.08
"587","2013-06-04",7.04
"588","2013-06-05",6.7
"589","2013-06-06",7.72
"590","2013-06-07",7.63
"591","2013-06-10",8.04
"592","2013-06-11",8.09
"593","2013-06-12",8.11
"594","2013-06-13",8.3
"595","2013-06-14",7.92
"596","2013-06-17",7.92
"597","2013-06-18",8.23
"598","2013-06-19",8.37
"599","2013-06-20",8.26
"600","2013-06-21",8.5
"601","2013-06-24",8.38
"602","2013-06-25",8.28
"603","2013-06-26",8.13
"604","2013-06-27",8.26
"605","2013-06-28",8.69
"606","2013-07-01",8.84
"607","2013-07-02",8.71
"608","2013-07-03",8.56
"609","2013-07-05",8.97
"610","2013-07-08",8.78
"611","2013-07-09",8.72
"612","2013-07-10",8.85
"613","2013-07-11",9.03
"614","2013-07-12",9.01
"615","2013-07-15",8.8
"616","2013-07-16",8.61
"617","2013-07-17",8.88
"618","2013-07-18",8.82
"619","2013-07-19",8.86
"620","2013-07-22",9.01
"621","2013-07-23",8.8
"622","2013-07-24",8.89
"623","2013-07-25",9.45
"624","2013-07-26",9.42
"625","2013-07-29",9.14
"626","2013-07-30",9.26
"627","2013-07-31",8.78
"628","2013-08-01",8.78
"629","2013-08-02",8.68
"630","2013-08-05",8.79
"631","2013-08-06",8.33
"632","2013-08-07",8.37
"633","2013-08-08",7.93
"634","2013-08-09",6.75
"635","2013-08-12",6.59
"636","2013-08-13",6.63
"637","2013-08-14",6.52
"638","2013-08-15",6.5
"639","2013-08-16",6.5
"640","2013-08-19",6.35
"641","2013-08-20",6.31
"642","2013-08-21",6.51
"643","2013-08-22",6.73
"644","2013-08-23",6.77
"645","2013-08-26",6.79
"646","2013-08-27",6.5
"647","2013-08-28",6.49
"648","2013-08-29",6.64
"649","2013-08-30",6.4
"650","2013-09-03",6.6
"651","2013-09-04",6.94
"652","2013-09-05",6.97
"653","2013-09-06",7
"654","2013-09-09",7.21
"655","2013-09-10",7.62
"656","2013-09-11",7.42
"657","2013-09-12",7.29
"658","2013-09-13",7.5
"659","2013-09-16",7.41
"660","2013-09-17",7.52
"661","2013-09-18",7.54
"662","2013-09-19",7.61
"663","2013-09-20",7.29
"664","2013-09-23",7.25
"665","2013-09-24",7.34
"666","2013-09-25",7.31
"667","2013-09-26",7.46
"668","2013-09-27",7.39
"669","2013-09-30",7.39
"670","2013-10-01",7.15
"671","2013-10-02",7.32
"672","2013-10-03",7.13
"673","2013-10-04",7.5
"674","2013-10-07",7.09
"675","2013-10-08",7.1
"676","2013-10-09",7.11
"677","2013-10-10",7.14
"678","2013-10-11",7.12
"679","2013-10-14",7.12
"680","2013-10-15",7.09
"681","2013-10-16",7.4
"682","2013-10-17",7.34
"683","2013-10-18",7.69
"684","2013-10-21",7.93
"685","2013-10-22",7.74
"686","2013-10-23",7.58
"687","2013-10-24",7.37
"688","2013-10-25",7.37
"689","2013-10-28",7.28
"690","2013-10-29",7.54
"691","2013-10-30",7.16
"692","2013-10-31",7.09
"693","2013-11-01",6.92
"694","2013-11-04",7.12
"695","2013-11-05",7.21
"696","2013-11-06",7.19
"697","2013-11-07",6.76
"698","2013-11-08",7.15
"699","2013-11-11",7.3
"700","2013-11-12",7.18
"701","2013-11-13",7.31
"702","2013-11-14",5.89
"703","2013-11-15",5.37
"704","2013-11-18",5.63
"705","2013-11-19",5.53
"706","2013-11-20",5.49
"707","2013-11-21",5.61
"708","2013-11-22",5.6
"709","2013-11-25",5.63
"710","2013-11-26",5.65
"711","2013-11-27",5.8
"712","2013-11-29",5.92
"713","2013-12-02",5.71
"714","2013-12-03",5.83
"715","2013-12-04",5.77
"716","2013-12-05",6
"717","2013-12-06",6.05
"718","2013-12-09",5.74
"719","2013-12-10",5.88
"720","2013-12-11",5.82
"721","2013-12-12",5.91
"722","2013-12-13",5.89
"723","2013-12-16",5.79
"724","2013-12-17",5.8
"725","2013-12-18",6.73
"726","2013-12-19",6.47
"727","2013-12-20",6.55
"728","2013-12-23",6.86
"729","2013-12-24",7.02
"730","2013-12-26",7.11
"731","2013-12-27",6.98
"732","2013-12-30",7.12
"733","2013-12-31",7.06
"734","2014-01-02",7.14
"735","2014-01-03",7.16
"736","2014-01-06",7.22
"737","2014-01-07",7.36
"738","2014-01-08",7.31
"739","2014-01-09",7.26
"740","2014-01-10",7
"741","2014-01-13",6.86
"742","2014-01-14",6.8
"743","2014-01-15",6.75
"744","2014-01-16",6.66
"745","2014-01-17",6.71
"746","2014-01-21",6.91
"747","2014-01-22",7.24
"748","2014-01-23",7.04
"749","2014-01-24",6.82
"750","2014-01-27",6.67
"751","2014-01-28",6.61
"752","2014-01-29",6.63
"753","2014-01-30",6.82
"754","2014-01-31",7.34
"755","2014-02-03",7.25
"756","2014-02-04",6.93
"757","2014-02-05",6.95
"758","2014-02-06",7.23
"759","2014-02-07",7.07
"760","2014-02-10",6.94
"761","2014-02-11",7.09
"762","2014-02-12",6.96
"763","2014-02-13",7.18
"764","2014-02-14",7.19
"765","2014-02-18",7.28
"766","2014-02-19",6.95
"767","2014-02-20",7.23
"768","2014-02-21",7.38
"769","2014-02-24",7.43
"770","2014-02-25",7.76
"771","2014-02-26",7.78
"772","2014-02-27",8.02
"773","2014-02-28",8.25
"774","2014-03-03",8.4
"775","2014-03-04",8.41
"776","2014-03-05",8.33
"777","2014-03-06",8.37
"778","2014-03-07",8.23
"779","2014-03-10",7.73
"780","2014-03-11",7.91
"781","2014-03-12",8.18
"782","2014-03-13",8.05
"783","2014-03-14",7.99
"784","2014-03-17",7.94
"785","2014-03-18",8.07
"786","2014-03-19",8.08
"787","2014-03-20",8.17
"788","2014-03-21",8.28
"789","2014-03-24",8.08
"790","2014-03-25",8.03
"791","2014-03-26",7.81
"792","2014-03-27",7.56
"793","2014-03-28",7.58
"794","2014-03-31",7.93
"795","2014-04-01",7.75
"796","2014-04-02",8.1
"797","2014-04-03",7.81
"798","2014-04-04",7.45
"799","2014-04-07",7.24
"800","2014-04-08",7.66
"801","2014-04-09",7.86
"802","2014-04-10",6.89
"803","2014-04-11",6.67
"804","2014-04-14",6.64
"805","2014-04-15",6.48
"806","2014-04-16",6.49
"807","2014-04-17",6.57
"808","2014-04-21",6.78
"809","2014-04-22",6.81
"810","2014-04-23",6.42
"811","2014-04-24",6.32
"812","2014-04-25",6.07
"813","2014-04-28",5.93
"814","2014-04-29",5.85
"815","2014-04-30",5.77
"816","2014-05-01",5.87
"817","2014-05-02",5.72
"818","2014-05-05",5.68
"819","2014-05-06",5.32
"820","2014-05-07",5.12
"821","2014-05-08",4.97
"822","2014-05-09",4.96
"823","2014-05-12",5
"824","2014-05-13",4.93
"825","2014-05-14",4.75
"826","2014-05-15",4.43
"827","2014-05-16",4.28
"828","2014-05-19",4.35
"829","2014-05-20",4.21
"830","2014-05-21",3.96
"831","2014-05-22",3.94
"832","2014-05-23",3.97
"833","2014-05-27",4.25
"834","2014-05-28",4.33
"835","2014-05-29",4.74
"836","2014-05-30",4.66
"837","2014-06-02",4.5
"838","2014-06-03",4.31
"839","2014-06-04",4.48
"840","2014-06-05",4.7
"841","2014-06-06",4.67
"842","2014-06-09",4.67
"843","2014-06-10",4.79
"844","2014-06-11",4.61
"845","2014-06-12",4.47
"846","2014-06-13",4.22
"847","2014-06-16",4.28
"848","2014-06-17",4.36
"849","2014-06-18",4.22
"850","2014-06-19",4.16
"851","2014-06-20",4.09
"852","2014-06-23",4
"853","2014-06-24",3.89
"854","2014-06-25",3.94
"855","2014-06-26",3.82
"856","2014-06-27",4.15
"857","2014-06-30",4.16
"858","2014-07-01",4.04
"859","2014-07-02",3.99
"860","2014-07-03",4
"861","2014-07-07",3.82
"862","2014-07-08",3.55
"863","2014-07-09",3.44
"864","2014-07-10",3.46
"865","2014-07-11",3.45
"866","2014-07-14",3.53
"867","2014-07-15",3.48
"868","2014-07-16",3.41
"869","2014-07-17",3.31
"870","2014-07-18",3.46
"871","2014-07-21",3.42
"872","2014-07-22",3.4
"873","2014-07-23",3.43
"874","2014-07-24",3.4
"875","2014-07-25",3.29
"876","2014-07-28",3.28
"877","2014-07-29",3.25
"878","2014-07-30",3.18
"879","2014-07-31",3.11
"880","2014-08-01",3.06
"881","2014-08-04",3.33
"882","2014-08-05",2.85
"883","2014-08-06",2.83
"884","2014-08-07",2.75
"885","2014-08-08",2.64
"886","2014-08-11",2.45
"887","2014-08-12",2.42
"888","2014-08-13",2.68
"889","2014-08-14",2.78
"890","2014-08-15",2.69
"891","2014-08-18",3.09
"892","2014-08-19",3.01
"893","2014-08-20",2.86
"894","2014-08-21",2.78
"895","2014-08-22",2.7
"896","2014-08-25",2.64
"897","2014-08-26",2.71
"898","2014-08-27",2.78
"899","2014-08-28",2.77
"900","2014-08-29",2.68
"901","2014-09-02",2.69
"902","2014-09-03",2.68
"903","2014-09-04",2.62
"904","2014-09-05",2.56
"905","2014-09-08",2.65
"906","2014-09-09",2.64
"907","2014-09-10",2.7
"908","2014-09-11",3
"909","2014-09-12",3.38
"910","2014-09-15",3.27
"911","2014-09-16",3.24
"912","2014-09-17",3.23
"913","2014-09-18",3.21
"914","2014-09-19",3.25
"915","2014-09-22",3.21
"916","2014-09-23",3.36
"917","2014-09-24",3.42
"918","2014-09-25",3.44
"919","2014-09-26",3.36
"920","2014-09-29",3.36
"921","2014-09-30",3.35
"922","2014-10-01",3.33
"923","2014-10-02",3.23
"924","2014-10-03",3.32
"925","2014-10-06",3.25
"926","2014-10-07",3.3
"927","2014-10-08",3.3
"928","2014-10-09",3.26
"929","2014-10-10",2.91
"930","2014-10-13",3
"931","2014-10-14",3.01
"932","2014-10-15",3.02
"933","2014-10-16",3
"934","2014-10-17",3
"935","2014-10-20",3
"936","2014-10-21",2.9
"937","2014-10-22",2.46
"938","2014-10-23",3.01
"939","2014-10-24",3.35
"940","2014-10-27",3.4
"941","2014-10-28",3.37
"942","2014-10-29",3.27
"943","2014-10-30",3.23
"944","2014-10-31",3.24
"945","2014-11-03",3.22
"946","2014-11-04",3.19
"947","2014-11-05",3.07
"948","2014-11-06",3.08
"949","2014-11-07",2.97
"950","2014-11-10",2.85
"951","2014-11-11",3.04
"952","2014-11-12",3.01
"953","2014-11-13",2.95
"954","2014-11-14",3.11
"955","2014-11-17",2.91
"956","2014-11-18",3
"957","2014-11-19",3.01
"958","2014-11-20",3.13
"959","2014-11-21",3.08
"960","2014-11-24",3.2
"961","2014-11-25",3.36
"962","2014-11-26",3.33
"963","2014-11-28",3.37
"964","2014-12-01",3.16
"965","2014-12-02",3.15
"966","2014-12-03",3.08
"967","2014-12-04",3.16
"968","2014-12-05",3.35
"969","2014-12-08",3.28
"970","2014-12-09",3.29
"971","2014-12-10",3.35
"972","2014-12-11",3.16
"973","2014-12-12",3.13
"974","2014-12-15",3.26
"975","2014-12-16",3.33
"976","2014-12-17",3.32
"977","2014-12-18",3.5
"978","2014-12-19",3.78
"979","2014-12-22",3.7
"980","2014-12-23",3.49
"981","2014-12-24",3.51
"982","2014-12-26",3.54
"983","2014-12-29",3.42
"984","2014-12-30",3.48
"985","2014-12-31",3.38
"986","2015-01-02",3.3
"987","2015-01-05",3.19
"988","2015-01-06",3.35
"989","2015-01-07",3.31
"990","2015-01-08",3.42
"991","2015-01-09",3.43
"992","2015-01-12",3.34
"993","2015-01-13",3.31
"994","2015-01-14",3.29
"995","2015-01-15",3
"996","2015-01-16",3
"997","2015-01-20",3.08
"998","2015-01-21",3.01
"999","2015-01-22",2.81
"1000","2015-01-23",2.81
"1001","2015-01-26",2.84
"1002","2015-01-27",2.94
