"","date","BMO"
"1","2007-01-03",59.169998
"2","2007-01-04",58.790001
"3","2007-01-05",58.549999
"4","2007-01-08",58.330002
"5","2007-01-09",58.459999
"6","2007-01-10",58.139999
"7","2007-01-11",58.200001
"8","2007-01-12",59.049999
"9","2007-01-16",58.830002
"10","2007-01-17",58.93
"11","2007-01-18",58.919998
"12","2007-01-19",59.459999
"13","2007-01-22",59.23
"14","2007-01-23",59.580002
"15","2007-01-24",59.970001
"16","2007-01-25",60
"17","2007-01-26",60.169998
"18","2007-01-29",59.75
"19","2007-01-30",60.049999
"20","2007-01-31",59.599998
"21","2007-02-01",59.82
"22","2007-02-02",59.48
"23","2007-02-05",59.869999
"24","2007-02-06",59.990002
"25","2007-02-07",60.200001
"26","2007-02-08",60.259998
"27","2007-02-09",60.759998
"28","2007-02-12",60.650002
"29","2007-02-13",61.349998
"30","2007-02-14",61.349998
"31","2007-02-15",61.549999
"32","2007-02-16",61.349998
"33","2007-02-20",61.209999
"34","2007-02-21",61.950001
"35","2007-02-22",62.130001
"36","2007-02-23",62.25
"37","2007-02-26",62.150002
"38","2007-02-27",61.48
"39","2007-02-28",60.57
"40","2007-03-01",59.779999
"41","2007-03-02",59.279999
"42","2007-03-05",58.849998
"43","2007-03-06",59.139999
"44","2007-03-07",58.650002
"45","2007-03-08",58.869999
"46","2007-03-09",59.240002
"47","2007-03-12",59.099998
"48","2007-03-13",58.490002
"49","2007-03-14",58.369999
"50","2007-03-15",58.779999
"51","2007-03-16",58.959999
"52","2007-03-19",59.450001
"53","2007-03-20",60.200001
"54","2007-03-21",61.66
"55","2007-03-22",61.389999
"56","2007-03-23",61.900002
"57","2007-03-26",62.02
"58","2007-03-27",62.150002
"59","2007-03-28",61.220001
"60","2007-03-29",60.810001
"61","2007-03-30",60.580002
"62","2007-04-02",60.580002
"63","2007-04-03",60.709999
"64","2007-04-04",60.52
"65","2007-04-05",61
"66","2007-04-09",61.279999
"67","2007-04-10",61.700001
"68","2007-04-11",62.310001
"69","2007-04-12",62.650002
"70","2007-04-13",62.52
"71","2007-04-16",63.380001
"72","2007-04-17",63.619999
"73","2007-04-18",64.470001
"74","2007-04-19",63.959999
"75","2007-04-20",64.110001
"76","2007-04-23",64.010002
"77","2007-04-24",63.580002
"78","2007-04-25",64.410004
"79","2007-04-26",63.529999
"80","2007-04-27",62.700001
"81","2007-04-30",62.68
"82","2007-05-01",62.400002
"83","2007-05-02",61.73
"84","2007-05-03",61.75
"85","2007-05-04",61.970001
"86","2007-05-07",62.080002
"87","2007-05-08",61.700001
"88","2007-05-09",61.48
"89","2007-05-10",61.349998
"90","2007-05-11",61.720001
"91","2007-05-14",62.439999
"92","2007-05-15",63.240002
"93","2007-05-16",63.119999
"94","2007-05-17",63.09
"95","2007-05-18",63.400002
"96","2007-05-21",63.34
"97","2007-05-22",63.439999
"98","2007-05-23",64.900002
"99","2007-05-24",64.459999
"100","2007-05-25",66.050003
"101","2007-05-29",65.790001
"102","2007-05-30",66.410004
"103","2007-05-31",66.709999
"104","2007-06-01",66.849998
"105","2007-06-04",66.550003
"106","2007-06-05",66.589996
"107","2007-06-06",66.040001
"108","2007-06-07",64.580002
"109","2007-06-08",65.610001
"110","2007-06-11",65.550003
"111","2007-06-12",64.330002
"112","2007-06-13",64.809998
"113","2007-06-14",64.379997
"114","2007-06-15",64.43
"115","2007-06-18",64.089996
"116","2007-06-19",64.260002
"117","2007-06-20",63.860001
"118","2007-06-21",63.290001
"119","2007-06-22",63.43
"120","2007-06-25",63.310001
"121","2007-06-26",63.259998
"122","2007-06-27",62.849998
"123","2007-06-28",63.560001
"124","2007-06-29",64.349998
"125","2007-07-02",64.419998
"126","2007-07-03",65.470001
"127","2007-07-05",65.610001
"128","2007-07-06",65.760002
"129","2007-07-09",66.120003
"130","2007-07-10",65.779999
"131","2007-07-11",65.220001
"132","2007-07-12",66.400002
"133","2007-07-13",66.330002
"134","2007-07-16",66.43
"135","2007-07-17",66.949997
"136","2007-07-18",67.080002
"137","2007-07-19",67.32
"138","2007-07-20",66.989998
"139","2007-07-23",66.800003
"140","2007-07-24",66.290001
"141","2007-07-25",66.5
"142","2007-07-26",64.449997
"143","2007-07-27",63.709999
"144","2007-07-30",62.77
"145","2007-07-31",62.509998
"146","2007-08-01",61.799999
"147","2007-08-02",62.66
"148","2007-08-03",61.450001
"149","2007-08-06",62.919998
"150","2007-08-07",61.889999
"151","2007-08-08",63.16
"152","2007-08-09",60.810001
"153","2007-08-10",61.310001
"154","2007-08-13",59.150002
"155","2007-08-14",57.27
"156","2007-08-15",56.799999
"157","2007-08-16",59.5
"158","2007-08-17",62.389999
"159","2007-08-20",61.5
"160","2007-08-21",62.060001
"161","2007-08-22",62.119999
"162","2007-08-23",63.130001
"163","2007-08-24",63.740002
"164","2007-08-27",63.759998
"165","2007-08-28",61.75
"166","2007-08-29",61.639999
"167","2007-08-30",60.779999
"168","2007-08-31",61.599998
"169","2007-09-04",62.16
"170","2007-09-05",61.040001
"171","2007-09-06",60.450001
"172","2007-09-07",59.700001
"173","2007-09-10",59.299999
"174","2007-09-11",60.290001
"175","2007-09-12",60.080002
"176","2007-09-13",60.27
"177","2007-09-14",60.16
"178","2007-09-17",60.91
"179","2007-09-18",62.549999
"180","2007-09-19",62.619999
"181","2007-09-20",62.119999
"182","2007-09-21",62.75
"183","2007-09-24",62.310001
"184","2007-09-25",62.509998
"185","2007-09-26",64.339996
"186","2007-09-27",65.089996
"187","2007-09-28",65.480003
"188","2007-10-01",66.860001
"189","2007-10-02",65.970001
"190","2007-10-03",65.349998
"191","2007-10-04",65.389999
"192","2007-10-05",66.309998
"193","2007-10-08",66.43
"194","2007-10-09",65.529999
"195","2007-10-10",65.400002
"196","2007-10-11",65.449997
"197","2007-10-12",65.519997
"198","2007-10-15",64.82
"199","2007-10-16",63.360001
"200","2007-10-17",63.419998
"201","2007-10-18",63.880001
"202","2007-10-19",62.91
"203","2007-10-22",62.630001
"204","2007-10-23",63.369999
"205","2007-10-24",62.540001
"206","2007-10-25",62.450001
"207","2007-10-26",62.880001
"208","2007-10-29",64.690002
"209","2007-10-30",65.370003
"210","2007-10-31",66.580002
"211","2007-11-01",64.970001
"212","2007-11-02",65.730003
"213","2007-11-05",65.32
"214","2007-11-06",66.970001
"215","2007-11-07",64.510002
"216","2007-11-08",63.200001
"217","2007-11-09",60.139999
"218","2007-11-12",59.200001
"219","2007-11-13",60.540001
"220","2007-11-14",59.389999
"221","2007-11-15",58.150002
"222","2007-11-16",58.25
"223","2007-11-19",58.150002
"224","2007-11-20",57.369999
"225","2007-11-21",55.849998
"226","2007-11-23",56.52
"227","2007-11-26",55.830002
"228","2007-11-27",58.130001
"229","2007-11-28",61.580002
"230","2007-11-29",61.25
"231","2007-11-30",63.09
"232","2007-12-03",61.59
"233","2007-12-04",59.040001
"234","2007-12-05",59.419998
"235","2007-12-06",59.07
"236","2007-12-07",59.369999
"237","2007-12-10",59.57
"238","2007-12-11",58.830002
"239","2007-12-12",59.450001
"240","2007-12-13",58.52
"241","2007-12-14",57.060001
"242","2007-12-17",56.23
"243","2007-12-18",55.509998
"244","2007-12-19",55.939999
"245","2007-12-20",55.459999
"246","2007-12-21",56.060001
"247","2007-12-24",57.110001
"248","2007-12-26",56.66
"249","2007-12-27",56.950001
"250","2007-12-28",57.779999
"251","2007-12-31",56.599998
"252","2008-01-02",55.919998
"253","2008-01-03",56.68
"254","2008-01-04",55.209999
"255","2008-01-07",55.77
"256","2008-01-08",55.130001
"257","2008-01-09",56.060001
"258","2008-01-10",56.869999
"259","2008-01-11",55.84
"260","2008-01-14",56.540001
"261","2008-01-15",54.790001
"262","2008-01-16",53.709999
"263","2008-01-17",52.889999
"264","2008-01-18",52.48
"265","2008-01-22",51.959999
"266","2008-01-23",54.57
"267","2008-01-24",56
"268","2008-01-25",54.880001
"269","2008-01-28",56.490002
"270","2008-01-29",57.82
"271","2008-01-30",56.950001
"272","2008-01-31",56.459999
"273","2008-02-01",58.200001
"274","2008-02-04",58.459999
"275","2008-02-05",56.299999
"276","2008-02-06",55.709999
"277","2008-02-07",56
"278","2008-02-08",56.110001
"279","2008-02-11",55.32
"280","2008-02-12",54.880001
"281","2008-02-13",54.91
"282","2008-02-14",54.080002
"283","2008-02-15",53.34
"284","2008-02-19",52.669998
"285","2008-02-20",53.369999
"286","2008-02-21",53.18
"287","2008-02-22",53.720001
"288","2008-02-25",54.68
"289","2008-02-26",55.73
"290","2008-02-27",55.080002
"291","2008-02-28",53.950001
"292","2008-02-29",50.540001
"293","2008-03-03",48.91
"294","2008-03-04",46.919998
"295","2008-03-05",45.790001
"296","2008-03-06",42.48
"297","2008-03-07",43.52
"298","2008-03-10",42.32
"299","2008-03-11",42.23
"300","2008-03-12",42
"301","2008-03-13",42.43
"302","2008-03-14",40.700001
"303","2008-03-17",39.240002
"304","2008-03-18",41.919998
"305","2008-03-19",41.34
"306","2008-03-20",43.68
"307","2008-03-24",45.810001
"308","2008-03-25",46.080002
"309","2008-03-26",44.240002
"310","2008-03-27",44.900002
"311","2008-03-28",43.919998
"312","2008-03-31",44.810001
"313","2008-04-01",46.25
"314","2008-04-02",46.080002
"315","2008-04-03",47.310001
"316","2008-04-04",46.330002
"317","2008-04-07",46.59
"318","2008-04-08",46.09
"319","2008-04-09",45.240002
"320","2008-04-10",46.189999
"321","2008-04-11",45.59
"322","2008-04-14",45.130001
"323","2008-04-15",44.970001
"324","2008-04-16",46.07
"325","2008-04-17",45.91
"326","2008-04-18",47.709999
"327","2008-04-21",48.16
"328","2008-04-22",48.150002
"329","2008-04-23",47.389999
"330","2008-04-24",48.689999
"331","2008-04-25",48.849998
"332","2008-04-28",49.59
"333","2008-04-29",49.75
"334","2008-04-30",49.970001
"335","2008-05-01",49.75
"336","2008-05-02",51.049999
"337","2008-05-05",50.439999
"338","2008-05-06",50.919998
"339","2008-05-07",50.029999
"340","2008-05-08",48.830002
"341","2008-05-09",48.849998
"342","2008-05-12",48.950001
"343","2008-05-13",49.09
"344","2008-05-14",49.48
"345","2008-05-15",50.049999
"346","2008-05-16",50.009998
"347","2008-05-19",49.700001
"348","2008-05-20",49.360001
"349","2008-05-21",48.970001
"350","2008-05-22",49.849998
"351","2008-05-23",49.119999
"352","2008-05-27",48.139999
"353","2008-05-28",48.110001
"354","2008-05-29",49.189999
"355","2008-05-30",49.080002
"356","2008-06-02",48.389999
"357","2008-06-03",47.48
"358","2008-06-04",47.439999
"359","2008-06-05",47.650002
"360","2008-06-06",46.75
"361","2008-06-09",46.82
"362","2008-06-10",45.59
"363","2008-06-11",44.880001
"364","2008-06-12",43.509998
"365","2008-06-13",43.73
"366","2008-06-16",44.459999
"367","2008-06-17",44.790001
"368","2008-06-18",44.490002
"369","2008-06-19",44.16
"370","2008-06-20",43.099998
"371","2008-06-23",42.220001
"372","2008-06-24",41.799999
"373","2008-06-25",43.439999
"374","2008-06-26",41.970001
"375","2008-06-27",42.290001
"376","2008-06-30",41.23
"377","2008-07-01",41.369999
"378","2008-07-02",40.900002
"379","2008-07-03",41.040001
"380","2008-07-07",41.939999
"381","2008-07-08",43.02
"382","2008-07-09",42.68
"383","2008-07-10",42.57
"384","2008-07-11",41.509998
"385","2008-07-14",39.82
"386","2008-07-15",39.189999
"387","2008-07-16",41.810001
"388","2008-07-17",44.799999
"389","2008-07-18",45.709999
"390","2008-07-21",45.630001
"391","2008-07-22",46.810001
"392","2008-07-23",49.279999
"393","2008-07-24",46.720001
"394","2008-07-25",46.790001
"395","2008-07-28",45.75
"396","2008-07-29",47.5
"397","2008-07-30",47.130001
"398","2008-07-31",46.869999
"399","2008-08-01",46.16
"400","2008-08-04",46.099998
"401","2008-08-05",47.709999
"402","2008-08-06",47.119999
"403","2008-08-07",45.549999
"404","2008-08-08",45.790001
"405","2008-08-11",45.740002
"406","2008-08-12",45.439999
"407","2008-08-13",44.029999
"408","2008-08-14",44.470001
"409","2008-08-15",44.59
"410","2008-08-18",43.509998
"411","2008-08-19",42.18
"412","2008-08-20",42.209999
"413","2008-08-21",42.360001
"414","2008-08-22",42.91
"415","2008-08-25",41.950001
"416","2008-08-26",41.849998
"417","2008-08-27",43.580002
"418","2008-08-28",43.91
"419","2008-08-29",43.66
"420","2008-09-02",43.459999
"421","2008-09-03",44.720001
"422","2008-09-04",44.880001
"423","2008-09-05",45.029999
"424","2008-09-08",45.720001
"425","2008-09-09",44.740002
"426","2008-09-10",45.450001
"427","2008-09-11",45.639999
"428","2008-09-12",46.349998
"429","2008-09-15",45.369999
"430","2008-09-16",44.560001
"431","2008-09-17",42.25
"432","2008-09-18",45.130001
"433","2008-09-19",47.369999
"434","2008-09-22",46.220001
"435","2008-09-23",46.720001
"436","2008-09-24",46.299999
"437","2008-09-25",46.400002
"438","2008-09-26",45.27
"439","2008-09-29",41.799999
"440","2008-09-30",43.099998
"441","2008-10-01",42.959999
"442","2008-10-02",40.610001
"443","2008-10-03",39.259998
"444","2008-10-06",37.400002
"445","2008-10-07",35.32
"446","2008-10-08",35.299999
"447","2008-10-09",33.099998
"448","2008-10-10",32.490002
"449","2008-10-13",37.869999
"450","2008-10-14",36.07
"451","2008-10-15",34.349998
"452","2008-10-16",35.299999
"453","2008-10-17",36.75
"454","2008-10-20",37.299999
"455","2008-10-21",35.549999
"456","2008-10-22",33.279999
"457","2008-10-23",35.16
"458","2008-10-24",33.619999
"459","2008-10-27",32.060001
"460","2008-10-28",34.150002
"461","2008-10-29",34.869999
"462","2008-10-30",36.150002
"463","2008-10-31",35.77
"464","2008-11-03",36.599998
"465","2008-11-04",39.110001
"466","2008-11-05",36.68
"467","2008-11-06",35.66
"468","2008-11-07",35.709999
"469","2008-11-10",35.099998
"470","2008-11-11",34.810001
"471","2008-11-12",33.240002
"472","2008-11-13",35.48
"473","2008-11-14",33.810001
"474","2008-11-17",32.41
"475","2008-11-18",32.84
"476","2008-11-19",29.809999
"477","2008-11-20",25.700001
"478","2008-11-21",25.620001
"479","2008-11-24",27.549999
"480","2008-11-25",28.16
"481","2008-11-26",28
"482","2008-11-28",28.82
"483","2008-12-01",28.5
"484","2008-12-02",27.309999
"485","2008-12-03",27.620001
"486","2008-12-04",26.629999
"487","2008-12-05",27.33
"488","2008-12-08",28.83
"489","2008-12-09",27.25
"490","2008-12-10",27.15
"491","2008-12-11",26.68
"492","2008-12-12",27
"493","2008-12-15",26.379999
"494","2008-12-16",25.34
"495","2008-12-17",25.129999
"496","2008-12-18",24.530001
"497","2008-12-19",24.530001
"498","2008-12-22",24.219999
"499","2008-12-23",24.65
"500","2008-12-24",24.52
"501","2008-12-26",24.629999
"502","2008-12-29",25.08
"503","2008-12-30",25.299999
"504","2008-12-31",25.690001
"505","2009-01-02",26.389999
"506","2009-01-05",27.49
"507","2009-01-06",29.280001
"508","2009-01-07",28.33
"509","2009-01-08",28.77
"510","2009-01-09",28.26
"511","2009-01-12",26.950001
"512","2009-01-13",27.23
"513","2009-01-14",26.16
"514","2009-01-15",25.969999
"515","2009-01-16",26
"516","2009-01-20",23.92
"517","2009-01-21",25.059999
"518","2009-01-22",24.040001
"519","2009-01-23",24.559999
"520","2009-01-26",25.139999
"521","2009-01-27",26.639999
"522","2009-01-28",27.66
"523","2009-01-29",26.67
"524","2009-01-30",26.700001
"525","2009-02-02",25.790001
"526","2009-02-03",26.57
"527","2009-02-04",25.639999
"528","2009-02-05",26.02
"529","2009-02-06",26.17
"530","2009-02-09",26.07
"531","2009-02-10",24.299999
"532","2009-02-11",24.25
"533","2009-02-12",24.42
"534","2009-02-13",24.08
"535","2009-02-17",22.23
"536","2009-02-18",21.190001
"537","2009-02-19",20.67
"538","2009-02-20",19.91
"539","2009-02-23",19.51
"540","2009-02-24",21.030001
"541","2009-02-25",21.08
"542","2009-02-26",22.77
"543","2009-02-27",22.129999
"544","2009-03-02",20.73
"545","2009-03-03",21.379999
"546","2009-03-04",22.280001
"547","2009-03-05",21.08
"548","2009-03-06",21.49
"549","2009-03-09",20.75
"550","2009-03-10",23.049999
"551","2009-03-11",23.209999
"552","2009-03-12",25.01
"553","2009-03-13",24.790001
"554","2009-03-16",25.35
"555","2009-03-17",26.09
"556","2009-03-18",26.610001
"557","2009-03-19",26.01
"558","2009-03-20",25.85
"559","2009-03-23",27.9
"560","2009-03-24",27.42
"561","2009-03-25",27.17
"562","2009-03-26",27.450001
"563","2009-03-27",26.809999
"564","2009-03-30",25.1
"565","2009-03-31",26.110001
"566","2009-04-01",26.83
"567","2009-04-02",27.84
"568","2009-04-03",28.450001
"569","2009-04-06",28.24
"570","2009-04-07",27.629999
