"","date","TSCO"
"1","2007-01-03",11.4375
"2","2007-01-04",11.5475
"3","2007-01-05",11.9975
"4","2007-01-08",11.6675
"5","2007-01-09",11.9725
"6","2007-01-10",11.9925
"7","2007-01-11",12.2825
"8","2007-01-12",12.315
"9","2007-01-16",12.2425
"10","2007-01-17",12.5625
"11","2007-01-18",12.33
"12","2007-01-19",12.35
"13","2007-01-22",12.2725
"14","2007-01-23",12.3575
"15","2007-01-24",12.315
"16","2007-01-25",12.0975
"17","2007-01-26",12.095
"18","2007-01-29",12.1025
"19","2007-01-30",12.325
"20","2007-01-31",12.5825
"21","2007-02-01",11.8625
"22","2007-02-02",12.005
"23","2007-02-05",11.61
"24","2007-02-06",11.4775
"25","2007-02-07",11.885
"26","2007-02-08",11.9175
"27","2007-02-09",11.885
"28","2007-02-12",11.87
"29","2007-02-13",11.8475
"30","2007-02-14",12.1975
"31","2007-02-15",12.1775
"32","2007-02-16",12.2425
"33","2007-02-20",12.3625
"34","2007-02-21",12.755
"35","2007-02-22",12.8075
"36","2007-02-23",12.69
"37","2007-02-26",12.755
"38","2007-02-27",12.63
"39","2007-02-28",12.7925
"40","2007-03-01",12.55
"41","2007-03-02",12.7475
"42","2007-03-05",12.6525
"43","2007-03-06",12.78
"44","2007-03-07",13.07
"45","2007-03-08",13.3
"46","2007-03-09",13.325
"47","2007-03-12",13.3975
"48","2007-03-13",13.0175
"49","2007-03-14",12.8825
"50","2007-03-15",12.7225
"51","2007-03-16",12.68
"52","2007-03-19",12.7825
"53","2007-03-20",12.7775
"54","2007-03-21",12.94
"55","2007-03-22",13.3475
"56","2007-03-23",13.435
"57","2007-03-26",13.2175
"58","2007-03-27",12.97
"59","2007-03-28",12.85
"60","2007-03-29",12.765
"61","2007-03-30",12.875
"62","2007-04-02",12.96
"63","2007-04-03",12.97
"64","2007-04-04",13
"65","2007-04-05",12.955
"66","2007-04-09",12.8675
"67","2007-04-10",12.7775
"68","2007-04-11",14.075
"69","2007-04-12",13.83
"70","2007-04-13",13.975
"71","2007-04-16",13.965
"72","2007-04-17",13.8575
"73","2007-04-18",13.845
"74","2007-04-19",13.74
"75","2007-04-20",13.8025
"76","2007-04-23",13.99
"77","2007-04-24",14.115
"78","2007-04-25",14.1525
"79","2007-04-26",13.5225
"80","2007-04-27",13.2025
"81","2007-04-30",12.935
"82","2007-05-01",12.925
"83","2007-05-02",12.7775
"84","2007-05-03",12.74
"85","2007-05-04",12.8325
"86","2007-05-07",12.875
"87","2007-05-08",12.825
"88","2007-05-09",13.0625
"89","2007-05-10",12.85
"90","2007-05-11",12.73
"91","2007-05-14",12.7525
"92","2007-05-15",12.5225
"93","2007-05-16",12.8125
"94","2007-05-17",12.725
"95","2007-05-18",12.82
"96","2007-05-21",12.93
"97","2007-05-22",12.9675
"98","2007-05-23",12.7425
"99","2007-05-24",12.705
"100","2007-05-25",12.9
"101","2007-05-29",12.9425
"102","2007-05-30",13.11
"103","2007-05-31",13.3025
"104","2007-06-01",13.635
"105","2007-06-04",13.7375
"106","2007-06-05",13.6925
"107","2007-06-06",13.4725
"108","2007-06-07",13.095
"109","2007-06-08",13.2
"110","2007-06-11",13.0575
"111","2007-06-12",12.9025
"112","2007-06-13",13.0025
"113","2007-06-14",13.2925
"114","2007-06-15",13.405
"115","2007-06-18",13.5775
"116","2007-06-19",13.165
"117","2007-06-20",13.185
"118","2007-06-21",13.06
"119","2007-06-22",13.25
"120","2007-06-25",13
"121","2007-06-26",13.065
"122","2007-06-27",13.24
"123","2007-06-28",13.165
"124","2007-06-29",13.0125
"125","2007-07-02",12.97
"126","2007-07-03",12.9525
"127","2007-07-05",12.9025
"128","2007-07-06",13.0375
"129","2007-07-09",12.8075
"130","2007-07-10",12.5875
"131","2007-07-11",12.6775
"132","2007-07-12",12.8775
"133","2007-07-13",13.0775
"134","2007-07-16",12.99
"135","2007-07-17",12.9825
"136","2007-07-18",12.5425
"137","2007-07-19",12.52
"138","2007-07-20",12.38
"139","2007-07-23",12.22
"140","2007-07-24",12.045
"141","2007-07-25",12.2375
"142","2007-07-26",11.315
"143","2007-07-27",11.5575
"144","2007-07-30",12.215
"145","2007-07-31",11.88
"146","2007-08-01",11.7375
"147","2007-08-02",11.8725
"148","2007-08-03",11.5975
"149","2007-08-06",11.6125
"150","2007-08-07",12.23
"151","2007-08-08",12.72
"152","2007-08-09",12.75
"153","2007-08-10",12.245
"154","2007-08-13",11.8025
"155","2007-08-14",11.6275
"156","2007-08-15",11.545
"157","2007-08-16",11.44
"158","2007-08-17",11.455
"159","2007-08-20",11.6875
"160","2007-08-21",11.875
"161","2007-08-22",12.25
"162","2007-08-23",11.7725
"163","2007-08-24",12.0325
"164","2007-08-27",12.0175
"165","2007-08-28",11.6575
"166","2007-08-29",11.9775
"167","2007-08-30",12.035
"168","2007-08-31",12.04
"169","2007-09-04",12.0225
"170","2007-09-05",12.095
"171","2007-09-06",11.955
"172","2007-09-07",11.515
"173","2007-09-10",11.41
"174","2007-09-11",11.5
"175","2007-09-12",11.455
"176","2007-09-13",11.61
"177","2007-09-14",11.8875
"178","2007-09-17",11.8325
"179","2007-09-18",12.3825
"180","2007-09-19",12.48
"181","2007-09-20",12.2625
"182","2007-09-21",12.1075
"183","2007-09-24",11.755
"184","2007-09-25",11.3275
"185","2007-09-26",11.3525
"186","2007-09-27",11.4125
"187","2007-09-28",11.5225
"188","2007-10-01",11.68
"189","2007-10-02",11.5625
"190","2007-10-03",11.6
"191","2007-10-04",11.6075
"192","2007-10-05",12.075
"193","2007-10-08",11.8675
"194","2007-10-09",11.8275
"195","2007-10-10",11.995
"196","2007-10-11",11.7525
"197","2007-10-12",12.0375
"198","2007-10-15",12.1875
"199","2007-10-16",11.9175
"200","2007-10-17",11.8125
"201","2007-10-18",11.625
"202","2007-10-19",11.1625
"203","2007-10-22",11.3575
"204","2007-10-23",11.21
"205","2007-10-24",10.995
"206","2007-10-25",10.4675
"207","2007-10-26",10.475
"208","2007-10-29",10.5125
"209","2007-10-30",10.5675
"210","2007-10-31",10.36
"211","2007-11-01",10.225
"212","2007-11-02",10.185
"213","2007-11-05",9.825
"214","2007-11-06",9.96
"215","2007-11-07",9.735
"216","2007-11-08",9.9925
"217","2007-11-09",9.76
"218","2007-11-12",10.0775
"219","2007-11-13",10.345
"220","2007-11-14",10.0575
"221","2007-11-15",9.89
"222","2007-11-16",9.915
"223","2007-11-19",9.7525
"224","2007-11-20",9.805
"225","2007-11-21",9.69
"226","2007-11-23",9.925
"227","2007-11-26",9.995
"228","2007-11-27",10.0375
"229","2007-11-28",10.2175
"230","2007-11-29",10.1575
"231","2007-11-30",10.255
"232","2007-12-03",10.165
"233","2007-12-04",10.1225
"234","2007-12-05",10.1275
"235","2007-12-06",9.8675
"236","2007-12-07",10.08
"237","2007-12-10",9.9475
