"","date","HT"
"1","2007-01-03",45.759998
"2","2007-01-04",45.400002
"3","2007-01-05",44.720001
"4","2007-01-08",44.560001
"5","2007-01-09",44.240002
"6","2007-01-10",44.119999
"7","2007-01-11",44.84
"8","2007-01-12",44.720001
"9","2007-01-16",44.240002
"10","2007-01-17",43.560001
"11","2007-01-18",43.200001
"12","2007-01-19",43.68
"13","2007-01-22",43.599998
"14","2007-01-23",44.200001
"15","2007-01-24",44.919998
"16","2007-01-25",44.240002
"17","2007-01-26",44.52
"18","2007-01-29",44.240002
"19","2007-01-30",44.84
"20","2007-01-31",44.759998
"21","2007-02-01",44.880001
"22","2007-02-02",44.919998
"23","2007-02-05",44.52
"24","2007-02-06",44.799999
"25","2007-02-07",44.720001
"26","2007-02-08",44.84
"27","2007-02-09",44.080002
"28","2007-02-12",43.799999
"29","2007-02-13",43.84
"30","2007-02-14",44.080002
"31","2007-02-15",44.32
"32","2007-02-16",44
"33","2007-02-20",44.880001
"34","2007-02-21",45.32
"35","2007-02-22",45.599998
"36","2007-02-23",45.240002
"37","2007-02-26",45.919998
"38","2007-02-27",44.48
"39","2007-02-28",44.439999
"40","2007-03-01",44.639999
"41","2007-03-02",43.599998
"42","2007-03-05",43
"43","2007-03-06",44.200001
"44","2007-03-07",44.200001
"45","2007-03-08",44.560001
"46","2007-03-09",44.84
"47","2007-03-12",44.919998
"48","2007-03-13",45
"49","2007-03-14",45.52
"50","2007-03-15",46.040001
"51","2007-03-16",46.040001
"52","2007-03-19",46
"53","2007-03-20",46.68
"54","2007-03-21",47.16
"55","2007-03-22",47.639999
"56","2007-03-23",47.720001
"57","2007-03-26",47.84
"58","2007-03-27",47.240002
"59","2007-03-28",46.84
"60","2007-03-29",47.240002
"61","2007-03-30",47.119999
"62","2007-04-02",47.599998
"63","2007-04-03",48.16
"64","2007-04-04",48.240002
"65","2007-04-05",48.16
"66","2007-04-09",47.84
"67","2007-04-10",48.200001
"68","2007-04-11",48.240002
"69","2007-04-12",47.84
"70","2007-04-13",47.799999
"71","2007-04-16",48.599998
"72","2007-04-17",48.720001
"73","2007-04-18",48.639999
"74","2007-04-19",48.040001
"75","2007-04-20",48
"76","2007-04-23",49.040001
"77","2007-04-24",48.68
"78","2007-04-25",48.279999
"79","2007-04-26",48.599998
"80","2007-04-27",48.400002
"81","2007-04-30",47.52
"82","2007-05-01",47.959999
"83","2007-05-02",48.68
"84","2007-05-03",48.599998
"85","2007-05-04",48.639999
"86","2007-05-07",48.080002
"87","2007-05-08",48.200001
"88","2007-05-09",48.560001
"89","2007-05-10",48
"90","2007-05-11",48.799999
"91","2007-05-14",48.84
"92","2007-05-15",48.84
"93","2007-05-16",48.759998
"94","2007-05-17",48
"95","2007-05-18",48.240002
"96","2007-05-21",48.240002
"97","2007-05-22",48.119999
"98","2007-05-23",47.959999
"99","2007-05-24",48.119999
"100","2007-05-25",47.919998
"101","2007-05-29",48.720001
"102","2007-05-30",48.400002
"103","2007-05-31",48.560001
"104","2007-06-01",49.279999
"105","2007-06-04",48.639999
"106","2007-06-05",48.919998
"107","2007-06-06",48.599998
"108","2007-06-07",48.279999
"109","2007-06-08",48.279999
"110","2007-06-11",48.16
"111","2007-06-12",48.080002
"112","2007-06-13",48.759998
"113","2007-06-14",48.32
"114","2007-06-15",48.799999
"115","2007-06-18",48.080002
"116","2007-06-19",47.759998
"117","2007-06-20",46.52
"118","2007-06-21",46.68
"119","2007-06-22",48.200001
"120","2007-06-25",49.040001
"121","2007-06-26",48.52
"122","2007-06-27",48.119999
"123","2007-06-28",47.799999
"124","2007-06-29",47.279999
"125","2007-07-02",48.48
"126","2007-07-03",47.560001
"127","2007-07-05",49.400002
"128","2007-07-06",50.200001
"129","2007-07-09",49.919998
"130","2007-07-10",49.32
"131","2007-07-11",50
"132","2007-07-12",50.639999
"133","2007-07-13",49.799999
"134","2007-07-16",49.200001
"135","2007-07-17",49.279999
"136","2007-07-18",48.919998
"137","2007-07-19",48.759998
"138","2007-07-20",47.52
"139","2007-07-23",47.119999
"140","2007-07-24",45.439999
"141","2007-07-25",46
"142","2007-07-26",44.959999
"143","2007-07-27",40.400002
"144","2007-07-30",42.52
"145","2007-07-31",42
"146","2007-08-01",42
"147","2007-08-02",42
"148","2007-08-03",39.919998
"149","2007-08-06",41.200001
"150","2007-08-07",42
"151","2007-08-08",44.400002
"152","2007-08-09",42.919998
"153","2007-08-10",43.200001
"154","2007-08-13",44.84
"155","2007-08-14",44.400002
"156","2007-08-15",44.119999
"157","2007-08-16",45.200001
"158","2007-08-17",45.639999
"159","2007-08-20",45.279999
"160","2007-08-21",45.080002
"161","2007-08-22",45.200001
"162","2007-08-23",44.080002
"163","2007-08-24",44.52
"164","2007-08-27",44.200001
"165","2007-08-28",43.32
"166","2007-08-29",43.560001
"167","2007-08-30",43.52
"168","2007-08-31",43.720001
"169","2007-09-04",43.52
