"","date","BLDP"
"693","2009-10-01",2.58
"694","2009-10-02",2.57
"695","2009-10-05",2.43
"696","2009-10-06",2.49
"697","2009-10-07",2.49
"698","2009-10-08",2.52
"699","2009-10-09",2.61
"700","2009-10-12",2.72
"701","2009-10-13",2.85
"702","2009-10-14",3.05
"703","2009-10-15",3.25
"704","2009-10-16",3.08
"705","2009-10-19",2.95
"706","2009-10-20",2.83
"707","2009-10-21",2.83
"708","2009-10-22",2.81
"709","2009-10-23",2.69
"710","2009-10-26",2.53
"711","2009-10-27",2.5
"712","2009-10-28",2.25
"713","2009-10-29",2.4
"714","2009-10-30",2.18
"715","2009-11-02",2.09
"716","2009-11-03",2.07
"717","2009-11-04",2.2
"718","2009-11-05",2.2
"719","2009-11-06",2.18
"720","2009-11-09",2.3
"721","2009-11-10",2.25
"722","2009-11-11",2.39
"723","2009-11-12",2.28
"724","2009-11-13",2.31
"725","2009-11-16",2.33
"726","2009-11-17",2.35
"727","2009-11-18",2.33
"728","2009-11-19",2.34
"729","2009-11-20",2.33
"730","2009-11-23",2.33
"731","2009-11-24",2.32
"732","2009-11-25",2.29
"733","2009-11-27",2.23
"734","2009-11-30",2.27
"735","2009-12-01",2.45
"736","2009-12-02",2.37
"737","2009-12-03",2.37
"738","2009-12-04",2.31
"739","2009-12-07",2.31
"740","2009-12-08",2.31
"741","2009-12-09",2.23
"742","2009-12-10",2.2
"743","2009-12-11",2.12
"744","2009-12-14",2.05
"745","2009-12-15",1.96
"746","2009-12-16",1.9
"747","2009-12-17",1.85
"748","2009-12-18",1.7
"749","2009-12-21",1.88
"750","2009-12-22",1.81
"751","2009-12-23",2.11
"752","2009-12-24",2.05
"753","2009-12-28",1.81
"754","2009-12-29",1.84
"755","2009-12-30",1.92
"756","2009-12-31",1.89
"757","2010-01-04",1.94
"758","2010-01-05",1.92
"759","2010-01-06",1.94
"760","2010-01-07",1.98
"761","2010-01-08",2.32
"762","2010-01-11",2.2
"763","2010-01-12",2.27
"764","2010-01-13",2.29
"765","2010-01-14",2.34
"766","2010-01-15",2.32
"767","2010-01-19",2.53
"768","2010-01-20",2.51
"769","2010-01-21",2.33
"770","2010-01-22",2.37
"771","2010-01-25",2.26
"772","2010-01-26",2.3
"773","2010-01-27",2.26
"774","2010-01-28",2.24
"775","2010-01-29",2.24
"776","2010-02-01",2.25
"777","2010-02-02",2.23
"778","2010-02-03",2.21
"779","2010-02-04",2.17
"780","2010-02-05",2.07
"781","2010-02-08",2.13
"782","2010-02-09",2.16
"783","2010-02-10",2.15
"784","2010-02-11",2.19
"785","2010-02-12",2.2
"786","2010-02-16",2.27
"787","2010-02-17",2.4
"788","2010-02-18",2.3
"789","2010-02-19",2.25
"790","2010-02-22",2.35
"791","2010-02-23",2.27
"792","2010-02-24",2.22
"793","2010-02-25",2.23
"794","2010-02-26",2.24
"795","2010-03-01",2.24
"796","2010-03-02",2.29
"797","2010-03-03",2.28
"798","2010-03-04",2.33
"799","2010-03-05",2.29
"800","2010-03-08",2.4
"801","2010-03-09",2.36
"802","2010-03-10",2.33
"803","2010-03-11",2.38
"804","2010-03-12",2.5
"805","2010-03-15",2.54
"806","2010-03-16",2.52
"807","2010-03-17",2.53
"808","2010-03-18",2.45
"809","2010-03-19",2.41
"810","2010-03-22",2.54
"811","2010-03-23",2.76
"812","2010-03-24",2.91
"813","2010-03-25",3.15
"814","2010-03-26",3.01
"815","2010-03-29",2.9
"816","2010-03-30",2.7
"817","2010-03-31",2.67
"818","2010-04-01",2.74
"819","2010-04-05",2.69
"820","2010-04-06",2.63
"821","2010-04-07",2.57
"822","2010-04-08",2.62
"823","2010-04-09",2.65
"824","2010-04-12",2.61
"825","2010-04-13",2.57
"826","2010-04-14",2.55
"827","2010-04-15",2.47
"828","2010-04-16",2.37
"829","2010-04-19",2.39
"830","2010-04-20",2.39
"831","2010-04-21",2.32
"832","2010-04-22",2.41
"833","2010-04-23",2.51
"834","2010-04-26",2.59
"835","2010-04-27",2.5
"836","2010-04-28",2.48
"837","2010-04-29",2.45
"838","2010-04-30",2.35
"839","2010-05-03",2.4
"840","2010-05-04",2.31
"841","2010-05-05",2.26
"842","2010-05-06",2.16
"843","2010-05-07",2.11
"844","2010-05-10",2.31
"845","2010-05-11",2.26
"846","2010-05-12",2.28
"847","2010-05-13",2.26
"848","2010-05-14",2.22
"849","2010-05-17",2.16
"850","2010-05-18",2.17
"851","2010-05-19",2.06
"852","2010-05-20",1.97
"853","2010-05-21",2.03
"854","2010-05-24",1.97
"855","2010-05-25",1.96
"856","2010-05-26",2
"857","2010-05-27",2.03
"858","2010-05-28",1.94
"859","2010-06-01",1.9
"860","2010-06-02",1.93
"861","2010-06-03",1.95
"862","2010-06-04",1.87
"863","2010-06-07",1.78
"864","2010-06-08",1.74
"865","2010-06-09",1.73
"866","2010-06-10",1.77
"867","2010-06-11",1.76
"868","2010-06-14",1.78
"869","2010-06-15",1.84
"870","2010-06-16",1.77
"871","2010-06-17",1.8
"872","2010-06-18",1.81
"873","2010-06-21",1.8
"874","2010-06-22",1.77
"875","2010-06-23",1.74
"876","2010-06-24",1.72
"877","2010-06-25",1.66
"878","2010-06-28",1.61
"879","2010-06-29",1.56
"880","2010-06-30",1.57
"881","2010-07-01",1.6
"882","2010-07-02",1.61
"883","2010-07-06",1.64
"884","2010-07-07",1.61
"885","2010-07-08",1.67
"886","2010-07-09",1.7
"887","2010-07-12",1.7
"888","2010-07-13",1.75
"889","2010-07-14",1.78
"890","2010-07-15",1.77
"891","2010-07-16",1.77
"892","2010-07-19",1.84
"893","2010-07-20",1.82
"894","2010-07-21",1.82
"895","2010-07-22",1.79
"896","2010-07-23",1.85
"897","2010-07-26",1.83
"898","2010-07-27",1.82
"899","2010-07-28",1.81
"900","2010-07-29",1.66
"901","2010-07-30",1.69
"902","2010-08-02",1.74
"903","2010-08-03",1.73
"904","2010-08-04",1.7
"905","2010-08-05",1.72
"906","2010-08-06",1.69
"907","2010-08-09",1.75
"908","2010-08-10",1.71
"909","2010-08-11",1.72
"910","2010-08-12",1.71
"911","2010-08-13",1.7
"912","2010-08-16",1.73
"913","2010-08-17",1.73
"914","2010-08-18",2
"915","2010-08-19",1.99
"916","2010-08-20",1.79
"917","2010-08-23",1.75
"918","2010-08-24",1.81
"919","2010-08-25",1.77
"920","2010-08-26",1.75
"921","2010-08-27",1.8
"922","2010-08-30",1.85
"923","2010-08-31",1.78
"924","2010-09-01",1.79
"925","2010-09-02",1.83
"926","2010-09-03",1.83
"927","2010-09-07",1.8
"928","2010-09-08",1.78
"929","2010-09-09",1.81
"930","2010-09-10",1.76
"931","2010-09-13",1.76
"932","2010-09-14",1.72
"933","2010-09-15",1.75
"934","2010-09-16",1.72
"935","2010-09-17",1.69
"936","2010-09-20",1.72
"937","2010-09-21",1.71
"938","2010-09-22",1.72
"939","2010-09-23",1.72
"940","2010-09-24",1.71
"941","2010-09-27",1.75
"942","2010-09-28",1.73
"943","2010-09-29",1.69
"944","2010-09-30",1.67
"945","2010-10-01",1.69
"946","2010-10-04",1.69
"947","2010-10-05",1.71
"948","2010-10-06",1.71
"949","2010-10-07",1.71
"950","2010-10-08",1.71
"951","2010-10-11",1.71
"952","2010-10-12",1.74
"953","2010-10-13",1.74
"954","2010-10-14",1.74
"955","2010-10-15",1.71
"956","2010-10-18",1.7
"957","2010-10-19",1.68
"958","2010-10-20",1.7
"959","2010-10-21",1.68
"960","2010-10-22",1.71
"961","2010-10-25",1.72
"962","2010-10-26",1.75
"963","2010-10-27",1.76
"964","2010-10-28",1.78
"965","2010-10-29",1.79
"966","2010-11-01",1.75
"967","2010-11-02",1.75
"968","2010-11-03",1.75
"969","2010-11-04",1.74
"970","2010-11-05",1.76
"971","2010-11-08",1.78
"972","2010-11-09",1.72
"973","2010-11-10",1.72
"974","2010-11-11",1.6
"975","2010-11-12",1.57
"976","2010-11-15",1.6
"977","2010-11-16",1.56
"978","2010-11-17",1.55
"979","2010-11-18",1.52
"980","2010-11-19",1.53
"981","2010-11-22",1.49
"982","2010-11-23",1.41
"983","2010-11-24",1.52
"984","2010-11-26",1.47
"985","2010-11-29",1.47
"986","2010-11-30",1.32
"987","2010-12-01",1.38
"988","2010-12-02",1.36
"989","2010-12-03",1.37
"990","2010-12-06",1.41
"991","2010-12-07",1.44
"992","2010-12-08",1.41
"993","2010-12-09",1.41
"994","2010-12-10",1.48
"995","2010-12-13",1.43
"996","2010-12-14",1.41
"997","2010-12-15",1.42
"998","2010-12-16",1.38
"999","2010-12-17",1.39
"1000","2010-12-20",1.47
