"","date","BLDP"
"1","2007-01-03",5.64
"2","2007-01-04",5.64
"3","2007-01-05",5.49
"4","2007-01-08",5.48
"5","2007-01-09",5.79
"6","2007-01-10",5.62
"7","2007-01-11",5.63
"8","2007-01-12",5.75
"9","2007-01-16",5.59
"10","2007-01-17",5.59
"11","2007-01-18",5.54
"12","2007-01-19",5.55
"13","2007-01-22",5.59
"14","2007-01-23",5.7
"15","2007-01-24",5.52
"16","2007-01-25",5.42
"17","2007-01-26",5.45
"18","2007-01-29",5.59
"19","2007-01-30",5.63
"20","2007-01-31",5.56
"21","2007-02-01",5.6
"22","2007-02-02",5.57
"23","2007-02-05",5.65
"24","2007-02-06",5.66
"25","2007-02-07",5.62
"26","2007-02-08",5.55
"27","2007-02-09",5.59
"28","2007-02-12",5.5
"29","2007-02-13",5.45
"30","2007-02-14",5.56
"31","2007-02-15",5.52
"32","2007-02-16",5.61
"33","2007-02-20",5.63
"34","2007-02-21",6.19
"35","2007-02-22",6.65
"36","2007-02-23",6.57
"37","2007-02-26",6.8
"38","2007-02-27",6.26
"39","2007-02-28",6.05
"40","2007-03-01",6.11
"41","2007-03-02",5.8
"42","2007-03-05",5.67
"43","2007-03-06",5.78
"44","2007-03-07",5.97
"45","2007-03-08",5.75
"46","2007-03-09",5.79
"47","2007-03-12",5.76
"48","2007-03-13",5.71
"49","2007-03-14",5.63
"50","2007-03-15",5.57
"51","2007-03-16",5.55
"52","2007-03-19",5.55
"53","2007-03-20",5.62
"54","2007-03-21",5.63
"55","2007-03-22",5.77
"56","2007-03-23",5.73
"57","2007-03-26",5.86
"58","2007-03-27",5.87
"59","2007-03-28",5.68
"60","2007-03-29",5.58
"61","2007-03-30",5.53
"62","2007-04-02",5.51
"63","2007-04-03",5.67
"64","2007-04-04",5.68
"65","2007-04-05",5.65
"66","2007-04-09",5.59
"67","2007-04-10",5.55
"68","2007-04-11",5.55
"69","2007-04-12",5.64
"70","2007-04-13",5.61
"71","2007-04-16",5.69
"72","2007-04-17",5.64
"73","2007-04-18",5.6
"74","2007-04-19",5.5
"75","2007-04-20",5.57
"76","2007-04-23",5.58
"77","2007-04-24",5.51
"78","2007-04-25",5.15
"79","2007-04-26",4.99
"80","2007-04-27",5.15
"81","2007-04-30",5
"82","2007-05-01",5.09
"83","2007-05-02",5.04
"84","2007-05-03",5
"85","2007-05-04",4.97
"86","2007-05-07",4.91
"87","2007-05-08",5.05
"88","2007-05-09",4.96
"89","2007-05-10",4.85
"90","2007-05-11",4.88
"91","2007-05-14",4.83
"92","2007-05-15",4.73
"93","2007-05-16",4.67
"94","2007-05-17",4.58
"95","2007-05-18",4.71
"96","2007-05-21",4.77
"97","2007-05-22",4.75
"98","2007-05-23",4.79
"99","2007-05-24",4.62
"100","2007-05-25",4.64
"101","2007-05-29",4.61
"102","2007-05-30",4.55
"103","2007-05-31",4.6
"104","2007-06-01",4.59
"105","2007-06-04",4.71
"106","2007-06-05",4.71
"107","2007-06-06",4.6
"108","2007-06-07",4.5
"109","2007-06-08",4.47
"110","2007-06-11",4.18
"111","2007-06-12",4.32
"112","2007-06-13",4.28
"113","2007-06-14",4.32
"114","2007-06-15",4.25
"115","2007-06-18",4.44
"116","2007-06-19",4.7
"117","2007-06-20",4.84
"118","2007-06-21",4.94
"119","2007-06-22",5
"120","2007-06-25",5
"121","2007-06-26",4.97
"122","2007-06-27",5.28
"123","2007-06-28",5.45
"124","2007-06-29",5.37
"125","2007-07-02",5.5
"126","2007-07-03",5.44
"127","2007-07-05",5.26
"128","2007-07-06",5.23
"129","2007-07-09",5.45
"130","2007-07-10",5.26
"131","2007-07-11",5.24
"132","2007-07-12",5.26
"133","2007-07-13",5.22
"134","2007-07-16",5.25
"135","2007-07-17",5.23
"136","2007-07-18",5.16
"137","2007-07-19",5.17
"138","2007-07-20",5.16
"139","2007-07-23",5.05
"140","2007-07-24",4.82
"141","2007-07-25",5.04
"142","2007-07-26",4.86
"143","2007-07-27",4.76
"144","2007-07-30",4.8
"145","2007-07-31",4.69
"146","2007-08-01",4.82
"147","2007-08-02",4.66
"148","2007-08-03",4.47
"149","2007-08-06",4.58
"150","2007-08-07",5.02
"151","2007-08-08",5.11
"152","2007-08-09",4.75
"153","2007-08-10",4.76
"154","2007-08-13",4.66
"155","2007-08-14",4.53
"156","2007-08-15",4.4
"157","2007-08-16",4.24
"158","2007-08-17",4.27
"159","2007-08-20",4.23
"160","2007-08-21",4.34
"161","2007-08-22",4.34
"162","2007-08-23",4.35
"163","2007-08-24",4.41
"164","2007-08-27",4.41
"165","2007-08-28",4.33
"166","2007-08-29",4.47
"167","2007-08-30",4.42
"168","2007-08-31",4.48
"169","2007-09-04",4.52
"170","2007-09-05",4.53
"171","2007-09-06",4.51
"172","2007-09-07",4.49
"173","2007-09-10",4.35
"174","2007-09-11",4.43
"175","2007-09-12",4.41
"176","2007-09-13",4.47
"177","2007-09-14",4.46
"178","2007-09-17",4.49
"179","2007-09-18",4.5
"180","2007-09-19",4.38
"181","2007-09-20",4.36
"182","2007-09-21",4.43
"183","2007-09-24",4.54
"184","2007-09-25",4.56
"185","2007-09-26",4.95
"186","2007-09-27",5.02
"187","2007-09-28",4.98
"188","2007-10-01",5.05
"189","2007-10-02",4.98
"190","2007-10-03",5
"191","2007-10-04",5.02
"192","2007-10-05",5.01
"193","2007-10-08",4.9
"194","2007-10-09",4.87
"195","2007-10-10",4.8
"196","2007-10-11",4.77
"197","2007-10-12",4.8
"198","2007-10-15",4.71
"199","2007-10-16",4.63
"200","2007-10-17",4.72
"201","2007-10-18",4.73
"202","2007-10-19",4.61
"203","2007-10-22",5.02
"204","2007-10-23",4.87
"205","2007-10-24",4.73
"206","2007-10-25",4.68
"207","2007-10-26",4.92
"208","2007-10-29",4.98
"209","2007-10-30",4.85
"210","2007-10-31",5.1
"211","2007-11-01",4.98
"212","2007-11-02",5.02
"213","2007-11-05",5.6
"214","2007-11-06",5.51
"215","2007-11-07",5.38
"216","2007-11-08",5.7
"217","2007-11-09",5.5
"218","2007-11-12",5.01
"219","2007-11-13",5.13
"220","2007-11-14",5.03
"221","2007-11-15",4.93
"222","2007-11-16",4.98
"223","2007-11-19",4.55
"224","2007-11-20",4.59
"225","2007-11-21",4.48
"226","2007-11-23",4.62
"227","2007-11-26",4.59
"228","2007-11-27",4.42
"229","2007-11-28",4.47
"230","2007-11-29",4.47
"231","2007-11-30",4.5
"232","2007-12-03",4.34
"233","2007-12-04",4.53
"234","2007-12-05",4.41
"235","2007-12-06",4.66
"236","2007-12-07",4.82
"237","2007-12-10",4.93
"238","2007-12-11",4.7
"239","2007-12-12",4.73
"240","2007-12-13",4.99
"241","2007-12-14",4.85
"242","2007-12-17",4.69
"243","2007-12-18",4.88
"244","2007-12-19",4.87
"245","2007-12-20",4.92
"246","2007-12-21",4.92
"247","2007-12-24",4.88
"248","2007-12-26",4.95
"249","2007-12-27",5.27
"250","2007-12-28",5.63
"251","2007-12-31",5.26
"252","2008-01-02",5.25
"253","2008-01-03",5.67
"254","2008-01-04",5.2
"255","2008-01-07",5.35
"256","2008-01-08",5.01
"257","2008-01-09",5.12
"258","2008-01-10",5.16
"259","2008-01-11",4.74
"260","2008-01-14",5.07
"261","2008-01-15",4.66
"262","2008-01-16",4.72
"263","2008-01-17",4.62
"264","2008-01-18",4.43
"265","2008-01-22",4.52
"266","2008-01-23",4.27
"267","2008-01-24",4.5
"268","2008-01-25",4.41
"269","2008-01-28",4.35
"270","2008-01-29",4.66
"271","2008-01-30",4.62
"272","2008-01-31",4.59
"273","2008-02-01",4.77
"274","2008-02-04",4.69
"275","2008-02-05",4.6
"276","2008-02-06",4.51
"277","2008-02-07",4.52
"278","2008-02-08",4.56
"279","2008-02-11",4.75
"280","2008-02-12",4.84
"281","2008-02-13",5.12
"282","2008-02-14",5
"283","2008-02-15",4.87
"284","2008-02-19",5.02
"285","2008-02-20",5.07
"286","2008-02-21",5
"287","2008-02-22",4.76
"288","2008-02-25",4.89
"289","2008-02-26",4.82
"290","2008-02-27",4.82
"291","2008-02-28",4.72
"292","2008-02-29",4.53
"293","2008-03-03",4.62
"294","2008-03-04",4.6
"295","2008-03-05",4.55
"296","2008-03-06",4.41
"297","2008-03-07",4.39
"298","2008-03-10",4.35
"299","2008-03-11",4.36
"300","2008-03-12",4.57
"301","2008-03-13",4.62
"302","2008-03-14",4.65
"303","2008-03-17",4.59
"304","2008-03-18",4.68
"305","2008-03-19",4.59
"306","2008-03-20",4.17
"307","2008-03-24",4.35
"308","2008-03-25",4.47
"309","2008-03-26",4.34
"310","2008-03-27",4.06
"311","2008-03-28",4.14
"312","2008-03-31",4.1
"313","2008-04-01",4.21
"314","2008-04-02",4.13
"315","2008-04-03",4.15
"316","2008-04-04",4.35
"317","2008-04-07",4.18
"318","2008-04-08",4.09
"319","2008-04-09",4.06
"320","2008-04-10",4.09
"321","2008-04-11",4
"322","2008-04-14",3.98
"323","2008-04-15",4.07
"324","2008-04-16",4.2
"325","2008-04-17",4.04
"326","2008-04-18",4.1
"327","2008-04-21",4.16
"328","2008-04-22",4.01
"329","2008-04-23",4.08
"330","2008-04-24",4.1
"331","2008-04-25",4.06
"332","2008-04-28",4.1
"333","2008-04-29",4.11
"334","2008-04-30",4.21
"335","2008-05-01",4.09
"336","2008-05-02",4.09
"337","2008-05-05",4.08
"338","2008-05-06",4.14
"339","2008-05-07",4.02
"340","2008-05-08",4.1
"341","2008-05-09",4.1
"342","2008-05-12",4.16
"343","2008-05-13",4.12
"344","2008-05-14",4.13
"345","2008-05-15",4.16
"346","2008-05-16",4.16
"347","2008-05-19",4.39
"348","2008-05-20",4.5
"349","2008-05-21",4.51
"350","2008-05-22",4.33
"351","2008-05-23",4.33
"352","2008-05-27",4.4
"353","2008-05-28",4.36
"354","2008-05-29",4.24
"355","2008-05-30",4.28
"356","2008-06-02",4.1
"357","2008-06-03",4.22
"358","2008-06-04",4.07
"359","2008-06-05",4.12
"360","2008-06-06",4.04
"361","2008-06-09",4.05
"362","2008-06-10",4.05
"363","2008-06-11",4.05
"364","2008-06-12",4
"365","2008-06-13",4.05
"366","2008-06-16",4.04
"367","2008-06-17",4.03
"368","2008-06-18",3.99
"369","2008-06-19",3.96
"370","2008-06-20",3.72
"371","2008-06-23",3.83
"372","2008-06-24",3.73
"373","2008-06-25",3.86
"374","2008-06-26",4.01
"375","2008-06-27",4.14
"376","2008-06-30",4.17
"377","2008-07-01",4.26
"378","2008-07-02",4.03
"379","2008-07-03",4.01
"380","2008-07-07",3.91
"381","2008-07-08",3.82
"382","2008-07-09",3.73
"383","2008-07-10",3.72
"384","2008-07-11",3.54
"385","2008-07-14",3.55
"386","2008-07-15",3.34
"387","2008-07-16",3.48
"388","2008-07-17",3.53
"389","2008-07-18",3.59
"390","2008-07-21",3.66
"391","2008-07-22",3.67
"392","2008-07-23",4.1
"393","2008-07-24",4.04
"394","2008-07-25",3.99
"395","2008-07-28",3.95
"396","2008-07-29",4.01
"397","2008-07-30",4.2
"398","2008-07-31",4.07
"399","2008-08-01",4.05
"400","2008-08-04",3.99
"401","2008-08-05",4.14
"402","2008-08-06",4.3
"403","2008-08-07",4.26
"404","2008-08-08",4.24
"405","2008-08-11",4.28
"406","2008-08-12",4.35
"407","2008-08-13",4.49
"408","2008-08-14",4.49
"409","2008-08-15",4.55
"410","2008-08-18",4.46
"411","2008-08-19",4.38
"412","2008-08-20",4.53
"413","2008-08-21",4.72
"414","2008-08-22",4.53
"415","2008-08-25",4.57
"416","2008-08-26",4.64
"417","2008-08-27",4.65
"418","2008-08-28",4.7
"419","2008-08-29",4.63
"420","2008-09-02",4.59
"421","2008-09-03",4.53
"422","2008-09-04",4.55
"423","2008-09-05",4.42
"424","2008-09-08",4.55
"425","2008-09-09",3.97
"426","2008-09-10",3.87
"427","2008-09-11",3.62
"428","2008-09-12",3.94
"429","2008-09-15",3.81
"430","2008-09-16",3.78
"431","2008-09-17",3.9
"432","2008-09-18",4.03
"433","2008-09-19",3.65
"434","2008-09-22",3.79
"435","2008-09-23",3.65
"436","2008-09-24",3.63
"437","2008-09-25",3.49
"438","2008-09-26",3.38
"439","2008-09-29",4
"440","2008-09-30",3.56
"441","2008-10-01",3.48
"442","2008-10-02",3.34
"443","2008-10-03",2.96
"444","2008-10-06",2.65
"445","2008-10-07",2.95
"446","2008-10-08",2.35
"447","2008-10-09",2.31
"448","2008-10-10",2.74
"449","2008-10-13",3.12
"450","2008-10-14",2.45
"451","2008-10-15",2.43
"452","2008-10-16",2.43
"453","2008-10-17",2.51
"454","2008-10-20",2.69
"455","2008-10-21",2.34
"456","2008-10-22",2.27
"457","2008-10-23",2.21
"458","2008-10-24",2.04
"459","2008-10-27",2.01
"460","2008-10-28",2.15
"461","2008-10-29",2.24
"462","2008-10-30",2.34
"463","2008-10-31",2.77
"464","2008-11-03",2.91
"465","2008-11-04",3.16
"466","2008-11-05",2.91
"467","2008-11-06",2.61
"468","2008-11-07",2.68
"469","2008-11-10",2.61
"470","2008-11-11",2.57
"471","2008-11-12",2.36
"472","2008-11-13",2.39
"473","2008-11-14",2.21
"474","2008-11-17",2.21
"475","2008-11-18",2.07
"476","2008-11-19",1.77
"477","2008-11-20",1.75
"478","2008-11-21",1.75
"479","2008-11-24",2.18
"480","2008-11-25",2.21
"481","2008-11-26",2.07
"482","2008-11-28",2.21
"483","2008-12-01",2
"484","2008-12-02",1.89
"485","2008-12-03",1.78
"486","2008-12-04",1.7
"487","2008-12-05",1.85
"488","2008-12-08",2.05
"489","2008-12-09",1.71
"490","2008-12-10",1.77
"491","2008-12-11",1.84
"492","2008-12-12",1.84
"493","2008-12-15",1.7
"494","2008-12-16",1.76
"495","2008-12-17",1.67
"496","2008-12-18",1.74
"497","2008-12-19",1.94
"498","2008-12-22",1.75
"499","2008-12-23",1.85
"500","2008-12-24",1.89
"501","2008-12-26",1.74
"502","2008-12-29",1.46
"503","2008-12-30",0.96
"504","2008-12-31",1.13
"505","2009-01-02",1.29
"506","2009-01-05",1.39
"507","2009-01-06",1.3
"508","2009-01-07",1.25
"509","2009-01-08",1.28
"510","2009-01-09",1.23
"511","2009-01-12",1.12
"512","2009-01-13",1.13
"513","2009-01-14",1.14
"514","2009-01-15",1.11
"515","2009-01-16",1.14
"516","2009-01-20",1.14
"517","2009-01-21",1.07
"518","2009-01-22",1.04
"519","2009-01-23",1.1
"520","2009-01-26",1.13
"521","2009-01-27",1.22
"522","2009-01-28",1.27
"523","2009-01-29",1.27
"524","2009-01-30",1.24
"525","2009-02-02",1.18
"526","2009-02-03",1.2
"527","2009-02-04",1.19
"528","2009-02-05",1.16
"529","2009-02-06",1.24
"530","2009-02-09",1.26
"531","2009-02-10",1.2
"532","2009-02-11",1.2
"533","2009-02-12",1.2
"534","2009-02-13",1.15
"535","2009-02-17",1.06
"536","2009-02-18",1.12
"537","2009-02-19",1.1
"538","2009-02-20",1.14
"539","2009-02-23",1.14
"540","2009-02-24",1.15
"541","2009-02-25",1.16
"542","2009-02-26",1.15
"543","2009-02-27",1.09
"544","2009-03-02",1.06
"545","2009-03-03",1.07
"546","2009-03-04",1.01
"547","2009-03-05",0.92
"548","2009-03-06",0.92
"549","2009-03-09",0.87
"550","2009-03-10",0.86
"551","2009-03-11",0.88
"552","2009-03-12",0.94
"553","2009-03-13",0.93
"554","2009-03-16",0.91
"555","2009-03-17",0.91
"556","2009-03-18",0.98
"557","2009-03-19",1.01
"558","2009-03-20",1.13
"559","2009-03-23",1.15
"560","2009-03-24",1.19
"561","2009-03-25",1.3
"562","2009-03-26",1.39
"563","2009-03-27",1.68
"564","2009-03-30",1.52
"565","2009-03-31",1.6
"566","2009-04-01",1.42
"567","2009-04-02",1.63
"568","2009-04-03",1.92
"569","2009-04-06",1.69
"570","2009-04-07",1.71
"571","2009-04-08",1.93
"572","2009-04-09",2.13
"573","2009-04-13",2.43
"574","2009-04-14",2.24
"575","2009-04-15",2.41
"576","2009-04-16",2.45
"577","2009-04-17",2.13
"578","2009-04-20",1.88
"579","2009-04-21",1.98
"580","2009-04-22",1.98
"581","2009-04-23",2.04
"582","2009-04-24",1.97
"583","2009-04-27",1.87
"584","2009-04-28",1.9
"585","2009-04-29",1.88
"586","2009-04-30",2.05
"587","2009-05-01",2.02
"588","2009-05-04",1.98
"589","2009-05-05",1.96
"590","2009-05-06",2.01
"591","2009-05-07",2
"592","2009-05-08",2.09
"593","2009-05-11",1.97
"594","2009-05-12",1.94
"595","2009-05-13",1.87
"596","2009-05-14",1.85
"597","2009-05-15",1.82
"598","2009-05-18",1.94
"599","2009-05-19",1.9
"600","2009-05-20",1.93
"601","2009-05-21",1.89
"602","2009-05-22",1.87
"603","2009-05-26",1.87
"604","2009-05-27",1.83
"605","2009-05-28",1.82
"606","2009-05-29",1.86
"607","2009-06-01",1.9
"608","2009-06-02",1.93
"609","2009-06-03",1.88
"610","2009-06-04",1.87
"611","2009-06-05",1.87
"612","2009-06-08",1.84
"613","2009-06-09",1.88
"614","2009-06-10",1.89
"615","2009-06-11",2.13
"616","2009-06-12",2.01
"617","2009-06-15",1.86
"618","2009-06-16",1.76
"619","2009-06-17",1.7
"620","2009-06-18",1.56
"621","2009-06-19",1.61
"622","2009-06-22",1.57
"623","2009-06-23",1.58
"624","2009-06-24",1.62
"625","2009-06-25",1.63
"626","2009-06-26",1.7
"627","2009-06-29",1.84
"628","2009-06-30",1.8
"629","2009-07-01",1.73
"630","2009-07-02",1.83
"631","2009-07-06",1.8
"632","2009-07-07",1.7
"633","2009-07-08",1.63
"634","2009-07-09",1.67
"635","2009-07-10",1.67
"636","2009-07-13",1.8
"637","2009-07-14",1.74
"638","2009-07-15",1.81
"639","2009-07-16",1.92
"640","2009-07-17",1.87
"641","2009-07-20",2
"642","2009-07-21",1.96
"643","2009-07-22",1.94
"644","2009-07-23",1.91
"645","2009-07-24",1.92
"646","2009-07-27",1.96
"647","2009-07-28",1.89
"648","2009-07-29",1.84
"649","2009-07-30",1.84
"650","2009-07-31",1.86
"651","2009-08-03",1.89
"652","2009-08-04",1.9
"653","2009-08-05",1.83
"654","2009-08-06",1.83
"655","2009-08-07",1.85
"656","2009-08-10",1.8
"657","2009-08-11",1.76
"658","2009-08-12",1.76
"659","2009-08-13",1.78
"660","2009-08-14",1.78
"661","2009-08-17",1.77
"662","2009-08-18",1.74
"663","2009-08-19",1.76
"664","2009-08-20",1.81
"665","2009-08-21",1.8
"666","2009-08-24",1.8
"667","2009-08-25",1.76
"668","2009-08-26",1.73
"669","2009-08-27",1.73
"670","2009-08-28",1.79
"671","2009-08-31",1.72
"672","2009-09-01",1.78
"673","2009-09-02",1.77
"674","2009-09-03",1.74
"675","2009-09-04",1.72
"676","2009-09-08",1.75
"677","2009-09-09",1.77
"678","2009-09-10",1.8
"679","2009-09-11",1.8
"680","2009-09-14",1.88
"681","2009-09-15",1.91
"682","2009-09-16",1.97
"683","2009-09-17",2.06
"684","2009-09-18",2.09
"685","2009-09-21",2.12
"686","2009-09-22",2.06
"687","2009-09-23",1.97
"688","2009-09-24",1.8
"689","2009-09-25",2.82
"690","2009-09-28",2.51
"691","2009-09-29",3.07
"692","2009-09-30",2.63
