"","date","WNC"
"251","2007-12-31",7.69
"252","2008-01-02",7.66
"253","2008-01-03",7.63
"254","2008-01-04",7.28
"255","2008-01-07",7.44
"256","2008-01-08",7.1
"257","2008-01-09",7.26
"258","2008-01-10",7.75
"259","2008-01-11",7.43
"260","2008-01-14",7.67
"261","2008-01-15",7.42
"262","2008-01-16",8.13
"263","2008-01-17",7.79
"264","2008-01-18",7.4
"265","2008-01-22",7.67
"266","2008-01-23",8.63
"267","2008-01-24",8.75
"268","2008-01-25",8.94
"269","2008-01-28",9
"270","2008-01-29",8.71
"271","2008-01-30",8.75
"272","2008-01-31",9.19
"273","2008-02-01",9.5
"274","2008-02-04",9.21
"275","2008-02-05",8.52
"276","2008-02-06",8.57
"277","2008-02-07",8.94
"278","2008-02-08",9.01
"279","2008-02-11",8.8
"280","2008-02-12",8.73
"281","2008-02-13",8.8
"282","2008-02-14",8.39
"283","2008-02-15",8.58
"284","2008-02-19",8.71
"285","2008-02-20",8.78
"286","2008-02-21",8.18
"287","2008-02-22",8.23
"288","2008-02-25",8.78
"289","2008-02-26",8.74
"290","2008-02-27",8.72
"291","2008-02-28",8.59
"292","2008-02-29",7.9
"293","2008-03-03",8
"294","2008-03-04",8.05
"295","2008-03-05",8.38
"296","2008-03-06",7.79
"297","2008-03-07",8.05
"298","2008-03-10",7.68
"299","2008-03-11",8.23
"300","2008-03-12",7.89
"301","2008-03-13",7.97
"302","2008-03-14",7.67
"303","2008-03-17",7.77
"304","2008-03-18",8.31
"305","2008-03-19",8.23
"306","2008-03-20",8.45
"307","2008-03-24",9
"308","2008-03-25",9.04
"309","2008-03-26",9.23
"310","2008-03-27",9.25
"311","2008-03-28",8.91
"312","2008-03-31",8.99
"313","2008-04-01",10.33
"314","2008-04-02",10.13
"315","2008-04-03",10.49
"316","2008-04-04",10.24
"317","2008-04-07",10.22
"318","2008-04-08",10.19
"319","2008-04-09",9.59
"320","2008-04-10",9.76
"321","2008-04-11",9.04
"322","2008-04-14",9.1
"323","2008-04-15",9.32
"324","2008-04-16",10.23
"325","2008-04-17",9.91
"326","2008-04-18",10.04
"327","2008-04-21",9.94
"328","2008-04-22",9.66
"329","2008-04-23",9.69
"330","2008-04-24",10
"331","2008-04-25",9.92
"332","2008-04-28",10
"333","2008-04-29",8.35
"334","2008-04-30",8.38
"335","2008-05-01",8.63
"336","2008-05-02",8.57
"337","2008-05-05",8.22
"338","2008-05-06",7.97
"339","2008-05-07",7.98
"340","2008-05-08",7.92
"341","2008-05-09",7.92
"342","2008-05-12",7.99
"343","2008-05-13",8.04
"344","2008-05-14",7.98
"345","2008-05-15",8.02
"346","2008-05-16",8.07
"347","2008-05-19",8.15
"348","2008-05-20",8.36
"349","2008-05-21",7.81
"350","2008-05-22",7.9
"351","2008-05-23",7.85
"352","2008-05-27",8.07
"353","2008-05-28",8.22
"354","2008-05-29",8.37
"355","2008-05-30",8.58
"356","2008-06-02",7.93
"357","2008-06-03",7.91
"358","2008-06-04",8.27
"359","2008-06-05",8.88
"360","2008-06-06",8.5
"361","2008-06-09",8.21
"362","2008-06-10",8.24
"363","2008-06-11",8.03
"364","2008-06-12",8.46
"365","2008-06-13",8.96
"366","2008-06-16",9.3
"367","2008-06-17",8.75
"368","2008-06-18",8.91
"369","2008-06-19",8.87
"370","2008-06-20",8.8
"371","2008-06-23",8.78
"372","2008-06-24",8.67
"373","2008-06-25",8.84
"374","2008-06-26",8.48
"375","2008-06-27",8.39
"376","2008-06-30",7.56
"377","2008-07-01",7.69
"378","2008-07-02",7.1
"379","2008-07-03",7.03
"380","2008-07-07",7.06
"381","2008-07-08",7.74
"382","2008-07-09",7.55
"383","2008-07-10",8.28
"384","2008-07-11",8.7
"385","2008-07-14",8.49
"386","2008-07-15",8.4
"387","2008-07-16",9.29
"388","2008-07-17",9.75
"389","2008-07-18",9.42
"390","2008-07-21",9.31
"391","2008-07-22",9.06
"392","2008-07-23",9.2
"393","2008-07-24",9.24
"394","2008-07-25",9.49
"395","2008-07-28",9.34
"396","2008-07-29",9.5
"397","2008-07-30",9.49
"398","2008-07-31",9.3
"399","2008-08-01",7.89
"400","2008-08-04",7.5
"401","2008-08-05",7.69
"402","2008-08-06",7.92
"403","2008-08-07",7.64
"404","2008-08-08",8.6
"405","2008-08-11",9.36
"406","2008-08-12",9.59
"407","2008-08-13",9.55
"408","2008-08-14",9.6
"409","2008-08-15",9.72
"410","2008-08-18",9.36
"411","2008-08-19",9.2
"412","2008-08-20",8.93
"413","2008-08-21",8.39
"414","2008-08-22",8.67
"415","2008-08-25",8.42
"416","2008-08-26",8.64
"417","2008-08-27",8.61
"418","2008-08-28",9.06
"419","2008-08-29",8.69
"420","2008-09-02",8.82
"421","2008-09-03",9.16
"422","2008-09-04",9.16
"423","2008-09-05",8.87
"424","2008-09-08",9.38
"425","2008-09-09",9.03
"426","2008-09-10",9.72
"427","2008-09-11",9.72
"428","2008-09-12",9.75
"429","2008-09-15",9.35
"430","2008-09-16",9.75
"431","2008-09-17",9.3
"432","2008-09-18",9.8
"433","2008-09-19",10.02
"434","2008-09-22",9.69
"435","2008-09-23",9.49
"436","2008-09-24",9.44
"437","2008-09-25",9.25
"438","2008-09-26",9.15
"439","2008-09-29",8.76
"440","2008-09-30",9.45
"441","2008-10-01",9.19
"442","2008-10-02",8.42
"443","2008-10-03",8.08
"444","2008-10-06",7.09
"445","2008-10-07",7.1
"446","2008-10-08",7.19
"447","2008-10-09",6.67
"448","2008-10-10",6.84
"449","2008-10-13",7.71
"450","2008-10-14",6.73
"451","2008-10-15",6.27
"452","2008-10-16",6.66
"453","2008-10-17",6.26
"454","2008-10-20",6.72
"455","2008-10-21",6.82
"456","2008-10-22",6.24
"457","2008-10-23",5.59
"458","2008-10-24",5.03
"459","2008-10-27",4.54
"460","2008-10-28",4.8
"461","2008-10-29",5.16
"462","2008-10-30",5.29
"463","2008-10-31",6.04
"464","2008-11-03",5.6
"465","2008-11-04",5.7
"466","2008-11-05",5.33
"467","2008-11-06",5.13
"468","2008-11-07",5.26
"469","2008-11-10",5.04
"470","2008-11-11",5.08
"471","2008-11-12",4.5
"472","2008-11-13",5.36
"473","2008-11-14",4.69
"474","2008-11-17",5
"475","2008-11-18",5.07
"476","2008-11-19",4.31
"477","2008-11-20",4.17
"478","2008-11-21",4.19
"479","2008-11-24",4.41
"480","2008-11-25",4.75
"481","2008-11-26",5.05
"482","2008-11-28",4.93
"483","2008-12-01",4.25
"484","2008-12-02",4.78
"485","2008-12-03",4.74
"486","2008-12-04",4.57
"487","2008-12-05",4.61
"488","2008-12-08",4.56
"489","2008-12-09",3.97
"490","2008-12-10",4.06
"491","2008-12-11",3.45
"492","2008-12-12",3.74
"493","2008-12-15",3.87
"494","2008-12-16",3.97
"495","2008-12-17",4.12
"496","2008-12-18",4.37
"497","2008-12-19",4
"498","2008-12-22",4.24
"499","2008-12-23",4.12
"500","2008-12-24",4.06
"501","2008-12-26",4.09
"502","2008-12-29",3.91
"503","2008-12-30",4.16
"504","2008-12-31",4.5
"505","2009-01-02",4.33
"506","2009-01-05",4.94
"507","2009-01-06",4.83
"508","2009-01-07",4.92
"509","2009-01-08",4.91
"510","2009-01-09",4.56
"511","2009-01-12",4.24
"512","2009-01-13",4.23
"513","2009-01-14",3.9
"514","2009-01-15",3.75
"515","2009-01-16",3.63
"516","2009-01-20",3.3
"517","2009-01-21",3.17
"518","2009-01-22",3
"519","2009-01-23",2.85
"520","2009-01-26",2.56
"521","2009-01-27",2.64
"522","2009-01-28",2.84
"523","2009-01-29",2.7
"524","2009-01-30",2.82
"525","2009-02-02",3.06
"526","2009-02-03",2.93
"527","2009-02-04",2.85
"528","2009-02-05",3.09
"529","2009-02-06",4.16
"530","2009-02-09",3.76
"531","2009-02-10",3.14
"532","2009-02-11",3.59
"533","2009-02-12",3.5
"534","2009-02-13",3.38
"535","2009-02-17",2.68
"536","2009-02-18",2.71
"537","2009-02-19",2.59
"538","2009-02-20",2.67
"539","2009-02-23",2.26
"540","2009-02-24",2.94
"541","2009-02-25",2.31
"542","2009-02-26",2.37
"543","2009-02-27",2.05
"544","2009-03-02",1.57
"545","2009-03-03",1.3
"546","2009-03-04",1.41
"547","2009-03-05",0.99
"548","2009-03-06",0.95
"549","2009-03-09",0.82
"550","2009-03-10",0.7
"551","2009-03-11",0.57
"552","2009-03-12",0.59
"553","2009-03-13",0.66
"554","2009-03-16",0.67
"555","2009-03-17",0.61
"556","2009-03-18",0.61
"557","2009-03-19",0.66
"558","2009-03-20",0.74
"559","2009-03-23",0.94
"560","2009-03-24",0.9
"561","2009-03-25",1.11
"562","2009-03-26",1.8
"563","2009-03-27",1.6
"564","2009-03-30",1.32
"565","2009-03-31",1.23
"566","2009-04-01",1
"567","2009-04-02",1.56
"568","2009-04-03",1.54
"569","2009-04-06",1.43
"570","2009-04-07",1.25
"571","2009-04-08",1.26
"572","2009-04-09",1.54
"573","2009-04-13",1.39
"574","2009-04-14",1.24
"575","2009-04-15",1.39
"576","2009-04-16",1.44
"577","2009-04-17",1.36
"578","2009-04-20",1.21
"579","2009-04-21",1.39
"580","2009-04-22",1.34
"581","2009-04-23",1.28
"582","2009-04-24",1.33
"583","2009-04-27",1.28
"584","2009-04-28",1.25
"585","2009-04-29",1.38
"586","2009-04-30",1.25
"587","2009-05-01",1.54
"588","2009-05-04",1.62
"589","2009-05-05",1.53
"590","2009-05-06",1.55
"591","2009-05-07",1.51
"592","2009-05-08",2.23
"593","2009-05-11",2.04
"594","2009-05-12",1.94
"595","2009-05-13",1.52
"596","2009-05-14",1.39
"597","2009-05-15",1.45
"598","2009-05-18",1.53
"599","2009-05-19",1.74
"600","2009-05-20",1.57
"601","2009-05-21",1.41
"602","2009-05-22",1.39
"603","2009-05-26",1.44
"604","2009-05-27",1.31
"605","2009-05-28",1.36
"606","2009-05-29",1.25
"607","2009-06-01",1.33
"608","2009-06-02",1.36
"609","2009-06-03",1.32
"610","2009-06-04",1.37
"611","2009-06-05",1.46
"612","2009-06-08",1.4
"613","2009-06-09",1.34
"614","2009-06-10",1.38
"615","2009-06-11",1.35
"616","2009-06-12",1.31
"617","2009-06-15",1.27
"618","2009-06-16",1.25
"619","2009-06-17",1.03
"620","2009-06-18",1.02
"621","2009-06-19",0.89
"622","2009-06-22",0.79
"623","2009-06-23",0.7
"624","2009-06-24",0.99
"625","2009-06-25",1
"626","2009-06-26",0.7
"627","2009-06-29",0.74
"628","2009-06-30",0.7
"629","2009-07-01",0.71
"630","2009-07-02",0.71
"631","2009-07-06",0.68
"632","2009-07-07",0.65
"633","2009-07-08",0.62
"634","2009-07-09",0.59
"635","2009-07-10",0.55
"636","2009-07-13",0.57
"637","2009-07-14",0.61
"638","2009-07-15",0.7
"639","2009-07-16",0.53
"640","2009-07-17",0.54
"641","2009-07-20",0.94
"642","2009-07-21",0.95
"643","2009-07-22",0.87
"644","2009-07-23",0.95
"645","2009-07-24",0.85
"646","2009-07-27",0.85
"647","2009-07-28",0.85
"648","2009-07-29",0.79
"649","2009-07-30",0.81
"650","2009-07-31",0.83
"651","2009-08-03",1.33
"652","2009-08-04",1.64
"653","2009-08-05",1.74
"654","2009-08-06",1.54
"655","2009-08-07",1.69
"656","2009-08-10",1.65
"657","2009-08-11",1.63
"658","2009-08-12",1.61
"659","2009-08-13",1.64
"660","2009-08-14",1.65
"661","2009-08-17",1.44
"662","2009-08-18",1.68
"663","2009-08-19",2.05
"664","2009-08-20",2.01
"665","2009-08-21",2.11
"666","2009-08-24",2.46
"667","2009-08-25",2.61
"668","2009-08-26",2.62
"669","2009-08-27",2.57
"670","2009-08-28",2.56
"671","2009-08-31",2.42
"672","2009-09-01",2.12
"673","2009-09-02",2.05
"674","2009-09-03",2.18
"675","2009-09-04",2.22
"676","2009-09-08",2.14
"677","2009-09-09",2.12
"678","2009-09-10",2.22
"679","2009-09-11",2.39
"680","2009-09-14",2.42
"681","2009-09-15",2.38
"682","2009-09-16",2.41
"683","2009-09-17",2.28
"684","2009-09-18",2.25
"685","2009-09-21",2.17
"686","2009-09-22",2.37
"687","2009-09-23",2.55
"688","2009-09-24",2.4
"689","2009-09-25",2.4
"690","2009-09-28",2.69
"691","2009-09-29",2.95
"692","2009-09-30",2.72
"693","2009-10-01",2.65
"694","2009-10-02",2.67
"695","2009-10-05",2.78
"696","2009-10-06",2.82
"697","2009-10-07",2.71
"698","2009-10-08",2.81
"699","2009-10-09",2.75
"700","2009-10-12",2.73
"701","2009-10-13",2.83
"702","2009-10-14",2.78
"703","2009-10-15",2.87
"704","2009-10-16",2.75
"705","2009-10-19",2.81
"706","2009-10-20",2.76
"707","2009-10-21",2.67
"708","2009-10-22",2.63
"709","2009-10-23",2.53
"710","2009-10-26",2.34
"711","2009-10-27",2.21
"712","2009-10-28",1.96
"713","2009-10-29",2.15
"714","2009-10-30",1.96
"715","2009-11-02",2.03
"716","2009-11-03",2.03
"717","2009-11-04",1.84
"718","2009-11-05",1.93
"719","2009-11-06",1.85
"720","2009-11-09",1.81
"721","2009-11-10",1.74
"722","2009-11-11",1.65
"723","2009-11-12",1.38
"724","2009-11-13",1.58
"725","2009-11-16",1.85
"726","2009-11-17",1.9
"727","2009-11-18",1.83
"728","2009-11-19",1.81
"729","2009-11-20",1.81
"730","2009-11-23",1.85
"731","2009-11-24",1.83
"732","2009-11-25",1.77
"733","2009-11-27",1.71
"734","2009-11-30",1.65
"735","2009-12-01",1.65
"736","2009-12-02",1.71
"737","2009-12-03",1.7
"738","2009-12-04",1.62
"739","2009-12-07",1.58
"740","2009-12-08",1.49
"741","2009-12-09",1.47
"742","2009-12-10",1.5
"743","2009-12-11",1.57
"744","2009-12-14",1.62
"745","2009-12-15",1.67
"746","2009-12-16",1.72
"747","2009-12-17",1.55
"748","2009-12-18",1.68
"749","2009-12-21",1.75
"750","2009-12-22",1.85
"751","2009-12-23",1.8
"752","2009-12-24",1.88
"753","2009-12-28",1.88
"754","2009-12-29",1.94
"755","2009-12-30",1.86
"756","2009-12-31",1.89
"757","2010-01-04",1.93
"758","2010-01-05",2.06
"759","2010-01-06",2.43
"760","2010-01-07",2.58
"761","2010-01-08",2.73
"762","2010-01-11",3
"763","2010-01-12",3.13
"764","2010-01-13",3.21
"765","2010-01-14",3.54
"766","2010-01-15",3.7
"767","2010-01-19",3.05
"768","2010-01-20",3.05
"769","2010-01-21",3.01
"770","2010-01-22",3.03
"771","2010-01-25",3.14
"772","2010-01-26",3.16
"773","2010-01-27",3.12
"774","2010-01-28",3.21
"775","2010-01-29",2.96
"776","2010-02-01",3
"777","2010-02-02",3.14
"778","2010-02-03",2.99
"779","2010-02-04",2.76
"780","2010-02-05",2.86
"781","2010-02-08",2.92
"782","2010-02-09",3.09
"783","2010-02-10",3.03
"784","2010-02-11",2.82
"785","2010-02-12",2.91
"786","2010-02-16",2.97
"787","2010-02-17",2.93
"788","2010-02-18",2.95
"789","2010-02-19",2.86
"790","2010-02-22",2.82
"791","2010-02-23",2.78
"792","2010-02-24",2.77
"793","2010-02-25",2.94
"794","2010-02-26",2.94
"795","2010-03-01",3.2
"796","2010-03-02",3.47
"797","2010-03-03",3.34
"798","2010-03-04",3.38
"799","2010-03-05",4.36
"800","2010-03-08",4.18
"801","2010-03-09",5.04
"802","2010-03-10",5.49
"803","2010-03-11",5.41
"804","2010-03-12",5.99
"805","2010-03-15",6.1
"806","2010-03-16",6.29
"807","2010-03-17",6.74
"808","2010-03-18",7.65
"809","2010-03-19",6.79
"810","2010-03-22",6.74
"811","2010-03-23",7.36
"812","2010-03-24",7.45
"813","2010-03-25",7.44
"814","2010-03-26",7.12
"815","2010-03-29",7.23
"816","2010-03-30",6.95
"817","2010-03-31",7.01
"818","2010-04-01",7.03
"819","2010-04-05",7.16
"820","2010-04-06",7.18
"821","2010-04-07",8.07
"822","2010-04-08",8.17
"823","2010-04-09",8.13
"824","2010-04-12",8.64
"825","2010-04-13",8.57
"826","2010-04-14",9
"827","2010-04-15",8.95
"828","2010-04-16",8.31
"829","2010-04-19",8.48
"830","2010-04-20",8.37
"831","2010-04-21",8.27
"832","2010-04-22",8.62
"833","2010-04-23",8.95
"834","2010-04-26",9.74
"835","2010-04-27",9.51
"836","2010-04-28",9.65
"837","2010-04-29",9.94
"838","2010-04-30",9.72
"839","2010-05-03",10.42
"840","2010-05-04",9.97
"841","2010-05-05",9.52
"842","2010-05-06",8.56
"843","2010-05-07",8.51
"844","2010-05-10",9.29
"845","2010-05-11",9.71
"846","2010-05-12",10.61
"847","2010-05-13",10.64
"848","2010-05-14",10.29
"849","2010-05-17",9.98
"850","2010-05-18",9.31
"851","2010-05-19",8.86
"852","2010-05-20",7.27
"853","2010-05-21",7.36
"854","2010-05-24",6.76
"855","2010-05-25",6.66
"856","2010-05-26",6.96
"857","2010-05-27",7.41
"858","2010-05-28",7.16
"859","2010-06-01",6.75
"860","2010-06-02",7.07
"861","2010-06-03",7.49
"862","2010-06-04",6.77
"863","2010-06-07",6.25
"864","2010-06-08",6.39
"865","2010-06-09",6.45
"866","2010-06-10",6.85
"867","2010-06-11",7.34
"868","2010-06-14",7.59
"869","2010-06-15",7.94
"870","2010-06-16",8.24
"871","2010-06-17",8.07
"872","2010-06-18",8.23
"873","2010-06-21",8.38
"874","2010-06-22",8.03
"875","2010-06-23",7.87
"876","2010-06-24",8
"877","2010-06-25",8.45
"878","2010-06-28",8.12
"879","2010-06-29",7.35
"880","2010-06-30",7.11
"881","2010-07-01",6.8
"882","2010-07-02",6.47
"883","2010-07-06",6.41
"884","2010-07-07",6.92
"885","2010-07-08",7.23
"886","2010-07-09",7.49
"887","2010-07-12",7.02
"888","2010-07-13",7.5
"889","2010-07-14",7.61
"890","2010-07-15",7.31
"891","2010-07-16",6.96
"892","2010-07-19",6.96
"893","2010-07-20",7.28
"894","2010-07-21",7.3
"895","2010-07-22",7.67
"896","2010-07-23",8.11
"897","2010-07-26",8.57
"898","2010-07-27",8.24
"899","2010-07-28",8.3
"900","2010-07-29",8.19
"901","2010-07-30",8.37
"902","2010-08-02",8.88
"903","2010-08-03",8.43
"904","2010-08-04",8.32
"905","2010-08-05",8.19
"906","2010-08-06",7.99
"907","2010-08-09",7.97
"908","2010-08-10",7.55
"909","2010-08-11",7.07
"910","2010-08-12",7
"911","2010-08-13",6.77
"912","2010-08-16",6.93
"913","2010-08-17",7.36
"914","2010-08-18",7.47
"915","2010-08-19",6.81
"916","2010-08-20",6.65
"917","2010-08-23",6.35
"918","2010-08-24",6.22
"919","2010-08-25",6.29
"920","2010-08-26",6.02
"921","2010-08-27",6.63
"922","2010-08-30",6.2
"923","2010-08-31",6.13
"924","2010-09-01",6.66
"925","2010-09-02",6.89
"926","2010-09-03",6.94
"927","2010-09-07",6.55
"928","2010-09-08",6.7
"929","2010-09-09",6.6
"930","2010-09-10",6.85
"931","2010-09-13",7.39
"932","2010-09-14",6.95
"933","2010-09-15",7.01
"934","2010-09-16",6.69
"935","2010-09-17",6.48
"936","2010-09-20",6.88
"937","2010-09-21",6.81
"938","2010-09-22",6.72
"939","2010-09-23",6.69
"940","2010-09-24",7.15
"941","2010-09-27",7.31
"942","2010-09-28",7.45
"943","2010-09-29",8.03
"944","2010-09-30",8.09
"945","2010-10-01",8.22
"946","2010-10-04",8
"947","2010-10-05",8.23
"948","2010-10-06",8.14
"949","2010-10-07",7.99
"950","2010-10-08",7.77
"951","2010-10-11",7.88
"952","2010-10-12",8.18
"953","2010-10-13",8.47
"954","2010-10-14",8.53
"955","2010-10-15",8.2
"956","2010-10-18",8.2
"957","2010-10-19",7.69
"958","2010-10-20",7.84
"959","2010-10-21",7.98
"960","2010-10-22",8.16
"961","2010-10-25",8.21
"962","2010-10-26",7.95
"963","2010-10-27",7.92
"964","2010-10-28",7.95
"965","2010-10-29",8.06
"966","2010-11-01",8.01
"967","2010-11-02",8.21
"968","2010-11-03",9.1
"969","2010-11-04",9.43
"970","2010-11-05",9.24
"971","2010-11-08",8.99
"972","2010-11-09",8.64
"973","2010-11-10",9.06
"974","2010-11-11",8.93
"975","2010-11-12",8.71
"976","2010-11-15",8.74
"977","2010-11-16",8.46
"978","2010-11-17",8.36
"979","2010-11-18",8.81
"980","2010-11-19",9.02
"981","2010-11-22",9.27
"982","2010-11-23",9.52
"983","2010-11-24",10.33
"984","2010-11-26",10.22
"985","2010-11-29",10.16
"986","2010-11-30",10.55
"987","2010-12-01",11.18
"988","2010-12-02",11.36
"989","2010-12-03",11.08
"990","2010-12-06",11.83
"991","2010-12-07",11.94
"992","2010-12-08",12.03
"993","2010-12-09",11.86
"994","2010-12-10",12.43
"995","2010-12-13",12.14
"996","2010-12-14",12.13
"997","2010-12-15",12.32
"998","2010-12-16",12.3
"999","2010-12-17",12.34
"1000","2010-12-20",12.54
"1001","2010-12-21",12.62
