"","date","DTEA"
"83","2015-10-01",15.7
"84","2015-10-02",16.85
"85","2015-10-05",17.040001
"86","2015-10-06",17.27
"87","2015-10-07",17.41
"88","2015-10-08",17.16
"89","2015-10-09",16.190001
"90","2015-10-12",16.09
"91","2015-10-13",15.83
"92","2015-10-14",15.61
"93","2015-10-15",15.51
"94","2015-10-16",15.93
"95","2015-10-19",16.26
"96","2015-10-20",16.15
"97","2015-10-21",15.85
"98","2015-10-22",16.110001
"99","2015-10-23",15.95
"100","2015-10-26",15.34
"101","2015-10-27",14.89
"102","2015-10-28",14.94
"103","2015-10-29",14.74
"104","2015-10-30",14.63
"105","2015-11-02",15.11
"106","2015-11-03",14.92
"107","2015-11-04",14.96
"108","2015-11-05",14.79
"109","2015-11-06",15.01
"110","2015-11-09",14.87
"111","2015-11-10",14.62
"112","2015-11-11",14.03
"113","2015-11-12",13.39
"114","2015-11-13",12.29
"115","2015-11-16",11.98
"116","2015-11-17",11.39
"117","2015-11-18",11.34
"118","2015-11-19",10.75
"119","2015-11-20",10.94
"120","2015-11-23",11.54
"121","2015-11-24",12.19
"122","2015-11-25",11.86
"123","2015-11-27",11.57
"124","2015-11-30",11.76
"125","2015-12-01",10.98
"126","2015-12-02",10.67
"127","2015-12-03",11.04
"128","2015-12-04",11.28
"129","2015-12-07",11.43
"130","2015-12-08",11.37
"131","2015-12-09",11.1
"132","2015-12-10",11.51
"133","2015-12-11",11.89
"134","2015-12-14",11.8
"135","2015-12-15",12.26
"136","2015-12-16",12
"137","2015-12-17",11.97
"138","2015-12-18",12.13
"139","2015-12-21",12.36
"140","2015-12-22",12.27
"141","2015-12-23",13.07
"142","2015-12-24",13.29
"143","2015-12-28",12.68
"144","2015-12-29",12.87
"145","2015-12-30",12.78
"146","2015-12-31",12.39
"147","2016-01-04",12.1
"148","2016-01-05",12.01
"149","2016-01-06",11.97
"150","2016-01-07",11.43
"151","2016-01-08",11.17
"152","2016-01-11",10.67
"153","2016-01-12",10.73
"154","2016-01-13",10.36
"155","2016-01-14",10.5
"156","2016-01-15",10.27
"157","2016-01-19",10.25
"158","2016-01-20",10.76
"159","2016-01-21",10.29
"160","2016-01-22",9.9
"161","2016-01-25",9.84
"162","2016-01-26",9.95
"163","2016-01-27",9.9
"164","2016-01-28",9.5
"165","2016-01-29",9.3
"166","2016-02-01",9.16
"167","2016-02-02",9.14
"168","2016-02-03",9.07
"169","2016-02-04",9.15
"170","2016-02-05",9.06
"171","2016-02-08",9.23
"172","2016-02-09",9.04
"173","2016-02-10",8.97
"174","2016-02-11",9.05
"175","2016-02-12",9.07
"176","2016-02-16",9.3
"177","2016-02-17",9.52
"178","2016-02-18",9.48
"179","2016-02-19",9.44
"180","2016-02-22",9.74
"181","2016-02-23",9.66
"182","2016-02-24",9.9
"183","2016-02-25",9.63
"184","2016-02-26",10.25
"185","2016-02-29",10.45
"186","2016-03-01",10.88
"187","2016-03-02",11.11
"188","2016-03-03",11.14
"189","2016-03-04",11.13
"190","2016-03-07",11.18
"191","2016-03-08",11.24
"192","2016-03-09",11.32
"193","2016-03-10",11.33
"194","2016-03-11",11.47
"195","2016-03-14",11.8
"196","2016-03-15",11.78
"197","2016-03-16",12.18
"198","2016-03-17",12.01
"199","2016-03-18",11.95
"200","2016-03-21",11.88
"201","2016-03-22",11.71
"202","2016-03-23",11.59
"203","2016-03-24",11.52
"204","2016-03-28",11.28
"205","2016-03-29",11.99
"206","2016-03-30",11.99
"207","2016-03-31",12.11
"208","2016-04-01",11.84
"209","2016-04-04",12
"210","2016-04-05",11.92
"211","2016-04-06",12.01
"212","2016-04-07",11.94
"213","2016-04-08",12.06
"214","2016-04-11",11.92
"215","2016-04-12",11.85
"216","2016-04-13",11.16
"217","2016-04-14",11.25
"218","2016-04-15",11.19
"219","2016-04-18",10.81
"220","2016-04-19",10.63
"221","2016-04-20",10.84
"222","2016-04-21",10.99
"223","2016-04-22",11.13
"224","2016-04-25",10.97
"225","2016-04-26",11.01
"226","2016-04-27",11.53
"227","2016-04-28",11.43
"228","2016-04-29",11.21
"229","2016-05-02",11.61
"230","2016-05-03",11.7
"231","2016-05-04",11.78
"232","2016-05-05",11.74
"233","2016-05-06",11.94
"234","2016-05-09",11.94
"235","2016-05-10",11.99
"236","2016-05-11",11.94
"237","2016-05-12",11.82
"238","2016-05-13",11.76
"239","2016-05-16",11.84
"240","2016-05-17",11.42
"241","2016-05-18",11.3
"242","2016-05-19",11.17
"243","2016-05-20",11.16
"244","2016-05-23",11.18
"245","2016-05-24",11.76
"246","2016-05-25",11.83
"247","2016-05-26",11.83
"248","2016-05-27",11.86
"249","2016-05-31",11.81
"250","2016-06-01",11.73
"251","2016-06-02",11.86
"252","2016-06-03",11.69
"253","2016-06-06",11.71
"254","2016-06-07",11.77
"255","2016-06-08",11.9
"256","2016-06-09",12.24
"257","2016-06-10",12.32
"258","2016-06-13",11.82
"259","2016-06-14",11.97
"260","2016-06-15",12.53
"261","2016-06-16",12.65
"262","2016-06-17",12.75
"263","2016-06-20",12.93
"264","2016-06-21",12.96
"265","2016-06-22",12.96
"266","2016-06-23",12.95
"267","2016-06-24",12.79
"268","2016-06-27",12.94
"269","2016-06-28",12.81
"270","2016-06-29",13.18
"271","2016-06-30",13.63
"272","2016-07-01",13.91
"273","2016-07-05",13.35
"274","2016-07-06",13.18
"275","2016-07-07",13.87
"276","2016-07-08",13.84
"277","2016-07-11",13.63
"278","2016-07-12",13.9
"279","2016-07-13",13.88
"280","2016-07-14",13.73
"281","2016-07-15",13.72
"282","2016-07-18",13.79
"283","2016-07-19",13.87
"284","2016-07-20",13.9
"285","2016-07-21",13.85
"286","2016-07-22",13.93
"287","2016-07-25",13.94
"288","2016-07-26",13.94
"289","2016-07-27",13.72
"290","2016-07-28",13.04
"291","2016-07-29",13.42
"292","2016-08-01",13.37
"293","2016-08-02",13.56
"294","2016-08-03",13.64
"295","2016-08-04",13.85
"296","2016-08-05",13.91
"297","2016-08-08",13.9
"298","2016-08-09",13.78
"299","2016-08-10",13.62
"300","2016-08-11",13.74
"301","2016-08-12",13.91
"302","2016-08-15",13.93
"303","2016-08-16",13.86
"304","2016-08-17",13.73
"305","2016-08-18",13.61
"306","2016-08-19",13.76
"307","2016-08-22",13.66
"308","2016-08-23",13.66
"309","2016-08-24",13.67
"310","2016-08-25",13.47
"311","2016-08-26",13.57
"312","2016-08-29",13.68
"313","2016-08-30",13.68
"314","2016-08-31",13.57
"315","2016-09-01",13.51
"316","2016-09-02",13.39
"317","2016-09-06",13.42
"318","2016-09-07",13.18
"319","2016-09-08",12.64
"320","2016-09-09",12.65
"321","2016-09-12",12.4
"322","2016-09-13",12.13
"323","2016-09-14",12.18
"324","2016-09-15",12.51
"325","2016-09-16",12.42
"326","2016-09-19",12.42
"327","2016-09-20",12.42
"328","2016-09-21",12.32
"329","2016-09-22",12.15
"330","2016-09-23",12.54
"331","2016-09-26",12.42
"332","2016-09-27",12.65
"333","2016-09-28",12.67
"334","2016-09-29",12.37
"335","2016-09-30",12.32
"336","2016-10-03",12.26
"337","2016-10-04",12.27
"338","2016-10-05",12.47
"339","2016-10-06",12.6
"340","2016-10-07",12.46
"341","2016-10-10",12.63
"342","2016-10-11",12.65
"343","2016-10-12",12.75
"344","2016-10-13",12.71
"345","2016-10-14",12.39
"346","2016-10-17",12.45
"347","2016-10-18",12.5
"348","2016-10-19",12.8
"349","2016-10-20",12.8
"350","2016-10-21",12.113
"351","2016-10-24",11.7
"352","2016-10-25",11.2
"353","2016-10-26",11.025
"354","2016-10-27",11
"355","2016-10-28",10.5
"356","2016-10-31",10.55
"357","2016-11-01",10.65
"358","2016-11-02",10.4
"359","2016-11-03",10.2
"360","2016-11-04",10.05
"361","2016-11-07",10.5
"362","2016-11-08",10.35
"363","2016-11-09",10.45
"364","2016-11-10",10.45
"365","2016-11-11",10.5
"366","2016-11-14",10.35
"367","2016-11-15",10.45
"368","2016-11-16",10.35
"369","2016-11-17",10.45
"370","2016-11-18",10.4
"371","2016-11-21",10.55
"372","2016-11-22",10.5
"373","2016-11-23",10.4
"374","2016-11-25",10.05
"375","2016-11-28",9.95
"376","2016-11-29",10
"377","2016-11-30",9.55
"378","2016-12-01",9.4
"379","2016-12-02",9.45
"380","2016-12-05",9.55
"381","2016-12-06",9.45
"382","2016-12-07",9.15
"383","2016-12-08",9.3
"384","2016-12-09",6.85
"385","2016-12-12",7.1
"386","2016-12-13",7.15
"387","2016-12-14",7.1
"388","2016-12-15",7.1
"389","2016-12-16",7.2
"390","2016-12-19",7.55
"391","2016-12-20",7.6
"392","2016-12-21",7.7
"393","2016-12-22",7.3
"394","2016-12-23",6.8
"395","2016-12-27",6.8
"396","2016-12-28",6.75
"397","2016-12-29",6.75
"398","2016-12-30",6.85
"399","2017-01-03",6.35
"400","2017-01-04",6.65
"401","2017-01-05",6.8
"402","2017-01-06",6.7
"403","2017-01-09",6.8
"404","2017-01-10",6.8
"405","2017-01-11",6.85
"406","2017-01-12",6.85
"407","2017-01-13",6.75
"408","2017-01-17",6.85
"409","2017-01-18",6.85
"410","2017-01-19",6.55
"411","2017-01-20",6.65
"412","2017-01-23",6.5
"413","2017-01-24",6.5
"414","2017-01-25",6.8
"415","2017-01-26",7
"416","2017-01-27",6.65
"417","2017-01-30",6.55
"418","2017-01-31",6.6
"419","2017-02-01",6.6
"420","2017-02-02",6.5
"421","2017-02-03",6.6
"422","2017-02-06",6.4
"423","2017-02-07",6.45
"424","2017-02-08",6.5
"425","2017-02-09",6.7
"426","2017-02-10",6.9
"427","2017-02-13",6.75
"428","2017-02-14",6.85
"429","2017-02-15",7.15
"430","2017-02-16",6.75
"431","2017-02-17",7.2
"432","2017-02-21",7
"433","2017-02-22",6.8
"434","2017-02-23",6.85
"435","2017-02-24",6.8
"436","2017-02-27",6.75
"437","2017-02-28",6.65
"438","2017-03-01",6.8
"439","2017-03-02",6.7
"440","2017-03-03",6.8
"441","2017-03-06",6.75
"442","2017-03-07",6.5
"443","2017-03-08",6.6
"444","2017-03-09",6.45
"445","2017-03-10",6.6
"446","2017-03-13",6.8
"447","2017-03-14",6.95
"448","2017-03-15",7.4
"449","2017-03-16",7.85
"450","2017-03-17",7.85
"451","2017-03-20",7.7
"452","2017-03-21",7.35
"453","2017-03-22",7.25
"454","2017-03-23",7.3
"455","2017-03-24",7.6
"456","2017-03-27",7.75
"457","2017-03-28",7.55
"458","2017-03-29",7.35
"459","2017-03-30",7.2
"460","2017-03-31",7.35
"461","2017-04-03",7.25
"462","2017-04-04",7.3
"463","2017-04-05",7.7
"464","2017-04-06",7.6
"465","2017-04-07",7.55
"466","2017-04-10",7.7
"467","2017-04-11",7.7
"468","2017-04-12",7.55
"469","2017-04-13",6.25
"470","2017-04-17",6.5
"471","2017-04-18",6.55
"472","2017-04-19",6.45
"473","2017-04-20",6.375
"474","2017-04-21",6.45
"475","2017-04-24",6.1
"476","2017-04-25",6.15
"477","2017-04-26",6.15
"478","2017-04-27",6.05
"479","2017-04-28",6.25
"480","2017-05-01",6.2
"481","2017-05-02",6.3
"482","2017-05-03",6.25
"483","2017-05-04",6.2
"484","2017-05-05",6.25
"485","2017-05-08",6.35
"486","2017-05-09",6.15
"487","2017-05-10",6.25
"488","2017-05-11",6.35
"489","2017-05-12",6.3
"490","2017-05-15",6.6
"491","2017-05-16",6.55
"492","2017-05-17",6.191
"493","2017-05-18",6.15
"494","2017-05-19",6.2
"495","2017-05-22",6.3
"496","2017-05-23",6.2
"497","2017-05-24",6.2
"498","2017-05-25",6.225
"499","2017-05-26",6.199
"500","2017-05-30",6.175
"501","2017-05-31",6.15
"502","2017-06-01",6.15
"503","2017-06-02",6.2
"504","2017-06-05",6.199
"505","2017-06-06",6.2
"506","2017-06-07",6.15
"507","2017-06-08",5.975
"508","2017-06-09",6.15
"509","2017-06-12",6.2
"510","2017-06-13",6.2
"511","2017-06-14",6.35
"512","2017-06-15",6.35
"513","2017-06-16",6.45
"514","2017-06-19",6.3
"515","2017-06-20",6.3
"516","2017-06-21",6.25
"517","2017-06-22",6.2
"518","2017-06-23",6.25
"519","2017-06-26",6.2
"520","2017-06-27",6.1
"521","2017-06-28",5.9
"522","2017-06-29",5.704
"523","2017-06-30",5.85
"524","2017-07-03",5.8
"525","2017-07-05",5.9
"526","2017-07-06",5.8
"527","2017-07-07",5.85
"528","2017-07-10",5.7
"529","2017-07-11",5.55
"530","2017-07-12",5.6
"531","2017-07-13",5.5
"532","2017-07-14",5.488
"533","2017-07-17",5.45
"534","2017-07-18",5.45
"535","2017-07-19",5.35
"536","2017-07-20",5.1
"537","2017-07-21",5.05
"538","2017-07-24",4.95
"539","2017-07-25",5.1
"540","2017-07-26",5
"541","2017-07-27",5.025
"542","2017-07-28",5.65
"543","2017-07-31",6
"544","2017-08-01",5.85
"545","2017-08-02",5.75
"546","2017-08-03",5.7
"547","2017-08-04",5.55
"548","2017-08-07",5.55
"549","2017-08-08",5.65
"550","2017-08-09",5.75
"551","2017-08-10",5.65
"552","2017-08-11",5.7
"553","2017-08-14",5.6
"554","2017-08-15",5.45
"555","2017-08-16",5.25
"556","2017-08-17",5.3
"557","2017-08-18",5.25
"558","2017-08-21",5.3
"559","2017-08-22",5
"560","2017-08-23",5
"561","2017-08-24",5.1
"562","2017-08-25",5.1
"563","2017-08-28",5.1
"564","2017-08-29",5.3
"565","2017-08-30",5.05
"566","2017-08-31",5.35
"567","2017-09-01",5.15
"568","2017-09-05",5
"569","2017-09-06",4.95
"570","2017-09-07",5.1
"571","2017-09-08",5.05
"572","2017-09-11",5.05
"573","2017-09-12",5
"574","2017-09-13",5.025
"575","2017-09-14",5.075
"576","2017-09-15",5.25
"577","2017-09-18",5.1
"578","2017-09-19",4.95
"579","2017-09-20",4.6
"580","2017-09-21",4.3
"581","2017-09-22",4.45
"582","2017-09-25",4.6
"583","2017-09-26",4.35
"584","2017-09-27",4.4
"585","2017-09-28",4.35
"586","2017-09-29",4.25
"587","2017-10-02",4.35
"588","2017-10-03",4.3
"589","2017-10-04",4.15
"590","2017-10-05",4.2
"591","2017-10-06",4.2
"592","2017-10-09",4.15
"593","2017-10-10",4.2
"594","2017-10-11",4.3
"595","2017-10-12",4.3
"596","2017-10-13",4.25
"597","2017-10-16",4.3
"598","2017-10-17",4.2
"599","2017-10-18",4.2
"600","2017-10-19",4.2
"601","2017-10-20",4.15
"602","2017-10-23",4.2
"603","2017-10-24",4.158
"604","2017-10-25",4.3
"605","2017-10-26",4.25
"606","2017-10-27",4.2
"607","2017-10-30",4.15
"608","2017-10-31",4.25
"609","2017-11-01",4.25
"610","2017-11-02",4.15
"611","2017-11-03",4.175
"612","2017-11-06",4.175
"613","2017-11-07",4.175
"614","2017-11-08",4.15
"615","2017-11-09",4.1
"616","2017-11-10",4.15
"617","2017-11-13",4.15
"618","2017-11-14",4.1
"619","2017-11-15",4.2
"620","2017-11-16",4.4
"621","2017-11-17",4.5
"622","2017-11-20",4.4
"623","2017-11-21",4.25
"624","2017-11-22",4.2
"625","2017-11-24",4.2
"626","2017-11-27",4.2
"627","2017-11-28",4.2
"628","2017-11-29",4.2
"629","2017-11-30",4.092
"630","2017-12-01",4.1
"631","2017-12-04",4.15
"632","2017-12-05",4.05
"633","2017-12-06",4.05
"634","2017-12-07",4.1
"635","2017-12-08",4.05
"636","2017-12-11",4.047
"637","2017-12-12",3.9
"638","2017-12-13",4.1
"639","2017-12-14",3.9
"640","2017-12-15",3.85
"641","2017-12-18",3.9
"642","2017-12-19",3.8
"643","2017-12-20",3.85
"644","2017-12-21",3.8
"645","2017-12-22",3.8
"646","2017-12-26",3.8
"647","2017-12-27",3.75
"648","2017-12-28",3.65
"649","2017-12-29",3.9
"650","2018-01-02",3.925
"651","2018-01-03",3.85
"652","2018-01-04",3.75
"653","2018-01-05",3.75
"654","2018-01-08",3.8
"655","2018-01-09",3.85
"656","2018-01-10",3.8
"657","2018-01-11",3.9
"658","2018-01-12",3.9
"659","2018-01-16",3.8
"660","2018-01-17",3.85
"661","2018-01-18",3.75
"662","2018-01-19",3.85
"663","2018-01-22",3.85
"664","2018-01-23",3.8
"665","2018-01-24",3.85
"666","2018-01-25",3.85
"667","2018-01-26",3.9
"668","2018-01-29",3.899
"669","2018-01-30",3.9
"670","2018-01-31",3.95
"671","2018-02-01",3.858
"672","2018-02-02",3.9
"673","2018-02-05",3.8
"674","2018-02-06",3.8
"675","2018-02-07",3.8
"676","2018-02-08",3.8
"677","2018-02-09",3.55
"678","2018-02-12",3.5
"679","2018-02-13",3.45
"680","2018-02-14",3.5
"681","2018-02-15",3.3
"682","2018-02-16",3.35
"683","2018-02-20",3.325
"684","2018-02-21",3.35
"685","2018-02-22",3.45
"686","2018-02-23",3.55
"687","2018-02-26",3.65
"688","2018-02-27",3.5
"689","2018-02-28",3.65
"690","2018-03-01",3.6
"691","2018-03-02",3.517
"692","2018-03-05",3.45
"693","2018-03-06",3.725
"694","2018-03-07",3.75
"695","2018-03-08",3.65
"696","2018-03-09",3.85
"697","2018-03-12",3.6
"698","2018-03-13",3.6
"699","2018-03-14",3.6
"700","2018-03-15",3.65
"701","2018-03-16",3.65
"702","2018-03-19",3.65
"703","2018-03-20",3.55
"704","2018-03-21",3.5
"705","2018-03-22",3.55
"706","2018-03-23",3.6
"707","2018-03-26",3.35
"708","2018-03-27",3.35
"709","2018-03-28",3.35
"710","2018-03-29",3.4
"711","2018-04-02",3.4
"712","2018-04-03",3.35
"713","2018-04-04",3.4
"714","2018-04-05",3.3
"715","2018-04-06",3.5
"716","2018-04-09",3.5
"717","2018-04-10",3.4
"718","2018-04-11",3.4
"719","2018-04-12",3.45
"720","2018-04-13",3.4
"721","2018-04-16",3.423
"722","2018-04-17",3.55
"723","2018-04-18",3.5
"724","2018-04-19",3.442
"725","2018-04-20",3.749
"726","2018-04-23",3.6
"727","2018-04-24",3.9
"728","2018-04-25",3.819
"729","2018-04-26",4.1
"730","2018-04-27",3.95
"731","2018-04-30",3.919
"732","2018-05-01",3.9
"733","2018-05-02",3.65
"734","2018-05-03",3.75
"735","2018-05-04",4
"736","2018-05-07",3.895
"737","2018-05-08",3.8
"738","2018-05-09",3.65
"739","2018-05-10",3.7
"740","2018-05-11",3.75
"741","2018-05-14",3.45
"742","2018-05-15",3.4
"743","2018-05-16",3.5
"744","2018-05-17",3.6
"745","2018-05-18",3.3
"746","2018-05-21",3.45
"747","2018-05-22",3.62
"748","2018-05-23",3.65
"749","2018-05-24",3.45
"750","2018-05-25",3.642
"751","2018-05-29",3.6
"752","2018-05-30",3.65
"753","2018-05-31",3.7
"754","2018-06-01",4.149
"755","2018-06-04",3.7
"756","2018-06-05",3.8
"757","2018-06-06",3.85
"758","2018-06-07",3.8
"759","2018-06-08",3.7
"760","2018-06-11",3.85
"761","2018-06-12",3.9
"762","2018-06-13",3.95
"763","2018-06-14",4.15
"764","2018-06-15",3.95
"765","2018-06-18",4.15
"766","2018-06-19",3.85
"767","2018-06-20",4
"768","2018-06-21",3.6
"769","2018-06-22",3.6
"770","2018-06-25",3.557
"771","2018-06-26",3.719
"772","2018-06-27",3.55
"773","2018-06-28",3.55
"774","2018-06-29",3.55
"775","2018-07-02",3.65
"776","2018-07-03",3.65
"777","2018-07-05",3.7
"778","2018-07-06",3.692
"779","2018-07-09",3.432
"780","2018-07-10",3.4
"781","2018-07-11",3.55
"782","2018-07-12",3.3
"783","2018-07-13",3.3
"784","2018-07-16",3.303
"785","2018-07-17",3.35
"786","2018-07-18",3.29
"787","2018-07-19",3.308
"788","2018-07-20",3.25
"789","2018-07-23",3.1
"790","2018-07-24",3.1
"791","2018-07-25",3.06
"792","2018-07-26",2.8
"793","2018-07-27",2.75
"794","2018-07-30",2.8
"795","2018-07-31",2.65
"796","2018-08-01",2.799
"797","2018-08-02",2.65
"798","2018-08-03",2.65
"799","2018-08-06",2.55
"800","2018-08-07",2.55
"801","2018-08-08",2.575
"802","2018-08-09",2.5
"803","2018-08-10",2.3
"804","2018-08-13",2.35
"805","2018-08-14",2.5
"806","2018-08-15",2.75
"807","2018-08-16",2.75
"808","2018-08-17",2.803
"809","2018-08-20",2.8
"810","2018-08-21",2.865
"811","2018-08-22",2.801
"812","2018-08-23",2.8
"813","2018-08-24",2.85
"814","2018-08-27",2.85
"815","2018-08-28",3
"816","2018-08-29",3.25
"817","2018-08-30",3.15
"818","2018-08-31",3.243
"819","2018-09-04",3.15
"820","2018-09-05",3.094
"821","2018-09-06",3.35
"822","2018-09-07",3.542
"823","2018-09-10",3.439
"824","2018-09-11",3.4
"825","2018-09-12",3.15
"826","2018-09-13",3.3
"827","2018-09-14",2.95
"828","2018-09-17",2.85
"829","2018-09-18",2.901
"830","2018-09-19",3
"831","2018-09-20",3.35
"832","2018-09-21",2.5
"833","2018-09-24",2.4
"834","2018-09-25",2.35
"835","2018-09-26",2.25
"836","2018-09-27",2.85
"837","2018-09-28",2.7
"838","2018-10-01",2.55
"839","2018-10-02",4.16
"840","2018-10-03",3.12
"841","2018-10-04",2.89
"842","2018-10-05",2.87
"843","2018-10-08",2.72
"844","2018-10-09",3.06
"845","2018-10-10",2.85
"846","2018-10-11",2.85
"847","2018-10-12",2.9
"848","2018-10-15",2.9
"849","2018-10-16",2.86
"850","2018-10-17",2.8
"851","2018-10-18",2.72
"852","2018-10-19",2.61
"853","2018-10-22",2.45
"854","2018-10-23",2.4
"855","2018-10-24",2.33
"856","2018-10-25",2.36
"857","2018-10-26",2.25
"858","2018-10-29",2.05
"859","2018-10-30",2.08
"860","2018-10-31",2.25
"861","2018-11-01",2.33
"862","2018-11-02",2.29
"863","2018-11-05",2.27
"864","2018-11-06",2.27
"865","2018-11-07",2.51
"866","2018-11-08",2.38
"867","2018-11-09",2.22
"868","2018-11-12",2.13
"869","2018-11-13",2.1
"870","2018-11-14",2.02
"871","2018-11-15",2.09
"872","2018-11-16",2.07
"873","2018-11-19",2.01
"874","2018-11-20",1.98
"875","2018-11-21",2
"876","2018-11-23",2.06
"877","2018-11-26",2.13
"878","2018-11-27",2.07
"879","2018-11-28",2.16
"880","2018-11-29",2.07
"881","2018-11-30",2.04
"882","2018-12-03",2.05
"883","2018-12-04",1.94
"884","2018-12-06",1.81
"885","2018-12-07",1.79
"886","2018-12-10",1.75
"887","2018-12-11",1.79
"888","2018-12-12",1.89
"889","2018-12-13",1.99
"890","2018-12-14",1.67
"891","2018-12-17",1.47
"892","2018-12-18",1.35
"893","2018-12-19",1.34
"894","2018-12-20",1.27
"895","2018-12-21",1.21
"896","2018-12-24",1.09
"897","2018-12-26",1.12
"898","2018-12-27",1.2
"899","2018-12-28",1.3
"900","2018-12-31",1.18
"901","2019-01-02",1.29
"902","2019-01-03",1.29
"903","2019-01-04",1.19
"904","2019-01-07",1.38
"905","2019-01-08",1.31
"906","2019-01-09",1.36
"907","2019-01-10",1.4
"908","2019-01-11",1.4
"909","2019-01-14",1.42
"910","2019-01-15",1.4
"911","2019-01-16",1.41
"912","2019-01-17",1.43
"913","2019-01-18",1.39
"914","2019-01-22",1.34
"915","2019-01-23",1.35
"916","2019-01-24",1.33
"917","2019-01-25",1.33
"918","2019-01-28",1.7
"919","2019-01-29",1.54
"920","2019-01-30",1.47
"921","2019-01-31",1.65
"922","2019-02-01",1.6
"923","2019-02-04",1.6
"924","2019-02-05",1.55
"925","2019-02-06",1.47
"926","2019-02-07",1.44
"927","2019-02-08",1.45
"928","2019-02-11",1.46
"929","2019-02-12",1.55
"930","2019-02-13",1.5
"931","2019-02-14",1.5
"932","2019-02-15",1.53
"933","2019-02-19",1.46
"934","2019-02-20",1.44
"935","2019-02-21",1.42
"936","2019-02-22",1.39
"937","2019-02-25",1.4
"938","2019-02-26",1.37
"939","2019-02-27",1.35
"940","2019-02-28",1.35
"941","2019-03-01",1.41
"942","2019-03-04",1.36
"943","2019-03-05",1.37
"944","2019-03-06",1.35
"945","2019-03-07",1.27
"946","2019-03-08",1.303
"947","2019-03-11",1.31
"948","2019-03-12",1.37
"949","2019-03-13",1.5
"950","2019-03-14",1.42
"951","2019-03-15",1.34
"952","2019-03-18",1.43
"953","2019-03-19",1.45
"954","2019-03-20",1.41
"955","2019-03-21",1.37
"956","2019-03-22",1.38
"957","2019-03-25",1.37
"958","2019-03-26",1.34
"959","2019-03-27",1.37
"960","2019-03-28",1.36
"961","2019-03-29",1.38
"962","2019-04-01",1.382
"963","2019-04-02",1.35
"964","2019-04-03",1.36
"965","2019-04-04",1.35
"966","2019-04-05",1.36
"967","2019-04-08",1.46
"968","2019-04-09",1.4
"969","2019-04-10",1.39
"970","2019-04-11",1.38
"971","2019-04-12",1.36
"972","2019-04-15",1.43
"973","2019-04-16",1.38
"974","2019-04-17",1.37
"975","2019-04-18",1.39
"976","2019-04-22",1.41
"977","2019-04-23",1.44
"978","2019-04-24",1.48
"979","2019-04-25",1.53
"980","2019-04-26",1.44
"981","2019-04-29",1.39
"982","2019-04-30",1.38
"983","2019-05-01",1.33
"984","2019-05-02",1.36
"985","2019-05-03",1.4
"986","2019-05-06",1.39
"987","2019-05-07",1.4
"988","2019-05-08",1.39
"989","2019-05-09",1.32
"990","2019-05-10",1.31
"991","2019-05-13",1.25
"992","2019-05-14",1.23
"993","2019-05-15",1.29
"994","2019-05-16",1.26
"995","2019-05-17",1.17
"996","2019-05-20",1.18
"997","2019-05-21",1.15
"998","2019-05-22",1.15
"999","2019-05-23",1.17
