"","date","ACOR"
"1","2007-01-03",15.61
"2","2007-01-04",15.35
"3","2007-01-05",15.45
"4","2007-01-08",15.6
"5","2007-01-09",15.91
"6","2007-01-10",16.17
"7","2007-01-11",16.17
"8","2007-01-12",16.940001
"9","2007-01-16",17.52
"10","2007-01-17",17.9
"11","2007-01-18",17.57
"12","2007-01-19",17.540001
"13","2007-01-22",17.440001
"14","2007-01-23",17.5
"15","2007-01-24",17.540001
"16","2007-01-25",17.200001
"17","2007-01-26",16.93
"18","2007-01-29",16.879999
"19","2007-01-30",17.34
"20","2007-01-31",17.290001
"21","2007-02-01",17.85
"22","2007-02-02",18.82
"23","2007-02-05",18.809999
"24","2007-02-06",19.129999
"25","2007-02-07",20.190001
"26","2007-02-08",21.440001
"27","2007-02-09",21.77
"28","2007-02-12",22.65
"29","2007-02-13",22.030001
"30","2007-02-14",22.129999
"31","2007-02-15",22.139999
"32","2007-02-16",24.030001
"33","2007-02-20",24.82
"34","2007-02-21",22.610001
"35","2007-02-22",22.549999
"36","2007-02-23",24.17
"37","2007-02-26",24
"38","2007-02-27",21.93
"39","2007-02-28",21.709999
"40","2007-03-01",20.780001
"41","2007-03-02",19.27
"42","2007-03-05",18.9
"43","2007-03-06",19.190001
"44","2007-03-07",19.83
"45","2007-03-08",19.879999
"46","2007-03-09",19.77
"47","2007-03-12",19.43
"48","2007-03-13",18.33
"49","2007-03-14",17.74
"50","2007-03-15",17.469999
"51","2007-03-16",17.43
"52","2007-03-19",18.92
"53","2007-03-20",19.040001
"54","2007-03-21",19.6
"55","2007-03-22",19.700001
"56","2007-03-23",19.780001
"57","2007-03-26",19.41
"58","2007-03-27",19.02
"59","2007-03-28",18.690001
"60","2007-03-29",18.879999
"61","2007-03-30",19.42
"62","2007-04-02",19.26
"63","2007-04-03",20
"64","2007-04-04",20.76
"65","2007-04-05",21.440001
"66","2007-04-09",22.49
"67","2007-04-10",20.629999
"68","2007-04-11",21.190001
"69","2007-04-12",23.74
"70","2007-04-13",23.540001
"71","2007-04-16",23.82
"72","2007-04-17",23.77
"73","2007-04-18",23.440001
"74","2007-04-19",23.57
"75","2007-04-20",23.700001
"76","2007-04-23",23.92
"77","2007-04-24",23.959999
"78","2007-04-25",24.23
"79","2007-04-26",24.83
"80","2007-04-27",24.57
"81","2007-04-30",24.780001
"82","2007-05-01",24.99
"83","2007-05-02",24.99
"84","2007-05-03",25.200001
"85","2007-05-04",25.129999
"86","2007-05-07",25.57
"87","2007-05-08",25.290001
"88","2007-05-09",25.110001
"89","2007-05-10",23.709999
"90","2007-05-11",23.969999
"91","2007-05-14",22.879999
"92","2007-05-15",22.24
"93","2007-05-16",22.57
"94","2007-05-17",22.02
"95","2007-05-18",22.67
"96","2007-05-21",24.120001
"97","2007-05-22",24.379999
"98","2007-05-23",23.700001
"99","2007-05-24",22.25
"100","2007-05-25",20.950001
"101","2007-05-29",20.5
"102","2007-05-30",20.33
"103","2007-05-31",19.9
"104","2007-06-01",19.700001
"105","2007-06-04",19.139999
"106","2007-06-05",19.790001
"107","2007-06-06",20.15
"108","2007-06-07",18.950001
"109","2007-06-08",18.389999
"110","2007-06-11",18.23
"111","2007-06-12",17.629999
"112","2007-06-13",18.450001
"113","2007-06-14",18.5
"114","2007-06-15",18.42
"115","2007-06-18",18.440001
"116","2007-06-19",18.620001
"117","2007-06-20",18.299999
"118","2007-06-21",17.68
"119","2007-06-22",17.459999
"120","2007-06-25",16.98
"121","2007-06-26",16.91
"122","2007-06-27",17.52
"123","2007-06-28",17.440001
"124","2007-06-29",17.059999
"125","2007-07-02",18.379999
"126","2007-07-03",18.690001
"127","2007-07-05",19.280001
"128","2007-07-06",19.52
"129","2007-07-09",19.15
"130","2007-07-10",18.74
"131","2007-07-11",18.33
"132","2007-07-12",19.629999
"133","2007-07-13",20.700001
"134","2007-07-16",20.4
"135","2007-07-17",21.309999
"136","2007-07-18",20.84
"137","2007-07-19",21.01
"138","2007-07-20",20.02
"139","2007-07-23",19.190001
"140","2007-07-24",18.41
"141","2007-07-25",18.110001
"142","2007-07-26",17.809999
"143","2007-07-27",18.16
"144","2007-07-30",17.77
"145","2007-07-31",16.780001
"146","2007-08-01",16.68
"147","2007-08-02",16.719999
"148","2007-08-03",17.1
"149","2007-08-06",18.209999
"150","2007-08-07",18.030001
"151","2007-08-08",18.200001
"152","2007-08-09",17.52
"153","2007-08-10",17.16
"154","2007-08-13",16.49
"155","2007-08-14",17.389999
"156","2007-08-15",16.959999
"157","2007-08-16",16.969999
"158","2007-08-17",17.68
"159","2007-08-20",18.65
"160","2007-08-21",19.290001
"161","2007-08-22",19.4
"162","2007-08-23",19.129999
"163","2007-08-24",19.440001
"164","2007-08-27",19.07
"165","2007-08-28",18.02
"166","2007-08-29",18.790001
"167","2007-08-30",17.98
"168","2007-08-31",17.99
"169","2007-09-04",18.139999
"170","2007-09-05",17.379999
"171","2007-09-06",17.32
"172","2007-09-07",16.629999
"173","2007-09-10",16.040001
"174","2007-09-11",15.99
"175","2007-09-12",15.98
"176","2007-09-13",16.610001
"177","2007-09-14",17.299999
"178","2007-09-17",16.66
"179","2007-09-18",17.51
"180","2007-09-19",18.26
"181","2007-09-20",18
"182","2007-09-21",18.290001
"183","2007-09-24",18.129999
"184","2007-09-25",18.24
"185","2007-09-26",18.98
"186","2007-09-27",18.74
"187","2007-09-28",18.35
"188","2007-10-01",19.25
"189","2007-10-02",19.889999
"190","2007-10-03",20.440001
"191","2007-10-04",20.809999
"192","2007-10-05",21.35
"193","2007-10-08",21.4
"194","2007-10-09",21.41
"195","2007-10-10",21.52
"196","2007-10-11",20.690001
"197","2007-10-12",19.99
"198","2007-10-15",19.92
"199","2007-10-16",20.42
"200","2007-10-17",20.530001
"201","2007-10-18",19.879999
"202","2007-10-19",18.940001
"203","2007-10-22",20.25
"204","2007-10-23",20.5
"205","2007-10-24",20.540001
"206","2007-10-25",20.5
"207","2007-10-26",20.540001
"208","2007-10-29",21.290001
"209","2007-10-30",20.120001
"210","2007-10-31",20.27
"211","2007-11-01",19.700001
"212","2007-11-02",20.32
"213","2007-11-05",20.379999
"214","2007-11-06",20.440001
"215","2007-11-07",18.959999
"216","2007-11-08",19.52
"217","2007-11-09",18.57
"218","2007-11-12",18.370001
"219","2007-11-13",18.469999
"220","2007-11-14",18.24
"221","2007-11-15",18.01
"222","2007-11-16",18.120001
"223","2007-11-19",17.92
"224","2007-11-20",17.799999
"225","2007-11-21",17.5
"226","2007-11-23",17.209999
