"","date","LIN"
"1","2007-01-03",59.779999
"2","2007-01-04",58.849998
"3","2007-01-05",58.990002
"4","2007-01-08",59.27
"5","2007-01-09",59.900002
"6","2007-01-10",60.220001
"7","2007-01-11",61.060001
"8","2007-01-12",61.57
"9","2007-01-16",61.490002
"10","2007-01-17",61.650002
"11","2007-01-18",61.959999
"12","2007-01-19",61.700001
"13","2007-01-22",61.43
"14","2007-01-23",61.91
"15","2007-01-24",63.18
"16","2007-01-25",62.290001
"17","2007-01-26",62.349998
"18","2007-01-29",62.25
"19","2007-01-30",62.380001
"20","2007-01-31",63.060001
"21","2007-02-01",63.5
"22","2007-02-02",63.23
"23","2007-02-05",63.099998
"24","2007-02-06",63.130001
"25","2007-02-07",63.400002
"26","2007-02-08",62.77
"27","2007-02-09",63.630001
"28","2007-02-12",63.669998
"29","2007-02-13",64.059998
"30","2007-02-14",64.029999
"31","2007-02-15",63.900002
"32","2007-02-16",64.269997
"33","2007-02-20",64.830002
"34","2007-02-21",64.730003
"35","2007-02-22",64.43
"36","2007-02-23",64.730003
"37","2007-02-26",64.239998
"38","2007-02-27",61.470001
"39","2007-02-28",61.689999
"40","2007-03-01",61.32
"41","2007-03-02",60.560001
"42","2007-03-05",60
"43","2007-03-06",60.93
"44","2007-03-07",59.68
"45","2007-03-08",60.970001
"46","2007-03-09",61.389999
"47","2007-03-12",61.5
"48","2007-03-13",60.060001
"49","2007-03-14",60.77
"50","2007-03-15",61.209999
"51","2007-03-16",60.580002
"52","2007-03-19",61.580002
"53","2007-03-20",63.009998
"54","2007-03-21",63.799999
"55","2007-03-22",63.689999
"56","2007-03-23",64.07
"57","2007-03-26",64.449997
"58","2007-03-27",63.77
"59","2007-03-28",62.84
"60","2007-03-29",62.919998
"61","2007-03-30",62.959999
"62","2007-04-02",62.959999
"63","2007-04-03",63.32
"64","2007-04-04",63.389999
"65","2007-04-05",63.48
"66","2007-04-09",63.720001
"67","2007-04-10",63.23
"68","2007-04-11",62.689999
"69","2007-04-12",63.330002
"70","2007-04-13",63.139999
"71","2007-04-16",63.970001
"72","2007-04-17",63.869999
"73","2007-04-18",63.830002
"74","2007-04-19",63.619999
"75","2007-04-20",63.959999
"76","2007-04-23",64.309998
"77","2007-04-24",64.599998
"78","2007-04-25",65.940002
"79","2007-04-26",66.199997
"80","2007-04-27",65.639999
"81","2007-04-30",64.550003
"82","2007-05-01",65.220001
"83","2007-05-02",66.25
"84","2007-05-03",66.050003
"85","2007-05-04",66.279999
"86","2007-05-07",66.410004
"87","2007-05-08",66.199997
"88","2007-05-09",67.150002
"89","2007-05-10",66.139999
"90","2007-05-11",66.209999
"91","2007-05-14",65.849998
"92","2007-05-15",66.75
"93","2007-05-16",67.699997
"94","2007-05-17",68.330002
"95","2007-05-18",69.209999
"96","2007-05-21",68.919998
"97","2007-05-22",69.370003
"98","2007-05-23",69.199997
"99","2007-05-24",68.230003
"100","2007-05-25",68.839996
"101","2007-05-29",67.790001
"102","2007-05-30",68.190002
"103","2007-05-31",68.089996
"104","2007-06-01",68.959999
"105","2007-06-04",69.349998
"106","2007-06-05",69.68
"107","2007-06-06",69.25
"108","2007-06-07",68.480003
"109","2007-06-08",69.449997
"110","2007-06-11",69.379997
"111","2007-06-12",68.760002
"112","2007-06-13",70.959999
"113","2007-06-14",70.949997
"114","2007-06-15",71.959999
"115","2007-06-18",72.25
"116","2007-06-19",72.800003
"117","2007-06-20",72.940002
"118","2007-06-21",73.800003
"119","2007-06-22",73.400002
"120","2007-06-25",72.669998
"121","2007-06-26",72.160004
"122","2007-06-27",72.199997
"123","2007-06-28",72.150002
"124","2007-06-29",71.989998
"125","2007-07-02",72.910004
"126","2007-07-03",73.129997
"127","2007-07-05",73.150002
