"","date","NVST"
"107","2020-02-20",27.65
"108","2020-02-21",27.52
"109","2020-02-24",27.299999
"110","2020-02-25",26.5
"111","2020-02-26",26.5
"112","2020-02-27",26.059999
"113","2020-02-28",25.379999
"114","2020-03-02",25.629999
"115","2020-03-03",24.82
"116","2020-03-04",24.709999
"117","2020-03-05",22.780001
"118","2020-03-06",22.48
"119","2020-03-09",20.129999
"120","2020-03-10",21.1
"121","2020-03-11",19.93
"122","2020-03-12",18.209999
"123","2020-03-13",18.98
"124","2020-03-16",17.040001
"125","2020-03-17",15.78
"126","2020-03-18",12.12
"127","2020-03-19",12.06
"128","2020-03-20",11.94
"129","2020-03-23",11.91
"130","2020-03-24",13.54
"131","2020-03-25",13.95
"132","2020-03-26",15.51
"133","2020-03-27",14.85
"134","2020-03-30",15.09
"135","2020-03-31",14.94
"136","2020-04-01",14.33
"137","2020-04-02",14.24
"138","2020-04-03",12.98
"139","2020-04-06",14.32
"140","2020-04-07",15.05
"141","2020-04-08",16.4
"142","2020-04-09",17.540001
"143","2020-04-13",16.780001
"144","2020-04-14",17.719999
"145","2020-04-15",16.969999
"146","2020-04-16",16.110001
"147","2020-04-17",17.42
"148","2020-04-20",17.35
"149","2020-04-21",16.9
"150","2020-04-22",17.370001
"151","2020-04-23",16.780001
"152","2020-04-24",17.540001
"153","2020-04-27",18.620001
"154","2020-04-28",18.530001
"155","2020-04-29",19.620001
"156","2020-04-30",19.469999
"157","2020-05-01",18.84
"158","2020-05-04",18.83
"159","2020-05-05",19.02
"160","2020-05-06",18.42
"161","2020-05-07",18.24
"162","2020-05-08",17.67
"163","2020-05-11",17.450001
"164","2020-05-12",15.97
"165","2020-05-13",15.75
"166","2020-05-14",15.92
"167","2020-05-15",15.9
"168","2020-05-18",15.86
"169","2020-05-19",17.459999
"170","2020-05-20",18.559999
"171","2020-05-21",18.700001
"172","2020-05-22",18.969999
"173","2020-05-26",19.9
"174","2020-05-27",21.27
"175","2020-05-28",20.940001
"176","2020-05-29",21.139999
"177","2020-06-01",21.450001
"178","2020-06-02",21.540001
"179","2020-06-03",21.879999
"180","2020-06-04",22.35
"181","2020-06-05",23.35
"182","2020-06-08",24.5
"183","2020-06-09",22.389999
"184","2020-06-10",21.34
"185","2020-06-11",19.32
"186","2020-06-12",19.540001
"187","2020-06-15",20.870001
"188","2020-06-16",20.639999
"189","2020-06-17",20.700001
"190","2020-06-18",20.879999
"191","2020-06-19",20.73
"192","2020-06-22",20.219999
"193","2020-06-23",21.26
"194","2020-06-24",19.98
"195","2020-06-25",19.879999
"196","2020-06-26",19.74
"197","2020-06-29",20.5
"198","2020-06-30",21.09
"199","2020-07-01",21.33
"200","2020-07-02",21.4
"201","2020-07-06",21.799999
"202","2020-07-07",21.059999
"203","2020-07-08",20.280001
"204","2020-07-09",19.709999
"205","2020-07-10",20.190001
"206","2020-07-13",20.27
"207","2020-07-14",20.83
"208","2020-07-15",21.85
"209","2020-07-16",21.809999
"210","2020-07-17",21.91
"211","2020-07-20",21.290001
"212","2020-07-21",21.49
"213","2020-07-22",22.33
"214","2020-07-23",22.549999
"215","2020-07-24",22.24
"216","2020-07-27",22.26
"217","2020-07-28",21.940001
"218","2020-07-29",22.74
"219","2020-07-30",22.59
"220","2020-07-31",21.870001
"221","2020-08-03",22.129999
"222","2020-08-04",22.84
"223","2020-08-05",23.01
"224","2020-08-06",22.709999
"225","2020-08-07",23.370001
"226","2020-08-10",22.879999
"227","2020-08-11",23.139999
"228","2020-08-12",23.32
"229","2020-08-13",24.1
"230","2020-08-14",23.85
"231","2020-08-17",23.75
"232","2020-08-18",23.68
"233","2020-08-19",23.42
"234","2020-08-20",22.73
"235","2020-08-21",22.76
"236","2020-08-24",23.280001
"237","2020-08-25",23.549999
"238","2020-08-26",23.219999
"239","2020-08-27",23.549999
"240","2020-08-28",23.93
"241","2020-08-31",23.99
"242","2020-09-01",24.030001
"243","2020-09-02",24.68
"244","2020-09-03",24.200001
"245","2020-09-04",23.889999
"246","2020-09-08",23.4
"247","2020-09-09",24.360001
"248","2020-09-10",24.860001
"249","2020-09-11",24.99
"250","2020-09-14",25.790001
"251","2020-09-15",26.07
"252","2020-09-16",25.540001
"253","2020-09-17",25.639999
"254","2020-09-18",24.389999
"255","2020-09-21",23.48
"256","2020-09-22",23.68
"257","2020-09-23",22.82
"258","2020-09-24",23.219999
"259","2020-09-25",23.879999
"260","2020-09-28",24.450001
"261","2020-09-29",24.35
"262","2020-09-30",24.68
"263","2020-10-01",24.49
"264","2020-10-02",24.57
"265","2020-10-05",25.25
"266","2020-10-06",25.35
"267","2020-10-07",26.129999
"268","2020-10-08",26.639999
"269","2020-10-09",26.530001
"270","2020-10-12",26.82
"271","2020-10-13",25.780001
"272","2020-10-14",25.99
"273","2020-10-15",26.26
"274","2020-10-16",26.889999
"275","2020-10-19",26.15
"276","2020-10-20",26.17
"277","2020-10-21",26.35
"278","2020-10-22",27.559999
"279","2020-10-23",27.639999
"280","2020-10-26",26.389999
"281","2020-10-27",26.049999
"282","2020-10-28",24.5
"283","2020-10-29",24.93
"284","2020-10-30",26.42
"285","2020-11-02",27.02
"286","2020-11-03",26.93
"287","2020-11-04",26.76
"288","2020-11-05",27.59
"289","2020-11-06",27.309999
"290","2020-11-09",29.620001
"291","2020-11-10",30.24
"292","2020-11-11",29.52
"293","2020-11-12",29.200001
"294","2020-11-13",29.780001
"295","2020-11-16",29.110001
"296","2020-11-17",28.76
"297","2020-11-18",28.66
"298","2020-11-19",29.07
"299","2020-11-20",28.98
"300","2020-11-23",29.23
"301","2020-11-24",29.49
"302","2020-11-25",29.120001
"303","2020-11-27",29.51
