"","date","ASUR"
"1","2007-01-03",10
"2","2007-01-04",10.2
"3","2007-01-05",12.333333
"4","2007-01-08",11.066667
"5","2007-01-09",11.8
"6","2007-01-10",11.466666
"7","2007-01-11",11.333333
"8","2007-01-12",11.2
"9","2007-01-16",10.2
"10","2007-01-17",10.533334
"11","2007-01-18",9.266666
"12","2007-01-19",9.133333
"13","2007-01-22",9.333333
"14","2007-01-23",8.866667
"15","2007-01-24",9.4
"16","2007-01-25",8.866667
"17","2007-01-26",8.466666
"18","2007-01-29",8.8
"19","2007-01-30",8.733334
"20","2007-01-31",8.333333
"21","2007-02-01",8.6
"22","2007-02-02",8.866667
"23","2007-02-05",10.266666
"24","2007-02-06",9.933333
"25","2007-02-07",9.866667
"26","2007-02-08",9.533334
"27","2007-02-09",8.866667
"28","2007-02-12",9.066667
"29","2007-02-13",8.666667
"30","2007-02-14",8.866667
"31","2007-02-15",9.333333
"32","2007-02-16",9.733334
"33","2007-02-20",10.066667
"34","2007-02-21",10.2
"35","2007-02-22",9.866667
"36","2007-02-23",9.866667
"37","2007-02-26",9.533334
"38","2007-02-27",8.6
"39","2007-02-28",8.533334
"40","2007-03-01",8.133333
"41","2007-03-02",7.666667
"42","2007-03-05",7.466667
"43","2007-03-06",7.6
"44","2007-03-07",7.066667
"45","2007-03-08",7.2
"46","2007-03-09",7.333333
"47","2007-03-12",7.4
"48","2007-03-13",7.133333
"49","2007-03-14",7.066667
"50","2007-03-15",7
"51","2007-03-16",6.4
"52","2007-03-19",6.466667
"53","2007-03-20",5.733333
"54","2007-03-21",5.6
"55","2007-03-22",6.4
"56","2007-03-23",7
"57","2007-03-26",7.133333
"58","2007-03-27",6.8
"59","2007-03-28",6.6
"60","2007-03-29",6.6
"61","2007-03-30",6.8
"62","2007-04-02",6.866667
"63","2007-04-03",6.6
"64","2007-04-04",6.733333
"65","2007-04-05",6.8
"66","2007-04-09",7.4
"67","2007-04-10",8
"68","2007-04-11",7.933333
"69","2007-04-12",7.8
"70","2007-04-13",7.8
"71","2007-04-16",7.866667
"72","2007-04-17",8.8
"73","2007-04-18",8.2
"74","2007-04-19",8.133333
"75","2007-04-20",8.066667
"76","2007-04-23",8.333333
"77","2007-04-24",8.266666
"78","2007-04-25",8.066667
"79","2007-04-26",9.266666
"80","2007-04-27",8.4
"81","2007-04-30",8
"82","2007-05-01",7.933333
"83","2007-05-02",8.2
"84","2007-05-03",7.866667
"85","2007-05-04",8
"86","2007-05-07",7.933333
"87","2007-05-08",7.666667
"88","2007-05-09",7.466667
"89","2007-05-10",7.533333
"90","2007-05-11",7.733333
"91","2007-05-14",7.866667
"92","2007-05-15",7.6
"93","2007-05-16",7.666667
"94","2007-05-17",7.533333
"95","2007-05-18",8.6
"96","2007-05-21",8.466666
"97","2007-05-22",6.2
"98","2007-05-23",6.6
"99","2007-05-24",6.266667
"100","2007-05-25",6.666667
"101","2007-05-29",6.4
"102","2007-05-30",7.2
"103","2007-05-31",7.133333
"104","2007-06-01",7.266667
"105","2007-06-04",6.933333
"106","2007-06-05",6.933333
"107","2007-06-06",6.866667
"108","2007-06-07",6.666667
"109","2007-06-08",6.666667
"110","2007-06-11",6.733333
"111","2007-06-12",6.466667
"112","2007-06-13",6.4
"113","2007-06-14",6.333333
"114","2007-06-15",6.666667
"115","2007-06-18",6.4
"116","2007-06-19",6.4
"117","2007-06-20",6.466667
"118","2007-06-21",6.733333
"119","2007-06-22",6.466667
"120","2007-06-25",6.266667
"121","2007-06-26",6
"122","2007-06-27",6.266667
"123","2007-06-28",6.133333
"124","2007-06-29",6.2
"125","2007-07-02",6.666667
"126","2007-07-03",6.533333
"127","2007-07-05",6.533333
"128","2007-07-06",6.733333
"129","2007-07-09",6.8
"130","2007-07-10",6.733333
"131","2007-07-11",6.8
"132","2007-07-12",6.6
"133","2007-07-13",6.666667
"134","2007-07-16",6.533333
"135","2007-07-17",6.333333
"136","2007-07-18",6.333333
"137","2007-07-19",6.333333
"138","2007-07-20",6.4
"139","2007-07-23",6.266667
"140","2007-07-24",6.2
"141","2007-07-25",6.066667
"142","2007-07-26",5.8
"143","2007-07-27",5.666667
"144","2007-07-30",5.466667
"145","2007-07-31",5.6
"146","2007-08-01",5.466667
"147","2007-08-02",5.333333
"148","2007-08-03",5.2
"149","2007-08-06",4.733333
"150","2007-08-07",4.533333
"151","2007-08-08",4.8
"152","2007-08-09",5.133333
"153","2007-08-10",5.2
"154","2007-08-13",5.2
"155","2007-08-14",5.333333
"156","2007-08-15",5.066667
"157","2007-08-16",4.866667
"158","2007-08-17",4.933333
"159","2007-08-20",5.066667
"160","2007-08-21",5.133333
"161","2007-08-22",5.333333
"162","2007-08-23",5.333333
"163","2007-08-24",5.466667
"164","2007-08-27",5.333333
"165","2007-08-28",5.466667
"166","2007-08-29",5.4
"167","2007-08-30",5.533333
"168","2007-08-31",5.6
"169","2007-09-04",5.133333
"170","2007-09-05",5.133333
"171","2007-09-06",4.933333
"172","2007-09-07",4.666667
"173","2007-09-10",4.666667
"174","2007-09-11",4.733333
"175","2007-09-12",4.666667
"176","2007-09-13",5.333333
"177","2007-09-14",5.066667
"178","2007-09-17",5.133333
"179","2007-09-18",4.8
"180","2007-09-19",5.133333
"181","2007-09-20",5.133333
"182","2007-09-21",5.133333
"183","2007-09-24",5.333333
"184","2007-09-25",5.333333
"185","2007-09-26",5.4
"186","2007-09-27",5.866667
"187","2007-09-28",5.933333
"188","2007-10-01",6.733333
"189","2007-10-02",7.333333
"190","2007-10-03",7.6
"191","2007-10-04",8.533334
"192","2007-10-05",8
"193","2007-10-08",9.2
"194","2007-10-09",9.333333
"195","2007-10-10",8.733334
"196","2007-10-11",8.933333
"197","2007-10-12",8.733334
"198","2007-10-15",9.133333
"199","2007-10-16",9.133333
"200","2007-10-17",9
"201","2007-10-18",9.066667
"202","2007-10-19",8.8
"203","2007-10-22",8.666667
"204","2007-10-23",9.266666
"205","2007-10-24",8.933333
"206","2007-10-25",9.133333
"207","2007-10-26",8.866667
"208","2007-10-29",9.066667
"209","2007-10-30",8.8
"210","2007-10-31",9.133333
"211","2007-11-01",8.933333
"212","2007-11-02",8.933333
"213","2007-11-05",8.933333
"214","2007-11-06",9.066667
"215","2007-11-07",9.2
"216","2007-11-08",9.2
"217","2007-11-09",8.666667
"218","2007-11-12",9.133333
"219","2007-11-13",8.866667
"220","2007-11-14",9.2
"221","2007-11-15",8.866667
"222","2007-11-16",9.133333
"223","2007-11-19",8.933333
"224","2007-11-20",9
"225","2007-11-21",9
"226","2007-11-23",9.066667
"227","2007-11-26",8.933333
"228","2007-11-27",9
"229","2007-11-28",8.8
"230","2007-11-29",9
"231","2007-11-30",8.933333
"232","2007-12-03",8.8
"233","2007-12-04",8.8
"234","2007-12-05",8.6
"235","2007-12-06",8.4
"236","2007-12-07",8.533334
"237","2007-12-10",8.6
"238","2007-12-11",8.866667
"239","2007-12-12",8.733334
"240","2007-12-13",8.666667
"241","2007-12-14",7.333333
"242","2007-12-17",6.866667
"243","2007-12-18",6.2
"244","2007-12-19",5.466667
"245","2007-12-20",5.466667
"246","2007-12-21",5.466667
"247","2007-12-24",5
"248","2007-12-26",5.066667
"249","2007-12-27",5.466667
"250","2007-12-28",5.266667
"251","2007-12-31",5.066667
"252","2008-01-02",5.866667
"253","2008-01-03",5.6
"254","2008-01-04",5.666667
"255","2008-01-07",5.466667
"256","2008-01-08",5.666667
"257","2008-01-09",5.266667
"258","2008-01-10",5.333333
"259","2008-01-11",5.4
"260","2008-01-14",5.333333
"261","2008-01-15",5.333333
"262","2008-01-16",5.066667
"263","2008-01-17",5
"264","2008-01-18",4.8
"265","2008-01-22",4.866667
"266","2008-01-23",4.666667
"267","2008-01-24",4.6
"268","2008-01-25",4.733333
"269","2008-01-28",4.533333
"270","2008-01-29",4.533333
"271","2008-01-30",4.533333
"272","2008-01-31",4.6
"273","2008-02-01",4.533333
"274","2008-02-04",4.666667
"275","2008-02-05",4.533333
"276","2008-02-06",4.733333
"277","2008-02-07",4.533333
"278","2008-02-08",4.733333
"279","2008-02-11",4.466667
"280","2008-02-12",4.333333
"281","2008-02-13",4.466667
"282","2008-02-14",4.533333
"283","2008-02-15",4.466667
"284","2008-02-19",4.466667
"285","2008-02-20",4.6
"286","2008-02-21",4.533333
"287","2008-02-22",4.533333
"288","2008-02-25",4.666667
"289","2008-02-26",4.733333
"290","2008-02-27",4.866667
"291","2008-02-28",5.266667
"292","2008-02-29",5.333333
"293","2008-03-03",5.066667
"294","2008-03-04",4.866667
"295","2008-03-05",4.733333
"296","2008-03-06",4.6
"297","2008-03-07",4.733333
"298","2008-03-10",4.8
"299","2008-03-11",4.8
"300","2008-03-12",4.8
"301","2008-03-13",4.666667
"302","2008-03-14",4.466667
"303","2008-03-17",4.2
"304","2008-03-18",4.133333
"305","2008-03-19",3.8
"306","2008-03-20",3.4
"307","2008-03-24",3.333333
"308","2008-03-25",3.466667
"309","2008-03-26",3.266667
"310","2008-03-27",3.333333
"311","2008-03-28",3.533333
"312","2008-03-31",3.466667
"313","2008-04-01",3.4
"314","2008-04-02",3.4
"315","2008-04-03",3.2
"316","2008-04-04",3.666667
"317","2008-04-07",3.866667
"318","2008-04-08",3.733333
"319","2008-04-09",4.133333
"320","2008-04-10",4.066667
"321","2008-04-11",4.066667
"322","2008-04-14",4
"323","2008-04-15",3.6
"324","2008-04-16",3.933333
"325","2008-04-17",3.533333
"326","2008-04-18",3.2
"327","2008-04-21",3.2
"328","2008-04-22",3.333333
"329","2008-04-23",3.2
"330","2008-04-24",3.2
"331","2008-04-25",3.066667
"332","2008-04-28",3.266667
"333","2008-04-29",3.133333
"334","2008-04-30",3.266667
"335","2008-05-01",3.333333
"336","2008-05-02",3.333333
"337","2008-05-05",3.133333
"338","2008-05-06",3.133333
"339","2008-05-07",3.2
"340","2008-05-08",3.333333
"341","2008-05-09",3.4
