"","date","BOKF"
"1","2007-01-03",55.380001
"2","2007-01-04",54
"3","2007-01-05",54.099998
"4","2007-01-08",53.84
"5","2007-01-09",53.639999
"6","2007-01-10",53.330002
"7","2007-01-11",53.779999
"8","2007-01-12",54.330002
"9","2007-01-16",53.73
"10","2007-01-17",52.990002
"11","2007-01-18",52.209999
"12","2007-01-19",52.630001
"13","2007-01-22",52.380001
"14","2007-01-23",52.380001
"15","2007-01-24",52.740002
"16","2007-01-25",52.509998
"17","2007-01-26",52.599998
"18","2007-01-29",52.650002
"19","2007-01-30",52.720001
"20","2007-01-31",53.169998
"21","2007-02-01",52.860001
"22","2007-02-02",52.93
"23","2007-02-05",52.849998
"24","2007-02-06",52.849998
"25","2007-02-07",52.380001
"26","2007-02-08",52.91
"27","2007-02-09",52.450001
"28","2007-02-12",52.349998
"29","2007-02-13",52.77
"30","2007-02-14",52.599998
"31","2007-02-15",52.529999
"32","2007-02-16",52.450001
"33","2007-02-20",53.209999
"34","2007-02-21",53.259998
"35","2007-02-22",53.119999
"36","2007-02-23",53.169998
"37","2007-02-26",52.400002
"38","2007-02-27",51.189999
"39","2007-02-28",50.130001
"40","2007-03-01",51.810001
"41","2007-03-02",52.209999
"42","2007-03-05",51.779999
"43","2007-03-06",51.950001
"44","2007-03-07",52.299999
"45","2007-03-08",52.23
"46","2007-03-09",52.98
"47","2007-03-12",52.810001
"48","2007-03-13",52.299999
"49","2007-03-14",51.5
"50","2007-03-15",51.700001
"51","2007-03-16",51.689999
"52","2007-03-19",51.57
"53","2007-03-20",51.299999
"54","2007-03-21",51.209999
"55","2007-03-22",51.02
"56","2007-03-23",50.900002
"57","2007-03-26",50.799999
"58","2007-03-27",50.200001
"59","2007-03-28",49.52
"60","2007-03-29",49.43
"61","2007-03-30",49.529999
"62","2007-04-02",49.389999
"63","2007-04-03",49.5
"64","2007-04-04",49.23
"65","2007-04-05",49
"66","2007-04-09",48.650002
"67","2007-04-10",48.77
"68","2007-04-11",49.330002
"69","2007-04-12",49.459999
"70","2007-04-13",49.580002
"71","2007-04-16",50.900002
"72","2007-04-17",51.209999
"73","2007-04-18",51.939999
"74","2007-04-19",51.810001
"75","2007-04-20",51.799999
"76","2007-04-23",51.52
"77","2007-04-24",51.639999
"78","2007-04-25",51.860001
"79","2007-04-26",51.700001
"80","2007-04-27",51.610001
"81","2007-04-30",51.330002
"82","2007-05-01",52.209999
"83","2007-05-02",52.130001
"84","2007-05-03",52.75
"85","2007-05-04",53.669998
"86","2007-05-07",53.700001
"87","2007-05-08",53.84
"88","2007-05-09",54.77
"89","2007-05-10",53.759998
"90","2007-05-11",54.259998
"91","2007-05-14",54.310001
"92","2007-05-15",54.049999
"93","2007-05-16",53.93
"94","2007-05-17",54.419998
"95","2007-05-18",54.200001
"96","2007-05-21",54.990002
"97","2007-05-22",54.950001
"98","2007-05-23",54.619999
"99","2007-05-24",53.84
"100","2007-05-25",53.68
"101","2007-05-29",53.880001
"102","2007-05-30",54
"103","2007-05-31",54.279999
"104","2007-06-01",54.27
"105","2007-06-04",54.439999
"106","2007-06-05",53.77
"107","2007-06-06",53.349998
"108","2007-06-07",52.369999
"109","2007-06-08",52.68
"110","2007-06-11",52.700001
"111","2007-06-12",52.099998
"112","2007-06-13",52.25
"113","2007-06-14",51.919998
"114","2007-06-15",52.23
"115","2007-06-18",52.259998
"116","2007-06-19",52.310001
"117","2007-06-20",51.66
"118","2007-06-21",50.610001
"119","2007-06-22",52.139999
"120","2007-06-25",51.98
"121","2007-06-26",52.639999
"122","2007-06-27",53.009998
"123","2007-06-28",53.220001
"124","2007-06-29",53.419998
"125","2007-07-02",53.919998
"126","2007-07-03",53.810001
"127","2007-07-05",53.849998
"128","2007-07-06",54.099998
"129","2007-07-09",53.57
"130","2007-07-10",53.939999
"131","2007-07-11",53.5
"132","2007-07-12",54.27
"133","2007-07-13",53.459999
"134","2007-07-16",53.130001
"135","2007-07-17",53.029999
"136","2007-07-18",52.18
"137","2007-07-19",51.98
"138","2007-07-20",51.900002
"139","2007-07-23",51.790001
"140","2007-07-24",51.59
"141","2007-07-25",51.560001
"142","2007-07-26",50.639999
"143","2007-07-27",49.849998
"144","2007-07-30",50.009998
"145","2007-07-31",50.02
"146","2007-08-01",49.93
"147","2007-08-02",49.619999
"148","2007-08-03",48.09
"149","2007-08-06",49.950001
"150","2007-08-07",49.900002
"151","2007-08-08",52
"152","2007-08-09",50.810001
"153","2007-08-10",48.599998
"154","2007-08-13",48.470001
"155","2007-08-14",48.169998
"156","2007-08-15",47.470001
"157","2007-08-16",49.759998
"158","2007-08-17",51.25
"159","2007-08-20",51.23
"160","2007-08-21",51.880001
"161","2007-08-22",52.400002
"162","2007-08-23",51.52
"163","2007-08-24",51.34
"164","2007-08-27",51.720001
"165","2007-08-28",50.84
"166","2007-08-29",51.130001
"167","2007-08-30",50.939999
"168","2007-08-31",50.93
"169","2007-09-04",51.689999
"170","2007-09-05",51.490002
"171","2007-09-06",51.75
"172","2007-09-07",50.759998
"173","2007-09-10",50.470001
"174","2007-09-11",50.740002
"175","2007-09-12",50.68
"176","2007-09-13",50.869999
"177","2007-09-14",51.110001
"178","2007-09-17",50.959999
"179","2007-09-18",52.549999
"180","2007-09-19",52.849998
"181","2007-09-20",52.240002
"182","2007-09-21",52.189999
"183","2007-09-24",51.369999
"184","2007-09-25",51.220001
"185","2007-09-26",51.639999
"186","2007-09-27",52.080002
"187","2007-09-28",51.41
"188","2007-10-01",52
"189","2007-10-02",52.630001
"190","2007-10-03",52.669998
