"","date","LBRDK"
"1","2014-11-05",48.718929
"2","2014-11-06",47.294456
"3","2014-11-07",47.208412
"4","2014-11-10",44.608032
"5","2014-11-11",43.164436
"6","2014-11-12",44.65583
"7","2014-11-13",46.032505
"8","2014-11-14",45.77438
"9","2014-11-17",46.338432
"10","2014-11-18",46.768642
"11","2014-11-19",48.403442
"12","2014-11-20",48.891014
"13","2014-11-21",49.273422
"14","2014-11-24",50.353729
"15","2014-11-25",51.376675
"16","2014-11-26",51.6348
"17","2014-11-28",52.007648
"18","2014-12-01",51.414913
"19","2014-12-02",51.778202
"20","2014-12-03",51.108986
"21","2014-12-04",51.347992
"22","2014-12-05",51.529636
"23","2014-12-08",51.529636
"24","2014-12-09",51.62524
"25","2014-12-10",51.118546
"26","2014-12-11",50.650002
"27","2014-12-12",48.98
"28","2014-12-15",48.240002
"29","2014-12-16",47.869999
"30","2014-12-17",48.099998
"31","2014-12-18",48.360001
"32","2014-12-19",49.66
"33","2014-12-22",50.82
"34","2014-12-23",51.470001
"35","2014-12-24",51.02
"36","2014-12-26",50.68
"37","2014-12-29",50.23
"38","2014-12-30",50.360001
"39","2014-12-31",49.82
"40","2015-01-02",49.389999
"41","2015-01-05",48.32
"42","2015-01-06",47.330002
"43","2015-01-07",47.439999
"44","2015-01-08",48.849998
"45","2015-01-09",48.75
"46","2015-01-12",48.900002
"47","2015-01-13",49.75
"48","2015-01-14",47.990002
"49","2015-01-15",48.77
"50","2015-01-16",48.990002
"51","2015-01-20",47.330002
"52","2015-01-21",47.009998
"53","2015-01-22",47.59
"54","2015-01-23",47.139999
"55","2015-01-26",47.34
"56","2015-01-27",47.189999
"57","2015-01-28",45.599998
"58","2015-01-29",45.189999
"59","2015-01-30",44.400002
"60","2015-02-02",45.189999
"61","2015-02-03",46.939999
"62","2015-02-04",48.669998
"63","2015-02-05",50.950001
"64","2015-02-06",49.990002
"65","2015-02-09",49.470001
"66","2015-02-10",49.990002
"67","2015-02-11",49.25
"68","2015-02-12",50
"69","2015-02-13",49.82
"70","2015-02-17",50.400002
"71","2015-02-18",50.509998
"72","2015-02-19",50.18
"73","2015-02-20",50.279999
"74","2015-02-23",50.560001
"75","2015-02-24",50.935001
"76","2015-02-25",52.540001
"77","2015-02-26",52.200001
"78","2015-02-27",52.060001
"79","2015-03-02",53.060001
"80","2015-03-03",53.790001
"81","2015-03-04",53.110001
"82","2015-03-05",52.73
"83","2015-03-06",52.189999
"84","2015-03-09",53.580002
"85","2015-03-10",52.73
"86","2015-03-11",52.799999
"87","2015-03-12",55.84
"88","2015-03-13",55.09
"89","2015-03-16",55.029999
"90","2015-03-17",54.599998
"91","2015-03-18",54.259998
"92","2015-03-19",53.880001
"93","2015-03-20",53.900002
"94","2015-03-23",53.709999
"95","2015-03-24",54.560001
"96","2015-03-25",53.860001
"97","2015-03-26",53.459999
"98","2015-03-27",53.959999
"99","2015-03-30",53.759998
"100","2015-03-31",56.599998
"101","2015-04-01",55.48
"102","2015-04-02",55.630001
"103","2015-04-06",55.599998
"104","2015-04-07",55.450001
"105","2015-04-08",55.5
"106","2015-04-09",55.849998
"107","2015-04-10",56.049999
"108","2015-04-13",55.669998
"109","2015-04-14",55.580002
"110","2015-04-15",55.549999
"111","2015-04-16",55.599998
"112","2015-04-17",54.5
"113","2015-04-20",53.91
"114","2015-04-21",54.529999
"115","2015-04-22",53.650002
"116","2015-04-23",52.970001
"117","2015-04-24",53.34
"118","2015-04-27",53.450001
"119","2015-04-28",53.490002
"120","2015-04-29",54.98
"121","2015-04-30",54.259998
"122","2015-05-01",54.110001
"123","2015-05-04",54.950001
"124","2015-05-05",54.549999
"125","2015-05-06",53.91
"126","2015-05-07",53.43
"127","2015-05-08",52.459999
"128","2015-05-11",52.299999
"129","2015-05-12",51.59
"130","2015-05-13",51.990002
"131","2015-05-14",51.48
"132","2015-05-15",51.759998
"133","2015-05-18",52.349998
"134","2015-05-19",52.799999
"135","2015-05-20",52.639999
"136","2015-05-21",52.619999
"137","2015-05-22",52.130001
"138","2015-05-26",53.66
"139","2015-05-27",53.68
"140","2015-05-28",53.360001
"141","2015-05-29",53.48
"142","2015-06-01",53.220001
"143","2015-06-02",53.189999
"144","2015-06-03",52.16
"145","2015-06-04",52.23
"146","2015-06-05",52.740002
"147","2015-06-08",52.119999
"148","2015-06-09",52.259998
"149","2015-06-10",52.560001
"150","2015-06-11",52.66
"151","2015-06-12",52.529999
"152","2015-06-15",51.82
"153","2015-06-16",51.779999
"154","2015-06-17",51.970001
"155","2015-06-18",52.16
"156","2015-06-19",52.040001
"157","2015-06-22",52.209999
"158","2015-06-23",51.849998
