"","date","DEI"
"1","2007-01-03",26.68
"2","2007-01-04",26.219999
"3","2007-01-05",25.700001
"4","2007-01-08",25.459999
"5","2007-01-09",25.24
"6","2007-01-10",25.639999
"7","2007-01-11",26.32
"8","2007-01-12",26.1
"9","2007-01-16",26.540001
"10","2007-01-17",27.139999
"11","2007-01-18",27.450001
"12","2007-01-19",27.65
"13","2007-01-22",27.24
"14","2007-01-23",26.879999
"15","2007-01-24",26.950001
"16","2007-01-25",27.389999
"17","2007-01-26",27.15
"18","2007-01-29",27.299999
"19","2007-01-30",27.23
"20","2007-01-31",27.360001
"21","2007-02-01",27.73
"22","2007-02-02",28.799999
"23","2007-02-05",28.700001
"24","2007-02-06",28.790001
"25","2007-02-07",28.76
"26","2007-02-08",29.01
"27","2007-02-09",28.5
"28","2007-02-12",27.85
"29","2007-02-13",28.030001
"30","2007-02-14",27.76
"31","2007-02-15",28.25
"32","2007-02-16",28.309999
"33","2007-02-20",28.969999
"34","2007-02-21",28.75
"35","2007-02-22",28.42
"36","2007-02-23",28.17
"37","2007-02-26",28.15
"38","2007-02-27",27.610001
"39","2007-02-28",27.700001
"40","2007-03-01",27.709999
"41","2007-03-02",27.52
"42","2007-03-05",26.51
"43","2007-03-06",26.780001
"44","2007-03-07",26.42
"45","2007-03-08",26.82
"46","2007-03-09",27.370001
"47","2007-03-12",27.370001
"48","2007-03-13",27
"49","2007-03-14",26.9
"50","2007-03-15",26.719999
"51","2007-03-16",26.58
"52","2007-03-19",26.6
"53","2007-03-20",26.16
"54","2007-03-21",26.43
"55","2007-03-22",26.120001
"56","2007-03-23",26
"57","2007-03-26",25.98
"58","2007-03-27",25.459999
"59","2007-03-28",24.99
"60","2007-03-29",25.1
"61","2007-03-30",25.530001
"62","2007-04-02",25.99
"63","2007-04-03",25.82
"64","2007-04-04",26.02
"65","2007-04-05",26.219999
"66","2007-04-09",26.49
"67","2007-04-10",26.75
"68","2007-04-11",26.32
"69","2007-04-12",25.969999
"70","2007-04-13",26.33
"71","2007-04-16",26.389999
"72","2007-04-17",26.610001
"73","2007-04-18",26.540001
"74","2007-04-19",26.51
"75","2007-04-20",26.719999
"76","2007-04-23",27
"77","2007-04-24",26.709999
"78","2007-04-25",26.65
"79","2007-04-26",27.02
"80","2007-04-27",26.75
"81","2007-04-30",26.049999
"82","2007-05-01",25.68
"83","2007-05-02",25.799999
"84","2007-05-03",25.74
"85","2007-05-04",25.66
"86","2007-05-07",25.6
"87","2007-05-08",25.459999
"88","2007-05-09",26.35
"89","2007-05-10",26.129999
"90","2007-05-11",26.27
"91","2007-05-14",26.4
"92","2007-05-15",26.17
"93","2007-05-16",25.85
"94","2007-05-17",25.32
"95","2007-05-18",25.459999
"96","2007-05-21",25.5
"97","2007-05-22",25.57
"98","2007-05-23",25.91
"99","2007-05-24",25.209999
"100","2007-05-25",25.469999
"101","2007-05-29",25.799999
"102","2007-05-30",26.549999
"103","2007-05-31",26.370001
"104","2007-06-01",26.379999
"105","2007-06-04",26.370001
"106","2007-06-05",26.1
"107","2007-06-06",26.16
"108","2007-06-07",26.01
"109","2007-06-08",26.809999
"110","2007-06-11",26.780001
"111","2007-06-12",26.15
"112","2007-06-13",26.540001
"113","2007-06-14",26.549999
"114","2007-06-15",27.09
"115","2007-06-18",27.08
"116","2007-06-19",27.15
"117","2007-06-20",26.66
"118","2007-06-21",26.639999
"119","2007-06-22",25.9
"120","2007-06-25",25.129999
"121","2007-06-26",24.84
"122","2007-06-27",24.84
"123","2007-06-28",25.24
"124","2007-06-29",24.74
"125","2007-07-02",25.110001
"126","2007-07-03",25.42
"127","2007-07-05",25.75
"128","2007-07-06",25.74
"129","2007-07-09",25.719999
"130","2007-07-10",25.08
"131","2007-07-11",24.799999
"132","2007-07-12",25
"133","2007-07-13",24.9
"134","2007-07-16",24.75
"135","2007-07-17",24.6
"136","2007-07-18",24.459999
"137","2007-07-19",24.6
"138","2007-07-20",24.49
"139","2007-07-23",23.49
"140","2007-07-24",23.1
"141","2007-07-25",23.25
"142","2007-07-26",23
"143","2007-07-27",22.809999
"144","2007-07-30",23
"145","2007-07-31",23.059999
"146","2007-08-01",23.4
"147","2007-08-02",23.459999
"148","2007-08-03",23.049999
"149","2007-08-06",23.6
"150","2007-08-07",23.450001
"151","2007-08-08",24.559999
"152","2007-08-09",24.450001
"153","2007-08-10",23.860001
"154","2007-08-13",24.25
"155","2007-08-14",23.15
"156","2007-08-15",23.08
"157","2007-08-16",23.209999
"158","2007-08-17",23.75
"159","2007-08-20",24.190001
"160","2007-08-21",24.4
"161","2007-08-22",24.299999
"162","2007-08-23",23.860001
"163","2007-08-24",24.049999
"164","2007-08-27",23.889999
"165","2007-08-28",22.99
"166","2007-08-29",23.51
"167","2007-08-30",23.940001
"168","2007-08-31",24.450001
"169","2007-09-04",24.9
"170","2007-09-05",24.57
"171","2007-09-06",24.549999
"172","2007-09-07",23.799999
"173","2007-09-10",23.51
"174","2007-09-11",23.610001
"175","2007-09-12",23.549999
"176","2007-09-13",24.049999
"177","2007-09-14",23.889999
"178","2007-09-17",23.75
"179","2007-09-18",24.57
"180","2007-09-19",24.809999
"181","2007-09-20",24.26
"182","2007-09-21",24.059999
"183","2007-09-24",24.959999
"184","2007-09-25",24.450001
"185","2007-09-26",24.049999
"186","2007-09-27",24.709999
"187","2007-09-28",24.73
"188","2007-10-01",25.49
"189","2007-10-02",25.98
"190","2007-10-03",26.110001
"191","2007-10-04",26.299999
"192","2007-10-05",26.83
"193","2007-10-08",26.940001
"194","2007-10-09",27.309999
"195","2007-10-10",27.440001
"196","2007-10-11",27.299999
"197","2007-10-12",26.700001
"198","2007-10-15",26.040001
"199","2007-10-16",25.450001
"200","2007-10-17",25.42
"201","2007-10-18",25.780001
"202","2007-10-19",24.799999
"203","2007-10-22",25
"204","2007-10-23",25.700001
"205","2007-10-24",25.879999
"206","2007-10-25",25.99
"207","2007-10-26",26.32
"208","2007-10-29",26.5
"209","2007-10-30",26.360001
"210","2007-10-31",26.309999
"211","2007-11-01",25.91
"212","2007-11-02",25.889999
"213","2007-11-05",25.889999
"214","2007-11-06",26.049999
"215","2007-11-07",25.65
"216","2007-11-08",25.68
"217","2007-11-09",25.709999
"218","2007-11-12",25.58
"219","2007-11-13",26.209999
"220","2007-11-14",25.469999
"221","2007-11-15",25.58
"222","2007-11-16",25
"223","2007-11-19",24.65
"224","2007-11-20",24.42
"225","2007-11-21",23.84
"226","2007-11-23",24.24
"227","2007-11-26",22.98
"228","2007-11-27",23.32
"229","2007-11-28",23.98
"230","2007-11-29",24.200001
"231","2007-11-30",24.01
"232","2007-12-03",24.08
"233","2007-12-04",23
"234","2007-12-05",23.59
"235","2007-12-06",24.690001
"236","2007-12-07",24.219999
"237","2007-12-10",24.52
"238","2007-12-11",23.16
"239","2007-12-12",23.469999
"240","2007-12-13",23
"241","2007-12-14",23.049999
"242","2007-12-17",22.629999
"243","2007-12-18",22.73
"244","2007-12-19",22.75
"245","2007-12-20",22.700001
"246","2007-12-21",23.32
"247","2007-12-24",23.799999
"248","2007-12-26",23.51
"249","2007-12-27",22.950001
"250","2007-12-28",22.629999
"251","2007-12-31",22.610001
"252","2008-01-02",22.719999
"253","2008-01-03",22.299999
"254","2008-01-04",21.66
"255","2008-01-07",21.9
"256","2008-01-08",21.190001
"257","2008-01-09",21.27
"258","2008-01-10",21.959999
"259","2008-01-11",21.709999
"260","2008-01-14",21.98
"261","2008-01-15",21.34
"262","2008-01-16",21.99
"263","2008-01-17",21.610001
"264","2008-01-18",21.120001
"265","2008-01-22",21.32
"266","2008-01-23",22.68
"267","2008-01-24",22.43
"268","2008-01-25",21.870001
"269","2008-01-28",23.08
"270","2008-01-29",23.35
"271","2008-01-30",22.82
"272","2008-01-31",22.82
"273","2008-02-01",23.389999
"274","2008-02-04",22.43
"275","2008-02-05",21.700001
"276","2008-02-06",21.25
"277","2008-02-07",21.959999
"278","2008-02-08",21.16
"279","2008-02-11",21.23
"280","2008-02-12",21.629999
"281","2008-02-13",21.799999
"282","2008-02-14",21.5
"283","2008-02-15",21.799999
"284","2008-02-19",21.389999
"285","2008-02-20",21.33
"286","2008-02-21",20.809999
"287","2008-02-22",21.200001
"288","2008-02-25",21.77
"289","2008-02-26",21.860001
"290","2008-02-27",21.23
"291","2008-02-28",21
"292","2008-02-29",21.190001
"293","2008-03-03",21.15
"294","2008-03-04",21.139999
"295","2008-03-05",20.950001
"296","2008-03-06",20.610001
"297","2008-03-07",20.799999
"298","2008-03-10",20.540001
"299","2008-03-11",20.93
"300","2008-03-12",20.77
"301","2008-03-13",20.969999
"302","2008-03-14",20.75
"303","2008-03-17",20.280001
"304","2008-03-18",21.48
"305","2008-03-19",21.549999
"306","2008-03-20",22.5
"307","2008-03-24",22.700001
"308","2008-03-25",22.700001
"309","2008-03-26",22.379999
"310","2008-03-27",22.15
"311","2008-03-28",21.82
"312","2008-03-31",22.059999
"313","2008-04-01",22.92
"314","2008-04-02",23.059999
"315","2008-04-03",23.540001
"316","2008-04-04",23.09
"317","2008-04-07",23.25
"318","2008-04-08",23.18
"319","2008-04-09",22.91
"320","2008-04-10",23.32
"321","2008-04-11",23.299999
"322","2008-04-14",22.98
