"","date","NMIH"
"227","2014-10-03",8.57
"228","2014-10-06",8.37
"229","2014-10-07",8.4
"230","2014-10-08",8.54
"231","2014-10-09",8.41
"232","2014-10-10",8.26
"233","2014-10-13",8.31
"234","2014-10-14",8.36
"235","2014-10-15",8.43
"236","2014-10-16",8.32
"237","2014-10-17",8.87
"238","2014-10-20",8.97
"239","2014-10-21",9.01
"240","2014-10-22",8.66
"241","2014-10-23",8.56
"242","2014-10-24",8.55
"243","2014-10-27",8.6
"244","2014-10-28",8.71
"245","2014-10-29",8.7
"246","2014-10-30",8.77
"247","2014-10-31",8.95
"248","2014-11-03",9.05
"249","2014-11-04",9.15
"250","2014-11-05",9.27
"251","2014-11-06",9.38
"252","2014-11-07",9.57
"253","2014-11-10",9.68
"254","2014-11-11",9.64
"255","2014-11-12",9.62
"256","2014-11-13",9.58
"257","2014-11-14",9.38
"258","2014-11-17",9.2
"259","2014-11-18",9.16
"260","2014-11-19",8.94
"261","2014-11-20",8.99
"262","2014-11-21",9
"263","2014-11-24",9
"264","2014-11-25",8.89
"265","2014-11-26",8.9
"266","2014-11-28",8.71
"267","2014-12-01",8.5
"268","2014-12-02",8.68
"269","2014-12-03",8.67
"270","2014-12-04",8.68
"271","2014-12-05",8.87
"272","2014-12-08",8.8
"273","2014-12-09",8.79
"274","2014-12-10",8.6
"275","2014-12-11",8.72
"276","2014-12-12",8.63
"277","2014-12-15",8.58
"278","2014-12-16",8.69
"279","2014-12-17",8.89
"280","2014-12-18",8.95
"281","2014-12-19",9.02
"282","2014-12-22",9.02
"283","2014-12-23",9.13
"284","2014-12-24",9.13
"285","2014-12-26",9.08
"286","2014-12-29",9.02
"287","2014-12-30",9.1
"288","2014-12-31",9.13
"289","2015-01-02",9.15
"290","2015-01-05",8.94
"291","2015-01-06",8.73
"292","2015-01-07",8.34
"293","2015-01-08",8.33
"294","2015-01-09",8.13
"295","2015-01-12",7.84
"296","2015-01-13",7.92
"297","2015-01-14",7.71
"298","2015-01-15",7.6
"299","2015-01-16",7.94
"300","2015-01-20",7.75
"301","2015-01-21",7.7
"302","2015-01-22",7.8
"303","2015-01-23",7.88
"304","2015-01-26",7.83
"305","2015-01-27",7.76
"306","2015-01-28",7.72
"307","2015-01-29",7.72
"308","2015-01-30",7.7
"309","2015-02-02",8.04
"310","2015-02-03",8.24
"311","2015-02-04",8.05
"312","2015-02-05",8.44
"313","2015-02-06",8.51
"314","2015-02-09",8.43
"315","2015-02-10",8.52
"316","2015-02-11",8.47
"317","2015-02-12",8.5
"318","2015-02-13",8.41
"319","2015-02-17",8.31
"320","2015-02-18",8.25
"321","2015-02-19",8.41
"322","2015-02-20",7.54
"323","2015-02-23",7.45
"324","2015-02-24",7.36
"325","2015-02-25",7.33
"326","2015-02-26",7.33
"327","2015-02-27",7.3
"328","2015-03-02",7.4
"329","2015-03-03",7.5
"330","2015-03-04",7.35
"331","2015-03-05",7.4
"332","2015-03-06",7.32
"333","2015-03-09",7.42
"334","2015-03-10",7.49
"335","2015-03-11",7.42
"336","2015-03-12",7.53
"337","2015-03-13",7.49
"338","2015-03-16",7.41
"339","2015-03-17",7.45
"340","2015-03-18",7.45
"341","2015-03-19",7.43
"342","2015-03-20",7.44
"343","2015-03-23",7.49
"344","2015-03-24",7.48
"345","2015-03-25",7.41
"346","2015-03-26",7.42
"347","2015-03-27",7.4
"348","2015-03-30",7.49
"349","2015-03-31",7.49
"350","2015-04-01",7.4
"351","2015-04-02",7.64
"352","2015-04-06",7.64
"353","2015-04-07",7.48
"354","2015-04-08",7.48
"355","2015-04-09",7.43
"356","2015-04-10",7.5
"357","2015-04-13",7.39
"358","2015-04-14",7.57
"359","2015-04-15",7.74
"360","2015-04-16",7.72
"361","2015-04-17",7.56
"362","2015-04-20",7.84
"363","2015-04-21",7.76
"364","2015-04-22",8.05
"365","2015-04-23",8.15
"366","2015-04-24",8.08
"367","2015-04-27",8.11
"368","2015-04-28",8.14
"369","2015-04-29",8
"370","2015-04-30",7.98
"371","2015-05-01",7.9
"372","2015-05-04",7.85
"373","2015-05-05",7.77
"374","2015-05-06",7.76
"375","2015-05-07",7.69
"376","2015-05-08",7.7
"377","2015-05-11",7.95
"378","2015-05-12",7.87
"379","2015-05-13",8.16
"380","2015-05-14",8.29
"381","2015-05-15",8.2
"382","2015-05-18",8.14
"383","2015-05-19",8.08
"384","2015-05-20",8.01
"385","2015-05-21",8.1
"386","2015-05-22",8
"387","2015-05-26",7.99
"388","2015-05-27",8.02
"389","2015-05-28",7.89
"390","2015-05-29",7.93
"391","2015-06-01",7.95
"392","2015-06-02",7.94
"393","2015-06-03",8.05
"394","2015-06-04",7.9
"395","2015-06-05",7.92
"396","2015-06-08",7.84
"397","2015-06-09",7.9
"398","2015-06-10",7.95
"399","2015-06-11",8
"400","2015-06-12",7.95
"401","2015-06-15",7.99
"402","2015-06-16",8.08
"403","2015-06-17",8.03
"404","2015-06-18",8.16
"405","2015-06-19",8.25
"406","2015-06-22",8.05
"407","2015-06-23",8.11
"408","2015-06-24",8.09
"409","2015-06-25",8.14
"410","2015-06-26",8.16
"411","2015-06-29",7.99
"412","2015-06-30",8.02
"413","2015-07-01",8.17
"414","2015-07-02",8.04
"415","2015-07-06",8.05
"416","2015-07-07",8
"417","2015-07-08",8.06
"418","2015-07-09",8.08
"419","2015-07-10",8.09
"420","2015-07-13",8.13
"421","2015-07-14",8.13
"422","2015-07-15",8.1
"423","2015-07-16",8.12
"424","2015-07-17",8.09
"425","2015-07-20",7.96
"426","2015-07-21",7.85
"427","2015-07-22",7.87
"428","2015-07-23",7.85
"429","2015-07-24",7.75
"430","2015-07-27",7.77
"431","2015-07-28",7.85
"432","2015-07-29",7.82
"433","2015-07-30",7.9
"434","2015-07-31",8
"435","2015-08-03",7.87
"436","2015-08-04",7.77
"437","2015-08-05",8.26
"438","2015-08-06",8.74
"439","2015-08-07",8.67
"440","2015-08-10",8.89
"441","2015-08-11",8.85
"442","2015-08-12",8.81
"443","2015-08-13",8.78
"444","2015-08-14",8.85
"445","2015-08-17",8.42
"446","2015-08-18",8.48
"447","2015-08-19",8.46
"448","2015-08-20",8.43
"449","2015-08-21",8.42
"450","2015-08-24",8.13
"451","2015-08-25",7.95
"452","2015-08-26",8.06
"453","2015-08-27",8.13
"454","2015-08-28",8.26
"455","2015-08-31",8.32
"456","2015-09-01",8.34
"457","2015-09-02",8.4
"458","2015-09-03",8.43
"459","2015-09-04",8.24
"460","2015-09-08",8.5
"461","2015-09-09",8.47
"462","2015-09-10",8.47
"463","2015-09-11",8.44
"464","2015-09-14",8.44
"465","2015-09-15",8.46
"466","2015-09-16",8.42
"467","2015-09-17",8.34
"468","2015-09-18",8.17
"469","2015-09-21",8.22
"470","2015-09-22",8.11
"471","2015-09-23",8.01
"472","2015-09-24",8
"473","2015-09-25",7.88
"474","2015-09-28",7.78
"475","2015-09-29",7.57
"476","2015-09-30",7.6
"477","2015-10-01",7.26
"478","2015-10-02",7.25
"479","2015-10-05",7.54
"480","2015-10-06",7.48
"481","2015-10-07",7.6
"482","2015-10-08",7.51
"483","2015-10-09",7.52
"484","2015-10-12",7.53
"485","2015-10-13",7.46
"486","2015-10-14",7.91
"487","2015-10-15",8.17
"488","2015-10-16",7.95
"489","2015-10-19",7.77
"490","2015-10-20",7.82
"491","2015-10-21",7.6
"492","2015-10-22",7.73
"493","2015-10-23",7.82
"494","2015-10-26",7.79
"495","2015-10-27",7.69
"496","2015-10-28",7.68
"497","2015-10-29",7.69
"498","2015-10-30",7.52
"499","2015-11-02",7.56
"500","2015-11-03",7.5
"501","2015-11-04",7.64
"502","2015-11-05",7.75
"503","2015-11-06",7.75
"504","2015-11-09",7.83
"505","2015-11-10",7.77
"506","2015-11-11",7.77
"507","2015-11-12",7.36
"508","2015-11-13",7.11
"509","2015-11-16",7.4
"510","2015-11-17",7.2
"511","2015-11-18",7.33
"512","2015-11-19",7.19
"513","2015-11-20",7.24
"514","2015-11-23",7.17
"515","2015-11-24",7.14
"516","2015-11-25",7.19
"517","2015-11-27",7.18
"518","2015-11-30",7.39
"519","2015-12-01",7.4
"520","2015-12-02",7.39
"521","2015-12-03",7.22
"522","2015-12-04",7.02
"523","2015-12-07",6.98
"524","2015-12-08",6.91
"525","2015-12-09",6.84
"526","2015-12-10",6.99
"527","2015-12-11",6.85
"528","2015-12-14",6.81
"529","2015-12-15",6.81
"530","2015-12-16",6.97
"531","2015-12-17",6.78
"532","2015-12-18",6.8
"533","2015-12-21",6.86
"534","2015-12-22",6.97
"535","2015-12-23",6.88
"536","2015-12-24",6.93
"537","2015-12-28",6.87
"538","2015-12-29",6.91
"539","2015-12-30",6.78
"540","2015-12-31",6.77
"541","2016-01-04",6.65
"542","2016-01-05",6.73
"543","2016-01-06",6.85
"544","2016-01-07",6.66
"545","2016-01-08",6.67
"546","2016-01-11",6.23
"547","2016-01-12",5.92
"548","2016-01-13",5.6
"549","2016-01-14",5.61
"550","2016-01-15",5.4
"551","2016-01-19",5.31
"552","2016-01-20",5.21
"553","2016-01-21",5.06
"554","2016-01-22",5.14
"555","2016-01-25",4.73
"556","2016-01-26",4.88
"557","2016-01-27",4.85
"558","2016-01-28",4.93
"559","2016-01-29",5.25
"560","2016-02-01",5.33
"561","2016-02-02",4.99
"562","2016-02-03",5.01
"563","2016-02-04",4.77
"564","2016-02-05",4.66
"565","2016-02-08",4.41
"566","2016-02-09",4.75
"567","2016-02-10",4.78
"568","2016-02-11",4.5
"569","2016-02-12",4.87
"570","2016-02-16",4.9
"571","2016-02-17",5.13
"572","2016-02-18",5.26
"573","2016-02-19",5.12
"574","2016-02-22",5.06
"575","2016-02-23",4.88
"576","2016-02-24",4.89
"577","2016-02-25",4.89
"578","2016-02-26",4.97
"579","2016-02-29",5.1
"580","2016-03-01",5.22
"581","2016-03-02",5.24
"582","2016-03-03",5.24
"583","2016-03-04",5.19
"584","2016-03-07",5.18
"585","2016-03-08",4.97
"586","2016-03-09",4.9
"587","2016-03-10",4.93
"588","2016-03-11",5.1
"589","2016-03-14",5.05
"590","2016-03-15",5.06
"591","2016-03-16",5.13
"592","2016-03-17",5.18
"593","2016-03-18",5.25
"594","2016-03-21",5.3
"595","2016-03-22",5.15
"596","2016-03-23",4.93
"597","2016-03-24",4.9
"598","2016-03-28",5.01
"599","2016-03-29",5.09
"600","2016-03-30",5.04
"601","2016-03-31",5.05
"602","2016-04-01",4.98
"603","2016-04-04",4.9
"604","2016-04-05",4.68
"605","2016-04-06",4.67
"606","2016-04-07",4.6
"607","2016-04-08",4.61
"608","2016-04-11",4.7
"609","2016-04-12",4.79
"610","2016-04-13",4.95
"611","2016-04-14",4.96
"612","2016-04-15",5.21
"613","2016-04-18",5.22
"614","2016-04-19",5.18
"615","2016-04-20",5.15
"616","2016-04-21",5.19
"617","2016-04-22",5.36
"618","2016-04-25",5.5
"619","2016-04-26",5.65
"620","2016-04-27",6.35
"621","2016-04-28",6.26
"622","2016-04-29",6.29
"623","2016-05-02",6.28
"624","2016-05-03",6.35
"625","2016-05-04",6.32
"626","2016-05-05",6.51
"627","2016-05-06",6.37
"628","2016-05-09",6.37
"629","2016-05-10",6.26
"630","2016-05-11",5.93
"631","2016-05-12",6.12
"632","2016-05-13",5.94
"633","2016-05-16",6.01
"634","2016-05-17",5.93
"635","2016-05-18",5.99
"636","2016-05-19",5.87
"637","2016-05-20",5.99
"638","2016-05-23",5.94
"639","2016-05-24",5.99
"640","2016-05-25",6.09
"641","2016-05-26",6.17
"642","2016-05-27",6.28
"643","2016-05-31",6.24
"644","2016-06-01",6.21
"645","2016-06-02",6.11
"646","2016-06-03",6.07
"647","2016-06-06",6.11
"648","2016-06-07",6.02
"649","2016-06-08",5.99
"650","2016-06-09",5.89
"651","2016-06-10",5.87
"652","2016-06-13",5.62
"653","2016-06-14",5.52
"654","2016-06-15",5.43
"655","2016-06-16",5.47
"656","2016-06-17",5.72
"657","2016-06-20",5.69
"658","2016-06-21",5.61
"659","2016-06-22",5.47
"660","2016-06-23",5.58
"661","2016-06-24",5.36
"662","2016-06-27",5.11
"663","2016-06-28",5.26
"664","2016-06-29",5.37
"665","2016-06-30",5.48
"666","2016-07-01",5.57
"667","2016-07-05",5.3
"668","2016-07-06",5.4
"669","2016-07-07",5.44
"670","2016-07-08",5.63
"671","2016-07-11",5.71
"672","2016-07-12",5.83
"673","2016-07-13",5.85
"674","2016-07-14",5.94
"675","2016-07-15",5.99
"676","2016-07-18",5.94
"677","2016-07-19",5.92
"678","2016-07-20",5.98
"679","2016-07-21",6.04
"680","2016-07-22",6.06
"681","2016-07-25",6.24
"682","2016-07-26",6.24
"683","2016-07-27",6.22
"684","2016-07-28",6.27
"685","2016-07-29",6.28
"686","2016-08-01",6.15
"687","2016-08-02",6.13
"688","2016-08-03",6.81
"689","2016-08-04",6.85
"690","2016-08-05",6.98
"691","2016-08-08",6.98
"692","2016-08-09",6.98
"693","2016-08-10",6.86
"694","2016-08-11",6.85
"695","2016-08-12",6.89
"696","2016-08-15",7.03
"697","2016-08-16",7.15
"698","2016-08-17",7.23
"699","2016-08-18",7.31
"700","2016-08-19",7.43
"701","2016-08-22",7.5
"702","2016-08-23",7.68
"703","2016-08-24",7.75
"704","2016-08-25",7.86
"705","2016-08-26",8.11
"706","2016-08-29",8.05
"707","2016-08-30",7.99
"708","2016-08-31",7.94
"709","2016-09-01",7.98
"710","2016-09-02",8
"711","2016-09-06",7.92
"712","2016-09-07",7.89
"713","2016-09-08",7.85
"714","2016-09-09",7.65
"715","2016-09-12",7.77
"716","2016-09-13",7.68
"717","2016-09-14",7.87
"718","2016-09-15",7.9
"719","2016-09-16",7.9
"720","2016-09-19",7.96
"721","2016-09-20",7.85
"722","2016-09-21",7.88
"723","2016-09-22",7.83
"724","2016-09-23",7.73
"725","2016-09-26",7.57
"726","2016-09-27",7.59
"727","2016-09-28",7.6
"728","2016-09-29",7.5
"729","2016-09-30",7.62
"730","2016-10-03",7.56
"731","2016-10-04",7.6
"732","2016-10-05",7.64
"733","2016-10-06",7.51
"734","2016-10-07",7.6
"735","2016-10-10",7.88
"736","2016-10-11",8.13
"737","2016-10-12",8.11
"738","2016-10-13",7.84
"739","2016-10-14",7.98
"740","2016-10-17",7.97
"741","2016-10-18",8.09
"742","2016-10-19",8.195
"743","2016-10-20",8.17
"744","2016-10-21",8.11
"745","2016-10-24",8.2
"746","2016-10-25",8.1
"747","2016-10-26",8.05
"748","2016-10-27",7.75
"749","2016-10-28",7.65
"750","2016-10-31",7.65
"751","2016-11-01",7.65
"752","2016-11-02",8.2
"753","2016-11-03",8.15
"754","2016-11-04",8.2
"755","2016-11-07",8.35
"756","2016-11-08",8.4
"757","2016-11-09",8.5
"758","2016-11-10",9
"759","2016-11-11",8.95
"760","2016-11-14",8.8
"761","2016-11-15",8.65
"762","2016-11-16",8.9
"763","2016-11-17",8.9
"764","2016-11-18",9.05
"765","2016-11-21",8.95
"766","2016-11-22",8.65
"767","2016-11-23",8.8
"768","2016-11-25",8.75
"769","2016-11-28",8.7
"770","2016-11-29",8.7
"771","2016-11-30",8.6
"772","2016-12-01",8.75
"773","2016-12-02",8.9
"774","2016-12-05",9.2
"775","2016-12-06",9.45
"776","2016-12-07",9.3
"777","2016-12-08",9.35
"778","2016-12-09",10.1
"779","2016-12-12",9.95
"780","2016-12-13",9.85
"781","2016-12-14",9.9
"782","2016-12-15",10
"783","2016-12-16",10.05
"784","2016-12-19",10.45
"785","2016-12-20",10.6
"786","2016-12-21",10.6
"787","2016-12-22",10.6
"788","2016-12-23",10.8
"789","2016-12-27",10.7
"790","2016-12-28",10.6
"791","2016-12-29",10.7
"792","2016-12-30",10.65
"793","2017-01-03",10.8
"794","2017-01-04",10.9
"795","2017-01-05",10.55
"796","2017-01-06",10.5
"797","2017-01-09",10.05
"798","2017-01-10",10.45
"799","2017-01-11",10.5
"800","2017-01-12",10.25
"801","2017-01-13",10.35
"802","2017-01-17",10.2
"803","2017-01-18",10.55
"804","2017-01-19",10.45
"805","2017-01-20",10.5
"806","2017-01-23",10.55
"807","2017-01-24",10.6
"808","2017-01-25",10.7
"809","2017-01-26",10.5
"810","2017-01-27",10.65
"811","2017-01-30",10.65
"812","2017-01-31",10.8
"813","2017-02-01",10.95
"814","2017-02-02",10.9
"815","2017-02-03",11.1
"816","2017-02-06",11.1
"817","2017-02-07",11.1
"818","2017-02-08",11.2
"819","2017-02-09",11.1
"820","2017-02-10",11.25
"821","2017-02-13",11.45
"822","2017-02-14",11.5
"823","2017-02-15",11.55
"824","2017-02-16",11.3
"825","2017-02-17",11.1
"826","2017-02-21",10.85
"827","2017-02-22",11
"828","2017-02-23",10.9
"829","2017-02-24",10.95
"830","2017-02-27",10.95
"831","2017-02-28",11.1
"832","2017-03-01",11.9
"833","2017-03-02",10.9
"834","2017-03-03",11.05
"835","2017-03-06",11.2
"836","2017-03-07",11.05
"837","2017-03-08",10.95
"838","2017-03-09",10.95
"839","2017-03-10",10.95
"840","2017-03-13",11.25
"841","2017-03-14",11.55
"842","2017-03-15",11.45
"843","2017-03-16",11.9
"844","2017-03-17",11.8
"845","2017-03-20",11.4
"846","2017-03-21",10.95
"847","2017-03-22",10.85
"848","2017-03-23",11.05
"849","2017-03-24",11.05
"850","2017-03-27",11.2
"851","2017-03-28",11.1
"852","2017-03-29",10.95
"853","2017-03-30",11.25
"854","2017-03-31",11.4
"855","2017-04-03",11.25
"856","2017-04-04",11.45
"857","2017-04-05",11.3
"858","2017-04-06",11.5
"859","2017-04-07",11.55
"860","2017-04-10",12.2
"861","2017-04-11",12.45
"862","2017-04-12",12.45
"863","2017-04-13",12.2
"864","2017-04-17",12.3
"865","2017-04-18",12.3
"866","2017-04-19",12.2
"867","2017-04-20",12.15
"868","2017-04-21",11.95
"869","2017-04-24",12.05
"870","2017-04-25",12.2
"871","2017-04-26",12.35
"872","2017-04-27",11.75
"873","2017-04-28",11.6
"874","2017-05-01",11.3
"875","2017-05-02",11.8
"876","2017-05-03",11.65
"877","2017-05-04",11.5
"878","2017-05-05",11.1
"879","2017-05-08",10.8
"880","2017-05-09",10.95
"881","2017-05-10",10.8
"882","2017-05-11",11.05
"883","2017-05-12",10.85
"884","2017-05-15",10.95
"885","2017-05-16",10.9
"886","2017-05-17",10.55
"887","2017-05-18",10.75
"888","2017-05-19",10.5
"889","2017-05-22",10.55
"890","2017-05-23",10.55
"891","2017-05-24",10.6
"892","2017-05-25",10.5
"893","2017-05-26",10.75
"894","2017-05-30",10.5
"895","2017-05-31",10.4
"896","2017-06-01",10.65
"897","2017-06-02",10.75
"898","2017-06-05",10.55
"899","2017-06-06",10.5
"900","2017-06-07",10.7
"901","2017-06-08",11
"902","2017-06-09",11.15
"903","2017-06-12",11.05
"904","2017-06-13",11.2
"905","2017-06-14",11.1
"906","2017-06-15",10.95
"907","2017-06-16",10.95
"908","2017-06-19",11.1
"909","2017-06-20",10.85
"910","2017-06-21",10.8
"911","2017-06-22",10.9
"912","2017-06-23",10.95
"913","2017-06-26",10.95
"914","2017-06-27",11.1
"915","2017-06-28",11.25
"916","2017-06-29",11.45
"917","2017-06-30",11.45
"918","2017-07-03",11.8
"919","2017-07-05",11.7
"920","2017-07-06",12
"921","2017-07-07",12.15
"922","2017-07-10",12
"923","2017-07-11",11.75
"924","2017-07-12",11.85
"925","2017-07-13",11.95
"926","2017-07-14",12.2
"927","2017-07-17",11.85
"928","2017-07-18",11.7
"929","2017-07-19",11.7
"930","2017-07-20",11.7
"931","2017-07-21",11.65
"932","2017-07-24",11.65
"933","2017-07-25",11.65
"934","2017-07-26",11.5
"935","2017-07-27",11.7
"936","2017-07-28",11.55
"937","2017-07-31",11.8
"938","2017-08-01",11.8
"939","2017-08-02",11.8
"940","2017-08-03",11.75
"941","2017-08-04",12
"942","2017-08-07",12.45
"943","2017-08-08",12.4
"944","2017-08-09",12.05
"945","2017-08-10",11.85
"946","2017-08-11",11.55
"947","2017-08-14",11.85
"948","2017-08-15",11.6
"949","2017-08-16",11.6
"950","2017-08-17",11.45
"951","2017-08-18",11.35
"952","2017-08-21",11.25
"953","2017-08-22",11.55
"954","2017-08-23",11.75
"955","2017-08-24",11.45
"956","2017-08-25",11.45
"957","2017-08-28",10.85
"958","2017-08-29",10.8
"959","2017-08-30",10.65
"960","2017-08-31",10.85
"961","2017-09-01",10.9
"962","2017-09-05",10.5
"963","2017-09-06",10.55
"964","2017-09-07",10.35
"965","2017-09-08",10.35
"966","2017-09-11",10.65
"967","2017-09-12",11.15
"968","2017-09-13",11.15
"969","2017-09-14",11
"970","2017-09-15",11.35
"971","2017-09-18",11.25
"972","2017-09-19",11.6
"973","2017-09-20",11.7
"974","2017-09-21",11.975
"975","2017-09-22",12.025
"976","2017-09-25",11.9
"977","2017-09-26",12.1
"978","2017-09-27",12.45
"979","2017-09-28",12.5
"980","2017-09-29",12.4
"981","2017-10-02",12.1
"982","2017-10-03",12.35
"983","2017-10-04",12.05
"984","2017-10-05",12.3
"985","2017-10-06",12.15
"986","2017-10-09",12.05
"987","2017-10-10",12.25
"988","2017-10-11",12.35
"989","2017-10-12",13.05
"990","2017-10-13",13.35
"991","2017-10-16",13.45
"992","2017-10-17",13.85
"993","2017-10-18",13.9
"994","2017-10-19",14.15
"995","2017-10-20",14.35
"996","2017-10-23",14.4
"997","2017-10-24",14.625
"998","2017-10-25",14.55
"999","2017-10-26",14.55
"1000","2017-10-27",14.65
"1001","2017-10-30",14.525
"1002","2017-10-31",14.55
