"","date","DFS"
"1","2007-06-14",28.75
"2","2007-06-15",29.08
"3","2007-06-18",29.93
"4","2007-06-19",29.700001
"5","2007-06-20",29.809999
"6","2007-06-21",31.209999
"7","2007-06-22",31.700001
"8","2007-06-25",31.299999
"9","2007-06-26",30.41
"10","2007-06-27",29.58
"11","2007-06-28",29.5
"12","2007-06-29",28.5
"13","2007-07-02",27.5
"14","2007-07-03",26.67
"15","2007-07-05",25.93
"16","2007-07-06",25.639999
"17","2007-07-09",25.540001
"18","2007-07-10",24.9
"19","2007-07-11",25.209999
"20","2007-07-12",26.34
"21","2007-07-13",27.16
"22","2007-07-16",26.84
"23","2007-07-17",26.5
"24","2007-07-18",26.360001
"25","2007-07-19",26.709999
"26","2007-07-20",26.299999
"27","2007-07-23",26.120001
"28","2007-07-24",25
"29","2007-07-25",24.1
"30","2007-07-26",24.620001
"31","2007-07-27",23.33
"32","2007-07-30",23.57
"33","2007-07-31",23.049999
"34","2007-08-01",22.879999
"35","2007-08-02",23.370001
"36","2007-08-03",21.99
"37","2007-08-06",22.15
"38","2007-08-07",22.879999
"39","2007-08-08",24.290001
"40","2007-08-09",22.16
"41","2007-08-10",20.860001
"42","2007-08-13",22.1
"43","2007-08-14",21.959999
"44","2007-08-15",21.66
"45","2007-08-16",22.85
"46","2007-08-17",23.18
"47","2007-08-20",23.450001
"48","2007-08-21",23.67
"49","2007-08-22",23.73
"50","2007-08-23",23.700001
"51","2007-08-24",23.99
"52","2007-08-27",23.83
"53","2007-08-28",22.709999
"54","2007-08-29",23.33
"55","2007-08-30",22.76
"56","2007-08-31",23.139999
"57","2007-09-04",23.43
"58","2007-09-05",22.549999
"59","2007-09-06",22.280001
"60","2007-09-07",21.110001
"61","2007-09-10",20.559999
"62","2007-09-11",20.610001
"63","2007-09-12",21
"64","2007-09-13",21.34
"65","2007-09-14",21.27
"66","2007-09-17",21.32
"67","2007-09-18",23.09
"68","2007-09-19",23.41
"69","2007-09-20",22.66
"70","2007-09-21",22.4
"71","2007-09-24",22.26
"72","2007-09-25",21.719999
"73","2007-09-26",21.25
"74","2007-09-27",20.67
"75","2007-09-28",20.799999
"76","2007-10-01",21.57
"77","2007-10-02",21.370001
"78","2007-10-03",21.35
"79","2007-10-04",22.02
"80","2007-10-05",22.73
"81","2007-10-08",22.65
"82","2007-10-09",23.030001
"83","2007-10-10",22.65
"84","2007-10-11",22.030001
"85","2007-10-12",22.129999
"86","2007-10-15",21.379999
"87","2007-10-16",20.93
"88","2007-10-17",20.780001
"89","2007-10-18",20.530001
"90","2007-10-19",19.799999
"91","2007-10-22",19.68
"92","2007-10-23",19.41
"93","2007-10-24",18.389999
"94","2007-10-25",17.559999
"95","2007-10-26",18.93
"96","2007-10-29",19.49
"97","2007-10-30",20.139999
"98","2007-10-31",19.299999
"99","2007-11-01",18.52
"100","2007-11-02",18.18
"101","2007-11-05",18.15
"102","2007-11-06",18.24
"103","2007-11-07",17.26
"104","2007-11-08",17.700001
"105","2007-11-09",17.82
"106","2007-11-12",18.01
"107","2007-11-13",19
"108","2007-11-14",18.290001
"109","2007-11-15",17.68
"110","2007-11-16",17.76
"111","2007-11-19",16.74
"112","2007-11-20",16.440001
"113","2007-11-21",16.25
"114","2007-11-23",16.68
"115","2007-11-26",16.299999
"116","2007-11-27",16.75
"117","2007-11-28",17.65
"118","2007-11-29",17.280001
"119","2007-11-30",17.370001
"120","2007-12-03",16.389999
"121","2007-12-04",16.209999
"122","2007-12-05",16.450001
"123","2007-12-06",17.32
"124","2007-12-07",16.76
"125","2007-12-10",17.27
"126","2007-12-11",16.32
"127","2007-12-12",16.51
"128","2007-12-13",16.42
"129","2007-12-14",15.64
"130","2007-12-17",15.61
"131","2007-12-18",15.89
"132","2007-12-19",15.89
"133","2007-12-20",15.46
"134","2007-12-21",15.5
"135","2007-12-24",15.63
"136","2007-12-26",15.71
"137","2007-12-27",15.2
"138","2007-12-28",14.94
"139","2007-12-31",15.08
"140","2008-01-02",14.9
"141","2008-01-03",14.83
"142","2008-01-04",13.94
"143","2008-01-07",14.38
"144","2008-01-08",13.6
"145","2008-01-09",14.18
"146","2008-01-10",14.26
"147","2008-01-11",13.73
"148","2008-01-14",13.56
"149","2008-01-15",13.2
"150","2008-01-16",13.07
"151","2008-01-17",12.55
"152","2008-01-18",12.63
"153","2008-01-22",12.71
"154","2008-01-23",14.6
"155","2008-01-24",15.7
"156","2008-01-25",15.56
"157","2008-01-28",16
"158","2008-01-29",16.35
"159","2008-01-30",16.299999
"160","2008-01-31",17.49
"161","2008-02-01",17.959999
"162","2008-02-04",16.34
"163","2008-02-05",15.8
"164","2008-02-06",15.77
"165","2008-02-07",16.209999
"166","2008-02-08",15.63
"167","2008-02-11",15.17
"168","2008-02-12",14.98
"169","2008-02-13",15.28
"170","2008-02-14",14.81
"171","2008-02-15",14.23
"172","2008-02-19",13.97
"173","2008-02-20",14.57
"174","2008-02-21",14.16
"175","2008-02-22",15.1
"176","2008-02-25",15.5
"177","2008-02-26",16.190001
"178","2008-02-27",16.1
"179","2008-02-28",15.76
"180","2008-02-29",15.09
"181","2008-03-03",14.98
"182","2008-03-04",14.73
"183","2008-03-05",14.72
"184","2008-03-06",13.8
"185","2008-03-07",14.15
"186","2008-03-10",13.3
"187","2008-03-11",15.03
"188","2008-03-12",15.28
"189","2008-03-13",15.75
"190","2008-03-14",15.47
"191","2008-03-17",15.18
"192","2008-03-18",17.4
"193","2008-03-19",15.2
"194","2008-03-20",16.76
"195","2008-03-24",16.68
"196","2008-03-25",17.219999
"197","2008-03-26",15.99
"198","2008-03-27",16.219999
"199","2008-03-28",15.98
"200","2008-03-31",16.370001
"201","2008-04-01",17.73
"202","2008-04-02",17.469999
"203","2008-04-03",17.68
"204","2008-04-04",17.139999
"205","2008-04-07",18.09
"206","2008-04-08",18.370001
"207","2008-04-09",17.700001
"208","2008-04-10",17.799999
"209","2008-04-11",17.549999
"210","2008-04-14",17.040001
"211","2008-04-15",17.02
"212","2008-04-16",17.950001
"213","2008-04-17",18.209999
"214","2008-04-18",18.48
"215","2008-04-21",18.48
"216","2008-04-22",18.059999
"217","2008-04-23",17.959999
"218","2008-04-24",18.309999
"219","2008-04-25",18.85
"220","2008-04-28",18.92
"221","2008-04-29",18.66
"222","2008-04-30",18.209999
"223","2008-05-01",19.25
"224","2008-05-02",18.700001
"225","2008-05-05",18.84
"226","2008-05-06",19.23
"227","2008-05-07",18.24
"228","2008-05-08",17.99
"229","2008-05-09",17.52
"230","2008-05-12",17.99
"231","2008-05-13",18.17
"232","2008-05-14",18.440001
"233","2008-05-15",18.68
"234","2008-05-16",18.41
"235","2008-05-19",18.67
"236","2008-05-20",17.9
"237","2008-05-21",17.08
"238","2008-05-22",17.16
"239","2008-05-23",16.84
"240","2008-05-27",17.15
"241","2008-05-28",17.16
"242","2008-05-29",17.25
"243","2008-05-30",17.15
"244","2008-06-02",16.299999
"245","2008-06-03",15.8
"246","2008-06-04",15.94
"247","2008-06-05",16.870001
"248","2008-06-06",15.7
"249","2008-06-09",15.33
"250","2008-06-10",15.2
"251","2008-06-11",14.52
"252","2008-06-12",15.3
"253","2008-06-13",15.65
"254","2008-06-16",16.129999
"255","2008-06-17",15.48
"256","2008-06-18",15.25
"257","2008-06-19",14.82
"258","2008-06-20",14.41
"259","2008-06-23",14.56
"260","2008-06-24",15.04
"261","2008-06-25",14.33
"262","2008-06-26",13.15
"263","2008-06-27",13.57
"264","2008-06-30",13.17
"265","2008-07-01",14
"266","2008-07-02",13.76
"267","2008-07-03",13.78
"268","2008-07-07",13.42
"269","2008-07-08",14.17
"270","2008-07-09",13.9
"271","2008-07-10",13.95
"272","2008-07-11",14.02
"273","2008-07-14",12.93
"274","2008-07-15",13.43
"275","2008-07-16",14.77
"276","2008-07-17",16.16
"277","2008-07-18",16.33
"278","2008-07-21",15.19
"279","2008-07-22",14.62
"280","2008-07-23",15.32
"281","2008-07-24",13.82
"282","2008-07-25",14.05
"283","2008-07-28",13.35
"284","2008-07-29",14.61
"285","2008-07-30",14.92
"286","2008-07-31",14.65
"287","2008-08-01",14.99
"288","2008-08-04",14.51
"289","2008-08-05",15.34
"290","2008-08-06",15.06
"291","2008-08-07",14.29
"292","2008-08-08",14.97
"293","2008-08-11",15.39
"294","2008-08-12",14.34
"295","2008-08-13",14.2
"296","2008-08-14",14.63
"297","2008-08-15",15.61
"298","2008-08-18",15.07
"299","2008-08-19",14.38
"300","2008-08-20",14.59
"301","2008-08-21",15.21
"302","2008-08-22",15.6
"303","2008-08-25",15.15
"304","2008-08-26",15.5
"305","2008-08-27",15.57
"306","2008-08-28",16.26
"307","2008-08-29",16.450001
"308","2008-09-02",17.110001
"309","2008-09-03",17
"310","2008-09-04",16.129999
"311","2008-09-05",16.42
"312","2008-09-08",17.34
"313","2008-09-09",16.41
"314","2008-09-10",16.809999
"315","2008-09-11",17.08
"316","2008-09-12",17.629999
"317","2008-09-15",15.81
"318","2008-09-16",15.46
"319","2008-09-17",14.15
"320","2008-09-18",14.67
"321","2008-09-19",16
"322","2008-09-22",15.29
"323","2008-09-23",15.5
"324","2008-09-24",15.22
"325","2008-09-25",14.82
"326","2008-09-26",13.92
"327","2008-09-29",13.5
"328","2008-09-30",13.82
"329","2008-10-01",13.78
"330","2008-10-02",12.96
"331","2008-10-03",11.07
"332","2008-10-06",10.7
"333","2008-10-07",9.74
"334","2008-10-08",9.99
"335","2008-10-09",9.63
"336","2008-10-10",9.57
"337","2008-10-13",10.6
"338","2008-10-14",11.76
"339","2008-10-15",10.02
"340","2008-10-16",10.31
"341","2008-10-17",10.74
"342","2008-10-20",11.8
"343","2008-10-21",10.97
"344","2008-10-22",10.29
"345","2008-10-23",10.52
"346","2008-10-24",10.14
"347","2008-10-27",9.68
"348","2008-10-28",11.65
"349","2008-10-29",11.14
"350","2008-10-30",11.28
"351","2008-10-31",12.25
"352","2008-11-03",11.99
"353","2008-11-04",12.5
"354","2008-11-05",12.07
"355","2008-11-06",11.77
"356","2008-11-07",11.83
"357","2008-11-10",11
"358","2008-11-11",10.05
"359","2008-11-12",9.07
"360","2008-11-13",9.58
"361","2008-11-14",9.47
"362","2008-11-17",8.97
"363","2008-11-18",8.06
"364","2008-11-19",7.41
"365","2008-11-20",6.67
"366","2008-11-21",7.65
"367","2008-11-24",9.74
"368","2008-11-25",9.67
"369","2008-11-26",10.21
"370","2008-11-28",10.23
"371","2008-12-01",9.4
"372","2008-12-02",9.97
"373","2008-12-03",10.4
"374","2008-12-04",10.02
"375","2008-12-05",10.88
"376","2008-12-08",11.12
"377","2008-12-09",10.35
"378","2008-12-10",10.18
"379","2008-12-11",9.11
"380","2008-12-12",8.97
"381","2008-12-15",8.73
"382","2008-12-16",9.06
"383","2008-12-17",8.58
"384","2008-12-18",9.26
"385","2008-12-19",9.33
"386","2008-12-22",8.75
"387","2008-12-23",8.67
"388","2008-12-24",8.57
"389","2008-12-26",8.37
"390","2008-12-29",8.57
"391","2008-12-30",8.98
"392","2008-12-31",9.53
"393","2009-01-02",9.51
"394","2009-01-05",9.75
"395","2009-01-06",9.71
"396","2009-01-07",8.93
"397","2009-01-08",8.9
"398","2009-01-09",8.71
"399","2009-01-12",8.66
"400","2009-01-13",8.61
"401","2009-01-14",7.94
"402","2009-01-15",7.61
"403","2009-01-16",7.6
"404","2009-01-20",7.43
"405","2009-01-21",7.94
"406","2009-01-22",7.39
"407","2009-01-23",7.5
"408","2009-01-26",7.41
"409","2009-01-27",7.44
"410","2009-01-28",7.91
"411","2009-01-29",7.46
"412","2009-01-30",7.15
"413","2009-02-02",7.36
"414","2009-02-03",7.22
"415","2009-02-04",7.18
"416","2009-02-05",7.14
"417","2009-02-06",7.68
"418","2009-02-09",7.96
"419","2009-02-10",7.01
"420","2009-02-11",7.21
"421","2009-02-12",7.14
"422","2009-02-13",7.01
