"","date","GHG"
"1","2018-03-27",13
"2","2018-03-28",13.03
"3","2018-03-29",12.75
"4","2018-04-02",12.91
"5","2018-04-03",12.95
"6","2018-04-04",12.9
"7","2018-04-05",12.57
"8","2018-04-06",12.68
"9","2018-04-09",12.28
"10","2018-04-10",12.01
"11","2018-04-11",11.97
"12","2018-04-12",11.39
"13","2018-04-13",11.02
"14","2018-04-16",10.98
"15","2018-04-17",12.32
"16","2018-04-18",11.97
"17","2018-04-19",11.91
"18","2018-04-20",10.81
"19","2018-04-23",10.91
"20","2018-04-24",11.48
"21","2018-04-25",12.1
"22","2018-04-26",11.32
"23","2018-04-27",11.45
"24","2018-04-30",11
"25","2018-05-01",11.45
"26","2018-05-02",11.05
"27","2018-05-03",11.01
"28","2018-05-04",11.52
"29","2018-05-07",11.86
"30","2018-05-08",12.11
"31","2018-05-09",13.25
"32","2018-05-10",13.01
"33","2018-05-11",13.49
"34","2018-05-14",13.23
"35","2018-05-15",13.54
"36","2018-05-16",14.37
"37","2018-05-17",15.48
"38","2018-05-18",16.33
"39","2018-05-21",17.110001
"40","2018-05-22",17.25
"41","2018-05-23",17
"42","2018-05-24",16.74
"43","2018-05-25",17.030001
"44","2018-05-29",17.030001
"45","2018-05-30",18.02
"46","2018-05-31",18.719999
"47","2018-06-01",20.83
"48","2018-06-04",20.77
"49","2018-06-05",20.889999
"50","2018-06-06",22.200001
"51","2018-06-07",22
"52","2018-06-08",22.57
"53","2018-06-11",23.74
"54","2018-06-12",24.309999
"55","2018-06-13",21.6
"56","2018-06-14",21.809999
"57","2018-06-15",18.02
"58","2018-06-18",20.1
"59","2018-06-19",20.48
"60","2018-06-20",21.190001
"61","2018-06-21",20.299999
"62","2018-06-22",18.82
"63","2018-06-25",18.4
"64","2018-06-26",19.98
"65","2018-06-27",18.08
"66","2018-06-28",18.1
"67","2018-06-29",18.09
"68","2018-07-02",18.35
"69","2018-07-03",17.889999
"70","2018-07-05",17.07
"71","2018-07-06",18.290001
"72","2018-07-09",18.780001
"73","2018-07-10",18.42
"74","2018-07-11",17.809999
"75","2018-07-12",17.969999
"76","2018-07-13",18.059999
"77","2018-07-16",18
"78","2018-07-17",17.360001
"79","2018-07-18",17.139999
"80","2018-07-19",17.219999
"81","2018-07-20",17.49
"82","2018-07-23",17.379999
"83","2018-07-24",16.389999
"84","2018-07-25",16.690001
"85","2018-07-26",16.799999
"86","2018-07-27",16.59
"87","2018-07-30",16.17
"88","2018-07-31",16.799999
"89","2018-08-01",16.66
"90","2018-08-02",15
"91","2018-08-03",15
"92","2018-08-06",14.64
"93","2018-08-07",15.01
"94","2018-08-08",15.16
"95","2018-08-09",16.139999
"96","2018-08-10",15.7
"97","2018-08-13",15.84
"98","2018-08-14",15.97
"99","2018-08-15",14.13
"100","2018-08-16",14.65
"101","2018-08-17",14.57
"102","2018-08-20",14.09
"103","2018-08-21",14.12
"104","2018-08-22",14.15
"105","2018-08-23",13.74
"106","2018-08-24",12.99
"107","2018-08-27",12.78
"108","2018-08-28",12.09
"109","2018-08-29",12.28
"110","2018-08-30",12.38
"111","2018-08-31",12
"112","2018-09-04",11.45
"113","2018-09-05",11.13
"114","2018-09-06",11.28
"115","2018-09-07",11.3
"116","2018-09-10",10.74
"117","2018-09-11",10.55
"118","2018-09-12",10.5
"119","2018-09-13",10.5
"120","2018-09-14",11.09
"121","2018-09-17",12.3
"122","2018-09-18",11.6
"123","2018-09-19",12.86
"124","2018-09-20",13.5
"125","2018-09-21",13.01
"126","2018-09-24",13.21
"127","2018-09-25",13
"128","2018-09-26",12.89
"129","2018-09-27",12.95
"130","2018-09-28",12.7
"131","2018-10-01",13.03
"132","2018-10-02",12.65
"133","2018-10-03",12.7
"134","2018-10-04",12.55
"135","2018-10-05",12
"136","2018-10-08",11.49
"137","2018-10-09",11.1
"138","2018-10-10",11.71
"139","2018-10-11",11.65
"140","2018-10-12",11.74
"141","2018-10-15",11.76
"142","2018-10-16",12.4
"143","2018-10-17",12.23
"144","2018-10-18",12.3
"145","2018-10-19",12.57
"146","2018-10-22",12
"147","2018-10-23",11.16
"148","2018-10-24",10.02
"149","2018-10-25",10
"150","2018-10-26",10.21
"151","2018-10-29",9.98
"152","2018-10-30",9.7
"153","2018-10-31",10.05
"154","2018-11-01",11.11
"155","2018-11-02",11.51
"156","2018-11-05",11.54
"157","2018-11-06",12.14
"158","2018-11-07",12.85
"159","2018-11-08",12.75
"160","2018-11-09",12.51
"161","2018-11-12",12.55
"162","2018-11-13",12.5
"163","2018-11-14",12.5
"164","2018-11-15",12.46
"165","2018-11-16",12.32
"166","2018-11-19",12.84
"167","2018-11-20",12.2
"168","2018-11-21",12.55
"169","2018-11-23",12.07
"170","2018-11-26",12.65
"171","2018-11-27",12.88
"172","2018-11-28",13.82
"173","2018-11-29",14.12
"174","2018-11-30",14
"175","2018-12-03",15.51
"176","2018-12-04",15.44
"177","2018-12-06",14.83
"178","2018-12-07",14.75
"179","2018-12-10",14.58
"180","2018-12-11",14.92
"181","2018-12-12",14.96
"182","2018-12-13",14.18
"183","2018-12-14",14.27
"184","2018-12-17",13.8
"185","2018-12-18",13.96
"186","2018-12-19",13.06
"187","2018-12-20",12.95
"188","2018-12-21",12.89
"189","2018-12-24",12.935
"190","2018-12-26",12.98
"191","2018-12-27",13
"192","2018-12-28",12.92
"193","2018-12-31",12.99
"194","2019-01-02",12.54
"195","2019-01-03",12.05
"196","2019-01-04",12.25
"197","2019-01-07",13
"198","2019-01-08",12.85
"199","2019-01-09",12.8
"200","2019-01-10",12.63
"201","2019-01-11",12.74
"202","2019-01-14",12.58
"203","2019-01-15",12.65
"204","2019-01-16",12.99
"205","2019-01-17",12.59
"206","2019-01-18",12.94
"207","2019-01-22",12.5
"208","2019-01-23",11.91
"209","2019-01-24",11.95
"210","2019-01-25",12.14
"211","2019-01-28",12.12
"212","2019-01-29",11.52
"213","2019-01-30",11.29
"214","2019-01-31",11.41
"215","2019-02-01",12.01
"216","2019-02-04",11.95
"217","2019-02-05",11.95
"218","2019-02-06",11.41
"219","2019-02-07",11.38
"220","2019-02-08",11.35
"221","2019-02-11",11.71
"222","2019-02-12",11.43
"223","2019-02-13",11.66
"224","2019-02-14",11.57
"225","2019-02-15",11.11
"226","2019-02-19",11.51
"227","2019-02-20",11.83
"228","2019-02-21",11.77
"229","2019-02-22",11.96
"230","2019-02-25",12.22
"231","2019-02-26",11.88
"232","2019-02-27",11.69
"233","2019-02-28",11.97
"234","2019-03-01",12.1
"235","2019-03-04",11.5
"236","2019-03-05",11.98
"237","2019-03-06",12.48
"238","2019-03-07",12.5
"239","2019-03-08",12.5
"240","2019-03-11",12.86
"241","2019-03-12",12.27
"242","2019-03-13",12.8
"243","2019-03-14",12.77
"244","2019-03-15",13.22
"245","2019-03-18",13.34
"246","2019-03-19",13.84
"247","2019-03-20",13.66
"248","2019-03-21",13.62
"249","2019-03-22",13.43
"250","2019-03-25",13.17
"251","2019-03-26",13
"252","2019-03-27",13
"253","2019-03-28",13.08
"254","2019-03-29",13.83
"255","2019-04-01",14.52
"256","2019-04-02",14.47
"257","2019-04-03",14.65
"258","2019-04-04",14.5
"259","2019-04-05",14.5
"260","2019-04-08",14.8
"261","2019-04-09",14.7
"262","2019-04-10",14.38
"263","2019-04-11",14.28
"264","2019-04-12",14.71
"265","2019-04-15",14.6
"266","2019-04-16",14.9
"267","2019-04-17",14.58
"268","2019-04-18",14.82
"269","2019-04-22",14.47
"270","2019-04-23",15.58
"271","2019-04-24",15.17
"272","2019-04-25",14.94
"273","2019-04-26",14.96
"274","2019-04-29",14.98
"275","2019-04-30",15.52
"276","2019-05-01",15.93
"277","2019-05-02",15.42
"278","2019-05-03",14.7
"279","2019-05-06",14.55
"280","2019-05-07",13.6
"281","2019-05-08",13.49
"282","2019-05-09",13.23
"283","2019-05-10",13.65
"284","2019-05-13",13.21
"285","2019-05-14",13.12
"286","2019-05-15",13.27
"287","2019-05-16",13.75
"288","2019-05-17",13.3
"289","2019-05-20",12.93
"290","2019-05-21",13.36
"291","2019-05-22",13.3
"292","2019-05-23",12.75
"293","2019-05-24",13.46
"294","2019-05-28",12.79
"295","2019-05-29",12.19
"296","2019-05-30",11.96
"297","2019-05-31",11.8
"298","2019-06-03",11.74
"299","2019-06-04",11.98
"300","2019-06-05",11.52
"301","2019-06-06",11.17
"302","2019-06-07",11.27
"303","2019-06-10",11.49
"304","2019-06-11",11.62
"305","2019-06-12",11.46
"306","2019-06-13",11.45
"307","2019-06-14",11.28
"308","2019-06-17",12.16
"309","2019-06-18",12.51
"310","2019-06-19",12.31
"311","2019-06-20",12.61
"312","2019-06-21",12.53
"313","2019-06-24",12.54
"314","2019-06-25",12.13
"315","2019-06-26",12.88
"316","2019-06-27",12.82
"317","2019-06-28",13
"318","2019-07-01",13.35
"319","2019-07-02",13.35
"320","2019-07-03",13.24
"321","2019-07-05",13.11
"322","2019-07-08",12.55
"323","2019-07-09",12.59
"324","2019-07-10",12.64
"325","2019-07-11",12.44
"326","2019-07-12",12.64
"327","2019-07-15",12.61
"328","2019-07-16",12.57
"329","2019-07-17",12.21
"330","2019-07-18",12.16
"331","2019-07-19",12.39
"332","2019-07-22",12.2
"333","2019-07-23",12.12
"334","2019-07-24",12.28
"335","2019-07-25",11.88
"336","2019-07-26",11.73
"337","2019-07-29",11.65
"338","2019-07-30",11.5
"339","2019-07-31",11.35
"340","2019-08-01",11.35
"341","2019-08-02",10.76
"342","2019-08-05",10.5
"343","2019-08-06",10.4
"344","2019-08-07",10.44
"345","2019-08-08",10.67
"346","2019-08-09",10.66
"347","2019-08-12",10.8
"348","2019-08-13",10.57
"349","2019-08-14",10.18
"350","2019-08-15",10.25
"351","2019-08-16",10.97
"352","2019-08-19",11.78
"353","2019-08-20",11.59
"354","2019-08-21",11.49
"355","2019-08-22",10.969
"356","2019-08-23",10.6
"357","2019-08-26",10.51
"358","2019-08-27",10.41
"359","2019-08-28",10.45
"360","2019-08-29",10.45
"361","2019-08-30",10.33
"362","2019-09-03",10.3
"363","2019-09-04",10.5
"364","2019-09-05",10.48
"365","2019-09-06",10.41
"366","2019-09-09",10.52
"367","2019-09-10",11.06
"368","2019-09-11",11.02
"369","2019-09-12",11.25
"370","2019-09-13",11.25
"371","2019-09-16",10.92
"372","2019-09-17",11.04
"373","2019-09-18",11.18
"374","2019-09-19",11.25
"375","2019-09-20",11.04
"376","2019-09-23",11.01
"377","2019-09-24",10.85
"378","2019-09-25",10.86
"379","2019-09-26",10.88
"380","2019-09-27",10.07
"381","2019-09-30",10
"382","2019-10-01",10.28
"383","2019-10-02",9.84
"384","2019-10-03",10.25
"385","2019-10-04",10.37
"386","2019-10-07",10.33
"387","2019-10-08",10.08
"388","2019-10-09",10.39
"389","2019-10-10",10.25
"390","2019-10-11",10.28
"391","2019-10-14",10.31
"392","2019-10-15",10.95
"393","2019-10-16",10.15
"394","2019-10-17",10.65
"395","2019-10-18",10.16
"396","2019-10-21",10.25
"397","2019-10-22",10.35
"398","2019-10-23",9.96
"399","2019-10-24",10.25
"400","2019-10-25",10.09
"401","2019-10-28",10.61
"402","2019-10-29",10.2
"403","2019-10-30",10.24
"404","2019-10-31",10.21
"405","2019-11-01",10.53
"406","2019-11-04",10.87
"407","2019-11-05",10.96
"408","2019-11-06",10.76
"409","2019-11-07",11.03
"410","2019-11-08",10.995
"411","2019-11-11",11.5
"412","2019-11-12",11.01
"413","2019-11-13",11.27
"414","2019-11-14",11.47
"415","2019-11-15",11.25
"416","2019-11-18",11.11
"417","2019-11-19",11.31
"418","2019-11-20",11.1
"419","2019-11-21",11.23
"420","2019-11-22",11.09
"421","2019-11-25",11.18
"422","2019-11-26",10.99
"423","2019-11-27",10.4
"424","2019-11-29",10.11
"425","2019-12-02",10.4
"426","2019-12-03",11
"427","2019-12-04",11.08
"428","2019-12-05",10.94
"429","2019-12-06",11.65
"430","2019-12-09",11.52
"431","2019-12-10",11.4
"432","2019-12-11",11.38
"433","2019-12-12",11.2
"434","2019-12-13",11.07
"435","2019-12-16",11.1
"436","2019-12-17",11.03
"437","2019-12-18",10.89
"438","2019-12-19",10.65
"439","2019-12-20",11.41
"440","2019-12-23",11.36
"441","2019-12-24",11.59
"442","2019-12-26",12.48
"443","2019-12-27",13.01
"444","2019-12-30",11.9
"445","2019-12-31",11
"446","2020-01-02",13
"447","2020-01-03",12.98
"448","2020-01-06",12.95
"449","2020-01-07",12.77
"450","2020-01-08",12.75
"451","2020-01-09",12.6
"452","2020-01-10",13.01
"453","2020-01-13",13.38
"454","2020-01-14",13.29
"455","2020-01-15",13.1
"456","2020-01-16",13.5
"457","2020-01-17",13.6
"458","2020-01-21",12.9
"459","2020-01-22",13.21
"460","2020-01-23",12.7
"461","2020-01-24",12.28
"462","2020-01-27",12.01
"463","2020-01-28",12.05
"464","2020-01-29",12.07
"465","2020-01-30",12.02
"466","2020-01-31",11.5
"467","2020-02-03",11.54
"468","2020-02-04",12.14
"469","2020-02-05",11.77
"470","2020-02-06",11.91
"471","2020-02-07",11.66
"472","2020-02-10",11.69
"473","2020-02-11",12.44
"474","2020-02-12",12.2
"475","2020-02-13",12.03
"476","2020-02-14",11.84
"477","2020-02-18",11.15
"478","2020-02-19",12
"479","2020-02-20",12.3
"480","2020-02-21",11.91
"481","2020-02-24",11.76
"482","2020-02-25",11.8
"483","2020-02-26",11.65
"484","2020-02-27",11.55
"485","2020-02-28",11.51
"486","2020-03-02",11.44
"487","2020-03-03",11.59
"488","2020-03-04",11.86
"489","2020-03-05",11.98
"490","2020-03-06",12.07
"491","2020-03-09",11.9
"492","2020-03-10",12.02
"493","2020-03-11",12.19
"494","2020-03-12",11.63
"495","2020-03-13",11.55
"496","2020-03-16",11.27
"497","2020-03-17",11.36
"498","2020-03-18",10.54
"499","2020-03-19",11.2
"500","2020-03-20",11.23
"501","2020-03-23",10.92
"502","2020-03-24",11.24
"503","2020-03-25",11.13
"504","2020-03-26",11.14
"505","2020-03-27",10.71
"506","2020-03-30",10.99
"507","2020-03-31",10.97
"508","2020-04-01",10.79
"509","2020-04-02",10.62
"510","2020-04-03",10.23
"511","2020-04-06",10.72
"512","2020-04-07",10.49
"513","2020-04-08",10.39
"514","2020-04-09",10.57
"515","2020-04-13",10.41
"516","2020-04-14",10.96
"517","2020-04-15",11.05
"518","2020-04-16",11.35
"519","2020-04-17",11.76
"520","2020-04-20",12.09
"521","2020-04-21",12.21
"522","2020-04-22",12.84
"523","2020-04-23",12.35
"524","2020-04-24",12.27
"525","2020-04-27",12.19
"526","2020-04-28",12.33
"527","2020-04-29",12.47
"528","2020-04-30",12.44
"529","2020-05-01",12.62
"530","2020-05-04",12.6
"531","2020-05-05",12.5
"532","2020-05-06",12.56
"533","2020-05-07",12.69
"534","2020-05-08",13
"535","2020-05-11",12.81
"536","2020-05-12",12.44
"537","2020-05-13",12.79
"538","2020-05-14",13.14
"539","2020-05-15",13.07
"540","2020-05-18",12.43
"541","2020-05-19",12.38
"542","2020-05-20",11.98
"543","2020-05-21",11.92
"544","2020-05-22",11.54
"545","2020-05-26",11.78
"546","2020-05-27",12.02
"547","2020-05-28",11.73
"548","2020-05-29",13.27
"549","2020-06-01",14.45
"550","2020-06-02",13.88
"551","2020-06-03",14.6
"552","2020-06-04",14.02
