"","date","GHG"
"553","2020-06-05",13.12
"554","2020-06-08",14.19
"555","2020-06-09",13.85
"556","2020-06-10",13.71
"557","2020-06-11",13.36
"558","2020-06-12",13.42
"559","2020-06-15",14
"560","2020-06-16",14.02
"561","2020-06-17",14.33
"562","2020-06-18",14.36
"563","2020-06-19",14.42
"564","2020-06-22",14.19
"565","2020-06-23",14.14
"566","2020-06-24",13.64
"567","2020-06-25",13.37
"568","2020-06-26",13.23
"569","2020-06-29",13.24
"570","2020-06-30",13.48
"571","2020-07-01",13.65
"572","2020-07-02",13.57
"573","2020-07-06",14.4
"574","2020-07-07",13.85
"575","2020-07-08",13.64
"576","2020-07-09",13.72
"577","2020-07-10",13.32
"578","2020-07-13",13.33
"579","2020-07-14",13.3
"580","2020-07-15",13.46
"581","2020-07-16",13.28
"582","2020-07-17",13.51
"583","2020-07-20",13.85
"584","2020-07-21",13.73
"585","2020-07-22",13.36
"586","2020-07-23",13.14
"587","2020-07-24",12.87
"588","2020-07-27",12.71
"589","2020-07-28",12.17
"590","2020-07-29",12.63
"591","2020-07-30",12.59
"592","2020-07-31",12.93
"593","2020-08-03",12.88
"594","2020-08-04",12.95
"595","2020-08-05",13.11
"596","2020-08-06",12.76
"597","2020-08-07",12.11
"598","2020-08-10",12.26
"599","2020-08-11",12.92
"600","2020-08-12",13.1
"601","2020-08-13",12.71
"602","2020-08-14",12.35
"603","2020-08-17",12.43
"604","2020-08-18",12.53
"605","2020-08-19",12.9
"606","2020-08-20",12.95
"607","2020-08-21",13.05
"608","2020-08-24",12.93
"609","2020-08-25",13.05
"610","2020-08-26",12.96
"611","2020-08-27",13.54
"612","2020-08-28",14.17
"613","2020-08-31",13.98
"614","2020-09-01",13.32
"615","2020-09-02",13.49
"616","2020-09-03",13.17
"617","2020-09-04",13.25
"618","2020-09-08",12.85
"619","2020-09-09",13.61
"620","2020-09-10",13.18
"621","2020-09-11",13.04
"622","2020-09-14",12.96
"623","2020-09-15",13
"624","2020-09-16",13
"625","2020-09-17",13.1
"626","2020-09-18",13
"627","2020-09-21",12.67
"628","2020-09-22",12.84
"629","2020-09-23",12.9
"630","2020-09-24",12.54
"631","2020-09-25",13.78
"632","2020-09-28",13.84
"633","2020-09-29",13.77
"634","2020-09-30",13.59
"635","2020-10-01",13.52
"636","2020-10-02",13.59
"637","2020-10-05",14.05
"638","2020-10-06",13.83
"639","2020-10-07",13.59
"640","2020-10-08",13.45
"641","2020-10-09",13.82
"642","2020-10-12",14.07
"643","2020-10-13",13.39
"644","2020-10-14",13.1
"645","2020-10-15",13.24
"646","2020-10-16",13.8
"647","2020-10-19",13.25
"648","2020-10-20",13.56
"649","2020-10-21",13.8
"650","2020-10-22",13.49
"651","2020-10-23",13.61
"652","2020-10-26",13.58
"653","2020-10-27",13.58
"654","2020-10-28",13.6
"655","2020-10-29",13.42
"656","2020-10-30",13.26
"657","2020-11-02",13.08
"658","2020-11-03",12.79
"659","2020-11-04",12.94
"660","2020-11-05",12.94
"661","2020-11-06",12.75
"662","2020-11-09",12.86
"663","2020-11-10",13.5
"664","2020-11-11",13.25
"665","2020-11-12",13.25
"666","2020-11-13",13.14
"667","2020-11-16",13.1
"668","2020-11-17",13.59
"669","2020-11-18",13.69
"670","2020-11-19",13.52
"671","2020-11-20",13.18
"672","2020-11-23",13.01
"673","2020-11-24",13.03
"674","2020-11-25",12.45
"675","2020-11-27",12.65
