"","date","CIA"
"83","2007-05-02",7.75
"84","2007-05-03",7.69
"85","2007-05-04",7.75
"86","2007-05-07",7.7
"87","2007-05-08",7.73
"88","2007-05-09",7.75
"89","2007-05-10",7.66
"90","2007-05-11",7.74
"91","2007-05-14",7.75
"92","2007-05-15",7.8
"93","2007-05-16",7.79
"94","2007-05-17",7.75
"95","2007-05-18",7.63
"96","2007-05-21",7.61
"97","2007-05-22",7.64
"98","2007-05-23",7.6
"99","2007-05-24",7.78
"100","2007-05-25",7.9
"101","2007-05-29",7.95
"102","2007-05-30",7.9
"103","2007-05-31",7.75
"104","2007-06-01",7.9
"105","2007-06-04",8
"106","2007-06-05",7.95
"107","2007-06-06",7.82
"108","2007-06-07",7.88
"109","2007-06-08",7.86
"110","2007-06-11",7.79
"111","2007-06-12",7.25
"112","2007-06-13",6.84
"113","2007-06-14",6.77
"114","2007-06-15",6.8
"115","2007-06-18",6.75
"116","2007-06-19",7.3
"117","2007-06-20",7.21
"118","2007-06-21",7
"119","2007-06-22",6.76
"120","2007-06-25",6.31
"121","2007-06-26",6.1
"122","2007-06-27",7.13
"123","2007-06-28",7.33
"124","2007-06-29",7.04
"125","2007-07-02",7.34
"126","2007-07-03",7.52
"127","2007-07-05",7.18
"128","2007-07-06",7.42
"129","2007-07-09",7.29
"130","2007-07-10",6.85
"131","2007-07-11",7.06
"132","2007-07-12",7.17
"133","2007-07-13",7.15
"134","2007-07-16",6.91
"135","2007-07-17",6.53
"136","2007-07-18",6.39
"137","2007-07-19",6.58
"138","2007-07-20",6.21
"139","2007-07-23",6.13
"140","2007-07-24",5.49
"141","2007-07-25",5.32
"142","2007-07-26",5
"143","2007-07-27",4.94
"144","2007-07-30",5.36
"145","2007-07-31",5.05
"146","2007-08-01",5.25
"147","2007-08-02",5.22
"148","2007-08-03",4.84
"149","2007-08-06",5.48
"150","2007-08-07",5.22
"151","2007-08-08",6.4
"152","2007-08-09",6.23
"153","2007-08-10",7
"154","2007-08-13",6.93
"155","2007-08-14",7
"156","2007-08-15",6.8
"157","2007-08-16",7.25
"158","2007-08-17",7.59
"159","2007-08-20",7.78
"160","2007-08-21",7.7
"161","2007-08-22",7.72
"162","2007-08-23",7.34
"163","2007-08-24",7.46
"164","2007-08-27",7.53
"165","2007-08-28",7.27
"166","2007-08-29",7.8
"167","2007-08-30",7.6
"168","2007-08-31",7.54
"169","2007-09-04",7.53
"170","2007-09-05",7.6
"171","2007-09-06",7.55
"172","2007-09-07",7.23
"173","2007-09-10",7.16
"174","2007-09-11",7.39
"175","2007-09-12",7.34
"176","2007-09-13",7.1
"177","2007-09-14",7.31
"178","2007-09-17",7.25
"179","2007-09-18",7.95
"180","2007-09-19",8.39
"181","2007-09-20",8
"182","2007-09-21",7.85
"183","2007-09-24",7.8
"184","2007-09-25",7.58
"185","2007-09-26",7.59
"186","2007-09-27",7.93
"187","2007-09-28",7.65
"188","2007-10-01",8
"189","2007-10-02",8.8
"190","2007-10-03",8.11
"191","2007-10-04",8
"192","2007-10-05",8.9
"193","2007-10-08",8.65
"194","2007-10-09",8.53
"195","2007-10-10",8.49
"196","2007-10-11",8.47
"197","2007-10-12",8.74
"198","2007-10-15",8.69
"199","2007-10-16",8.74
"200","2007-10-17",8.28
"201","2007-10-18",8.03
"202","2007-10-19",7.45
"203","2007-10-22",7.61
"204","2007-10-23",7.1
"205","2007-10-24",8.46
"206","2007-10-25",8.26
"207","2007-10-26",8.68
"208","2007-10-29",8.67
"209","2007-10-30",8.67
"210","2007-10-31",8.6
"211","2007-11-01",7.66
"212","2007-11-02",8.55
"213","2007-11-05",7.85
"214","2007-11-06",8.42
"215","2007-11-07",7.35
"216","2007-11-08",7.89
"217","2007-11-09",7.71
"218","2007-11-12",7.98
"219","2007-11-13",8.27
"220","2007-11-14",7.91
"221","2007-11-15",7.77
"222","2007-11-16",7.86
"223","2007-11-19",7.78
"224","2007-11-20",8.11
"225","2007-11-21",7.82
"226","2007-11-23",8.33
"227","2007-11-26",7.72
"228","2007-11-27",7.78
"229","2007-11-28",7.92
"230","2007-11-29",6.65
"231","2007-11-30",6.56
"232","2007-12-03",6.52
"233","2007-12-04",6.43
"234","2007-12-05",6.3
"235","2007-12-06",6.22
"236","2007-12-07",6.28
"237","2007-12-10",6.29
"238","2007-12-11",6.05
"239","2007-12-12",6.25
"240","2007-12-13",6.25
"241","2007-12-14",6.05
"242","2007-12-17",6
"243","2007-12-18",6.25
"244","2007-12-19",6.32
"245","2007-12-20",6.36
"246","2007-12-21",6.64
"247","2007-12-24",6.77
"248","2007-12-26",6.72
"249","2007-12-27",6
"250","2007-12-28",5.93
"251","2007-12-31",5.53
"252","2008-01-02",5.94
"253","2008-01-03",5.65
"254","2008-01-04",5.49
"255","2008-01-07",5.62
"256","2008-01-08",5.14
"257","2008-01-09",5.39
"258","2008-01-10",5.83
"259","2008-01-11",5.6
"260","2008-01-14",5.54
"261","2008-01-15",5.41
"262","2008-01-16",5.62
"263","2008-01-17",5.46
"264","2008-01-18",5.47
"265","2008-01-22",5.83
"266","2008-01-23",6.13
"267","2008-01-24",5.49
"268","2008-01-25",5.52
"269","2008-01-28",5.87
"270","2008-01-29",5.65
"271","2008-01-30",5.66
"272","2008-01-31",6.04
"273","2008-02-01",6.18
"274","2008-02-04",6.08
"275","2008-02-05",6.1
"276","2008-02-06",5.83
"277","2008-02-07",5.97
"278","2008-02-08",5.78
"279","2008-02-11",5.57
"280","2008-02-12",5.52
"281","2008-02-13",5.8
"282","2008-02-14",5.57
"283","2008-02-15",5.75
"284","2008-02-19",6.12
"285","2008-02-20",6.75
"286","2008-02-21",6.06
"287","2008-02-22",5.92
"288","2008-02-25",6.37
"289","2008-02-26",6.4
"290","2008-02-27",6.27
"291","2008-02-28",6.06
"292","2008-02-29",5.65
"293","2008-03-03",5.65
"294","2008-03-04",5.95
"295","2008-03-05",5.75
"296","2008-03-06",5.42
"297","2008-03-07",5.55
"298","2008-03-10",5.44
"299","2008-03-11",6.21
"300","2008-03-12",6.24
"301","2008-03-13",6.25
"302","2008-03-14",5.97
"303","2008-03-17",5.93
"304","2008-03-18",6.23
"305","2008-03-19",6.31
"306","2008-03-20",6.69
"307","2008-03-24",6.81
"308","2008-03-25",6.57
"309","2008-03-26",6.95
"310","2008-03-27",6.86
"311","2008-03-28",6.64
"312","2008-03-31",6.69
"313","2008-04-01",7.2
"314","2008-04-02",7.28
"315","2008-04-03",6.85
"316","2008-04-04",7.03
"317","2008-04-07",6.87
"318","2008-04-08",7.19
"319","2008-04-09",6.95
"320","2008-04-10",7.18
"321","2008-04-11",6.98
"322","2008-04-14",7.15
"323","2008-04-15",7.64
"324","2008-04-16",7.94
"325","2008-04-17",7.65
"326","2008-04-18",7.96
"327","2008-04-21",7.55
"328","2008-04-22",6.99
"329","2008-04-23",6.95
"330","2008-04-24",7.35
"331","2008-04-25",7.47
"332","2008-04-28",7.19
"333","2008-04-29",7.24
"334","2008-04-30",7.05
"335","2008-05-01",6.96
"336","2008-05-02",7.23
"337","2008-05-05",6.77
"338","2008-05-06",6.9
"339","2008-05-07",6.3
"340","2008-05-08",6.24
"341","2008-05-09",6.39
"342","2008-05-12",6.58
"343","2008-05-13",6.81
"344","2008-05-14",6.83
"345","2008-05-15",6.3
"346","2008-05-16",6.34
"347","2008-05-19",6.13
"348","2008-05-20",6.02
"349","2008-05-21",6.12
"350","2008-05-22",6.43
"351","2008-05-23",6.32
"352","2008-05-27",6.71
"353","2008-05-28",6.7
"354","2008-05-29",6.79
"355","2008-05-30",6.62
"356","2008-06-02",6.49
"357","2008-06-03",6.32
"358","2008-06-04",6.31
"359","2008-06-05",6.62
"360","2008-06-06",6.44
"361","2008-06-09",6.47
"362","2008-06-10",6.36
"363","2008-06-11",6.03
"364","2008-06-12",6.06
"365","2008-06-13",6.49
"366","2008-06-16",6.59
"367","2008-06-17",6.3
"368","2008-06-18",6.13
"369","2008-06-19",6.4
"370","2008-06-20",6.46
"371","2008-06-23",6.3
"372","2008-06-24",6.33
"373","2008-06-25",6.42
"374","2008-06-26",6.11
"375","2008-06-27",6.46
"376","2008-06-30",6.13
"377","2008-07-01",6.17
"378","2008-07-02",5.79
"379","2008-07-03",5.89
"380","2008-07-07",6.11
"381","2008-07-08",6.61
"382","2008-07-09",6.1
"383","2008-07-10",6.29
"384","2008-07-11",6.63
"385","2008-07-14",6.17
"386","2008-07-15",6.41
"387","2008-07-16",6.77
"388","2008-07-17",6.95
"389","2008-07-18",6.81
"390","2008-07-21",6.89
"391","2008-07-22",7.24
"392","2008-07-23",7.36
"393","2008-07-24",7.44
"394","2008-07-25",7.66
"395","2008-07-28",7.39
"396","2008-07-29",7.62
"397","2008-07-30",7.75
"398","2008-07-31",7.43
"399","2008-08-01",7.39
"400","2008-08-04",7.38
"401","2008-08-05",7.68
"402","2008-08-06",7.73
"403","2008-08-07",7.4
"404","2008-08-08",7.6
"405","2008-08-11",7.77
"406","2008-08-12",7.93
"407","2008-08-13",7.86
"408","2008-08-14",7.25
"409","2008-08-15",7.13
"410","2008-08-18",7.4
"411","2008-08-19",7.24
"412","2008-08-20",7.21
"413","2008-08-21",6.99
"414","2008-08-22",7.3
"415","2008-08-25",7.19
"416","2008-08-26",7.23
"417","2008-08-27",7.19
"418","2008-08-28",7.23
"419","2008-08-29",7.12
"420","2008-09-02",7.21
"421","2008-09-03",7.28
"422","2008-09-04",7.16
"423","2008-09-05",7.2
"424","2008-09-08",7.4
"425","2008-09-09",7.2
"426","2008-09-10",7.46
"427","2008-09-11",7.65
"428","2008-09-12",7.27
"429","2008-09-15",7.24
"430","2008-09-16",8
"431","2008-09-17",7.26
"432","2008-09-18",7.5
"433","2008-09-19",9.15
"434","2008-09-22",8
"435","2008-09-23",7.61
"436","2008-09-24",7.53
"437","2008-09-25",8.17
"438","2008-09-26",8.49
"439","2008-09-29",8.27
"440","2008-09-30",8.22
"441","2008-10-01",7.62
"442","2008-10-02",7.87
"443","2008-10-03",7.36
"444","2008-10-06",8.35
"445","2008-10-07",7.7
"446","2008-10-08",7.61
"447","2008-10-09",7
"448","2008-10-10",7.5
"449","2008-10-13",8.31
"450","2008-10-14",7.41
"451","2008-10-15",6.99
"452","2008-10-16",7.96
"453","2008-10-17",7.59
"454","2008-10-20",8.12
"455","2008-10-21",8.03
"456","2008-10-22",7.93
"457","2008-10-23",8.08
"458","2008-10-24",7.81
"459","2008-10-27",7.24
"460","2008-10-28",7.81
"461","2008-10-29",7.93
"462","2008-10-30",8.21
"463","2008-10-31",8.49
"464","2008-11-03",8.5
"465","2008-11-04",8.44
"466","2008-11-05",8.22
"467","2008-11-06",8.19
"468","2008-11-07",8.59
"469","2008-11-10",8.31
"470","2008-11-11",8.2
"471","2008-11-12",7.83
"472","2008-11-13",8.98
"473","2008-11-14",7.9
"474","2008-11-17",7.88
"475","2008-11-18",8.1
"476","2008-11-19",7.88
"477","2008-11-20",7.25
"478","2008-11-21",9
"479","2008-11-24",8.95
"480","2008-11-25",9.11
"481","2008-11-26",9.21
"482","2008-11-28",9.45
"483","2008-12-01",8.13
"484","2008-12-02",8.9
"485","2008-12-03",8.45
"486","2008-12-04",8.11
"487","2008-12-05",8.44
"488","2008-12-08",8.66
"489","2008-12-09",8.13
"490","2008-12-10",8.33
"491","2008-12-11",8.28
"492","2008-12-12",8.89
"493","2008-12-15",8.2
"494","2008-12-16",9.03
"495","2008-12-17",8.78
"496","2008-12-18",8.76
"497","2008-12-19",9.36
"498","2008-12-22",8.99
"499","2008-12-23",8.85
"500","2008-12-24",8.65
"501","2008-12-26",9.19
"502","2008-12-29",8.91
"503","2008-12-30",9.34
"504","2008-12-31",9.7
"505","2009-01-02",9.44
"506","2009-01-05",9.62
"507","2009-01-06",9.65
"508","2009-01-07",8.99
"509","2009-01-08",9.08
"510","2009-01-09",8.24
"511","2009-01-12",8.32
"512","2009-01-13",8.7
"513","2009-01-14",8
"514","2009-01-15",8.5
"515","2009-01-16",8.67
"516","2009-01-20",7.62
"517","2009-01-21",8.66
"518","2009-01-22",7.83
"519","2009-01-23",8
"520","2009-01-26",8.21
"521","2009-01-27",8.38
"522","2009-01-28",8.7
"523","2009-01-29",8.1
"524","2009-01-30",8.15
"525","2009-02-02",8.43
"526","2009-02-03",8.28
"527","2009-02-04",8.03
"528","2009-02-05",8.28
"529","2009-02-06",8.44
"530","2009-02-09",8.47
"531","2009-02-10",8.08
"532","2009-02-11",8.15
"533","2009-02-12",8.28
"534","2009-02-13",8.02
"535","2009-02-17",7.71
"536","2009-02-18",7.54
"537","2009-02-19",7.22
"538","2009-02-20",7.09
"539","2009-02-23",6.71
"540","2009-02-24",7.33
"541","2009-02-25",6.86
"542","2009-02-26",6.8
"543","2009-02-27",6.5
"544","2009-03-02",7.11
"545","2009-03-03",6.4
"546","2009-03-04",6.8
"547","2009-03-05",6.33
"548","2009-03-06",6.6
"549","2009-03-09",6.32
"550","2009-03-10",6.65
"551","2009-03-11",6.5
"552","2009-03-12",6.92
"553","2009-03-13",7.1
"554","2009-03-16",6.76
"555","2009-03-17",7.54
"556","2009-03-18",7.95
"557","2009-03-19",7.59
"558","2009-03-20",7.34
"559","2009-03-23",8
"560","2009-03-24",6.97
"561","2009-03-25",7.4
"562","2009-03-26",7.69
"563","2009-03-27",7.15
"564","2009-03-30",7.56
"565","2009-03-31",7.27
"566","2009-04-01",7.61
"567","2009-04-02",7.69
"568","2009-04-03",7.81
"569","2009-04-06",7.68
"570","2009-04-07",7.36
"571","2009-04-08",7.26
"572","2009-04-09",7.97
"573","2009-04-13",7.98
"574","2009-04-14",7.41
"575","2009-04-15",7.65
"576","2009-04-16",7.46
"577","2009-04-17",7.52
"578","2009-04-20",7.21
"579","2009-04-21",7.53
"580","2009-04-22",7.18
"581","2009-04-23",7.25
"582","2009-04-24",7.22
"583","2009-04-27",7.09
"584","2009-04-28",7.17
"585","2009-04-29",7.31
"586","2009-04-30",7.21
"587","2009-05-01",7
"588","2009-05-04",7.19
"589","2009-05-05",6.94
"590","2009-05-06",7.01
"591","2009-05-07",6.59
"592","2009-05-08",7.33
"593","2009-05-11",7.05
"594","2009-05-12",6.71
"595","2009-05-13",6.41
"596","2009-05-14",6.68
"597","2009-05-15",6.44
"598","2009-05-18",6.91
"599","2009-05-19",6.65
"600","2009-05-20",6.47
"601","2009-05-21",6.4
"602","2009-05-22",6.32
"603","2009-05-26",6.9
"604","2009-05-27",6.4
"605","2009-05-28",6.32
"606","2009-05-29",6.59
"607","2009-06-01",6.86
"608","2009-06-02",7.06
"609","2009-06-03",6.79
"610","2009-06-04",6.87
"611","2009-06-05",6.87
"612","2009-06-08",6.89
"613","2009-06-09",6.82
"614","2009-06-10",6.55
"615","2009-06-11",6.54
"616","2009-06-12",6.82
"617","2009-06-15",6.8
"618","2009-06-16",6.74
"619","2009-06-17",6.83
"620","2009-06-18",6.72
"621","2009-06-19",6.76
"622","2009-06-22",6.56
"623","2009-06-23",6.51
"624","2009-06-24",6.33
"625","2009-06-25",6.63
"626","2009-06-26",6.43
"627","2009-06-29",6.25
"628","2009-06-30",6.08
"629","2009-07-01",6.18
"630","2009-07-02",5.6
"631","2009-07-06",5.92
"632","2009-07-07",5.69
"633","2009-07-08",5.71
"634","2009-07-09",5.59
"635","2009-07-10",5.75
"636","2009-07-13",5.86
"637","2009-07-14",5.9
"638","2009-07-15",6.3
"639","2009-07-16",6.25
"640","2009-07-17",6.77
"641","2009-07-20",6.85
"642","2009-07-21",6.69
"643","2009-07-22",6.54
"644","2009-07-23",6.79
"645","2009-07-24",6.9
"646","2009-07-27",6.91
"647","2009-07-28",6.99
"648","2009-07-29",6.9
"649","2009-07-30",6.98
"650","2009-07-31",7.05
"651","2009-08-03",7.2
"652","2009-08-04",7.17
"653","2009-08-05",7.11
"654","2009-08-06",6.79
"655","2009-08-07",6.98
"656","2009-08-10",7
"657","2009-08-11",6.9
"658","2009-08-12",6.99
"659","2009-08-13",6.87
"660","2009-08-14",6.63
"661","2009-08-17",6.56
"662","2009-08-18",6.73
"663","2009-08-19",6.68
"664","2009-08-20",6.66
"665","2009-08-21",6.94
"666","2009-08-24",6.96
"667","2009-08-25",6.95
"668","2009-08-26",6.91
"669","2009-08-27",6.92
"670","2009-08-28",6.75
"671","2009-08-31",6.81
"672","2009-09-01",6.71
"673","2009-09-02",6.63
"674","2009-09-03",6.68
"675","2009-09-04",6.82
"676","2009-09-08",6.7
"677","2009-09-09",6.88
"678","2009-09-10",6.81
"679","2009-09-11",6.76
"680","2009-09-14",6.89
"681","2009-09-15",6.9
"682","2009-09-16",6.85
"683","2009-09-17",6.85
"684","2009-09-18",6.98
"685","2009-09-21",6.97
"686","2009-09-22",6.86
"687","2009-09-23",6.67
"688","2009-09-24",6.54
"689","2009-09-25",6.5
"690","2009-09-28",6.75
"691","2009-09-29",6.56
"692","2009-09-30",6.34
"693","2009-10-01",6.12
"694","2009-10-02",6.06
"695","2009-10-05",6.2
"696","2009-10-06",6.49
"697","2009-10-07",6.43
"698","2009-10-08",6.33
"699","2009-10-09",6.32
"700","2009-10-12",6.29
"701","2009-10-13",6.28
"702","2009-10-14",6.49
"703","2009-10-15",6.42
"704","2009-10-16",6.43
"705","2009-10-19",6.61
"706","2009-10-20",6.46
"707","2009-10-21",6.22
"708","2009-10-22",6.2
"709","2009-10-23",6.11
"710","2009-10-26",6.28
"711","2009-10-27",6.26
"712","2009-10-28",6.21
"713","2009-10-29",6.18
"714","2009-10-30",6.03
"715","2009-11-02",5.91
"716","2009-11-03",5.91
"717","2009-11-04",5.98
"718","2009-11-05",6.13
"719","2009-11-06",6.06
"720","2009-11-09",6.22
"721","2009-11-10",6.11
"722","2009-11-11",6.04
"723","2009-11-12",5.81
"724","2009-11-13",5.8
"725","2009-11-16",6.3
"726","2009-11-17",6.35
"727","2009-11-18",6.17
"728","2009-11-19",6.04
"729","2009-11-20",6.1
"730","2009-11-23",6.5
"731","2009-11-24",6.43
"732","2009-11-25",6.3
"733","2009-11-27",6.1
"734","2009-11-30",6.15
"735","2009-12-01",6.05
"736","2009-12-02",6.08
"737","2009-12-03",5.85
"738","2009-12-04",6.11
"739","2009-12-07",6.3
"740","2009-12-08",6.33
"741","2009-12-09",6.44
"742","2009-12-10",6.27
"743","2009-12-11",6.28
"744","2009-12-14",6.47
"745","2009-12-15",6.49
"746","2009-12-16",6.53
"747","2009-12-17",6.33
"748","2009-12-18",6.4
"749","2009-12-21",6.63
"750","2009-12-22",6.65
"751","2009-12-23",6.6
"752","2009-12-24",6.75
"753","2009-12-28",6.79
"754","2009-12-29",6.83
"755","2009-12-30",6.74
"756","2009-12-31",6.53
"757","2010-01-04",6.69
"758","2010-01-05",6.61
"759","2010-01-06",6.48
"760","2010-01-07",6.52
"761","2010-01-08",6.53
"762","2010-01-11",6.6
"763","2010-01-12",6.47
"764","2010-01-13",6.48
"765","2010-01-14",6.53
"766","2010-01-15",6.46
"767","2010-01-19",6.77
"768","2010-01-20",6.61
"769","2010-01-21",6.35
"770","2010-01-22",6.24
"771","2010-01-25",6.31
"772","2010-01-26",6.25
"773","2010-01-27",6.48
"774","2010-01-28",6.35
"775","2010-01-29",6.45
"776","2010-02-01",6.48
"777","2010-02-02",6.28
"778","2010-02-03",6.11
"779","2010-02-04",5.9
"780","2010-02-05",6.04
"781","2010-02-08",5.99
"782","2010-02-09",6.04
"783","2010-02-10",5.91
"784","2010-02-11",5.94
"785","2010-02-12",6.11
"786","2010-02-16",6.29
"787","2010-02-17",6.3
"788","2010-02-18",6.41
"789","2010-02-19",6.45
"790","2010-02-22",6.54
"791","2010-02-23",6.57
"792","2010-02-24",6.64
"793","2010-02-25",6.5
"794","2010-02-26",6.48
"795","2010-03-01",6.65
"796","2010-03-02",6.74
"797","2010-03-03",6.89
"798","2010-03-04",6.83
"799","2010-03-05",6.98
"800","2010-03-08",6.99
"801","2010-03-09",7
"802","2010-03-10",7.04
"803","2010-03-11",6.87
"804","2010-03-12",6.63
"805","2010-03-15",6.97
"806","2010-03-16",7
"807","2010-03-17",6.98
"808","2010-03-18",7
"809","2010-03-19",6.98
"810","2010-03-22",7.19
"811","2010-03-23",7.27
"812","2010-03-24",7.21
"813","2010-03-25",7.12
"814","2010-03-26",7.1
"815","2010-03-29",7.11
"816","2010-03-30",6.99
"817","2010-03-31",6.91
"818","2010-04-01",6.94
"819","2010-04-05",7.12
"820","2010-04-06",7.17
"821","2010-04-07",7.12
"822","2010-04-08",7.07
"823","2010-04-09",7.06
"824","2010-04-12",7.09
"825","2010-04-13",7.04
"826","2010-04-14",7.08
"827","2010-04-15",6.99
"828","2010-04-16",6.97
"829","2010-04-19",7.02
"830","2010-04-20",7.07
"831","2010-04-21",7.23
"832","2010-04-22",7.24
"833","2010-04-23",7.3
"834","2010-04-26",7.3
"835","2010-04-27",7.2
"836","2010-04-28",7.11
"837","2010-04-29",7.24
"838","2010-04-30",7.01
"839","2010-05-03",7.17
"840","2010-05-04",6.99
"841","2010-05-05",6.97
"842","2010-05-06",6.6
"843","2010-05-07",6.56
"844","2010-05-10",7.1
"845","2010-05-11",7.07
"846","2010-05-12",7.3
"847","2010-05-13",7.14
"848","2010-05-14",7.14
"849","2010-05-17",7.31
"850","2010-05-18",7.18
"851","2010-05-19",7.03
"852","2010-05-20",6.59
"853","2010-05-21",6.65
"854","2010-05-24",6.58
"855","2010-05-25",6.65
"856","2010-05-26",6.6
"857","2010-05-27",6.95
"858","2010-05-28",6.82
"859","2010-06-01",6.58
"860","2010-06-02",6.98
"861","2010-06-03",6.85
"862","2010-06-04",6.49
"863","2010-06-07",6.56
"864","2010-06-08",6.54
"865","2010-06-09",6.43
"866","2010-06-10",6.55
"867","2010-06-11",6.65
"868","2010-06-14",6.86
"869","2010-06-15",7.05
"870","2010-06-16",7.01
"871","2010-06-17",7.01
"872","2010-06-18",7.09
"873","2010-06-21",7.05
"874","2010-06-22",6.7
"875","2010-06-23",6.66
"876","2010-06-24",6.7
"877","2010-06-25",7.1
"878","2010-06-28",6.97
"879","2010-06-29",6.69
"880","2010-06-30",6.66
"881","2010-07-01",6.74
"882","2010-07-02",6.63
"883","2010-07-06",6.73
"884","2010-07-07",6.94
"885","2010-07-08",6.83
"886","2010-07-09",6.94
"887","2010-07-12",6.88
"888","2010-07-13",7.1
"889","2010-07-14",6.93
"890","2010-07-15",6.78
"891","2010-07-16",6.55
"892","2010-07-19",6.85
"893","2010-07-20",6.92
"894","2010-07-21",6.59
"895","2010-07-22",6.79
"896","2010-07-23",7.04
"897","2010-07-26",7.17
"898","2010-07-27",7.07
"899","2010-07-28",6.84
"900","2010-07-29",6.92
"901","2010-07-30",6.68
"902","2010-08-02",6.97
"903","2010-08-03",6.87
"904","2010-08-04",6.95
"905","2010-08-05",6.93
"906","2010-08-06",7.07
"907","2010-08-09",7.1
"908","2010-08-10",7.03
"909","2010-08-11",6.69
"910","2010-08-12",6.68
"911","2010-08-13",6.66
"912","2010-08-16",6.99
"913","2010-08-17",6.87
"914","2010-08-18",6.79
"915","2010-08-19",6.59
"916","2010-08-20",6.65
"917","2010-08-23",6.65
"918","2010-08-24",6.63
"919","2010-08-25",6.75
"920","2010-08-26",6.56
"921","2010-08-27",6.86
"922","2010-08-30",6.59
"923","2010-08-31",6.74
"924","2010-09-01",6.88
"925","2010-09-02",6.82
"926","2010-09-03",6.96
"927","2010-09-07",6.72
"928","2010-09-08",6.75
"929","2010-09-09",6.71
"930","2010-09-10",6.65
"931","2010-09-13",6.94
"932","2010-09-14",6.89
"933","2010-09-15",6.86
"934","2010-09-16",6.74
"935","2010-09-17",6.83
"936","2010-09-20",7.14
"937","2010-09-21",6.94
"938","2010-09-22",6.73
"939","2010-09-23",6.72
"940","2010-09-24",7.01
"941","2010-09-27",6.92
"942","2010-09-28",6.99
"943","2010-09-29",6.97
"944","2010-09-30",6.89
"945","2010-10-01",6.97
"946","2010-10-04",6.91
"947","2010-10-05",7.09
"948","2010-10-06",7.02
"949","2010-10-07",6.84
"950","2010-10-08",7.03
"951","2010-10-11",7
"952","2010-10-12",6.98
"953","2010-10-13",7.07
"954","2010-10-14",7.06
"955","2010-10-15",7.07
"956","2010-10-18",7.14
"957","2010-10-19",7.09
"958","2010-10-20",7.07
"959","2010-10-21",6.98
"960","2010-10-22",7.06
"961","2010-10-25",7.07
"962","2010-10-26",7.1
"963","2010-10-27",6.94
"964","2010-10-28",6.89
"965","2010-10-29",6.92
"966","2010-11-01",6.88
"967","2010-11-02",7.11
"968","2010-11-03",7.03
"969","2010-11-04",7.23
"970","2010-11-05",7.24
"971","2010-11-08",7.27
"972","2010-11-09",6.99
"973","2010-11-10",7.13
"974","2010-11-11",6.99
"975","2010-11-12",6.85
"976","2010-11-15",7.03
"977","2010-11-16",6.98
"978","2010-11-17",6.89
"979","2010-11-18",7.01
"980","2010-11-19",7.08
"981","2010-11-22",7.04
"982","2010-11-23",6.96
"983","2010-11-24",7.19
"984","2010-11-26",7.16
"985","2010-11-29",7.12
"986","2010-11-30",7
"987","2010-12-01",7.18
"988","2010-12-02",7.03
"989","2010-12-03",7.11
"990","2010-12-06",7.16
"991","2010-12-07",7.18
"992","2010-12-08",7.22
"993","2010-12-09",7.29
"994","2010-12-10",7.31
"995","2010-12-13",7.35
"996","2010-12-14",7.46
"997","2010-12-15",7.36
"998","2010-12-16",7.42
"999","2010-12-17",7.5
"1000","2010-12-20",7.45
"1001","2010-12-21",7.53
"1002","2010-12-22",7.59
