"","date","BCPC"
"1","2007-01-03",11.008889
"2","2007-01-04",10.675555
"3","2007-01-05",10.413333
"4","2007-01-08",10.671111
"5","2007-01-09",10.728889
"6","2007-01-10",10.862223
"7","2007-01-11",11.075556
"8","2007-01-12",11.306666
"9","2007-01-16",10.244445
"10","2007-01-17",10.226666
"11","2007-01-18",10.062222
"12","2007-01-19",10.093333
"13","2007-01-22",9.533334
"14","2007-01-23",9.626667
"15","2007-01-24",10.146667
"16","2007-01-25",10
"17","2007-01-26",10
"18","2007-01-29",10.68
"19","2007-01-30",10.24
"20","2007-01-31",10.233334
"21","2007-02-01",10.366667
"22","2007-02-02",9.82
"23","2007-02-05",9.84
"24","2007-02-06",9.913333
"25","2007-02-07",9.813334
"26","2007-02-08",9.753333
"27","2007-02-09",9.573334
"28","2007-02-12",9.52
"29","2007-02-13",9.746667
"30","2007-02-14",9.546667
"31","2007-02-15",9.393333
"32","2007-02-16",9.5
"33","2007-02-20",9.706667
"34","2007-02-21",10.24
"35","2007-02-22",10.64
"36","2007-02-23",10.586667
"37","2007-02-26",10.56
"38","2007-02-27",10.133333
"39","2007-02-28",9.873333
"40","2007-03-01",9.686666
"41","2007-03-02",9.746667
"42","2007-03-05",9.653334
"43","2007-03-06",10.233334
"44","2007-03-07",10.026667
"45","2007-03-08",10.046667
"46","2007-03-09",10.133333
"47","2007-03-12",10.853333
"48","2007-03-13",10.346666
"49","2007-03-14",10.6
"50","2007-03-15",10.646667
"51","2007-03-16",10.666667
"52","2007-03-19",11.013333
"53","2007-03-20",11.633333
"54","2007-03-21",12.333333
"55","2007-03-22",12.373333
"56","2007-03-23",12.046667
"57","2007-03-26",12.34
"58","2007-03-27",12.033334
"59","2007-03-28",12.006667
"60","2007-03-29",11.76
"61","2007-03-30",11.786667
"62","2007-04-02",11.986667
"63","2007-04-03",12.086667
"64","2007-04-04",11.966666
"65","2007-04-05",12.273334
"66","2007-04-09",12.12
"67","2007-04-10",12.22
"68","2007-04-11",11.813334
"69","2007-04-12",11.833333
"70","2007-04-13",11.693334
"71","2007-04-16",11.873333
"72","2007-04-17",11.526667
"73","2007-04-18",11.906667
"74","2007-04-19",11.993333
"75","2007-04-20",12.2
"76","2007-04-23",12.333333
"77","2007-04-24",12.593333
"78","2007-04-25",12.666667
"79","2007-04-26",12.78
"80","2007-04-27",12.673333
"81","2007-04-30",12.253333
"82","2007-05-01",12.453333
"83","2007-05-02",12.5
"84","2007-05-03",12.16
"85","2007-05-04",12.166667
"86","2007-05-07",12.053333
"87","2007-05-08",12.226666
"88","2007-05-09",12.146667
"89","2007-05-10",11.5
"90","2007-05-11",11.926666
"91","2007-05-14",11.773334
"92","2007-05-15",11.513333
"93","2007-05-16",11.593333
"94","2007-05-17",11.433333
"95","2007-05-18",11.58
"96","2007-05-21",11.526667
"97","2007-05-22",11.833333
"98","2007-05-23",11.826667
"99","2007-05-24",11.713333
"100","2007-05-25",11.693334
"101","2007-05-29",11.74
"102","2007-05-30",11.746667
"103","2007-05-31",11.76
"104","2007-06-01",12.186666
"105","2007-06-04",12.26
"106","2007-06-05",12.433333
"107","2007-06-06",12.413333
"108","2007-06-07",12.2
"109","2007-06-08",12.34
"110","2007-06-11",12.24
"111","2007-06-12",11.84
"112","2007-06-13",11.566667
"113","2007-06-14",11.773334
"114","2007-06-15",12.133333
"115","2007-06-18",12.12
"116","2007-06-19",12.133333
"117","2007-06-20",11.74
"118","2007-06-21",11.813334
"119","2007-06-22",11.626667
"120","2007-06-25",11.493333
"121","2007-06-26",11.48
"122","2007-06-27",11.753333
"123","2007-06-28",11.86
"124","2007-06-29",12.113334
"125","2007-07-02",12.393333
"126","2007-07-03",12.446667
"127","2007-07-05",12.353333
"128","2007-07-06",12.453333
"129","2007-07-09",12.44
"130","2007-07-10",12.053333
"131","2007-07-11",12.073334
"132","2007-07-12",12.186666
"133","2007-07-13",12
"134","2007-07-16",11.813334
"135","2007-07-17",11.666667
"136","2007-07-18",11.78
"137","2007-07-19",11.653334
"138","2007-07-20",11.406667
"139","2007-07-23",11.393333
"140","2007-07-24",11
"141","2007-07-25",10.78
"142","2007-07-26",10.4
"143","2007-07-27",10.4
"144","2007-07-30",10.5
"145","2007-07-31",11.34
"146","2007-08-01",11.833333
"147","2007-08-02",12.06
"148","2007-08-03",11.353333
"149","2007-08-06",12.193334
