"","date","PBF"
"1","2012-12-13",26.25
"2","2012-12-14",27.02
"3","2012-12-17",28.040001
"4","2012-12-18",27.870001
"5","2012-12-19",27.6
"6","2012-12-20",27.83
"7","2012-12-21",27.92
"8","2012-12-24",27.889999
"9","2012-12-26",28.059999
"10","2012-12-27",28.299999
"11","2012-12-28",27.809999
"12","2012-12-31",29.049999
"13","2013-01-02",29.35
"14","2013-01-03",28.299999
"15","2013-01-04",28.07
"16","2013-01-07",27.5
"17","2013-01-08",27.35
"18","2013-01-09",27.469999
"19","2013-01-10",27.559999
"20","2013-01-11",28.120001
"21","2013-01-14",28.02
"22","2013-01-15",28.77
"23","2013-01-16",29.209999
"24","2013-01-17",29.42
"25","2013-01-18",28.5
"26","2013-01-22",29.049999
"27","2013-01-23",28.940001
"28","2013-01-24",29.469999
"29","2013-01-25",29.950001
"30","2013-01-28",31.889999
"31","2013-01-29",33
"32","2013-01-30",33.200001
"33","2013-01-31",33.400002
"34","2013-02-01",33.299999
"35","2013-02-04",33.619999
"36","2013-02-05",35.919998
"37","2013-02-06",35.880001
"38","2013-02-07",36.349998
"39","2013-02-08",38.759998
"40","2013-02-11",38.169998
"41","2013-02-12",37.779999
"42","2013-02-13",38.549999
"43","2013-02-14",38.5
"44","2013-02-15",38.43
"45","2013-02-19",38.700001
"46","2013-02-20",38.25
"47","2013-02-21",38.169998
"48","2013-02-22",40.169998
"49","2013-02-25",39.330002
"50","2013-02-26",40
"51","2013-02-27",40.68
"52","2013-02-28",41.75
"53","2013-03-01",41.349998
"54","2013-03-04",41.98
"55","2013-03-05",41.25
"56","2013-03-06",40.290001
"57","2013-03-07",39.990002
"58","2013-03-08",39.450001
"59","2013-03-11",37.889999
"60","2013-03-12",39.060001
"61","2013-03-13",37.75
"62","2013-03-14",38.060001
"63","2013-03-15",39.700001
"64","2013-03-18",39.59
"65","2013-03-19",40
"66","2013-03-20",41.189999
"67","2013-03-21",40.200001
"68","2013-03-22",40.77
"69","2013-03-25",39.470001
"70","2013-03-26",38.93
"71","2013-03-27",37.599998
"72","2013-03-28",37.169998
"73","2013-04-01",36.91
"74","2013-04-02",36.23
"75","2013-04-03",33.310001
"76","2013-04-04",34.040001
"77","2013-04-05",34.02
"78","2013-04-08",33.48
"79","2013-04-09",34.009998
"80","2013-04-10",34.41
"81","2013-04-11",32.25
"82","2013-04-12",31.4
"83","2013-04-15",30.4
"84","2013-04-16",31.24
"85","2013-04-17",29.41
"86","2013-04-18",29.1
"87","2013-04-19",29.950001
"88","2013-04-22",31.33
"89","2013-04-23",31.4
"90","2013-04-24",31.700001
"91","2013-04-25",32.040001
"92","2013-04-26",31.719999
"93","2013-04-29",32.25
"94","2013-04-30",30.450001
"95","2013-05-01",29.450001
"96","2013-05-02",27.74
"97","2013-05-03",28.49
"98","2013-05-06",29.83
"99","2013-05-07",31.5
"100","2013-05-08",30.870001
"101","2013-05-09",31.379999
"102","2013-05-10",30.02
"103","2013-05-13",29.389999
"104","2013-05-14",30.129999
"105","2013-05-15",30.98
"106","2013-05-16",31.299999
"107","2013-05-17",31.360001
"108","2013-05-20",32.669998
"109","2013-05-21",31.82
"110","2013-05-22",30.84
"111","2013-05-23",30.59
"112","2013-05-24",29.709999
"113","2013-05-28",28.59
"114","2013-05-29",29.58
"115","2013-05-30",29.200001
"116","2013-05-31",29.17
"117","2013-06-03",28.41
"118","2013-06-04",28.15
"119","2013-06-05",27.99
"120","2013-06-06",27.440001
"121","2013-06-07",27.040001
"122","2013-06-10",27
"123","2013-06-11",26.5
"124","2013-06-12",26.540001
"125","2013-06-13",26.75
"126","2013-06-14",26.540001
"127","2013-06-17",26.25
"128","2013-06-18",26.690001
"129","2013-06-19",26.58
"130","2013-06-20",25.639999
"131","2013-06-21",24.84
"132","2013-06-24",24.15
"133","2013-06-25",24.809999
"134","2013-06-26",24.639999
"135","2013-06-27",25.139999
"136","2013-06-28",25.9
"137","2013-07-01",24.639999
"138","2013-07-02",23.639999
"139","2013-07-03",23.18
"140","2013-07-05",22.77
"141","2013-07-08",22.82
"142","2013-07-09",23.35
"143","2013-07-10",22.02
"144","2013-07-11",22.950001
"145","2013-07-12",23.110001
"146","2013-07-15",23
"147","2013-07-16",22.76
"148","2013-07-17",22.870001
"149","2013-07-18",21.92
"150","2013-07-19",21.68
"151","2013-07-22",22.17
"152","2013-07-23",22.780001
"153","2013-07-24",22.43
"154","2013-07-25",23
"155","2013-07-26",23.09
"156","2013-07-29",23.1
"157","2013-07-30",23.08
"158","2013-07-31",22.889999
"159","2013-08-01",22.5
"160","2013-08-02",23
"161","2013-08-05",22.42
"162","2013-08-06",24.57
"163","2013-08-07",23.43
"164","2013-08-08",24.040001
"165","2013-08-09",23.41
"166","2013-08-12",23.639999
"167","2013-08-13",23.040001
"168","2013-08-14",22.639999
"169","2013-08-15",22.5
"170","2013-08-16",22.17
"171","2013-08-19",22.02
"172","2013-08-20",21.84
"173","2013-08-21",21.879999
"174","2013-08-22",22.540001
"175","2013-08-23",22.809999
"176","2013-08-26",22.530001
"177","2013-08-27",21.93
"178","2013-08-28",21.74
"179","2013-08-29",21.9
"180","2013-08-30",21.969999
"181","2013-09-03",22.83
"182","2013-09-04",22.889999
"183","2013-09-05",22.379999
"184","2013-09-06",21.809999
"185","2013-09-09",21.4
"186","2013-09-10",21.42
"187","2013-09-11",20.98
"188","2013-09-12",21.549999
"189","2013-09-13",22.379999
"190","2013-09-16",22.870001
"191","2013-09-17",22.92
"192","2013-09-18",23.09
"193","2013-09-19",22.23
"194","2013-09-20",22.25
"195","2013-09-23",22.59
"196","2013-09-24",22.530001
"197","2013-09-25",22.719999
"198","2013-09-26",22.700001
"199","2013-09-27",22.6
"200","2013-09-30",22.450001
"201","2013-10-01",22.200001
"202","2013-10-02",22.15
"203","2013-10-03",22.549999
"204","2013-10-04",22.690001
"205","2013-10-07",22.190001
"206","2013-10-08",21.790001
"207","2013-10-09",21.440001
"208","2013-10-10",23.91
"209","2013-10-11",24.190001
"210","2013-10-14",24.85
"211","2013-10-15",24.9
"212","2013-10-16",24.940001
"213","2013-10-17",25.5
"214","2013-10-18",25.75
"215","2013-10-21",25.51
"216","2013-10-22",26.25
"217","2013-10-23",25.91
"218","2013-10-24",26.35
"219","2013-10-25",25.67
"220","2013-10-28",26
"221","2013-10-29",26.08
"222","2013-10-30",26.360001
"223","2013-10-31",26.33
"224","2013-11-01",27.18
"225","2013-11-04",27.9
"226","2013-11-05",27.620001
"227","2013-11-06",27.280001
"228","2013-11-07",26.870001
"229","2013-11-08",27.440001
"230","2013-11-11",27.85
"231","2013-11-12",27.85
"232","2013-11-13",27.75
"233","2013-11-14",28.27
"234","2013-11-15",28.450001
"235","2013-11-18",28.27
"236","2013-11-19",27.42
"237","2013-11-20",26.370001
"238","2013-11-21",27.01
"239","2013-11-22",27.709999
"240","2013-11-25",28.049999
"241","2013-11-26",28.209999
"242","2013-11-27",29.120001
"243","2013-11-29",28.85
"244","2013-12-02",29.219999
"245","2013-12-03",29.34
"246","2013-12-04",27.700001
"247","2013-12-05",27.709999
"248","2013-12-06",28.25
"249","2013-12-09",29.15
"250","2013-12-10",29.5
"251","2013-12-11",29.440001
"252","2013-12-12",29.450001
"253","2013-12-13",29.440001
"254","2013-12-16",30.1
"255","2013-12-17",30.17
"256","2013-12-18",30.790001
"257","2013-12-19",30.219999
"258","2013-12-20",30.68
"259","2013-12-23",30.85
"260","2013-12-24",30.93
"261","2013-12-26",31.219999
"262","2013-12-27",30.91
"263","2013-12-30",30.639999
"264","2013-12-31",31.459999
"265","2014-01-02",31.15
"266","2014-01-03",29.889999
"267","2014-01-06",29.91
"268","2014-01-07",28.5
"269","2014-01-08",28.74
"270","2014-01-09",29.030001
"271","2014-01-10",28.99
"272","2014-01-13",27.969999
"273","2014-01-14",28.33
"274","2014-01-15",27.870001
"275","2014-01-16",27.559999
"276","2014-01-17",27.51
"277","2014-01-21",28.059999
"278","2014-01-22",27.59
"279","2014-01-23",27.33
"280","2014-01-24",26.110001
"281","2014-01-27",26.57
"282","2014-01-28",26.190001
"283","2014-01-29",26.549999
"284","2014-01-30",26.09
"285","2014-01-31",25.93
"286","2014-02-03",24.860001
"287","2014-02-04",24.540001
"288","2014-02-05",23.790001
"289","2014-02-06",24.32
"290","2014-02-07",24.98
"291","2014-02-10",23.950001
"292","2014-02-11",24.75
"293","2014-02-12",24.51
"294","2014-02-13",25.26
"295","2014-02-14",26.040001
"296","2014-02-18",26.549999
"297","2014-02-19",26
"298","2014-02-20",25.860001
"299","2014-02-21",26.209999
"300","2014-02-24",27.200001
"301","2014-02-25",27.26
"302","2014-02-26",27.049999
"303","2014-02-27",25.969999
"304","2014-02-28",25.200001
"305","2014-03-03",24.959999
"306","2014-03-04",25.01
"307","2014-03-05",25.23
"308","2014-03-06",27.299999
"309","2014-03-07",26.85
"310","2014-03-10",26.99
"311","2014-03-11",26.42
"312","2014-03-12",27.17
"313","2014-03-13",26.57
"314","2014-03-14",26.969999
"315","2014-03-17",26.48
"316","2014-03-18",27.18
"317","2014-03-19",27.030001
"318","2014-03-20",27.16
"319","2014-03-21",25.450001
"320","2014-03-24",25.809999
"321","2014-03-25",25.66
"322","2014-03-26",25.690001
"323","2014-03-27",25.59
"324","2014-03-28",25.639999
"325","2014-03-31",25.799999
"326","2014-04-01",26.469999
"327","2014-04-02",26.32
"328","2014-04-03",26.32
"329","2014-04-04",26.09
"330","2014-04-07",26.07
"331","2014-04-08",26.25
"332","2014-04-09",27.02
"333","2014-04-10",26.51
"334","2014-04-11",25.83
"335","2014-04-14",26.370001
"336","2014-04-15",26.9
"337","2014-04-16",28.049999
"338","2014-04-17",28.299999
"339","2014-04-21",28.59
"340","2014-04-22",29
"341","2014-04-23",29.5
"342","2014-04-24",29.27
"343","2014-04-25",28.92
"344","2014-04-28",29.389999
"345","2014-04-29",29.129999
"346","2014-04-30",30.780001
"347","2014-05-01",31.92
"348","2014-05-02",32.009998
"349","2014-05-05",31.5
"350","2014-05-06",31.639999
"351","2014-05-07",31.129999
"352","2014-05-08",30.41
"353","2014-05-09",30.049999
"354","2014-05-12",30.26
"355","2014-05-13",30.110001
"356","2014-05-14",29.68
"357","2014-05-15",30
"358","2014-05-16",30.030001
"359","2014-05-19",30.35
"360","2014-05-20",29.889999
"361","2014-05-21",29.540001
"362","2014-05-22",29.75
"363","2014-05-23",29.42
"364","2014-05-27",29.9
"365","2014-05-28",30.82
"366","2014-05-29",32.009998
"367","2014-05-30",31.91
"368","2014-06-02",31.09
"369","2014-06-03",31.620001
"370","2014-06-04",30.66
"371","2014-06-05",31.370001
"372","2014-06-06",31.93
"373","2014-06-09",31.809999
"374","2014-06-10",31.27
"375","2014-06-11",31.389999
"376","2014-06-12",30.1
"377","2014-06-13",30.129999
"378","2014-06-16",30.059999
"379","2014-06-17",30.15
"380","2014-06-18",31.200001
"381","2014-06-19",31.709999
"382","2014-06-20",32.169998
"383","2014-06-23",32.240002
"384","2014-06-24",31.440001
"385","2014-06-25",28.07
"386","2014-06-26",27.99
"387","2014-06-27",27.01
"388","2014-06-30",26.65
"389","2014-07-01",26.879999
"390","2014-07-02",27.450001
"391","2014-07-03",27.530001
"392","2014-07-07",27.15
"393","2014-07-08",27.01
"394","2014-07-09",27.290001
"395","2014-07-10",26.860001
"396","2014-07-11",27.07
"397","2014-07-14",27.4
"398","2014-07-15",27.790001
"399","2014-07-16",27.190001
"400","2014-07-17",26.59
"401","2014-07-18",26.879999
"402","2014-07-21",26.6
"403","2014-07-22",27.030001
"404","2014-07-23",26.780001
"405","2014-07-24",26.99
"406","2014-07-25",27.27
"407","2014-07-28",26.889999
"408","2014-07-29",27.27
"409","2014-07-30",26.969999
"410","2014-07-31",27.1
"411","2014-08-01",26.610001
"412","2014-08-04",25.59
"413","2014-08-05",25.129999
"414","2014-08-06",25.85
"415","2014-08-07",25.32
"416","2014-08-08",26.120001
"417","2014-08-11",25.41
"418","2014-08-12",25.139999
"419","2014-08-13",25.190001
"420","2014-08-14",25.91
"421","2014-08-15",25.709999
"422","2014-08-18",26.67
"423","2014-08-19",27.52
"424","2014-08-20",28.219999
"425","2014-08-21",27.709999
"426","2014-08-22",27.459999
"427","2014-08-25",27.76
"428","2014-08-26",27.700001
"429","2014-08-27",27.889999
"430","2014-08-28",28.25
"431","2014-08-29",28.41
"432","2014-09-02",27.879999
"433","2014-09-03",27.74
"434","2014-09-04",27.389999
"435","2014-09-05",28.030001
"436","2014-09-08",27.530001
"437","2014-09-09",26.549999
"438","2014-09-10",25.82
"439","2014-09-11",24.93
"440","2014-09-12",24.74
"441","2014-09-15",24.940001
"442","2014-09-16",24.870001
"443","2014-09-17",23.98
"444","2014-09-18",24.07
"445","2014-09-19",24.49
"446","2014-09-22",23.92
"447","2014-09-23",23.889999
"448","2014-09-24",24.07
"449","2014-09-25",24.01
"450","2014-09-26",24.34
"451","2014-09-29",24.16
"452","2014-09-30",24
"453","2014-10-01",23.92
"454","2014-10-02",24.16
"455","2014-10-03",23.690001
"456","2014-10-06",23.73
"457","2014-10-07",23.860001
"458","2014-10-08",24.48
"459","2014-10-09",23.530001
"460","2014-10-10",23.370001
"461","2014-10-13",22.559999
"462","2014-10-14",22.129999
"463","2014-10-15",22.120001
"464","2014-10-16",22.67
"465","2014-10-17",23
"466","2014-10-20",23.34
"467","2014-10-21",24.34
"468","2014-10-22",23.110001
"469","2014-10-23",24.049999
