"","date","DXPE"
"1","2007-01-03",17.75
"2","2007-01-04",17.245001
"3","2007-01-05",16.115
"4","2007-01-08",16.495001
"5","2007-01-09",15.845
"6","2007-01-10",15.64
"7","2007-01-11",16.275
"8","2007-01-12",16.735001
"9","2007-01-16",16.700001
"10","2007-01-17",16.280001
"11","2007-01-18",15.585
"12","2007-01-19",15.905
"13","2007-01-22",15.385
"14","2007-01-23",15.705
"15","2007-01-24",15.815
"16","2007-01-25",15.78
"17","2007-01-26",15.825
"18","2007-01-29",15.56
"19","2007-01-30",16.465
"20","2007-01-31",16.615
"21","2007-02-01",16.719999
"22","2007-02-02",16.375
"23","2007-02-05",16.59
"24","2007-02-06",16.584999
"25","2007-02-07",16.5
"26","2007-02-08",16.5
"27","2007-02-09",16.360001
"28","2007-02-12",16.190001
"29","2007-02-13",16.445
"30","2007-02-14",16.264999
"31","2007-02-15",16.395
"32","2007-02-16",16.315001
"33","2007-02-20",16.120001
"34","2007-02-21",16.27
"35","2007-02-22",15.94
"36","2007-02-23",16.049999
"37","2007-02-26",15.875
"38","2007-02-27",14.5
"39","2007-02-28",15.08
"40","2007-03-01",15.1
"41","2007-03-02",15.17
"42","2007-03-05",15.47
"43","2007-03-06",15.76
"44","2007-03-07",15.58
"45","2007-03-08",15.98
"46","2007-03-09",15.815
"47","2007-03-12",15.83
"48","2007-03-13",15.68
"49","2007-03-14",15.62
"50","2007-03-15",16.5
"51","2007-03-16",19.625
"52","2007-03-19",20.355
"53","2007-03-20",19.74
"54","2007-03-21",20.1
"55","2007-03-22",19.965
"56","2007-03-23",20.450001
"57","2007-03-26",22.299999
"58","2007-03-27",21.15
"59","2007-03-28",20.375
"60","2007-03-29",19.700001
"61","2007-03-30",19.1
"62","2007-04-02",19.41
"63","2007-04-03",20.245001
"64","2007-04-04",21.120001
"65","2007-04-05",20.725
"66","2007-04-09",20.84
"67","2007-04-10",20.15
"68","2007-04-11",19.690001
"69","2007-04-12",20.290001
"70","2007-04-13",20.59
"71","2007-04-16",20.84
"72","2007-04-17",20.440001
"73","2007-04-18",20.41
"74","2007-04-19",20.34
"75","2007-04-20",22.1
"76","2007-04-23",21.4
"77","2007-04-24",22.115
"78","2007-04-25",25.51
"79","2007-04-26",26.309999
"80","2007-04-27",23.924999
"81","2007-04-30",24.25
"82","2007-05-01",23.59
"83","2007-05-02",23.635
"84","2007-05-03",24.4
"85","2007-05-04",24.57
"86","2007-05-07",24.155001
"87","2007-05-08",24.27
"88","2007-05-09",24.795
"89","2007-05-10",23.700001
"90","2007-05-11",23.959999
"91","2007-05-14",23.295
"92","2007-05-15",23.940001
"93","2007-05-16",23.620001
"94","2007-05-17",23.525
"95","2007-05-18",24.135
"96","2007-05-21",25.530001
"97","2007-05-22",25.32
"98","2007-05-23",26.075001
"99","2007-05-24",25.389999
"100","2007-05-25",25.764999
"101","2007-05-29",26.045
"102","2007-05-30",24.945
"103","2007-05-31",23.725
"104","2007-06-01",23.725
"105","2007-06-04",24.325001
"106","2007-06-05",24.040001
"107","2007-06-06",23.65
"108","2007-06-07",22.33
"109","2007-06-08",22.309999
"110","2007-06-11",22.485001
"111","2007-06-12",21.334999
"112","2007-06-13",23.195
"113","2007-06-14",22.245001
"114","2007-06-15",22.865
"115","2007-06-18",22.254999
"116","2007-06-19",22.02
"117","2007-06-20",22.375
"118","2007-06-21",22.68
"119","2007-06-22",22.264999
"120","2007-06-25",21.82
"121","2007-06-26",21.35
"122","2007-06-27",21.280001
"123","2007-06-28",21.23
"124","2007-06-29",21.375
"125","2007-07-02",21.995001
"126","2007-07-03",22.605
"127","2007-07-05",22.540001
"128","2007-07-06",23.08
"129","2007-07-09",23.379999
"130","2007-07-10",23.25
"131","2007-07-11",23.205
"132","2007-07-12",23.965
"133","2007-07-13",24.23
"134","2007-07-16",23.959999
"135","2007-07-17",23.885
"136","2007-07-18",23.76
"137","2007-07-19",24.25
"138","2007-07-20",24.1
"139","2007-07-23",24.200001
"140","2007-07-24",23.690001
"141","2007-07-25",23.940001
"142","2007-07-26",23.135
"143","2007-07-27",22.25
"144","2007-07-30",22.16
"145","2007-07-31",16.219999
"146","2007-08-01",15.6
"147","2007-08-02",16.4
"148","2007-08-03",16.485001
"149","2007-08-06",15.46
"150","2007-08-07",16.09
"151","2007-08-08",17.695
"152","2007-08-09",18.65
"153","2007-08-10",18.125
"154","2007-08-13",18.370001
"155","2007-08-14",18.25
"156","2007-08-15",17.67
"157","2007-08-16",17.48
"158","2007-08-17",17.625
"159","2007-08-20",17.700001
"160","2007-08-21",17.594999
"161","2007-08-22",18.344999
"162","2007-08-23",18.415001
"163","2007-08-24",18.18
"164","2007-08-27",18.59
"165","2007-08-28",18.065001
"166","2007-08-29",18.545
"167","2007-08-30",18.145
"168","2007-08-31",18.514999
"169","2007-09-04",17.370001
"170","2007-09-05",17.525
"171","2007-09-06",17.610001
"172","2007-09-07",17.290001
"173","2007-09-10",17.540001
"174","2007-09-11",18.184999
"175","2007-09-12",18.105
"176","2007-09-13",17.870001
"177","2007-09-14",17.860001
"178","2007-09-17",17.434999
"179","2007-09-18",17.965
"180","2007-09-19",17.879999
"181","2007-09-20",17.950001
"182","2007-09-21",17.965
"183","2007-09-24",17.655001
"184","2007-09-25",17.514999
"185","2007-09-26",17.84
"186","2007-09-27",17.82
"187","2007-09-28",17.754999
"188","2007-10-01",17.959999
"189","2007-10-02",18.49
"190","2007-10-03",18.445
"191","2007-10-04",18.68
"192","2007-10-05",19.325001
"193","2007-10-08",19.360001
"194","2007-10-09",19.445
"195","2007-10-10",19.455
"196","2007-10-11",19.84
"197","2007-10-12",20.455
"198","2007-10-15",20.635
"199","2007-10-16",19.99
"200","2007-10-17",20.375
"201","2007-10-18",19.975
"202","2007-10-19",19.205
"203","2007-10-22",20.325001
"204","2007-10-23",20.844999
"205","2007-10-24",20.57
"206","2007-10-25",20.17
"207","2007-10-26",22.754999
"208","2007-10-29",23.725
"209","2007-10-30",23.379999
"210","2007-10-31",23.709999
"211","2007-11-01",23.655001
"212","2007-11-02",23.75
"213","2007-11-05",24.799999
"214","2007-11-06",25.805
"215","2007-11-07",25.815001
"216","2007-11-08",26.559999
"217","2007-11-09",24.295
"218","2007-11-12",22.290001
"219","2007-11-13",22.610001
"220","2007-11-14",23.415001
"221","2007-11-15",22.65
"222","2007-11-16",22.905001
"223","2007-11-19",23.055
"224","2007-11-20",22.379999
"225","2007-11-21",21.969999
"226","2007-11-23",22.834999
"227","2007-11-26",23.309999
"228","2007-11-27",23.08
"229","2007-11-28",23.525
"230","2007-11-29",23.82
"231","2007-11-30",23.174999
"232","2007-12-03",23.055
"233","2007-12-04",23.155001
"234","2007-12-05",23.455
"235","2007-12-06",24.18
"236","2007-12-07",24.309999
"237","2007-12-10",24.799999
"238","2007-12-11",23.969999
"239","2007-12-12",24.09
"240","2007-12-13",22.834999
"241","2007-12-14",22.525
"242","2007-12-17",21.84
"243","2007-12-18",21.965
"244","2007-12-19",21.764999
"245","2007-12-20",22.635
"246","2007-12-21",23.705
"247","2007-12-24",24.105
"248","2007-12-26",24.43
"249","2007-12-27",24.07
"250","2007-12-28",23.535
"251","2007-12-31",23.34
"252","2008-01-02",22.465
"253","2008-01-03",22.200001
"254","2008-01-04",21.155001
"255","2008-01-07",20.620001
"256","2008-01-08",20.32
"257","2008-01-09",20.190001
"258","2008-01-10",19.955
"259","2008-01-11",19.25
"260","2008-01-14",19.42
"261","2008-01-15",18.115
"262","2008-01-16",17.469999
"263","2008-01-17",15.77
"264","2008-01-18",16.684999
"265","2008-01-22",16.790001
"266","2008-01-23",17.295
"267","2008-01-24",17.475
"268","2008-01-25",17.625
"269","2008-01-28",17.299999
"270","2008-01-29",17.389999
"271","2008-01-30",17.530001
"272","2008-01-31",18.25
"273","2008-02-01",19.594999
"274","2008-02-04",19.135
"275","2008-02-05",18.389999
"276","2008-02-06",17.51
"277","2008-02-07",17.834999
"278","2008-02-08",18.469999
"279","2008-02-11",18.094999
"280","2008-02-12",17.889999
"281","2008-02-13",18.365
"282","2008-02-14",17.98
"283","2008-02-15",17.889999
"284","2008-02-19",18.145
"285","2008-02-20",18.41
"286","2008-02-21",17.98
"287","2008-02-22",18.280001
"288","2008-02-25",19.295
"289","2008-02-26",19.065001
"290","2008-02-27",18.959999
"291","2008-02-28",19.225
"292","2008-02-29",18.690001
"293","2008-03-03",19.025
"294","2008-03-04",17.610001
"295","2008-03-05",18.385
"296","2008-03-06",19.41
"297","2008-03-07",19.639999
"298","2008-03-10",18.695
"299","2008-03-11",19.93
"300","2008-03-12",19.33
"301","2008-03-13",19.82
"302","2008-03-14",19.415001
"303","2008-03-17",19.105
"304","2008-03-18",19.43
"305","2008-03-19",18.695
"306","2008-03-20",18.565001
"307","2008-03-24",19.24
"308","2008-03-25",19.415001
"309","2008-03-26",19.495001
"310","2008-03-27",19.459999
"311","2008-03-28",19.135
"312","2008-03-31",19.645
"313","2008-04-01",20.02
"314","2008-04-02",20.945
"315","2008-04-03",21.155001
"316","2008-04-04",20.809999
"317","2008-04-07",20.754999
"318","2008-04-08",20.690001
"319","2008-04-09",20.16
"320","2008-04-10",20.674999
"321","2008-04-11",19.9
"322","2008-04-14",20.040001
"323","2008-04-15",20.42
"324","2008-04-16",20.67
"325","2008-04-17",20.525
"326","2008-04-18",20.74
"327","2008-04-21",20.775
"328","2008-04-22",20.25
"329","2008-04-23",20.605
"330","2008-04-24",20.754999
"331","2008-04-25",21.280001
"332","2008-04-28",21.09
"333","2008-04-29",21.195
"334","2008-04-30",20.635
"335","2008-05-01",19.674999
"336","2008-05-02",19.424999
"337","2008-05-05",19.815001
"338","2008-05-06",19.825001
"339","2008-05-07",19.58
"340","2008-05-08",19.535
"341","2008-05-09",19.98
"342","2008-05-12",20.35
"343","2008-05-13",20.235001
"344","2008-05-14",20.440001
"345","2008-05-15",20.6
"346","2008-05-16",20.719999
"347","2008-05-19",20.545
"348","2008-05-20",20.700001
"349","2008-05-21",20.4
"350","2008-05-22",20.325001
"351","2008-05-23",20.315001
"352","2008-05-27",20.24
"353","2008-05-28",20.475
"354","2008-05-29",20.34
"355","2008-05-30",20.57
"356","2008-06-02",20.98
"357","2008-06-03",21.424999
"358","2008-06-04",21.48
"359","2008-06-05",21.91
"360","2008-06-06",21.5
"361","2008-06-09",21.344999
"362","2008-06-10",21.129999
"363","2008-06-11",20.905001
"364","2008-06-12",20.825001
"365","2008-06-13",21.469999
"366","2008-06-16",21.855
"367","2008-06-17",21.715
"368","2008-06-18",21.799999
"369","2008-06-19",22.16
"370","2008-06-20",22.105
"371","2008-06-23",22.129999
"372","2008-06-24",21.965
"373","2008-06-25",21.715
"374","2008-06-26",21.309999
"375","2008-06-27",20.969999
"376","2008-06-30",20.82
"377","2008-07-01",20.25
"378","2008-07-02",19.145
"379","2008-07-03",19.309999
"380","2008-07-07",19.110001
"381","2008-07-08",19.684999
"382","2008-07-09",19.645
"383","2008-07-10",19.76
"384","2008-07-11",20.309999
"385","2008-07-14",20.535
"386","2008-07-15",20.365
"387","2008-07-16",20.950001
"388","2008-07-17",21.139999
"389","2008-07-18",21.129999
"390","2008-07-21",21.469999
"391","2008-07-22",21.855
"392","2008-07-23",21.76
"393","2008-07-24",21.52
"394","2008-07-25",21.885
"395","2008-07-28",21.674999
"396","2008-07-29",22.145
"397","2008-07-30",22.940001
"398","2008-07-31",23.92
"399","2008-08-01",24.48
"400","2008-08-04",24.495001
"401","2008-08-05",25.184999
"402","2008-08-06",25.315001
"403","2008-08-07",25.65
"404","2008-08-08",25.76
"405","2008-08-11",25.99
"406","2008-08-12",25.915001
"407","2008-08-13",26.545
"408","2008-08-14",27.135
"409","2008-08-15",25.165001
"410","2008-08-18",25.26
"411","2008-08-19",25.26
"412","2008-08-20",25.969999
"413","2008-08-21",25.889999
"414","2008-08-22",26.135
"415","2008-08-25",25.934999
"416","2008-08-26",25.934999
"417","2008-08-27",27.059999
"418","2008-08-28",28.445
"419","2008-08-29",29.525
"420","2008-09-02",31.129999
"421","2008-09-03",29.695
"422","2008-09-04",29.530001
"423","2008-09-05",28.605
"424","2008-09-08",30.105
"425","2008-09-09",30.690001
"426","2008-09-10",32.040001
"427","2008-09-11",32.494999
"428","2008-09-12",31.735001
"429","2008-09-15",29.865
"430","2008-09-16",31.57
"431","2008-09-17",28.719999
"432","2008-09-18",29.924999
"433","2008-09-19",32.134998
"434","2008-09-22",33.404999
"435","2008-09-23",29.665001
"436","2008-09-24",28.875
"437","2008-09-25",29.950001
"438","2008-09-26",29.575001
"439","2008-09-29",27.395
"440","2008-09-30",26.655001
"441","2008-10-01",26
"442","2008-10-02",22.6
"443","2008-10-03",21.450001
"444","2008-10-06",19.219999
"445","2008-10-07",18.450001
"446","2008-10-08",18.139999
"447","2008-10-09",17.110001
"448","2008-10-10",16.57
"449","2008-10-13",19.120001
"450","2008-10-14",21.209999
"451","2008-10-15",17.67
"452","2008-10-16",18.82
"453","2008-10-17",18.49
"454","2008-10-20",19.6
"455","2008-10-21",19.219999
"456","2008-10-22",16.530001
"457","2008-10-23",15.38
"458","2008-10-24",13.86
"459","2008-10-27",11.52
"460","2008-10-28",11.97
"461","2008-10-29",12.63
"462","2008-10-30",13.77
"463","2008-10-31",13.96
"464","2008-11-03",13.76
"465","2008-11-04",13.95
"466","2008-11-05",12.59
"467","2008-11-06",11.26
"468","2008-11-07",11.7
"469","2008-11-10",11.26
"470","2008-11-11",10.89
"471","2008-11-12",10.24
"472","2008-11-13",11.3
"473","2008-11-14",11.25
"474","2008-11-17",11.29
"475","2008-11-18",11.93
"476","2008-11-19",10.62
"477","2008-11-20",10.37
"478","2008-11-21",10.72
"479","2008-11-24",11.59
"480","2008-11-25",11.95
"481","2008-11-26",13.05
"482","2008-11-28",13.21
"483","2008-12-01",11.02
"484","2008-12-02",11.59
"485","2008-12-03",12.69
"486","2008-12-04",12.33
"487","2008-12-05",13
"488","2008-12-08",14.01
"489","2008-12-09",14.7
"490","2008-12-10",14.87
"491","2008-12-11",14.26
"492","2008-12-12",14.64
"493","2008-12-15",14.64
"494","2008-12-16",15.07
"495","2008-12-17",15
"496","2008-12-18",14.41
"497","2008-12-19",14.25
"498","2008-12-22",14.03
"499","2008-12-23",13.8
"500","2008-12-24",14.52
"501","2008-12-26",14.58
"502","2008-12-29",14.32
"503","2008-12-30",14.55
"504","2008-12-31",14.61
"505","2009-01-02",15.34
"506","2009-01-05",15.51
"507","2009-01-06",15.33
"508","2009-01-07",14.55
"509","2009-01-08",14.55
"510","2009-01-09",14.05
"511","2009-01-12",13.6
"512","2009-01-13",13.66
"513","2009-01-14",13.52
"514","2009-01-15",14.12
"515","2009-01-16",14.32
"516","2009-01-20",13.01
"517","2009-01-21",14.08
"518","2009-01-22",13.51
"519","2009-01-23",13.49
"520","2009-01-26",13.51
"521","2009-01-27",13.6
"522","2009-01-28",14.05
"523","2009-01-29",13.74
"524","2009-01-30",13.58
"525","2009-02-02",13.96
"526","2009-02-03",14.22
"527","2009-02-04",13.57
"528","2009-02-05",13.93
"529","2009-02-06",14.57
"530","2009-02-09",14.72
"531","2009-02-10",13.87
"532","2009-02-11",13.66
"533","2009-02-12",13.61
"534","2009-02-13",13.57
"535","2009-02-17",12.69
"536","2009-02-18",13
"537","2009-02-19",12.73
"538","2009-02-20",12.14
"539","2009-02-23",11.03
"540","2009-02-24",11.62
"541","2009-02-25",10.87
"542","2009-02-26",10.91
"543","2009-02-27",11.41
"544","2009-03-02",10.58
"545","2009-03-03",10.06
"546","2009-03-04",11
"547","2009-03-05",9.73
"548","2009-03-06",9.31
"549","2009-03-09",8.63
"550","2009-03-10",9.28
"551","2009-03-11",9.92
"552","2009-03-12",9.91
"553","2009-03-13",9.9
"554","2009-03-16",9.16
"555","2009-03-17",10
"556","2009-03-18",9.99
"557","2009-03-19",9.85
"558","2009-03-20",9.17
"559","2009-03-23",9.7
"560","2009-03-24",9.56
"561","2009-03-25",9.78
"562","2009-03-26",9.9
"563","2009-03-27",10.34
"564","2009-03-30",9.98
"565","2009-03-31",10.33
"566","2009-04-01",10.38
"567","2009-04-02",11.32
"568","2009-04-03",11.43
"569","2009-04-06",11.42
"570","2009-04-07",10.79
"571","2009-04-08",11.38
"572","2009-04-09",12.39
"573","2009-04-13",12.31
"574","2009-04-14",12.04
"575","2009-04-15",12.11
"576","2009-04-16",12.85
"577","2009-04-17",12.64
"578","2009-04-20",12.42
"579","2009-04-21",12.82
"580","2009-04-22",12.61
"581","2009-04-23",12.49
"582","2009-04-24",12.93
"583","2009-04-27",12.55
"584","2009-04-28",12.77
"585","2009-04-29",13.44
"586","2009-04-30",13.28
"587","2009-05-01",13.11
"588","2009-05-04",13.89
"589","2009-05-05",14.09
"590","2009-05-06",14.18
"591","2009-05-07",13.94
"592","2009-05-08",15.05
"593","2009-05-11",15
"594","2009-05-12",15.01
"595","2009-05-13",14.1
"596","2009-05-14",14.53
"597","2009-05-15",14.48
"598","2009-05-18",14.78
"599","2009-05-19",14.68
"600","2009-05-20",14.54
"601","2009-05-21",14.2
"602","2009-05-22",14.1
"603","2009-05-26",14.5
"604","2009-05-27",14.27
"605","2009-05-28",14.56
"606","2009-05-29",14.8
"607","2009-06-01",15.3
"608","2009-06-02",15.33
"609","2009-06-03",15.59
"610","2009-06-04",15.89
"611","2009-06-05",16.07
"612","2009-06-08",16.15
"613","2009-06-09",15.84
"614","2009-06-10",16.049999
"615","2009-06-11",15.99
"616","2009-06-12",16.23
"617","2009-06-15",15.99
"618","2009-06-16",15.71
"619","2009-06-17",15.62
"620","2009-06-18",15.42
"621","2009-06-19",15.37
"622","2009-06-22",14.53
"623","2009-06-23",13.55
"624","2009-06-24",13.25
"625","2009-06-25",13.49
"626","2009-06-26",13.31
"627","2009-06-29",12.97
"628","2009-06-30",11.47
"629","2009-07-01",10.97
"630","2009-07-02",10.61
"631","2009-07-06",10.22
"632","2009-07-07",9.82
"633","2009-07-08",9.57
"634","2009-07-09",9.99
"635","2009-07-10",10.14
"636","2009-07-13",10.11
"637","2009-07-14",9.96
"638","2009-07-15",10.42
"639","2009-07-16",10.75
"640","2009-07-17",10.6
"641","2009-07-20",11.22
"642","2009-07-21",11.38
"643","2009-07-22",11.94
"644","2009-07-23",11.9
"645","2009-07-24",11.81
"646","2009-07-27",11.39
"647","2009-07-28",11.58
"648","2009-07-29",11.45
"649","2009-07-30",11.48
"650","2009-07-31",10.14
"651","2009-08-03",10.86
"652","2009-08-04",10.79
"653","2009-08-05",10.18
"654","2009-08-06",10.09
"655","2009-08-07",10.59
"656","2009-08-10",10.29
"657","2009-08-11",9.94
"658","2009-08-12",10.52
"659","2009-08-13",10.53
"660","2009-08-14",10.36
"661","2009-08-17",10.15
"662","2009-08-18",10.22
"663","2009-08-19",10.53
"664","2009-08-20",10.6
"665","2009-08-21",10.7
"666","2009-08-24",10.91
"667","2009-08-25",10.79
"668","2009-08-26",10.79
"669","2009-08-27",10.96
"670","2009-08-28",10.98
"671","2009-08-31",10.61
"672","2009-09-01",10.27
"673","2009-09-02",10.1
"674","2009-09-03",10.28
"675","2009-09-04",10.19
"676","2009-09-08",10.53
"677","2009-09-09",10.97
"678","2009-09-10",11.11
"679","2009-09-11",11.39
"680","2009-09-14",11.48
"681","2009-09-15",11.66
"682","2009-09-16",11.91
"683","2009-09-17",11.92
"684","2009-09-18",11.82
"685","2009-09-21",11.58
"686","2009-09-22",11.51
"687","2009-09-23",11.45
"688","2009-09-24",11.04
"689","2009-09-25",11.16
