"","date","PTVCA"
"1","2007-01-03",25.4
"2","2007-01-04",25.4
"3","2007-01-05",25.4
"4","2007-01-08",25.4
"5","2007-01-09",25.4
"6","2007-01-10",25.4
"7","2007-01-11",25.59
"8","2007-01-12",24.809999
"9","2007-01-16",24.809999
"10","2007-01-17",25.92
"11","2007-01-18",25.92
"12","2007-01-19",25.92
"13","2007-01-22",25.389999
"14","2007-01-23",25.389999
"15","2007-01-24",25.389999
"16","2007-01-25",25.389999
"17","2007-01-26",25.389999
"18","2007-01-29",25.389999
"19","2007-01-30",25.389999
"20","2007-01-31",25.389999
"21","2007-02-01",25.389999
"22","2007-02-02",25.389999
"23","2007-02-05",25.389999
"24","2007-02-06",26.709999
"25","2007-02-07",26.709999
"26","2007-02-08",26.709999
"27","2007-02-09",26.709999
"28","2007-02-12",26.309999
"29","2007-02-13",27.08
"30","2007-02-14",26.91
"31","2007-02-15",25.870001
"32","2007-02-16",25.65
"33","2007-02-20",25.65
"34","2007-02-21",25.65
"35","2007-02-22",26.27
"36","2007-02-23",26.27
"37","2007-02-26",25.5
"38","2007-02-27",25.309999
"39","2007-02-28",25
"40","2007-03-01",25
"41","2007-03-02",24.299999
"42","2007-03-05",24.299999
"43","2007-03-06",24.299999
"44","2007-03-07",24.299999
"45","2007-03-08",24.299999
"46","2007-03-09",25.299999
"47","2007-03-12",25.299999
"48","2007-03-13",25.299999
"49","2007-03-14",25.299999
"50","2007-03-15",25.299999
"51","2007-03-16",25.299999
"52","2007-03-19",25.65
"53","2007-03-20",25.65
"54","2007-03-21",25.65
"55","2007-03-22",25.65
"56","2007-03-23",25.65
"57","2007-03-26",25.84
"58","2007-03-27",25.84
"59","2007-03-28",25.84
"60","2007-03-29",25.84
"61","2007-03-30",25.84
"62","2007-04-02",25.84
"63","2007-04-03",25.84
"64","2007-04-04",25.84
"65","2007-04-05",25.84
"66","2007-04-09",25.84
"67","2007-04-10",25.84
"68","2007-04-11",25.84
"69","2007-04-12",25.84
"70","2007-04-13",25.84
"71","2007-04-16",25.84
"72","2007-04-17",25.84
"73","2007-04-18",25
"74","2007-04-19",24.84
"75","2007-04-20",25.190001
"76","2007-04-23",25.469999
"77","2007-04-24",25.469999
"78","2007-04-25",25.469999
"79","2007-04-26",25.469999
"80","2007-04-27",25.469999
"81","2007-04-30",25.469999
"82","2007-05-01",25.440001
"83","2007-05-02",25.43
"84","2007-05-03",25.43
"85","2007-05-04",26.01
"86","2007-05-07",26.01
"87","2007-05-08",26.25
"88","2007-05-09",26.75
"89","2007-05-10",26.75
"90","2007-05-11",26.629999
"91","2007-05-14",26.9
"92","2007-05-15",26.25
"93","2007-05-16",27.85
"94","2007-05-17",27.85
"95","2007-05-18",27.85
"96","2007-05-21",26.25
"97","2007-05-22",26.25
"98","2007-05-23",26.25
"99","2007-05-24",26.25
"100","2007-05-25",26.25
"101","2007-05-29",26.25
"102","2007-05-30",26.25
"103","2007-05-31",26.25
"104","2007-06-01",26.25
"105","2007-06-04",26.25
"106","2007-06-05",25.709999
"107","2007-06-06",25.709999
"108","2007-06-07",25.709999
"109","2007-06-08",25.709999
"110","2007-06-11",25.709999
"111","2007-06-12",25.709999
"112","2007-06-13",25.709999
"113","2007-06-14",25.709999
"114","2007-06-15",25.709999
"115","2007-06-18",25.709999
"116","2007-06-19",25.84
"117","2007-06-20",25.58
"118","2007-06-21",25.58
"119","2007-06-22",26
"120","2007-06-25",25.799999
"121","2007-06-26",25.799999
"122","2007-06-27",25.799999
"123","2007-06-28",25.799999
"124","2007-06-29",25.799999
"125","2007-07-02",25.799999
"126","2007-07-03",25.799999
"127","2007-07-05",27.09
"128","2007-07-06",27.09
"129","2007-07-09",27.25
"130","2007-07-10",27.25
"131","2007-07-11",27.25
"132","2007-07-12",27.25
"133","2007-07-13",27.25
"134","2007-07-16",27.25
"135","2007-07-17",27.25
"136","2007-07-18",27.25
"137","2007-07-19",27
"138","2007-07-20",27
"139","2007-07-23",26.5
"140","2007-07-24",26
"141","2007-07-25",26
"142","2007-07-26",26.65
"143","2007-07-27",26.65
"144","2007-07-30",25.01
"145","2007-07-31",25.01
"146","2007-08-01",25.33
"147","2007-08-02",27.25
"148","2007-08-03",27.25
"149","2007-08-06",27.25
"150","2007-08-07",27.25
"151","2007-08-08",27.610001
"152","2007-08-09",27.610001
"153","2007-08-10",27.209999
"154","2007-08-13",27.549999
"155","2007-08-14",27.549999
"156","2007-08-15",27.549999
"157","2007-08-16",28.290001
"158","2007-08-17",28.77
"159","2007-08-20",28.77
"160","2007-08-21",26.360001
"161","2007-08-22",26.360001
"162","2007-08-23",26.950001
"163","2007-08-24",26.950001
"164","2007-08-27",26.950001
"165","2007-08-28",26.950001
"166","2007-08-29",26.950001
"167","2007-08-30",26.950001
"168","2007-08-31",26.950001
"169","2007-09-04",26.950001
"170","2007-09-05",26.950001
"171","2007-09-06",26.870001
"172","2007-09-07",25.99
"173","2007-09-10",25.99
"174","2007-09-11",25.99
"175","2007-09-12",25.99
"176","2007-09-13",25.99
"177","2007-09-14",25.52
"178","2007-09-17",25.52
"179","2007-09-18",26.559999
"180","2007-09-19",27.25
"181","2007-09-20",27.25
"182","2007-09-21",26.85
"183","2007-09-24",27.02
"184","2007-09-25",27.809999
"185","2007-09-26",27.809999
"186","2007-09-27",27.809999
"187","2007-09-28",27.809999
"188","2007-10-01",27.190001
"189","2007-10-02",27.190001
"190","2007-10-03",27.190001
"191","2007-10-04",26.51
"192","2007-10-05",26.51
"193","2007-10-08",26.950001
"194","2007-10-09",26.950001
"195","2007-10-10",26.950001
"196","2007-10-11",26.950001
"197","2007-10-12",26.950001
"198","2007-10-15",26.950001
"199","2007-10-16",26.950001
"200","2007-10-17",26.950001
"201","2007-10-18",26.950001
"202","2007-10-19",26.950001
"203","2007-10-22",26.950001
"204","2007-10-23",26.950001
"205","2007-10-24",26.950001
"206","2007-10-25",25.65
"207","2007-10-26",25.65
"208","2007-10-29",25.65
"209","2007-10-30",25.65
"210","2007-10-31",25.32
"211","2007-11-01",25.02
"212","2007-11-02",25.02
"213","2007-11-05",25.4
"214","2007-11-06",26.15
"215","2007-11-07",24.940001
"216","2007-11-08",25.09
"217","2007-11-09",25.09
"218","2007-11-12",27
"219","2007-11-13",25.75
"220","2007-11-14",26.200001
"221","2007-11-15",25.73
"222","2007-11-16",25.73
"223","2007-11-19",25.35
"224","2007-11-20",25.35
"225","2007-11-21",25.35
"226","2007-11-23",25.35
"227","2007-11-26",24.719999
"228","2007-11-27",24.719999
"229","2007-11-28",24.719999
"230","2007-11-29",24.719999
"231","2007-11-30",25.290001
"232","2007-12-03",25.290001
"233","2007-12-04",25.290001
"234","2007-12-05",25.129999
"235","2007-12-06",25.129999
