"","date","PBYI"
"1","2012-04-24",14
"2","2012-04-25",13
"3","2012-04-26",14
"4","2012-04-27",13
"5","2012-04-30",13.5
"6","2012-05-01",13.75
"7","2012-05-02",13.55
"8","2012-05-03",13.35
"9","2012-05-04",13.99
"10","2012-05-07",13
"11","2012-05-08",13
"12","2012-05-09",12.75
"13","2012-05-10",13.25
"14","2012-05-11",13
"15","2012-05-14",13.25
"16","2012-05-15",13.5
"17","2012-05-16",13.5
"18","2012-05-17",13.45
"19","2012-05-18",13
"20","2012-05-21",12.75
"21","2012-05-22",12.9
"22","2012-05-23",13.5
"23","2012-05-24",13.5
"24","2012-05-25",13.25
"25","2012-05-29",12.78
"26","2012-05-30",13
"27","2012-05-31",13.5
"28","2012-06-01",13
"29","2012-06-04",11
"30","2012-06-05",12.5
"31","2012-06-06",12.5
"32","2012-06-07",12.5
"33","2012-06-08",12.5
"34","2012-06-11",12.5
"35","2012-06-12",12.25
"36","2012-06-13",12.25
"37","2012-06-14",12.25
"38","2012-06-15",12.25
"39","2012-06-18",12.25
"40","2012-06-19",11.95
"41","2012-06-20",11.95
"42","2012-06-21",11.85
"43","2012-06-22",11.85
"44","2012-06-25",11.85
"45","2012-06-26",11.3
"46","2012-06-27",11.3
"47","2012-06-28",11.25
"48","2012-06-29",11.25
"49","2012-07-02",11.1
"50","2012-07-03",11.25
"51","2012-07-05",11.25
"52","2012-07-06",11.37
"53","2012-07-09",11.37
"54","2012-07-10",11.37
"55","2012-07-11",11.37
"56","2012-07-12",11.25
"57","2012-07-13",11.25
"58","2012-07-16",11.2
"59","2012-07-17",12.5
"60","2012-07-18",12.5
"61","2012-07-19",12
"62","2012-07-20",12.5
"63","2012-07-23",12.5
"64","2012-07-24",12.5
"65","2012-07-25",12
"66","2012-07-26",12
"67","2012-07-27",12.5
"68","2012-07-30",12.98
"69","2012-07-31",12.75
"70","2012-08-01",12.4
"71","2012-08-02",12.4
"72","2012-08-03",12.3
"73","2012-08-06",12.3
"74","2012-08-07",12.8
"75","2012-08-08",13
"76","2012-08-09",13.5
"77","2012-08-10",13.5
"78","2012-08-13",13.5
"79","2012-08-14",13.5
"80","2012-08-15",13.5
"81","2012-08-16",13.5
"82","2012-08-17",13.5
"83","2012-08-20",14.5
"84","2012-08-21",14
"85","2012-08-22",14
"86","2012-08-23",13.9
"87","2012-08-24",14.5
"88","2012-08-27",14
"89","2012-08-28",14
"90","2012-08-29",14.1
"91","2012-08-30",14.05
"92","2012-08-31",14.05
"93","2012-09-04",14
"94","2012-09-05",14.65
"95","2012-09-06",14.9
"96","2012-09-07",14.9
"97","2012-09-10",14
"98","2012-09-11",14
"99","2012-09-12",14
"100","2012-09-13",14
"101","2012-09-14",14.25
"102","2012-09-17",14.25
"103","2012-09-18",14.25
"104","2012-09-19",14
"105","2012-09-20",15
"106","2012-09-21",14.9
"107","2012-09-24",14.5
"108","2012-09-25",14.9
"109","2012-09-26",14.9
"110","2012-09-27",15
"111","2012-09-28",15
"112","2012-10-01",15.01
"113","2012-10-02",15.01
"114","2012-10-03",15.01
"115","2012-10-04",15.01
"116","2012-10-05",16.25
"117","2012-10-08",17.25
"118","2012-10-09",17.25
"119","2012-10-10",17.25
"120","2012-10-11",16.5
"121","2012-10-12",15.5
"122","2012-10-15",15.5
"123","2012-10-16",15.5
"124","2012-10-17",15.5
"125","2012-10-18",16.5
"126","2012-10-19",22.379999
"127","2012-10-22",21.700001
"128","2012-10-23",22.6
"129","2012-10-24",21.700001
"130","2012-10-25",21.9
"131","2012-10-26",16.5
"132","2012-10-31",20.6
"133","2012-11-01",21.75
"134","2012-11-02",21.530001
"135","2012-11-05",21.9
"136","2012-11-06",21.639999
"137","2012-11-07",21.26
"138","2012-11-08",20
"139","2012-11-09",20.08
"140","2012-11-12",20.01
"141","2012-11-13",19.860001
"142","2012-11-14",19.209999
"143","2012-11-15",18.59
"144","2012-11-16",18.450001
"145","2012-11-19",18.9
"146","2012-11-20",18.5
"147","2012-11-21",18.75
"148","2012-11-23",18.34
"149","2012-11-26",18.469999
"150","2012-11-27",18.139999
"151","2012-11-28",19.17
"152","2012-11-29",19.48
"153","2012-11-30",20.6
"154","2012-12-03",20.969999
"155","2012-12-04",19.530001
"156","2012-12-05",19.83
"157","2012-12-06",19.5
"158","2012-12-07",19.379999
"159","2012-12-10",19.4
"160","2012-12-11",19.25
"161","2012-12-12",19.620001
"162","2012-12-13",19.49
"163","2012-12-14",19.5
"164","2012-12-17",19.34
"165","2012-12-18",19.16
"166","2012-12-19",18.959999
"167","2012-12-20",18.889999
"168","2012-12-21",18.780001
"169","2012-12-24",18.74
"170","2012-12-26",19
"171","2012-12-27",18.9
"172","2012-12-28",18.790001
"173","2012-12-31",18.75
"174","2013-01-02",19.01
"175","2013-01-03",18.950001
"176","2013-01-04",19.35
"177","2013-01-07",19.01
"178","2013-01-08",19.09
"179","2013-01-09",20.809999
"180","2013-01-10",21.08
"181","2013-01-11",21.27
"182","2013-01-14",21.450001
"183","2013-01-15",22.99
"184","2013-01-16",23.290001
"185","2013-01-17",23.040001
"186","2013-01-18",23.120001
"187","2013-01-22",24.469999
"188","2013-01-23",25.139999
"189","2013-01-24",26.6
"190","2013-01-25",26.370001
"191","2013-01-28",25.120001
"192","2013-01-29",24.65
"193","2013-01-30",24.26
"194","2013-01-31",23.139999
"195","2013-02-01",23.559999
"196","2013-02-04",23.1
"197","2013-02-05",22.549999
"198","2013-02-06",22.6
"199","2013-02-07",22.620001
"200","2013-02-08",23.25
"201","2013-02-11",23.049999
"202","2013-02-12",24.5
"203","2013-02-13",24.26
"204","2013-02-14",24.25
"205","2013-02-15",24.120001
"206","2013-02-19",24.5
"207","2013-02-20",24.26
"208","2013-02-21",24.139999
"209","2013-02-22",24.5
"210","2013-02-25",24.059999
"211","2013-02-26",25.5
"212","2013-02-27",26.49
"213","2013-02-28",25.709999
"214","2013-03-01",26.57
"215","2013-03-04",25.290001
"216","2013-03-05",26.129999
"217","2013-03-06",27.6
"218","2013-03-07",27.41
"219","2013-03-08",28.67
"220","2013-03-11",29.15
"221","2013-03-12",28.540001
"222","2013-03-13",28.889999
"223","2013-03-14",29.01
"224","2013-03-15",29.120001
"225","2013-03-18",28.629999
"226","2013-03-19",27.790001
"227","2013-03-20",28.57
"228","2013-03-21",28.76
"229","2013-03-22",31.190001
"230","2013-03-25",30.969999
"231","2013-03-26",32.849998
"232","2013-03-27",33
"233","2013-03-28",33.389999
"234","2013-04-01",31.83
"235","2013-04-02",32.41
"236","2013-04-03",31.35
"237","2013-04-04",31.459999
"238","2013-04-05",30.6
"239","2013-04-08",30.799999
"240","2013-04-09",31.49
"241","2013-04-10",31.610001
"242","2013-04-11",31.969999
"243","2013-04-12",31.969999
"244","2013-04-15",34
"245","2013-04-16",34.580002
"246","2013-04-17",34.650002
"247","2013-04-18",34.599998
"248","2013-04-19",34.43
"249","2013-04-22",33.950001
"250","2013-04-23",33.18
"251","2013-04-24",33.560001
"252","2013-04-25",33.169998
"253","2013-04-26",33
"254","2013-04-29",32.66
"255","2013-04-30",32.18
"256","2013-05-01",30.639999
"257","2013-05-02",32.299999
"258","2013-05-03",30.85
"259","2013-05-06",30.6
"260","2013-05-07",29.35
"261","2013-05-08",27.969999
"262","2013-05-09",28.610001
"263","2013-05-10",29
"264","2013-05-13",30.02
"265","2013-05-14",31
"266","2013-05-15",32.049999
"267","2013-05-16",34.779999
"268","2013-05-17",37.360001
"269","2013-05-20",37.529999
"270","2013-05-21",36.849998
"271","2013-05-22",36.700001
"272","2013-05-23",38.549999
"273","2013-05-24",38.41
"274","2013-05-28",39.310001
"275","2013-05-29",39.66
"276","2013-05-30",39.049999
"277","2013-05-31",38.93
"278","2013-06-03",38.689999
"279","2013-06-04",36.310001
"280","2013-06-05",34.900002
"281","2013-06-06",34.07
"282","2013-06-07",36.75
"283","2013-06-10",37.27
"284","2013-06-11",37.130001
"285","2013-06-12",37.509998
"286","2013-06-13",36.799999
"287","2013-06-14",37.900002
"288","2013-06-17",39.200001
"289","2013-06-18",38.869999
"290","2013-06-19",40.009998
"291","2013-06-20",38.889999
"292","2013-06-21",42.549999
"293","2013-06-24",44.720001
"294","2013-06-25",42.07
"295","2013-06-26",45.049999
"296","2013-06-27",44.25
"297","2013-06-28",44.369999
"298","2013-07-01",47.48
"299","2013-07-02",53.299999
"300","2013-07-03",54.049999
"301","2013-07-05",55.799999
"302","2013-07-08",56
"303","2013-07-09",55.200001
"304","2013-07-10",55.049999
"305","2013-07-11",55.52
"306","2013-07-12",55.610001
"307","2013-07-15",55.889999
"308","2013-07-16",54.77
"309","2013-07-17",53.07
"310","2013-07-18",53.41
"311","2013-07-19",54.049999
"312","2013-07-22",58.939999
"313","2013-07-23",57.34
"314","2013-07-24",55.459999
"315","2013-07-25",54.790001
"316","2013-07-26",53.900002
"317","2013-07-29",52.09
"318","2013-07-30",51.48
"319","2013-07-31",51.110001
"320","2013-08-01",50.540001
"321","2013-08-02",50.68
"322","2013-08-05",55.310001
"323","2013-08-06",55.91
"324","2013-08-07",53.669998
"325","2013-08-08",53.200001
"326","2013-08-09",52.599998
"327","2013-08-12",53.450001
"328","2013-08-13",52.630001
"329","2013-08-14",51.75
"330","2013-08-15",48.330002
"331","2013-08-16",48.5
"332","2013-08-19",49.400002
"333","2013-08-20",49.400002
"334","2013-08-21",49.52
"335","2013-08-22",50.299999
"336","2013-08-23",50.259998
"337","2013-08-26",52.610001
"338","2013-08-27",50.02
"339","2013-08-28",49.91
"340","2013-08-29",52.220001
"341","2013-08-30",50.639999
"342","2013-09-03",52.580002
"343","2013-09-04",56.07
"344","2013-09-05",57.549999
"345","2013-09-06",57.82
"346","2013-09-09",60
"347","2013-09-10",58.5
"348","2013-09-11",57.450001
"349","2013-09-12",55.810001
"350","2013-09-13",55.5
"351","2013-09-16",56.310001
"352","2013-09-17",55.450001
"353","2013-09-18",57.990002
"354","2013-09-19",57.470001
"355","2013-09-20",56.490002
"356","2013-09-23",55.25
"357","2013-09-24",55.09
"358","2013-09-25",55.34
"359","2013-09-26",55.599998
"360","2013-09-27",54.700001
"361","2013-09-30",53.66
"362","2013-10-01",55.82
"363","2013-10-02",55.66
"364","2013-10-03",55.220001
"365","2013-10-04",56.290001
"366","2013-10-07",54.900002
"367","2013-10-08",48.16
"368","2013-10-09",40.52
"369","2013-10-10",41.919998
"370","2013-10-11",44.52
"371","2013-10-14",43.98
"372","2013-10-15",42.619999
"373","2013-10-16",44.740002
"374","2013-10-17",46.880001
"375","2013-10-18",44.959999
"376","2013-10-21",44.189999
"377","2013-10-22",42.41
"378","2013-10-23",41.209999
"379","2013-10-24",44.990002
"380","2013-10-25",44.080002
"381","2013-10-28",43.43
"382","2013-10-29",42.419998
"383","2013-10-30",39.110001
"384","2013-10-31",38.310001
"385","2013-11-01",39.82
"386","2013-11-04",39.790001
"387","2013-11-05",41.509998
"388","2013-11-06",39.759998
"389","2013-11-07",39.32
"390","2013-11-08",38.290001
"391","2013-11-11",36.849998
"392","2013-11-12",36.16
"393","2013-11-13",41.939999
"394","2013-11-14",40.27
"395","2013-11-15",42.860001
"396","2013-11-18",41.5
"397","2013-11-19",41.93
"398","2013-11-20",42.099998
"399","2013-11-21",45.049999
"400","2013-11-22",46.16
"401","2013-11-25",48.290001
"402","2013-11-26",49.25
"403","2013-11-27",48.869999
"404","2013-11-29",49.790001
"405","2013-12-02",47.529999
"406","2013-12-03",46.950001
"407","2013-12-04",46.209999
"408","2013-12-05",77.699997
"409","2013-12-06",86.75
"410","2013-12-09",88.68
"411","2013-12-10",83.339996
"412","2013-12-11",80.889999
"413","2013-12-12",85.669998
"414","2013-12-13",86.919998
"415","2013-12-16",89.169998
"416","2013-12-17",99.849998
"417","2013-12-18",99.550003
"418","2013-12-19",100.300003
"419","2013-12-20",101.389999
"420","2013-12-23",102.669998
"421","2013-12-24",110.099998
"422","2013-12-26",106.459999
"423","2013-12-27",103.839996
"424","2013-12-30",102.959999
"425","2013-12-31",103.529999
"426","2014-01-02",102.059998
"427","2014-01-03",104.110001
"428","2014-01-06",102.459999
"429","2014-01-07",102.940002
"430","2014-01-08",109.160004
"431","2014-01-09",110.510002
"432","2014-01-10",116.459999
"433","2014-01-13",112.260002
"434","2014-01-14",118.080002
"435","2014-01-15",117.540001
"436","2014-01-16",121.959999
"437","2014-01-17",125.809998
"438","2014-01-21",139.919998
"439","2014-01-22",129.940002
"440","2014-01-23",126.519997
"441","2014-01-24",127.220001
"442","2014-01-27",122.82
"443","2014-01-28",125.18
"444","2014-01-29",125.190002
"445","2014-01-30",124.239998
"446","2014-01-31",118.209999
"447","2014-02-03",110.379997
"448","2014-02-04",115.160004
"449","2014-02-05",106.120003
"450","2014-02-06",103.699997
"451","2014-02-07",122.589996
"452","2014-02-10",125.269997
"453","2014-02-11",125.75
"454","2014-02-12",126.669998
"455","2014-02-13",129.25
"456","2014-02-14",123.589996
"457","2014-02-18",124.989998
"458","2014-02-19",119.370003
"459","2014-02-20",119.360001
"460","2014-02-21",129.259995
"461","2014-02-24",129.940002
"462","2014-02-25",128.979996
"463","2014-02-26",125.449997
"464","2014-02-27",128.169998
"465","2014-02-28",116.260002
"466","2014-03-03",114.019997
"467","2014-03-04",119.349998
"468","2014-03-05",120.120003
"469","2014-03-06",114.089996
"470","2014-03-07",112.330002
"471","2014-03-10",112.860001
"472","2014-03-11",108.709999
"473","2014-03-12",114.040001
"474","2014-03-13",110.43
"475","2014-03-14",114.860001
"476","2014-03-17",112.800003
"477","2014-03-18",121.309998
"478","2014-03-19",122.059998
"479","2014-03-20",119.5
"480","2014-03-21",113.879997
"481","2014-03-24",106.800003
"482","2014-03-25",111.449997
"483","2014-03-26",107.389999
"484","2014-03-27",113
"485","2014-03-28",103.959999
"486","2014-03-31",104.139999
"487","2014-04-01",112.360001
"488","2014-04-02",108.75
"489","2014-04-03",104.790001
"490","2014-04-04",106.410004
"491","2014-04-07",86.940002
"492","2014-04-08",80.860001
"493","2014-04-09",87.889999
"494","2014-04-10",81.470001
"495","2014-04-11",76.169998
"496","2014-04-14",74.150002
"497","2014-04-15",72.260002
"498","2014-04-16",72.849998
"499","2014-04-17",73.370003
"500","2014-04-21",76.379997
"501","2014-04-22",83.779999
"502","2014-04-23",77.830002
"503","2014-04-24",77.370003
"504","2014-04-25",71.300003
"505","2014-04-28",71.900002
"506","2014-04-29",74.730003
"507","2014-04-30",75.540001
"508","2014-05-01",80
"509","2014-05-02",74.639999
"510","2014-05-05",74.269997
"511","2014-05-06",69.589996
"512","2014-05-07",65.599998
"513","2014-05-08",65.860001
"514","2014-05-09",69.400002
"515","2014-05-12",72.769997
"516","2014-05-13",68.910004
"517","2014-05-14",67.449997
"518","2014-05-15",61.93
"519","2014-05-16",64.300003
"520","2014-05-19",66.620003
"521","2014-05-20",61.849998
"522","2014-05-21",65.410004
"523","2014-05-22",73.110001
"524","2014-05-23",75.199997
"525","2014-05-27",78.989998
"526","2014-05-28",79.989998
"527","2014-05-29",77.5
"528","2014-05-30",76.43
"529","2014-06-02",57.060001
"530","2014-06-03",55.360001
"531","2014-06-04",54.990002
"532","2014-06-05",55.799999
"533","2014-06-06",57.509998
"534","2014-06-09",58.490002
"535","2014-06-10",57.900002
"536","2014-06-11",58.580002
"537","2014-06-12",59.950001
"538","2014-06-13",59.299999
"539","2014-06-16",58.57
"540","2014-06-17",60.290001
"541","2014-06-18",59.889999
"542","2014-06-19",59.439999
"543","2014-06-20",60.060001
"544","2014-06-23",58.540001
"545","2014-06-24",59.84
"546","2014-06-25",62.16
"547","2014-06-26",60.709999
"548","2014-06-27",62.5
"549","2014-06-30",66
"550","2014-07-01",71.639999
"551","2014-07-02",70.040001
"552","2014-07-03",70
"553","2014-07-07",69.150002
"554","2014-07-08",65.910004
"555","2014-07-09",65.660004
"556","2014-07-10",65.150002
"557","2014-07-11",65.440002
"558","2014-07-14",63.52
"559","2014-07-15",62.709999
"560","2014-07-16",64.169998
"561","2014-07-17",59.310001
"562","2014-07-18",58.990002
"563","2014-07-21",58.98
"564","2014-07-22",59.029999
"565","2014-07-23",233.429993
"566","2014-07-24",212.919998
"567","2014-07-25",200.679993
"568","2014-07-28",198.009995
"569","2014-07-29",222
"570","2014-07-30",224.490005
"571","2014-07-31",221.720001
"572","2014-08-01",228.539993
"573","2014-08-04",232.600006
"574","2014-08-05",234.550003
"575","2014-08-06",229.059998
"576","2014-08-07",235.009995
"577","2014-08-08",242.470001
"578","2014-08-11",243.330002
"579","2014-08-12",241.679993
"580","2014-08-13",248.779999
"581","2014-08-14",251.240005
"582","2014-08-15",252.720001
"583","2014-08-18",261.829987
"584","2014-08-19",256.369995
"585","2014-08-20",249.910004
"586","2014-08-21",237.410004
"587","2014-08-22",244.089996
"588","2014-08-25",249.229996
"589","2014-08-26",269.820007
"590","2014-08-27",262.570007
"591","2014-08-28",259.309998
"592","2014-08-29",260.51001
"593","2014-09-02",259.25
"594","2014-09-03",257.48999
"595","2014-09-04",252.470001
"596","2014-09-05",254.039993
"597","2014-09-08",254.149994
"598","2014-09-09",250.149994
"599","2014-09-10",267.429993
"600","2014-09-11",273.679993
"601","2014-09-12",270.829987
"602","2014-09-15",270.109985
"603","2014-09-16",273.440002
"604","2014-09-17",272.350006
"605","2014-09-18",275.070007
"606","2014-09-19",270.320007
"607","2014-09-22",259.540009
"608","2014-09-23",254.25
"609","2014-09-24",266.25
"610","2014-09-25",254.869995
"611","2014-09-26",246.070007
"612","2014-09-29",247.649994
"613","2014-09-30",238.570007
"614","2014-10-01",235.300003
"615","2014-10-02",247.25
"616","2014-10-03",250
"617","2014-10-06",244.110001
"618","2014-10-07",236.190002
"619","2014-10-08",238.119995
"620","2014-10-09",228.929993
"621","2014-10-10",219.050003
"622","2014-10-13",215.770004
"623","2014-10-14",206.570007
"624","2014-10-15",215.190002
"625","2014-10-16",221.410004
"626","2014-10-17",222.830002
"627","2014-10-20",225.529999
"628","2014-10-21",228.080002
"629","2014-10-22",228.380005
"630","2014-10-23",242.490005
"631","2014-10-24",241.050003
"632","2014-10-27",245.25
"633","2014-10-28",252.889999
"634","2014-10-29",244.25
"635","2014-10-30",247.429993
"636","2014-10-31",250.600006
"637","2014-11-03",248.460007
"638","2014-11-04",239.820007
"639","2014-11-05",237.660004
"640","2014-11-06",240.169998
"641","2014-11-07",236.889999
"642","2014-11-10",244.789993
"643","2014-11-11",240.350006
"644","2014-11-12",236.119995
"645","2014-11-13",239.490005
"646","2014-11-14",216.220001
"647","2014-11-17",211.550003
"648","2014-11-18",223
"649","2014-11-19",223.320007
"650","2014-11-20",221.720001
"651","2014-11-21",224.080002
"652","2014-11-24",231.970001
"653","2014-11-25",229.179993
"654","2014-11-26",230.050003
"655","2014-11-28",227.020004
"656","2014-12-01",216.520004
"657","2014-12-02",225
"658","2014-12-03",197.669998
"659","2014-12-04",195.550003
"660","2014-12-05",205.940002
"661","2014-12-08",198.350006
"662","2014-12-09",201.619995
"663","2014-12-10",197.5
"664","2014-12-11",204
"665","2014-12-12",196.339996
"666","2014-12-15",195.330002
"667","2014-12-16",195.440002
"668","2014-12-17",201.339996
"669","2014-12-18",208.660004
"670","2014-12-19",221.300003
"671","2014-12-22",210.009995
"672","2014-12-23",189.839996
"673","2014-12-24",189.960007
"674","2014-12-26",190.820007
"675","2014-12-29",191.110001
"676","2014-12-30",189.570007
"677","2014-12-31",189.270004
"678","2015-01-02",189.860001
"679","2015-01-05",188.369995
"680","2015-01-06",188.119995
"681","2015-01-07",196.050003
"682","2015-01-08",202.419998
"683","2015-01-09",201.759995
"684","2015-01-12",195.889999
"685","2015-01-13",200.639999
"686","2015-01-14",202.110001
"687","2015-01-15",197.050003
"688","2015-01-16",215.520004
"689","2015-01-20",216.970001
"690","2015-01-21",191.899994
"691","2015-01-22",194.520004
"692","2015-01-23",212.690002
"693","2015-01-26",213
"694","2015-01-27",226.130005
"695","2015-01-28",217.940002
"696","2015-01-29",216.070007
"697","2015-01-30",211.080002
"698","2015-02-02",205.020004
"699","2015-02-03",204.490005
"700","2015-02-04",197.770004
"701","2015-02-05",211.479996
"702","2015-02-06",204.5
"703","2015-02-09",196.070007
"704","2015-02-10",197.789993
"705","2015-02-11",194.300003
"706","2015-02-12",202.509995
"707","2015-02-13",205.259995
"708","2015-02-17",204.399994
"709","2015-02-18",207.559998
"710","2015-02-19",207.550003
"711","2015-02-20",207.820007
"712","2015-02-23",209.399994
"713","2015-02-24",201.759995
"714","2015-02-25",204.449997
"715","2015-02-26",205.960007
"716","2015-02-27",213.009995
"717","2015-03-02",213.75
"718","2015-03-03",206.009995
"719","2015-03-04",206.960007
"720","2015-03-05",243.169998
"721","2015-03-06",232.830002
"722","2015-03-09",230.669998
"723","2015-03-10",236.610001
"724","2015-03-11",237.770004
"725","2015-03-12",233.979996
"726","2015-03-13",238.389999
"727","2015-03-16",248.339996
"728","2015-03-17",245.270004
"729","2015-03-18",245.479996
"730","2015-03-19",249.710007
"731","2015-03-20",234
"732","2015-03-23",227.759995
"733","2015-03-24",225.449997
