"","date","PBYI"
"734","2015-03-25",215.630005
"735","2015-03-26",217.380005
"736","2015-03-27",216
"737","2015-03-30",239.759995
"738","2015-03-31",236.110001
"739","2015-04-01",231.580002
"740","2015-04-02",230.600006
"741","2015-04-06",226.979996
"742","2015-04-07",228.710007
"743","2015-04-08",230.740005
"744","2015-04-09",226.449997
"745","2015-04-10",230.479996
"746","2015-04-13",234.979996
"747","2015-04-14",234.919998
"748","2015-04-15",243.020004
"749","2015-04-16",235.399994
"750","2015-04-17",227.850006
"751","2015-04-20",228.199997
"752","2015-04-21",229.869995
"753","2015-04-22",225.630005
"754","2015-04-23",228.449997
"755","2015-04-24",222.100006
"756","2015-04-27",210.639999
"757","2015-04-28",199.550003
"758","2015-04-29",194.860001
"759","2015-04-30",180.580002
"760","2015-05-01",188.259995
"761","2015-05-04",192.990005
"762","2015-05-05",178.449997
"763","2015-05-06",185.610001
"764","2015-05-07",190.580002
"765","2015-05-08",200.080002
"766","2015-05-11",200.979996
"767","2015-05-12",204
"768","2015-05-13",209.720001
"769","2015-05-14",170.669998
"770","2015-05-15",177.009995
"771","2015-05-18",181.300003
"772","2015-05-19",181.619995
"773","2015-05-20",189.490005
"774","2015-05-21",191.699997
"775","2015-05-22",190.910004
"776","2015-05-26",198.520004
"777","2015-05-27",200.210007
"778","2015-05-28",200.050003
"779","2015-05-29",195.449997
"780","2015-06-01",169.970001
"781","2015-06-02",146.649994
"782","2015-06-03",147.020004
"783","2015-06-04",144.240005
"784","2015-06-05",138.789993
"785","2015-06-08",132.300003
"786","2015-06-09",130.800003
"787","2015-06-10",133.240005
"788","2015-06-11",133.160004
"789","2015-06-12",129.020004
"790","2015-06-15",129.929993
"791","2015-06-16",129
"792","2015-06-17",123.25
"793","2015-06-18",125.709999
"794","2015-06-19",125.110001
"795","2015-06-22",124.389999
"796","2015-06-23",126.580002
"797","2015-06-24",121.699997
"798","2015-06-25",122.900002
"799","2015-06-26",115.720001
"800","2015-06-29",113.540001
"801","2015-06-30",116.75
"802","2015-07-01",112.260002
"803","2015-07-02",112.110001
"804","2015-07-06",113.43
"805","2015-07-07",114.559998
"806","2015-07-08",108.900002
"807","2015-07-09",108.370003
"808","2015-07-10",106.25
"809","2015-07-13",106.029999
"810","2015-07-14",109.349998
"811","2015-07-15",107
"812","2015-07-16",107.459999
"813","2015-07-17",104.459999
"814","2015-07-20",103.260002
"815","2015-07-21",99.720001
"816","2015-07-22",100
"817","2015-07-23",98.75
"818","2015-07-24",89.290001
"819","2015-07-27",84.690002
"820","2015-07-28",87.220001
"821","2015-07-29",83.900002
"822","2015-07-30",84.129997
"823","2015-07-31",90.599998
"824","2015-08-03",87.879997
"825","2015-08-04",88.449997
"826","2015-08-05",90.209999
"827","2015-08-06",85.900002
"828","2015-08-07",85.940002
"829","2015-08-10",91.650002
"830","2015-08-11",97.010002
"831","2015-08-12",89.589996
"832","2015-08-13",89
"833","2015-08-14",91.629997
"834","2015-08-17",95.720001
"835","2015-08-18",91.900002
"836","2015-08-19",94.029999
"837","2015-08-20",89.760002
"838","2015-08-21",90.099998
"839","2015-08-24",81.739998
"840","2015-08-25",81.019997
"841","2015-08-26",86.43
"842","2015-08-27",88.629997
"843","2015-08-28",94.839996
"844","2015-08-31",91.919998
"845","2015-09-01",89.459999
"846","2015-09-02",94.440002
"847","2015-09-03",90.529999
"848","2015-09-04",90.150002
"849","2015-09-08",95.220001
"850","2015-09-09",93.550003
"851","2015-09-10",96.690002
"852","2015-09-11",103.279999
"853","2015-09-14",102.220001
"854","2015-09-15",101.959999
"855","2015-09-16",102.239998
"856","2015-09-17",102.949997
"857","2015-09-18",102.459999
"858","2015-09-21",97.360001
"859","2015-09-22",94.25
"860","2015-09-23",88.269997
"861","2015-09-24",88.43
"862","2015-09-25",82.010002
"863","2015-09-28",75.050003
"864","2015-09-29",71.470001
"865","2015-09-30",75.360001
"866","2015-10-01",76.699997
"867","2015-10-02",76.900002
"868","2015-10-05",80
"869","2015-10-06",75.290001
"870","2015-10-07",76.540001
"871","2015-10-08",75.519997
"872","2015-10-09",79.410004
"873","2015-10-12",78.230003
"874","2015-10-13",78.779999
"875","2015-10-14",79.730003
"876","2015-10-15",82.269997
"877","2015-10-16",82.910004
"878","2015-10-19",82.239998
"879","2015-10-20",84.080002
"880","2015-10-21",85.879997
"881","2015-10-22",85.830002
"882","2015-10-23",87.870003
"883","2015-10-26",84.279999
"884","2015-10-27",87.690002
"885","2015-10-28",86.360001
"886","2015-10-29",86.800003
"887","2015-10-30",82.419998
"888","2015-11-02",92.110001
"889","2015-11-03",90.349998
"890","2015-11-04",92.910004
"891","2015-11-05",89.919998
"892","2015-11-06",89.279999
"893","2015-11-09",90.940002
"894","2015-11-10",80.690002
"895","2015-11-11",76.559998
"896","2015-11-12",73.830002
"897","2015-11-13",72.809998
"898","2015-11-16",68.629997
"899","2015-11-17",64.970001
"900","2015-11-18",70.330002
"901","2015-11-19",67.349998
"902","2015-11-20",68.830002
"903","2015-11-23",70.209999
"904","2015-11-24",73.089996
"905","2015-11-25",75.800003
"906","2015-11-27",74.779999
"907","2015-11-30",75.300003
"908","2015-12-01",77.360001
"909","2015-12-02",80.980003
"910","2015-12-03",73.57
"911","2015-12-04",75.260002
"912","2015-12-07",78.970001
"913","2015-12-08",80.489998
"914","2015-12-09",81.230003
"915","2015-12-10",72.220001
"916","2015-12-11",67.940002
"917","2015-12-14",75.010002
"918","2015-12-15",75.419998
"919","2015-12-16",75.370003
"920","2015-12-17",75.099998
"921","2015-12-18",72.970001
"922","2015-12-21",73.720001
"923","2015-12-22",74.790001
"924","2015-12-23",75.139999
"925","2015-12-24",76
"926","2015-12-28",74
"927","2015-12-29",78.690002
"928","2015-12-30",76.529999
"929","2015-12-31",78.400002
"930","2016-01-04",73.540001
"931","2016-01-05",69.980003
"932","2016-01-06",67.089996
"933","2016-01-07",60.07
"934","2016-01-08",59.009998
"935","2016-01-11",54.220001
"936","2016-01-12",55.41
"937","2016-01-13",47.799999
"938","2016-01-14",51.02
"939","2016-01-15",49.82
"940","2016-01-19",46.919998
"941","2016-01-20",47.580002
"942","2016-01-21",45
"943","2016-01-22",45.049999
"944","2016-01-25",45.009998
"945","2016-01-26",45.380001
"946","2016-01-27",43.029999
"947","2016-01-28",41.439999
"948","2016-01-29",41.740002
"949","2016-02-01",42.869999
"950","2016-02-02",42.439999
"951","2016-02-03",43.02
"952","2016-02-04",43.98
"953","2016-02-05",39.720001
"954","2016-02-08",36.82
"955","2016-02-09",35.5
"956","2016-02-10",36.549999
"957","2016-02-11",38.689999
"958","2016-02-12",39.950001
"959","2016-02-16",42.27
"960","2016-02-17",44.619999
