"","date","ARVN"
"75","2019-01-15",16.110001
"76","2019-01-16",16.290001
"77","2019-01-17",16.23
"78","2019-01-18",16.65
"79","2019-01-22",16.41
"80","2019-01-23",16.67
"81","2019-01-24",16.25
"82","2019-01-25",17.059999
"83","2019-01-28",17.030001
"84","2019-01-29",17.25
"85","2019-01-30",17.32
"86","2019-01-31",17.41
"87","2019-02-01",17.98
"88","2019-02-04",20.49
"89","2019-02-05",19.25
"90","2019-02-06",19.440001
"91","2019-02-07",20.18
"92","2019-02-08",20.5
"93","2019-02-11",21.4
"94","2019-02-12",22.049999
"95","2019-02-13",22.4
"96","2019-02-14",22.48
"97","2019-02-15",23.790001
"98","2019-02-19",22.09
"99","2019-02-20",21.98
"100","2019-02-21",21.42
"101","2019-02-22",19.25
"102","2019-02-25",18.77
"103","2019-02-26",19.99
"104","2019-02-27",19.690001
"105","2019-02-28",19.360001
"106","2019-03-01",19.360001
"107","2019-03-04",18.32
"108","2019-03-05",18.389999
"109","2019-03-06",16.879999
"110","2019-03-07",17.26
"111","2019-03-08",16.58
"112","2019-03-11",16.98
"113","2019-03-12",16.559999
"114","2019-03-13",17.02
"115","2019-03-14",16.67
"116","2019-03-15",17.5
"117","2019-03-18",16.51
"118","2019-03-19",17.049999
"119","2019-03-20",16.879999
"120","2019-03-21",16.889999
"121","2019-03-22",15.76
"122","2019-03-25",15.85
"123","2019-03-26",16.139999
"124","2019-03-27",15.37
"125","2019-03-28",14.77
"126","2019-03-29",14.76
"127","2019-04-01",15.96
"128","2019-04-02",17.290001
"129","2019-04-03",17.4
"130","2019-04-04",16.940001
"131","2019-04-05",17.25
"132","2019-04-08",18.209999
"133","2019-04-09",18.67
"134","2019-04-10",20.15
"135","2019-04-11",20.059999
"136","2019-04-12",21
"137","2019-04-15",22.98
"138","2019-04-16",22.18
"139","2019-04-17",20.690001
"140","2019-04-18",22.84
"141","2019-04-22",22.77
"142","2019-04-23",22.629999
"143","2019-04-24",22.700001
"144","2019-04-25",22.65
"145","2019-04-26",22.25
"146","2019-04-29",21.75
"147","2019-04-30",20.870001
"148","2019-05-01",20.139999
"149","2019-05-02",20
"150","2019-05-03",20.139999
"151","2019-05-06",19.940001
"152","2019-05-07",19.700001
"153","2019-05-08",20.84
"154","2019-05-09",22.02
"155","2019-05-10",22.17
"156","2019-05-13",21.879999
"157","2019-05-14",21.32
"158","2019-05-15",20.780001
"159","2019-05-16",22.01
"160","2019-05-17",22.25
"161","2019-05-20",22.280001
"162","2019-05-21",22.549999
"163","2019-05-22",22.16
"164","2019-05-23",22.059999
"165","2019-05-24",21.969999
"166","2019-05-28",21.15
"167","2019-05-29",22.23
"168","2019-05-30",21.719999
"169","2019-05-31",20.92
"170","2019-06-03",20.049999
"171","2019-06-04",21.99
"172","2019-06-05",21.309999
"173","2019-06-06",20.68
"174","2019-06-07",19.860001
"175","2019-06-10",20.26
"176","2019-06-11",18.75
"177","2019-06-12",19.76
"178","2019-06-13",19.32
"179","2019-06-14",20.690001
"180","2019-06-17",21.92
"181","2019-06-18",21.98
"182","2019-06-19",22.32
"183","2019-06-20",22.200001
"184","2019-06-21",21.889999
"185","2019-06-24",21.870001
"186","2019-06-25",22.450001
"187","2019-06-26",23.41
"188","2019-06-27",23.799999
"189","2019-06-28",21.99
"190","2019-07-01",22.950001
"191","2019-07-02",22.6
"192","2019-07-03",24.92
"193","2019-07-05",26.969999
"194","2019-07-08",25.889999
"195","2019-07-09",26.02
"196","2019-07-10",25.16
"197","2019-07-11",25.09
"198","2019-07-12",25
"199","2019-07-15",24.889999
"200","2019-07-16",25.1
"201","2019-07-17",23.889999
"202","2019-07-18",24.48
"203","2019-07-19",24.41
"204","2019-07-22",24.74
"205","2019-07-23",25.1
"206","2019-07-24",24.299999
"207","2019-07-25",26.07
"208","2019-07-26",27.610001
"209","2019-07-29",26.58
"210","2019-07-30",26.49
"211","2019-07-31",26.68
"212","2019-08-01",25.32
"213","2019-08-02",24.690001
"214","2019-08-05",22.75
"215","2019-08-06",23.549999
"216","2019-08-07",23.6
"217","2019-08-08",24.620001
"218","2019-08-09",24.65
"219","2019-08-12",24.16
"220","2019-08-13",24.41
"221","2019-08-14",23.870001
"222","2019-08-15",23.219999
"223","2019-08-16",23.889999
"224","2019-08-19",23.940001
"225","2019-08-20",23.99
"226","2019-08-21",24
"227","2019-08-22",24.030001
"228","2019-08-23",23.059999
"229","2019-08-26",23.629999
"230","2019-08-27",24.08
"231","2019-08-28",24.190001
"232","2019-08-29",25.969999
"233","2019-08-30",26.01
"234","2019-09-03",24.870001
"235","2019-09-04",24.32
"236","2019-09-05",24.26
"237","2019-09-06",23.889999
"238","2019-09-09",23.219999
"239","2019-09-10",23.9
"240","2019-09-11",24.629999
"241","2019-09-12",26.07
"242","2019-09-13",25.209999
"243","2019-09-16",25.049999
"244","2019-09-17",24.809999
"245","2019-09-18",24.309999
"246","2019-09-19",24.57
"247","2019-09-20",24.49
"248","2019-09-23",24.41
"249","2019-09-24",23.67
"250","2019-09-25",24.440001
"251","2019-09-26",23.540001
"252","2019-09-27",22.75
"253","2019-09-30",21.549999
"254","2019-10-01",20.02
"255","2019-10-02",19.32
"256","2019-10-03",19.43
"257","2019-10-04",19.200001
"258","2019-10-07",18.43
"259","2019-10-08",17.6
"260","2019-10-09",17.700001
"261","2019-10-10",17.48
"262","2019-10-11",17.59
"263","2019-10-14",16.67
"264","2019-10-15",16.75
"265","2019-10-16",16.15
"266","2019-10-17",15.56
"267","2019-10-18",15.39
"268","2019-10-21",15.93
"269","2019-10-22",16.389999
"270","2019-10-23",18.790001
"271","2019-10-24",20.25
"272","2019-10-25",21.299999
"273","2019-10-28",20.34
"274","2019-10-29",20.799999
"275","2019-10-30",20.82
"276","2019-10-31",20.66
"277","2019-11-01",21.700001
"278","2019-11-04",21.33
"279","2019-11-05",22.42
"280","2019-11-06",22.41
"281","2019-11-07",25.33
"282","2019-11-08",25.51
"283","2019-11-11",25.719999
"284","2019-11-12",26.549999
"285","2019-11-13",28.379999
"286","2019-11-14",30.040001
"287","2019-11-15",30.49
"288","2019-11-18",31.059999
"289","2019-11-19",32.75
"290","2019-11-20",34.07
"291","2019-11-21",34.709999
"292","2019-11-22",34.669998
"293","2019-11-25",34.509998
"294","2019-11-26",34.060001
"295","2019-11-27",37
"296","2019-11-29",38.400002
"297","2019-12-02",37.939999
"298","2019-12-03",37.66
"299","2019-12-04",38.919998
"300","2019-12-05",37.759998
"301","2019-12-06",38.419998
"302","2019-12-09",38.869999
"303","2019-12-10",42.580002
"304","2019-12-11",42.849998
"305","2019-12-12",43.139999
"306","2019-12-13",42.509998
"307","2019-12-16",42.91
"308","2019-12-17",41.740002
"309","2019-12-18",40.84
"310","2019-12-19",39.700001
"311","2019-12-20",39.700001
"312","2019-12-23",42.119999
"313","2019-12-24",42.75
"314","2019-12-26",44.380001
"315","2019-12-27",41.799999
"316","2019-12-30",42.279999
"317","2019-12-31",41.09
"318","2020-01-02",41.439999
"319","2020-01-03",41.619999
"320","2020-01-06",42.57
"321","2020-01-07",43.709999
"322","2020-01-08",44.330002
"323","2020-01-09",44.34
"324","2020-01-10",46.5
"325","2020-01-13",46.740002
"326","2020-01-14",48.77
"327","2020-01-15",51.610001
"328","2020-01-16",51.290001
"329","2020-01-17",50.91
"330","2020-01-21",50.779999
"331","2020-01-22",50.740002
"332","2020-01-23",50.860001
"333","2020-01-24",50.080002
"334","2020-01-27",50.830002
"335","2020-01-28",51.610001
"336","2020-01-29",51.259998
"337","2020-01-30",49.93
"338","2020-01-31",48.459999
"339","2020-02-03",49.959999
"340","2020-02-04",49.970001
"341","2020-02-05",53.07
"342","2020-02-06",54.5
"343","2020-02-07",51.049999
"344","2020-02-10",52.360001
"345","2020-02-11",50.330002
"346","2020-02-12",52.98
"347","2020-02-13",52.669998
"348","2020-02-14",50.299999
"349","2020-02-18",49.919998
"350","2020-02-19",50.860001
"351","2020-02-20",50.700001
"352","2020-02-21",50.470001
"353","2020-02-24",49.950001
"354","2020-02-25",48
"355","2020-02-26",48.549999
"356","2020-02-27",47.380001
"357","2020-02-28",47.130001
"358","2020-03-02",48.380001
"359","2020-03-03",48.18
"360","2020-03-04",50.209999
"361","2020-03-05",51.009998
"362","2020-03-06",49.419998
"363","2020-03-09",46.59
"364","2020-03-10",47.41
"365","2020-03-11",44.060001
"366","2020-03-12",38.619999
"367","2020-03-13",40.439999
"368","2020-03-16",33
"369","2020-03-17",39.16
"370","2020-03-18",37.900002
"371","2020-03-19",41.16
"372","2020-03-20",39.709999
"373","2020-03-23",35.130001
"374","2020-03-24",38
"375","2020-03-25",40.82
"376","2020-03-26",41.25
"377","2020-03-27",39.360001
"378","2020-03-30",41.09
"379","2020-03-31",40.299999
"380","2020-04-01",38.5
"381","2020-04-02",40.049999
"382","2020-04-03",39.73
"383","2020-04-06",42.580002
"384","2020-04-07",41.139999
"385","2020-04-08",43.34
"386","2020-04-09",45.790001
"387","2020-04-13",44.57
"388","2020-04-14",45.82
"389","2020-04-15",46.189999
"390","2020-04-16",49
"391","2020-04-17",50.75
"392","2020-04-20",54.490002
"393","2020-04-21",50.810001
"394","2020-04-22",51.98
"395","2020-04-23",52.27
"396","2020-04-24",52.380001
"397","2020-04-27",54.5
"398","2020-04-28",53.139999
"399","2020-04-29",54.029999
"400","2020-04-30",52.5
"401","2020-05-01",51.240002
"402","2020-05-04",50
"403","2020-05-05",51.330002
"404","2020-05-06",52.700001
"405","2020-05-07",54.630001
"406","2020-05-08",52.779999
"407","2020-05-11",56.740002
"408","2020-05-12",55.75
"409","2020-05-13",51
"410","2020-05-14",44.189999
"411","2020-05-15",45.279999
"412","2020-05-18",47.240002
"413","2020-05-19",45.040001
"414","2020-05-20",44.369999
"415","2020-05-21",44
"416","2020-05-22",44.040001
"417","2020-05-26",44.419998
"418","2020-05-27",42.880001
"419","2020-05-28",44.849998
"420","2020-05-29",33.27
"421","2020-06-01",33.220001
"422","2020-06-02",32.630001
"423","2020-06-03",33.57
"424","2020-06-04",32.880001
"425","2020-06-05",35.580002
"426","2020-06-08",35.560001
"427","2020-06-09",34.59
"428","2020-06-10",33.43
"429","2020-06-11",31.67
"430","2020-06-12",31.360001
"431","2020-06-15",30.9
"432","2020-06-16",30.48
"433","2020-06-17",30.549999
"434","2020-06-18",30
"435","2020-06-19",29.879999
"436","2020-06-22",32.360001
"437","2020-06-23",33.650002
"438","2020-06-24",32.09
"439","2020-06-25",33.48
"440","2020-06-26",31.91
"441","2020-06-29",31.950001
"442","2020-06-30",33.540001
"443","2020-07-01",34.150002
"444","2020-07-02",33.880001
"445","2020-07-06",33.950001
"446","2020-07-07",33.389999
"447","2020-07-08",33.93
"448","2020-07-09",34.220001
"449","2020-07-10",34.650002
"450","2020-07-13",34.23
"451","2020-07-14",33.220001
"452","2020-07-15",35.389999
"453","2020-07-16",34.400002
"454","2020-07-17",36.34
"455","2020-07-20",36.029999
"456","2020-07-21",35.130001
"457","2020-07-22",34.889999
"458","2020-07-23",34.360001
"459","2020-07-24",34.07
"460","2020-07-27",34.560001
"461","2020-07-28",33.310001
"462","2020-07-29",32.98
"463","2020-07-30",32.450001
"464","2020-07-31",31.5
"465","2020-08-03",32.290001
"466","2020-08-04",30.459999
"467","2020-08-05",30.67
"468","2020-08-06",29.559999
"469","2020-08-07",28.719999
"470","2020-08-10",29.15
"471","2020-08-11",27.940001
"472","2020-08-12",27.620001
"473","2020-08-13",27.67
"474","2020-08-14",26.690001
"475","2020-08-17",27.32
"476","2020-08-18",26.76
"477","2020-08-19",26.41
"478","2020-08-20",25.9
"479","2020-08-21",25.4
"480","2020-08-24",25.780001
"481","2020-08-25",25.43
"482","2020-08-26",25.110001
"483","2020-08-27",24.59
"484","2020-08-28",24.4
"485","2020-08-31",25.950001
"486","2020-09-01",24.68
"487","2020-09-02",25.57
"488","2020-09-03",24.860001
"489","2020-09-04",24.610001
"490","2020-09-08",24.75
"491","2020-09-09",24.15
"492","2020-09-10",24.299999
"493","2020-09-11",25
"494","2020-09-14",26.91
"495","2020-09-15",26.540001
"496","2020-09-16",27.35
"497","2020-09-17",26.82
"498","2020-09-18",27.99
"499","2020-09-21",27.299999
"500","2020-09-22",26.18
"501","2020-09-23",24.549999
"502","2020-09-24",23.889999
"503","2020-09-25",24.42
"504","2020-09-28",22.99
"505","2020-09-29",23.51
"506","2020-09-30",23.610001
"507","2020-10-01",24.33
"508","2020-10-02",24.120001
"509","2020-10-05",24.68
"510","2020-10-06",24.370001
"511","2020-10-07",25.35
"512","2020-10-08",26.15
"513","2020-10-09",25.26
"514","2020-10-12",24.879999
"515","2020-10-13",26.42
"516","2020-10-14",25.209999
"517","2020-10-15",23.959999
"518","2020-10-16",23.889999
"519","2020-10-19",22.219999
"520","2020-10-20",20.969999
"521","2020-10-21",20.190001
"522","2020-10-22",20.57
"523","2020-10-23",21.049999
"524","2020-10-26",21.059999
"525","2020-10-27",20.530001
"526","2020-10-28",21.09
"527","2020-10-29",21.92
"528","2020-10-30",20.91
"529","2020-11-02",21.870001
"530","2020-11-03",22.700001
"531","2020-11-04",22.77
"532","2020-11-05",22.25
"533","2020-11-06",21.959999
"534","2020-11-09",23.469999
"535","2020-11-10",23.75
"536","2020-11-11",23.49
"537","2020-11-12",23.27
"538","2020-11-13",25.450001
"539","2020-11-16",25.549999
"540","2020-11-17",24.629999
"541","2020-11-18",23.110001
"542","2020-11-19",23.360001
"543","2020-11-20",23.200001
"544","2020-11-23",23.41
"545","2020-11-24",23.84
"546","2020-11-25",23.43
"547","2020-11-27",24.84
