"","date","ARCE"
"1","2018-09-26",23.5
"2","2018-09-27",23.690001
"3","2018-09-28",22.799999
"4","2018-10-01",21.98
"5","2018-10-02",21.92
"6","2018-10-03",23.219999
"7","2018-10-04",22.610001
"8","2018-10-05",22.379999
"9","2018-10-08",22.530001
"10","2018-10-09",22.18
"11","2018-10-10",21.49
"12","2018-10-11",22.48
"13","2018-10-12",22.02
"14","2018-10-15",21.6
"15","2018-10-16",22.440001
"16","2018-10-17",22.709999
"17","2018-10-18",22.99
"18","2018-10-19",22.75
"19","2018-10-22",22.17
"20","2018-10-23",22.110001
"21","2018-10-24",21.15
"22","2018-10-25",21.5
"23","2018-10-26",21.709999
"24","2018-10-29",21.42
"25","2018-10-30",21.309999
"26","2018-10-31",21.309999
"27","2018-11-01",21.27
"28","2018-11-02",22.389999
"29","2018-11-05",22.33
"30","2018-11-06",22.030001
"31","2018-11-07",22
"32","2018-11-08",22.040001
"33","2018-11-09",21.25
"34","2018-11-12",22.030001
"35","2018-11-13",21.08
"36","2018-11-14",21.4
"37","2018-11-15",22.98
"38","2018-11-16",22.860001
"39","2018-11-19",22.18
"40","2018-11-20",22.57
"41","2018-11-21",23.639999
"42","2018-11-23",24.49
"43","2018-11-26",24.190001
"44","2018-11-27",23.57
"45","2018-11-28",23.35
"46","2018-11-29",23.219999
"47","2018-11-30",23.65
"48","2018-12-03",23.75
"49","2018-12-04",24.219999
"50","2018-12-06",23.780001
"51","2018-12-07",23.530001
"52","2018-12-10",22.030001
"53","2018-12-11",21.67
"54","2018-12-12",21.58
"55","2018-12-13",21
"56","2018-12-14",21.5
"57","2018-12-17",20.93
"58","2018-12-18",21.17
"59","2018-12-19",21.299999
"60","2018-12-20",20
"61","2018-12-21",19.469999
"62","2018-12-24",20.02
"63","2018-12-26",20.59
"64","2018-12-27",21.02
"65","2018-12-28",21.57
"66","2018-12-31",22.120001
"67","2019-01-02",21.709999
"68","2019-01-03",21.52
"69","2019-01-04",21.84
"70","2019-01-07",21.82
"71","2019-01-08",22
"72","2019-01-09",21.68
"73","2019-01-10",21.860001
"74","2019-01-11",21.59
"75","2019-01-14",21.290001
"76","2019-01-15",21.9
"77","2019-01-16",21.76
"78","2019-01-17",21.690001
"79","2019-01-18",22.07
"80","2019-01-22",22.549999
"81","2019-01-23",21.92
"82","2019-01-24",23.5
"83","2019-01-25",23.129999
"84","2019-01-28",24.4
"85","2019-01-29",23.709999
"86","2019-01-30",25.200001
"87","2019-01-31",25.280001
"88","2019-02-01",25.24
"89","2019-02-04",25.17
"90","2019-02-05",25.5
"91","2019-02-06",25.379999
"92","2019-02-07",26
"93","2019-02-08",26.629999
"94","2019-02-11",26.5
"95","2019-02-12",26.629999
"96","2019-02-13",26.65
"97","2019-02-14",26.360001
"98","2019-02-15",26.75
"99","2019-02-19",26.629999
"100","2019-02-20",26.59
"101","2019-02-21",26.790001
"102","2019-02-22",25.889999
"103","2019-02-25",26.48
"104","2019-02-26",25.620001
"105","2019-02-27",24.790001
"106","2019-02-28",24.120001
"107","2019-03-01",24.51
"108","2019-03-04",23.879999
"109","2019-03-05",23.43
"110","2019-03-06",23.799999
"111","2019-03-07",24.280001
"112","2019-03-08",26.030001
"113","2019-03-11",26.83
"114","2019-03-12",27.200001
"115","2019-03-13",27.26
"116","2019-03-14",26.709999
"117","2019-03-15",27.860001
"118","2019-03-18",26.299999
"119","2019-03-19",29.24
"120","2019-03-20",30.610001
"121","2019-03-21",29.709999
"122","2019-03-22",30.940001
"123","2019-03-25",31.709999
"124","2019-03-26",31.049999
"125","2019-03-27",31.34
"126","2019-03-28",31.9
"127","2019-03-29",32.290001
"128","2019-04-01",31.84
"129","2019-04-02",31.59
"130","2019-04-03",32.139999
"131","2019-04-04",32.900002
"132","2019-04-05",31.299999
"133","2019-04-08",32.52
"134","2019-04-09",32.029999
"135","2019-04-10",32.599998
"136","2019-04-11",32.400002
"137","2019-04-12",32.630001
"138","2019-04-15",33.419998
"139","2019-04-16",33.93
"140","2019-04-17",32.650002
"141","2019-04-18",30.43
"142","2019-04-22",29.49
"143","2019-04-23",31.25
"144","2019-04-24",30.049999
"145","2019-04-25",30.139999
"146","2019-04-26",31.93
"147","2019-04-29",33
"148","2019-04-30",32.130001
"149","2019-05-01",31.49
"150","2019-05-02",32.25
"151","2019-05-03",33.099998
"152","2019-05-06",31.299999
"153","2019-05-07",31.33
"154","2019-05-08",38.689999
"155","2019-05-09",38.990002
"156","2019-05-10",38.360001
"157","2019-05-13",37.799999
"158","2019-05-14",38.68
"159","2019-05-15",36.599998
"160","2019-05-16",37.259998
"161","2019-05-17",36.529999
"162","2019-05-20",37.16
"163","2019-05-21",37.400002
"164","2019-05-22",36.240002
"165","2019-05-23",35.830002
"166","2019-05-24",36.299999
"167","2019-05-28",38.599998
"168","2019-05-29",38.669998
"169","2019-05-30",38.619999
"170","2019-05-31",38.400002
"171","2019-06-03",39.400002
"172","2019-06-04",42.080002
"173","2019-06-05",41.639999
"174","2019-06-06",42.57
"175","2019-06-07",43.490002
"176","2019-06-10",42.290001
"177","2019-06-11",41.740002
"178","2019-06-12",43.439999
"179","2019-06-13",44.259998
"180","2019-06-14",44.200001
"181","2019-06-17",43.900002
"182","2019-06-18",43.73
"183","2019-06-19",45.68
"184","2019-06-20",44.849998
"185","2019-06-21",45.740002
"186","2019-06-24",43.529999
"187","2019-06-25",42.779999
"188","2019-06-26",43.650002
"189","2019-06-27",45.130001
"190","2019-06-28",43.779999
