"","date","HGV"
"1","2017-01-04",25.85
"2","2017-01-05",25.58
"3","2017-01-06",26.549999
"4","2017-01-09",26.5
"5","2017-01-10",25.790001
"6","2017-01-11",25.49
"7","2017-01-12",25.35
"8","2017-01-13",25.049999
"9","2017-01-17",24.99
"10","2017-01-18",25.190001
"11","2017-01-19",26.09
"12","2017-01-20",26.6
"13","2017-01-23",27.139999
"14","2017-01-24",28.65
"15","2017-01-25",28.360001
"16","2017-01-26",28.23
"17","2017-01-27",28.51
"18","2017-01-30",28.360001
"19","2017-01-31",29.33
"20","2017-02-01",29.26
"21","2017-02-02",29.030001
"22","2017-02-03",29.309999
"23","2017-02-06",29.299999
"24","2017-02-07",29.58
"25","2017-02-08",30.01
"26","2017-02-09",30.6
"27","2017-02-10",30.35
"28","2017-02-13",30.299999
"29","2017-02-14",29.620001
"30","2017-02-15",30.01
"31","2017-02-16",29.43
"32","2017-02-17",29.48
"33","2017-02-21",29.860001
"34","2017-02-22",29.709999
"35","2017-02-23",30
"36","2017-02-24",30.01
"37","2017-02-27",30.1
"38","2017-02-28",29.940001
"39","2017-03-01",30.91
"40","2017-03-02",30.35
"41","2017-03-03",30.07
"42","2017-03-06",29.690001
"43","2017-03-07",28.790001
"44","2017-03-08",28.110001
"45","2017-03-09",28.299999
"46","2017-03-10",28.860001
"47","2017-03-13",29.07
"48","2017-03-14",29.02
"49","2017-03-15",28.889999
"50","2017-03-16",28.889999
"51","2017-03-17",29.030001
"52","2017-03-20",28.9
"53","2017-03-21",28.360001
"54","2017-03-22",28.1
"55","2017-03-23",28.84
"56","2017-03-24",28.85
"57","2017-03-27",28.59
"58","2017-03-28",28.889999
"59","2017-03-29",28.73
"60","2017-03-30",28.940001
"61","2017-03-31",28.66
"62","2017-04-03",29.370001
"63","2017-04-04",30.16
"64","2017-04-05",31
"65","2017-04-06",31
"66","2017-04-07",30.610001
"67","2017-04-10",31.27
"68","2017-04-11",31.190001
"69","2017-04-12",31.780001
"70","2017-04-13",31.639999
"71","2017-04-17",31.610001
"72","2017-04-18",31.219999
"73","2017-04-19",31.34
"74","2017-04-20",30.790001
"75","2017-04-21",31.16
"76","2017-04-24",31.610001
"77","2017-04-25",32.119999
"78","2017-04-26",33.310001
"79","2017-04-27",33.650002
"80","2017-04-28",33.470001
"81","2017-05-01",33.950001
"82","2017-05-02",34.689999
"83","2017-05-03",34
"84","2017-05-04",35.869999
"85","2017-05-05",36
"86","2017-05-08",35.34
"87","2017-05-09",36.18
"88","2017-05-10",35.889999
"89","2017-05-11",35.66
"90","2017-05-12",35.810001
"91","2017-05-15",36.139999
"92","2017-05-16",36.049999
"93","2017-05-17",35.48
"94","2017-05-18",35.549999
"95","2017-05-19",35.84
"96","2017-05-22",35.540001
"97","2017-05-23",36.23
"98","2017-05-24",36.080002
"99","2017-05-25",36.32
"100","2017-05-26",35.830002
"101","2017-05-30",35.779999
"102","2017-05-31",35.77
"103","2017-06-01",36.41
"104","2017-06-02",35.970001
"105","2017-06-05",35.279999
"106","2017-06-06",34.84
"107","2017-06-07",34.299999
"108","2017-06-08",34.709999
"109","2017-06-09",34.630001
"110","2017-06-12",35.18
"111","2017-06-13",36.07
"112","2017-06-14",35.400002
"113","2017-06-15",36
"114","2017-06-16",36.599998
"115","2017-06-19",37.330002
"116","2017-06-20",37.029999
"117","2017-06-21",37.400002
"118","2017-06-22",36.869999
"119","2017-06-23",36.299999
"120","2017-06-26",36.599998
"121","2017-06-27",35.950001
"122","2017-06-28",36.209999
"123","2017-06-29",35.630001
"124","2017-06-30",36.060001
"125","2017-07-03",35.450001
"126","2017-07-05",35.080002
"127","2017-07-06",35.290001
"128","2017-07-07",35.310001
"129","2017-07-10",36.110001
"130","2017-07-11",36.630001
"131","2017-07-12",37.09
"132","2017-07-13",36.150002
"133","2017-07-14",36.349998
"134","2017-07-17",36.02
"135","2017-07-18",36.110001
"136","2017-07-19",36.259998
"137","2017-07-20",36.150002
"138","2017-07-21",36.139999
"139","2017-07-24",35.849998
"140","2017-07-25",36.709999
"141","2017-07-26",36.650002
"142","2017-07-27",36.580002
"143","2017-07-28",36.27
"144","2017-07-31",36.759998
"145","2017-08-01",36.59
"146","2017-08-02",36.169998
"147","2017-08-03",36.84
"148","2017-08-04",36.169998
"149","2017-08-07",36.23
"150","2017-08-08",35.75
"151","2017-08-09",34.93
"152","2017-08-10",34.049999
"153","2017-08-11",34.5
"154","2017-08-14",35
"155","2017-08-15",35.48
"156","2017-08-16",35.330002
"157","2017-08-17",34.900002
"158","2017-08-18",34.720001
"159","2017-08-21",35.060001
"160","2017-08-22",35.52
"161","2017-08-23",35.630001
"162","2017-08-24",36.220001
"163","2017-08-25",35.959999
"164","2017-08-28",35.470001
"165","2017-08-29",35.48
"166","2017-08-30",36.02
"167","2017-08-31",36.25
"168","2017-09-01",36.540001
"169","2017-09-05",36.110001
"170","2017-09-06",35.650002
"171","2017-09-07",35.599998
"172","2017-09-08",35.299999
"173","2017-09-11",36
"174","2017-09-12",36.310001
"175","2017-09-13",36.02
"176","2017-09-14",35.889999
"177","2017-09-15",36.419998
"178","2017-09-18",36.290001
"179","2017-09-19",36.91
"180","2017-09-20",37.040001
"181","2017-09-21",37.970001
"182","2017-09-22",38.439999
"183","2017-09-25",38.48
"184","2017-09-26",38.57
"185","2017-09-27",39.259998
"186","2017-09-28",38.790001
"187","2017-09-29",38.630001
"188","2017-10-02",39.360001
"189","2017-10-03",39.619999
"190","2017-10-04",39.799999
"191","2017-10-05",39.490002
"192","2017-10-06",39.189999
"193","2017-10-09",39.32
"194","2017-10-10",39.360001
"195","2017-10-11",39.279999
"196","2017-10-12",39.549999
"197","2017-10-13",39.900002
"198","2017-10-16",39.779999
"199","2017-10-17",39.830002
"200","2017-10-18",39.950001
"201","2017-10-19",40.23
"202","2017-10-20",40.029999
"203","2017-10-23",39.669998
"204","2017-10-24",39.860001
"205","2017-10-25",39.869999
"206","2017-10-26",40.52
"207","2017-10-27",40.68
"208","2017-10-30",40.529999
"209","2017-10-31",40.959999
"210","2017-11-01",41.029999
"211","2017-11-02",40.639999
"212","2017-11-03",40.75
"213","2017-11-06",40.759998
"214","2017-11-07",41.93
"215","2017-11-08",41.619999
"216","2017-11-09",41.040001
"217","2017-11-10",40.560001
"218","2017-11-13",40.75
"219","2017-11-14",40.48
"220","2017-11-15",40.369999
"221","2017-11-16",40.650002
"222","2017-11-17",40.48
"223","2017-11-20",40.43
"224","2017-11-21",40.529999
"225","2017-11-22",40.169998
"226","2017-11-24",40.27
"227","2017-11-27",40.09
"228","2017-11-28",39.209999
"229","2017-11-29",39
"230","2017-11-30",39.970001
"231","2017-12-01",39.68
"232","2017-12-04",41.029999
"233","2017-12-05",41.380001
"234","2017-12-06",41.59
"235","2017-12-07",42.41
"236","2017-12-08",42.709999
"237","2017-12-11",42.689999
"238","2017-12-12",42.41
"239","2017-12-13",42.07
"240","2017-12-14",41.41
"241","2017-12-15",41.810001
"242","2017-12-18",42.709999
"243","2017-12-19",41.900002
"244","2017-12-20",41.970001
"245","2017-12-21",41.709999
"246","2017-12-22",41.57
"247","2017-12-26",41.23
"248","2017-12-27",41.349998
"249","2017-12-28",41.560001
"250","2017-12-29",41.950001
"251","2018-01-02",41.560001
"252","2018-01-03",42.41
"253","2018-01-04",41.990002
"254","2018-01-05",41.040001
"255","2018-01-08",42.029999
"256","2018-01-09",42.009998
"257","2018-01-10",41.490002
"258","2018-01-11",41.98
"259","2018-01-12",41.950001
"260","2018-01-16",40.889999
"261","2018-01-17",42.830002
"262","2018-01-18",42.34
"263","2018-01-19",43.970001
"264","2018-01-22",43.509998
"265","2018-01-23",44.299999
"266","2018-01-24",44.540001
"267","2018-01-25",45.029999
"268","2018-01-26",45.139999
"269","2018-01-29",44.490002
"270","2018-01-30",44.25
"271","2018-01-31",44.970001
"272","2018-02-01",45.240002
"273","2018-02-02",44.049999
"274","2018-02-05",42.740002
"275","2018-02-06",44.549999
"276","2018-02-07",44.43
"277","2018-02-08",43.48
"278","2018-02-09",43.389999
"279","2018-02-12",43.080002
"280","2018-02-13",43.790001
"281","2018-02-14",44.509998
"282","2018-02-15",44.740002
"283","2018-02-16",44.630001
"284","2018-02-20",43.900002
"285","2018-02-21",43.439999
"286","2018-02-22",43.610001
"287","2018-02-23",44.060001
"288","2018-02-26",43.68
"289","2018-02-27",43
"290","2018-02-28",43.16
"291","2018-03-01",43.299999
"292","2018-03-02",44.450001
"293","2018-03-05",44.360001
"294","2018-03-06",45.450001
"295","2018-03-07",46.619999
"296","2018-03-08",46.16
