"","date","TOT"
"1","2007-01-03",70.970001
"2","2007-01-04",69.32
"3","2007-01-05",68.980003
"4","2007-01-08",68.779999
"5","2007-01-09",67.669998
"6","2007-01-10",66.169998
"7","2007-01-11",66.650002
"8","2007-01-12",67.900002
"9","2007-01-16",66.660004
"10","2007-01-17",66.959999
"11","2007-01-18",66.559998
"12","2007-01-19",67.639999
"13","2007-01-22",66.550003
"14","2007-01-23",68.290001
"15","2007-01-24",68.230003
"16","2007-01-25",66.800003
"17","2007-01-26",66.860001
"18","2007-01-29",66.379997
"19","2007-01-30",67.620003
"20","2007-01-31",68.050003
"21","2007-02-01",69.059998
"22","2007-02-02",68.849998
"23","2007-02-05",68.669998
"24","2007-02-06",68.510002
"25","2007-02-07",68.440002
"26","2007-02-08",68.800003
"27","2007-02-09",68.339996
"28","2007-02-12",67.5
"29","2007-02-13",68.480003
"30","2007-02-14",70.139999
"31","2007-02-15",70.150002
"32","2007-02-16",70.190002
"33","2007-02-20",69.410004
"34","2007-02-21",69.089996
"35","2007-02-22",69.330002
"36","2007-02-23",69.57
"37","2007-02-26",70.419998
"38","2007-02-27",67.610001
"39","2007-02-28",67.32
"40","2007-03-01",66.32
"41","2007-03-02",65.379997
"42","2007-03-05",63.919998
"43","2007-03-06",65.199997
"44","2007-03-07",66.059998
"45","2007-03-08",66.129997
"46","2007-03-09",66.230003
"47","2007-03-12",66.040001
"48","2007-03-13",64.839996
"49","2007-03-14",65.25
"50","2007-03-15",65.099998
"51","2007-03-16",65.190002
"52","2007-03-19",66.209999
"53","2007-03-20",66.43
"54","2007-03-21",67.309998
"55","2007-03-22",68.080002
"56","2007-03-23",68.790001
"57","2007-03-26",68.879997
"58","2007-03-27",68.800003
"59","2007-03-28",69.139999
"60","2007-03-29",70.040001
"61","2007-03-30",69.779999
"62","2007-04-02",70.279999
"63","2007-04-03",70.550003
"64","2007-04-04",70.43
"65","2007-04-05",70.760002
"66","2007-04-09",70.029999
"67","2007-04-10",70.660004
"68","2007-04-11",70.800003
"69","2007-04-12",72.120003
"70","2007-04-13",72.739998
"71","2007-04-16",72.970001
"72","2007-04-17",73.400002
"73","2007-04-18",73.089996
"74","2007-04-19",72.599998
"75","2007-04-20",73.620003
"76","2007-04-23",73.349998
"77","2007-04-24",73.209999
"78","2007-04-25",74.550003
"79","2007-04-26",73.82
"80","2007-04-27",74.339996
"81","2007-04-30",73.690002
"82","2007-05-01",73.68
"83","2007-05-02",75.110001
"84","2007-05-03",75.449997
"85","2007-05-04",75.510002
"86","2007-05-07",75.580002
"87","2007-05-08",74.589996
"88","2007-05-09",74.900002
"89","2007-05-10",73.879997
"90","2007-05-11",74.860001
"91","2007-05-14",75.059998
"92","2007-05-15",73.690002
"93","2007-05-16",73.029999
"94","2007-05-17",74.110001
"95","2007-05-18",76.050003
"96","2007-05-21",76.260002
"97","2007-05-22",75.589996
"98","2007-05-23",75.970001
"99","2007-05-24",74.949997
"100","2007-05-25",75.970001
"101","2007-05-29",75
"102","2007-05-30",75.300003
"103","2007-05-31",75.449997
"104","2007-06-01",76.059998
"105","2007-06-04",76.029999
"106","2007-06-05",75.529999
"107","2007-06-06",75
"108","2007-06-07",74.019997
"109","2007-06-08",74.440002
"110","2007-06-11",74.269997
"111","2007-06-12",73.339996
"112","2007-06-13",75.059998
"113","2007-06-14",77.580002
"114","2007-06-15",78.75
"115","2007-06-18",79.029999
"116","2007-06-19",79.25
"117","2007-06-20",78.589996
"118","2007-06-21",79.349998
"119","2007-06-22",78.589996
"120","2007-06-25",78.199997
"121","2007-06-26",77.599998
"122","2007-06-27",77.790001
"123","2007-06-28",79.720001
"124","2007-06-29",80.980003
"125","2007-07-02",82.389999
"126","2007-07-03",82.360001
"127","2007-07-05",82.050003
"128","2007-07-06",84.300003
"129","2007-07-09",85.120003
"130","2007-07-10",83.099998
"131","2007-07-11",83.5
"132","2007-07-12",86.419998
"133","2007-07-13",86.980003
"134","2007-07-16",85.330002
"135","2007-07-17",84.330002
"136","2007-07-18",83.989998
"137","2007-07-19",84.32
"138","2007-07-20",82.169998
"139","2007-07-23",83.690002
"140","2007-07-24",81.010002
"141","2007-07-25",80.290001
"142","2007-07-26",78.589996
"143","2007-07-27",76.949997
"144","2007-07-30",78.949997
"145","2007-07-31",78.610001
"146","2007-08-01",78.769997
"147","2007-08-02",76.779999
"148","2007-08-03",73.860001
"149","2007-08-06",75
"150","2007-08-07",75.809998
"151","2007-08-08",77.029999
"152","2007-08-09",73.800003
"153","2007-08-10",73.629997
"154","2007-08-13",73.5
"155","2007-08-14",72.370003
"156","2007-08-15",70.870003
"157","2007-08-16",70.010002
"158","2007-08-17",71.860001
"159","2007-08-20",71.330002
"160","2007-08-21",70.400002
"161","2007-08-22",72.360001
"162","2007-08-23",72.480003
"163","2007-08-24",74.400002
"164","2007-08-27",73.889999
"165","2007-08-28",71.169998
"166","2007-08-29",73.279999
"167","2007-08-30",73.709999
"168","2007-08-31",75.089996
"169","2007-09-04",75.699997
"170","2007-09-05",75.190002
"171","2007-09-06",76.32
"172","2007-09-07",75.300003
"173","2007-09-10",75.769997
"174","2007-09-11",77.150002
"175","2007-09-12",77.660004
"176","2007-09-13",78.389999
"177","2007-09-14",77.93
"178","2007-09-17",77.449997
"179","2007-09-18",80.43
"180","2007-09-19",81.050003
"181","2007-09-20",82.029999
"182","2007-09-21",81.440002
"183","2007-09-24",81.650002
"184","2007-09-25",80.839996
"185","2007-09-26",81.199997
"186","2007-09-27",81.800003
"187","2007-09-28",81.029999
"188","2007-10-01",81.050003
"189","2007-10-02",79
"190","2007-10-03",77.339996
"191","2007-10-04",77.900002
"192","2007-10-05",77.889999
"193","2007-10-08",76.949997
"194","2007-10-09",78.190002
"195","2007-10-10",78.019997
"196","2007-10-11",78.040001
"197","2007-10-12",79
"198","2007-10-15",80.269997
"199","2007-10-16",81.139999
"200","2007-10-17",81.120003
"201","2007-10-18",80.870003
"202","2007-10-19",79.139999
"203","2007-10-22",78.290001
"204","2007-10-23",78.190002
"205","2007-10-24",78.589996
"206","2007-10-25",77.970001
"207","2007-10-26",80.440002
"208","2007-10-29",80.760002
"209","2007-10-30",79.769997
"210","2007-10-31",80.610001
"211","2007-11-01",77.349998
"212","2007-11-02",79.220001
"213","2007-11-05",78.809998
"214","2007-11-06",80.690002
"215","2007-11-07",82.720001
"216","2007-11-08",83.900002
"217","2007-11-09",82.669998
"218","2007-11-12",80
"219","2007-11-13",78.809998
"220","2007-11-14",78.699997
"221","2007-11-15",77.989998
"222","2007-11-16",79.989998
"223","2007-11-19",79.120003
"224","2007-11-20",81.279999
"225","2007-11-21",80.860001
"226","2007-11-23",81.449997
"227","2007-11-26",79.93
"228","2007-11-27",80.029999
"229","2007-11-28",81.110001
"230","2007-11-29",80.330002
"231","2007-11-30",80.919998
"232","2007-12-03",80.739998
"233","2007-12-04",80.739998
"234","2007-12-05",82.209999
"235","2007-12-06",83.690002
"236","2007-12-07",82.830002
"237","2007-12-10",82.709999
"238","2007-12-11",81.150002
"239","2007-12-12",82.75
"240","2007-12-13",81.440002
"241","2007-12-14",79.610001
"242","2007-12-17",78.379997
"243","2007-12-18",78.470001
"244","2007-12-19",79.110001
"245","2007-12-20",79.470001
"246","2007-12-21",80.459999
"247","2007-12-24",80.93
"248","2007-12-26",81.839996
"249","2007-12-27",82.080002
"250","2007-12-28",83.709999
"251","2007-12-31",82.599998
"252","2008-01-02",83.279999
"253","2008-01-03",85.099998
"254","2008-01-04",84.07
"255","2008-01-07",86.099998
"256","2008-01-08",85.5
"257","2008-01-09",86.059998
"258","2008-01-10",85.660004
"259","2008-01-11",84.120003
"260","2008-01-14",85.220001
"261","2008-01-15",82.580002
"262","2008-01-16",79.519997
"263","2008-01-17",77.209999
"264","2008-01-18",78.209999
"265","2008-01-22",73.449997
"266","2008-01-23",70.650002
"267","2008-01-24",74.080002
"268","2008-01-25",72.720001
"269","2008-01-28",73.230003
"270","2008-01-29",73.449997
"271","2008-01-30",72.300003
"272","2008-01-31",72.779999
"273","2008-02-01",74.019997
"274","2008-02-04",73.900002
"275","2008-02-05",70.519997
"276","2008-02-06",70.589996
"277","2008-02-07",69.760002
"278","2008-02-08",70.290001
"279","2008-02-11",70.550003
"280","2008-02-12",71.279999
"281","2008-02-13",72.459999
"282","2008-02-14",72.989998
