"","date","GBL"
"1","2007-01-03",21.055466
"2","2007-01-04",21.351643
"3","2007-01-05",20.317717
"4","2007-01-08",21.152397
"5","2007-01-09",21.071621
"6","2007-01-10",20.743134
"7","2007-01-11",20.775444
"8","2007-01-12",20.8993
"9","2007-01-16",20.673128
"10","2007-01-17",20.818525
"11","2007-01-18",20.570812
"12","2007-01-19",20.678514
"13","2007-01-22",20.420033
"14","2007-01-23",20.91007
"15","2007-01-24",21.098547
"16","2007-01-25",20.791599
"17","2007-01-26",20.656973
"18","2007-01-29",20.813139
"19","2007-01-30",20.861605
"20","2007-01-31",20.91007
"21","2007-02-01",21.163166
"22","2007-02-02",21.513193
"23","2007-02-05",21.389338
"24","2007-02-06",21.486269
"25","2007-02-07",21.480883
"26","2007-02-08",21.513193
"27","2007-02-09",21.103931
"28","2007-02-12",21.001616
"29","2007-02-13",21.001616
"30","2007-02-14",20.974689
"31","2007-02-15",20.95315
"32","2007-02-16",20.996231
"33","2007-02-20",21.130856
"34","2007-02-21",21.001616
"35","2007-02-22",21.028542
"36","2007-02-23",20.813139
"37","2007-02-26",20.980076
"38","2007-02-27",21.141626
"39","2007-02-28",21.066236
"40","2007-03-01",21.125471
"41","2007-03-02",21.141626
"42","2007-03-05",20.253096
"43","2007-03-06",21.217016
"44","2007-03-07",20.753904
"45","2007-03-08",21.227787
"46","2007-03-09",21.491653
"47","2007-03-12",21.80937
"48","2007-03-13",21.416264
"49","2007-03-14",21.771675
"50","2007-03-15",22.498653
"51","2007-03-16",21.685514
"52","2007-03-19",21.976305
"53","2007-03-20",22.218632
"54","2007-03-21",22.735596
"55","2007-03-22",22.617125
"56","2007-03-23",22.875607
"57","2007-03-26",23.047926
"58","2007-03-27",22.810986
"59","2007-03-28",22.810986
"60","2007-03-29",23.161013
"61","2007-03-30",23.333334
"62","2007-04-02",23.494884
"63","2007-04-03",23.974152
"64","2007-04-04",23.71567
"65","2007-04-05",24.087238
"66","2007-04-09",23.548735
"67","2007-04-10",23.435648
"68","2007-04-11",23.290253
"69","2007-04-12",23.322563
"70","2007-04-13",23.634895
"71","2007-04-16",24.437263
"72","2007-04-17",24.383413
"73","2007-04-18",24.884222
"74","2007-04-19",24.641895
"75","2007-04-20",25.191168
"76","2007-04-23",24.819601
"77","2007-04-24",24.819601
"78","2007-04-25",25.245018
"79","2007-04-26",24.986538
"80","2007-04-27",25.476576
"81","2007-04-30",24.566505
"82","2007-05-01",25.363489
"83","2007-05-02",24.51804
"84","2007-05-03",24.582661
"85","2007-05-04",24.394184
"86","2007-05-07",24.868067
"87","2007-05-08",25.234249
"88","2007-05-09",25.977383
"89","2007-05-10",25.336565
"90","2007-05-11",26.521271
"91","2007-05-14",26.515886
"92","2007-05-15",26.149704
"93","2007-05-16",26.882069
"94","2007-05-17",26.553581
"95","2007-05-18",27.113625
"96","2007-05-21",27.005924
"97","2007-05-22",26.925148
"98","2007-05-23",26.612816
"99","2007-05-24",27.049004
"100","2007-05-25",26.984383
"101","2007-05-29",27.108238
"102","2007-05-30",27.043619
"103","2007-05-31",27.775982
"104","2007-06-01",27.802908
"105","2007-06-04",27.323641
"106","2007-06-05",27.425957
"107","2007-06-06",27.350565
"108","2007-06-07",27.097469
"109","2007-06-08",27.915993
"110","2007-06-11",27.819063
"111","2007-06-12",27.501347
"112","2007-06-13",28.023695
"113","2007-06-14",28.346796
"114","2007-06-15",28.24448
"115","2007-06-18",28.664513
"116","2007-06-19",29.499193
"117","2007-06-20",29.450727
"118","2007-06-21",29.746904
"119","2007-06-22",29.273022
"120","2007-06-25",28.486807
"121","2007-06-26",29.466883
"122","2007-06-27",31.270866
"123","2007-06-28",30.543888
"124","2007-06-29",30.18309
"125","2007-07-02",32.143242
"126","2007-07-03",32.57943
"127","2007-07-05",32.197094
"128","2007-07-06",32.283253
"129","2007-07-09",32.57943
"130","2007-07-10",31.868605
"131","2007-07-11",32.202477
"132","2007-07-12",32.600967
"133","2007-07-13",32.310177
"134","2007-07-16",32.234787
"135","2007-07-17",31.83091
"136","2007-07-18",31.330103
"137","2007-07-19",30.705439
"138","2007-07-20",30.425417
"139","2007-07-23",30.026926
"140","2007-07-24",28.96069
"141","2007-07-25",29.693054
"142","2007-07-26",28.863758
"143","2007-07-27",28.416801
"144","2007-07-30",28.228325
"145","2007-07-31",27.969843
"146","2007-08-01",27.355951
"147","2007-08-02",27.996769
"148","2007-08-03",26.925148
"149","2007-08-06",27.043619
"150","2007-08-07",27.140549
"151","2007-08-08",25.57889
"152","2007-08-09",23.274097
"153","2007-08-10",29.752289
"154","2007-08-13",26.235865
"155","2007-08-14",26.063543
"156","2007-08-15",25.32041
"157","2007-08-16",27.652126
"158","2007-08-17",28.37372
"159","2007-08-20",28.782984
"160","2007-08-21",30.113085
"161","2007-08-22",30.506193
"162","2007-08-23",29.165321
"163","2007-08-24",30.533117
"164","2007-08-27",30.210016
"165","2007-08-28",28.056004
"166","2007-08-29",29.025311
"167","2007-08-30",28.35218
"168","2007-08-31",28.933764
"169","2007-09-04",29.267635
"170","2007-09-05",29.063005
"171","2007-09-06",28.852989
"172","2007-09-07",28.012924
"173","2007-09-10",27.054388
"174","2007-09-11",27.722132
"175","2007-09-12",27.140549
"176","2007-09-13",27.679052
"177","2007-09-14",28.034464
"178","2007-09-17",27.808292
"179","2007-09-18",29.617662
"180","2007-09-19",30.080776
"181","2007-09-20",29.219172
"182","2007-09-21",29.92461
"183","2007-09-24",28.852989
"184","2007-09-25",29.509962
"185","2007-09-26",30.02154
"186","2007-09-27",30.640818
"187","2007-09-28",29.509962
"188","2007-10-01",31.173937
"189","2007-10-02",31.620893
"190","2007-10-03",30.527733
"191","2007-10-04",30.172321
"192","2007-10-05",31.265482
"193","2007-10-08",31.572428
"194","2007-10-09",32.875607
"195","2007-10-10",31.663975
"196","2007-10-11",31.631664
"197","2007-10-12",32.897144
"198","2007-10-15",31.976305
"199","2007-10-16",31.868605
"200","2007-10-17",32.353256
"201","2007-10-18",32.466343
"202","2007-10-19",30.74852
"203","2007-10-22",31.378567
"204","2007-10-23",32.014
"205","2007-10-24",31.136242
"206","2007-10-25",31.88476
"207","2007-10-26",33.058697
"208","2007-10-29",32.886375
"209","2007-10-30",32.283253
"210","2007-10-31",33.338718
"211","2007-11-01",31.475498
"212","2007-11-02",31.766291
"213","2007-11-05",31.087776
"214","2007-11-06",31.367798
"215","2007-11-07",29.472267
"216","2007-11-08",29.369951
"217","2007-11-09",29.461496
"218","2007-11-12",30.1077
"219","2007-11-13",32.261711
"220","2007-11-14",31.73398
"221","2007-11-15",30.624664
"222","2007-11-16",31.120087
"223","2007-11-19",29.364567
"224","2007-11-20",29.8923
"225","2007-11-21",29.429188
"226","2007-11-23",30.829294
"227","2007-11-26",28.799139
"228","2007-11-27",29.079161
"229","2007-11-28",29.886915
"230","2007-11-29",30.113085
"231","2007-11-30",28.702208
"232","2007-12-03",28.702208
"233","2007-12-04",28.922995
"234","2007-12-05",30.775444
"235","2007-12-06",31.728594
"236","2007-12-07",32.358643
"237","2007-12-10",32.961765
"238","2007-12-11",31.73398
"239","2007-12-12",31.997847
"240","2007-12-13",31.970921
"241","2007-12-14",32.272484
"242","2007-12-17",31.610125
"243","2007-12-18",33.295639
"244","2007-12-19",33.548733
"245","2007-12-20",34.194939
"246","2007-12-21",35.255791
"247","2007-12-24",35.37426
"248","2007-12-26",37.221325
"249","2007-12-27",37.156704
"250","2007-12-28",37.339794
"251","2007-12-31",37.264404
"252","2008-01-02",36.009693
"253","2008-01-03",38.519115
"254","2008-01-04",37.964458
"255","2008-01-07",37.689823
"256","2008-01-08",34.647282
"257","2008-01-09",35.228863
"258","2008-01-10",35.417339
"259","2008-01-11",34.787292
"260","2008-01-14",34.340332
"261","2008-01-15",33.193321
"262","2008-01-16",33.193321
"263","2008-01-17",31.615509
"264","2008-01-18",31.001616
"265","2008-01-22",31.868605
"266","2008-01-23",32.466343
"267","2008-01-24",31.421648
"268","2008-01-25",29.773829
"269","2008-01-28",31.577814
"270","2008-01-29",32.337101
"271","2008-01-30",30.95315
"272","2008-01-31",31.857836
"273","2008-02-01",31.766291
"274","2008-02-04",31.760904
"275","2008-02-05",30.597738
"276","2008-02-06",30.813139
"277","2008-02-07",31.572428
"278","2008-02-08",31.620893
"279","2008-02-11",31.453959
"280","2008-02-12",31.841681
"281","2008-02-13",32.148628
"282","2008-02-14",31.685514
"283","2008-02-15",30.69467
"284","2008-02-19",30.85622
"285","2008-02-20",31.394722
"286","2008-02-21",31.222403
"287","2008-02-22",31.497038
"288","2008-02-25",31.86322
"289","2008-02-26",32.401722
"290","2008-02-27",31.523964
"291","2008-02-28",30.592354
"292","2008-02-29",30.166935
"293","2008-03-03",30.554659
"294","2008-03-04",31.330103
"295","2008-03-05",30.683899
"296","2008-03-06",29.402262
"297","2008-03-07",28.362951
"298","2008-03-10",26.785137
"299","2008-03-11",28.206785
"300","2008-03-12",28.357567
"301","2008-03-13",28.632202
"302","2008-03-14",28.739902
"303","2008-03-17",26.25202
"304","2008-03-18",28.519117
"305","2008-03-19",27.732903
"306","2008-03-20",28.37372
"307","2008-03-24",29.477652
"308","2008-03-25",29.321486
"309","2008-03-26",28.29833
"310","2008-03-27",27.355951
"311","2008-03-28",25.465805
"312","2008-03-31",27.119009
"313","2008-04-01",27.819063
"314","2008-04-02",26.521271
