"","date","ADS"
"1","2007-01-03",64.059998
"2","2007-01-04",64.599998
"3","2007-01-05",64.660004
"4","2007-01-08",64.540001
"5","2007-01-09",65.660004
"6","2007-01-10",65.830002
"7","2007-01-11",65.75
"8","2007-01-12",65.419998
"9","2007-01-16",65.389999
"10","2007-01-17",65.059998
"11","2007-01-18",63.860001
"12","2007-01-19",64.040001
"13","2007-01-22",64.639999
"14","2007-01-23",65.910004
"15","2007-01-24",66.739998
"16","2007-01-25",66.599998
"17","2007-01-26",66.949997
"18","2007-01-29",67.099998
"19","2007-01-30",67
"20","2007-01-31",67.93
"21","2007-02-01",66.199997
"22","2007-02-02",66.43
"23","2007-02-05",64.830002
"24","2007-02-06",65.580002
"25","2007-02-07",65.610001
"26","2007-02-08",64.589996
"27","2007-02-09",63.560001
"28","2007-02-12",62.669998
"29","2007-02-13",60.040001
"30","2007-02-14",61.23
"31","2007-02-15",63.02
"32","2007-02-16",62.82
"33","2007-02-20",63.290001
"34","2007-02-21",63.209999
"35","2007-02-22",63.5
"36","2007-02-23",62.950001
"37","2007-02-26",61.18
"38","2007-02-27",60.119999
"39","2007-02-28",59.700001
"40","2007-03-01",59.299999
"41","2007-03-02",58.650002
"42","2007-03-05",57.93
"43","2007-03-06",59
"44","2007-03-07",59.099998
"45","2007-03-08",58.990002
"46","2007-03-09",57.560001
"47","2007-03-12",58.07
"48","2007-03-13",57.139999
"49","2007-03-14",57.59
"50","2007-03-15",59.669998
"51","2007-03-16",59.84
"52","2007-03-19",61.029999
"53","2007-03-20",61.849998
"54","2007-03-21",62.900002
"55","2007-03-22",63.25
"56","2007-03-23",63.389999
"57","2007-03-26",62.599998
"58","2007-03-27",61.330002
"59","2007-03-28",61.470001
"60","2007-03-29",61.580002
"61","2007-03-30",61.619999
"62","2007-04-02",62.810001
"63","2007-04-03",64.019997
"64","2007-04-04",65.040001
"65","2007-04-05",65.629997
"66","2007-04-09",66.230003
"67","2007-04-10",65.949997
"68","2007-04-11",65
"69","2007-04-12",65.190002
"70","2007-04-13",65.540001
"71","2007-04-16",66.650002
"72","2007-04-17",65.690002
"73","2007-04-18",66.290001
"74","2007-04-19",63.91
"75","2007-04-20",63.959999
"76","2007-04-23",63.93
"77","2007-04-24",64.150002
"78","2007-04-25",64.510002
"79","2007-04-26",64.830002
"80","2007-04-27",64.269997
"81","2007-04-30",63.66
"82","2007-05-01",63.490002
"83","2007-05-02",63.75
"84","2007-05-03",64.379997
"85","2007-05-04",64.330002
"86","2007-05-07",63.75
"87","2007-05-08",62.490002
"88","2007-05-09",63.380001
"89","2007-05-10",62.849998
"90","2007-05-11",62.880001
"91","2007-05-14",63.529999
"92","2007-05-15",62.799999
"93","2007-05-16",62.959999
"94","2007-05-17",78.459999
"95","2007-05-18",78.330002
"96","2007-05-21",78
"97","2007-05-22",77.75
"98","2007-05-23",77.510002
"99","2007-05-24",77.550003
"100","2007-05-25",77.75
"101","2007-05-29",77.730003
"102","2007-05-30",77.809998
"103","2007-05-31",77.919998
"104","2007-06-01",77.809998
"105","2007-06-04",77.989998
"106","2007-06-05",78.010002
"107","2007-06-06",77.919998
"108","2007-06-07",77.790001
"109","2007-06-08",77.739998
"110","2007-06-11",77.639999
"111","2007-06-12",77.419998
"112","2007-06-13",77.349998
"113","2007-06-14",77.300003
"114","2007-06-15",77.300003
"115","2007-06-18",77.57
"116","2007-06-19",77.849998
"117","2007-06-20",77.699997
"118","2007-06-21",77.660004
"119","2007-06-22",77.559998
"120","2007-06-25",77.139999
"121","2007-06-26",77.18
"122","2007-06-27",77.010002
"123","2007-06-28",77.199997
"124","2007-06-29",77.279999
"125","2007-07-02",77.400002
"126","2007-07-03",77.389999
"127","2007-07-05",77.900002
"128","2007-07-06",78.160004
"129","2007-07-09",78.169998
"130","2007-07-10",77.900002
"131","2007-07-11",77.610001
"132","2007-07-12",77.389999
"133","2007-07-13",77.349998
"134","2007-07-16",77.540001
"135","2007-07-17",77.470001
"136","2007-07-18",77.349998
"137","2007-07-19",77.660004
"138","2007-07-20",77.690002
"139","2007-07-23",77.580002
"140","2007-07-24",76.849998
"141","2007-07-25",76.160004
"142","2007-07-26",74.870003
"143","2007-07-27",75.330002
"144","2007-07-30",76.220001
"145","2007-07-31",76.800003
"146","2007-08-01",76.5
"147","2007-08-02",77.110001
"148","2007-08-03",77.25
"149","2007-08-06",76.449997
"150","2007-08-07",76.040001
"151","2007-08-08",76.110001
"152","2007-08-09",75.699997
"153","2007-08-10",74.379997
"154","2007-08-13",74.480003
"155","2007-08-14",73.949997
"156","2007-08-15",73.220001
"157","2007-08-16",71.699997
"158","2007-08-17",72.900002
"159","2007-08-20",74.139999
"160","2007-08-21",76.110001
"161","2007-08-22",77.379997
"162","2007-08-23",77.010002
"163","2007-08-24",77.150002
"164","2007-08-27",76.720001
"165","2007-08-28",75.599998
"166","2007-08-29",75.709999
"167","2007-08-30",75.949997
"168","2007-08-31",78.449997
"169","2007-09-04",78.510002
"170","2007-09-05",78.589996
"171","2007-09-06",78.75
"172","2007-09-07",78.800003
"173","2007-09-10",78.82
"174","2007-09-11",79.239998
"175","2007-09-12",79.040001
"176","2007-09-13",78.5
