"","date","SA"
"171","2007-09-06",28.290001
"172","2007-09-07",29.370001
"173","2007-09-10",30.690001
"174","2007-09-11",30.780001
"175","2007-09-12",31.280001
"176","2007-09-13",30.25
"177","2007-09-14",29.35
"178","2007-09-17",29.83
"179","2007-09-18",29.610001
"180","2007-09-19",28.93
"181","2007-09-20",31.190001
"182","2007-09-21",30.6
"183","2007-09-24",30.360001
"184","2007-09-25",29.969999
"185","2007-09-26",28.9
"186","2007-09-27",29.75
"187","2007-09-28",30.18
"188","2007-10-01",30
"189","2007-10-02",29.35
"190","2007-10-03",29.139999
"191","2007-10-04",29.809999
"192","2007-10-05",30.049999
"193","2007-10-08",30.1
"194","2007-10-09",30.15
"195","2007-10-10",31.1
"196","2007-10-11",32.639999
"197","2007-10-12",35.09
"198","2007-10-15",38.720001
"199","2007-10-16",37.630001
"200","2007-10-17",37.310001
"201","2007-10-18",38.099998
"202","2007-10-19",37.18
"203","2007-10-22",35.5
"204","2007-10-23",36.200001
"205","2007-10-24",36.200001
"206","2007-10-25",36.810001
"207","2007-10-26",36.880001
"208","2007-10-29",36.779999
"209","2007-10-30",35
"210","2007-10-31",36.099998
"211","2007-11-01",34.279999
"212","2007-11-02",36.310001
"213","2007-11-05",36.529999
"214","2007-11-06",36.84
"215","2007-11-07",35.700001
"216","2007-11-08",34.349998
"217","2007-11-09",33.240002
"218","2007-11-12",29.719999
"219","2007-11-13",29.870001
"220","2007-11-14",31
"221","2007-11-15",30.110001
"222","2007-11-16",29.959999
"223","2007-11-19",29.030001
"224","2007-11-20",29.48
"225","2007-11-21",28.91
"226","2007-11-23",31.129999
"227","2007-11-26",27.17
"228","2007-11-27",24.85
"229","2007-11-28",25.790001
"230","2007-11-29",26.4
"231","2007-11-30",25.33
"232","2007-12-03",26.309999
"233","2007-12-04",26.09
"234","2007-12-05",26.059999
"235","2007-12-06",26.65
"236","2007-12-07",27.08
"237","2007-12-10",29.440001
"238","2007-12-11",28.5
"239","2007-12-12",28.25
"240","2007-12-13",27.9
"241","2007-12-14",27.5
"242","2007-12-17",26.200001
"243","2007-12-18",26.73
"244","2007-12-19",27.139999
"245","2007-12-20",27.700001
"246","2007-12-21",29.940001
"247","2007-12-24",29.370001
"248","2007-12-26",30.09
"249","2007-12-27",30.209999
"250","2007-12-28",30.24
"251","2007-12-31",29.440001
"252","2008-01-02",31.280001
"253","2008-01-03",33
"254","2008-01-04",31.75
"255","2008-01-07",30.950001
"256","2008-01-08",29.4
"257","2008-01-09",27.4
"258","2008-01-10",27.309999
"259","2008-01-11",27.85
"260","2008-01-14",26.91
"261","2008-01-15",25.92
"262","2008-01-16",24.4
"263","2008-01-17",23.860001
"264","2008-01-18",21.75
"265","2008-01-22",21.85
"266","2008-01-23",20.99
"267","2008-01-24",22.440001
"268","2008-01-25",24.790001
"269","2008-01-28",26.84
"270","2008-01-29",24.77
"271","2008-01-30",25.290001
"272","2008-01-31",24.950001
"273","2008-02-01",24
"274","2008-02-04",23.120001
"275","2008-02-05",23.25
"276","2008-02-06",22.35
"277","2008-02-07",23
"278","2008-02-08",23.9
"279","2008-02-11",24.870001
"280","2008-02-12",24.370001
"281","2008-02-13",24.690001
"282","2008-02-14",25.799999
"283","2008-02-15",26.1
"284","2008-02-19",27.59
"285","2008-02-20",28.690001
"286","2008-02-21",28.299999
"287","2008-02-22",29.27
"288","2008-02-25",28.6
"289","2008-02-26",28.07
"290","2008-02-27",27.049999
"291","2008-02-28",27.620001
"292","2008-02-29",27.18
"293","2008-03-03",25.700001
"294","2008-03-04",24.5
"295","2008-03-05",25.75
"296","2008-03-06",24.799999
"297","2008-03-07",24.16
"298","2008-03-10",22.5
"299","2008-03-11",22.92
"300","2008-03-12",24.120001
"301","2008-03-13",25.360001
"302","2008-03-14",24.610001
"303","2008-03-17",24.360001
"304","2008-03-18",23.799999
"305","2008-03-19",24.27
"306","2008-03-20",24.700001
"307","2008-03-24",24.75
"308","2008-03-25",24.870001
"309","2008-03-26",24.68
"310","2008-03-27",24.41
"311","2008-03-28",24.450001
"312","2008-03-31",24
"313","2008-04-01",23.42
"314","2008-04-02",23.120001
"315","2008-04-03",22.66
"316","2008-04-04",22.15
"317","2008-04-07",22.75
"318","2008-04-08",22.65
"319","2008-04-09",22.83
"320","2008-04-10",22.85
"321","2008-04-11",22.25
"322","2008-04-14",22.07
"323","2008-04-15",21.120001
"324","2008-04-16",21.219999
"325","2008-04-17",20.450001
"326","2008-04-18",20.549999
"327","2008-04-21",21.700001
"328","2008-04-22",22.049999
"329","2008-04-23",21.049999
"330","2008-04-24",20.15
"331","2008-04-25",21.27
"332","2008-04-28",21.200001
"333","2008-04-29",20.110001
"334","2008-04-30",20.5
"335","2008-05-01",20.969999
"336","2008-05-02",20.879999
"337","2008-05-05",21.25
"338","2008-05-06",21.5
"339","2008-05-07",20.809999
"340","2008-05-08",21.83
"341","2008-05-09",21.549999
"342","2008-05-12",21.73
"343","2008-05-13",21.98
"344","2008-05-14",22.27
"345","2008-05-15",22.42
"346","2008-05-16",23.049999
"347","2008-05-19",24.110001
"348","2008-05-20",24.700001
"349","2008-05-21",23.9
"350","2008-05-22",23.629999
"351","2008-05-23",23.16
"352","2008-05-27",23.360001
"353","2008-05-28",23.700001
"354","2008-05-29",23.01
"355","2008-05-30",23.110001
"356","2008-06-02",22.690001
"357","2008-06-03",22.25
"358","2008-06-04",21.9
"359","2008-06-05",21.98
"360","2008-06-06",23.43
"361","2008-06-09",22.780001
"362","2008-06-10",22
"363","2008-06-11",21.540001
"364","2008-06-12",20.790001
"365","2008-06-13",20.15
"366","2008-06-16",21.1
"367","2008-06-17",21.190001
"368","2008-06-18",20.959999
"369","2008-06-19",20.67
"370","2008-06-20",21.15
"371","2008-06-23",21.120001
"372","2008-06-24",21.58
"373","2008-06-25",21.209999
"374","2008-06-26",21.469999
"375","2008-06-27",22.139999
"376","2008-06-30",22
"377","2008-07-01",22.4
"378","2008-07-02",22.43
"379","2008-07-03",22.299999
"380","2008-07-07",20.76
"381","2008-07-08",20.370001
"382","2008-07-09",20
"383","2008-07-10",19.32
"384","2008-07-11",21.08
"385","2008-07-14",22.6
"386","2008-07-15",21.15
"387","2008-07-16",21.700001
"388","2008-07-17",21.450001
"389","2008-07-18",21.139999
"390","2008-07-21",21.459999
"391","2008-07-22",20.41
"392","2008-07-23",19.799999
"393","2008-07-24",19.219999
"394","2008-07-25",19.85
"395","2008-07-28",20.08
"396","2008-07-29",20.02
"397","2008-07-30",19.99
"398","2008-07-31",19.860001
"399","2008-08-01",19.870001
"400","2008-08-04",18.82
"401","2008-08-05",17.34
"402","2008-08-06",17.690001
"403","2008-08-07",17.370001
"404","2008-08-08",16.9
"405","2008-08-11",14.74
"406","2008-08-12",15.12
"407","2008-08-13",16.5
"408","2008-08-14",15.79
"409","2008-08-15",15.1
"410","2008-08-18",15.25
"411","2008-08-19",15.54
"412","2008-08-20",15.12
"413","2008-08-21",15.52
"414","2008-08-22",15.02
"415","2008-08-25",14.64
"416","2008-08-26",15.46
"417","2008-08-27",15.43
"418","2008-08-28",15.54
"419","2008-08-29",15.27
"420","2008-09-02",13.52
"421","2008-09-03",13.03
"422","2008-09-04",13.05
"423","2008-09-05",13.45
"424","2008-09-08",13.25
"425","2008-09-09",13.15
"426","2008-09-10",12.93
"427","2008-09-11",12.7
"428","2008-09-12",13.92
"429","2008-09-15",14.35
"430","2008-09-16",13.96
"431","2008-09-17",15.43
"432","2008-09-18",17.51
"433","2008-09-19",16.26
"434","2008-09-22",17.950001
"435","2008-09-23",17.35
"436","2008-09-24",17.65
"437","2008-09-25",18.6
"438","2008-09-26",19.15
"439","2008-09-29",17.280001
"440","2008-09-30",17.01
"441","2008-10-01",17.049999
"442","2008-10-02",14.99
"443","2008-10-03",15.3
"444","2008-10-06",14.2
"445","2008-10-07",14.81
"446","2008-10-08",15.11
"447","2008-10-09",14.35
"448","2008-10-10",11.15
"449","2008-10-13",10.18
"450","2008-10-14",10.55
"451","2008-10-15",9.52
"452","2008-10-16",7.03
"453","2008-10-17",7.07
"454","2008-10-20",9.63
"455","2008-10-21",10.25
"456","2008-10-22",9.1
"457","2008-10-23",8.55
"458","2008-10-24",8.09
"459","2008-10-27",7.23
"460","2008-10-28",7.97
"461","2008-10-29",9.59
"462","2008-10-30",9.75
"463","2008-10-31",9.78
"464","2008-11-03",9.79
"465","2008-11-04",10.88
"466","2008-11-05",10.59
"467","2008-11-06",10.2
"468","2008-11-07",10.75
"469","2008-11-10",11.15
"470","2008-11-11",10.4
"471","2008-11-12",9.12
"472","2008-11-13",9.5
"473","2008-11-14",9.7
"474","2008-11-17",9.17
"475","2008-11-18",8.8
"476","2008-11-19",8.4
"477","2008-11-20",7.61
"478","2008-11-21",8.9
"479","2008-11-24",10.31
"480","2008-11-25",10.5
"481","2008-11-26",11.2
"482","2008-11-28",11.01
"483","2008-12-01",9.96
"484","2008-12-02",9.75
"485","2008-12-03",9.31
"486","2008-12-04",9.07
"487","2008-12-05",8.68
"488","2008-12-08",9.23
"489","2008-12-09",8.82
"490","2008-12-10",9.68
"491","2008-12-11",10.28
"492","2008-12-12",10.4
"493","2008-12-15",10.77
"494","2008-12-16",12.18
"495","2008-12-17",12.8
"496","2008-12-18",12.65
"497","2008-12-19",15.15
"498","2008-12-22",14.42
"499","2008-12-23",13.89
"500","2008-12-24",13.35
"501","2008-12-26",13.08
"502","2008-12-29",13.39
"503","2008-12-30",12.67
"504","2008-12-31",13.08
"505","2009-01-02",13.01
"506","2009-01-05",12.35
"507","2009-01-06",13.35
"508","2009-01-07",12.59
"509","2009-01-08",14.22
"510","2009-01-09",13.94
"511","2009-01-12",12.92
"512","2009-01-13",13.12
"513","2009-01-14",12.5
"514","2009-01-15",12.45
"515","2009-01-16",12.84
"516","2009-01-20",12.95
"517","2009-01-21",13.05
"518","2009-01-22",13.25
"519","2009-01-23",14.53
"520","2009-01-26",14.05
"521","2009-01-27",13.82
"522","2009-01-28",13.22
"523","2009-01-29",13.75
"524","2009-01-30",13.67
"525","2009-02-02",12.95
"526","2009-02-03",13
"527","2009-02-04",13.6
"528","2009-02-05",13.9
"529","2009-02-06",14.33
"530","2009-02-09",13.74
"531","2009-02-10",13.7
"532","2009-02-11",15.51
"533","2009-02-12",15.31
"534","2009-02-13",16.35
"535","2009-02-17",17.540001
"536","2009-02-18",18.200001
"537","2009-02-19",17.110001
"538","2009-02-20",18.67
"539","2009-02-23",18.620001
"540","2009-02-24",16.780001
"541","2009-02-25",16.84
"542","2009-02-26",17.299999
"543","2009-02-27",16.93
"544","2009-03-02",16.030001
"545","2009-03-03",17.15
"546","2009-03-04",17
"547","2009-03-05",18.709999
"548","2009-03-06",17.75
"549","2009-03-09",17.23
"550","2009-03-10",16.889999
"551","2009-03-11",17.690001
"552","2009-03-12",18.73
"553","2009-03-13",19.540001
"554","2009-03-16",19.25
"555","2009-03-17",19.049999
"556","2009-03-18",21.25
"557","2009-03-19",22.93
"558","2009-03-20",22.98
"559","2009-03-23",22.75
"560","2009-03-24",23.24
"561","2009-03-25",23.530001
"562","2009-03-26",23.15
"563","2009-03-27",22.35
"564","2009-03-30",22.58
"565","2009-03-31",22.65
"566","2009-04-01",23.799999
"567","2009-04-02",22.75
"568","2009-04-03",21.33
"569","2009-04-06",20
"570","2009-04-07",20.530001
"571","2009-04-08",21.059999
"572","2009-04-09",21.190001
"573","2009-04-13",21.549999
"574","2009-04-14",21.35
"575","2009-04-15",21.389999
"576","2009-04-16",19.799999
"577","2009-04-17",19.059999
"578","2009-04-20",19.82
"579","2009-04-21",19.040001
"580","2009-04-22",19.49
"581","2009-04-23",19.43
"582","2009-04-24",20.030001
"583","2009-04-27",19.43
"584","2009-04-28",19.83
"585","2009-04-29",20.84
"586","2009-04-30",19.799999
"587","2009-05-01",20.049999
"588","2009-05-04",20.799999
"589","2009-05-05",21.93
"590","2009-05-06",23.540001
"591","2009-05-07",22.6
"592","2009-05-08",23.74
"593","2009-05-11",23.879999
"594","2009-05-12",25.370001
"595","2009-05-13",25.24
"596","2009-05-14",24.98
"597","2009-05-15",24.52
"598","2009-05-18",24.950001
"599","2009-05-19",26.540001
"600","2009-05-20",28.450001
"601","2009-05-21",29.35
"602","2009-05-22",28.719999
"603","2009-05-26",28.57
"604","2009-05-27",28.1
"605","2009-05-28",29.790001
"606","2009-05-29",29.120001
"607","2009-06-01",28.42
"608","2009-06-02",29.99
"609","2009-06-03",28.25
"610","2009-06-04",28.950001
"611","2009-06-05",28.01
"612","2009-06-08",28.43
"613","2009-06-09",28.549999
"614","2009-06-10",28.35
"615","2009-06-11",28.34
"616","2009-06-12",26.870001
"617","2009-06-15",25.459999
"618","2009-06-16",25.65
"619","2009-06-17",24.950001
"620","2009-06-18",24
"621","2009-06-19",24.16
"622","2009-06-22",22.559999
"623","2009-06-23",23.82
"624","2009-06-24",25
"625","2009-06-25",26.01
"626","2009-06-26",25.610001
"627","2009-06-29",25.68
"628","2009-06-30",25.940001
"629","2009-07-01",27.870001
"630","2009-07-02",27.92
"631","2009-07-06",26.52
"632","2009-07-07",25.610001
"633","2009-07-08",26.200001
"634","2009-07-09",27.08
"635","2009-07-10",26.9
"636","2009-07-13",27.049999
"637","2009-07-14",27.620001
"638","2009-07-15",28.85
"639","2009-07-16",28.549999
"640","2009-07-17",28.549999
"641","2009-07-20",29.530001
"642","2009-07-21",29.299999
"643","2009-07-22",29.299999
"644","2009-07-23",29.809999
"645","2009-07-24",29.950001
"646","2009-07-27",29.75
"647","2009-07-28",28.790001
"648","2009-07-29",27.469999
"649","2009-07-30",28.780001
"650","2009-07-31",29.75
"651","2009-08-03",30.190001
"652","2009-08-04",31.4
"653","2009-08-05",31.02
"654","2009-08-06",30.370001
"655","2009-08-07",30.02
"656","2009-08-10",29.459999
"657","2009-08-11",29.4
"658","2009-08-12",29.4
"659","2009-08-13",30.040001
"660","2009-08-14",28.48
"661","2009-08-17",27.700001
"662","2009-08-18",27.870001
"663","2009-08-19",28.049999
"664","2009-08-20",27.870001
"665","2009-08-21",28.450001
"666","2009-08-24",27.379999
"667","2009-08-25",27.9
"668","2009-08-26",27.75
"669","2009-08-27",28.4
"670","2009-08-28",28.950001
"671","2009-08-31",28.030001
"672","2009-09-01",27.24
"673","2009-09-02",30.41
"674","2009-09-03",30.42
"675","2009-09-04",30.1
"676","2009-09-08",30.32
"677","2009-09-09",29.700001
"678","2009-09-10",31.99
"679","2009-09-11",31.4
"680","2009-09-14",30.719999
"681","2009-09-15",32
"682","2009-09-16",31.139999
"683","2009-09-17",28.91
"684","2009-09-18",30.17
"685","2009-09-21",28.440001
"686","2009-09-22",29.299999
"687","2009-09-23",28.379999
"688","2009-09-24",27.540001
"689","2009-09-25",26.5
"690","2009-09-28",26.870001
"691","2009-09-29",27.17
"692","2009-09-30",28.6
"693","2009-10-01",26.5
"694","2009-10-02",26.42
"695","2009-10-05",27.459999
"696","2009-10-06",28.73
"697","2009-10-07",28.219999
"698","2009-10-08",28.33
"699","2009-10-09",27.530001
"700","2009-10-12",26.9
"701","2009-10-13",27.33
"702","2009-10-14",26.52
"703","2009-10-15",25.77
"704","2009-10-16",26.35
"705","2009-10-19",26.049999
"706","2009-10-20",25.389999
"707","2009-10-21",25.26
"708","2009-10-22",24.73
"709","2009-10-23",24.950001
"710","2009-10-26",22.389999
"711","2009-10-27",21.889999
"712","2009-10-28",19.540001
"713","2009-10-29",20.67
"714","2009-10-30",20.08
"715","2009-11-02",20.43
"716","2009-11-03",23.459999
"717","2009-11-04",24.780001
"718","2009-11-05",25.26
"719","2009-11-06",25.6
"720","2009-11-09",25.549999
"721","2009-11-10",24.51
"722","2009-11-11",24.91
"723","2009-11-12",23.34
"724","2009-11-13",24.48
"725","2009-11-16",24.809999
"726","2009-11-17",24.799999
"727","2009-11-18",25.49
"728","2009-11-19",25.27
"729","2009-11-20",25.110001
"730","2009-11-23",25.85
"731","2009-11-24",25.530001
"732","2009-11-25",27.290001
"733","2009-11-27",25.5
"734","2009-11-30",25.209999
"735","2009-12-01",27.389999
"736","2009-12-02",28.24
"737","2009-12-03",27.15
"738","2009-12-04",26.73
"739","2009-12-07",26.690001
"740","2009-12-08",25.16
"741","2009-12-09",25.43
"742","2009-12-10",24.67
"743","2009-12-11",24.309999
"744","2009-12-14",25.25
"745","2009-12-15",24.360001
"746","2009-12-16",24.450001
"747","2009-12-17",22.16
"748","2009-12-18",22.959999
"749","2009-12-21",23.200001
"750","2009-12-22",23.25
"751","2009-12-23",24
"752","2009-12-24",24.280001
"753","2009-12-28",23.950001
"754","2009-12-29",23.389999
"755","2009-12-30",23.67
"756","2009-12-31",24.27
"757","2010-01-04",25.309999
"758","2010-01-05",24.77
"759","2010-01-06",25.25
"760","2010-01-07",24.799999
"761","2010-01-08",25.93
"762","2010-01-11",26.889999
"763","2010-01-12",25.860001
"764","2010-01-13",26.700001
"765","2010-01-14",26.59
"766","2010-01-15",26
"767","2010-01-19",26
"768","2010-01-20",26.379999
"769","2010-01-21",26.91
"770","2010-01-22",29.43
"771","2010-01-25",27.379999
"772","2010-01-26",27.040001
"773","2010-01-27",25.67
"774","2010-01-28",24.66
"775","2010-01-29",24.07
"776","2010-02-01",25.98
"777","2010-02-02",25.709999
"778","2010-02-03",25.83
"779","2010-02-04",23.860001
"780","2010-02-05",24.51
"781","2010-02-08",24.290001
"782","2010-02-09",25.16
"783","2010-02-10",24.6
"784","2010-02-11",25.639999
"785","2010-02-12",24.82
"786","2010-02-16",25.35
"787","2010-02-17",24.6
"788","2010-02-18",24.66
"789","2010-02-19",23.540001
"790","2010-02-22",23.030001
"791","2010-02-23",22.17
"792","2010-02-24",22.25
"793","2010-02-25",22.940001
"794","2010-02-26",24.35
"795","2010-03-01",23.68
"796","2010-03-02",23.450001
"797","2010-03-03",22.74
"798","2010-03-04",22.469999
"799","2010-03-05",22.92
"800","2010-03-08",22.4
"801","2010-03-09",22.219999
"802","2010-03-10",21.26
"803","2010-03-11",22.200001
"804","2010-03-12",21.75
"805","2010-03-15",21.85
"806","2010-03-16",22.33
"807","2010-03-17",22.209999
"808","2010-03-18",22.51
"809","2010-03-19",21.969999
"810","2010-03-22",21.370001
"811","2010-03-23",21.629999
"812","2010-03-24",22.040001
"813","2010-03-25",23.1
"814","2010-03-26",24.280001
"815","2010-03-29",24.459999
"816","2010-03-30",24.93
"817","2010-03-31",24.360001
"818","2010-04-01",25.25
"819","2010-04-05",25.82
"820","2010-04-06",25.940001
"821","2010-04-07",27.450001
"822","2010-04-08",28.08
"823","2010-04-09",29.040001
"824","2010-04-12",28.200001
"825","2010-04-13",27.290001
"826","2010-04-14",28.57
"827","2010-04-15",28.51
"828","2010-04-16",28
"829","2010-04-19",27.780001
"830","2010-04-20",28.280001
"831","2010-04-21",28.25
"832","2010-04-22",28.219999
"833","2010-04-23",28.98
"834","2010-04-26",29.040001
"835","2010-04-27",29.57
"836","2010-04-28",31.690001
"837","2010-04-29",33.060001
"838","2010-04-30",33.939999
"839","2010-05-03",33.34
"840","2010-05-04",31.450001
"841","2010-05-05",30.75
"842","2010-05-06",31.75
"843","2010-05-07",30.75
"844","2010-05-10",32.450001
"845","2010-05-11",35.650002
"846","2010-05-12",36.369999
"847","2010-05-13",35.599998
"848","2010-05-14",35.540001
"849","2010-05-17",33.560001
"850","2010-05-18",32.41
"851","2010-05-19",31.290001
"852","2010-05-20",29.49
"853","2010-05-21",30.18
"854","2010-05-24",31.77
"855","2010-05-25",35.419998
"856","2010-05-26",34.41
"857","2010-05-27",35.139999
"858","2010-05-28",34.610001
"859","2010-06-01",32
"860","2010-06-02",32.66
"861","2010-06-03",32.080002
"862","2010-06-04",31.629999
"863","2010-06-07",31.299999
"864","2010-06-08",32.450001
"865","2010-06-09",32
"866","2010-06-10",32
"867","2010-06-11",32.849998
"868","2010-06-14",32
"869","2010-06-15",32.66
"870","2010-06-16",32.810001
"871","2010-06-17",33.27
"872","2010-06-18",35
"873","2010-06-21",33.959999
"874","2010-06-22",34.09
"875","2010-06-23",34.34
"876","2010-06-24",34.439999
"877","2010-06-25",34.799999
"878","2010-06-28",33.279999
"879","2010-06-29",31.790001
"880","2010-06-30",30.950001
"881","2010-07-01",28.58
"882","2010-07-02",28.84
"883","2010-07-06",28.07
"884","2010-07-07",28.65
"885","2010-07-08",27.92
"886","2010-07-09",29.24
"887","2010-07-12",28.4
"888","2010-07-13",28.799999
"889","2010-07-14",28.610001
"890","2010-07-15",28.450001
"891","2010-07-16",27.200001
"892","2010-07-19",25.27
"893","2010-07-20",25.93
"894","2010-07-21",25.52
"895","2010-07-22",26.18
"896","2010-07-23",26.66
"897","2010-07-26",25.91
"898","2010-07-27",24.65
"899","2010-07-28",25.620001
"900","2010-07-29",26.049999
"901","2010-07-30",25.620001
"902","2010-08-02",24.65
"903","2010-08-03",25.27
"904","2010-08-04",25.74
"905","2010-08-05",25.450001
"906","2010-08-06",25.719999
"907","2010-08-09",25.6
"908","2010-08-10",25.49
"909","2010-08-11",24.98
"910","2010-08-12",25.4
"911","2010-08-13",25.299999
"912","2010-08-16",28
"913","2010-08-17",29.02
"914","2010-08-18",29.09
"915","2010-08-19",28.639999
"916","2010-08-20",28.360001
"917","2010-08-23",28.129999
"918","2010-08-24",27.84
"919","2010-08-25",29.15
"920","2010-08-26",29.02
"921","2010-08-27",30.35
"922","2010-08-30",29.92
"923","2010-08-31",30.040001
"924","2010-09-01",29.1
"925","2010-09-02",29.540001
"926","2010-09-03",29.360001
"927","2010-09-07",30.139999
"928","2010-09-08",30.25
"929","2010-09-09",28.719999
"930","2010-09-10",28.5
"931","2010-09-13",28.27
"932","2010-09-14",29.23
"933","2010-09-15",29.870001
"934","2010-09-16",30.27
"935","2010-09-17",30.1
"936","2010-09-20",29.93
"937","2010-09-21",30.17
"938","2010-09-22",30.6
"939","2010-09-23",29.969999
"940","2010-09-24",29.450001
"941","2010-09-27",28.540001
"942","2010-09-28",29.49
"943","2010-09-29",29.059999
"944","2010-09-30",28.68
"945","2010-10-01",28.92
"946","2010-10-04",28.030001
"947","2010-10-05",29.190001
"948","2010-10-06",29.559999
"949","2010-10-07",29.950001
"950","2010-10-08",30.059999
"951","2010-10-11",29.559999
"952","2010-10-12",29.709999
"953","2010-10-13",30.32
"954","2010-10-14",30.5
"955","2010-10-15",29.799999
"956","2010-10-18",29.059999
"957","2010-10-19",27.790001
"958","2010-10-20",28.1
"959","2010-10-21",25.950001
"960","2010-10-22",26.6
"961","2010-10-25",26.799999
"962","2010-10-26",26.120001
"963","2010-10-27",25.6
"964","2010-10-28",26.92
"965","2010-10-29",27.33
"966","2010-11-01",27.24
"967","2010-11-02",27.18
"968","2010-11-03",28.15
"969","2010-11-04",30.139999
"970","2010-11-05",30.02
"971","2010-11-08",30.639999
"972","2010-11-09",28.780001
"973","2010-11-10",29.639999
"974","2010-11-11",29.440001
"975","2010-11-12",28.42
"976","2010-11-15",29.190001
