"","date","CBL"
"1","2007-01-03",42.919998
"2","2007-01-04",43
"3","2007-01-05",42.299999
"4","2007-01-08",42.509998
"5","2007-01-09",42.93
"6","2007-01-10",44.049999
"7","2007-01-11",44.459999
"8","2007-01-12",44.52
"9","2007-01-16",45.169998
"10","2007-01-17",45.080002
"11","2007-01-18",45.290001
"12","2007-01-19",45.529999
"13","2007-01-22",45.540001
"14","2007-01-23",45.389999
"15","2007-01-24",45.82
"16","2007-01-25",46.240002
"17","2007-01-26",46.41
"18","2007-01-29",46.84
"19","2007-01-30",46.889999
"20","2007-01-31",46.93
"21","2007-02-01",47.23
"22","2007-02-02",47.610001
"23","2007-02-05",48.040001
"24","2007-02-06",49.07
"25","2007-02-07",49.880001
"26","2007-02-08",49.98
"27","2007-02-09",48.25
"28","2007-02-12",47.66
"29","2007-02-13",48.639999
"30","2007-02-14",48.689999
"31","2007-02-15",49.450001
"32","2007-02-16",48.93
"33","2007-02-20",49.259998
"34","2007-02-21",48.939999
"35","2007-02-22",48.580002
"36","2007-02-23",48.009998
"37","2007-02-26",47.619999
"38","2007-02-27",46.59
"39","2007-02-28",47.099998
"40","2007-03-01",46.400002
"41","2007-03-02",45.400002
"42","2007-03-05",43.610001
"43","2007-03-06",44.639999
"44","2007-03-07",44.049999
"45","2007-03-08",44.77
"46","2007-03-09",45.27
"47","2007-03-12",45.939999
"48","2007-03-13",44.900002
"49","2007-03-14",44.950001
"50","2007-03-15",45.610001
"51","2007-03-16",45.580002
"52","2007-03-19",46.150002
"53","2007-03-20",46.150002
"54","2007-03-21",46.810001
"55","2007-03-22",46.950001
"56","2007-03-23",46.990002
"57","2007-03-26",46.459999
"58","2007-03-27",45.810001
"59","2007-03-28",44.799999
"60","2007-03-29",44.689999
"61","2007-03-30",44.84
"62","2007-04-02",45.080002
"63","2007-04-03",45.830002
"64","2007-04-04",45.650002
"65","2007-04-05",45.759998
"66","2007-04-09",45.84
"67","2007-04-10",45.880001
"68","2007-04-11",46.009998
"69","2007-04-12",45.970001
"70","2007-04-13",46.799999
"71","2007-04-16",46.900002
"72","2007-04-17",47.77
"73","2007-04-18",47.450001
"74","2007-04-19",46.830002
"75","2007-04-20",46.419998
"76","2007-04-23",47.5
"77","2007-04-24",47.220001
"78","2007-04-25",46.950001
"79","2007-04-26",46.57
"80","2007-04-27",46.25
"81","2007-04-30",45.450001
"82","2007-05-01",45.139999
"83","2007-05-02",45.279999
"84","2007-05-03",43.540001
"85","2007-05-04",42.52
"86","2007-05-07",42.169998
"87","2007-05-08",41.470001
"88","2007-05-09",41.5
"89","2007-05-10",40.939999
"90","2007-05-11",41.25
"91","2007-05-14",41.130001
"92","2007-05-15",41.09
"93","2007-05-16",41.060001
"94","2007-05-17",40.169998
"95","2007-05-18",39.389999
"96","2007-05-21",39.630001
"97","2007-05-22",39.66
"98","2007-05-23",39.439999
"99","2007-05-24",38.110001
"100","2007-05-25",38.349998
"101","2007-05-29",39.779999
"102","2007-05-30",41.139999
"103","2007-05-31",41.040001
"104","2007-06-01",41.119999
"105","2007-06-04",41.41
"106","2007-06-05",40.639999
"107","2007-06-06",40.900002
"108","2007-06-07",39.82
"109","2007-06-08",40.389999
"110","2007-06-11",39.740002
"111","2007-06-12",39.490002
"112","2007-06-13",40.279999
"113","2007-06-14",39.540001
"114","2007-06-15",39.470001
"115","2007-06-18",38.470001
"116","2007-06-19",38.599998
"117","2007-06-20",37.27
"118","2007-06-21",37.040001
"119","2007-06-22",36.799999
"120","2007-06-25",36.59
"121","2007-06-26",37
"122","2007-06-27",37.310001
"123","2007-06-28",36.700001
"124","2007-06-29",36.049999
"125","2007-07-02",37.07
"126","2007-07-03",37.02
"127","2007-07-05",37.259998
"128","2007-07-06",36.959999
"129","2007-07-09",36.450001
"130","2007-07-10",35.470001
"131","2007-07-11",35.169998
"132","2007-07-12",35.75
"133","2007-07-13",36.130001
"134","2007-07-16",35.950001
"135","2007-07-17",35.279999
"136","2007-07-18",35.43
"137","2007-07-19",35.389999
"138","2007-07-20",34.419998
"139","2007-07-23",34.130001
"140","2007-07-24",33.580002
"141","2007-07-25",33.41
"142","2007-07-26",32.48
"143","2007-07-27",31.48
"144","2007-07-30",31.74
"145","2007-07-31",31.889999
"146","2007-08-01",31.9
"147","2007-08-02",31.639999
"148","2007-08-03",30.01
