"","date","CYCC"
"104","2007-06-01",14733.599609
"105","2007-06-04",14952
"106","2007-06-05",14061.599609
"107","2007-06-06",14145.599609
"108","2007-06-07",14044.799805
"109","2007-06-08",14044.799805
"110","2007-06-11",13944
"111","2007-06-12",13389.599609
"112","2007-06-13",13104
"113","2007-06-14",13036.799805
"114","2007-06-15",12768
"115","2007-06-18",12482.400391
"116","2007-06-19",12432
"117","2007-06-20",12247.200195
"118","2007-06-21",12079.200195
"119","2007-06-22",11524.799805
"120","2007-06-25",11608.799805
"121","2007-06-26",11474.400391
"122","2007-06-27",11440.799805
"123","2007-06-28",11306.400391
"124","2007-06-29",10920
"125","2007-07-02",10836
"126","2007-07-03",10920
"127","2007-07-05",10819.200195
"128","2007-07-06",10785.599609
"129","2007-07-09",10701.599609
"130","2007-07-10",10298.400391
"131","2007-07-11",10180.799805
"132","2007-07-12",9727.200195
"133","2007-07-13",9912
"134","2007-07-16",10147.200195
"135","2007-07-17",9945.599609
"136","2007-07-18",10080
"137","2007-07-19",10130.400391
"138","2007-07-20",10046.400391
"139","2007-07-23",9962.400391
"140","2007-07-24",9626.400391
"141","2007-07-25",9643.200195
"142","2007-07-26",9592.799805
"143","2007-07-27",9240
"144","2007-07-30",8887.200195
"145","2007-07-31",9240
"146","2007-08-01",9038.400391
"147","2007-08-02",9189.599609
"148","2007-08-03",9088.799805
"149","2007-08-06",9172.799805
"150","2007-08-07",9307.200195
"151","2007-08-08",9206.400391
"152","2007-08-09",8904
"153","2007-08-10",8685.599609
"154","2007-08-13",8971.200195
"155","2007-08-14",8904
"156","2007-08-15",8618.400391
"157","2007-08-16",8702.400391
"158","2007-08-17",8820
"159","2007-08-20",8853.599609
"160","2007-08-21",8853.599609
"161","2007-08-22",8853.599609
"162","2007-08-23",8820
"163","2007-08-24",8853.599609
"164","2007-08-27",8736
"165","2007-08-28",8736
"166","2007-08-29",8668.799805
"167","2007-08-30",8853.599609
"168","2007-08-31",8904
"169","2007-09-04",8988
"170","2007-09-05",8988
"171","2007-09-06",8820
"172","2007-09-07",8820
"173","2007-09-10",8752.799805
"174","2007-09-11",8685.599609
"175","2007-09-12",8752.799805
"176","2007-09-13",8719.200195
"177","2007-09-14",8517.599609
"178","2007-09-17",8433.599609
"179","2007-09-18",8433.599609
"180","2007-09-19",8433.599609
"181","2007-09-20",8400
"182","2007-09-21",8450.400391
"183","2007-09-24",8433.599609
"184","2007-09-25",8467.200195
"185","2007-09-26",8635.200195
"186","2007-09-27",8887.200195
"187","2007-09-28",9357.599609
"188","2007-10-01",9458.400391
"189","2007-10-02",9576
"190","2007-10-03",9492
"191","2007-10-04",9643.200195
"192","2007-10-05",9760.799805
"193","2007-10-08",9710.400391
"194","2007-10-09",9609.599609
"195","2007-10-10",9660
"196","2007-10-11",9626.400391
"197","2007-10-12",9660
"198","2007-10-15",9609.599609
"199","2007-10-16",9156
"200","2007-10-17",9240
"201","2007-10-18",9240
"202","2007-10-19",9240
"203","2007-10-22",9240
"204","2007-10-23",9240
"205","2007-10-24",9156
"206","2007-10-25",9156
"207","2007-10-26",9021.599609
"208","2007-10-29",8937.599609
"209","2007-10-30",8836.799805
"210","2007-10-31",9240
"211","2007-11-01",9072
"212","2007-11-02",9156
"213","2007-11-05",9038.400391
"214","2007-11-06",9072
"215","2007-11-07",8752.799805
"216","2007-11-08",8719.200195
"217","2007-11-09",8769.599609
"218","2007-11-12",8836.799805
"219","2007-11-13",8484
"220","2007-11-14",8400
"221","2007-11-15",8316
"222","2007-11-16",8400
"223","2007-11-19",8820
"224","2007-11-20",8853.599609
"225","2007-11-21",8820
"226","2007-11-23",8836.799805
"227","2007-11-26",8920.799805
"228","2007-11-27",9408
"229","2007-11-28",9643.200195
"230","2007-11-29",9055.200195
"231","2007-11-30",9324
"232","2007-12-03",9240
"233","2007-12-04",9290.400391
"234","2007-12-05",9240
"235","2007-12-06",9290.400391
"236","2007-12-07",9273.599609
"237","2007-12-10",9273.599609
"238","2007-12-11",9290.400391
"239","2007-12-12",9240
"240","2007-12-13",9273.599609
"241","2007-12-14",9290.400391
"242","2007-12-17",9240
"243","2007-12-18",9223.200195
"244","2007-12-19",9240
"245","2007-12-20",9156
"246","2007-12-21",8904
"247","2007-12-24",9240
"248","2007-12-26",9206.400391
"249","2007-12-27",9072
"250","2007-12-28",9072
"251","2007-12-31",9206.400391
"252","2008-01-02",9038.400391
"253","2008-01-03",8786.400391
"254","2008-01-04",8904
"255","2008-01-07",8904
"256","2008-01-08",8820
"257","2008-01-09",8836.799805
"258","2008-01-10",8988
"259","2008-01-11",8920.799805
"260","2008-01-14",8904
"261","2008-01-15",8904
"262","2008-01-16",8904
"263","2008-01-17",8853.599609
"264","2008-01-18",8904
"265","2008-01-22",8568
"266","2008-01-23",8652
"267","2008-01-24",8719.200195
"268","2008-01-25",8568
"269","2008-01-28",8400
"270","2008-01-29",7660.799805
"271","2008-01-30",7324.799805
"272","2008-01-31",7560
"273","2008-02-01",7560
"274","2008-02-04",7560
"275","2008-02-05",7560
"276","2008-02-06",7392
"277","2008-02-07",7274.399902
"278","2008-02-08",7341.600098
"279","2008-02-11",7308
"280","2008-02-12",7257.600098
"281","2008-02-13",7274.399902
"282","2008-02-14",7240.799805
"283","2008-02-15",7224
"284","2008-02-19",7240.799805
"285","2008-02-20",7140
"286","2008-02-21",7089.600098
"287","2008-02-22",6720
"288","2008-02-25",6787.200195
"289","2008-02-26",6921.600098
"290","2008-02-27",7022.399902
"291","2008-02-28",6972
"292","2008-02-29",6972
"293","2008-03-03",6854.399902
"294","2008-03-04",6400.799805
"295","2008-03-05",6400.799805
"296","2008-03-06",6535.200195
"297","2008-03-07",6300
"298","2008-03-10",5661.600098
"299","2008-03-11",5258.399902
"300","2008-03-12",4972.799805
"301","2008-03-13",5006.399902
"302","2008-03-14",4485.600098
"303","2008-03-17",4552.799805
"304","2008-03-18",4788
"305","2008-03-19",4888.799805
"306","2008-03-20",4939.200195
"307","2008-03-24",4905.600098
"308","2008-03-25",4872
"309","2008-03-26",5090.399902
"310","2008-03-27",5124
"311","2008-03-28",5056.799805
"312","2008-03-31",5006.399902
"313","2008-04-01",5695.200195
"314","2008-04-02",5628
"315","2008-04-03",5644.799805
"316","2008-04-04",6031.200195
"317","2008-04-07",5628
"318","2008-04-08",5544
"319","2008-04-09",5107.200195
"320","2008-04-10",4855.200195
"321","2008-04-11",4888.799805
"322","2008-04-14",4872
"323","2008-04-15",4653.600098
"324","2008-04-16",5023.200195
"325","2008-04-17",4922.399902
"326","2008-04-18",4939.200195
"327","2008-04-21",5308.799805
"328","2008-04-22",5208
"329","2008-04-23",5308.799805
"330","2008-04-24",5090.399902
"331","2008-04-25",4922.399902
"332","2008-04-28",4855.200195
"333","2008-04-29",4905.600098
"334","2008-04-30",4939.200195
"335","2008-05-01",4704
"336","2008-05-02",4855.200195
"337","2008-05-05",4670.399902
"338","2008-05-06",4485.600098
"339","2008-05-07",4653.600098
"340","2008-05-08",4452
"341","2008-05-09",4250.399902
"342","2008-05-12",4250.399902
"343","2008-05-13",4082.399902
"344","2008-05-14",4216.799805
"345","2008-05-15",4183.200195
"346","2008-05-16",4233.600098
"347","2008-05-19",4015.199951
"348","2008-05-20",3948
"349","2008-05-21",3780
"350","2008-05-22",3780
"351","2008-05-23",3696
"352","2008-05-27",3460.800049
"353","2008-05-28",3511.199951
"354","2008-05-29",3494.399902
"355","2008-05-30",3511.199951
"356","2008-06-02",3343.199951
"357","2008-06-03",3444
"358","2008-06-04",3360
"359","2008-06-05",3360
"360","2008-06-06",3494.399902
"361","2008-06-09",3746.399902
"362","2008-06-10",3746.399902
"363","2008-06-11",3931.199951
"364","2008-06-12",4216.799805
"365","2008-06-13",4200
"366","2008-06-16",4200
"367","2008-06-17",4099.200195
"368","2008-06-18",3964.800049
"369","2008-06-19",3864
"370","2008-06-20",3729.600098
"371","2008-06-23",3612
"372","2008-06-24",3326.399902
"373","2008-06-25",3259.199951
"374","2008-06-26",3326.399902
"375","2008-06-27",3141.600098
"376","2008-06-30",3208.800049
"377","2008-07-01",3326.399902
"378","2008-07-02",3225.600098
"379","2008-07-03",3024
"380","2008-07-07",2956.800049
"381","2008-07-08",3074.399902
"382","2008-07-09",3040.800049
"383","2008-07-10",2990.399902
"384","2008-07-11",3074.399902
"385","2008-07-14",3024
"386","2008-07-15",3024
"387","2008-07-16",3091.199951
"388","2008-07-17",2990.399902
"389","2008-07-18",3124.800049
"390","2008-07-21",3024
"391","2008-07-22",2940
"392","2008-07-23",3040.800049
"393","2008-07-24",3007.199951
"394","2008-07-25",2990.399902
"395","2008-07-28",2889.600098
"396","2008-07-29",2839.199951
"397","2008-07-30",3074.399902
"398","2008-07-31",3175.199951
"399","2008-08-01",3024
"400","2008-08-04",2788.800049
"401","2008-08-05",2788.800049
"402","2008-08-06",2788.800049
"403","2008-08-07",2721.600098
"404","2008-08-08",2688
"405","2008-08-11",2704.800049
"406","2008-08-12",2772
"407","2008-08-13",2772
"408","2008-08-14",2772
"409","2008-08-15",2856
"410","2008-08-18",2973.600098
"411","2008-08-19",2856
"412","2008-08-20",2940
"413","2008-08-21",3108
"414","2008-08-22",2990.399902
"415","2008-08-25",2940
"416","2008-08-26",2923.199951
"417","2008-08-27",2822.399902
"418","2008-08-28",2772
"419","2008-08-29",2822.399902
"420","2008-09-02",2620.800049
"421","2008-09-03",2217.600098
"422","2008-09-04",1982.400024
"423","2008-09-05",2301.600098
"424","2008-09-08",2385.600098
"425","2008-09-09",2436
"426","2008-09-10",2318.399902
"427","2008-09-11",2251.199951
"428","2008-09-12",2318.399902
"429","2008-09-15",2100
"430","2008-09-16",2066.399902
"431","2008-09-17",1932
"432","2008-09-18",2032.800049
"433","2008-09-19",2184
"434","2008-09-22",1982.400024
"435","2008-09-23",1932
"436","2008-09-24",1780.800049
"437","2008-09-25",1965.599976
"438","2008-09-26",1848
"439","2008-09-29",1713.599976
"440","2008-09-30",2016
"441","2008-10-01",1713.599976
"442","2008-10-02",1696.800049
"443","2008-10-03",1612.800049
"444","2008-10-06",1495.199951
"445","2008-10-07",1327.199951
"446","2008-10-08",1293.599976
"447","2008-10-09",1092
"448","2008-10-10",1260
"449","2008-10-13",1327.199951
"450","2008-10-14",1394.400024
"451","2008-10-15",1327.199951
"452","2008-10-16",1344
"453","2008-10-17",1512
"454","2008-10-20",1428
"455","2008-10-21",1293.599976
"456","2008-10-22",1108.800049
"457","2008-10-23",1041.599976
"458","2008-10-24",974.400024
"459","2008-10-27",1108.800049
"460","2008-10-28",806.400024
"461","2008-10-29",722.400024
"462","2008-10-30",789.599976
"463","2008-10-31",823.200012
"464","2008-11-03",1142.400024
"465","2008-11-04",1024.800049
"466","2008-11-05",1092
"467","2008-11-06",924
"468","2008-11-07",1024.800049
"469","2008-11-10",1125.599976
"470","2008-11-11",1142.400024
"471","2008-11-12",957.599976
"472","2008-11-13",873.599976
"473","2008-11-14",823.200012
"474","2008-11-17",991.200012
"475","2008-11-18",739.200012
"476","2008-11-19",537.599976
"477","2008-11-20",504
"478","2008-11-21",537.599976
"479","2008-11-24",504
"480","2008-11-25",554.400024
"481","2008-11-26",672
"482","2008-11-28",907.200012
"483","2008-12-01",672
"484","2008-12-02",621.599976
"485","2008-12-03",520.799988
"486","2008-12-04",453.600006
"487","2008-12-05",453.600006
"488","2008-12-08",554.400024
"489","2008-12-09",470.399994
"490","2008-12-10",470.399994
"491","2008-12-11",487.200012
"492","2008-12-12",504
"493","2008-12-15",487.200012
"494","2008-12-16",453.600006
"495","2008-12-17",487.200012
"496","2008-12-18",571.200012
"497","2008-12-19",588
"498","2008-12-22",588
"499","2008-12-23",537.599976
"500","2008-12-24",739.200012
"501","2008-12-26",756
"502","2008-12-29",705.599976
"503","2008-12-30",672
"504","2008-12-31",705.599976
"505","2009-01-02",672
"506","2009-01-05",672
"507","2009-01-06",772.799988
"508","2009-01-07",772.799988
"509","2009-01-08",739.200012
"510","2009-01-09",756
"511","2009-01-12",856.799988
"512","2009-01-13",823.200012
"513","2009-01-14",789.599976
"514","2009-01-15",705.599976
"515","2009-01-16",705.599976
"516","2009-01-20",638.400024
"517","2009-01-21",688.799988
"518","2009-01-22",621.599976
"519","2009-01-23",604.799988
"520","2009-01-26",638.400024
"521","2009-01-27",571.200012
"522","2009-01-28",604.799988
"523","2009-01-29",604.799988
"524","2009-01-30",554.400024
"525","2009-02-02",520.799988
"526","2009-02-03",537.599976
"527","2009-02-04",638.400024
"528","2009-02-05",604.799988
"529","2009-02-06",621.599976
"530","2009-02-09",588
"531","2009-02-10",588
"532","2009-02-11",604.799988
"533","2009-02-12",537.599976
"534","2009-02-13",537.599976
"535","2009-02-17",537.599976
"536","2009-02-18",537.599976
"537","2009-02-19",504
"538","2009-02-20",487.200012
"539","2009-02-23",487.200012
"540","2009-02-24",487.200012
"541","2009-02-25",470.399994
"542","2009-02-26",487.200012
"543","2009-02-27",470.399994
"544","2009-03-02",453.600006
"545","2009-03-03",436.799988
"546","2009-03-04",453.600006
"547","2009-03-05",470.399994
"548","2009-03-06",470.399994
"549","2009-03-09",487.200012
"550","2009-03-10",504
"551","2009-03-11",537.599976
"552","2009-03-12",504
"553","2009-03-13",504
"554","2009-03-16",571.200012
"555","2009-03-17",705.599976
"556","2009-03-18",638.400024
"557","2009-03-19",672
"558","2009-03-20",655.200012
"559","2009-03-23",688.799988
"560","2009-03-24",705.599976
"561","2009-03-25",655.200012
"562","2009-03-26",655.200012
"563","2009-03-27",672
"564","2009-03-30",621.599976
"565","2009-03-31",604.799988
"566","2009-04-01",520.799988
"567","2009-04-02",571.200012
"568","2009-04-03",588
"569","2009-04-06",588
"570","2009-04-07",588
"571","2009-04-08",588
"572","2009-04-09",638.400024
"573","2009-04-13",688.799988
"574","2009-04-14",772.799988
"575","2009-04-15",756
"576","2009-04-16",789.599976
"577","2009-04-17",840
"578","2009-04-20",856.799988
"579","2009-04-21",840
"580","2009-04-22",1008
"581","2009-04-23",957.599976
"582","2009-04-24",1041.599976
"583","2009-04-27",974.400024
"584","2009-04-28",991.200012
"585","2009-04-29",1058.400024
"586","2009-04-30",1024.800049
"587","2009-05-01",1075.199951
"588","2009-05-04",1058.400024
"589","2009-05-05",1041.599976
"590","2009-05-06",1024.800049
"591","2009-05-07",1058.400024
"592","2009-05-08",1058.400024
"593","2009-05-11",1276.800049
"594","2009-05-12",1377.599976
"595","2009-05-13",1293.599976
"596","2009-05-14",1260
"597","2009-05-15",1478.400024
"598","2009-05-18",1411.199951
"599","2009-05-19",1377.599976
"600","2009-05-20",1226.400024
"601","2009-05-21",1243.199951
"602","2009-05-22",1596
"603","2009-05-26",1646.400024
"604","2009-05-27",1680
"605","2009-05-28",2133.600098
"606","2009-05-29",1612.800049
"607","2009-06-01",1545.599976
"608","2009-06-02",1545.599976
"609","2009-06-03",1646.400024
"610","2009-06-04",1596
"611","2009-06-05",1428
"612","2009-06-08",1478.400024
"613","2009-06-09",1394.400024
"614","2009-06-10",1394.400024
"615","2009-06-11",1528.800049
"616","2009-06-12",1831.199951
"617","2009-06-15",2436
"618","2009-06-16",2150.399902
"619","2009-06-17",1932
"620","2009-06-18",1915.199951
"621","2009-06-19",2032.800049
"622","2009-06-22",1864.800049
"623","2009-06-23",1864.800049
"624","2009-06-24",1932
"625","2009-06-25",2083.199951
"626","2009-06-26",1932
"627","2009-06-29",1999.199951
"628","2009-06-30",1898.400024
"629","2009-07-01",1764
"630","2009-07-02",1696.800049
"631","2009-07-06",1596
"632","2009-07-07",1629.599976
"633","2009-07-08",1528.800049
"634","2009-07-09",1512
"635","2009-07-10",1512
"636","2009-07-13",1495.199951
"637","2009-07-14",1680
"638","2009-07-15",1730.400024
"639","2009-07-16",1663.199951
"640","2009-07-17",1680
"641","2009-07-20",1747.199951
"642","2009-07-21",1646.400024
"643","2009-07-22",1680
"644","2009-07-23",1713.599976
"645","2009-07-24",1864.800049
"646","2009-07-27",1898.400024
"647","2009-07-28",1915.199951
"648","2009-07-29",1764
"649","2009-07-30",1713.599976
"650","2009-07-31",1680
"651","2009-08-03",1780.800049
"652","2009-08-04",1780.800049
"653","2009-08-05",1747.199951
"654","2009-08-06",1915.199951
"655","2009-08-07",1629.599976
"656","2009-08-10",1747.199951
"657","2009-08-11",1713.599976
"658","2009-08-12",1680
"659","2009-08-13",1696.800049
"660","2009-08-14",1680
"661","2009-08-17",1696.800049
"662","2009-08-18",1713.599976
"663","2009-08-19",1680
"664","2009-08-20",1646.400024
"665","2009-08-21",1646.400024
"666","2009-08-24",1629.599976
"667","2009-08-25",1646.400024
"668","2009-08-26",1629.599976
"669","2009-08-27",1629.599976
"670","2009-08-28",1579.199951
"671","2009-08-31",1444.800049
"672","2009-09-01",1344
"673","2009-09-02",1411.199951
"674","2009-09-03",1411.199951
"675","2009-09-04",1528.800049
"676","2009-09-08",1680
"677","2009-09-09",1696.800049
"678","2009-09-10",1680
"679","2009-09-11",1713.599976
"680","2009-09-14",1680
"681","2009-09-15",1696.800049
"682","2009-09-16",1612.800049
"683","2009-09-17",1646.400024
"684","2009-09-18",1612.800049
"685","2009-09-21",1646.400024
"686","2009-09-22",1680
"687","2009-09-23",1612.800049
"688","2009-09-24",1612.800049
"689","2009-09-25",1545.599976
"690","2009-09-28",1545.599976
"691","2009-09-29",1461.599976
"692","2009-09-30",1461.599976
"693","2009-10-01",1444.800049
"694","2009-10-02",1444.800049
"695","2009-10-05",1444.800049
"696","2009-10-06",1444.800049
"697","2009-10-07",1428
"698","2009-10-08",1411.199951
"699","2009-10-09",1428
"700","2009-10-12",1461.599976
"701","2009-10-13",1562.400024
"702","2009-10-14",1663.199951
"703","2009-10-15",1612.800049
"704","2009-10-16",1612.800049
"705","2009-10-19",1612.800049
"706","2009-10-20",1461.599976
"707","2009-10-21",1512
"708","2009-10-22",1579.199951
"709","2009-10-23",1545.599976
"710","2009-10-26",1612.800049
"711","2009-10-27",1596
"712","2009-10-28",1663.199951
"713","2009-10-29",1461.599976
"714","2009-10-30",1461.599976
"715","2009-11-02",1394.400024
"716","2009-11-03",1360.800049
"717","2009-11-04",1428
"718","2009-11-05",1495.199951
"719","2009-11-06",1428
"720","2009-11-09",1411.199951
"721","2009-11-10",1377.599976
"722","2009-11-11",1394.400024
"723","2009-11-12",1428
"724","2009-11-13",1377.599976
"725","2009-11-16",1360.800049
"726","2009-11-17",1377.599976
"727","2009-11-18",1344
"728","2009-11-19",1360.800049
"729","2009-11-20",1344
"730","2009-11-23",1344
"731","2009-11-24",1377.599976
"732","2009-11-25",1377.599976
"733","2009-11-27",1377.599976
"734","2009-11-30",1444.800049
"735","2009-12-01",1428
"736","2009-12-02",1562.400024
"737","2009-12-03",1545.599976
"738","2009-12-04",1545.599976
"739","2009-12-07",1411.199951
"740","2009-12-08",1377.599976
"741","2009-12-09",1411.199951
"742","2009-12-10",1663.199951
"743","2009-12-11",2234.399902
"744","2009-12-14",2284.800049
"745","2009-12-15",2083.199951
"746","2009-12-16",1780.800049
"747","2009-12-17",1831.199951
"748","2009-12-18",1848
"749","2009-12-21",1680
"750","2009-12-22",1696.800049
"751","2009-12-23",1696.800049
"752","2009-12-24",1629.599976
"753","2009-12-28",1512
"754","2009-12-29",1579.199951
"755","2009-12-30",1814.400024
"756","2009-12-31",1747.199951
"757","2010-01-04",1747.199951
"758","2010-01-05",1696.800049
"759","2010-01-06",1780.800049
"760","2010-01-07",4485.600098
"761","2010-01-08",4972.799805
"762","2010-01-11",4166.399902
"763","2010-01-12",4754.399902
"764","2010-01-13",4653.600098
"765","2010-01-14",4317.600098
"766","2010-01-15",4401.600098
"767","2010-01-19",4267.200195
"768","2010-01-20",4384.799805
"769","2010-01-21",4032
"770","2010-01-22",3864
"771","2010-01-25",3729.600098
"772","2010-01-26",3628.800049
"773","2010-01-27",3494.399902
"774","2010-01-28",3544.800049
"775","2010-01-29",3124.800049
"776","2010-02-01",3225.600098
"777","2010-02-02",3477.600098
"778","2010-02-03",3326.399902
"779","2010-02-04",3864
"780","2010-02-05",3864
"781","2010-02-08",3528
"782","2010-02-09",3427.199951
"783","2010-02-10",3309.600098
"784","2010-02-11",3914.399902
"785","2010-02-12",4015.199951
"786","2010-02-16",4032
"787","2010-02-17",4653.600098
"788","2010-02-18",4401.600098
"789","2010-02-19",4334.399902
"790","2010-02-22",4552.799805
"791","2010-02-23",4418.399902
"792","2010-02-24",4300.799805
"793","2010-02-25",4166.399902
"794","2010-02-26",4132.799805
"795","2010-03-01",4250.399902
"796","2010-03-02",4233.600098
"797","2010-03-03",4166.399902
"798","2010-03-04",4048.800049
"799","2010-03-05",4082.399902
"800","2010-03-08",3948
"801","2010-03-09",3948
"802","2010-03-10",4435.200195
"803","2010-03-11",4720.799805
"804","2010-03-12",4569.600098
"805","2010-03-15",4519.200195
"806","2010-03-16",4166.399902
"807","2010-03-17",4048.800049
"808","2010-03-18",4048.800049
"809","2010-03-19",4099.200195
"810","2010-03-22",4032
"811","2010-03-23",4216.799805
"812","2010-03-24",3998.399902
"813","2010-03-25",3931.199951
"814","2010-03-26",3964.800049
"815","2010-03-29",3998.399902
"816","2010-03-30",3746.399902
"817","2010-03-31",3612
"818","2010-04-01",3897.600098
"819","2010-04-05",4149.600098
"820","2010-04-06",4116
"821","2010-04-07",3931.199951
"822","2010-04-08",4015.199951
"823","2010-04-09",4015.199951
"824","2010-04-12",4250.399902
"825","2010-04-13",4048.800049
"826","2010-04-14",4082.399902
"827","2010-04-15",4065.600098
"828","2010-04-16",4452
"829","2010-04-19",4636.799805
"830","2010-04-20",4132.799805
"831","2010-04-21",3998.399902
"832","2010-04-22",4116
"833","2010-04-23",4032
"834","2010-04-26",3948
"835","2010-04-27",3948
"836","2010-04-28",3897.600098
"837","2010-04-29",3914.399902
"838","2010-04-30",3864
"839","2010-05-03",4099.200195
"840","2010-05-04",4132.799805
"841","2010-05-05",3897.600098
"842","2010-05-06",3511.199951
"843","2010-05-07",3393.600098
"844","2010-05-10",3645.600098
"845","2010-05-11",3931.199951
"846","2010-05-12",3948
"847","2010-05-13",3796.800049
"848","2010-05-14",3696
"849","2010-05-17",3628.800049
"850","2010-05-18",3561.600098
"851","2010-05-19",3309.600098
"852","2010-05-20",2973.600098
"853","2010-05-21",3124.800049
"854","2010-05-24",3276
"855","2010-05-25",3612
"856","2010-05-26",3578.399902
"857","2010-05-27",3595.199951
"858","2010-05-28",3628.800049
"859","2010-06-01",3444
"860","2010-06-02",3544.800049
"861","2010-06-03",3645.600098
"862","2010-06-04",3645.600098
"863","2010-06-07",2923.199951
"864","2010-06-08",2738.399902
"865","2010-06-09",2385.600098
"866","2010-06-10",2721.600098
"867","2010-06-11",3242.399902
"868","2010-06-14",3074.399902
"869","2010-06-15",2906.399902
"870","2010-06-16",2923.199951
"871","2010-06-17",2889.600098
"872","2010-06-18",2805.600098
"873","2010-06-21",2839.199951
"874","2010-06-22",2704.800049
"875","2010-06-23",2671.199951
"876","2010-06-24",2671.199951
"877","2010-06-25",2839.199951
"878","2010-06-28",2856
"879","2010-06-29",2923.199951
"880","2010-06-30",2889.600098
"881","2010-07-01",2822.399902
"882","2010-07-02",2872.800049
"883","2010-07-06",2604
"884","2010-07-07",2654.399902
"885","2010-07-08",2688
"886","2010-07-09",2671.199951
"887","2010-07-12",2620.800049
"888","2010-07-13",2772
"889","2010-07-14",2822.399902
"890","2010-07-15",2738.399902
"891","2010-07-16",2587.199951
"892","2010-07-19",2503.199951
"893","2010-07-20",2452.800049
"894","2010-07-21",2452.800049
"895","2010-07-22",2587.199951
"896","2010-07-23",2721.600098
"897","2010-07-26",2738.399902
"898","2010-07-27",2620.800049
"899","2010-07-28",2671.199951
"900","2010-07-29",2671.199951
"901","2010-07-30",2889.600098
"902","2010-08-02",2822.399902
"903","2010-08-03",2856
"904","2010-08-04",2772
"905","2010-08-05",2822.399902
"906","2010-08-06",2755.199951
"907","2010-08-09",2788.800049
"908","2010-08-10",2755.199951
"909","2010-08-11",2772
"910","2010-08-12",2704.800049
"911","2010-08-13",2654.399902
"912","2010-08-16",2604
"913","2010-08-17",2587.199951
"914","2010-08-18",2553.600098
"915","2010-08-19",2570.399902
"916","2010-08-20",2604
"917","2010-08-23",2553.600098
"918","2010-08-24",2436
"919","2010-08-25",2419.199951
"920","2010-08-26",2419.199951
"921","2010-08-27",2520
"922","2010-08-30",2520
"923","2010-08-31",2436
"924","2010-09-01",2520
"925","2010-09-02",2587.199951
"926","2010-09-03",2520
"927","2010-09-07",2452.800049
"928","2010-09-08",2520
"929","2010-09-09",2620.800049
"930","2010-09-10",2637.600098
"931","2010-09-13",2772
"932","2010-09-14",2671.199951
"933","2010-09-15",2570.399902
"934","2010-09-16",2452.800049
"935","2010-09-17",2436
