"","date","SLGG"
"1","2019-02-26",9.45
"2","2019-02-27",8.27
"3","2019-02-28",8.52
"4","2019-03-01",8.99
"5","2019-03-04",9.3
"6","2019-03-05",9.3
"7","2019-03-06",8.69
"8","2019-03-07",8.27
"9","2019-03-08",8.12
"10","2019-03-11",8.48
"11","2019-03-12",8.05
"12","2019-03-13",7.1
"13","2019-03-14",6.88
"14","2019-03-15",6.75
"15","2019-03-18",6.5
"16","2019-03-19",7.15
"17","2019-03-20",8.29
"18","2019-03-21",8.13
"19","2019-03-22",8.21
"20","2019-03-25",7.72
"21","2019-03-26",7.25
"22","2019-03-27",7.4
"23","2019-03-28",8.13
"24","2019-03-29",8.05
"25","2019-04-01",7.71
"26","2019-04-02",7.66
"27","2019-04-03",7.08
"28","2019-04-04",6.7
"29","2019-04-05",6.88
"30","2019-04-08",6.74
"31","2019-04-09",6.66
"32","2019-04-10",6.37
"33","2019-04-11",6.52
"34","2019-04-12",6.99
"35","2019-04-15",7.15
"36","2019-04-16",7
"37","2019-04-17",7.03
"38","2019-04-18",7.16
"39","2019-04-22",7.365
"40","2019-04-23",7.16
"41","2019-04-24",7.072
"42","2019-04-25",7.25
"43","2019-04-26",7
"44","2019-04-29",6.9
"45","2019-04-30",6.75
"46","2019-05-01",6.36
"47","2019-05-02",6.56
"48","2019-05-03",8.24
"49","2019-05-06",8.35
"50","2019-05-07",8.25
"51","2019-05-08",8.9
"52","2019-05-09",8.51
"53","2019-05-10",8.86
"54","2019-05-13",8.55
"55","2019-05-14",8.6
"56","2019-05-15",8.28
"57","2019-05-16",7.96
"58","2019-05-17",7.44
"59","2019-05-20",7.67
"60","2019-05-21",8.34
"61","2019-05-22",7.94
"62","2019-05-23",7.37
"63","2019-05-24",7.43
"64","2019-05-28",7.5
"65","2019-05-29",7.27
"66","2019-05-30",7.47
"67","2019-05-31",7.28
"68","2019-06-03",7.24
"69","2019-06-04",7.19
"70","2019-06-05",7
"71","2019-06-06",6.62
"72","2019-06-07",6.83
"73","2019-06-10",7.69
"74","2019-06-11",7.45
"75","2019-06-12",7.48
"76","2019-06-13",7.94
"77","2019-06-14",8.15
"78","2019-06-17",7.85
"79","2019-06-18",8.14
"80","2019-06-19",8.19
"81","2019-06-20",8.36
"82","2019-06-21",7.96
"83","2019-06-24",8.36
"84","2019-06-25",8.24
"85","2019-06-26",8.31
"86","2019-06-27",8.24
"87","2019-06-28",8.55
"88","2019-07-01",8.21
"89","2019-07-02",7.96
"90","2019-07-03",8.35
"91","2019-07-05",8.25
"92","2019-07-08",7.9
"93","2019-07-09",8
"94","2019-07-10",8.12
"95","2019-07-11",8.1
"96","2019-07-12",7.93
"97","2019-07-15",8.05
"98","2019-07-16",8.32
"99","2019-07-17",8.24
"100","2019-07-18",8.07
"101","2019-07-19",8.16
"102","2019-07-22",8.15
"103","2019-07-23",8
"104","2019-07-24",7.75
"105","2019-07-25",7.68
"106","2019-07-26",7.74
"107","2019-07-29",7.74
"108","2019-07-30",7.76
"109","2019-07-31",7.72
"110","2019-08-01",7.85
"111","2019-08-02",7.65
"112","2019-08-05",7.2
"113","2019-08-06",7.25
"114","2019-08-07",7.23
"115","2019-08-08",6.94
"116","2019-08-09",6.95
"117","2019-08-12",6.61
"118","2019-08-13",6.72
"119","2019-08-14",6.45
"120","2019-08-15",6.53
"121","2019-08-16",6.5
"122","2019-08-19",6.58
"123","2019-08-20",6.45
"124","2019-08-21",6.6
"125","2019-08-22",6.37
"126","2019-08-23",6.2
"127","2019-08-26",5.85
"128","2019-08-27",5.11
"129","2019-08-28",4.88
"130","2019-08-29",4.61
"131","2019-08-30",4.77
"132","2019-09-03",4.31
"133","2019-09-04",3.96
"134","2019-09-05",4.26
"135","2019-09-06",4.04
"136","2019-09-09",4
"137","2019-09-10",4.33
"138","2019-09-11",4.75
"139","2019-09-12",4.8
"140","2019-09-13",5.49
"141","2019-09-16",5.5
"142","2019-09-17",5.64
"143","2019-09-18",5.83
"144","2019-09-19",5.59
"145","2019-09-20",5.5
"146","2019-09-23",5.21
"147","2019-09-24",4.81
"148","2019-09-25",4.99
"149","2019-09-26",4.55
"150","2019-09-27",4.47
"151","2019-09-30",4.31
"152","2019-10-01",4.25
"153","2019-10-02",4.15
"154","2019-10-03",4.16
"155","2019-10-04",4.1
"156","2019-10-07",4.11
"157","2019-10-08",4.01
"158","2019-10-09",4.07
"159","2019-10-10",3.8
"160","2019-10-11",3.93
"161","2019-10-14",3.67
"162","2019-10-15",3.84
"163","2019-10-16",3.85
"164","2019-10-17",3.76
"165","2019-10-18",3.67
"166","2019-10-21",3.52
"167","2019-10-22",3.18
"168","2019-10-23",3.02
"169","2019-10-24",3.65
"170","2019-10-25",3.5
"171","2019-10-28",3.48
"172","2019-10-29",3.32
"173","2019-10-30",3.33
"174","2019-10-31",3.535
"175","2019-11-01",3.94
"176","2019-11-04",3.61
"177","2019-11-05",3.62
"178","2019-11-06",3.49
"179","2019-11-07",3.22
"180","2019-11-08",3.15
"181","2019-11-11",3.08
"182","2019-11-12",2.99
"183","2019-11-13",3.05
"184","2019-11-14",2.99
"185","2019-11-15",2.96
"186","2019-11-18",2.72
"187","2019-11-19",2.28
"188","2019-11-20",2.07
"189","2019-11-21",2.08
"190","2019-11-22",2.1
"191","2019-11-25",2.2
"192","2019-11-26",2.24
"193","2019-11-27",2.35
"194","2019-11-29",2.47
"195","2019-12-02",2.34
"196","2019-12-03",2.76
"197","2019-12-04",2.64
"198","2019-12-05",2.58
"199","2019-12-06",2.67
"200","2019-12-09",2.84
"201","2019-12-10",2.66
"202","2019-12-11",2.41
"203","2019-12-12",2.58
"204","2019-12-13",2.7
"205","2019-12-16",2.7
"206","2019-12-17",2.64
"207","2019-12-18",2.83
"208","2019-12-19",2.42
"209","2019-12-20",2.5
"210","2019-12-23",2.54
"211","2019-12-24",2.58
"212","2019-12-26",2.67
"213","2019-12-27",2.451
"214","2019-12-30",2.34
"215","2019-12-31",2.36
"216","2020-01-02",2.4
"217","2020-01-03",2.38
"218","2020-01-06",2.36
"219","2020-01-07",2.8
"220","2020-01-08",2.96
"221","2020-01-09",2.695
"222","2020-01-10",2.699
"223","2020-01-13",2.82
"224","2020-01-14",3.6
"225","2020-01-15",3.53
"226","2020-01-16",3.55
"227","2020-01-17",3.49
"228","2020-01-21",3.49
"229","2020-01-22",3.29
"230","2020-01-23",3.14
"231","2020-01-24",3
"232","2020-01-27",2.78
"233","2020-01-28",2.96
"234","2020-01-29",2.79
"235","2020-01-30",2.75
"236","2020-01-31",2.61
"237","2020-02-03",2.77
"238","2020-02-04",2.87
"239","2020-02-05",2.72
"240","2020-02-06",2.75
"241","2020-02-07",2.76
"242","2020-02-10",2.69
"243","2020-02-11",2.6
"244","2020-02-12",2.55
"245","2020-02-13",2.51
"246","2020-02-14",2.56
"247","2020-02-18",2.68
"248","2020-02-19",3.02
"249","2020-02-20",2.95
"250","2020-02-21",2.95
"251","2020-02-24",2.74
"252","2020-02-25",3
"253","2020-02-26",3.58
"254","2020-02-27",3.38
"255","2020-02-28",3.38
"256","2020-03-02",3.3
"257","2020-03-03",3.22
"258","2020-03-04",3.22
"259","2020-03-05",3.15
"260","2020-03-06",2.92
"261","2020-03-09",2.84
"262","2020-03-10",2.69
"263","2020-03-11",2.545
"264","2020-03-12",2.05
"265","2020-03-13",1.99
"266","2020-03-16",1.89
"267","2020-03-17",1.824
"268","2020-03-18",1.82
"269","2020-03-19",2.24
"270","2020-03-20",2.2
"271","2020-03-23",1.91
"272","2020-03-24",1.92
"273","2020-03-25",2.5
"274","2020-03-26",2.38
"275","2020-03-27",2.3
"276","2020-03-30",2.2
"277","2020-03-31",2.2
"278","2020-04-01",2.25
"279","2020-04-02",2.07
"280","2020-04-03",2.94
"281","2020-04-06",3.09
"282","2020-04-07",3.04
"283","2020-04-08",2.9
"284","2020-04-09",3.19
"285","2020-04-13",2.98
"286","2020-04-14",3.1
"287","2020-04-15",3.3
"288","2020-04-16",3.3
"289","2020-04-17",3.12
"290","2020-04-20",2.9
"291","2020-04-21",2.88
"292","2020-04-22",2.87
"293","2020-04-23",2.99
"294","2020-04-24",2.99
"295","2020-04-27",2.97
"296","2020-04-28",2.94
"297","2020-04-29",2.83
"298","2020-04-30",2.71
"299","2020-05-01",2.4
"300","2020-05-04",2.41
"301","2020-05-05",2.77
"302","2020-05-06",2.8
"303","2020-05-07",2.78
"304","2020-05-08",2.78
"305","2020-05-11",3.22
"306","2020-05-12",4.55
"307","2020-05-13",3.63
"308","2020-05-14",4.09
"309","2020-05-15",3.27
"310","2020-05-18",3.06
"311","2020-05-19",3.09
"312","2020-05-20",3.03
"313","2020-05-21",2.81
"314","2020-05-22",2.71
"315","2020-05-26",2.81
"316","2020-05-27",2.83
"317","2020-05-28",2.7
"318","2020-05-29",3.3
"319","2020-06-01",3.465
"320","2020-06-02",3.12
"321","2020-06-03",3.29
"322","2020-06-04",3.19
"323","2020-06-05",3.14
"324","2020-06-08",3.28
"325","2020-06-09",3.01
"326","2020-06-10",2.95
"327","2020-06-11",2.82
"328","2020-06-12",2.74
"329","2020-06-15",2.69
"330","2020-06-16",2.72
"331","2020-06-17",2.71
"332","2020-06-18",2.71
"333","2020-06-19",2.57
"334","2020-06-22",2.48
"335","2020-06-23",2.55
"336","2020-06-24",2.46
"337","2020-06-25",2.43
"338","2020-06-26",2.3
"339","2020-06-29",2.43
"340","2020-06-30",2.4
"341","2020-07-01",2.51
"342","2020-07-02",2.38
"343","2020-07-06",2.43
"344","2020-07-07",2.46
"345","2020-07-08",2.54
"346","2020-07-09",2.45
"347","2020-07-10",2.45
"348","2020-07-13",2.35
"349","2020-07-14",2.31
"350","2020-07-15",2.42
"351","2020-07-16",2.46
"352","2020-07-17",2.43
"353","2020-07-20",2.36
"354","2020-07-21",2.4
"355","2020-07-22",2.38
"356","2020-07-23",2.38
"357","2020-07-24",2.34
"358","2020-07-27",2.34
"359","2020-07-28",2.29
"360","2020-07-29",2.25
"361","2020-07-30",2.3
"362","2020-07-31",2.22
"363","2020-08-03",2.64
"364","2020-08-04",2.76
"365","2020-08-05",2.88
"366","2020-08-06",3.01
"367","2020-08-07",3.08
"368","2020-08-10",3.06
"369","2020-08-11",3.21
"370","2020-08-12",2.43
"371","2020-08-13",2.46
"372","2020-08-14",2.25
"373","2020-08-17",2.29
"374","2020-08-18",2.33
"375","2020-08-19",2.36
"376","2020-08-20",2.25
"377","2020-08-21",2.25
"378","2020-08-24",2.14
"379","2020-08-25",2.26
"380","2020-08-26",2.1
"381","2020-08-27",1.77
"382","2020-08-28",1.85
"383","2020-08-31",1.82
"384","2020-09-01",1.8
"385","2020-09-02",1.82
"386","2020-09-03",1.78
"387","2020-09-04",1.77
"388","2020-09-08",1.76
"389","2020-09-09",1.95
"390","2020-09-10",2.03
"391","2020-09-11",1.91
"392","2020-09-14",1.9
"393","2020-09-15",1.9
"394","2020-09-16",1.92
"395","2020-09-17",1.94
"396","2020-09-18",1.86
"397","2020-09-21",1.93
"398","2020-09-22",1.99
"399","2020-09-23",1.86
"400","2020-09-24",1.85
"401","2020-09-25",1.93
"402","2020-09-28",1.83
"403","2020-09-29",1.8
"404","2020-09-30",1.83
"405","2020-10-01",1.81
"406","2020-10-02",1.79
"407","2020-10-05",1.81
"408","2020-10-06",1.77
"409","2020-10-07",1.87
"410","2020-10-08",1.84
"411","2020-10-09",1.83
"412","2020-10-12",1.84
"413","2020-10-13",1.82
"414","2020-10-14",1.81
"415","2020-10-15",1.8
"416","2020-10-16",1.79
"417","2020-10-19",1.7
"418","2020-10-20",1.67
"419","2020-10-21",1.72
"420","2020-10-22",1.85
"421","2020-10-23",1.76
"422","2020-10-26",1.7
"423","2020-10-27",1.84
"424","2020-10-28",1.76
"425","2020-10-29",1.75
"426","2020-10-30",1.66
"427","2020-11-02",1.67
"428","2020-11-03",1.72
"429","2020-11-04",1.7
"430","2020-11-05",1.74
"431","2020-11-06",1.72
"432","2020-11-09",1.85
"433","2020-11-10",1.89
"434","2020-11-11",2.06
"435","2020-11-12",1.91
"436","2020-11-13",1.93
"437","2020-11-16",1.95
"438","2020-11-17",1.95
"439","2020-11-18",1.89
"440","2020-11-19",1.88
"441","2020-11-20",1.83
"442","2020-11-23",1.88
"443","2020-11-24",1.88
"444","2020-11-25",1.86
"445","2020-11-27",1.88
