"","date","PAVM"
"140","2017-02-14",6.505
"141","2017-02-15",6.355
"142","2017-02-16",6.3
"143","2017-02-17",6.2
"144","2017-02-21",6.2
"145","2017-02-22",5.49
"146","2017-02-23",6.4
"147","2017-02-24",6.1
"148","2017-02-27",6.23
"149","2017-02-28",6.19
"150","2017-03-01",5.98
"151","2017-03-02",5.81
"152","2017-03-03",5.9
"153","2017-03-06",6.4
"154","2017-03-07",6.13
"155","2017-03-08",6.25
"156","2017-03-09",6.2
"157","2017-03-10",5.12
"158","2017-03-13",6.12
"159","2017-03-14",5.99
"160","2017-03-15",5.92
"161","2017-03-16",5.95
"162","2017-03-17",5.95
"163","2017-03-20",5.95
"164","2017-03-21",5.65
"165","2017-03-22",5.98
"166","2017-03-23",5.99
"167","2017-03-24",5.99
"168","2017-03-27",5.99
"169","2017-03-28",5.01
"170","2017-03-29",5.03
"171","2017-03-30",5.06
"172","2017-03-31",5
"173","2017-04-03",5.13
"174","2017-04-04",5.15
"175","2017-04-05",5.435
"176","2017-04-06",5
"177","2017-04-07",5
"178","2017-04-10",5
"179","2017-04-11",5.2
"180","2017-04-12",5.1
"181","2017-04-13",4.9
"182","2017-04-17",4.96
"183","2017-04-18",4.9
"184","2017-04-19",4.94
"185","2017-04-20",4.81
"186","2017-04-21",4.7
"187","2017-04-24",4.9
"188","2017-04-25",4.85
"189","2017-04-26",4.76
"190","2017-04-27",4.77
"191","2017-04-28",4.87
"192","2017-05-01",4.78
"193","2017-05-02",4.77
"194","2017-05-03",4.905
"195","2017-05-04",4.71
"196","2017-05-05",5
"197","2017-05-08",4.8
"198","2017-05-09",4.92
"199","2017-05-10",4.85
"200","2017-05-11",4.76
"201","2017-05-12",4.73
"202","2017-05-15",4.5
"203","2017-05-16",4.5
"204","2017-05-17",4.5
"205","2017-05-18",3.81
"206","2017-05-19",3.7
"207","2017-05-22",3.57
"208","2017-05-23",3.7
"209","2017-05-24",3.79
"210","2017-05-25",3.69
"211","2017-05-26",3.7
"212","2017-05-30",4.24
"213","2017-05-31",4.21
"214","2017-06-01",4.65
"215","2017-06-02",4.63
"216","2017-06-05",4.67
"217","2017-06-06",4.54
"218","2017-06-07",4.3
"219","2017-06-08",4.33
"220","2017-06-09",4.447
"221","2017-06-12",4.4
"222","2017-06-13",4.3
"223","2017-06-14",4.72
"224","2017-06-15",4.573
"225","2017-06-16",4.77
"226","2017-06-19",4.77
"227","2017-06-20",4.43
"228","2017-06-21",4.4
"229","2017-06-22",4.49
"230","2017-06-23",4.41
"231","2017-06-26",4.45
"232","2017-06-27",4.58
"233","2017-06-28",4.42
"234","2017-06-29",4.4
"235","2017-06-30",4.504
"236","2017-07-03",4.504
"237","2017-07-05",4.504
"238","2017-07-06",4.504
"239","2017-07-07",4.504
"240","2017-07-10",4.62
"241","2017-07-11",4.65
"242","2017-07-12",4.55
"243","2017-07-13",4.65
"244","2017-07-14",4.65
"245","2017-07-17",4.6
"246","2017-07-18",4.42
"247","2017-07-19",4.1
"248","2017-07-20",3.81
"249","2017-07-21",3.95
"250","2017-07-24",3.8
"251","2017-07-25",3.981
"252","2017-07-26",3.45
"253","2017-07-27",3.45
"254","2017-07-28",3.48
"255","2017-07-31",3.48
"256","2017-08-01",3.45
"257","2017-08-02",2.98
"258","2017-08-03",2.858
"259","2017-08-04",2.98
"260","2017-08-07",3.02
"261","2017-08-08",3.15
"262","2017-08-09",3.15
"263","2017-08-10",3.15
"264","2017-08-11",2.841
"265","2017-08-14",3.05
"266","2017-08-15",2.93
"267","2017-08-16",3.16
"268","2017-08-17",3.4
"269","2017-08-18",3.9
"270","2017-08-21",4
"271","2017-08-22",3.86
"272","2017-08-23",4.11
"273","2017-08-24",4.1
"274","2017-08-25",4.25
"275","2017-08-28",4.19
"276","2017-08-29",4.18
"277","2017-08-30",4.2
"278","2017-08-31",4.303
"279","2017-09-01",4.477
"280","2017-09-05",4.69
"281","2017-09-06",4.75
"282","2017-09-07",6
"283","2017-09-08",6
"284","2017-09-11",6.59
"285","2017-09-12",7
"286","2017-09-13",7.15
"287","2017-09-14",8.59
"288","2017-09-15",7.18
"289","2017-09-18",7.36
"290","2017-09-19",6.91
"291","2017-09-20",6.81
"292","2017-09-21",6.093
"293","2017-09-22",6
"294","2017-09-25",5.34
"295","2017-09-26",5.86
"296","2017-09-27",5.54
"297","2017-09-28",5.4
"298","2017-09-29",5.43
"299","2017-10-02",5.602
"300","2017-10-03",5.53
"301","2017-10-04",5.65
"302","2017-10-05",5.5
"303","2017-10-06",5.21
"304","2017-10-09",5
"305","2017-10-10",5
"306","2017-10-11",4.68
"307","2017-10-12",4.85
"308","2017-10-13",5.01
"309","2017-10-16",5.11
"310","2017-10-17",5.21
"311","2017-10-18",5.4
"312","2017-10-19",5.7
"313","2017-10-20",5.45
"314","2017-10-23",4.56
"315","2017-10-24",4.63
"316","2017-10-25",4.5
"317","2017-10-26",4.31
"318","2017-10-27",4.59
"319","2017-10-30",4.5
"320","2017-10-31",4.41
"321","2017-11-01",4.4
"322","2017-11-02",4.31
"323","2017-11-03",3.95
"324","2017-11-06",4.08
"325","2017-11-07",4.11
"326","2017-11-08",4.439
"327","2017-11-09",4.29
"328","2017-11-10",4
"329","2017-11-13",4.01
"330","2017-11-14",3.9
"331","2017-11-15",3.61
"332","2017-11-16",3.61
"333","2017-11-17",4.334
"334","2017-11-20",4.44
"335","2017-11-21",4.083
"336","2017-11-22",3.78
"337","2017-11-24",3.79
"338","2017-11-27",3.86
"339","2017-11-28",3.81
"340","2017-11-29",3.85
"341","2017-11-30",2.99
"342","2017-12-01",2.96
"343","2017-12-04",2.94
"344","2017-12-05",3.05
"345","2017-12-06",2.9
"346","2017-12-07",3.05
"347","2017-12-08",2.94
"348","2017-12-11",2.87
"349","2017-12-12",2.97
"350","2017-12-13",2.87
"351","2017-12-14",2.67
"352","2017-12-15",2.45
"353","2017-12-18",2.34
"354","2017-12-19",2.23
"355","2017-12-20",2.25
"356","2017-12-21",2.338
"357","2017-12-22",2.18
"358","2017-12-26",2.235
"359","2017-12-27",2.334
"360","2017-12-28",2.18
"361","2017-12-29",2.285
"362","2018-01-02",2.32
"363","2018-01-03",2.51
"364","2018-01-04",2.65
"365","2018-01-05",2.61
"366","2018-01-08",2.59
"367","2018-01-09",2.74
"368","2018-01-10",3.21
"369","2018-01-11",2.97
"370","2018-01-12",2.96
"371","2018-01-16",2.84
"372","2018-01-17",2.56
"373","2018-01-18",2.54
"374","2018-01-19",1.828
"375","2018-01-22",1.8
"376","2018-01-23",1.78
"377","2018-01-24",1.82
"378","2018-01-25",1.78
"379","2018-01-26",1.8
"380","2018-01-29",1.77
"381","2018-01-30",1.83
"382","2018-01-31",1.82
"383","2018-02-01",1.7
"384","2018-02-02",1.62
"385","2018-02-05",1.65
"386","2018-02-06",1.7
"387","2018-02-07",1.66
"388","2018-02-08",1.56
"389","2018-02-09",1.54
"390","2018-02-12",1.66
"391","2018-02-13",1.7
"392","2018-02-14",1.61
"393","2018-02-15",1.511
"394","2018-02-16",1.62
"395","2018-02-20",1.6
"396","2018-02-21",1.64
"397","2018-02-22",1.6
"398","2018-02-23",1.58
"399","2018-02-26",1.63
"400","2018-02-27",1.58
"401","2018-02-28",1.765
"402","2018-03-01",1.74
"403","2018-03-02",1.71
"404","2018-03-05",1.73
"405","2018-03-06",1.75
"406","2018-03-07",1.74
"407","2018-03-08",1.75
"408","2018-03-09",1.78
"409","2018-03-12",1.78
"410","2018-03-13",1.793
"411","2018-03-14",1.79
"412","2018-03-15",1.7
"413","2018-03-16",1.76
"414","2018-03-19",1.7
"415","2018-03-20",1.7
"416","2018-03-21",1.79
"417","2018-03-22",1.79
"418","2018-03-23",1.8
"419","2018-03-26",1.77
"420","2018-03-27",1.7
"421","2018-03-28",1.63
"422","2018-03-29",1.64
"423","2018-04-02",1.604
"424","2018-04-03",1.6
"425","2018-04-04",1.73
"426","2018-04-05",1.66
"427","2018-04-06",1.653
"428","2018-04-09",1.65
"429","2018-04-10",1.691
"430","2018-04-11",1.77
"431","2018-04-12",1.681
"432","2018-04-13",1.65
"433","2018-04-16",1.65
"434","2018-04-17",1.63
"435","2018-04-18",1.64
"436","2018-04-19",1.62
"437","2018-04-20",1.602
"438","2018-04-23",1.66
"439","2018-04-24",1.58
"440","2018-04-25",1.58
"441","2018-04-26",1.57
"442","2018-04-27",1.62
"443","2018-04-30",1.64
"444","2018-05-01",1.65
"445","2018-05-02",1.66
"446","2018-05-03",1.65
"447","2018-05-04",1.61
"448","2018-05-07",1.679
"449","2018-05-08",1.69
"450","2018-05-09",1.6
"451","2018-05-10",1.56
"452","2018-05-11",1.59
"453","2018-05-14",1.45
"454","2018-05-15",1.51
"455","2018-05-16",1.46
"456","2018-05-17",1.414
"457","2018-05-18",1.35
"458","2018-05-21",1.37
"459","2018-05-22",1.379
"460","2018-05-23",1.206
"461","2018-05-24",1.22
"462","2018-05-25",1.3
"463","2018-05-29",1.27
"464","2018-05-30",1.22
"465","2018-05-31",1.16
"466","2018-06-01",0.995
"467","2018-06-04",0.894
"468","2018-06-05",0.98
"469","2018-06-06",0.968
"470","2018-06-07",1
"471","2018-06-08",1.02
"472","2018-06-11",1.02
"473","2018-06-12",1.02
"474","2018-06-13",1
"475","2018-06-14",0.965
"476","2018-06-15",0.971
"477","2018-06-18",0.95
"478","2018-06-19",0.98
"479","2018-06-20",0.971
"480","2018-06-21",0.96
"481","2018-06-22",0.985
"482","2018-06-25",0.972
"483","2018-06-26",0.985
"484","2018-06-27",0.938
"485","2018-06-28",0.959
"486","2018-06-29",0.95
"487","2018-07-02",1.14
"488","2018-07-03",1.13
"489","2018-07-05",1.11
"490","2018-07-06",1.14
"491","2018-07-09",1.15
"492","2018-07-10",1.17
"493","2018-07-11",1.26
"494","2018-07-12",1.39
"495","2018-07-13",1.4
"496","2018-07-16",1.38
"497","2018-07-17",1.37
"498","2018-07-18",1.38
"499","2018-07-19",1.47
"500","2018-07-20",1.58
"501","2018-07-23",1.64
"502","2018-07-24",1.54
"503","2018-07-25",1.44
"504","2018-07-26",1.37
"505","2018-07-27",1.4
"506","2018-07-30",1.54
"507","2018-07-31",1.58
"508","2018-08-01",1.55
"509","2018-08-02",1.54
"510","2018-08-03",1.49
"511","2018-08-06",1.46
"512","2018-08-07",1.43
"513","2018-08-08",1.41
"514","2018-08-09",1.44
"515","2018-08-10",1.44
"516","2018-08-13",1.41
"517","2018-08-14",1.41
"518","2018-08-15",1.4
"519","2018-08-16",1.44
"520","2018-08-17",1.44
"521","2018-08-20",1.41
"522","2018-08-21",1.34
"523","2018-08-22",1.38
"524","2018-08-23",1.11
"525","2018-08-24",1.13
"526","2018-08-27",1.17
"527","2018-08-28",1.23
"528","2018-08-29",1.28
"529","2018-08-30",1.288
"530","2018-08-31",1.3
"531","2018-09-04",1.31
"532","2018-09-05",1.36
"533","2018-09-06",1.4
"534","2018-09-07",1.39
"535","2018-09-10",1.41
"536","2018-09-11",1.36
"537","2018-09-12",1.39
"538","2018-09-13",1.36
"539","2018-09-14",1.34
"540","2018-09-17",1.3
"541","2018-09-18",1.28
"542","2018-09-19",1.24
"543","2018-09-20",1.25
"544","2018-09-21",1.31
"545","2018-09-24",1.28
"546","2018-09-25",1.35
"547","2018-09-26",1.37
"548","2018-09-27",1.35
"549","2018-09-28",1.3
"550","2018-10-01",1.31
"551","2018-10-02",1.28
"552","2018-10-03",1.287
"553","2018-10-04",1.28
"554","2018-10-05",1.27
"555","2018-10-08",1.21
"556","2018-10-09",1.17
"557","2018-10-10",1.15
"558","2018-10-11",1.13
"559","2018-10-12",1.1
"560","2018-10-15",1.14
"561","2018-10-16",1.14
"562","2018-10-17",1.21
"563","2018-10-18",1.19
"564","2018-10-19",1.18
"565","2018-10-22",1.13
"566","2018-10-23",1.176
"567","2018-10-24",1.17
"568","2018-10-25",1.16
"569","2018-10-26",1.16
"570","2018-10-29",1.17
"571","2018-10-30",1.16
"572","2018-10-31",1.14
"573","2018-11-01",1.15
"574","2018-11-02",1.14
"575","2018-11-05",1.12
"576","2018-11-06",1.14
"577","2018-11-07",1.13
"578","2018-11-08",1.14
"579","2018-11-09",1.124
"580","2018-11-12",1.11
"581","2018-11-13",1.07
"582","2018-11-14",1.06
"583","2018-11-15",1.05
"584","2018-11-16",1.03
"585","2018-11-19",1.01
"586","2018-11-20",0.986
"587","2018-11-21",1.005
"588","2018-11-23",0.98
"589","2018-11-26",0.99
"590","2018-11-27",0.972
"591","2018-11-28",0.97
"592","2018-11-29",0.975
"593","2018-11-30",0.97
"594","2018-12-03",1.11
"595","2018-12-04",1.05
"596","2018-12-06",1.03
"597","2018-12-07",1
"598","2018-12-10",0.984
"599","2018-12-11",0.995
"600","2018-12-12",1.03
"601","2018-12-13",1.01
"602","2018-12-14",1.07
"603","2018-12-17",1.04
"604","2018-12-18",1.06
"605","2018-12-19",1.045
"606","2018-12-20",0.996
"607","2018-12-21",0.94
"608","2018-12-24",0.97
"609","2018-12-26",0.943
"610","2018-12-27",0.917
"611","2018-12-28",0.95
"612","2018-12-31",0.962
"613","2019-01-02",1.032
"614","2019-01-03",1.06
"615","2019-01-04",1.05
"616","2019-01-07",1.08
"617","2019-01-08",1.08
"618","2019-01-09",1.16
"619","2019-01-10",0.99
"620","2019-01-11",0.993
"621","2019-01-14",0.94
"622","2019-01-15",0.96
"623","2019-01-16",0.989
"624","2019-01-17",0.96
"625","2019-01-18",0.971
"626","2019-01-22",0.961
"627","2019-01-23",0.99
"628","2019-01-24",1
"629","2019-01-25",1.01
"630","2019-01-28",0.992
"631","2019-01-29",1
"632","2019-01-30",0.99
"633","2019-01-31",1.015
"634","2019-02-01",1
"635","2019-02-04",1
"636","2019-02-05",1
"637","2019-02-06",1.006
"638","2019-02-07",1
"639","2019-02-08",0.99
"640","2019-02-11",0.997
"641","2019-02-12",1.01
"642","2019-02-13",0.993
"643","2019-02-14",0.98
"644","2019-02-15",0.98
"645","2019-02-19",0.99
"646","2019-02-20",0.97
"647","2019-02-21",0.989
"648","2019-02-22",0.977
"649","2019-02-25",0.99
"650","2019-02-26",0.98
"651","2019-02-27",1
"652","2019-02-28",1.01
"653","2019-03-01",1
"654","2019-03-04",1.01
"655","2019-03-05",0.998
"656","2019-03-06",0.98
"657","2019-03-07",0.985
"658","2019-03-08",1.05
"659","2019-03-11",1.03
"660","2019-03-12",1.06
"661","2019-03-13",1.1
"662","2019-03-14",1.05
"663","2019-03-15",1.06
"664","2019-03-18",1.05
"665","2019-03-19",1.03
"666","2019-03-20",1.05
"667","2019-03-21",1.05
"668","2019-03-22",1.03
"669","2019-03-25",1.04
"670","2019-03-26",1.06
"671","2019-03-27",1.13
"672","2019-03-28",1.13
"673","2019-03-29",1.1
"674","2019-04-01",1.15
"675","2019-04-02",1.18
"676","2019-04-03",1.19
"677","2019-04-04",1.16
"678","2019-04-05",1.18
"679","2019-04-08",1.23
"680","2019-04-09",1.23
"681","2019-04-10",1.25
"682","2019-04-11",1.25
"683","2019-04-12",1.14
"684","2019-04-15",1.19
"685","2019-04-16",1.21
"686","2019-04-17",1.21
"687","2019-04-18",1.17
"688","2019-04-22",1.19
"689","2019-04-23",1.23
"690","2019-04-24",1.19
"691","2019-04-25",1.23
"692","2019-04-26",1.288
"693","2019-04-29",1.27
"694","2019-04-30",1.29
"695","2019-05-01",1.29
"696","2019-05-02",1.31
"697","2019-05-03",1.32
"698","2019-05-06",1.31
"699","2019-05-07",1.32
"700","2019-05-08",1.28
"701","2019-05-09",1.26
"702","2019-05-10",1.24
"703","2019-05-13",1.24
"704","2019-05-14",1.21
"705","2019-05-15",1.17
"706","2019-05-16",1.14
"707","2019-05-17",1.1
"708","2019-05-20",1.095
"709","2019-05-21",1.035
"710","2019-05-22",1.03
"711","2019-05-23",1.11
"712","2019-05-24",1.07
"713","2019-05-28",1.05
"714","2019-05-29",1.09
"715","2019-05-30",1.07
"716","2019-05-31",1.08
"717","2019-06-03",1.09
"718","2019-06-04",1.08
"719","2019-06-05",1.16
"720","2019-06-06",1.1
"721","2019-06-07",1.11
"722","2019-06-10",1.14
"723","2019-06-11",1.14
"724","2019-06-12",1.13
"725","2019-06-13",1.13
"726","2019-06-14",1.15
"727","2019-06-17",1.14
"728","2019-06-18",1.12
"729","2019-06-19",1.13
"730","2019-06-20",1.16
"731","2019-06-21",1.22
"732","2019-06-24",1.16
"733","2019-06-25",1.15
"734","2019-06-26",1.145
"735","2019-06-27",1.13
"736","2019-06-28",1.14
"737","2019-07-01",1.11
"738","2019-07-02",1.11
"739","2019-07-03",1.09
"740","2019-07-05",1.09
"741","2019-07-08",1.055
"742","2019-07-09",1.1
"743","2019-07-10",1.1
"744","2019-07-11",1.065
"745","2019-07-12",1.05
"746","2019-07-15",1.05
"747","2019-07-16",1.04
"748","2019-07-17",1.06
"749","2019-07-18",1.07
"750","2019-07-19",1.07
"751","2019-07-22",1.06
"752","2019-07-23",1.06
"753","2019-07-24",1.06
"754","2019-07-25",1.08
"755","2019-07-26",1.06
"756","2019-07-29",1.04
"757","2019-07-30",1.02
"758","2019-07-31",1.01
"759","2019-08-01",1.03
"760","2019-08-02",1.025
"761","2019-08-05",0.99
"762","2019-08-06",1.03
"763","2019-08-07",1.01
"764","2019-08-08",1
"765","2019-08-09",1.02
"766","2019-08-12",0.991
"767","2019-08-13",0.983
"768","2019-08-14",1
"769","2019-08-15",0.98
"770","2019-08-16",0.99
"771","2019-08-19",1
"772","2019-08-20",1
"773","2019-08-21",0.98
"774","2019-08-22",0.997
"775","2019-08-23",1
"776","2019-08-26",1.01
"777","2019-08-27",1.01
"778","2019-08-28",0.98
"779","2019-08-29",0.97
"780","2019-08-30",0.98
"781","2019-09-03",0.986
"782","2019-09-04",0.98
"783","2019-09-05",0.954
"784","2019-09-06",0.99
"785","2019-09-09",0.985
"786","2019-09-10",0.99
"787","2019-09-11",0.99
"788","2019-09-12",0.982
"789","2019-09-13",0.97
"790","2019-09-16",0.99
"791","2019-09-17",0.952
"792","2019-09-18",0.955
"793","2019-09-19",0.973
"794","2019-09-20",0.994
"795","2019-09-23",0.97
"796","2019-09-24",0.98
"797","2019-09-25",0.96
"798","2019-09-26",0.974
"799","2019-09-27",0.97
"800","2019-09-30",0.959
"801","2019-10-01",0.948
"802","2019-10-02",0.942
"803","2019-10-03",0.94
"804","2019-10-04",0.95
"805","2019-10-07",0.91
"806","2019-10-08",0.92
"807","2019-10-09",0.913
"808","2019-10-10",0.883
"809","2019-10-11",0.89
"810","2019-10-14",0.908
"811","2019-10-15",0.894
"812","2019-10-16",0.896
"813","2019-10-17",0.903
"814","2019-10-18",0.951
"815","2019-10-21",0.927
"816","2019-10-22",0.93
"817","2019-10-23",0.932
"818","2019-10-24",0.91
"819","2019-10-25",0.91
"820","2019-10-28",0.933
"821","2019-10-29",0.915
"822","2019-10-30",0.91
"823","2019-10-31",0.899
"824","2019-11-01",0.905
"825","2019-11-04",0.887
"826","2019-11-05",0.91
"827","2019-11-06",0.92
"828","2019-11-07",0.9
"829","2019-11-08",0.9
"830","2019-11-11",0.901
"831","2019-11-12",0.905
"832","2019-11-13",0.868
"833","2019-11-14",0.888
"834","2019-11-15",0.86
"835","2019-11-18",0.892
"836","2019-11-19",0.91
"837","2019-11-20",0.944
"838","2019-11-21",0.895
"839","2019-11-22",0.885
"840","2019-11-25",0.9
"841","2019-11-26",0.852
"842","2019-11-27",0.855
"843","2019-11-29",0.869
"844","2019-12-02",0.876
"845","2019-12-03",0.892
"846","2019-12-04",0.871
"847","2019-12-05",0.87
"848","2019-12-06",0.86
"849","2019-12-09",0.876
"850","2019-12-10",0.841
"851","2019-12-11",0.85
"852","2019-12-12",0.85
"853","2019-12-13",0.93
"854","2019-12-16",0.95
"855","2019-12-17",0.979
"856","2019-12-18",0.992
"857","2019-12-19",0.955
"858","2019-12-20",0.997
"859","2019-12-23",0.981
"860","2019-12-24",0.989
"861","2019-12-26",1.18
"862","2019-12-27",1.15
"863","2019-12-30",1.18
"864","2019-12-31",1.2
"865","2020-01-02",1.2
"866","2020-01-03",1.15
"867","2020-01-06",1.17
"868","2020-01-07",1.16
"869","2020-01-08",1.19
"870","2020-01-09",1.38
"871","2020-01-10",1.54
"872","2020-01-13",1.42
"873","2020-01-14",1.36
"874","2020-01-15",1.37
"875","2020-01-16",1.44
"876","2020-01-17",1.52
"877","2020-01-21",1.48
"878","2020-01-22",1.48
"879","2020-01-23",1.53
"880","2020-01-24",1.55
"881","2020-01-27",1.46
"882","2020-01-28",1.56
"883","2020-01-29",1.55
"884","2020-01-30",1.47
"885","2020-01-31",1.48
"886","2020-02-03",1.49
"887","2020-02-04",1.54
"888","2020-02-05",1.51
"889","2020-02-06",1.46
"890","2020-02-07",1.45
"891","2020-02-10",1.47
"892","2020-02-11",1.69
"893","2020-02-12",1.82
"894","2020-02-13",1.86
"895","2020-02-14",2.46
"896","2020-02-18",2.58
"897","2020-02-19",2.73
"898","2020-02-20",2.855
"899","2020-02-21",3.1
"900","2020-02-24",3.29
"901","2020-02-25",2.93
"902","2020-02-26",2.65
"903","2020-02-27",2.42
"904","2020-02-28",2.5
"905","2020-03-02",2.715
"906","2020-03-03",2.47
"907","2020-03-04",2.54
"908","2020-03-05",2.46
"909","2020-03-06",2.51
"910","2020-03-09",2.45
"911","2020-03-10",2.18
"912","2020-03-11",1.74
"913","2020-03-12",1.37
"914","2020-03-13",1.45
"915","2020-03-16",1.55
"916","2020-03-17",1.52
"917","2020-03-18",1.431
"918","2020-03-19",1.41
"919","2020-03-20",1.4
"920","2020-03-23",1.38
"921","2020-03-24",1.68
"922","2020-03-25",1.72
"923","2020-03-26",1.81
"924","2020-03-27",1.8
"925","2020-03-30",1.82
"926","2020-03-31",1.98
"927","2020-04-01",1.91
"928","2020-04-02",1.92
"929","2020-04-03",1.82
"930","2020-04-06",1.75
"931","2020-04-07",1.81
"932","2020-04-08",1.94
"933","2020-04-09",1.91
"934","2020-04-13",2.17
"935","2020-04-14",2.35
"936","2020-04-15",2.31
"937","2020-04-16",2.35
"938","2020-04-17",2.43
"939","2020-04-20",2.27
"940","2020-04-21",2.62
"941","2020-04-22",2.61
"942","2020-04-23",2.47
"943","2020-04-24",2.47
"944","2020-04-27",2.35
"945","2020-04-28",2.2
"946","2020-04-29",2.29
"947","2020-04-30",2.19
"948","2020-05-01",2.04
"949","2020-05-04",2.24
"950","2020-05-05",2.34
"951","2020-05-06",2.4
"952","2020-05-07",2.41
"953","2020-05-08",2.32
"954","2020-05-11",2.34
"955","2020-05-12",2.22
"956","2020-05-13",2.25
"957","2020-05-14",2.27
"958","2020-05-15",2.27
"959","2020-05-18",2.37
"960","2020-05-19",2.52
"961","2020-05-20",2.61
"962","2020-05-21",2.65
"963","2020-05-22",2.34
"964","2020-05-26",2.15
"965","2020-05-27",2.08
"966","2020-05-28",1.98
"967","2020-05-29",1.99
"968","2020-06-01",1.98
"969","2020-06-02",2.22
"970","2020-06-03",2.22
"971","2020-06-04",2.09
"972","2020-06-05",2.19
"973","2020-06-08",2.19
"974","2020-06-09",2.13
"975","2020-06-10",2
"976","2020-06-11",1.96
"977","2020-06-12",1.94
"978","2020-06-15",2.28
"979","2020-06-16",2.17
"980","2020-06-17",2.39
"981","2020-06-18",2.44
"982","2020-06-19",2.3
"983","2020-06-22",2.25
"984","2020-06-23",2.31
"985","2020-06-24",2.34
"986","2020-06-25",2.23
"987","2020-06-26",2.16
"988","2020-06-29",2.11
"989","2020-06-30",2.11
"990","2020-07-01",2.085
"991","2020-07-02",2.05
"992","2020-07-06",2.03
"993","2020-07-07",2.08
"994","2020-07-08",2.1
"995","2020-07-09",1.98
"996","2020-07-10",2.03
"997","2020-07-13",2.02
"998","2020-07-14",2.09
"999","2020-07-15",2.09
"1000","2020-07-16",2.04
"1001","2020-07-17",2.05
"1002","2020-07-20",2.16
"1003","2020-07-21",2.14
"1004","2020-07-22",2.11
"1005","2020-07-23",2.04
"1006","2020-07-24",2.06
"1007","2020-07-27",2.09
